wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
191,31,5,estandart,estandart,NOM:obj:masc:sg,39,N,N,,/V\.C/V\.'C/V\,NOUN,étendard,9,,
192,32,1,n,n,PRO:clit,40,Crd,Crd,ne2,C/\,CCONJ,ne,10,,
193,32,2,em,em,PRO:invar,40,Prn,Prn$,on,/V\,PRON,on,10,,
194,32,3,li,li,PRO:pers:suj:3:masc:sg:bet,40,Prn,Prn$$,li,C/V\,PRON,li,10,,
195,32,4,baille,baille,VER:pres:3:sg,40,Vfin,Vfin,bailler,'C/V\.C/(e)\,VERB,bailler,10,,
196,32,5,un,un,DET:ndf:obj:masc:sg,40,QIs,QIs,un,/V\,DET,un,10,,
197,32,6,tuenard,tuenard,NOM:obj:masc:sg,40,N,N,,C/V\.C/(V)\.'/V\,NOUN,touandard,-10,tonner,DMF
198,33,1,desus,desus,ADV,41,PrA,PrA,dessus,C/V\.'C/V\,ADV,dessus,10,,
199,33,2,qaiou,qaiou,NPR:obj:masc:sg,41,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,?,
200,33,3,a,a,PRE,41,Pre,Pre,à,/V\,ADP,à,10,,
201,33,4,la,la,DET:def:obj:femi:sg,41,Det,Det,le,C/V\,DET,le,10,,
202,33,5,chapele,chapele,NOM:obj:femi:sg,41,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chapelle,8,,
203,34,1,fut,fut,VER:simp:3:sg,42,Vfin,Vfin,être,C/V\,VERB,être,10,,
204,34,2,la,la,DET:def:suj:femi:sg,42,Det,Det,le,C/V\,DET,le,10,,
205,34,3,bataille,bataille,NOM:suj:femi:sg,42,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8,,
206,34,4,fort,fort,ADJ:suj:femi:sg,42,Adj,Adj,fort,C/V\,ADJ,fort,10,,
207,34,5,e,e,CON:coord,42,Crd,Crd,et,/V\,CCONJ,et,10,,
208,34,6,pesme,pesme,ADJ:suj:femi:sg,42,Adj,Adj,pesme,'C/V\.C/(e)\,ADJ,pesme,10,,
209,35,1,occist,occist,VER:pres:3:sg,44,Vfin,Vfin,occire,/V\.'C/V\,VERB,occire,10,,
210,35,2,e,e,CON:coord,44,Crd,Crd,et,/V\,CCONJ,et,10,,
211,35,3,fiert,fiert,VER:pres:3:sg,44,Vfin,Vfin,férir,C/V\,VERB,férir,10,,
212,35,4,e,e,CON:coord,44,Crd,Crd,et,/V\,CCONJ,et,10,,
213,35,5,esboele,esboele,VER:pres:3:sg,44,Vfin,Vfin,,/V\.C/V\.'C/V\.C/(e)\,VERB,UNKNOWN,-10,ébouler,DMF
214,36,1,qui,qui,PROCON,45,Qux,Qux,qui,C/V\,PRON,qui,10,,
215,36,2,cunsuit,cunsuit,VER:pres:3:sg,45,Vfin,Vfin,consuivre,C/V\.'C/V\,VERB,consuivre,10,,
216,36,3,ne,ne,PRO:clit,45,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
217,36,4,l,l,PRO:pers:obj:3:masc:sg:unb,45,Prn,Prn$$,le,C/\,PRON,le,10,,
218,36,5,laist,laist,VER:pres:3:sg,45,Vfin,Vfin,laisser,C/V\,VERB,laisser,10,,
