wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,textlineid,synfunc
323,82,1,orent,orent,VER,1338,avoir|orer2_+IM|+I,Vfin,104011,
324,82,2,de,de,PRE,1339,de_+S,Pre,104011,
325,82,3,ceste,ceste,DET:demo,1340,cest_S,Det,104011,
326,82,4,chose,chose,NOM,1341,chose_+CIT,N,104011,
327,83,1,se,se,PRO:pers,1357,soi1_S,Prn,104012,
328,83,2,partirent,partirent,VER,1358,partir_+IM,Vfin,104012,
329,83,3,de,de,PRE,1359,de_+S,Pre,104013,
330,83,4,la,la,PRO:pers,1360,il_S,Adv,104013,
331,84,1,laquelle,laquelle,NOM,1437,<unknown>,Prn+Sub,104019,s
332,84,2,estoit,estoit,VER,1438,ester|estre1_+IM|+I,Vfin,104019,
333,84,3,nommee,nommee,VER,1439,nomer_*+C,Vpp,104019,
334,85,1,les,les,DET:def,1453,le_S,Det,104021,
335,85,2,membres,membres,NOM,1454,membre_+I,N,104021,
336,85,3,traveilliez,traveilliez,VER,1455,travaillier_+I,Vpp,104021,
337,86,1,de,de,PRE,1468,de_+S,Pre,104022,
338,86,2,ladicte,ladicte,NPR,1469,<unknown>,Det+Vpp,104022,
339,86,3,princesse,princesse,NOM,1470,princesse_+T,N,104022,
340,87,1,croiscent,croiscent,VER,1535,<unknown>,Vfin,104027,
341,87,2,ma,ma,DET:poss,1536,mon1_S,Det,104027,
342,87,3,retentive,retentive,NOM,1537,retentive_+T,N,104028,
343,88,1,de,de,PRE,1542,de_+S,Pre,104028,
344,88,2,la,la,DET:def,1543,le_S,Det,104028,
345,88,3,haute,haute,ADJ,1544,haut_+I,Adj,104028,
346,88,4,poissance,poissance,NOM,1545,poissance_+IT,N,104028,
347,89,1,m',m',PRO:pers,1571,je_S,Prn,104030,
348,89,2,apparu,apparu,VER,1572,paroir_*+M,Vfin,104030,
349,89,3,glorieuse,glorieuse,ADJ,1573,glorïos_+I,Adj,104030,
350,90,1,abondant,abondant,VER,1581,abonder_+M,Vprs,104031,
351,90,2,en,en,PRE,1582,en1_+S,Pre,104031,
352,90,3,richesces,richesces,NOM,1583,richece_*+I,N,104031,
353,91,1,grande,grande,ADJ,1585,grant_+IT,Adj,104031,
354,91,2,et,et,CON:coord,1586,et_S,Crd,104031,
355,91,3,lee,lee,ADJ,1587,lé_I,Adj,104031,
356,91,4,en,en,PRO:clit,1588,en2_S,Pre,104032,
357,91,5,circuit,circuit,VER,1589,circuir|circuire_M|M,N,104032,
358,92,1,fors,fors,ADJ,1597,fors_Z,Adj,104032,
359,92,2,citez,citez,NOM,1598,cité_+I,N,104032,
360,92,3,",",",",PON,1599,",",Pnc,104032,
361,92,4,chastiaulx,chastiaulx,NOM,1600,<unknown>,N,104032,
362,92,5,",",",",PON,1601,",",Pnc,104032,
363,92,6,bours,bours,NOM,1602,borc_*+I,N,104033,
364,93,1,chastiaulx,chastiaulx,NOM,1600,<unknown>,N,104032,
365,93,2,",",",",PON,1601,",",Pnc,104032,
366,93,3,bours,bours,NOM,1602,borc_*+I,N,104033,
367,93,4,",",",",PON,1603,",",Pnc,104033,
368,93,5,forteresses,forteresses,NOM,1604,<nolem>,N,104033,
369,94,1,et,et,CON:coord,1605,et_S,Crd,104033,
370,94,2,tres,tres,ADV,1606,tres|très_I|IIdTd,Adv,104033,
371,94,3,nobles,nobles,NPR,1607,noblon_Z,Adj,104033,
372,94,4,manoirs,manoirs,VER,1608,manoir1_*+IT,N,104033,
373,95,1,en,en,PRE,1622,en1_+S,Pre,104034,
374,95,2,conversacion,conversacion,NOM,1623,conversacïon_+Td,N,104035,
375,96,1,catholiques,catholiques,NPR,1625,<unknown>,Adj,104035,
376,96,2,en,en,PRE,1626,en1_+S,Pre,104035,
377,96,3,foy,foy,NOM,1627,foi_+CIT,N,104035,
378,97,1,ne,ne,PRO:clit,1665,en2_S,Neg,104038,
379,97,2,me,me,PRO:pers,1666,je_S,Prn,104038,
380,97,3,seuffre,seuffre,VER,1667,so(u)ffrir|souffrir|soufrir_M|M|M,Vfin,104039,
381,97,4,plus,plus,ADV,1668,plus_CI,Adv,104039,
382,97,5,dire,dire,VER,1669,dire_+MIT,Vinf,104039,c
383,98,1,avoir,avoir,VER,1704,avoir_+MIT,Vinf,104041,
384,98,2,esté,esté,VER,1705,ester|estre1_+MI|+I,Vpp,104041,
385,98,3,et,et,CON:coord,1706,et_S,Crd,104041,
386,98,4,estre,estre,VER,1707,entr'estre|estre1_+M|+IT,Vinf,104041,
387,99,1,par,par,PRE,1708,par_S,Pre,104041,
388,99,2,fois,fois,NOM,1709,fais|foi|foiz_+T|+C|+CT,N,104042,
389,99,3,de,de,PRE,1710,de_+S,Pre,104042,
390,99,4,grans,grans,ADJ,1711,grant_+I,Adj,104042,
391,99,5,et,et,CON:coord,1712,et_S,Crd,104042,
392,99,6,fieres,fieres,ADJ,1713,fier_+I,Adj,104042,
393,100,1,Ja,ja,ADV,1731,ja_+CIT,Adv,105003,
394,100,2,estoye,estoye,VER,1732,estre1|estre_+I|IM,Vfin,105003,
395,100,3,parcreue,parcreue,VER,1733,parcroistre_+Z,Vpp,105003,a
396,101,1,quant,quant,ADV,1734,cant_C,Sub,105003,
397,101,2,j',j',PRO:pers,1735,je_S,Prn,105003,s
398,101,3,oz,oz,VER,1736,avoir|öir_+M|+T,Vfin,105003,
399,101,4,tant,tant,ADV,1737,tant_CI,Adv,105003,c
400,101,5,pourchacié,pourchacié,VER,1738,porchacier_*+I,Vpp,105003,
401,102,1,sens,sens,NOM,1770,sens_+IT,N,105006,&
402,102,2,et,et,CON:coord,1771,et_S,Crd,105006,
403,102,3,benigneté,benigneté,VER,1772,<unknown>,N,105006,
404,103,1,que,que,PROCON,1787,que3_S,Sub,105007,
405,103,2,",",",",PON,1788,",",Pnc,105007,
406,103,3,sanz,sanz,PRE,1789,sans_+S,Pre,105007,
407,103,4,faille,faille,NOM,1790,faille1|faille2|faille3_+T|+T|+IT,N,105007,
408,103,5,",",",",PON,1791,",",Pnc,105007,
409,103,6,Fama,fama,NIL,1792,<nolem>,N,105007,c
410,104,1,vi,vi,VER,1811,vëoir_+IM,Vfin,105009,
411,104,2,accordable,accordable,ADJ,1812,acordable_+G,Adj,105009,a
412,104,3,.,.,PON,1813,.,Pnc,105009,
413,104,4,Or,or,ADV,1814,or4|or_+IT|CI,Adv,105009,
414,104,5,fus,fus,VER,1815,estre1|estre_+I|MI,Vfin,105009,
415,104,6,je,je,PRO:pers,1816,je_S,Prn,105009,s
416,105,1,ot,ot,VER,1835,avoir|öir_+IM|+I,Vfin,105010,
417,105,2,a,a,PRE,1836,a_S,Pre,105010,
418,105,3,me,me,PRO:pers,1837,je_S,Prn,105010,
419,105,4,descouvrir,descouvrir,VER,1838,covrir_*+M,Vinf,105010,
420,106,1,les,les,DET:def,1839,le_S,Det,105010,
421,106,2,secrez,secrez,NOM,1840,secré_Z,N,105011,
422,106,3,de,de,PRE,1841,de_+S,Pre,105011,
423,106,4,son,son,DET:poss,1842,son4_S,Det,105011,
424,106,5,cuer,cuer,NOM,1843,cuer1|cuer2_+T|+IT,N,105011,
425,107,1,Et,et,CON:coord,1845,et_S,Crd,105011,
426,107,2,n',n',PRO:clit,1846,en2_S,Neg,105011,
427,107,3,ot,ot,VER,1847,avoir|öir_+IM|+I,Vfin,105011,
428,107,4,orreur,orreur,NOM,1848,<unknown>,N,105011,
429,107,5,d',d',PRE,1849,de_+S,Pre,105011,
430,107,6,enjoindre,enjoindre,VER,1850,enjoindre_+IT,Vinf,105011,
431,108,1,Ja,ja,ADV,1878,ja_+CIT,Adv,105013,
432,108,2,estoit,estoit,VER,1879,ester|estre1_+IM|+I,Vfin,105013,
433,108,3,informee,informee,VER,1880,<unknown>,Vpp,105014,
434,109,1,Chiere,chiere,ADJ,1907,chier_+CI,Adj,106002,
435,109,2,amie,amie,NOM,1908,ami|mie2_+IT|+T,N,106002,
436,109,3,",",",",PON,1909,",",Pnc,106002,
437,109,4,amaresse,amaresse,NOM,1910,ameresse_G,N,106002,
438,110,1,est,est,VER,1933,ester|estre1_+M|+I,Vfin,106004,
439,110,2,que,que,PROCON,1934,que3_S,Sub,106004,
440,110,3,ton,ton,DET:poss,1935,ton4_S,Det,106004,
441,110,4,bon,bon,ADJ,1936,bon_+CIT,Adj,106005,
442,110,5,desir,desir,NOM,1937,desir_+T,N,106005,
443,111,1,les,les,DET:def,1951,le_S,Det,106006,
444,111,2,bons,bons,ADJ,1952,bon_+CI,Adj,106006,
445,111,3,vouloirs,vouloirs,VER,1953,voloir_*+I,N,106006,
446,111,4,de,de,PRE,1954,de_+S,Pre,106006,
447,111,5,lui,lui,PRO:pers,1955,il|loi1_S|S,Prn,106006,
448,112,1,a,a,PRE,1961,a_S,Pre,106006,
449,112,2,qui,qui,PROCON,1962,qui_S,Sub,106006,
450,112,3,Dieux,dieux,NOM,1963,dieu_+Z,N,106006,
451,112,4,et,et,CON:coord,1964,et_S,Crd,106006,
452,112,5,Nature,nature,NOM,1965,nature_+IT,N,106007,
453,113,1,oultre,oultre,ADV,1968,outre_C,Adv,106007,
454,113,2,le,le,DET:def,1969,le_S,Det,106007,
455,113,3,commun,commun,ADJ,1970,comun_C,Adj,106007,
456,113,4,ordre,ordre,NOM,1971,odor|ordre_+T|+CIT,N,106007,
457,114,1,le,le,DET:def,1974,le_S,Det,106007,
458,114,2,don,don,NOM,1975,dan2|don_+T|+CIT,N,106007,
459,114,3,d',d',PRE,1976,de_+S,Pre,106008,
460,114,4,amour,amour,NOM,1977,amor_+G,N,106008,
461,114,5,d',d',PRE,1978,de_+S,Pre,106008,
462,114,6,estude,estude,NOM,1979,estuide_+T,N,106008,
463,115,1,aprestre,aprestre,VER,1981,<unknown>,Vfin,106008,
464,115,2,parchemin,parchemin,NOM,1982,parchemin_+T,N,106008,
465,116,1,et,et,CON:coord,1987,et_S,Crd,106008,
466,116,2,escrips,escrips,NOM,1988,<nolem>,Vfin,106008,
467,116,3,les,les,DET:def,1989,le_S,Det,106008,
468,116,4,parolles,parolles,NOM,1990,parole_*+I,N,106009,
469,117,1,yssans,yssans,VER,1991,issir_+M,Vprs,106009,
470,117,2,de,de,PRE,1992,de_+S,Pre,106009,
471,117,3,ma,ma,DET:poss,1993,mon1_S,Det,106009,
472,117,4,poitrine,poitrine,NOM,1994,poitrine_+IT,N,106009,
473,118,1,et,et,CON:coord,2005,et_S,Crd,106010,
474,118,2,me,me,PRO:pers,2006,je_S,Prn,106010,
475,118,3,plaist,plaist,VER,2007,plaire_+MI,Vfin,106010,
476,118,4,qu',qu',PROCON,2008,que1|que2|que3|que4_S|S|S|S,Sub,106010,
477,118,5,a,a,PRE,2009,a_S,Pre,106010,
478,118,6,tes,tes,DET:poss,2010,ton4_S,Det,106010,
479,118,7,saiges,saiges,ADJ,2011,sage_+I,Adj,106010,
480,119,1,des,des,PREDET:de,2020,de+le_S,Pre+Det,106011,
481,119,2,memoires,memoires,NOM,2021,memoire_*+CIT,N,106011,
482,119,3,escriptes,escriptes,VER,2022,escrire_+CZ,Vpp,106011,
483,120,1,Ou,ou,PREDET:en,2056,en1+le_S,Pre+Det,106014,
484,120,2,temps,temps,NOM,2057,tens_+CT,N,106014,
485,120,3,du,du,PREDET:de,2058,de+le_S,Pre+Det,106014,
486,120,4,second,second,ADJ:ord,2059,secont1_Z,Adj,106014,
487,120,5,aage,aage,NOM,2060,ëage_+ITd,N,106014,
488,121,1,de,de,PRE,2078,de_+S,Pre,106015,
489,121,2,la,la,DET:def,2079,le_S,Det,106015,
490,121,3,fille,fille,NOM,2080,fille_+CIT,N,106016,
491,121,4,electee,electee,NOM,2081,<unknown>,Vpp,106016,
492,122,1,des,des,PREDET:de,2091,de+le_S,Pre+Det,106017,
493,122,2,fremis,fremis,VER,2092,fremir_*+M,N,106017,
494,122,3,chevauchant,chevauchant,VER,2093,chevauchier_+I,Vprs,106017,
495,123,1,de,de,PRE,2106,de_+S,Pre,106018,
496,123,2,Barat,barat,NOM,2107,barat_+CIT,N,106018,
497,123,3,en,en,PRE,2108,en1_+S,Pre,106018,
498,123,4,la,la,DET:def,2109,le_S,Det,106018,
499,123,5,fin,fin,ADJ,2110,fin2|fin_+IT|I,N,106018,
500,124,1,Adont,adont,ADV,2113,adonc_+GT,Adv,106019,
501,124,2,d',d',PRE,2114,de_+S,Pre,106019,
502,124,3,icelle,icelle,DET:demo,2115,icel_S,Det,106019,
503,124,4,terre,terre,NOM,2116,terre_+CIT,N,106019,
504,125,1,que,que,PROCON,2123,que3_S,Sub,106019,c
505,125,2,les,les,DET:def,2124,le_S,Det,106019,
506,125,3,dieux,dieux,NOM,2125,dieu_+Z,N,106019,
507,125,4,anciens,anciens,ADJ,2126,anciien_Id,Adj,106019,
508,126,1,avoient,avoient,VER,2134,avoiier|avoir_+M|+MI,Vfin,106020,
509,126,2,reservé,reservé,VER,2135,reserver_*+T,Vpp,106020,
510,127,1,a,a,PRE,2162,a_S,Pre,106022,
511,127,2,ycelle,ycelle,DET:demo,2163,icel_S,Det,106022,
512,127,3,fremiere,fremiere,NOM,2164,<nolem>,N,106022,
513,128,1,de,de,PRE,2166,de_+S,Pre,106023,
514,128,2,vengence,vengence,NOM,2167,venjance_+IT,N,106023,
515,128,3,",",",",PON,2168,",",Pnc,106023,
516,128,4,ars,ars,NOM,2169,arc|ars_+I|+T,Vpp,106023,
517,128,5,",",",",PON,2170,",",Pnc,106023,
518,128,6,destruis,destruis,VER,2171,destruire_+Z,Vpp,106023,&
519,129,1,destruis,destruis,VER,2171,destruire_+Z,Vpp,106023,&
520,129,2,et,et,CON:coord,2172,et_S,Crd,106023,
521,129,3,mis,mis,VER,2173,manoir|metre|mettre_M|CIM|M,Vpp,106023,
522,129,4,en,en,PRE,2174,en1_+S,Pre,106023,
523,129,5,cendre,cendre,NOM,2175,cendre_+IT,N,106023,
524,130,1,la,la,DET:def,2197,le_S,Det,106025,
525,130,2,persecucion,persecucion,NOM,2198,persecucïon_+Td,N,106025,
526,131,1,et,et,CON:coord,2219,et_S,Crd,106027,
527,131,2,des,des,PREDET:de,2220,de+le_S,Pre+Det,106027,
528,131,3,gittons,gittons,VER,2221,<unknown>,N,106027,
529,131,4,cueillis,cueillis,VER,2222,cueillir_M,Vpp,106027,
530,132,1,sur,sur,PRE,2223,sor2_+S,Pre,106027,
531,132,2,le,le,DET:def,2224,le_S,Det,106027,
532,132,3,hault,hault,ADJ,2225,haut_+Z,Adj,106027,
533,132,4,sommeton,sommeton,NOM,2226,<unknown>,N,106027,
534,133,1,d',d',PRE,2240,de_+S,Pre,106029,
535,133,2,icellui,icellui,VER,2241,<unknown>,Det,106029,
536,133,3,larrecin,larrecin,NOM,2242,larrecin_+IT,N,106029,
537,134,1,en,en,PRE,2259,en1_+S,Pre,106030,
538,134,2,diverses,diverses,ADJ,2260,divers_+I,Adj,106030,
539,134,3,contrees,contrees,NOM,2261,contree_+I,N,106030,
540,135,1,dont,dont,PRO:invar,2309,dont_S,Sub,106034,
541,135,2,puis,puis,VER,2310,pondre|pöoir_+M|+I,Adv,106034,
542,135,3,une,une,DET:ndf,2311,un_S,Det,106034,
543,135,4,vergete,vergete,NOM,2312,vergete_+T,N,106034,
544,136,1,crut,crut,VER,2314,croire|croistre_+IM|+MI,Vfin,106035,
545,136,2,es,es,PREDET:en,2315,en1+le_S,Pre+Det,106035,
546,136,3,marches,marches,NOM,2316,marchais|marche1_+Td|+I,N,106035,
547,136,4,d',d',PRE,2317,de_+S,Pre,106035,
548,136,5,Europpe,europpe,NPR,2318,<unknown>,N,106035,
549,137,1,en,en,PRE,2319,en1_+S,Pre,106035,
550,137,2,la,la,DET:def,2320,le_S,Det,106035,
551,137,3,terre,terre,NOM,2321,terre_+CIT,N,106035,
552,137,4,latine,latine,ADJ,2322,<nolem>,Adj,106035,
553,138,1,que,que,PROCON,2323,que3_S,Sub,106035,
554,138,2,la,la,DET:def,2324,le_S,Det,106035,
555,138,3,hautece,hautece,NOM,2325,hautece_+IT,N,106035,
556,138,4,d',d',PRE,2326,de_+S,Pre,106036,
557,138,5,elle,elle,PRO:pers,2327,il_S,Prn,106036,
558,139,1,obombra,obombra,VER,2328,<unknown>,Vfin,106036,
559,139,2,tout,tout,DET:ind,2329,tot_S,Det,106036,
560,139,3,le,le,DET:def,2330,le_S,Det,106036,
561,139,4,monde,monde,NOM,2331,monde1|monde_+IT|CI,N,106036,
562,140,1,DE,de,PRE,2345,de_+S,Pre,107001,
563,140,2,SON,son,DET:poss,2346,son4_S,Det,107001,
564,140,3,COMMENCEMENT,commencement,NOM,2347,comencement_*+T,N,107001,
565,141,1,des,des,PREDET:de,2350,de+le_S,Pre+Det,107002,
566,141,2,sus,sus,ADV,2351,sus_I,Adv,107002,
567,141,3,dis,dis,VER,2352,dire_+CMI,Vpp,107002,
568,141,4,larrecins,larrecins,NOM,2353,larrecin_*+IT,N,107002,
569,142,1,une,une,DET:ndf,2363,un_S,Det,107003,
570,142,2,vergette,vergette,NOM,2364,<unknown>,N,107003,
571,142,3,yssue,yssue,VER,2365,issir_+IM,Vpp,107003,
572,143,1,yssue,yssue,VER,2365,issir_+IM,Vpp,107003,
573,143,2,de,de,PRE,2366,de_+S,Pre,107003,
574,143,3,la,la,DET:def,2367,le_S,Det,107003,
575,143,4,cousme,cousme,NOM,2368,<unknown>,N,107003,
576,144,1,du,du,PREDET:de,2369,de+le_S,Pre+Det,107003,
577,144,2,sus,sus,ADV,2370,sus_I,Adv,107003,
578,144,3,dit,dit,VER,2371,dire_+CMI,Vpp,107003,
579,144,4,arbre,arbre,NOM,2372,arbre_+IT,N,107003,
580,144,5,d',d',PRE,2373,de_+S,Pre,107003,
581,144,6,or,or,NOM,2374,or1|or2|or3|ëur_+IT|+T|+T|+T,N,107003,
582,145,1,en,en,PRE,2382,en1_+S,Pre,107004,
583,145,2,terre,terre,NOM,2383,terre_+CIT,N,107004,
584,145,3,fructueuse,fructueuse,VER,2384,<unknown>,Adj,107004,
585,146,1,d',d',PRE,2394,de_+S,Pre,107005,
586,146,2,elle,elle,PRO:pers,2395,il_S,Prn,107005,
587,146,3,je,je,PRO:pers,2396,je_S,Prn,107005,s
588,146,4,pris,pris,VER,2397,prendre|prisier_+CMI|+IM,Vfin,107005,
589,146,5,mon,mon,DET:poss,2398,mon1_S,Det,107005,
590,146,6,nom,nom,NOM,2399,nom_+CIT,N,107005,
591,147,1,de,de,PRE,2411,de_+S,Pre,107006,
592,147,2,cultivement,cultivement,NOM,2412,coutivement_+T,N,107006,
593,147,3,",",",",PON,2413,",",Pnc,107006,
594,147,4,tant,tant,ADV,2414,tant_CI,Adv,107006,
595,148,1,de,de,PRE,2477,de_+S,Pre,107011,
596,148,2,sa,sa,DET:poss,2478,son4_S,Det,107011,
597,148,3,proprieté,proprieté,NOM,2479,proprïeté_+Td,N,107011,
598,149,1,Si,si,ADV,2483,si_+IT,Adv,107012,
599,149,2,en,en,PRO:clit,2484,en2_S,Prn,107012,
600,149,3,furent,furent,VER,2485,estre1|estre_+I|CMI,Vfin,107012,
601,149,4,peuplees,peuplees,VER,2486,popler1|popler2_*+T|+T,Vpp,107012,
602,150,1,de,de,PRE,2492,de_+S,Pre,107013,
603,150,2,multitude,multitude,NOM,2493,multitude_+T,N,107013,
604,150,3,d',d',PRE,2494,de_+S,Pre,107013,
605,150,4,ans,ans,NOM,2495,an_+C,N,107013,
606,151,1,d',d',PRE,2494,de_+S,Pre,107013,
607,151,2,ans,ans,NOM,2495,an_+C,N,107013,
608,151,3,en,en,PRE,2496,en1_+S,Pre,107013,
609,151,4,ceste,ceste,DET:demo,2497,cest_S,Det,107013,
610,151,5,contree,contree,NOM,2498,contree_+IT,N,107013,
611,152,1,Et,et,CON:coord,2500,et_S,Crd,107013,
612,152,2,ainsi,ainsi,ADV,2501,ainsi_+CIT,Adv,107013,
613,152,3,t',t',PRO:pers,2502,tu_S,Prn,107013,
614,152,4,ay,ay,VER,2503,aidier|avoir_+Md|+CMI,Vfin,107013,
615,152,5,compté,compté,VER,2504,conter_+Z,Vpp,107014,
616,153,1,Si,si,DET:poss,2587,son4_S,Adv,108003,
617,153,2,fus,fus,NOM,2588,fus_+T,Vfin,108004,
618,153,3,entregectee,entregectee,VER,2589,<unknown>,Vpp,108004,
619,154,1,l',l',DET:def,2624,le_S,Det,108006,
620,154,2,espace,espace,NOM,2625,espace_+IT,N,108006,
621,154,3,de,de,PRE,2626,de_+S,Pre,108006,
622,154,4,ta,ta,DET:poss,2627,ton4_S,Det,108007,
623,154,5,vie,vie,NOM,2628,vie1|voie_+T|+T,N,108007,
624,155,1,ne,ne,PRO:clit,2668,en2_S,Neg,108010,
625,155,2,savoient,savoient,VER,2669,savoir_+IM,Vfin,108010,
626,155,3,atraire,atraire,VER,2670,atraire_+IT,Vinf,108010,
627,156,1,par,par,PRE,2683,par_S,Pre,108011,
628,156,2,quoy,quoy,PRO:invar,2684,coi2_S,Sub,108011,
629,156,3,maint,maint,VER,2685,manoir1|mener_+I|+IM,Det,108011,
630,156,4,seps,seps,VER,2686,savoir_+M,N,108011,
631,156,5,de,de,PRE,2687,de_+S,Pre,108011,
632,156,6,vigne,vigne,NOM,2688,vigne1|vigne2_+IT|+T,N,108011,
633,157,1,de,de,PRE,2687,de_+S,Pre,108011,
634,157,2,vigne,vigne,NOM,2688,vigne1|vigne2_+IT|+T,N,108011,
635,157,3,et,et,CON:coord,2689,et_S,Crd,108011,
636,157,4,autres,autres,ADJ,2690,autre_CI,Adj,108012,
637,157,5,tiges,tiges,GDF,2691,tige|tigé_G|G,N,108012,
638,158,1,vint,vint,VER,2714,venir|voir_+CI|M,Vfin,108013,
639,158,2,",",",",PON,2715,",",Pnc,108013,
640,158,3,lequel,lequel,NOM,2716,<unknown>,Prn+Sub,108013,s
641,158,4,par,par,PRE,2717,par_S,Pre,108014,
642,158,5,vertu,vertu,NOM,2718,vertu_+CIT,N,108014,
643,159,1,en,en,PRE,2784,en1_+S,Pre,108019,
644,159,2,si,si,DET:poss,2785,son4_S,Adv,108019,
645,159,3,grant,grant,ADJ,2786,grant_+CIT,Adj,108019,
646,159,4,quantité,quantité,NOM,2787,<unknown>,N,108019,
647,160,1,en,en,PRO:clit,2792,en2_S,Prn,108020,
648,160,2,furent,furent,VER,2793,estre1|estre_+I|CMI,Vfin,108020,
649,160,3,arrousees,arrousees,VER,2794,<unknown>,Vpp,108020,
650,161,1,O,o,INT,2798,o2_+T,Exc,108020,
651,161,2,!,!,PON,2799,!,Pnc,108020,
652,161,3,noble,noble,ADJ,2800,noble1|noble_+IT|CI,Adj,108020,
653,161,4,cultiveur,cultiveur,NOM,2801,<unknown>,N,108020,
654,162,1,de,de,PRE,2825,de_+S,Pre,108022,
655,162,2,ma,ma,DET:poss,2826,mon1_S,Det,108022,
656,162,3,salvable,salvable,ADJ,2827,sauvable_T,Adj,108022,
657,162,4,gloire,gloire,NOM,2828,gloire_+IT,N,108022,
658,163,1,et,et,CON:coord,2841,et_S,Crd,108023,
659,163,2,tant,tant,ADV,2842,tant_CI,Adv,108023,
660,163,3,qu',qu',PROCON,2843,que1|que2|que3|que4_S|S|S|S,Sub,108024,
661,163,4,il,il,PRO:pers,2844,il_S,Prn,108024,s
662,163,5,me,me,PRO:pers,2845,je_S,Prn,108024,
663,163,6,dura,dura,VER,2846,durer_+I,Vfin,108024,
664,164,1,gardee,gardee,VER,2853,garder_+MI,Vpp,108024,
665,164,2,et,et,CON:coord,2854,et_S,Crd,108024,
666,164,3,soustenue,soustenue,VER,2855,sostenir_+Z,Vpp,108024,
667,165,1,comme,comme,VER,2887,commer_M,Sub,109003,
668,165,2,en,en,PRE,2888,en1_+S,Pre,109003,
669,165,3,friche,friche,NOM,2889,friche_+T,N,109003,
670,165,4,",",",",PON,2890,",",Pnc,109003,
671,165,5,remplie,remplie,VER,2891,remplir_+Z,Vpp,109004,
672,166,1,et,et,CON:coord,2894,et_S,Crd,109004,
673,166,2,graines,graines,NOM,2895,graine_*+IT,N,109004,
674,166,3,inutilles,inutilles,NOM,2896,<unknown>,Adj,109004,
675,167,1,es,es,PREDET:en,2910,en1+le_S,Pre+Det,109005,
676,167,2,os,os,NOM,2911,os2|os7|ost|ues_+IT|+T|+T|+T,N,109005,
677,167,3,de,de,PRE,2912,de_+S,Pre,109005,
678,167,4,l',l',DET:def,2913,le_S,Det,109005,
679,167,5,eritier,eritier,NOM,2914,iretier2_+T,N,109005,
680,168,1,transporterent,transporterent,VER,2928,<unknown>,Vfin,109006,
681,168,2,ses,ses,DET:poss,2929,son4_S,Det,109006,
682,168,3,voies,voies,NOM,2930,voie_+CI,N,109006,
683,169,1,de,de,PRE,2936,de_+S,Pre,109007,
684,169,2,sa,sa,DET:poss,2937,son4_S,Det,109007,
685,169,3,chetivoison,chetivoison,NOM,2938,<nolem>,N,109007,
686,170,1,et,et,CON:coord,2957,et_S,Crd,109008,
687,170,2,estains,estains,VER,2958,esteindre_+M,Vfin,109009,
688,170,3,recordance,recordance,NOM,2959,recordance_+T,N,109009,
689,171,1,en,en,PRE,2970,en1_+S,Pre,109010,
690,171,2,oubli,oubli,NOM,2971,obli_*+IT,N,109010,
691,171,3,toute,toute,DET:ind,2972,tot_S,Det,109010,
692,171,4,cause,cause,NOM,2973,cause_+CIT,N,109010,
693,172,1,sa,sa,DET:poss,2982,son4_S,Det,109011,
694,172,2,beste,beste,NOM,2983,beste_+IT,Adj,109011,
695,172,3,menterece,menterece,NOM,2984,<unknown>,N,109011,
696,173,1,de,de,PRE,2987,de_+S,Pre,109011,
697,173,2,son,son,DET:poss,2988,son4_S,Det,109011,
698,173,3,premier,premier,ADJ:ord,2989,premier_C,Adj,109011,
699,173,4,lit,lit,NOM,2990,lit1|lit2_+IT|+T,N,109012,
700,174,1,a,a,PRE,3003,a_S,Pre,109012,
701,174,2,ses,ses,DET:poss,3004,son4_S,Det,109012,
702,174,3,persecuteurs,persecuteurs,NOM,3005,<unknown>,N,109013,
703,175,1,du,du,PREDET:de,3009,de+le_S,Pre+Det,109013,
704,175,2,demi,demi,ADJ,3010,demi2|demi_+T|CI,Adj,109013,
705,175,3,denier,denier,NOM,3011,denier_+CIT,N,109013,
706,176,1,doublement,doublement,ADV,3026,<nolem>,Adv,109014,
707,176,2,couronnee,couronnee,VER,3027,coroner|couronner_+M|M,Vpp,109014,
708,177,1,la,la,DET:def,3032,le_S,Det,109015,
709,177,2,presentacion,presentacion,NOM,3033,presentacïon_+Td,N,109015,
710,178,1,peuent,peuent,VER,3039,pouvoir_M,Vfin,109016,
711,178,2,segnefier,segnefier,VER,3040,<unknown>,Vinf,109016,
712,179,1,de,de,PRE,3043,de_+S,Pre,109016,
713,179,2,ses,ses,DET:poss,3044,son4_S,Det,109016,
714,179,3,advisions,advisions,VER,3045,aviser_+M,N,109016,
715,180,1,rapineux,rapineux,ADJ,3061,<unknown>,Adj,109018,&
716,180,2,et,et,CON:coord,3062,et_S,Crd,109018,
717,180,3,sans,sans,PRE,3063,sans_+S,Pre,109018,
718,180,4,foy,foy,NOM,3064,foi_+CIT,N,109018,
719,181,1,et,et,CON:coord,3089,et_S,Crd,109020,
720,181,2,de,de,PRE,3090,de_+S,Pre,109020,
721,181,3,concubinage,concubinage,NOM,3091,<unknown>,N,109020,
722,182,1,n',n',PRO:clit,3095,en2_S,Neg,109021,
723,182,2,espargna,espargna,VER,3096,espargnier_*+M,Vfin,109021,
724,182,3,a,a,PRE,3097,a_S,Pre,109021,
725,182,4,leurs,leurs,DET:poss,3098,lor2_S,Det,109021,
726,182,5,membres,membres,NOM,3099,membre_+I,N,109021,
727,183,1,des,des,PREDET:de,3102,de+le_S,Pre+Det,109021,
