wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,textlineid,synfunc
728,183,2,poulains,poulains,NOM,3103,polain_*+T,N,109021,
729,183,3,a,a,PRE,3104,a_S,Pre,109021,
730,183,4,partie,partie,NOM,3105,partie_+CIT,N,109022,
731,184,1,DES,des,PREDET:de,3116,de+le_S,Pre+Det,110001,
732,184,2,BONS,bons,ADJ,3117,bon_+CI,Adj,110001,
733,184,3,ET,et,CON:coord,3118,et_S,Crd,110001,
734,184,4,DES,des,PREDET:de,3119,de+le_S,Pre+Det,110001,
735,184,5,MAUVAIS,mauvais,ADJ,3120,mauvais_+IT,Adj,110001,
736,185,1,du,du,PREDET:de,3133,de+le_S,Pre+Det,110002,
737,185,2,fruit,fruit,NOM,3134,fruit_+IT,N,110002,
738,185,3,du,du,PREDET:de,3135,de+le_S,Pre+Det,110002,
739,185,4,sus,sus,ADV,3136,sus_I,Adv,110002,
740,185,5,dit,dit,VER,3137,dire_+CMI,Vpp,110002,
741,185,6,arbre,arbre,NOM,3138,arbre_+IT,N,110002,
742,186,1,Le,le,DET:def,3168,le_S,Det,110004,
743,186,2,fruit,fruit,NOM,3169,fruit_+IT,N,110004,
744,186,3,qui,qui,PROCON,3170,qui_S,Sub,110004,s
745,186,4,en,en,PRO:clit,3171,en2_S,Prn,110004,
746,186,5,issoit,issoit,VER,3172,issir_+MI,Vfin,110005,
747,187,1,estoit,estoit,VER,3173,ester|estre1_+IM|+I,Vfin,110005,
748,187,2,de,de,PRE,3174,de_+S,Pre,110005,
749,187,3,grant,grant,ADJ,3175,grant_+CIT,Adj,110005,
750,187,4,vertu,vertu,NOM,3176,vertu_+CIT,N,110005,
751,188,1,les,les,DET:def,3193,le_S,Det,110006,
752,188,2,malins,malins,ADJ,3194,<unknown>,Adj,110006,
753,188,3,esperis,esperis,NOM,3195,esperit_*+I,N,110006,
754,189,1,estendant,estendant,VER,3229,entendre|estendre_+M|+I,Vprs,110009,
755,189,2,sa,sa,DET:poss,3230,son4_S,Det,110009,
756,189,3,vertu,vertu,NOM,3231,vertu_+CIT,N,110009,
757,190,1,sa,sa,DET:poss,3230,son4_S,Det,110009,
758,190,2,vertu,vertu,NOM,3231,vertu_+CIT,N,110009,
759,190,3,vers,vers,PRE,3232,vers2_+S,Pre,110009,
760,190,4,la,la,DET:def,3233,le_S,Det,110009,
761,190,5,terre,terre,NOM,3234,terre_+CIT,N,110009,
762,191,1,vers,vers,PRE,3232,vers2_+S,Pre,110009,
763,191,2,la,la,DET:def,3233,le_S,Det,110009,
764,191,3,terre,terre,NOM,3234,terre_+CIT,N,110009,
765,191,4,d',d',PRE,3235,de_+S,Pre,110009,
766,191,5,Auffrique,auffrique,NPR,3236,<unknown>,N,110009,
767,192,1,florie,florie,VER,3246,florir_*+C,Vpp,110010,&
768,192,2,et,et,CON:coord,3247,et_S,Crd,110010,
769,192,3,exaucie,exaucie,VER,3248,<unknown>,Vpp,110010,
770,193,1,non,non,ADV,3263,ne1_+Z,Adv,110011,
771,193,2,obstant,obstant,VER,3264,<unknown>,Adv,110011,
772,193,3,le,le,DET:def,3265,le_S,Det,110012,
773,193,4,long,long,ADJ,3266,lonc_+Z,Adj,110012,
774,193,5,temps,temps,NOM,3267,tens_+CT,N,110012,
775,194,1,encore,encore,ADV,3271,encore_+IT,Adv,110012,
776,194,2,a,a,PRE,3272,a_S,Pre,110012,
777,194,3,celle,celle,DET:demo,3273,cel_S,Det,110012,
778,194,4,cause,cause,NOM,3274,cause_+CIT,N,110012,
779,195,1,est,est,VER,3275,ester|estre1_+M|+I,Vfin,110012,
780,195,2,greigneur,greigneur,ADJ,3276,graignor_*+CI,Adj,110012,a
781,195,3,la,la,DET:def,3277,le_S,Det,110012,
782,195,4,lueur,lueur,NOM,3278,<unknown>,N,110013,
783,196,1,ung,ung,DET:ndf,3291,un_S,Det,110013,
784,196,2,espace,espace,NOM,3292,espace_+IT,N,110013,
785,196,3,de,de,PRE,3293,de_+S,Pre,110014,
786,196,4,temps,temps,NOM,3294,tens_+CT,N,110014,
787,197,1,alast,alast,VER,3301,aler_+IM,Vfin,110014,
788,197,2,en,en,PRE,3302,en1_+S,Pre,110014,
789,197,3,descroissant,descroissant,NOM,3303,descroissant_+T,Vprs,110014,
790,198,1,vindrent,vindrent,VER,3305,venir_+CI,Vfin,110014,
791,198,2,d',d',PRE,3306,de_+S,Pre,110015,
792,198,3,estrange,estrange,ADJ,3307,estrange_+IT,Adj,110015,
793,198,4,attrace,attrace,NIL,3308,estrace1_G,N,110015,
794,199,1,couverte,couverte,VER,3326,covrir_+M,Vpp,110016,
795,199,2,et,et,CON:coord,3327,et_S,Crd,110016,
796,199,3,coulouree,coulouree,VER,3328,colorer_+M,Vpp,110017,
797,200,1,possedans,possedans,VER,3339,<unknown>,Vprs,110018,
798,200,2,leur,leur,DET:poss,3340,lor2_S,Det,110018,
799,200,3,lignees,lignees,NOM,3341,ligniee_+Z,N,110018,
800,201,1,en,en,PRE,3353,en1_+S,Pre,110019,
801,201,2,friche,friche,NOM,3354,friche_+T,N,110019,
802,201,3,destournee,destournee,VER,3355,<unknown>,Vpp,110019,
803,202,1,fust,fust,VER,3357,estre1|fuster_+I|+M,Vfin,110019,
804,202,2,ce,ce,PRO:invar,3358,ce1_S,Prn,110019,s
805,202,3,tendis,tendis,VER,3359,tendre_M,Adv,110020,
806,202,4,mucee,mucee,VER,3360,<nolem>,Vpp,110020,
807,203,1,venu,venu,VER,3374,venir_+I,Vpp,110021,
808,203,2,de,de,PRE,3375,de_+S,Pre,110021,
809,203,3,sa,sa,DET:poss,3376,son4_S,Det,110021,
810,203,4,croissance,croissance,NOM,3377,croissance_+T,N,110021,
811,204,1,De,de,PRE,3410,de_+S,Pre,110024,
812,204,2,l',l',DET:def,3411,le_S,Det,110025,
813,204,3,issue,issue,NOM,3412,issue_+CIT,N,110025,
814,204,4,de,de,PRE,3413,de_+S,Pre,110025,
815,204,5,lui,lui,PRO:pers,3414,il|loi1_S|S,Prn,110025,
816,205,1,rendant,rendant,VER,3418,rendre_+MT,Vprs,110025,
817,205,2,fruit,fruit,NOM,3419,fruit_+IT,N,110025,
818,205,3,en,en,PRE,3420,en1_+S,Pre,110025,
819,205,4,son,son,DET:poss,3421,son4_S,Det,110025,
820,205,5,temps,temps,NOM,3422,tens_+CT,N,110025,
821,206,1,fruit,fruit,NOM,3419,fruit_+IT,N,110025,
822,206,2,en,en,PRE,3420,en1_+S,Pre,110025,
823,206,3,son,son,DET:poss,3421,son4_S,Det,110025,
824,206,4,temps,temps,NOM,3422,tens_+CT,N,110025,
825,206,5,a,a,PRE,3423,a_S,Pre,110025,
826,206,6,Dieu,dieu,NOM,3424,dieu_+CIT,N,110025,
827,207,1,ainsi,ainsi,ADV,3440,ainsi_+CIT,Adv,110027,
828,207,2,continuans,continuans,VER,3441,<unknown>,Vprs,110027,
829,208,1,non,non,ADV,3443,ne1_+Z,Adv,110027,
830,208,2,obstant,obstant,VER,3444,<unknown>,Adv,110027,
831,208,3,le,le,DET:def,3445,le_S,Det,110027,
832,208,4,long,long,ADJ,3446,lonc_+Z,Adj,110027,
833,208,5,temps,temps,NOM,3447,tens_+CT,N,110027,
834,209,1,jusques,jusques,ADV,3451,jusque_Z,Adv,110028,
835,209,2,a,a,PRE,3452,a_S,Pre,110028,
836,209,3,la,la,DET:def,3453,le_S,Det,110028,
837,209,4,journee,journee,NOM,3454,jornee_*+C,N,110028,
838,210,1,pourmenee,pourmenee,VER,3475,<unknown>,Vpp,110029,
839,210,2,en,en,PRE,3476,en1_+S,Pre,110029,
840,210,3,l',l',DET:def,3477,le_S,Det,110029,
841,210,4,espace,espace,NOM,3478,espace_+IT,N,110029,
842,211,1,en,en,PRE,3476,en1_+S,Pre,110029,
843,211,2,l',l',DET:def,3477,le_S,Det,110029,
844,211,3,espace,espace,NOM,3478,espace_+IT,N,110029,
845,211,4,des,des,PREDET:de,3479,de+le_S,Pre+Det,110029,
846,211,5,jours,jours,NOM,3480,jor_+C,N,110030,
847,212,1,des,des,PREDET:de,3479,de+le_S,Pre+Det,110029,
848,212,2,jours,jours,NOM,3480,jor_+C,N,110030,
849,212,3,que,que,PROCON,3481,que3_S,Sub,110030,c
850,212,4,je,je,PRO:pers,3482,je_S,Prn,110030,s
851,212,5,te,te,PRO:pers,3483,tu_S,Prn,110030,
852,212,6,conte,conte,VER,3484,conter_+I,Vfin,110030,
853,213,1,deffoulerent,deffoulerent,VER,3514,<unknown>,Vfin,110032,
854,213,2,ma,ma,DET:poss,3515,mon1_S,Det,110032,
855,213,3,terre,terre,NOM,3516,terre_+CIT,N,110032,
856,214,1,et,et,CON:coord,3517,et_S,Crd,110032,
857,214,2,bruslerent,bruslerent,VER,3518,<unknown>,Vfin,110033,
858,214,3,mes,mes,DET:poss,3519,mon1_S,Det,110033,
859,214,4,villes,villes,NOM,3520,vile_+C,N,110033,
860,215,1,faisoient,faisoient,VER,3525,faire_+M,Vfin,110033,
861,215,2,de,de,PRE,3526,de_+S,Pre,110033,
862,215,3,mes,mes,DET:poss,3527,mon1_S,Det,110033,
863,215,4,gens,gens,NOM,3528,gent1|giens_+I|+T,N,110033,
864,216,1,ravie,ravie,VER,3551,ravir_+Z,Vpp,110035,&
