wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,para_id,syntag,syntag2,lemma,synfunc,syllabified
603,106,5,ostel,ostel,NOM,2385,ostel_+CIT,13,N,N,,,/V\.'C/V\
604,106,6,son,son,DET:poss,2386,son4_S,13,Det,Det,son4,,C/V\
605,106,7,pere,pere,NOM,2387,paire|pere1|piere_+T|+T|+T,13,N,N,,,'C/V\.C/(e)\
606,107,1,qu',qu',PROCON,2415,que1|que2|que3|que4_S|S|S|S,14,Sub,Sub,que,,C/\
607,107,2,il,il,PRO:pers,2416,il_S,14,Prn,Prn$,3p,s,/V\
608,107,3,n',n',PRO:clit,2417,en2_S,14,Neg,Neg$$,ne1,,C/\
609,107,4,estoit,estoit,VER,2418,ester|estre1_+IM|+I,14,Vfin,Vfin,être1|ester,,/V\.'C/V\
610,107,5,nulz,nulz,PRO:ind,2419,nul_S,14,QIs,QIs,nul,,C/V\
611,107,6,qui,qui,PROCON,2420,qui_S,14,Qux,Qux,qui,s,C/V\
612,107,7,le,le,PRO:pers,2421,il_S,14,Prn,Prn$$,3p,c,C/(e)\
613,107,8,veïst,veist,VER,2422,vëoir_+I,14,Vfin,Vfin,voir1,,C/(V)\.'/V\
614,108,1,qui,qui,PROCON,2428,qui_S,14,Qux,Qux,qui,s,C/V\
615,108,2,ne,ne,PRO:clit,2429,en2_S,14,Neg,Neg$$,ne1,,C/(e)\
616,108,3,lui,lui,PRO:pers,2430,il|loi1_S|S,14,Prn,Prn$$,3p,,C/V\
617,108,4,donnast,donnast,VER,2431,doner|donner_*+I|M,14,Vfin,Vfin,donner,,C/V\.'C/V\
618,108,5,maleïcon,maleicon,NOM,2432,<unknown>,14,N,N,,c,C/V\.C/V\.'C/V\
619,109,1,l',l',PRO:pers,2445,il_S,14,Prn,Prn$$,3p,c,C/\
620,109,2,eschevoient,eschevoient,VER,2446,eschever|eschiver_*+MT|+MT,14,Vfin,Vfin,esquiver,,/V\.C/e\.'C/V\./e\
621,109,3,a,a,PRE,2447,a_S,14,Pre,Pre,à,,/V\
622,109,4,leur,leur,DET:poss,2448,lor2_S,14,Det,Det,leur2,,C/V\
623,109,5,pouoir,pouoir,NOM,2449,pooir_C,14,N,N,,,C/V\.'C/V\
624,110,1,et,et,CON:coord,2450,et_S,14,Crd,Crd,et,,/V\
625,110,2,se,se,PRO:pers,2451,soi1_S,14,Prn,Prn$$,soi,,C/(e)\
626,110,3,tardoient,tardoient,VER,2452,tarder_*+I,14,Vfin,Vfin,,,C/V\.'C/V\./e\
627,110,4,de,de,PRE,2453,de_+S,14,Pre,Pre,de,,C/(e)\
628,110,5,venir,venir,VER,2454,venir_+IT,14,Vinf,Vinf,venir,,C/V\.'C/V\
629,111,1,fu,fu,VER,2463,estre1|estre_+I|CMI,14,Vfin,Vfin,être1|ester,,C/V\
630,111,2,de,de,PRE,2464,de_+S,14,Pre,Pre,de,,C/(e)\
631,111,3,l',l',DET:def,2465,le_S,14,Det,Det,le,,C/\
632,111,4,aage,aage,NOM,2466,ëage_+ITd,14,N,N,,,/(V)\.'/V\
633,111,5,qu',qu',PROCON,2467,que1|que2|que3|que4_S|S|S|S,14,Sub,Sub,que,,C/\
634,111,6,il,il,PRO:pers,2468,il_S,14,Prn,Prn$,3p,s,/V\
635,111,7,pot,pot,VER,2469,paistre|pöoir_+M|+I,14,Vfin,Vfin,pouvoir2,,C/V\
636,111,8,aler,aler,VER,2470,aler|foraler_+MIT|+T,14,Vinf,Vinf,aller,,/V\.'C/V\
637,112,1,par,par,PRE,2471,par_S,14,Pre,Pre,par1,,C/V\
638,112,2,la,la,DET:def,2472,le_S,14,Det,Det,le,,C/V\
639,112,3,ville,ville,NOM,2473,vile|vëille_+C|+T,14,N,N,,,'C/V\.C/(e)\
640,112,4,pour,pour,PRE,2474,por2_+S,14,Pre,Pre,pour,,C/V\
641,112,5,lui,lui,PRO:pers,2475,il|loi1_S|S,14,Prn,Prn,3p,,C/V\
642,112,6,esbatre,esbatre,VER,2476,esbatre_+MIT,14,Vinf,Vinf,ébattre,,/V\.'C/V\.C/(e)\
643,113,1,lors,lors,ADV,2480,lors_+CIT,14,Adv,Adv,lors,,C/V\
644,113,2,fu,fu,VER,2481,estre1|estre_+I|CMI,14,Vfin,Vfin,être1|ester,,C/V\
645,113,3,il,il,PRO:pers,2482,il_S,14,Prn,Prn$,3p,s,/V\
646,113,4,mesdisant,mesdisant,VER,2483,mesdire_+Z,14,Vprs,Vprs,médire,,C/V\.C/V\.'C/V\
647,113,5,et,et,CON:coord,2484,et_S,14,Crd,Crd,et,,/V\
648,113,6,plain,plain,ADJ,2485,plein_+IT,14,Adj,Adj,plein,,C/V\
649,114,1,et,et,CON:coord,2484,et_S,14,Crd,Crd,et,,/V\
650,114,2,plain,plain,ADJ,2485,plein_+IT,14,Adj,Adj,,,C/V\
651,114,3,de,de,PRE,2486,de_+S,14,Pre,Pre,de,,C/(e)\
652,114,4,mauvaises,mauvaises,ADJ,2487,mauvais_+Z,14,Adj,Adj,,,C/V\.'C/V\.C/e\
653,114,5,paroles,paroles,NOM,2488,parole_+I,14,N,N,,,C/V\.'C/V\.C/e\
654,115,1,injure,injure,NOM,2520,enjure|injure_+T|+T,14,N,N,,c,/V\.'C/V\.C/(e)\
655,115,2,",",",",PON,2521,",",14,Pnc,Pnc,,,
656,115,3,si,si,ADV,2522,si_+IT,14,Adv,Adv,si4,,C/V\
657,115,4,comme,comme,VER,2523,commer_M,14,Sub,Sub,comme,,'C/V\.C/(e)\
658,115,5,de,de,PRE,2524,de_+S,14,Pre,Pre,de,,C/(e)\
659,115,6,eulx,eulx,PRO:pers,2525,il_S,14,Prn,Prn,3p,c,/V\
660,115,7,batre,batre,VER,2526,batre|entrebatre|forbatre_+MIT|+M|+T,14,Vinf,Vinf,battre,,'C/V\.C/(e)\
661,116,1,si,si,ADV,2522,si_+IT,14,Adv,Adv,si4,,C/V\
662,116,2,comme,comme,VER,2523,commer_M,14,Sub,Sub,comme,,'C/V\.C/(e)\
663,116,3,de,de,PRE,2524,de_+S,14,Pre,Pre,de,,C/(e)\
664,116,4,eulx,eulx,PRO:pers,2525,il_S,14,Prn,Prn,3p,c,/V\
665,116,5,batre,batre,VER,2526,batre|entrebatre|forbatre_+MIT|+M|+T,14,Vinf,Vinf,battre,,'C/V\.C/(e)\
666,116,6,et,et,CON:coord,2527,et_S,14,Crd,Crd,et,,/V\
667,116,7,ferir,ferir,VER,2528,ferir_+MIT,14,Vinf,Vinf,férir,,C/V\.'C/V\
668,117,1,se,se,PRO:pers,2548,soi1_S,14,Sub,Sub,si3,,C/(e)\
669,117,2,ne,ne,PRO:clit,2549,en2_S,14,Neg,Neg$$,ne1,,C/(e)\
670,117,3,fust,fust,VER,2550,estre1|fuster_+I|+M,14,Vfin,Vfin,être1|ester,,C/V\
671,117,4,pour,pour,PRE,2551,por2_+S,14,Pre,Pre,pour,,C/V\
672,117,5,cremeur,cremeur,NOM,2552,cremor_*+T,14,N,N,,,C/V\.'C/V\
673,117,6,du,du,PREDET:de,2553,de+le_S,14,Pre+Det,Pre+Det,de+le,,C/V\
674,117,7,pere,pere,NOM,2554,paire|pere1|piere_+T|+T|+T,14,N,N,,,'C/V\.C/(e)\
675,118,1,mais,mais,CON:coord,2613,mais_S,15,Crd,Crd,mais1,,C/V\
676,118,2,de,de,PRE,2614,de_+S,15,Pre,Pre,de,,C/(e)\
677,118,3,ce,ce,PRO:invar,2615,ce1_S,15,Prn,Prn,ce1,,C/(e)\
678,118,4,faisoit,faisoit,VER,2616,faire_+CM,15,Vfin,Vfin,faire,,C/V\.'C/V\
679,118,5,il,il,PRO:pers,2617,il_S,15,Prn,Prn%,3p,s,/V\
680,118,6,que,que,PROCON,2618,que3_S,15,Sub,Sub,que,,C/(e)\
681,118,7,fol,fol,ADJ,2619,fol3|fol_IT|I,15,Adj,Adj,,,C/V\
682,119,1,car,car,CON:coord,2633,car_S,15,Crd,Crd,car,,C/V\
683,119,2,quant,quant,ADV,2634,cant_C,15,Sub,Sub,quand,,C/V\
684,119,3,il,il,PRO:pers,2635,il_S,15,Prn,Prn$,3p,s,/V\
685,119,4,le,le,PRO:pers,2636,il_S,15,Prn,Prn$$,3p,c,C/(e)\
686,119,5,peüst,peust,VER,2637,pöoir_+I,15,Vfin,Vfin,pouvoir2,,C/(V)\.'/V\
687,119,6,avoir,avoir,VER,2638,avoir_+MIT,15,Vinf,Vinf,avoir1,,/V\.'C/V\
688,120,1,car,car,CON:coord,2658,car_S,15,Crd,Crd,car,,C/V\
689,120,2,il,il,PRO:pers,2659,il_S,15,Prn,Prn$,3p,s,/V\
690,120,3,estoit,estoit,VER,2660,ester|estre1_+IM|+I,15,Vfin,Vfin,être1|ester,,/V\.'C/V\
691,120,4,si,si,DET:poss,2661,son4_S,15,Adv,Adv,si4,,C/V\
692,120,5,endurciz,endurciz,VER,2662,<nolem>,15,Vpp,Vpp,,,/V\.C/V\.'C/V\
693,121,1,que,que,PROCON,2666,que3_S,15,Sub,Sub,que,,C/(e)\
694,121,2,moult,moult,ADV,2667,mout_I,15,QIs,QIs,moult,,C/V\
695,121,3,y,y,PRO:clit,2668,i2_S,15,Prn,Prn$$,y,,/V\
696,121,4,avoit,avoit,VER,2669,avoiier|avoir_+MI|+MI,15,Vfin,Vfin,avoir1,,/V\.'C/V\
697,121,5,fort,fort,ADJ,2670,fort_+IT,15,Adj,Adj,fort,,C/V\
698,121,6,au,au,PREDET:a,2671,a+le_S,15,Pre+Det,Pre+Det,à+le,,/V\
699,121,7,faire,faire,VER,2672,faire_+MIT,15,Vinf,Vinf,faire,c,'C/V\.C/(e)\
700,122,1,souvent,souvent,ADV,2680,sovent_*IT,15,Adv,Adv,souvent,,C/V\.'C/V\
701,122,2,que,que,PROCON,2681,que3_S,15,Sub,Sub,que,,C/(e)\
702,122,3,quant,quant,ADV,2682,cant_C,15,Sub,Sub,quand,,C/V\
703,122,4,une,une,DET:ndf,2683,un_S,15,QIs,QIs,un,,'/V\.C/(e)\
704,122,5,ente,ente,NOM,2684,ente_+IT,15,N,N,,,'/V\.C/(e)\
705,122,6,est,est,VER,2685,ester|estre1_+M|+I,15,Vfin,Vfin,être1|ester,,/V\
706,122,7,jeune,jeune,ADJ,2686,juene_Z,15,Adj,Adj,,a,'C/V\.C/(e)\
707,123,1,et,et,CON:coord,2757,et_S,15,Crd,Crd,et,,/V\
708,123,2,quant,quant,ADV,2758,cant_C,15,Sub,Sub,quand,,C/V\
709,123,3,il,il,PRO:pers,2759,il_S,15,Prn,Prn$,3p,s,/V\
710,123,4,fu,fu,VER,2760,estre1|estre_+I|CMI,15,Vfin,Vfin,être1|ester,,C/V\
711,123,5,d',d',PRE,2761,de_+S,15,Pre,Pre,de,,C/\
712,123,6,entendement,entendement,NOM,2762,entendement_+T,15,N,N,,,/V\.C/V\.C/e\.'C/V\
713,124,1,il,il,PRO:pers,2799,il_S,15,Prn,Prn$,3p,s,/V\
714,124,2,n',n',PRO:clit,2800,en2_S,15,Neg,Neg$$,ne1,,C/\
715,124,3,entendoit,entendoit,VER,2801,entendre_+M,15,Vfin,Vfin,entendre,,/V\.C/V\.'C/V\
716,124,4,ne,ne,PRO:clit,2802,en2_S,15,Crd,Crd,ne2,,C/(e)\
717,124,5,jour,jour,NOM,2803,jor_+C,15,N,N,,,C/V\
718,124,6,ne,ne,PRO:clit,2804,en2_S,15,Crd,Crd,ne2,,C/(e)\
719,124,7,nuit,nuit,NOM,2805,nuit_+CIT,15,N,N,,,C/V\
720,125,1,et,et,CON:coord,2807,et_S,15,Crd,Crd,et,,/V\
721,125,2,souvent,souvent,ADV,2808,sovent_*IT,15,Adv,Adv,souvent,,C/V\.'C/V\
722,125,3,en,en,PRO:clit,2809,en2_S,15,Prn,Prn$$,en2,,/V\
723,125,4,laissoit,laissoit,VER,2810,laissier_+M,15,Vfin,Vfin,laisser,,C/V\.'C/V\
724,125,5,le,le,PRO:pers,2811,il_S,15,Det,Det,le,,C/(e)\
725,125,6,boire,boire,VER,2812,boivre_+MT,15,Vinf,Vinf,boire,,'C/V\.C/(e)\
726,126,1,mais,mais,CON:coord,2852,mais_S,15,Crd,Crd,mais1,,C/V\
727,126,2,a,a,PRE,2853,a_S,15,Pre,Pre,à,,/V\
728,126,3,ce,ce,PRO:invar,2854,ce1_S,15,Prn,Prn,ce1,,C/(e)\
729,126,4,n',n',PRO:clit,2855,en2_S,15,Neg,Neg$$,ne1,,C/\
730,126,5,acontoit,acontoit,VER,2856,aconter_+M,15,Vfin,Vfin,,,/V\.C/V\.'C/V\
731,126,6,il,il,PRO:pers,2857,il_S,15,Prn,Prn%,3p,s,/V\
732,126,7,riens,riens,ADV,2858,riens_Z,15,N,N,rien,c,C/V\
733,127,1,car,car,CON:coord,2860,car_S,15,Crd,Crd,car,,C/V\
734,127,2,tant,tant,ADV,2861,tant_CI,15,QIs,QIs,tant,,C/V\
735,127,3,comme,comme,VER,2862,commer_M,15,Sub,Sub,comme,,'C/V\.C/(e)\
736,127,4,Agea,agea,VER,2863,<unknown>,15,N,N,,,/V\.C/V\.'C/V\
737,127,5,sa,sa,DET:poss,2864,son4_S,15,Det,Det,son4,,C/V\
738,127,6,mere,mere,NOM,2865,mere_+CIT,15,N,N,,,'C/V\.C/(e)\
739,128,1,despendoit,despendoit,VER,2895,despendre_*I,15,Vfin,Vfin,dépendre,,C/V\.C/V\.'C/V\
740,128,2,oultrageusement,oultrageusement,NOM,2896,<unknown>,15,N,N,,,/V\.C/V\.C/V\.C/e\.'C/V\
