wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,textlineid,synfunc,syllabified
394,76,2,ELLE,elle,PRO:pers,1721,il_S,Prn,Prn$,3p,105001,s,'/V\.C/(e)\
395,76,3,DESIROIT,desiroit,VER,1722,desirer_*M,Vfin,Vfin,désirer,105001,,C/V\.C/V\.'C/V\
396,76,4,A,a,PRE,1723,a_S,Pre,Pre,à,105001,,/V\
397,76,5,AVOIR,avoir,VER,1724,avoir_+MIT,Vinf,Vinf,avoir1,105001,,/V\.'C/V\
398,77,1,de,de,PRE,1765,de_+S,Pre,Pre,de,105005,,C/(e)\
399,77,2,laquelle,laquelle,NOM,1766,<unknown>,Qux,Qux,lequel,105005,,C/V\.'C/V\.C/(e)\
400,77,3,la,la,DET:def,1767,le_S,Det,Det,le,105005,,C/V\
401,77,4,beauté,beauté,NOM,1768,biauté_+T,N,N,,105005,,C/V\.'C/V\
402,77,5,",",",",PON,1769,",",Pnc,Pnc,,105005,,
403,77,6,sens,sens,NOM,1770,sens_+IT,N,N,,105006,&,C/V\
404,78,1,des,des,PREDET:de,1796,de+le_S,Pre+Det,Pre+Det,de+le,105008,,C/V\
405,78,2,bons,bons,ADJ,1797,bon_+CI,Adj,Adj,bon,105008,,C/V\
406,78,3,recors,recors,NOM,1798,recors_+T,N,N,,105008,,C/V\.'C/V\
407,78,4,qu',qu',PROCON,1799,que1|que2|que3|que4_S|S|S|S,Sub,Sub,que,105008,c,C/\
408,78,5,en,en,PRE,1800,en1_+S,Pre,Pre,en1,105008,,/V\
409,78,6,toutes,toutes,DET:ind,1801,tot_S,QIs,QIs,tout,105008,,'C/V\.C/e\
410,78,7,places,places,NOM,1802,place_+I,N,N,,105008,,'C/V\.C/e\
411,79,1,auxquelz,auxquelz,ADV,1807,<unknown>,Pre+Qux,Pre+Qux,à+lequel,105008,,/V\.'C/V\
412,79,2,la,la,DET:def,1808,le_S,Det,Det,le,105008,,C/V\
413,79,3,vraie,vraie,ADJ,1809,verai_*+C,Adj,Adj,vrai,105008,,'C/V\./(e)\
414,79,4,experience,experience,NOM,1810,esperïence_+Td,N,N,,105009,,/V\.C/e\.C/V\.'C/V\.C/(e)\
415,80,1,si,si,DET:poss,1822,son4_S,Adv,Adv,si4,105009,,C/V\
416,80,2,prochaine,prochaine,ADJ,1823,prochain_+Z,Adj,Adj,,105009,,C/V\.'C/V\.C/(e)\
417,80,3,privee,privee,ADJ,1824,privé1_Z,Vpp,Vpp,,105010,,C/V\.'C/V\./(e)\
418,80,4,amie,amie,NOM,1825,ami|mie2_+IT|+T,N,N,,105010,,/V\.'C/V\./(e)\
419,81,1,faveur,faveur,VER,1834,<unknown>,N,N,,105010,,C/V\.'C/V\
420,81,2,ot,ot,VER,1835,avoir|öir_+IM|+I,Vfin,Vfin,avoir1|ouïr,105010,,/V\
421,81,3,a,a,PRE,1836,a_S,Pre,Pre,à,105010,,/V\
422,81,4,me,me,PRO:pers,1837,je_S,Prn,Prn$$,1ps,105010,,C/(e)\
423,81,5,descouvrir,descouvrir,VER,1838,covrir_*+M,Vinf,Vinf,découvrir,105010,,C/V\.C/V\.'C/V\
424,82,1,comme,comme,VER,1856,commer_M,Sub,Sub,comme,105012,,'C/V\.C/(e)\
425,82,2,de,de,PRE,1857,de_+S,Pre,Pre,de,105012,,C/(e)\
426,82,3,m',m',PRO:pers,1858,je_S,Prn,Prn$$,1ps,105012,c,C/\
427,82,4,instituer,instituer,VER,1859,institüer_+Td,Vinf,Vinf,,105012,,/V\.C/V\.C/V\.'C/V\
428,82,5,estre,estre,VER,1860,entr'estre|estre1_+M|+IT,Vinf,Vinf,être1|ester,105012,,'/V\.C/(e)\
429,83,1,et,et,CON:coord,1866,et_S,Crd,Crd,et,105012,,/V\
430,83,2,voult,voult,VER,1867,voloir_+C,Vfin,Vfin,vouloir,105013,,C/V\
431,83,3,que,que,PROCON,1868,que3_S,Sub,Sub,que,105013,,C/(e)\
432,83,4,par,par,PRE,1869,par_S,Pre,Pre,par1,105013,,C/V\
433,83,5,moy,moy,PRO:pers,1870,je_S,Prn,Prn,1ps,105013,,C/V\
434,83,6,oroisons,oroisons,NOM,1871,oraison_+C,N,N,,105013,,/V\.C/V\.'C/V\
435,84,1,du,du,PREDET:de,1911,de+le_S,Pre+Det,Pre+Det,de+le,106003,,C/V\
436,84,2,coultivement,coultivement,NOM,1912,<unknown>,N,N,,106003,,C/V\.C/V\.C/e\.'C/V\
437,84,3,de,de,PRE,1913,de_+S,Pre,Pre,de,106003,,C/(e)\
438,84,4,mon,mon,DET:poss,1914,mon1_S,Det,Det,mon1,106003,,C/V\
439,84,5,bien,bien,NOM,1915,bien2|bien_+IT|CI,N,N,bien,106003,,C/V\
440,85,1,comme,comme,VER,1917,commer_M,Sub,Sub,comme,106003,,'C/V\.C/(e)\
441,85,2,il,il,PRO:pers,1918,il_S,Prn,Prn$,3p,106003,s,/V\
442,85,3,soit,soit,VER,1919,estre1|savoir_+I|+M,Vfin,Vfin,être1|ester,106003,,C/V\
443,85,4,de,de,PRE,1920,de_+S,Pre,Pre,de,106003,,C/(e)\
444,85,5,neccessité,neccessité,NOM,1921,<unknown>,N,N,,106003,,C/V\.C/V\.C/V\.'C/V\
445,86,1,que,que,PROCON,1924,que3_S,Sub,Sub,que,106004,,C/(e)\
446,86,2,tout,tout,DET:ind,1925,tot_S,QIs,QIs,tout,106004,,C/V\
447,86,3,cuer,cuer,NOM,1926,cuer1|cuer2_+T|+IT,N,N,,106004,,C/V\
448,86,4,amant,amant,VER,1927,amender|amer_+I|M,Vprs,Vprs,aimer,106004,,/V\.'C/V\
449,86,5,desserve,desserve,VER,1928,<unknown>,Vfin,Vfin,desservir,106004,,C/V\.'C/V\.C/(e)\
450,86,6,estre,estre,VER,1929,entr'estre|estre1_+M|+IT,Vinf,Vinf,être1|ester,106004,,'/V\.C/(e)\
451,87,1,et,et,CON:coord,1942,et_S,Crd,Crd,et,106005,,/V\
452,87,2,comme,comme,VER,1943,commer_M,Sub,Sub,comme,106005,,'C/V\.C/(e)\
453,87,3,il,il,PRO:pers,1944,il_S,Prn,Prn$,3p,106005,s,/V\
454,87,4,fust,fust,VER,1945,estre1|fuster_+I|+M,Vfin,Vfin,être1|ester,106005,,C/V\
455,87,5,affectueux,affectueux,ADJ,1946,affectueux_G,Adj,Adj,,106005,,/V\.C/V\.C/V\.'C/V\
456,88,1,Amie,amie,NOM,1959,ami|mie2_+IT|+T,N,N,,106006,,/V\.'C/V\./(e)\
457,88,2,",",",",PON,1960,",",Pnc,Pnc,,106006,,
458,88,3,a,a,PRE,1961,a_S,Pre,Pre,à,106006,,/V\
