wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent,syllabified
612,93,6,ses,ses,DET:poss:obj:masc:pl,2566,40,Det,Det,son4,son4|son,S|C,"[('NGrp', '&'), ('Det', ''), ('N', '')]",,DET:poss,126,C/V\
613,93,7,enfans,enfans,NOM:obj:masc:pl,2567,40,N,N,,enfant,+C,"[('NGrp', 'c'), ('NGrp', '&'), ('NGrp', '&')]",,NOM,126,/V\.'C/V\
614,94,1,et,et,CON:coord,2568,40,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('Det', '')]",,CON:coord,126,/V\
615,94,2,sa,sa,DET:poss:obj:femi:sg,2569,40,Det,Det,son4,son4|son,S|C,"[('NGrp', '&'), ('Det', ''), ('N', '')]",,DET:poss,126,C/V\
616,94,3,femme,femme,NOM:obj:femi:sg,2570,40,N,N,,feme,+CI,"[('NGrp', 'c'), ('NGrp', '&'), ('NGrp', '&')]",,NOM,126,'C/V\.C/(e)\
617,94,4,et,et,CON:coord,2571,40,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('Det', '')]",,CON:coord,126,/V\
618,94,5,ses,ses,DET:poss:obj:femi:pl,2572,40,Det,Det,son4,son4|son,S|C,"[('NGrp', '&'), ('Det', ''), ('N', '')]",,DET:poss,126,C/V\
619,94,6,gens,gens,NOM:obj:femi:pl,2573,40,N,N,,gent1|giens,+I|+T,"[('VinfGrp', 'c'), ('NGrp', 'c'), ('Vpp', '')]",,NOM,126,C/V\
620,94,7,noiés,noiés,VER:pper:masc:pl,2574,40,Vpp,Vpp,noyer,nier,M,#,,VER,126,C/V\.'C/V\
621,95,1,or,or,ADV,2596,40,Adv,Adv,or2,or4|or,+IT|CI,"[('VfinGrp', ''), ('Adv', ''), ('Prn', 'c')]",,ADV,128,/V\
622,95,2,vous,vous,PRO:pers:2:pl,2597,40,Prn,Prn$$,2pp,ous2|vos1,T|S,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,128,C/V\
623,95,3,eusse,eusse,VER:subi:1:sg,2598,40,Vfin,Vfin,avoir1,avoir,+MIdMd,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,128,/(V)\.'/V\.C/(e)\
624,95,4,-,-,PON,2599,40,Pnc,Pnc,,-,,,,PON,128,
625,95,5,je,je,PRO:pers:suj:1:sg:unb,2600,40,Prn,Prn%,1ps,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,128,C/(e)\
626,95,6,bien,bien,ADV,2601,40,Adv,Adv,bien,bien1|bien2|bien,+IT|C|I,"[('VfinGrp', ''), ('Adv', ''), ('Vpp', '')]",,ADV,128,C/V\
627,95,7,mors,mors,VER:pper:masc:pl,2602,40,Vpp,Vpp,mourir,morir,*+I,"[('VfinGrp', ''), ('Vpp', ''), ('SubVfin', '')]",,VER,128,C/V\
628,96,1,se,se,PROCON,2603,40,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,128,C/(e)\
629,96,2,je,je,PRO:pers:suj:1:sg:unb,2604,40,Prn,Prn$,1ps,je,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,128,C/(e)\
630,96,3,vousisse,vousisse,VER:subi:1:sg,2605,40,Vfin,Vfin,vouloir,voloir,+I,#,,VER,128,C/V\.'C/V\.C/(e)\
631,96,4,.,.,PON,2606,40,Pnc,Pnc,,.,,,,PON,128,
632,96,5,-,-,PON,2607,40,Pnc,Pnc,,-,,,,PON,129,
633,96,6,sire,sire,NOM:suj:masc:sg,2608,40,N,N,,seignor|sire2,+CIT|+T,"[('SubVfin', 'q'), ('N', ''), ('N', '')]",,NOM,129,'C/V\.C/(e)\
634,96,7,dieu,dieu,NOM:suj:masc:sg,2609,40,N,N,,dieu,+CIT,"[('SubVfin', 'q'), ('N', ''), ('VfinGrp', 'inc')]",,NOM,129,C/V\
635,97,1,se,se,PROCON,2685,40,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,132,C/(e)\
636,97,2,nous,nous,PRO:pers:1:pl,2686,40,Prn,Prn$,1pp,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,132,C/V\
637,97,3,le,le,PRO:pers:obj:3:masc:sg:unb,2687,40,Prn,Prn$$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,132,C/(e)\
638,97,4,savons,savons,VER:pres:1:pl,2688,40,Vfin,Vfin,savoir,savoir,+IM,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,132,C/V\.'C/V\
639,97,5,mettre,mettre,VER:infi,2689,40,Vinf,Vinf,mettre,manumettre|metre|mettre,M|IMMd|M,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,132,'C/V\.C/(e)\
640,97,6,a,a,PRE,2690,40,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,132,/V\
641,97,7,oeuvre,oeuvre,NOM:obj:femi:sg,2691,40,N,N,,uevre,+Z,#,,NOM,132,'/V\.C/(e)\
642,98,1,nous,nous,PRO:pers:1:pl,2702,41,Prn,Prn$$,1pp,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,133,C/V\
643,98,2,a,a,VER:pres:3:sg,2703,41,Vfin,Vfin,avoir1,avoir,+CMI,"[('SubVfin', ''), ('Vfin', ''), ('Vpp', '')]",,VER,133,/V\
644,98,3,faite,faite,VER:pper:femi:sg,2704,41,Vpp,Vpp,faire,faire,+CMI,"[('VfinGrp', ''), ('VinfGrp', 'c'), ('PreN', '')]",,VER,133,'C/V\.C/(e)\
645,98,4,",",",",PON,2705,41,Pnc,Pnc,,",",,,,PON,133,
646,98,5,en,en,PRE,2706,41,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Adj', '')]",,PRE,133,/V\
647,98,6,tele,tele,ADJ:obj:femi:sg,2707,41,Adj,Adj,tel,tel,+CI,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,133,'C/V\.C/(e)\
648,98,7,maniere,maniere,NOM:obj:femi:sg,2708,41,N,N,,maniere,+CIT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,133,C/V\.'C/V\.C/(e)\
649,99,1,et,et,CON:coord,2750,41,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('SubVfin', '')]",,CON:coord,135,/V\
650,99,2,se,se,PROCON,2751,41,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,135,C/(e)\
651,99,3,nous,nous,PRO:pers:1:pl,2752,41,Prn,Prn$,1pp,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,135,C/V\
652,99,4,le,le,PRO:pers:obj:3:masc:sg:unb,2753,41,Prn,Prn$$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,135,C/(e)\
653,99,5,faisons,faisons,VER:pres:1:pl,2754,41,Vfin,Vfin,faire,faire,+CM,"[('SubVfin', ''), ('Vfin', ''), ('Adv', '')]",,VER,135,C/V\.'C/V\
654,99,6,ainsinc,ainsinc,ADV,2755,41,Adv,Adv,ainsi,ainsi,+C,"[('VfinGrp', ''), ('SubVfin', ''), ('NGrp', 's')]",,ADV,135,/V\.'C/V\
655,100,1,doit,doit,VER:pres:3:sg,2794,41,Vfin,Vfin,devoir2,devoir|dire,+CMI|+M,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,136,C/V\
656,100,2,faire,faire,VER:infi,2795,41,Vinf,Vinf,faire,faire,+MIT,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,136,'C/V\.C/(e)\
657,100,3,a,a,PRE,2796,41,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,136,/V\
658,100,4,son,son,DET:poss:obj:masc:sg,2797,41,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('Adj', '')]",,DET:poss,136,C/V\
659,100,5,mauvais,mauvais,ADJ:obj:masc:sg,2798,41,Adj,Adj,,mauvais,+IT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,136,C/V\.'C/V\
660,100,6,sergant,sergant,NOM:obj:masc:sg,2799,41,N,N,,serjant,+T,#,,NOM,136,C/V\.'C/V\
661,101,1,ou,ou,PROCON,2821,41,Crd,Crd,ou1,o|où,C|Td,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,PROCON,137,/V\
662,101,2,de,de,PRE,2822,41,Pre,Pre,de,de,+CIST,"[('PreN', '&'), ('Pre', ''), ('Adj', '')]",,PRE,137,C/(e)\
663,101,3,autres,autres,ADJ:obj:femi:pl,2823,41,Adj,Adj,autre,autre,CI,"[('PreN', '&'), ('Adj', ''), ('Adj', '')]",,ADJ,137,'/V\.C/e\
664,101,4,greingneurs,greingneurs,ADJ:obj:femi:pl,2824,41,Adj,Adj,graindre,graignor,*+Z,"[('PreN', '&'), ('Adj', ''), ('N', '')]",,ADJ,137,C/V\.'C/V\
665,101,5,mescheances,mescheances,NOM:obj:femi:pl,2825,41,N,N,,meschëance,+I,"[('PreN', '&'), ('N', ''), ('SubVfin', '')]",,NOM,137,C/V\.C/(V)\.'/V\.C/e\
666,102,1,si,si,PROCON,2833,42,Adv,Adv,si4,si,C,"[('VfinGrp', ''), ('Adv', ''), ('Prn', '')]",,PROCON,138,C/V\
667,102,2,y,y,PRO:clit,2834,42,Prn,Prn$$,y,i2|y,S|C,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:clit,138,/V\
668,102,3,preingne,preingne,VER:subp:3:sg,2835,42,Vfin,Vfin,prendre,prendre,+MI,"[('VfinGrp', ''), ('Vfin', ''), ('N', 'c')]",,VER,138,'C/V\.C/(e)\
669,102,4,garde,garde,NOM:obj:femi:sg,2836,42,N,N,,garder,+MI,"[('VfinGrp', ''), ('N', 'c'), ('NGrp', 's')]",c,VER,138,'C/V\.C/(e)\
670,102,5,li,li,DET:def:suj:masc:sg,2837,42,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,138,C/V\
671,102,6,roys,roys,NOM:suj:masc:sg,2838,42,N,N,,roi,C,"[('NGrp', 's'), ('N', ''), ('SubVfin', '')]",,NOM,138,C/V\
672,103,1,si,si,PROCON,2858,42,Adv,Adv,si4,si,C,"[('VfinGrp', ''), ('Adv', ''), ('Prn', 'c')]",,PROCON,139,C/V\
673,103,2,s,s,PROCON,2859,42,Prn,Prn$$,soi,son4|son,S|C,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,DET:poss,139,C/\
674,103,3,amende,amende,VER:subp:3:sg,2860,42,Vfin,Vfin,,alemande|amende1|amende2,+T|+IT|+T,"[('VfinGrp', ''), ('Vfin', ''), ('PreN', '')]",,NOM,139,/V\.'C/V\.C/(e)\
675,103,4,de,de,PRE,2861,42,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,139,C/(e)\
676,103,5,ses,ses,DET:poss:obj:masc:pl,2862,42,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:poss,139,C/V\
677,103,6,mesfais,mesfais,NOM:obj:masc:pl,2863,42,N,N,,mesfait,+Z,"[('VfinGrp', ''), ('PreN', ''), ('PreN', '')]",,NOM,139,C/V\.'C/V\
678,104,1,se,se,PROCON,2882,43,Prn,Prn$$,soi,se,C,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,PROCON,140,C/(e)\
679,104,2,esforca,esforca,VER:simp:3:sg,2883,43,Vfin,Vfin,,esforcier,Id,"[('VfinGrp', ''), ('Vfin', ''), ('PreVinf', '')]",,VER,140,/V\.C/V\.'C/V\
680,104,3,de,de,PRE,2884,43,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Det', '')]",,PRE,140,C/(e)\
681,104,4,tout,tout,DET:ind:obj:masc:sg,2885,43,QIs,QIs,tout,tot,CS,"[('PreVinf', ''), ('Det', ''), ('Det', '')]",,DET:ind,140,C/V\
682,104,5,son,son,DET:poss:obj:masc:sg,2886,43,Det,Det,son4,son4|son,S|C,"[('PreVinf', ''), ('Det', ''), ('Vinf', '')]",,DET:poss,140,C/V\
683,104,6,pooir,pooir,VER:infi,2887,43,Vinf,Vinf,pouvoir2,pöoir,+IIdTd=C,"[('VfinGrp', ''), ('PreVinf', ''), ('PreN', '')]",,NOM,140,C/V\.'C/V\
684,105,1,par,par,PRE,2889,43,Pre,Pre,par1,par,CIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,140,C/V\
685,105,2,ses,ses,DET:poss:obj:femi:pl,2890,43,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:poss,140,C/V\
686,105,3,paroles,paroles,NOM:obj:femi:pl,2891,43,N,N,,parole,+I,"[('VfinGrp', ''), ('PreN', ''), ('PreVinf', '')]",,NOM,140,C/V\.'C/V\.C/e\
687,105,4,",",",",PON,2892,43,Pnc,Pnc,,",",,,,PON,140,
688,105,5,de,de,PRE,2893,43,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Prn', 'c')]",,PRE,140,C/(e)\
689,105,6,moy,moy,PRO:pers:obj:1:sg:bet,2894,43,Prn,Prn,1ps,je,S,"[('PreVinf', ''), ('Prn', 'c'), ('Vinf', '')]",c,PRO:pers,140,C/V\
690,105,7,faire,faire,VER:infi,2895,43,Vinf,Vinf,faire,faire,+MIT,"[('PreVinf', ''), ('Vinf', ''), ('VinfGrp', 'c')]",,VER,140,'C/V\.C/(e)\
691,106,1,d,d',PRE,2946,43,Pre,Pre,de,de,+CS,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,141,C/\
692,106,2,aler,aler,VER:infi,2947,43,Vinf,Vinf,aller,aler|foraler,+MIT|+T,"[('PreVinf', ''), ('Vinf', ''), ('Pre', '')]",,VER,141,/V\.'C/V\
693,106,3,encontre,encontre,PRE,2948,43,PrA,PrA,encontre2,encontre1|encontre,IST|CI,"[('PreVinf', ''), ('Pre', ''), ('PreN', '')]",,PRE,141,/V\.'C/V\.C/(e)\
694,106,4,par,par,PRE,2949,43,Pre,Pre,par1,par,CIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,141,C/V\
695,106,5,parole,parole,NOM:obj:femi:sg,2950,43,N,N,,parole,+IT,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,141,C/V\.'C/V\.C/(e)\
696,107,1,est,est,VER:pres:3:sg,2960,43,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('SubVfin', 'c'), ('Vfin', ''), ('AdjGrp', 'a')]",,VER,142,/V\
697,107,2,si,si,PROCON,2961,43,Adv,Adv,si4,si,C,"[('AdjGrp', 'a'), ('Adv', ''), ('Adj', '')]",,PROCON,142,C/V\
698,107,3,soutilz,soutilz,ADJ:suj:masc:sg,2962,43,Adj,Adj,,sotil,*+I,"[('SubVfin', 'c'), ('AdjGrp', 'a'), ('SubVfin', '')]",,ADJ,142,C/V\.'C/V\
699,107,4,que,que,PROCON,2963,43,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('SubVfin', '')]",,PROCON,142,C/(e)\
700,107,5,",",",",PON,2964,43,Pnc,Pnc,,",",,,,PON,142,
701,107,6,quant,quant,ADV,2965,43,Sub,Sub,quand,cant,CI,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,ADV,142,C/V\
702,107,7,les,les,DET:def:suj:femi:pl,2966,43,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,142,C/V\
703,107,8,gens,gens,NOM:suj:femi:pl,2967,43,N,N,,gent1|giens,+I|+T,"[('SubVfin', ''), ('NGrp', 's'), ('Prn', '')]",,NOM,142,C/V\
704,108,1,que,que,PROCON,2978,43,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,142,C/(e)\
705,108,2,il,il,PRO:pers:suj:3:masc:sg:unb,2979,43,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,142,/V\
706,108,3,les,les,PRO:pers:acc:3:masc:pl,2980,43,Prn,Prn$$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,142,C/V\
707,108,4,puisse,puisse,VER:subp:3:sg,2981,43,Vfin,Vfin,pouvoir2,pöoir,+I,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,142,'C/V\.C/(e)\
708,108,5,faire,faire,VER:infi,2982,43,Vinf,Vinf,faire,faire,+MIT,"[('VinfGrp', 'c'), ('Vinf', ''), ('VinfGrp', 'c')]",,VER,142,'C/V\.C/(e)\
709,108,6,mourir,mourir,VER:infi,2983,43,Vinf,Vinf,mourir,morir,*+IT,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,142,C/V\.'C/V\
710,109,1,mourir,mourir,VER:infi,2983,43,Vinf,Vinf,mourir,morir,*+IT,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,142,C/V\.'C/V\
711,109,2,en,en,PRE,2984,43,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,142,/V\
712,109,3,aucune,aucune,DET:ind:obj:femi:sg,2985,43,QIs,QIs,aucun,aucun,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:ind,142,/V\.'C/V\.C/(e)\
713,109,4,doutance,doutance,NOM:obj:femi:sg,2986,43,N,N,,dotance,+C,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,142,C/V\.'C/V\.C/(e)\
714,110,1,car,car,CON:coord,2993,43,Crd,Crd,car,car,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', 's')]",,CON:coord,143,C/V\
715,110,2,il,il,PRO:pers:suj:3:masc:sg:unb,2994,43,Prn,Prn$,3p,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,143,/V\
716,110,3,voit,voit,VER:pres:3:sg,2995,43,Vfin,Vfin,voir1|aller,aler|vëoir,+M|+I,"[('VfinGrp', ''), ('Vfin', ''), ('SubVfin', 'c')]",,VER,143,C/V\
717,110,4,que,que,PROCON,2996,43,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('NGrp', '')]",,PROCON,143,C/(e)\
718,110,5,les,les,DET:def:obj:femi:pl,2997,43,Det,Det,le,le,CST,"[('NGrp', ''), ('Det', ''), ('Adj', '')]",,DET:def,143,C/V\
719,110,6,bones,bones,ADJ:obj:femi:pl,2998,43,Adj,Adj,bon,bon,+CI,"[('NGrp', ''), ('Adj', ''), ('N', '')]",,ADJ,143,'C/V\.C/e\
720,110,7,oeuvres,oeuvres,NOM:obj:femi:pl,2999,43,N,N,,uevre,*+Z,"[('NGrp', ''), ('N', ''), ('SubVfin', '')]",,NOM,143,'C/V\.C/e\
721,111,1,et,et,CON:coord,3028,44,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('PrePrn', '')]",,CON:coord,144,/V\
722,111,2,pour,pour,PRE,3029,44,Pre,Pre,pour,por2|por,+ST|C,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,144,C/V\
723,111,3,ce,ce,PRO:invar,3030,44,Prn,Prn,ce1,ce1|ce,S|C,"[('VfinGrp', ''), ('PrePrn', ''), ('Prn', 'c')]",,PRO:invar,144,C/(e)\
724,111,4,",",",",PON,3031,44,Pnc,Pnc,,",",,,,PON,144,
725,111,5,se,se,PROCON,3032,44,Prn,Prn$$,soi,se,C,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,PROCON,144,C/(e)\
726,111,6,doit,doit,VER:pres:3:sg,3033,44,Vfin,Vfin,devoir2,devoir|dire,+CMI|+M,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,144,C/V\
727,111,7,-,-,PON,3034,44,Pnc,Pnc,,-,,,,PON,144,
728,111,8,on,on,PRO:invar,3035,44,Prn,Prn%,on,on,CS,"[('VfinGrp', ''), ('Prn', 's'), ('VinfGrp', 'c')]",s,PRO:invar,144,/V\
729,111,9,garder,garder,VER:infi,3036,44,Vinf,Vinf,garder,garder,+MIT,"[('VinfGrp', 'c'), ('Vinf', ''), ('VinfGrp', '&')]",,VER,144,C/V\.'C/V\
730,112,1,de,de,PRE,3125,44,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,147,C/(e)\
731,112,2,son,son,DET:poss:obj:masc:sg,3126,44,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:poss,147,C/V\
732,112,3,baston,baston,NOM:obj:masc:sg,3127,44,N,N,,baston,+IT,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,147,C/V\.'C/V\
733,112,4,et,et,CON:coord,3128,44,Crd,Crd,et,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,147,/V\
734,112,5,de,de,PRE,3129,44,Pre,Pre,de,de,+CIST,"[('PreN', '&'), ('Pre', ''), ('Det', '')]",,PRE,147,C/(e)\
735,112,6,s,s,DET:poss:obj:femi:sg,3130,44,Det,Det,son4,son4|son,S|C,"[('PreN', '&'), ('Det', ''), ('N', '')]",,DET:poss,147,C/\
736,112,7,espee,espee,NOM:obj:femi:sg,3131,44,N,N,,espee,+IT,"[('PreN', ''), ('PreN', '&'), ('SubVfin', '')]",,NOM,147,/V\.'C/V\./(e)\
737,113,1,il,il,PRO:pers:suj:3:masc:sg:unb,3140,45,Prn,Prn$,3p,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,148,/V\
738,113,2,disoit,disoit,VER:impf:3:sg,3141,45,Vfin,Vfin,dire,dire,+CIM,"[('VfinGrp', ''), ('Vfin', ''), ('SubVfin', 'c')]",,VER,148,C/V\.'C/V\
739,113,3,que,que,PROCON,3142,45,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('NGrp', 's')]",,PROCON,148,C/(e)\
740,113,4,foy,foy,NOM:suj:femi:sg,3143,45,N,N,,foi,+C,"[('NGrp', 's'), ('N', ''), ('NGrp', '&')]",,NOM,148,C/V\
741,113,5,et,et,CON:coord,3144,45,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('N', '')]",,CON:coord,148,/V\
742,113,6,creance,creance,NOM:suj:femi:sg,3145,45,N,N,,crëance,+IIdTd,"[('SubVfin', 'c'), ('NGrp', 's'), ('Vfin', '')]",,NOM,148,C/V\.'C/V\.C/(e)\
743,114,1,et,et,CON:coord,3144,45,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('N', '')]",,CON:coord,148,/V\
744,114,2,creance,creance,NOM:suj:femi:sg,3145,45,N,N,,crëance,+IIdTd,"[('SubVfin', 'c'), ('NGrp', 's'), ('Vfin', '')]",,NOM,148,C/V\.'C/V\.C/(e)\
745,114,3,estoit,estoit,VER:impf:3:sg,3146,45,Vfin,Vfin,être1|ester,ester|estre1,+IM|+I,"[('SubVfin', 'c'), ('Vfin', ''), ('NGrp', 'a')]",,VER,148,/V\.'C/V\
746,114,4,une,une,DET:ndf:suj:femi:sg,3147,45,QIs,QIs,un,un,CS,"[('NGrp', 'a'), ('Det', ''), ('N', '')]",,DET:ndf,148,'/V\.C/(e)\
747,114,5,chose,chose,NOM:suj:femi:sg,3148,45,N,N,,chose,+CIT,"[('NGrp', 'a'), ('N', ''), ('SubVfin', '')]",,NOM,148,'C/V\.C/(e)\
748,115,1,et,et,CON:coord,3184,45,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', 's')]",,CON:coord,150,/V\
749,115,2,je,je,PRO:pers:suj:1:sg:unb,3185,45,Prn,Prn$,1ps,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,150,C/(e)\
750,115,3,li,li,PRO:pers:suj:3:masc:sg:bet,3186,45,Prn,Prn$$,3p,ele|il,C|CIST,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,150,C/V\
751,115,4,diz,diz,VER:simp:1:sg,3187,45,Vfin,Vfin,dire,dire,+CMI,"[('VfinGrp', ''), ('Vfin', ''), ('SubVfin', 'c')]",,VER,150,C/V\
752,115,5,que,que,PROCON,3188,45,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,150,C/(e)\
753,115,6,il,il,PRO:pers:suj:3:masc:sg:unb,3189,45,Prn,Prn$,3p,il,CIST,"[('SubVfin', 'c'), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,150,/V\
754,115,7,avoit,avoit,VER:impf:3:sg,3190,45,Vfin,Vfin,avoir1,avoiier|avoir,+MI|+MI,"[('SubVfin', 'c'), ('Vfin', ''), ('N', 'c')]",,VER,150,/V\.'C/V\
755,115,8,non,non,NOM:obj:masc:sg,3191,45,N,N,,ne1,+Z,"[('SubVfin', 'c'), ('N', 'c'), ('N', 'a')]",c,ADV,150,C/V\
756,116,1,et,et,CON:coord,3213,45,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', 'c')]",,CON:coord,152,/V\
757,116,2,le,le,PRO:pers:obj:3:masc:sg:unb,3214,45,Prn,Prn$$,3p,il,CIST,"[('VfinGrp', '&'), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,152,C/(e)\
758,116,3,creoie,creoie,VER:impf:1:sg,3215,45,Vfin,Vfin,croire,croire,+IMMd,"[('VfinGrp', '&'), ('Vfin', ''), ('Adv', '')]",,VER,152,C/(V)\.'/V\./(e)\
759,116,4,fermement,fermement,ADV,3216,45,Adv,Adv,,fermement,C,"[('SubVfin', 'c'), ('VfinGrp', '&'), ('PrePrnSubVfin', '')]",,ADV,152,C/V\.C/e\.'C/V\
760,117,1,de,de,PRE,3243,45,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,153,C/(e)\
761,117,2,la,la,DET:def:obj:femi:sg,3244,45,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,153,C/V\
762,117,3,foy,foy,NOM:obj:femi:sg,3245,45,N,N,,foi,+C,"[('NGrp', 'c'), ('PreN', ''), ('SubVfin', '')]",,NOM,153,C/V\
763,117,4,",",",",PON,3246,45,Pnc,Pnc,,",",,,,PON,153,
764,117,5,les,les,DET:def:obj:masc:pl,3247,45,Det,Det,le,le,CST,"[('DetAdj+Sub', 'c'), ('Det', ''), ('Adj_S', '')]",,DET:def,153,C/V\
