wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent,syllabified
299,48,2,chose,chose,NOM:obj:femi:sg,1433,31,N,N,,chose,+CIT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,86,'C/V\.C/(e)\
300,48,3,qui,qui,PROCON,1434,31,Qux,Qux,qui,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Prn', 'c')]",s,PROCON,86,C/V\
301,48,4,nous,nous,PRO:pers:1:pl,1435,31,Prn,Prn$$,1pp,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,86,C/V\
302,48,5,doie,doie,VER:subp:3:sg,1436,31,Vfin,Vfin,devoir2,devoir|dire,+CIM|+M,"[('SubVfin', ''), ('Vfin', ''), ('Vinf', 'c')]",,VER,86,'C/V\./(e)\
303,48,6,plaire,plaire,VER:infi,1437,31,Vinf,Vinf,plaire,plaire|plaisir,+MIT|M,"[('VfinGrp', ''), ('SubVfin', ''), ('Adv', '')]",c,VER,86,'C/V\.C/(e)\
304,49,1,ou,ou,PROCON,1443,31,Crd,Crd,ou1,o|où,C|Td,"[('VfinGrp', '&'), ('Crd', ''), ('SubPrn', '')]",,PROCON,86,/V\
305,49,2,se,se,PROCON,1444,31,Sub,Sub,si3,se,C,"[('SubPrn', ''), ('Sub', ''), ('Prn', '')]",,PROCON,86,C/(e)\
306,49,3,ce,ce,PRO:invar,1445,31,Prn,Prn,ce1,ce1|ce,S|C,"[('SubPrn', ''), ('Prn', ''), ('Adv', '')]",,PRO:invar,86,C/(e)\
307,49,4,non,non,ADV,1446,31,Neg,Neg,non,ne1,+Z,"[('VfinGrp', '&'), ('SubPrn', ''), ('Adv', '')]",,ADV,86,C/V\
308,49,5,",",",",PON,1447,31,Pnc,Pnc,,",",,,,PON,86,
309,49,6,si,si,PROCON,1448,31,Adv,Adv,si4,si,C,"[('VfinGrp', '&'), ('Adv', ''), ('Prn', '')]",,PROCON,86,C/V\
310,49,7,vous,vous,PRO:pers:2:pl,1449,31,Prn,Prn$$,2pp,ous2|vos1,T|S,"[('VfinGrp', '&'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,86,C/V\
311,49,8,taisiés,taisiés,VER:impe:2:pl,1450,31,Vfin,Vfin,taire,taisir,M,#,,VER,86,C/V\.'C/V\
312,50,1,de,de,PRE,1485,32,Pre,Pre,de,de,+CIST,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,88,C/(e)\
313,50,2,moy,moy,PRO:pers:obj:1:sg:bet,1486,32,Prn,Prn,1ps,je,S,"[('PrePrn', ''), ('Prn', ''), ('PreN', '&')]",,PRO:pers,88,C/V\
314,50,3,et,et,CON:coord,1487,32,Crd,Crd,et,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,88,/V\
315,50,4,de,de,PRE,1488,32,Pre,Pre,de,de,+CIST,"[('PreN', '&'), ('Pre', ''), ('N', '')]",,PRE,88,C/(e)\
316,50,5,maistre,maistre,NOM:obj:masc:sg,1489,32,N,N,,mitre1,+T,"[('PreN', '&'), ('N', ''), ('N', '')]",,NOM,88,'C/V\.C/(e)\
317,50,6,robert,robert,NPR:obj:masc:sg,1490,32,N,N,,robert,C|Z,#,,NPR,88,C/V\.'C/V\
318,51,1,enplist,enplist,VER:pres:3:sg,1545,32,Vfin,Vfin,,emplir,+Z,"[('SubVfin', ''), ('Vfin', ''), ('Prn', 's')]",,VER,91,/V\.'C/V\
319,51,2,il,il,PRO:pers:suj:3:masc:sg:unb,1546,32,Prn,Prn%,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('NGrp', 'c')]",s,PRO:pers,91,/V\
320,51,3,la,la,DET:def:obj:femi:sg,1547,32,Det,Det,le,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,91,C/V\
321,51,4,bouche,bouche,NOM:obj:femi:sg,1548,32,N,N,,boche,*+IT,#,,NOM,91,'C/V\.C/(e)\
322,51,5,.,.,PON,1549,32,Pnc,Pnc,,.,,,,PON,91,
323,51,6,"""","""",PON:cit,1550,32,Pnc,Pnc,,QUOTED,,,,PON:cit,92,
324,51,7,au,au,PREDET:a:obj:masc:sg,1551,33,Pre+Det,Pre+Det,à+le,a+le|le,S|C,"[('PreAdj', ''), ('Pre+Det', ''), ('Adj', '')]",,PREDET:a,92,/V\
325,51,8,contraire,contraire,ADJ:obj:masc:sg,1552,33,Adj,Adj,,contraire1|contraire,T|I,"[('--', ''), ('PreAdj', ''), ('VfinGrp', 'inc')]",,ADJ,92,C/V\.'C/V\.C/(e)\
326,52,1,que,que,PROCON,1558,33,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 'a')]",,PROCON,92,C/(e)\
327,52,2,male,male,ADJ:suj:femi:sg,1559,33,Adj,Adj,mal2,mal1|mal,I|I,"[('NGrp', 'a'), ('Adj', ''), ('N', '')]",,ADJ,92,'C/V\.C/(e)\
328,52,3,chose,chose,NOM:suj:femi:sg,1560,33,N,N,,chose,+CIT,"[('SubVfin', ''), ('NGrp', 'a'), ('Vfin', '')]",,NOM,92,'C/V\.C/(e)\
329,52,4,estoit,estoit,VER:impf:3:sg,1561,33,Vfin,Vfin,être1|ester,ester|estre1,+IM|+I,"[('SubVfin', ''), ('Vfin', ''), ('PreVinf', '')]",,VER,92,/V\.'C/V\
330,52,5,de,de,PRE,1562,33,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,92,C/(e)\
331,52,6,prendre,prendre,VER:infi,1563,33,Vinf,Vinf,prendre,prendre,+MIT,"[('PreVinf', ''), ('Vinf', ''), ('PrePrn', '')]",,VER,92,'C/V\.C/(e)\
332,53,1,estoit,estoit,VER:impf:3:sg,1561,33,Vfin,Vfin,être1|ester,ester|estre1,+IM|+I,"[('SubVfin', ''), ('Vfin', ''), ('PreVinf', '')]",,VER,92,/V\.'C/V\
333,53,2,de,de,PRE,1562,33,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,92,C/(e)\
334,53,3,prendre,prendre,VER:infi,1563,33,Vinf,Vinf,prendre,prendre,+MIT,"[('PreVinf', ''), ('Vinf', ''), ('PrePrn', '')]",,VER,92,'C/V\.C/(e)\
335,53,4,de,de,PRE,1564,33,Pre,Pre,de,de,+CIST,"[('PrePrn', ''), ('Pre', ''), ('Det', '')]",,PRE,92,C/(e)\
336,53,5,l,l',DET:def,1565,33,Det,Det,le,il,CS,"[('PrePrn', ''), ('Det', ''), ('Prn', '')]",,PRO:pers,92,C/\
337,53,6,autrui,autrui,PRO:invar,1566,33,Adj,Adj,autrui,autrui,CS,"[('--', ''), ('SubVfin', ''), ('VfinGrp', '+')]",,PRO:invar,92,/V\.'C/V\
338,54,1,pour,pour,PRE,1642,33,Pre,Pre,pour,por2|por,+ST|C,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,93,C/V\
339,54,2,dieu,dieu,NOM:obj:masc:sg,1643,33,N,N,,dieu,+CIT,"[('VinfGrp', 'c'), ('PreN', ''), ('PrnSubVfin', 'c')]",,NOM,93,C/V\
340,54,3,ce,ce,PRO:invar,1644,33,Prn,Prn,ce1,ce1|ce,S|C,"[('PrnSubVfin', 'c'), ('Prn', ''), ('SubVfin', '')]",,PRO:invar,93,C/(e)\
341,54,4,que,que,PROCON,1645,33,Qux,Qux,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('Prn', 's')]",c,PROCON,93,C/(e)\
342,54,5,il,il,PRO:pers:suj:3:masc:pl,1646,33,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,93,/V\
343,54,6,devroient,devroient,VER:cond:3:pl,1647,33,Vfin,Vfin,devoir2,devoir,+M,"[('SubVfin', ''), ('Vfin', ''), ('Vinf', 'c')]",,VER,93,C/V\.'C/V\./e\
344,54,7,rendre,rendre,VER:infi,1648,33,Vinf,Vinf,rendre,rendre,+MIT,#,c,VER,93,'C/V\.C/(e)\
345,55,1,de,de,PRE,1660,34,Pre,Pre,de,de,+CIST,"[('PrePrn', ''), ('Pre', ''), ('Pre', '')]",,PRE,94,C/(e)\
346,55,2,par,par,PRE,1661,34,Pre,Pre,par1,par,CIS,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,94,C/V\
347,55,3,li,li,PRO:pers:obj:3:masc:sg:bet,1662,34,Prn,Prn,3p,ele|il,C|CIST,"[('SubVfin', 'c'), ('PrePrn', ''), ('SubVfin', 'c')]",,PRO:pers,94,C/V\
348,55,4,",",",",PON,1663,34,Pnc,Pnc,,",",,,,PON,94,
349,55,5,que,que,PROCON,1664,34,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,94,C/(e)\
350,55,6,il,il,PRO:pers:suj:3:masc:sg:unb,1665,34,Prn,Prn$,3p,il,CIST,"[('SubVfin', 'c'), ('Prn', 's'), ('Sub', '')]",s,PRO:pers,94,/V\
351,55,7,se,se,PROCON,1666,34,Prn,Prn$$,soi,se,C,"[('SubVfin', 'c'), ('Sub', ''), ('Vfin', '')]",,PROCON,94,C/(e)\
352,55,8,preist,preist,VER:subi:3:sg,1667,34,Vfin,Vfin,prendre,prendre|prier,+IdMMd|M,"[('SubVfin', 'c'), ('Vfin', ''), ('N', 'c')]",,VER,94,C/V\.'C/V\
353,55,9,garde,garde,NOM:obj:femi:sg,1668,34,N,N,,garder,+MI,"[('SubVfin', 'c'), ('N', 'c'), ('PreN', '')]",c,VER,94,'C/V\.C/(e)\
354,56,1,a,a,PRE,1669,34,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,94,/V\
355,56,2,la,la,DET:def:obj:femi:sg,1670,34,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,94,C/V\
356,56,3,meson,meson,NOM:obj:femi:sg,1671,34,N,N,,maison,+C,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,94,C/V\.'C/V\
357,56,4,des,des,PREDET:de:obj:masc:pl,1672,34,Pre+Det,Pre+Det,de+le,de+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:de,94,C/V\
358,56,5,preescheurs,preescheurs,NOM:obj:masc:pl,1673,34,N,N,,UNKNOWN,,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,94,C/(V)\./V\.'C/V\
359,57,1,que,que,PROCON,1676,34,Qux,Qux,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('Prn', 's')]",c,PROCON,94,C/(e)\
360,57,2,il,il,PRO:pers:suj:3:masc:sg:unb,1677,34,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,94,/V\
361,57,3,faisoit,faisoit,VER:impf:3:sg,1678,34,Vfin,Vfin,faire,faire,+CM,"[('SubVfin', 'c'), ('PreN', ''), ('SubVfin', '')]",,VER,94,C/V\.'C/V\
362,57,4,",",",",PON,1679,34,Pnc,Pnc,,",",,,,PON,94,
363,57,5,que,que,PROCON,1680,34,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,94,C/(e)\
364,57,6,il,il,PRO:pers:suj:3:masc:sg:unb,1681,34,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,94,/V\
365,57,7,n,n,PRO:clit,1682,34,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,94,C/\
366,57,8,encombrast,encombrast,VER:subi:3:sg,1683,34,Vfin,Vfin,,UNKNOWN,,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,94,/V\.C/V\.'C/V\
367,57,9,l,l',DET:def:obj:femi:sg,1684,34,Det,Det,le,le,CS,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,94,C/\
368,57,10,ame,ame,NOM:obj:femi:sg,1685,34,N,N,,ame,+CGIT,"[('NGrp', 'c'), ('N', ''), ('PrePrn', '')]",,NOM,94,'/V\.C/(e)\
369,58,1,que,que,PROCON,1680,34,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,94,C/(e)\
370,58,2,il,il,PRO:pers:suj:3:masc:sg:unb,1681,34,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,94,/V\
371,58,3,n,n,PRO:clit,1682,34,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,94,C/\
372,58,4,encombrast,encombrast,VER:subi:3:sg,1683,34,Vfin,Vfin,,UNKNOWN,,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,94,/V\.C/V\.'C/V\
373,58,5,l,l',DET:def:obj:femi:sg,1684,34,Det,Det,le,le,CS,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,94,C/\
374,58,6,ame,ame,NOM:obj:femi:sg,1685,34,N,N,,ame,+CGIT,"[('NGrp', 'c'), ('N', ''), ('PrePrn', '')]",,NOM,94,'/V\.C/(e)\
375,58,7,de,de,PRE,1686,34,Pre,Pre,de,de,+CIST,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,94,C/(e)\
376,58,8,li,li,PRO:pers:obj:3:masc:sg:bet,1687,34,Prn,Prn,3p,ele|il,C|CIST,"[('SubVfin', ''), ('NGrp', 'c'), ('PreN', '')]",,PRO:pers,94,C/V\
377,59,1,et,et,CON:coord,1739,34,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('PreN', '')]",,CON:coord,96,/V\
378,59,2,du,du,PREDET:de:obj:masc:sg,1740,34,Pre+Det,Pre+Det,de+le,de+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:de,96,C/V\
379,59,3,remenant,remenant,NOM:obj:masc:sg,1741,34,N,N,,remanant,+IT,"[('PreN', ''), ('N', ''), ('PreVinf', '')]",,NOM,96,C/V\.C/e\.'C/V\
380,59,4,de,de,PRE,1742,34,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Det', '')]",,PRE,96,C/(e)\
381,59,5,l,l',DET:def:obj:masc:sg,1743,34,Det,Det,le,il,CS,"[('PreVinf', ''), ('Det', ''), ('Vinf', '')]",,PRO:pers,96,C/\
382,59,6,avoir,avoir,VER:infi,1744,34,Vinf,Vinf,avoir1,avoir,+MIT,"[('PreVinf', ''), ('Vinf', ''), ('PreVpp', '')]",,VER,96,/V\.'C/V\
383,60,1,de,de,PRE,1742,34,Pre,Pre,de,de,+CIST,"[('PreVinf', ''), ('Pre', ''), ('Det', '')]",,PRE,96,C/(e)\
384,60,2,l,l',DET:def:obj:masc:sg,1743,34,Det,Det,le,il,CS,"[('PreVinf', ''), ('Det', ''), ('Vinf', '')]",,PRO:pers,96,C/\
385,60,3,avoir,avoir,VER:infi,1744,34,Vinf,Vinf,avoir1,avoir,+MIT,"[('PreVinf', ''), ('Vinf', ''), ('PreVpp', '')]",,VER,96,/V\.'C/V\
386,60,4,au,au,PREDET:a:obj:masc:sg,1745,34,Pre+Det,Pre+Det,à+le,a+le|le,S|C,"[('PreVpp', ''), ('Pre+Det', ''), ('Vpp', '')]",,PREDET:a,96,/V\
387,60,5,mort,mort,VER:pper:masc:sg,1746,34,Vpp,Vpp,mourir,mort,+CIT,"[('VfinGrp', '&'), ('PreN', ''), ('Vfin', '')]",,NOM,96,C/V\
388,60,6,",",",",PON,1747,34,Pnc,Pnc,,",",,,,PON,96,
389,60,7,font,font,VER:pres:3:pl,1748,34,Vfin,Vfin,faire,faire|fondre,+MI|+MI,"[('VfinGrp', '&'), ('Vfin', ''), ('N', 'c')]",,VER,96,C/V\
390,60,8,aumosnes,aumosnes,NOM:obj:femi:pl,1749,34,N,N,,aumosne,*+CIT,#,c,NOM,96,/V\.'C/V\.C/e\
391,61,1,ou,ou,PREDET:en:obj:masc:sg,1775,35,Pre+Det,Pre+Det,en1+le,en1+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:en,98,/V\
392,61,2,prael,prael,NOM:obj:masc:sg,1776,35,N,N,,präel,+IIdTd,"[('VfinGrp', ''), ('PreN', ''), ('PreN', '')]",,NOM,98,C/V\.'C/V\
393,61,3,",",",",PON,1777,35,Pnc,Pnc,,",",,,,PON,98,
394,61,4,desouz,desouz,ADV,1778,35,PrA,PrA,dessous,desoz,*IT,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,ADV,98,C/e\.'C/V\
395,61,5,la,la,DET:def:obj:femi:sg,1779,35,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,98,C/V\
396,61,6,chapelle,chapelle,NOM:obj:femi:sg,1780,35,N,N,,chapele,*+IT,"[('VfinGrp', ''), ('PreN', ''), ('VfinGrp', '&')]",,NOM,98,C/V\.'C/V\.C/(e)\
397,62,1,et,et,CON:coord,1782,35,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,98,/V\
398,62,2,parloit,parloit,VER:impf:3:sg,1783,35,Vfin,Vfin,parler,parler,+MI,"[('VfinGrp', '&'), ('Vfin', ''), ('PreN', '')]",,VER,98,C/V\.'C/V\
399,62,3,a,a,PRE,1784,35,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,98,/V\
400,62,4,l,l',DET:def:obj:masc:sg,1785,35,Det,Det,le,le,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,98,C/\
401,62,5,uys,uys,NOM:obj:masc:sg,1786,35,N,N,,uis,*+IT,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,98,/V\
402,62,6,de,de,PRE,1787,35,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,98,C/(e)\
403,62,7,la,la,DET:def:obj:femi:sg,1788,35,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,98,C/V\
404,62,8,porte,porte,NOM:obj:femi:sg,1789,35,N,N,,porte1|porte2,+IT|+T,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,98,'C/V\.C/(e)\
405,63,1,de,de,PRE,1792,35,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,98,C/(e)\
406,63,2,bretaigne,bretaigne,NPR:obj:femi:sg,1793,35,N,N,,bretagne,I|Z,"[('PreN', ''), ('PreN', ''), ('NGrp', '')]",,NPR,98,C/V\.'C/V\.C/(e)\
407,63,3,",",",",PON,1794,35,Pnc,Pnc,,",",,,,PON,98,
408,63,4,le,le,DET:def:obj:masc:sg,1795,35,Det,Det,le,le,CST,"[('NGrp', ''), ('Det', ''), ('N', '')]",,DET:def,98,C/(e)\
409,63,5,pere,pere,NOM:obj:masc:sg,1796,35,N,N,,paire|pere1|piere,+T|+T|+T,"[('NGrp', ''), ('N', ''), ('PreN', '')]",,NOM,98,'C/V\.C/(e)\
410,63,6,au,au,PREDET:a:obj:masc:sg,1797,35,Pre+Det,Pre+Det,à+le,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,98,/V\
411,63,7,duc,duc,NOM:obj:masc:sg,1798,35,N,N,,duc1|duc2,+T|+IT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,98,C/V\
412,64,1,au,au,PREDET:a:obj:masc:sg,1797,35,Pre+Det,Pre+Det,à+le,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,98,/V\
413,64,2,duc,duc,NOM:obj:masc:sg,1798,35,N,N,,duc1|duc2,+T|+IT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,98,C/V\
414,64,3,qui,qui,PROCON,1799,35,Qux,Qux,qui,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Adv', '')]",s,PROCON,98,C/V\
415,64,4,ore,ore,ADV,1800,35,Adv,Adv,or2,or4|or,+IT|I,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,ADV,98,'/V\.C/(e)\
416,64,5,est,est,VER:pres:3:sg,1801,35,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('VfinGrp', '&'), ('PreN', ''), ('SubVfin', 'c')]",,VER,98,/V\
417,64,6,",",",",PON,1802,35,Pnc,Pnc,,",",,,,PON,98,
418,64,7,que,que,PROCON,1803,35,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('N', 's')]",,PROCON,98,C/(e)\
419,64,8,dieu,dieu,NOM:suj:masc:sg,1804,35,N,N,,dieu,+CIT,"[('SubVfin', 'c'), ('N', 's'), ('Vfin', '')]",s,NOM,98,C/V\
420,64,9,gart,gart,VER:subp:3:sg,1805,35,Vfin,Vfin,garder,garder|garir,+MI|+M,#,,VER,98,C/V\
421,65,1,et,et,CON:coord,1832,35,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('NGrp', 's')]",,CON:coord,100,/V\
422,65,2,tuit,tuit,DET:ind:suj:masc:pl,1833,35,QIs,QIs,tout,tot,S,"[('NGrp', 's'), ('Det', ''), ('Det', '')]",,DET:ind,100,C/V\
423,65,3,li,li,DET:def:suj:masc:pl,1834,35,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('Adj', '')]",,DET:def,100,C/V\
424,65,4,autre,autre,ADJ:suj:masc:pl,1835,35,Adj,Adj,autre,autre,CIId,"[('NGrp', 's'), ('Adj', ''), ('N', '')]",,ADJ,100,'/V\.C/(e)\
425,65,5,chevalier,chevalier,NOM:suj:masc:pl,1836,35,N,N,,chevalier,+IT,"[('VfinGrp', ''), ('NGrp', 's'), ('Vfin', '')]",,NOM,100,C/V\.C/V\.'C/V\
426,66,1,que,que,PROCON,1853,35,Qux,Qux,que,que2|que3|que,T|S|C,"[('SubVfin', 'q'), ('Sub', 'c'), ('Prn', '')]",c,PROCON,102,C/(e)\
427,66,2,me,me,PRO:pers:obj:1:sg:unb,1854,35,Prn,Prn$$,1ps,je|moi,IS|T,"[('SubVfin', 'q'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,102,C/(e)\
428,66,3,voulez,voulez,VER:pres:2:pl,1855,35,Vfin,Vfin,vouloir,voler|voloir,*+I|+I,"[('SubVfin', 'q'), ('Vfin', ''), ('Prn', 's')]",,VER,102,C/V\.'C/V\
429,66,4,-,-,PON,1856,35,Pnc,Pnc,,-,,,,PON,102,
430,66,5,vous,vous,PRO:pers:2:pl,1857,35,Prn,Prn%,2pp,ous2|vos1,T|S,#,s,PRO:pers,102,C/V\
431,66,6,?,?,PON,1858,35,Pnc,Pnc,,?,,,,PON,102,
432,66,7,"""","""",PON:cit,1859,35,Pnc,Pnc,,QUOTED,,,,PON:cit,103,
433,66,8,et,et,CON:coord,1860,35,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', '')]",,CON:coord,103,/V\
434,66,9,me,me,PRO:pers:obj:1:sg:unb,1861,35,Prn,Prn$$,1ps,je|moi,IS|T,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,103,C/(e)\
435,66,10,dist,dist,VER:simp:3:sg,1862,35,Vfin,Vfin,dire,dire,+CMI,#,,VER,103,C/V\
436,67,1,et,et,CON:coord,1878,35,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', 's')]",,CON:coord,103,/V\
437,67,2,vous,vous,PRO:pers:2:pl,1879,35,Prn,Prn$,2pp,ous2|vos1,T|S,"[('VfinGrp', '&'), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,103,C/V\
438,67,3,vous,vous,PRO:pers:2:pl,1880,35,Prn,Prn$$,2pp,ous2|vos1,T|S,"[('VfinGrp', '&'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,103,C/V\
439,67,4,aliez,aliez,VER:impf:2:pl,1881,35,Vfin,Vfin,aller,aler,+M,"[('VfinGrp', '&'), ('Vfin', ''), ('Vinf', '')]",,VER,103,/V\.C/V\.'C/V\
440,67,5,seoir,seoir,VER:infi,1882,35,Vinf,Vinf,seoir,sëoir,+IIdTd,"[('VfinGrp', '&'), ('Vinf', ''), ('PreN', '')]",,VER,103,C/(V)\.'/V\
441,68,1,se,se,PROCON,1891,35,Sub,Sub,si3,se,C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,103,C/(e)\
442,68,2,en,en,PRO:invar,1892,35,Prn,Prn$,on,en2|en,S|C,"[('SubVfin', 'c'), ('Prn', 's'), ('Prn', 'c')]",s,PRO:clit,103,/V\
443,68,3,vous,vous,PRO:pers:2:pl,1893,35,Prn,Prn$$,2pp,ous2|vos1,T|S,"[('SubVfin', 'c'), ('Prn', 'c'), ('Prn', '')]",c,PRO:pers,103,C/V\
444,68,4,en,en,PRO:clit,1894,35,Prn,Prn$$,en2,en2|en,S|C,"[('SubVfin', 'c'), ('Prn', ''), ('Vfin', '')]",,PRO:clit,103,/V\
445,68,5,devroit,devroit,VER:cond:3:sg,1895,35,Vfin,Vfin,devoir2,devoir,+IM,"[('SubVfin', 'c'), ('Vfin', ''), ('Adv', '')]",,VER,103,C/V\.'C/V\
446,68,6,bien,bien,ADV,1896,35,Adv,Adv,bien,bien1|bien2|bien,+IT|C|I,"[('SubVfin', 'c'), ('Adv', ''), ('Vinf', 'c')]",,ADV,103,C/V\
447,68,7,blasmer,blasmer,VER:infi,1897,35,Vinf,Vinf,,blasmer,+MIT,#,c,VER,103,C/V\.'C/V\
448,69,1,dont,dont,ADV,1913,36,Adv,Adv,donc,dont,CS,"[('VfinGrp', ''), ('Adv', ''), ('Vfin', '')]",,PRO:invar,105,C/V\
449,69,2,faites,faites,VER:pres:2:pl,1914,36,Vfin,Vfin,faire,faire,+CMI,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,105,'C/V\.C/e\
450,69,3,-,-,PON,1915,36,Pnc,Pnc,,-,,,,PON,105,
451,69,4,vous,vous,PRO:pers:2:pl,1916,36,Prn,Prn$,2pp,ous2|vos1,T|S,"[('VfinGrp', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,105,C/V\
452,69,5,bien,bien,ADV,1917,36,Adv,Adv,bien,bien1|bien2|bien,+IT|C|I,"[('VfinGrp', ''), ('Adv', ''), ('PreVinf', '')]",,ADV,105,C/V\
453,69,6,a,a,PRE,1918,36,Pre,Pre,à,a3|a,+T|CGIS,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,105,/V\
454,69,7,blasmer,blasmer,VER:infi,1919,36,Vinf,Vinf,,blasmer,+MIT,"[('VfinGrp', ''), ('PreVinf', ''), ('SubVfin', '')]",,VER,105,C/V\.'C/V\
455,70,1,quant,quant,ADV,1921,36,Sub,Sub,quand,cant,CI,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,ADV,105,C/V\
