wd_id,line_id,linewd,word,lex_id,old_wd_id,chapter_id,syntag,syntag2,lemma,syllabified
177,41,4,nostre,nostre,699,6,Det,Det,notre,'C/V\.C/(e)\
178,41,5,seigneur,seigneur,700,6,N,N,,C/V\.'C/V\
179,42,1,nostre,nostre,699,6,Det,Det,notre,'C/V\.C/(e)\
180,42,2,seigneur,seigneur,700,6,N,N,,C/V\.'C/V\
181,42,3,mil,mil,701,6,QIs,QIs,un,C/V\
182,42,4,deus,deus,702,6,QIs,QIs,deux,C/V\
183,43,1,mil,mil,701,6,QIs,QIs,un,C/V\
184,43,2,deus,deus,702,6,QIs,QIs,deux,C/V\
185,43,3,cens,cens,703,6,QIs,QIs,cent,C/V\
186,43,4,quatre,quatre,704,6,QIs,QIs,quatre,'C/V\.C/(e)\
187,43,5,vinz,vinz,705,6,QIs,QIs,vingt,C/V\
188,44,1,cens,cens,703,6,QIs,QIs,cent,C/V\
189,44,2,quatre,quatre,704,6,QIs,QIs,quatre,'C/V\.C/(e)\
190,44,3,vinz,vinz,705,6,QIs,QIs,vingt,C/V\
191,44,4,et,et,706,6,Crd,Crd,et,/V\
192,44,5,.i.,.i.,707,6,QIs,QIs,un,/V\
193,45,1,de,de,716,6,Pre,Pre,de,C/(e)\
194,45,2,la,la,717,6,Det,Det,le,C/V\
195,45,3,nativite,nativité,718,6,N,N,,C/V\.C/V\.C/V\.'C/V\
196,46,1,l,l',739,6,Prn,Prn$$,le,C/\
197,46,2,eust,eust,740,6,Vfin,Vfin,avoir,/(V)\.'/V\
198,46,3,ilecques,ilecques,741,6,Adv,Adv,illuec,/V\.'C/V\.C/e\
199,46,4,morse,morse,742,6,Vpp,Vpp,mourir,'C/V\.C/(e)\
200,47,1,de,de,778,6,Pre,Pre,de,C/(e)\
201,47,2,l,l',779,6,Det,Det,le,C/\
202,47,3,ueil,ueil,780,6,N,N,,/V\
203,47,4,devers,devers,781,6,PrA,PrA,devers,C/V\.'C/V\
204,47,5,la,la,782,6,Det,Det,le,C/V\
205,47,6,temple,temple,783,6,N,N,,'C/V\.C/(e)\
206,48,1,et,et,784,6,Crd,Crd,et,/V\
207,48,2,monta,monta,785,6,Vfin,Vfin,monter,C/V\.'C/V\
208,48,3,au,au,786,6,Pre+Det,Pre+Det,à.le,/V\
209,48,4,sourcill,sourcill,787,6,N,N,,C/V\.'C/V\
210,49,1,et,et,822,6,Crd,Crd,et,/V\
211,49,2,estoit,estoit,823,6,Vfin,Vfin,être,/V\.'C/V\
212,49,3,cele,cele,824,6,Dem,Dem,cil,'C/V\.C/(e)\
213,49,4,piece,piece,825,6,N,N,,'C/V\.C/(e)\
214,50,1,rouge,rouge,828,6,Adj,Adj,,'C/V\.C/(e)\
215,50,2,et,et,829,6,Crd,Crd,et,/V\
216,50,3,mole,mole,830,6,Adj,Adj,,'C/V\.C/(e)\
217,50,4,a,a,831,6,Pre,Pre,à,/V\
218,50,5,maniere,maniere,832,6,N,N,,C/V\.'C/V\.C/(e)\
219,51,1,a,a,831,6,Pre,Pre,à,/V\
220,51,2,maniere,maniere,832,6,N,N,,C/V\.'C/V\.C/(e)\
221,51,3,de,de,833,6,Pre,Pre,de,C/(e)\
222,51,4,char,char,834,6,N,N,,C/V\
223,52,1,de,de,850,6,Pre,Pre,de,C/(e)\
224,52,2,un,un,851,6,QIs,QIs,un,/V\
225,52,3,an,an,852,6,N,N,,/V\
226,52,4,et,et,853,6,Crd,Crd,et,/V\
227,52,5,nuef,nuef,854,6,QIs,QIs,neuf,C/V\
228,52,6,mois,mois,855,6,N,N,,C/V\
229,53,1,et,et,859,6,Crd,Crd,et,/V\
230,53,2,le,le,860,6,Det,Det,le,C/(e)\
231,53,3,dit,dit,861,6,Vpp,Vpp,dire,C/V\
232,53,4,jehan,jehan,862,6,N,N,,C/(V)\.'/V\
233,53,5,",",",",863,6,Pnc,Pnc,,
234,53,6,pere,pere,864,6,N,N,,'C/V\.C/(e)\
235,54,1,et,et,889,6,Crd,Crd,et,/V\
236,54,2,as,as,890,6,Pre+Det,Pre+Det,à.le,/V\
237,54,3,cyrurgiens,cyrurgiens,891,6,N,N,,C/V\.C/V\.C/{V}\.'/V\
238,55,1,de,de,895,6,Pre,Pre,de,C/(e)\
239,55,2,cele,cele,896,6,Dem,Dem,cil,'C/V\.C/(e)\
240,55,3,maladie,maladie,897,6,N,N,,C/V\.C/V\.'C/V\./(e)\
241,56,1,de,de,908,6,Pre,Pre,de,C/(e)\
242,56,2,char,char,909,6,N,N,,C/V\
243,56,3,estoit,estoit,910,6,Vfin,Vfin,être,/V\.'C/V\
244,56,4,coupee,coupee,911,6,Vpp,Vpp,,C/V\.'C/V\./(e)\
245,57,1,aucunes,aucunes,925,6,QIs,QIs,aucun,/V\.'C/V\.C/e\
246,57,2,medecines,medecines,926,6,N,N,,C/V\.C/e\.'C/V\.C/e\
247,58,1,comme,comme,962,6,Sub,Sub,comme,'C/V\.C/(e)\
248,58,2,les,les,963,6,Det,Det,le,C/V\
249,58,3,diz,diz,964,6,Vpp,Vpp,dire,C/V\
250,58,4,jehan,jehan,965,6,N,N,,C/(V)\.'/V\
251,59,1,eussent,eussent,968,6,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\
252,59,2,entendu,entendu,969,6,Vpp,Vpp,entendre,/V\.C/V\.'C/V\
253,60,1,du,du,977,6,Pre+Det,Pre+Det,de.le,C/V\
254,60,2,benoiet,benoiet,978,6,Adj,Adj,,C/V\.C/V\.'C/V\
255,60,3,saint,saint,979,6,Adj,Adj,saint,C/V\
256,60,4,loys,loys,980,6,N,N,,C/V\
257,61,1,d,d',986,6,Pre,Pre,de,C/\
258,61,2,icele,icele,987,6,Dem,Dem,cil,/V\.'C/V\.C/(e)\
259,61,3,pucelete,pucelete,988,6,N,N,,C/V\.C/e\.'C/V\.C/(e)\
260,62,1,en,en,999,6,Pre,Pre,en,/V\
261,62,2,disant,disant,1000,6,Vprs,Vprs,dire,C/V\.'C/V\
262,62,3,ces,ces,1001,6,Dem,Dem,cist,C/V\
263,62,4,paroles,paroles,1002,6,N,N,,C/V\.'C/V\.C/e\
264,63,1,par,par,1053,6,Pre,Pre,par,C/V\
265,63,2,le,le,1054,6,Det,Det,le,C/(e)\
266,63,3,commandement,commandement,1055,6,N,N,,C/V\.C/V\.C/e\.'C/V\
267,64,1,la,la,1078,6,Det,Det,le,C/V\
268,64,2,dite,dite,1079,6,Vpp,Vpp,dire,'C/V\.C/(e)\
269,64,3,pucelete,pucelete,1080,6,N,N,,C/V\.C/e\.'C/V\.C/(e)\
270,65,1,priez,priez,1097,6,Vfin,Vfin,prier,C/V\.'C/V\
271,65,2,nostre,nostre,1098,6,Det,Det,notre,'C/V\.C/(e)\
272,65,3,seigneur,seigneur,1099,6,N,N,,C/V\.'C/V\
273,66,1,de,de,1106,6,Pre,Pre,de,C/(e)\
274,66,2,ceste,ceste,1107,6,Dem,Dem,cist,'C/V\.C/(e)\
275,66,3,maladie,maladie,1108,6,N,N,,C/V\.C/V\.'C/V\./(e)\
276,67,1,au,au,1124,6,Pre+Det,Pre+Det,à.le,/V\
277,67,2,jour,jour,1125,6,N,N,,C/V\
278,67,3,de,de,1126,6,Pre,Pre,de,C/(e)\
279,67,4,vendredi,vendredi,1127,6,N,N,,C/V\.C/e\.'C/V\
280,68,1,garda,garda,1163,6,Vfin,Vfin,garder,C/V\.'C/V\
281,68,2,mout,mout,1164,6,QIs,QIs,moult,C/V\
282,68,3,bien,bien,1165,6,Adv,Adv,bien,C/V\
283,68,4,son,son,1166,6,Det,Det,son4,C/V\
284,68,5,veu,veu,1167,6,N,N,,C/V\
285,69,1,aincois,aincois,1182,6,Adv,Adv,ainçois,/V\.'C/V\
286,69,2,que,que,1183,6,Sub,Sub,que,C/(e)\
287,69,3,la,la,1184,6,Det,Det,le,C/V\
288,69,4,pucele,pucele,1185,6,N,N,,C/V\.'C/V\.C/(e)\
289,70,1,au,au,1206,6,Pre+Det,Pre+Det,à.le,/V\
290,70,2,benoiet,benoiet,1207,6,Adj,Adj,,C/V\.C/V\.'C/V\
291,70,3,saint,saint,1208,6,Adj,Adj,saint,C/V\
292,70,4,loys,loys,1209,6,N,N,,C/V\
293,71,1,et,et,1210,6,Crd,Crd,et,/V\
294,71,2,disoit,disoit,1211,6,Vfin,Vfin,dire,C/V\.'C/V\
295,71,3,que,que,1212,6,Sub,Sub,que,C/(e)\
296,71,4,se,se,1213,6,Sub,Sub,si3,C/(e)\
297,71,5,diex,diex,1214,6,N,N,,C/V\
298,72,1,et,et,1284,6,Crd,Crd,et,/V\
299,72,2,la,la,1285,6,Det,Det,le,C/V\
300,72,3,seconde,seconde,1286,6,Adj,Adj,,C/V\.'C/V\.C/(e)\
301,72,4,foiz,foiz,1287,6,N,N,,C/V\
302,73,1,que,que,1296,6,Qux,Qux,que,C/(e)\
303,73,2,la,la,1297,6,Det,Det,le,C/V\
304,73,3,dite,dite,1298,6,Vpp,Vpp,dire,'C/V\.C/(e)\
305,73,4,pucele,pucele,1299,6,N,N,,C/V\.'C/V\.C/(e)\
306,74,1,et,et,1322,6,Crd,Crd,et,/V\
307,74,2,quant,quant,1323,6,Sub,Sub,quand,C/V\
308,74,3,jehan,jehan,1324,6,N,N,,C/(V)\.'/V\
309,74,4,",",",",1325,6,Pnc,Pnc,,
310,74,5,le,le,1326,6,Det,Det,le,C/(e)\
311,74,6,pere,pere,1327,6,N,N,,'C/V\.C/(e)\
312,75,1,devant,devant,1341,6,PrA,PrA,devant,C/V\.'C/V\
313,75,2,dite,dite,1342,6,Vpp,Vpp,dire,'C/V\.C/(e)\
314,75,3,ces,ces,1343,6,Dem,Dem,cist,C/V\
315,75,4,moz,moz,1344,6,N,N,,C/V\
316,76,1,ces,ces,1343,6,Dem,Dem,cist,C/V\
317,76,2,moz,moz,1344,6,N,N,,C/V\
318,76,3,:,:,1345,6,Pnc,Pnc,,
319,76,4,"""","""",1346,6,Pnc,Pnc,,
320,76,5,il,il,1347,6,Prn,Prn$,il,/V\
321,76,6,m,m',1348,6,Prn,Prn$$,me,C/\
322,76,7,est,est,1349,6,Vfin,Vfin,être,/V\
323,76,8,avis,avis,1350,6,N,N,,/V\.'C/V\
324,77,1,il,il,1347,6,Prn,Prn$,il,/V\
325,77,2,m,m',1348,6,Prn,Prn$$,me,C/\
326,77,3,est,est,1349,6,Vfin,Vfin,être,/V\
327,77,4,avis,avis,1350,6,N,N,,/V\.'C/V\
328,77,5,"""","""",1351,6,Pnc,Pnc,,
329,77,6,",",",",1352,6,Pnc,Pnc,,
330,77,7,dist,dist,1353,6,Vfin,Vfin,dire,C/V\
331,77,8,il,il,1354,6,Prn,Prn%,il,/V\
332,78,1,de,de,1385,6,Pre,Pre,de,C/(e)\
333,78,2,la,la,1386,6,Det,Det,le,C/V\
334,78,3,dite,dite,1387,6,Vpp,Vpp,dire,'C/V\.C/(e)\
335,78,4,pucele,pucele,1388,6,N,N,,C/V\.'C/V\.C/(e)\
336,79,1,comme,comme,1401,6,Sub,Sub,comme,'C/V\.C/(e)\
337,79,2,les,les,1402,6,Det,Det,le,C/V\
338,79,3,diz,diz,1403,6,Vpp,Vpp,dire,C/V\
339,79,4,jehan,jehan,1404,6,N,N,,C/(V)\.'/V\
340,80,1,eu,eu,1411,6,Pre+Det,Pre+Det,en.le,/(V)\.'/V\
341,80,2,sezieme,sezieme,1412,6,Adj,Adj,,C/V\.'C/V\.C/(e)\
342,80,3,jour,jour,1413,6,N,N,,C/V\
343,81,1,et,et,1414,6,Crd,Crd,et,/V\
344,81,2,icelui,icelui,1415,6,Dem,Dem,cil,/V\.C/e\.'C/V\
345,81,3,jehan,jehan,1416,6,N,N,,C/(V)\.'/V\
346,82,1,et,et,1463,6,Crd,Crd,et,/V\
347,82,2,virent,virent,1464,6,Vfin,Vfin,voir,'C/V\.C/e\
348,82,3,cele,cele,1465,6,Dem,Dem,cil,'C/V\.C/(e)\
349,82,4,piece,piece,1466,6,N,N,,'C/V\.C/(e)\
350,83,1,a,a,1544,6,Pre,Pre,à,/V\
351,83,2,guerir,guerir,1545,6,Vinf,Vinf,guérir,C/V\.'C/V\
352,83,3,cele,cele,1546,6,Dem,Dem,cil,'C/V\.C/(e)\
353,83,4,trace,trace,1547,6,N,N,,'C/V\.C/(e)\
354,84,1,qui,qui,1566,6,Qux,Qux,qui,C/V\
355,84,2,l,l',1567,6,Prn,Prn$$,le,C/\
356,84,3,avoit,avoit,1568,6,Vfin,Vfin,avoir,/V\.'C/V\
357,84,4,delivree,delivree,1569,6,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\
358,85,1,et,et,1616,6,Crd,Crd,et,/V\
359,85,2,de,de,1617,6,Pre,Pre,de,C/(e)\
360,85,3,la,la,1618,6,Det,Det,le,C/V\
361,85,4,dite,dite,1619,6,Vpp,Vpp,dire,'C/V\.C/(e)\
362,85,5,trace,trace,1620,6,N,N,,'C/V\.C/(e)\
363,86,1,ou,ou,1624,6,Crd,Crd,ou,/V\
364,86,2,ilecques,ilecques,1625,6,Adv,Adv,illuec,/V\.'C/V\.C/e\
365,86,3,entour,entour,1626,6,PrA,PrA,entour,/V\.'C/V\
366,87,1,du,du,1668,6,Pre+Det,Pre+Det,de.le,C/V\
367,87,2,benoiet,benoiet,1669,6,Adj,Adj,,C/V\.C/V\.'C/V\
368,87,3,saint,saint,1670,6,Adj,Adj,saint,C/V\
369,87,4,loys,loys,1671,6,N,N,,C/V\
370,88,1,et,et,1673,6,Crd,Crd,et,/V\
371,88,2,disoient,disoient,1674,6,Vfin,Vfin,dire,C/V\.'C/V\./e\
372,88,3,les,les,1675,6,Det,Det,le,C/V\
373,88,4,genz,genz,1676,6,N,N,,C/V\
374,89,1,de,de,1683,6,Pre,Pre,de,C/(e)\
375,89,2,l,l',1684,6,Det,Det,le,C/\
376,89,3,enfant,enfant,1685,6,N,N,,/V\.'C/V\
377,89,4,de,de,1686,6,Pre,Pre,de,C/(e)\
378,89,5,grollai,grollai,1687,6,N,N,,C/V\.'C/V\
379,90,1,que,que,1713,6,Sub,Sub,que,C/(e)\
380,90,2,la,la,1714,6,Det,Det,le,C/V\
381,90,3,dite,dite,1715,6,Vpp,Vpp,dire,'C/V\.C/(e)\
382,90,4,pucele,pucele,1716,6,N,N,,C/V\.'C/V\.C/(e)\
383,91,1,du,du,1722,6,Pre+Det,Pre+Det,de.le,C/V\
384,91,2,benoiet,benoiet,1723,6,Adj,Adj,,C/V\.C/V\.'C/V\
385,91,3,saint,saint,1724,6,Adj,Adj,saint,C/V\
386,91,4,loys,loys,1725,6,N,N,,C/V\
387,92,1,et,et,1733,6,Crd,Crd,et,/V\
388,92,2,les,les,1734,6,Det,Det,le,C/V\
389,92,3,inquisiteurs,inquisiteurs,1735,6,N,N,,/V\.C/V\.C/V\.'C/V\
390,93,1,ou,ou,1751,6,Qux,Qux,où,/V\
391,93,2,cele,cele,1752,6,Dem,Dem,cil,'C/V\.C/(e)\
392,93,3,maladie,maladie,1753,6,N,N,,C/V\.C/V\.'C/V\./(e)\
393,94,1,et,et,1772,6,Crd,Crd,et,/V\
394,94,2,guerie,guerie,1773,6,Vpp,Vpp,guérir,C/V\.'C/V\./(e)\
395,94,3,du,du,1774,6,Pre+Det,Pre+Det,de.le,C/V\
396,94,4,tout,tout,1775,6,QIs,QIs,tout,C/V\
397,95,1,dit,dit,1778,7,Vpp,Vpp,dire,C/V\
398,95,2,le,le,1779,7,Det,Det,le,C/(e)\
399,95,3,potencier,potencier,1780,7,N,N,,C/V\.C/V\.'C/V\
400,95,4,",",",",1781,7,Pnc,Pnc,,
401,95,5,nez,nez,1782,7,Vpp,Vpp,naître,C/V\
402,96,1,nez,nez,1782,7,Vpp,Vpp,naître,C/V\
403,96,2,de,de,1783,7,Pre,Pre,de,C/(e)\
404,96,3,varenguebec,varenguebec,1784,7,N,N,,C/V\.C/V\.C/e\.'C/V\
405,97,1,et,et,1804,7,Crd,Crd,et,/V\
406,97,2,fu,fu,1805,7,Vfin,Vfin,être,C/V\
407,97,3,avec,avec,1806,7,PrA,PrA,avec,/V\.'C/V\
408,97,4,robert,robert,1807,7,N,N,,C/V\.'C/V\
409,98,1,dit,dit,1808,7,Vpp,Vpp,dire,C/V\
410,98,2,reboule,reboule,1809,7,N,N,,C/V\.'C/V\.C/(e)\
411,98,3,",",",",1810,7,Pnc,Pnc,,
412,98,4,foulon,foulon,1811,7,N,N,,C/V\.'C/V\
413,99,1,et,et,1812,7,Crd,Crd,et,/V\
414,99,2,bourgois,bourgois,1813,7,N,N,,C/V\.'C/V\
415,99,3,de,de,1814,7,Pre,Pre,de,C/(e)\
416,99,4,paris,paris,1815,7,N,N,,C/V\.'C/V\
417,100,1,par,par,1818,7,Pre,Pre,par,C/V\
418,100,2,un,un,1819,7,QIs,QIs,un,/V\
419,100,3,an,an,1820,7,N,N,,/V\
420,100,4,et,et,1821,7,Crd,Crd,et,/V\
421,100,5,demi,demi,1822,7,Adj,Adj,demi,C/V\.'C/V\
422,101,1,ne,ne,1870,7,Neg,Neg$$,ne,C/(e)\
