wd_id,line_id,linewd,word,lex_id,old_wd_id,textlineid,syntag,syntag2,lemma,syllabified
180,46,1,de,de,649,714,Pre,Pre,de,C/(e)\
181,46,2,leurs,leurs,650,714,Det,Det,leur2,C/V\
182,46,3,branches,branches,651,714,N,N,,'C/V\.C/e\
183,46,4,en,en,652,714,Pre,Pre,en,/V\
184,46,5,hault,hault,653,714,Adj,Adj,haut,C/V\
185,47,1,et,et,684,717,Crd,Crd,et,/V\
186,47,2,de,de,685,717,Pre,Pre,de,C/(e)\
187,47,3,si,si,686,717,Adv,Adv,si4,C/V\
188,47,4,longue,longue,687,717,Adj,Adj,long,'C/V\.C/(e)\
189,47,5,main,main,688,717,N,N,,C/V\
190,48,1,a,a,693,717,Pre,Pre,à,/V\
191,48,2,y,y,694,718,Prn,Prn$,y2,/V\
192,48,3,ouvrer,ouvrer,695,718,Vinf,Vinf,oeuvrer,/V\.'C/V\
193,48,4,et,et,696,718,Crd,Crd,et,/V\
194,48,5,faire,faire,697,718,Vinf,Vinf,faire,'C/V\.C/(e)\
195,49,1,et,et,696,718,Crd,Crd,et,/V\
196,49,2,faire,faire,697,718,Vinf,Vinf,faire,'C/V\.C/(e)\
197,49,3,l',l',698,718,Det,Det,le,C/\
198,49,4,assemblee,assemblee,699,718,N,N,,/V\.C/V\.'C/V\./(e)\
199,50,1,ne,ne,712,719,Neg,Neg$$,ne,C/(e)\
200,50,2,fut,fut,713,719,Vfin,Vfin,être,C/V\
201,50,3,veu,veu,714,719,Vpp,Vpp,voir,C/V\
202,50,4,le,le,715,719,Det,Det,le,C/(e)\
203,50,5,pareil,pareil,716,719,Adj,Adj,pareil,C/V\.'C/V\
204,51,1,le,le,715,719,Det,Det,le,C/(e)\
205,51,2,pareil,pareil,716,719,Adj,Adj,pareil,C/V\.'C/V\
206,51,3,",",",",717,719,Pnc,Pnc,,
207,51,4,se,se,718,719,Sub,Sub,si3,C/(e)\
208,51,5,Fortune,fortune,719,719,N,N,,C/V\.'C/V\.C/(e)\
209,52,1,se,se,718,719,Sub,Sub,si3,C/(e)\
210,52,2,Fortune,fortune,719,719,N,N,,C/V\.'C/V\.C/(e)\
211,52,3,",",",",720,719,Pnc,Pnc,,
212,52,4,envieuse,envieuse,721,720,Adj,Adj,,/V\.C/V\.'C/V\.C/(e)\
213,53,1,lui,lui,736,721,Prn,Prn$$,lui,C/V\
214,53,2,despleut,despleut,737,721,Vfin,Vfin,déplaire,C/V\.'C/V\
215,53,3,l',l',738,721,Det,Det,le,C/\
216,53,4,excellence,excellence,739,721,N,N,,/V\.C/e\.'C/V\.C/(e)\
217,54,1,et,et,751,722,Crd,Crd,et,/V\
218,54,2,senestre,senestre,752,722,Adj,Adj,senestre,C/V\.'C/V\.C/(e)\
219,54,3,costé,costé,753,722,N,N,,C/V\.'C/V\
220,55,1,froissez,froissez,774,725,Vpp,Vpp,,C/V\.'C/V\
221,55,2,et,et,775,725,Crd,Crd,et,/V\
222,55,3,derompuz,derompuz,776,725,Vpp,Vpp,dérompre,C/V\.C/V\.'C/V\
223,56,1,se,se,789,726,Prn,Prn$$,se,C/(e)\
224,56,2,monstroit,monstroit,790,726,Vfin,Vfin,montrer,C/V\.'C/V\
225,56,3,obscurcie,obscurcie,791,726,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\
226,57,1,et,et,792,727,Crd,Crd,et,/V\
227,57,2,pou,pou,793,727,N,N,peu,C/V\
228,57,3,de,de,794,727,Pre,Pre,de,C/(e)\
229,57,4,fleurs,fleurs,795,727,N,N,,C/V\
230,57,5,de,de,796,727,Pre,Pre,de,C/(e)\
231,57,6,liz,liz,797,727,N,N,,C/V\
232,58,1,entiere,entiere,817,729,Adj,Adj,,/V\.'C/V\.C/(e)\
233,58,2,ne,ne,818,729,Crd,Crd,ne2,C/(e)\
234,58,3,conjointe,conjointe,819,729,Vpp,Vpp,conjoindre,C/V\.'C/V\.C/(e)\
235,59,1,ne,ne,818,729,Crd,Crd,ne2,C/(e)\
236,59,2,conjointe,conjointe,819,729,Vpp,Vpp,conjoindre,C/V\.'C/V\.C/(e)\
237,59,3,",",",",820,729,Pnc,Pnc,,
238,59,4,et,et,821,729,Crd,Crd,et,/V\
239,59,5,les,les,822,729,Det,Det,le,C/V\
240,59,6,lectres,lectres,823,729,N,N,,'C/V\.C/e\
241,60,1,et,et,821,729,Crd,Crd,et,/V\
242,60,2,les,les,822,729,Det,Det,le,C/V\
243,60,3,lectres,lectres,823,729,N,N,,'C/V\.C/e\
244,60,4,formees,formees,824,729,Vpp,Vpp,,C/V\.'C/V\./e\
245,61,1,formees,formees,824,729,Vpp,Vpp,,C/V\.'C/V\./e\
246,61,2,et,et,825,730,Crd,Crd,et,/V\
247,61,3,assises,assises,826,730,Vpp,Vpp,asseoir,/V\.'C/V\.C/e\
248,62,1,s',s',841,731,Prn,Prn$$,se,C/\
249,62,2,en,en,842,731,Prn,Prn$$,en2,/V\
250,62,3,povoit,povoit,843,731,Vfin,Vfin,pouvoir2,C/V\.'C/V\
251,62,4,assembler,assembler,844,731,Vinf,Vinf,assembler,/V\.C/V\.'C/V\
252,63,1,de,de,856,732,Pre,Pre,de,C/(e)\
253,63,2,la,la,857,732,Det,Det,le,C/V\
254,63,3,basse,basse,858,733,Adj,Adj,,'C/V\.C/(e)\
255,63,4,partie,partie,859,733,N,N,,C/V\.'C/V\./(e)\
256,64,1,et,et,878,801,Crd,Crd,et,/V\
257,64,2,en,en,879,801,Pre,Pre,en,/V\
258,64,3,destruction,destruction,880,801,N,N,,C/V\.C/V\.C/{V}\.'/V\
259,65,1,par,par,882,801,Pre,Pre,par,C/V\
260,65,2,rudement,rudement,883,801,N,N,,C/V\.C/e\.'C/V\
261,65,3,frapper,frapper,884,802,Vinf,Vinf,,C/V\.'C/V\
262,66,1,tirer,tirer,886,802,Vinf,Vinf,,C/V\.'C/V\
263,66,2,et,et,887,802,Crd,Crd,et,/V\
264,66,3,detrainer,detrainer,888,802,Vinf,Vinf,,C/V\.C/V\.'C/V\
265,67,1,l',l',894,802,Det,Det,le,C/\
266,67,2,emprainte,emprainte,895,802,N,N,,/V\.'C/V\.C/(e)\
267,67,3,de,de,896,803,Pre,Pre,de,C/(e)\
268,67,4,la,la,897,803,Det,Det,le,C/V\
269,67,5,terre,terre,898,803,N,N,,'C/V\.C/(e)\
270,68,1,apparoit,apparoit,899,803,Vfin,Vfin,apparaître,/V\.C/V\.'C/V\
271,68,2,descouverte,descouverte,900,803,Vpp,Vpp,découvrir,C/V\.C/V\.'C/V\.C/(e)\
272,69,1,comme,comme,906,804,Sub,Sub,comme,'C/V\.C/(e)\
273,69,2,desracinees,desracinees,907,804,Vpp,Vpp,,C/V\.C/V\.C/V\.'C/V\./e\
274,70,1,gectees,gectees,909,804,Vpp,Vpp,jeter,C/V\.'C/V\./e\
275,70,2,et,et,910,804,Crd,Crd,et,/V\
276,70,3,pendans,pendans,911,804,Vprs,Vprs,pendre,C/V\.'C/V\
277,71,1,et,et,910,804,Crd,Crd,et,/V\
278,71,2,pendans,pendans,911,804,Vprs,Vprs,pendre,C/V\.'C/V\
279,71,3,au,au,912,804,Pre+Det,Pre+Det,à.le,/V\
280,71,4,travers,travers,913,804,N,N,,C/V\.'C/V\
281,72,1,avoit,avoit,1011,814,Vfin,Vfin,avoir,/V\.'C/V\
282,72,2,de,de,1012,814,Pre,Pre,de,C/(e)\
283,72,3,coste,coste,1013,814,N,N,,'C/V\.C/(e)\
284,72,4,soy,soy,1014,814,Prn,Prn,soi,C/V\
285,73,1,de,de,1038,817,Pre,Pre,de,C/(e)\
286,73,2,souverains,souverains,1039,817,Adj,Adj,,C/V\.C/V\.'C/V\
287,73,3,ouvriers,ouvriers,1040,817,N,N,,/V\.'C/V\
288,74,1,enrichy,enrichy,1042,817,Vpp,Vpp,,/V\.C/V\.'C/V\
289,74,2,d',d',1043,818,Pre,Pre,de,C/\
290,74,3,entailleures,entailleures,1044,818,N,N,,/V\.C/V\.'C/V\.C/e\
291,75,1,d',d',1043,818,Pre,Pre,de,C/\
292,75,2,entailleures,entailleures,1044,818,N,N,,/V\.C/V\.'C/V\.C/e\
293,75,3,",",",",1045,818,Pnc,Pnc,,
294,75,4,paintures,paintures,1046,818,N,N,,C/V\.'C/V\.C/e\
295,76,1,paintures,paintures,1046,818,N,N,,C/V\.'C/V\.C/e\
296,76,2,",",",",1047,818,Pnc,Pnc,,
297,76,3,armoeries,armoeries,1048,818,N,N,,/V\.C/V\.'C/V\./e\
298,77,1,sinon,sinon,1100,822,Adv,Adv,sinon,C/V\.'C/V\
299,77,2,aucuns,aucuns,1101,823,QIs,QIs,aucun,/V\.'C/V\
300,77,3,appuys,appuys,1102,823,N,N,,/V\.'C/V\
301,78,1,de,de,1103,823,Pre,Pre,de,C/(e)\
302,78,2,foibles,foibles,1104,823,Adj,Adj,,'C/V\.C/e\
303,78,3,et,et,1105,823,Crd,Crd,et,/V\
304,78,4,petites,petites,1106,823,Adj,Adj,petit,C/V\.'C/V\.C/e\
305,79,1,ou,ou,1128,825,Qux,Qux,où,/V\
306,79,2,et,et,1129,825,Crd,Crd,et,/V\
307,79,3,quant,quant,1130,825,Sub,Sub,quand,C/V\
308,79,4,la,la,1131,825,Det,Det,le,C/V\
309,79,5,ruyne,ruyne,1132,825,N,N,,C/V\.'C/V\.C/(e)\
310,80,1,nourrie,nourrie,1163,828,Vpp,Vpp,,C/V\.'C/V\./(e)\
311,80,2,en,en,1164,828,Pre,Pre,en,/V\
312,80,3,abondance,abondance,1165,828,N,N,,/V\.C/V\.'C/V\.C/(e)\
313,81,1,l',l',1177,829,Det,Det,le,C/\
314,81,2,un,un,1178,829,QIs,QIs,un,/V\
315,81,3,de,de,1179,829,Pre,Pre,de,C/(e)\
316,81,4,ses,ses,1180,829,Det,Det,son4,C/V\
317,81,5,bras,bras,1181,829,N,N,,C/V\
318,81,6,",",",",1182,829,Pnc,Pnc,,
319,81,7,couvert,couvert,1183,829,Vpp,Vpp,couvrir,C/V\.'C/V\
320,82,1,de,de,1188,830,Pre,Pre,de,C/(e)\
321,82,2,lis,lis,1189,830,N,N,,C/V\
322,82,3,et,et,1190,830,Crd,Crd,et,/V\
323,82,4,de,de,1191,830,Pre,Pre,de,C/(e)\
324,82,5,daulphins,daulphins,1192,830,N,N,,C/V\.'C/V\
325,83,1,et,et,1208,831,Crd,Crd,et,/V\
326,83,2,tiroit,tiroit,1209,831,Vfin,Vfin,,C/V\.'C/V\
327,83,3,grant,grant,1210,831,Adj,Adj,grand,C/V\
328,83,4,partie,partie,1211,832,N,N,,C/V\.'C/V\./(e)\
329,84,1,le,le,1224,833,Det,Det,le,C/(e)\
330,84,2,plus,plus,1225,833,Adv,Adv,plus,C/V\
331,84,3,principal,principal,1226,833,Adj,Adj,,C/V\.C/V\.'C/V\
332,84,4,pan,pan,1227,833,N,N,,C/V\
333,85,1,et,et,1230,833,Crd,Crd,et,/V\
334,85,2,qui,qui,1231,833,Qux,Qux,qui,C/V\
335,85,3,portoit,portoit,1232,833,Vfin,Vfin,porter,C/V\.'C/V\
336,85,4,le,le,1233,833,Det,Det,le,C/(e)\
337,85,5,branle,branle,1234,833,N,N,,'C/V\.C/(e)\
338,86,1,s',s',1251,902,Prn,Prn$$,se,C/\
339,86,2,enclinoient,enclinoient,1252,902,Vfin,Vfin,,/V\.C/V\.'C/V\./e\
340,86,3,aux,aux,1253,902,Pre+Det,Pre+Det,à.le,/V\
341,86,4,fais,fais,1254,902,N,N,,C/V\
342,87,1,Or,or,1258,903,Adv,Adv,or2,/V\
343,87,2,fut,fut,1259,903,Vfin,Vfin,être,C/V\
344,87,3,moult,moult,1260,903,QIs,QIs,moult,C/V\
345,87,4,fort,fort,1261,903,Adv,Adv,fort,C/V\
346,87,5,grevée,grevée,1262,903,Vpp,Vpp,grever,C/V\.'C/V\./(e)\
347,88,1,de,de,1284,905,Pre,Pre,de,C/(e)\
348,88,2,secours,secours,1285,905,N,N,,C/V\.'C/V\
349,88,3,et,et,1286,905,Crd,Crd,et,/V\
350,88,4,contrainte,contrainte,1287,905,Vpp,Vpp,contraindre,C/V\.'C/V\.C/(e)\
351,89,1,l',l',1301,906,Det,Det,le,C/\
352,89,2,un,un,1302,906,QIs,QIs,un,/V\
353,89,3,estant,estant,1303,906,Vprs,Vprs,être,/V\.'C/V\
354,89,4,droit,droit,1304,906,Adj,Adj,droit2,C/V\
355,89,5,en,en,1305,907,Pre,Pre,en,/V\
356,89,6,armes,armes,1306,907,N,N,,'/V\.C/e\
357,90,1,en,en,1305,907,Pre,Pre,en,/V\
358,90,2,armes,armes,1306,907,N,N,,'/V\.C/e\
359,90,3,appuyé,appuyé,1307,907,Vpp,Vpp,appuyer,/V\.C/V\.'C/V\
360,91,1,appuyé,appuyé,1307,907,Vpp,Vpp,appuyer,/V\.C/V\.'C/V\
361,91,2,sur,sur,1308,907,PrA,PrA,sur,C/V\
362,91,3,sa,sa,1309,907,Det,Det,son4,C/V\
363,91,4,hasche,hasche,1310,907,N,N,,'C/V\.C/(e)\
364,92,1,sur,sur,1308,907,PrA,PrA,sur,C/V\
365,92,2,sa,sa,1309,907,Det,Det,son4,C/V\
366,92,3,hasche,hasche,1310,907,N,N,,'C/V\.C/(e)\
367,92,4,",",",",1311,907,Pnc,Pnc,,
368,92,5,effrayé,effrayé,1312,907,Vpp,Vpp,effrayer,/V\.C/V\.'C/V\
369,93,1,effrayé,effrayé,1312,907,Vpp,Vpp,effrayer,/V\.C/V\.'C/V\
370,93,2,et,et,1313,907,Crd,Crd,et,/V\
371,93,3,songeux,songeux,1314,907,Adj,Adj,,C/V\.'C/V\
372,94,1,l',l',1316,907,Det,Det,le,C/\
373,94,2,autre,autre,1317,907,Adj,Adj,autre,'/V\.C/(e)\
374,94,3,en,en,1318,908,Pre,Pre,en,/V\
375,94,4,vestement,vestement,1319,908,N,N,,C/V\.C/e\.'C/V\
376,94,5,long,long,1320,908,Adj,Adj,long,C/V\
377,95,1,de,de,1324,908,Pre,Pre,de,C/(e)\
378,95,2,costé,costé,1325,908,N,N,,C/V\.'C/V\
379,95,3,",",",",1326,908,Pnc,Pnc,,
380,95,4,escoutant,escoutant,1327,908,Vprs,Vprs,écouter,/V\.C/V\.'C/V\
381,96,1,escoutant,escoutant,1327,908,Vprs,Vprs,écouter,/V\.C/V\.'C/V\
382,96,2,et,et,1328,908,Crd,Crd,et,/V\
383,96,3,taisant,taisant,1329,908,Vprs,Vprs,taire,C/V\.'C/V\
384,97,1,le,le,1331,909,Det,Det,le,C/(e)\
385,97,2,tiers,tiers,1332,909,Adj,Adj,tiers,C/V\
386,97,3,",",",",1333,909,Pnc,Pnc,,
387,97,4,en,en,1334,909,Pre,Pre,en,/V\
388,97,5,vil,vil,1335,909,Adj,Adj,,C/V\
389,97,6,habit,habit,1336,909,N,N,,C/V\.'C/V\
390,98,1,en,en,1334,909,Pre,Pre,en,/V\
391,98,2,vil,vil,1335,909,Adj,Adj,,C/V\
392,98,3,habit,habit,1336,909,N,N,,C/V\.'C/V\
393,98,4,",",",",1337,909,Pnc,Pnc,,
394,98,5,reverse,reverse,1338,909,Adj,Adj,,C/V\.'C/V\.C/(e)\
395,99,1,reverse,reverse,1338,909,Adj,Adj,,C/V\.'C/V\.C/(e)\
396,99,2,sur,sur,1339,909,PrA,PrA,sur,C/V\
397,99,3,la,la,1340,909,Det,Det,le,C/V\
398,99,4,terre,terre,1341,909,N,N,,'C/V\.C/(e)\
399,100,1,sur,sur,1339,909,PrA,PrA,sur,C/V\
400,100,2,la,la,1340,909,Det,Det,le,C/V\
401,100,3,terre,terre,1341,909,N,N,,'C/V\.C/(e)\
402,100,4,",",",",1342,909,Pnc,Pnc,,
403,100,5,plaintif,plaintif,1343,909,Adj,Adj,,C/V\.'C/V\
404,101,1,plaintif,plaintif,1343,909,Adj,Adj,,C/V\.'C/V\
405,101,2,et,et,1344,909,Crd,Crd,et,/V\
406,101,3,langoureux,langoureux,1345,910,Adj,Adj,,C/V\.C/V\.'C/V\
407,102,1,qui,qui,1380,913,Qux,Qux,qui,C/V\
408,102,2,de,de,1381,913,Pre,Pre,de,C/(e)\
409,102,3,cuer,cuer,1382,913,N,N,,C/V\
410,102,4,adollé,adollé,1383,913,Vpp,Vpp,,/V\.C/V\.'C/V\
411,103,1,O,o,1393,916,Exc,Exc,,/V\
412,103,2,hommes,hommes,1394,916,N,N,,'/V\.C/e\
413,103,3,forvoiez,forvoiez,1395,916,Vpp,Vpp,fourvoyer,C/V\.C/V\.'C/V\
414,104,1,forvoiez,forvoiez,1395,916,Vpp,Vpp,fourvoyer,C/V\.C/V\.'C/V\
415,104,2,du,du,1396,916,Pre+Det,Pre+Det,de.le,C/V\
416,104,3,chemin,chemin,1397,916,N,N,,C/V\.'C/V\
417,105,1,de,de,1398,916,Pre,Pre,de,C/(e)\
418,105,2,bonne,bonne,1399,916,Adj,Adj,bon,'C/V\.C/(e)\
419,105,3,cognoissance,cognoissance,1400,916,N,N,,C/V\.C/V\.'C/V\.C/(e)\
420,106,1,feminins,feminins,1402,917,Adj,Adj,,C/V\.C/V\.'C/V\
421,106,2,de,de,1403,917,Pre,Pre,de,C/(e)\
422,106,3,couraiges,couraiges,1404,917,N,N,,C/V\.'C/V\.C/e\
423,107,1,de,de,1410,917,Pre,Pre,de,C/(e)\
424,107,2,vertuz,vertuz,1411,917,N,N,,C/V\.'C/V\
425,107,3,",",",",1412,917,Pnc,Pnc,,
426,107,4,forlignez,forlignez,1413,918,Vpp,Vpp,,C/V\.C/V\.'C/V\
427,108,1,choisissez,choisissez,1425,919,Vfin,Vfin,,C/V\.C/V\.'C/V\
428,108,2,a,a,1426,919,Pre,Pre,à,/V\
429,108,3,mourir,mourir,1427,919,Vinf,Vinf,mourir,C/V\.'C/V\
430,109,1,vous,vous,1437,920,Prn,Prn$$,vous,C/V\
431,109,2,tient,tient,1438,920,Vfin,Vfin,tenir,C/V\
432,109,3,les,les,1439,920,Det,Det,le,C/V\
433,109,4,mains,mains,1440,920,N,N,,C/V\
434,109,5,ployees,ployees,1441,920,Vpp,Vpp,,C/V\.'C/V\./e\
435,110,1,ou,ou,1520,928,Qux,Qux,où,/V\
436,110,2,vous,vous,1521,928,Prn,Prn$,vous,C/V\
437,110,3,estes,estes,1522,928,Vfin,Vfin,être,'/V\.C/e\
438,110,4,nourriz,nourriz,1523,928,Vpp,Vpp,,C/V\.'C/V\
439,111,1,ne,ne,1529,929,Crd,Crd,ne2,C/(e)\
440,111,2,quelles,quelles,1530,929,Qux,Qux,quel,'C/V\.C/e\
441,111,3,assez,assez,1531,929,Adv,Adv,assez,/V\.'C/V\
442,111,4,aspres,aspres,1532,929,Adj,Adj,,'/V\.C/e\
443,112,1,de,de,1581,1004,Pre,Pre,de,C/(e)\
444,112,2,celle,celle,1582,1004,Dem,Dem,cil,'C/V\.C/(e)\
445,112,3,seigneurie,seigneurie,1583,1004,N,N,,C/V\.C/V\.'C/V\./(e)\
446,113,1,du,du,1659,1011,Pre+Det,Pre+Det,de.le,C/V\
447,113,2,païz,païz,1660,1011,N,N,,C/V\.'C/V\
448,113,3,que,que,1661,1011,Sub,Sub,que,C/(e)\
449,113,4,le,le,1662,1011,Det,Det,le,C/(e)\
450,113,5,corps,corps,1663,1011,N,N,,C/V\
451,114,1,tent,tent,1664,1011,Vfin,Vfin,tenir,C/V\
452,114,2,a,a,1665,1011,Pre,Pre,à,/V\
453,114,3,y,y,1666,1011,Prn,Prn$,y2,/V\
454,114,4,retourner,retourner,1667,1011,Vinf,Vinf,retourner,C/V\.C/V\.'C/V\
455,115,1,comme,comme,1671,1012,Sub,Sub,comme,'C/V\.C/(e)\
456,115,2,en,en,1672,1012,Pre,Pre,en,/V\
457,115,3,son,son,1673,1012,Det,Det,son4,C/V\
458,115,4,propre,propre,1674,1012,Adj,Adj,propre,'C/V\.C/(e)\
459,115,5,lieu,lieu,1675,1012,N,N,,C/V\
460,116,1,le,le,1677,1012,Det,Det,le,C/(e)\
461,116,2,cuer,cuer,1678,1012,N,N,,C/V\
462,116,3,y,y,1679,1012,Prn,Prn$$,y2,/V\
463,116,4,est,est,1680,1012,Vfin,Vfin,être,/V\
464,116,5,donné,donné,1681,1012,Vpp,Vpp,donner,C/V\.'C/V\
465,117,1,la,la,1692,1013,Det,Det,le,C/V\
466,117,2,vie,vie,1693,1013,N,N,,'C/V\./(e)\
467,117,3,et,et,1694,1013,Crd,Crd,et,/V\
468,117,4,la,la,1695,1013,Det,Det,le,C/V\
469,117,5,sancté,sancté,1696,1013,N,N,,C/V\.'C/V\
470,118,1,y,y,1697,1014,Prn,Prn$$,y2,/V\
471,118,2,croissent,croissent,1698,1014,Vfin,Vfin,croître,'C/V\.C/e\
472,118,3,et,et,1699,1014,Crd,Crd,et,/V\
473,118,4,amendent,amendent,1700,1014,Vfin,Vfin,,/V\.'C/V\.C/e\
474,119,1,l',l',1702,1014,Det,Det,le,C/\
475,119,2,omme,omme,1703,1014,N,N,,'/V\.C/(e)\
476,119,3,y,y,1704,1014,Prn,Prn$$,y2,/V\
477,119,4,quiert,quiert,1705,1014,Vfin,Vfin,quérir,C/V\
478,119,5,sa,sa,1706,1014,Det,Det,son4,C/V\
479,119,6,sceurté,sceurté,1707,1014,N,N,,C/V\.'C/V\
480,120,1,est,est,1729,1017,Vfin,Vfin,être,/V\
481,120,2,la,la,1730,1017,Det,Det,le,C/V\
482,120,3,loy,loy,1731,1017,N,N,,C/V\
483,120,4,que,que,1732,1017,Qux,Qux,que,C/(e)\
484,120,5,Nature,nature,1733,1017,N,N,,C/V\.'C/V\.C/(e)\
485,121,1,ne,ne,1744,1018,Neg,Neg$$,ne,C/(e)\
486,121,2,vous,vous,1745,1018,Prn,Prn$$,vous,C/V\
487,121,3,doit,doit,1746,1018,Vfin,Vfin,devoir2,C/V\
488,121,4,estre,estre,1747,1018,Vinf,Vinf,être,'/V\.C/(e)\
489,121,5,grief,grief,1748,1018,Adj,Adj,,C/V\
490,122,1,ne,ne,1753,1019,Neg,Neg$$,ne,C/(e)\
491,122,2,vous,vous,1754,1019,Prn,Prn$$,vous,C/V\
492,122,3,doit,doit,1755,1019,Vfin,Vfin,devoir2,C/V\
493,122,4,estre,estre,1756,1019,Vinf,Vinf,être,'/V\.C/(e)\
494,122,5,estrange,estrange,1757,1019,Adj,Adj,,/V\.'C/V\.C/(e)\
495,123,1,estrange,estrange,1757,1019,Adj,Adj,,/V\.'C/V\.C/(e)\
496,123,2,a,a,1758,1019,Pre,Pre,à,/V\
497,123,3,soustenir,soustenir,1759,1019,Vinf,Vinf,soutenir,C/V\.C/e\.'C/V\
498,124,1,jusques,jusques,1771,1021,PrA,PrA,jusque,'C/V\.C/e\
499,124,2,a,a,1772,1021,Pre,Pre,à,/V\
500,124,3,vostre,vostre,1773,1021,Det,Det,votre,'C/V\.C/(e)\
501,124,4,mort,mort,1774,1021,N,N,,C/V\
502,125,1,est,est,1775,1021,Vfin,Vfin,être,/V\
503,125,2,quant,quant,1776,1021,Sub,Sub,quand,C/V\
504,125,3,de,de,1777,1021,Pre,Pre,de,C/(e)\
505,125,4,soy,soy,1778,1021,Prn,Prn,soi,C/V\
506,125,5,ouvert,ouvert,1779,1021,Vpp,Vpp,ouvrir,/V\.'C/V\
507,126,1,Si,si,1805,1024,Adv,Adv,si4,C/V\
508,126,2,est,est,1806,1024,Vfin,Vfin,être,/V\
509,126,3,force,force,1807,1024,N,N,,'C/V\.C/(e)\
510,126,4,de,de,1808,1024,Pre,Pre,de,C/(e)\
511,126,5,dire,dire,1809,1024,Vinf,Vinf,dire,'C/V\.C/(e)\
512,127,1,qui,qui,1815,1024,Qux,Qux,qui,C/V\
513,127,2,au,au,1816,1024,Pre+Det,Pre+Det,à.le,/V\
514,127,3,commun,commun,1817,1024,Adj,Adj,,C/V\.'C/V\
515,127,4,besoing,besoing,1818,1025,N,N,,C/V\.'C/V\
516,128,1,n',n',1828,1025,Neg,Neg$$,ne,C/\
517,128,2,efforcent,efforcent,1829,1025,Vfin,Vfin,,/V\.'C/V\.C/e\
518,128,3,leur,leur,1830,1026,Det,Det,leur2,C/V\
519,128,4,povoir,povoir,1831,1026,N,N,pouvoir,C/V\.'C/V\
520,129,1,Donc,donc,1851,1027,Adv,Adv,donc,C/V\
521,129,2,pouroit,pouroit,1852,1028,Vfin,Vfin,pouvoir2,C/V\.'C/V\
522,129,3,il,il,1853,1028,Prn,Prn%,il,/V\
523,129,4,sembler,sembler,1854,1028,Vinf,Vinf,sembler,C/V\.'C/V\
524,130,1,que,que,1855,1028,Sub,Sub,que,C/(e)\
525,130,2,la,la,1856,1028,Det,Det,le,C/V\
526,130,3,loy,loy,1857,1028,N,N,,C/V\
527,130,4,de,de,1858,1028,Pre,Pre,de,C/(e)\
528,130,5,Nature,nature,1859,1028,N,N,,C/V\.'C/V\.C/(e)\
529,131,1,quant,quant,1901,1032,Sub,Sub,quand,C/V\
530,131,2,les,les,1902,1032,Det,Det,le,C/V\
531,131,3,oyseaulx,oyseaulx,1903,1032,N,N,,/V\.'C/V\
532,131,4,au,au,1904,1032,Pre+Det,Pre+Det,à.le,/V\
533,131,5,bec,bec,1905,1032,N,N,,C/V\
534,132,1,pour,pour,1957,1104,Pre,Pre,pour,C/V\
535,132,2,leur,leur,1958,1104,Det,Det,leur2,C/V\
536,132,3,pays,paÿs,1959,1104,N,N,,C/V\.'C/V\
537,132,4,defendre,defendre,1960,1104,Vinf,Vinf,défendre,C/V\.'C/V\.C/(e)\
538,133,1,se,se,1992,1107,Prn,Prn$$,se,C/(e)\
539,133,2,mist,mist,1993,1107,Vfin,Vfin,mettre,C/V\
540,133,3,tousjours,tousjours,1994,1107,Adv,Adv,toujours,C/V\.'C/V\
541,133,4,en,en,1995,1107,Pre,Pre,en,/V\
542,133,5,fuyte,fuyte,1996,1107,N,N,,'C/V\.C/(e)\
543,134,1,et,et,2037,1111,Crd,Crd,et,/V\
544,134,2,a,a,2038,1111,Pre,Pre,à,/V\
545,134,3,garder,garder,2039,1111,Vinf,Vinf,garder,C/V\.'C/V\
546,134,4,le,le,2040,1111,Det,Det,le,C/(e)\
547,134,5,lieu,lieu,2041,1111,N,N,,C/V\
548,135,1,le,le,2040,1111,Det,Det,le,C/(e)\
549,135,2,lieu,lieu,2041,1111,N,N,,C/V\
550,135,3,de,de,2042,1111,Pre,Pre,de,C/(e)\
551,135,4,la,la,2043,1111,Det,Det,le,C/V\
552,135,5,naissance,naissance,2044,1111,N,N,,C/V\.'C/V\.C/(e)\
553,136,1,defendre,defendre,2078,1114,Vinf,Vinf,défendre,C/V\.'C/V\.C/(e)\
554,136,2,et,et,2079,1114,Crd,Crd,et,/V\
555,136,3,relever,relever,2080,1114,Vinf,Vinf,relever,C/V\.C/e\.'C/V\
556,137,1,de,de,2084,1114,Pre,Pre,de,C/(e)\
557,137,2,ma,ma,2085,1114,Det,Det,mon,C/V\
558,137,3,prosperité,prosperité,2086,1115,N,N,,C/V\.C/V\.C/V\.'C/V\
559,138,1,et,et,2088,1115,Crd,Crd,et,/V\
560,138,2,en,en,2089,1115,Pre,Pre,en,/V\
561,138,3,lieu,lieu,2090,1115,N,N,,C/V\
562,138,4,de,de,2091,1115,Pre,Pre,de,C/(e)\
563,138,5,guerdon,guerdon,2092,1115,N,N,,C/V\.'C/V\
564,139,1,liberté,liberté,2138,1120,N,N,,C/V\.C/V\.'C/V\
565,139,2,pour,pour,2139,1120,Pre,Pre,pour,C/V\
566,139,3,tenir,tenir,2140,1120,Vinf,Vinf,tenir,C/V\.'C/V\
567,140,1,de,de,2153,1121,Pre,Pre,de,C/(e)\
568,140,2,voz,voz,2154,1121,Det,Det,votre,C/V\
