wd_id,line_id,linewd,word,lex_id,old_wd_id,para_id,syntag,syntag2,lemma,syllabified
94,23,3,le,le,380,18,Det,Det,le,C/(e)\
95,23,4,duc,duc,381,18,N,N,,C/V\
96,24,1,et,et,388,18,Crd,Crd,et,/V\
97,24,2,distrent,distrent,389,18,Vfin,Vfin,dire,'C/V\.C/e\
98,24,3,lor,lor,390,18,Det,Det,leur2,C/V\
99,24,4,message,message,391,18,N,N,,C/V\.'C/V\.C/(e)\
100,25,1,de,de,402,18,Pre,Pre,de,C/(e)\
101,25,2,par,par,403,18,Pre,Pre,par,C/V\
102,25,3,les,les,404,18,Det,Det,le,C/V\
103,25,4,hals,hals,405,18,Adj,Adj,haut,C/V\
104,25,5,barons,barons,406,18,N,N,,C/V\.'C/V\
105,26,1,de,de,407,18,Pre,Pre,de,C/(e)\
106,26,2,france,france,408,18,N,N,,'C/V\.C/(e)\
107,26,3,qui,qui,409,18,Qux,Qux,qui,C/V\
108,26,4,ont,ont,410,18,Vfin,Vfin,avoir,/V\
109,26,5,pris,pris,411,18,Vpp,Vpp,prendre,C/V\
110,27,1,le,le,412,18,Det,Det,le,C/(e)\
111,27,2,sine,sine,413,18,N,N,,'C/V\.C/(e)\
112,27,3,de,de,414,18,Pre,Pre,de,C/(e)\
113,27,4,la,la,415,18,Det,Det,le,C/V\
114,27,5,crois,crois,416,18,N,N,,C/V\
115,28,1,de,de,414,18,Pre,Pre,de,C/(e)\
116,28,2,la,la,415,18,Det,Det,le,C/V\
117,28,3,crois,crois,416,18,N,N,,C/V\
118,28,4,por,por,417,18,Pre,Pre,pour,C/V\
119,28,5,la,la,418,18,Det,Det,le,C/V\
120,28,6,honte,honte,419,18,N,N,,'C/V\.C/(e)\
121,29,1,et,et,423,18,Crd,Crd,et,/V\
122,29,2,por,por,424,18,Pre,Pre,pour,C/V\
123,29,3,jerusalem,jerusalem,425,18,N,N,,C/V\.C/V\.C/V\.'C/V\
124,30,1,se,se,427,18,Sub,Sub,si3,C/(e)\
125,30,2,diex,diex,428,18,N,N,,C/V\
126,30,3,le,le,429,18,Prn,Prn$$,le,C/(e)\
127,30,4,vuelt,vuelt,430,18,Vfin,Vfin,vouloir,C/V\
128,30,5,soffrir,soffrir,431,18,Vinf,Vinf,souffrir,C/V\.'C/V\
129,31,1,que,que,456,18,Sub,Sub,que,C/(e)\
130,31,2,vos,vos,457,18,Prn,Prn$,vous,C/V\
131,31,3,aiez,aiez,458,18,Vfin,Vfin,avoir,/V\.'C/V\
132,31,4,pitie,pitié,459,18,N,N,,C/V\.'C/V\
133,32,1,en,en,488,19,Pre,Pre,en,/V\
134,32,2,totes,totes,489,19,QIs,QIs,tout,'C/V\.C/e\
135,32,3,les,les,490,19,Det,Det,le,C/V\
136,32,4,manieres,manieres,491,19,N,N,,C/V\.'C/V\.C/e\
137,33,1,ne,ne,507,19,Crd,Crd,ne2,C/(e)\
138,33,2,soffrir,soffrir,508,19,Vinf,Vinf,souffrir,C/V\.'C/V\
139,33,3,puissent,puissent,509,19,Vfin,Vfin,pouvoir2,'C/V\.C/e\
140,33,4,certes,certes,510,19,Adv,Adv,certes,'C/V\.C/e\
141,34,1,li,li,560,20,Det,Det,le,C/V\
142,34,2,termes,termes,561,20,N,N,,'C/V\.C/e\
143,34,3,que,que,562,20,Qux,Qux,que,C/(e)\
144,34,4,li,li,563,20,Det,Det,le,C/V\
145,34,5,dux,dux,564,20,N,N,,C/V\
146,35,1,se,se,610,20,Sub,Sub,si3,C/(e)\
147,35,2,nos,nos,611,20,Prn,Prn$,nous,C/V\
148,35,3,i,i,612,20,Prn,Prn$$,y2,/V\
149,35,4,poons,poons,613,20,Vfin,Vfin,pouvoir2,C/V\.'C/V\
150,35,5,metre,metre,614,20,Vinf,Vinf,mettre,'C/V\.C/(e)\
151,36,1,a,a,642,21,Pre,Pre,à,/V\
152,36,2,passer,passer,643,21,Vinf,Vinf,passer,C/V\.'C/V\
153,36,3,.iv.,.iv.,644,21,QIs,QIs,quatre,'C/V\.C/(e)\
154,36,4,.m.,.m.,645,21,QIs,QIs,mille,'C/V\.C/(e)\
155,37,1,.iv.,.iv.,644,21,QIs,QIs,quatre,'C/V\.C/(e)\
156,37,2,.m.,.m.,645,21,QIs,QIs,mille,'C/V\.C/(e)\
157,37,3,et,et,646,21,Crd,Crd,et,/V\
158,37,4,.v.,.v.,647,21,QIs,QIs,cinq,C/V\
159,37,5,.c.,.c.,648,21,QIs,QIs,cent,C/V\
160,38,1,.m.,.m.,645,21,QIs,QIs,mille,'C/V\.C/(e)\
161,38,2,et,et,646,21,Crd,Crd,et,/V\
162,38,3,.v.,.v.,647,21,QIs,QIs,cinq,C/V\
163,38,4,.c.,.c.,648,21,QIs,QIs,cent,C/V\
164,38,5,chevaus,chevaus,649,21,N,N,,C/V\.'C/V\
165,39,1,et,et,650,21,Crd,Crd,et,/V\
166,39,2,.ix.,.ix.,651,21,QIs,QIs,neuf,C/V\
167,39,3,mille,mille,652,21,QIs,QIs,mille,'C/V\.C/(e)\
168,39,4,escuiers,escuiers,653,21,N,N,,/V\.C/V\.'C/V\
169,40,1,et,et,663,21,Crd,Crd,et,/V\
170,40,2,.xx.,.xx.,664,21,QIs,QIs,vingt,C/V\
171,40,3,mille,mille,665,21,QIs,QIs,mille,'C/V\.C/(e)\
172,40,4,serjanz,serjanz,666,21,N,N,,C/V\.'C/V\
173,41,1,mille,mille,665,21,QIs,QIs,mille,'C/V\.C/(e)\
174,41,2,serjanz,serjanz,666,21,N,N,,C/V\.'C/V\
175,41,3,a,a,667,21,Pre,Pre,à,/V\
176,41,4,pie,pié,668,21,N,N,,C/V\
177,42,1,et,et,669,21,Crd,Crd,et,/V\
178,42,2,a,a,670,21,Pre,Pre,à,/V\
179,42,3,toz,toz,671,21,QIs,QIs,tout,C/V\
180,42,4,ces,ces,672,21,Dem,Dem,cist,C/V\
181,42,5,chevaus,chevaus,673,21,N,N,,C/V\.'C/V\
182,43,1,iert,iert,677,21,Vfin,Vfin,être,/V\
183,43,2,telx,telx,678,21,Adj,Adj,tel,C/V\
184,43,3,la,la,679,21,Det,Det,le,C/V\
185,43,4,convenance,convenance,680,21,N,N,,C/V\.C/e\.'C/V\.C/(e)\
186,44,1,.iv.,.iv.,702,21,QIs,QIs,quatre,'C/V\.C/(e)\
187,44,2,mars,mars,703,21,N,N,,C/V\
188,44,3,et,et,704,21,Crd,Crd,et,/V\
189,44,4,por,por,705,21,Pre,Pre,pour,C/V\
190,44,5,l,l,706,21,Det,Det,le,C/\
191,44,6,ome,ome,707,21,N,N,,'/V\.C/(e)\
192,45,1,que,que,713,22,Qux,Qux,que,C/(e)\
193,45,2,nos,nos,714,22,Prn,Prn$,nous,C/V\
194,45,3,vos,vos,715,22,Prn,Prn$,vous,C/V\
195,45,4,devisons,devisons,716,22,Vfin,Vfin,,C/V\.C/V\.'C/V\
196,46,1,vos,vos,717,22,Prn,Prn$$,vous,C/V\
197,46,2,tendrons,tendrons,718,22,Vfin,Vfin,tenir,C/V\.'C/V\
198,46,3,par,par,719,22,Pre,Pre,par,C/V\
199,46,4,un,un,720,22,QIs,QIs,un,/V\
200,46,5,an,an,721,22,N,N,,/V\
201,47,1,a,a,732,22,Pre,Pre,à,/V\
202,47,2,faire,faire,733,22,Vinf,Vinf,faire,'C/V\.C/(e)\
203,47,3,le,le,734,22,Det,Det,le,C/(e)\
204,47,4,servise,servise,735,22,N,N,,C/V\.'C/V\.C/(e)\
205,48,1,et,et,737,22,Crd,Crd,et,/V\
206,48,2,la,la,738,22,Det,Det,le,C/V\
207,48,3,crestiente,crestienté,739,22,N,N,,C/V\.C/{V}\./V\.'C/V\
208,49,1,si,si,756,22,Adv,Adv,si4,C/V\
209,49,2,monte,monte,757,22,Vfin,Vfin,monter,'C/V\.C/(e)\
210,49,3,.xc.,.xc.,758,22,QIs,QIs,quatre.vingt.dix,C/V\.C/e\.'C/V\
211,50,1,que,que,789,23,Qux,Qux,que,C/(e)\
212,50,2,nos,nos,790,23,Prn,Prn$,nous,C/V\
213,50,3,ferons,ferons,791,23,Vfin,Vfin,faire,C/V\.'C/V\
214,50,4,par,par,792,23,Pre,Pre,par,C/V\
215,50,5,mer,mer,793,23,N,N,,C/V\
216,51,1,en,en,799,23,Prn,Prn$$,en2,/V\
217,51,2,avrons,avrons,800,23,Vfin,Vfin,avoir,/V\.'C/V\
218,51,3,et,et,801,23,Crd,Crd,et,/V\
219,51,4,vos,vos,802,23,Prn,Prn,vous,C/V\
220,51,5,l,l,803,23,Det,Det,le,C/\
221,51,6,autre,autre,804,23,Adj,Adj,autre,'/V\.C/(e)\
222,52,1,li,li,817,24,Det,Det,le,C/V\
223,52,2,message,message,818,24,N,N,,C/V\.'C/V\.C/(e)\
224,52,3,s,s,819,24,Prn,Prn$$,se,C/\
225,52,4,en,en,820,24,Prn,Prn$$,en2,/V\
226,52,5,vont,vont,821,24,Vfin,Vfin,aller,C/V\
227,53,1,et,et,836,24,Crd,Crd,et,/V\
228,53,2,parlerent,parlerent,837,24,Vfin,Vfin,parler,C/V\.'C/V\.C/e\
229,53,3,ensemble,ensemble,838,24,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\
230,54,1,sire,sire,856,24,N,N,,'C/V\.C/(e)\
231,54,2,nos,nos,857,24,Prn,Prn$,nous,C/V\
232,54,3,somes,somes,858,24,Vfin,Vfin,être,'C/V\.C/e\
233,54,4,prest,prest,859,24,Adj,Adj,,C/V\
234,55,1,l,l,887,25,Det,Det,le,C/\
235,55,2,endemain,endemain,888,25,N,N,,/V\.C/e\.'C/V\
236,55,3,al,al,889,25,Pre+Det,Pre+Det,à.le,/V\
237,55,4,tierz,tierz,890,25,Adj,Adj,tiers,C/V\
238,55,5,jor,jor,891,25,N,N,,C/V\
239,56,1,et,et,899,25,Crd,Crd,et,/V\
240,56,2,proz,proz,900,25,Adj,Adj,preux,C/V\
241,56,3,son,son,901,25,Det,Det,son4,C/V\
242,56,4,grant,grant,902,25,Adj,Adj,grand,C/V\
243,56,5,conseil,conseil,903,25,N,N,,C/V\.'C/V\
244,57,1,ere,ere,907,25,Vfin,Vfin,être,'/V\.C/(e)\
245,57,2,de,de,908,25,Pre,Pre,de,C/(e)\
246,57,3,.xl.,.xl.,909,25,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\
247,57,4,homes,homes,910,25,N,N,,'/V\.C/e\
248,58,1,per,per,917,25,Pre,Pre,par,C/V\
249,58,2,son,son,918,25,Det,Det,son4,C/V\
250,58,3,sens,sens,919,25,N,N,,C/V\
251,58,4,et,et,920,25,Crd,Crd,et,/V\
252,58,5,engin,engin,921,25,N,N,,/V\.'C/V\
253,59,1,que,que,922,25,Qux,Qux,que,C/(e)\
254,59,2,il,il,923,25,Prn,Prn$,il,/V\
255,59,3,avoit,avoit,924,25,Vfin,Vfin,avoir,/V\.'C/V\
256,59,4,mult,mult,925,25,QIs,QIs,moult,C/V\
257,59,5,cler,cler,926,25,Adj,Adj,clair,C/V\
258,60,1,de,de,966,25,Pre,Pre,de,C/(e)\
259,60,2,saint,saint,967,25,Adj,Adj,saint,C/V\
260,60,3,marc,marc,968,25,N,N,,C/V\
261,60,4,la,la,969,25,Det,Det,le,C/V\
262,60,5,plus,plus,970,25,Adv,Adv,plus,C/V\
263,60,6,bele,bele,971,25,Adj,Adj,beau,'C/V\.C/(e)\
264,61,1,la,la,969,25,Det,Det,le,C/V\
265,61,2,plus,plus,970,25,Adv,Adv,plus,C/V\
266,61,3,bele,bele,971,25,Adj,Adj,beau,'C/V\.C/(e)\
267,61,4,qui,qui,972,25,Qux,Qux,qui,C/V\
268,61,5,soit,soit,973,25,Vfin,Vfin,être,C/V\
269,62,1,quant,quant,1008,26,Sub,Sub,quand,C/V\
270,62,2,la,la,1009,26,Det,Det,le,C/V\
271,62,3,messe,messe,1010,26,N,N,,'C/V\.C/(e)\
272,62,4,fu,fu,1011,26,Vfin,Vfin,être,C/V\
273,62,5,dite,dite,1012,26,Vpp,Vpp,dire,'C/V\.C/(e)\
274,63,1,manda,manda,1015,26,Vfin,Vfin,mander,C/V\.'C/V\
275,63,2,por,por,1016,26,Pre,Pre,pour,C/V\
276,63,3,les,les,1017,26,Det,Det,le,C/V\
277,63,4,messages,messages,1018,26,N,N,,C/V\.'C/V\.C/e\
278,64,1,mult,mult,1041,26,QIs,QIs,moult,C/V\
279,64,2,furent,furent,1042,26,Vfin,Vfin,être,'C/V\.C/e\
280,64,3,esgardé,esgardé,1043,26,Vpp,Vpp,égarder,/V\.C/V\.'C/V\
281,65,1,de,de,1056,27,Pre,Pre,de,C/(e)\
282,65,2,vilehardoin,vilehardoin,1057,27,N,N,,C/V\.C/e\.C/V\.C/V\.'C/V\
283,66,1,et,et,1068,27,Crd,Crd,et,/V\
284,66,2,par,par,1069,27,Pre,Pre,par,C/V\
285,66,3,la,la,1070,27,Det,Det,le,C/V\
286,66,4,volente,volenté,1071,27,N,N,,C/V\.C/V\.'C/V\
287,67,1,de,de,1082,27,Pre,Pre,de,C/(e)\
288,67,2,france,france,1083,27,N,N,,'C/V\.C/(e)\
289,67,3,li,li,1084,27,Det,Det,le,C/V\
290,67,4,plus,plus,1085,27,Adv,Adv,plus,C/V\
291,67,5,halt,halt,1086,27,Adj,Adj,haut,C/V\
292,68,1,voilliez,voilliez,1117,27,Vfin,Vfin,vouloir,C/V\.'C/V\
293,68,2,lor,lor,1118,27,Det,Det,leur2,C/V\
294,68,3,compaignie,compaignie,1119,27,N,N,,C/V\.C/V\.'C/V\./(e)\
295,69,1,pooir,pooir,1143,27,N,N,pouvoir,C/V\.'C/V\
296,69,2,qui,qui,1144,27,Qux,Qux,qui,C/V\
297,69,3,sor,sor,1145,27,PrA,PrA,sur,C/V\
298,69,4,mer,mer,1146,27,N,N,,C/V\
299,69,5,soient,soient,1147,27,Vfin,Vfin,être,'C/V\./e\
300,70,1,enki,enki,1224,28,Adv,Adv,encui,/V\.'C/V\
301,70,2,ot,ot,1225,28,Vfin,Vfin,avoir,/V\
302,70,3,si,si,1226,28,Adv,Adv,si4,C/V\
303,70,4,grant,grant,1227,28,Adj,Adj,grand,C/V\
304,70,5,bruit,bruit,1228,28,N,N,,C/V\
305,71,1,que,que,1233,28,Sub,Sub,que,C/(e)\
306,71,2,il,il,1234,28,Prn,Prn$,il,/V\
307,71,3,sembla,sembla,1235,28,Vfin,Vfin,sembler,C/V\.'C/V\
308,71,4,que,que,1236,28,Sub,Sub,que,C/(e)\
309,71,5,terre,terre,1237,28,N,N,,'C/V\.C/(e)\
310,72,1,et,et,1239,29,Crd,Crd,et,/V\
311,72,2,quant,quant,1240,29,Sub,Sub,quand,C/V\
312,72,3,cele,cele,1241,29,Dem,Dem,cil,'C/V\.C/(e)\
313,72,4,grant,grant,1242,29,Adj,Adj,grand,C/V\
314,72,5,noise,noise,1243,29,N,N,,'C/V\.C/(e)\
315,73,1,li,li,1257,29,Det,Det,le,C/V\
316,73,2,bons,bons,1258,29,Adj,Adj,bon,C/V\
317,73,3,dux,dux,1259,29,N,N,,C/V\
318,73,4,de,de,1260,29,Pre,Pre,de,C/(e)\
319,73,5,venise,venise,1261,29,N,N,,C/V\.'C/V\.C/(e)\
320,74,1,monta,monta,1268,29,Vfin,Vfin,monter,C/V\.'C/V\
321,74,2,el,el,1269,29,Pre+Det,Pre+Det,en.le,/V\
322,74,3,leteri,leteri,1270,29,N,N,,C/V\.C/V\.'C/V\
323,75,1,seingnor,seingnor,1279,29,N,N,,C/V\.'C/V\
324,75,2,veez,veez,1280,29,Vfin,Vfin,voir,C/(V)\.'/V\
325,75,3,l,l,1281,29,Det,Det,le,C/\
326,75,4,onor,onor,1282,29,N,N,,/V\.'C/V\
327,76,1,veez,veez,1280,29,Vfin,Vfin,voir,C/(V)\.'/V\
328,76,2,l,l,1281,29,Det,Det,le,C/\
329,76,3,onor,onor,1282,29,N,N,,/V\.'C/V\
330,76,4,que,que,1283,29,Qux,Qux,que,C/(e)\
331,76,5,diex,diex,1284,29,N,N,,C/V\
332,77,1,ensi,ensi,1332,30,Adv,Adv,ainsi,/V\.'C/V\
333,77,2,fina,fina,1333,30,Vfin,Vfin,finer,C/V\.'C/V\
334,77,3,la,la,1334,30,Det,Det,le,C/V\
335,77,4,chose,chose,1335,30,N,N,,'C/V\.C/(e)\
336,78,1,et,et,1336,30,Crd,Crd,et,/V\
337,78,2,de,de,1337,30,Pre,Pre,de,C/(e)\
338,78,3,faire,faire,1338,30,Vinf,Vinf,faire,'C/V\.C/(e)\
339,78,4,les,les,1339,30,Det,Det,le,C/V\
340,78,5,chartres,chartres,1340,30,N,N,,'C/V\.C/e\
341,79,1,pristrent,pristrent,1341,30,Vfin,Vfin,prendre,'C/V\.C/e\
342,79,2,l,l,1342,30,Det,Det,le,C/\
343,79,3,endemain,endemain,1343,30,N,N,,/V\.C/e\.'C/V\
344,79,4,jor,jor,1344,30,N,N,,C/V\
345,80,1,quant,quant,1350,30,Sub,Sub,quand,C/V\
346,80,2,eles,eles,1351,30,Prn,Prn$,elle,'/V\.C/e\
347,80,3,furent,furent,1352,30,Vfin,Vfin,être,'C/V\.C/e\
348,80,4,faites,faites,1353,30,Vpp,Vpp,faire,'C/V\.C/e\
349,81,1,poroient,poroient,1369,30,Vfin,Vfin,pouvoir2,C/V\.'C/V\./e\
350,81,2,miels,miels,1370,30,Adv,Adv,mieux,C/V\
351,81,3,les,les,1371,30,Det,Det,le,C/V\
352,81,4,turs,turs,1372,30,N,N,,C/V\
353,82,1,qui,qui,1402,30,Qux,Qux,qui,C/V\
354,82,2,fu,fu,1403,30,Vfin,Vfin,être,C/V\
355,82,3,.m.,.m.,1404,30,QIs,QIs,mille,'C/V\.C/(e)\
356,82,4,et,et,1405,30,Crd,Crd,et,/V\
357,82,5,.cc.,.cc.,1406,30,QIs,QIs,deux.cent,C/V\.'C/V\
358,83,1,devoient,devoient,1415,30,Vfin,Vfin,devoir2,C/V\.'C/V\./e\
359,83,2,li,li,1416,30,Det,Det,le,C/V\
360,83,3,baron,baron,1417,30,N,N,,C/V\.'C/V\
361,84,1,et,et,1418,30,Crd,Crd,et,/V\
362,84,2,li,li,1419,30,Det,Det,le,C/V\
363,84,3,pelerin,pelerin,1420,30,N,N,,C/V\.C/e\.'C/V\
364,84,4,estre,estre,1421,30,Vinf,Vinf,être,'/V\.C/(e)\
365,85,1,appareillié,appareillié,1427,30,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\
366,85,2,contre,contre,1428,30,PrA,PrA,contre3,'C/V\.C/(e)\
367,85,3,als,als,1429,30,Prn,Prn,eux,/V\
368,86,1,quant,quant,1430,31,Sub,Sub,quand,C/V\
369,86,2,eles,eles,1431,31,Prn,Prn$,elle,'/V\.C/e\
370,86,3,furent,furent,1432,31,Vfin,Vfin,être,'C/V\.C/e\
371,86,4,faites,faites,1433,31,Vpp,Vpp,faire,'C/V\.C/e\
372,87,1,si,si,1436,31,Adv,Adv,si4,C/V\
373,87,2,furent,furent,1437,31,Vfin,Vfin,être,'C/V\.C/e\
374,87,3,aportees,aportees,1438,31,Vpp,Vpp,apporter,/V\.C/V\.'C/V\./e\
375,88,1,ploree,ploree,1524,31,Vpp,Vpp,pleurer,C/V\.'C/V\./(e)\
376,88,2,de,de,1525,31,Pre,Pre,de,C/(e)\
377,88,3,pitie,pitié,1526,31,N,N,,C/V\.'C/V\
378,89,1,l,l,1532,31,Det,Det,le,C/\
379,89,2,une,une,1533,31,QIs,QIs,un,'/V\.C/(e)\
380,89,3,partie,partie,1534,31,N,N,,C/V\.'C/V\./(e)\
381,89,4,et,et,1535,31,Crd,Crd,et,/V\
382,89,5,l,l,1536,31,Det,Det,le,C/\
383,89,6,autre,autre,1537,31,Adj,Adj,autre,'/V\.C/(e)\
384,90,1,ensi,ensi,1575,32,Adv,Adv,ainsi,/V\.'C/V\
385,90,2,pristrent,pristrent,1576,32,Vfin,Vfin,prendre,'C/V\.C/e\
386,90,3,congie,congie,1577,32,N,N,,C/V\.'C/V\
387,91,1,et,et,1604,32,Crd,Crd,et,/V\
388,91,2,alarz,alarz,1605,32,N,N,,/V\.'C/V\
389,91,3,makeriaus,makeriaus,1606,32,N,N,,C/V\.C/e\.'C/V\
390,92,1,si,si,1607,32,Adv,Adv,si4,C/V\
391,92,2,s,s,1608,32,Prn,Prn$$,se,C/\
392,92,3,en,en,1609,32,Prn,Prn$$,en2,/V\
393,92,4,alerent,alerent,1610,32,Vfin,Vfin,aller,/V\.'C/V\.C/e\
394,92,5,droit,droit,1611,32,Adv,Adv,droit2,C/V\
395,93,1,por,por,1625,32,Pre,Pre,pour,C/V\
396,93,2,savoir,savoir,1626,32,Vinf,Vinf,savoir,C/V\.'C/V\
397,93,3,quele,quele,1627,32,Qux,Qux,quel,'C/V\.C/(e)\
398,93,4,aie,aïe,1628,32,N,N,,/V\.'C/V\./(e)\
399,94,1,si,si,1644,33,Adv,Adv,si4,C/V\
400,94,2,encontra,encontra,1645,33,Vfin,Vfin,encontrer,/V\.C/V\.'C/V\
401,94,3,le,le,1646,33,Det,Det,le,C/(e)\
402,94,4,conte,conte,1647,33,N,N,,'C/V\.C/(e)\
403,95,1,qui,qui,1651,33,Qux,Qux,qui,C/V\
404,95,2,s,s,1652,33,Prn,Prn$$,se,C/\
405,95,3,en,en,1653,33,Prn,Prn$$,en2,/V\
406,95,4,aloit,aloit,1654,33,Vfin,Vfin,aller,/V\.'C/V\
407,95,5,en,en,1655,33,Pre,Pre,en,/V\
408,95,6,puile,puile,1656,33,N,N,,'C/V\.C/(e)\
409,96,1,puisque,puisque,1666,33,Sub,Sub,puisque,'C/V\.C/(e)\
410,96,2,il,il,1667,33,Prn,Prn$,il,/V\
411,96,3,ot,ot,1668,33,Vfin,Vfin,avoir,/V\
412,96,4,la,la,1669,33,Det,Det,le,C/V\
413,96,5,croiz,croiz,1670,33,N,N,,C/V\
414,96,6,prise,prise,1671,33,Vpp,Vpp,prendre,'C/V\.C/(e)\
415,97,1,de,de,1688,33,Pre,Pre,de,C/(e)\
416,97,2,covelans,covelans,1689,33,N,N,,C/V\.C/e\.'C/V\
417,97,3,roberz,roberz,1690,33,N,N,,C/V\.'C/V\
418,98,1,en,en,1716,34,Prn,Prn$$,en2,/V\
419,98,2,firent,firent,1717,34,Vfin,Vfin,faire,'C/V\.C/e\
420,98,3,mult,mult,1718,34,QIs,QIs,moult,C/V\
421,98,4,grant,grant,1719,34,Adj,Adj,grand,C/V\
422,98,5,joie,joie,1720,34,N,N,,'C/V\./(e)\
423,99,1,nos,nos,1730,34,Prn,Prn$,nous,C/V\
424,99,2,somes,somes,1731,34,Vfin,Vfin,être,'C/V\.C/e\
425,99,3,ja,ja,1732,34,Adv,Adv,jà,C/V\
426,99,4,meu,meü,1733,34,Vpp,Vpp,mouvoir,C/(V)\.'/V\
427,100,1,ne,ne,1752,34,Crd,Crd,ne2,C/(e)\
428,100,2,n,n,1753,34,Neg,Neg$$,ne,C/\
429,100,3,orent,orent,1754,34,Vfin,Vfin,avoir,'/V\.C/e\
430,100,4,nul,nul,1755,34,QIs,QIs,nul,C/V\
431,100,5,pooir,pooir,1756,34,N,N,pouvoir,C/V\.'C/V\
432,101,1,ce,ce,1763,34,Prn,Prn,ce,C/(e)\
433,101,2,fu,fu,1764,34,Vfin,Vfin,être,C/V\
434,101,3,mult,mult,1765,34,QIs,QIs,moult,C/V\
435,101,4,granz,granz,1766,34,Adj,Adj,grand,C/V\
436,101,5,domages,domages,1767,34,N,N,,C/V\.'C/V\.C/e\
437,102,1,que,que,1768,34,Crd,Crd,que,C/(e)\
438,102,2,mult,mult,1769,34,QIs,QIs,moult,C/V\
439,102,3,estoient,estoient,1770,34,Vfin,Vfin,être,/V\.'C/V\./e\
440,102,4,preu,preu,1771,34,Adj,Adj,preux,C/V\
441,103,1,et,et,1774,34,Crd,Crd,et,/V\
442,103,2,ensi,ensi,1775,34,Adv,Adv,ainsi,/V\.'C/V\
443,103,3,se,se,1776,34,Prn,Prn$$,se,C/(e)\
444,103,4,partirent,partirent,1777,34,Vfin,Vfin,partir,C/V\.'C/V\.C/e\
445,104,1,si,si,1778,34,Adv,Adv,si4,C/V\
446,104,2,tint,tint,1779,34,Vfin,Vfin,tenir,C/V\
447,104,3,cascuns,cascuns,1780,34,QIs,QIs,chacun,C/V\.'C/V\
448,104,4,sa,sa,1781,34,Det,Det,son4,C/V\
