wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,chapter_id,NCA_lemma,NCA_src,syntag,syntag2,lemma,NCA_line,synfunc,NCA_taggerpos,syllabified
454,80,1,a,a,PRE,2289,7,a3|a,+T|CGIS,Pre,Pre,à,207,,PRE,/V\
455,80,2,l,l',DET:def:obj:masc:sg,2290,7,le,CS,Det,Det,le,207,,DET:def,C/\
456,80,3,autel,autel,NOM:obj:masc:sg,2291,7,autel2|autel,+IT|CI,N,N,,207,,NOM,/V\.'C/V\
457,80,4,si,si,PROCON,2292,7,si,C,Adv,Adv,si4,207,,PROCON,C/V\
458,80,5,com,com,CON:subord,2293,7,come1,ST,Sub,Sub,comme,207,,CON:subord,C/V\
459,80,6,font,font,VER:pres:3:pl,2294,7,faire|fondre,+MI|+MI,Vfin,Vfin,faire,207,,VER,C/V\
460,80,7,les,les,DET:def:suj:masc:pl,2295,7,le,CST,Det,Det,le,207,,DET:def,C/V\
461,80,8,autres,autres,ADJ:suj:masc:pl,2296,7,autre,CI,Adj,Adj,autre,207,,ADJ,'/V\.C/e\
462,81,1,si,si,PROCON,2292,7,si,C,Adv,Adv,si4,207,,PROCON,C/V\
463,81,2,com,com,CON:subord,2293,7,come1,ST,Sub,Sub,comme,207,,CON:subord,C/V\
464,81,3,font,font,VER:pres:3:pl,2294,7,faire|fondre,+MI|+MI,Vfin,Vfin,faire,207,,VER,C/V\
465,81,4,les,les,DET:def:suj:masc:pl,2295,7,le,CST,Det,Det,le,207,,DET:def,C/V\
466,81,5,autres,autres,ADJ:suj:masc:pl,2296,7,autre,CI,Adj,Adj,autre,207,,ADJ,'/V\.C/e\
467,81,6,malades,malades,ADJ:suj:masc:pl,2297,7,malade,+I,Adj,Adj,,207,,ADJ,C/V\.'C/V\.C/e\
468,82,1,et,et,CON:coord,2299,7,et,ST,Crd,Crd,et,208,,CON:coord,/V\
469,82,2,il,il,PRO:pers:suj:3:masc:pl,2300,7,il,CIST,Prn,Prn$,3p,208,s,PRO:pers,/V\
470,82,3,revindrent,revindrent,VER:simp:3:pl,2301,7,revenir,+I,Vfin,Vfin,revenir,208,,VER,C/V\.'C/V\.C/e\
471,82,4,a,a,PRE,2302,7,a3|a,+T|CGIS,Pre,Pre,à,208,,PRE,/V\
472,82,5,paris,paris,NPR:obj:masc:sg,2303,7,paris,CI|Z,N,N,,208,,NPR,C/V\.'C/V\
473,83,1,ne,ne,PRO:clit,2309,7,en2|ne,S|C,Neg,Neg$$,ne1,208,,PRO:clit,C/(e)\
474,83,2,fu,fu,VER:simp:3:sg,2310,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,208,,VER,C/V\
475,83,3,de,de,PRE,2311,7,de,+CIST,Pre,Pre,de,208,,PRE,C/(e)\
476,83,4,riens,riens,ADV,2312,7,riens,Z,N,N,rien,208,,ADV,C/V\
477,83,5,assouagié,assouagié,VER:pper:masc:sg,2313,7,assoagier,+Z,Vpp,Vpp,,208,,VER,/V\.C/V\.C/V\.'C/V\
478,84,1,eust,eust,VER:subi:3:sg,2323,7,avoir,+CMMdId,Vfin,Vfin,avoir1,209,,VER,/(V)\.'/V\
479,84,2,einsi,einsi,ADV,2324,7,ainsi,+I,Adv,Adv,ainsi,209,,ADV,/V\.'C/V\
480,84,3,esté,esté,VER:pper:masc:sg,2325,7,ester|estre1,+MI|+I,Vpp,Vpp,être1|ester,209,,VER,/V\.'C/V\
481,84,4,lonc,lonc,ADJ:obj:masc:sg,2326,7,lonc,+CIT,Adj,Adj,long,209,,ADJ,C/V\
482,84,5,tens,tens,NOM:obj:masc:sg,2327,7,tens,+CIT,N,N,,209,,NOM,C/V\
483,85,1,qui,qui,PROCON,2335,7,qui,CST,Qux,Qux,qui,209,s,PROCON,C/V\
484,85,2,avoit,avoit,VER:impf:3:sg,2336,7,avoiier|avoir,+MI|+MI,Vfin,Vfin,avoir1,209,,VER,/V\.'C/V\
485,85,3,non,non,NOM:obj:masc:sg,2337,7,ne1,+Z,N,N,,209,c,ADV,C/V\
486,85,4,mestre,mestre,NOM:obj:masc:sg,2338,7,maistre,CI,N,N,,209,,NOM,'C/V\.C/(e)\
487,85,5,bernart,bernart,NPR:obj:masc:sg,2339,7,bernart,+C|Z,N,N,,209,,NPR,C/V\.'C/V\
488,86,1,et,et,CON:coord,2358,7,et,ST,Crd,Crd,et,209,,CON:coord,/V\
489,86,2,s,s,PROCON,2359,7,se,C,Prn,Prn$$,soi,209,,PROCON,C/\
490,86,3,efforcoit,efforcoit,VER:impf:3:sg,2360,7,esforcier,*I,Vfin,Vfin,,209,,VER,/V\.C/V\.'C/V\
491,86,4,de,de,PRE,2361,7,de,+CIST,Pre,Pre,de,209,,PRE,C/(e)\
492,86,5,lui,lui,PRO:pers:obj:3:masc:sg:bet,2362,7,il|loi1,CIST|S,Prn,Prn,3p,209,c,PRO:pers,C/V\
493,86,6,curer,curer,VER:infi,2363,7,curer,+MT,Vinf,Vinf,,209,,VER,C/V\.'C/V\
494,87,1,et,et,CON:coord,2387,7,et,ST,Crd,Crd,et,211,,CON:coord,/V\
495,87,2,apres,aprés,PRE,2388,7,apres|après,C|IdSTd,PrA,PrA,après,211,,PRE,/V\.'C/V\
496,87,3,ce,ce,PRO:invar,2389,7,ce1|ce,S|C,Prn,Prn,ce1,211,,PRO:invar,C/(e)\
497,87,4,",",",",PON,2390,7,",",,Pnc,Pnc,,211,,PON,
498,87,5,la,la,DET:def:suj:femi:sg,2391,7,le,CST,Det,Det,le,211,,DET:def,C/V\
499,87,6,maladie,maladie,NOM:suj:femi:sg,2392,7,maladie,+T,N,N,,211,,NOM,C/V\.C/V\.'C/V\./(e)\
500,88,1,et,et,CON:coord,2404,7,et,ST,Crd,Crd,et,211,,CON:coord,/V\
501,88,2,les,les,PRO:pers:acc:3:masc:pl,2405,7,il,CIST,Prn,Prn$$,3p,211,c,PRO:pers,C/V\
502,88,3,traioit,traioit,VER:impf:3:sg,2406,7,traire,+Z,Vfin,Vfin,traire,211,,VER,C/V\.'C/V\
503,88,4,le,le,DET:def:suj:masc:sg,2407,7,il,CIST,Det,Det,le,211,,PRO:pers,C/(e)\
504,88,5,dit,dit,VER:pper:masc:sg,2408,7,dire,+CMI,Vpp,Vpp,dire,211,,VER,C/V\
505,88,6,guillot,guillot,NPR:suj:masc:sg,2409,7,guillot,Z,N,N,,211,,NPR,C/V\.'C/V\
506,89,1,et,et,CON:coord,2440,7,et,ST,Crd,Crd,et,211,,CON:coord,/V\
507,89,2,estoit,estoit,VER:impf:3:sg,2441,7,ester|estre1,+IM|+I,Vfin,Vfin,être1|ester,211,,VER,/V\.'C/V\
508,89,3,la,la,DET:def:suj:femi:sg,2442,7,le,CST,Det,Det,le,211,,DET:def,C/V\
509,89,4,pueur,pueur,NOM:suj:femi:sg,2443,7,püor,*+Td,N,N,,211,,NOM,C/V\.'C/V\
510,89,5,si,si,PROCON,2444,7,si,C,Adv,Adv,si4,211,,PROCON,C/V\
511,89,6,grant,grant,ADJ:suj:femi:sg,2445,7,grant,+CIT,Adj,Adj,grand,211,,ADJ,C/V\
512,90,1,de,de,PRE,2527,7,de,+CIST,Pre,Pre,de,214,,PRE,C/(e)\
513,90,2,quoi,quoi,PRO:invar,2528,7,coi2|coi,S|C,Qux,Qux,que,214,,PRO:invar,C/V\
514,90,3,le,le,DET:def:suj:masc:sg,2529,7,il,CIST,Det,Det,le,214,,PRO:pers,C/(e)\
515,90,4,dit,dit,VER:pper:masc:sg,2530,7,dire,+CMI,Vpp,Vpp,dire,214,,VER,C/V\
516,90,5,robert,robert,NPR:suj:masc:sg,2531,7,robert,C|Z,N,N,,214,,NPR,C/V\.'C/V\
517,90,6,reboule,reboule,NPR:suj:masc:sg,2532,7,UNKNOWN,,N,N,,214,,NPR,C/V\.'C/V\.C/(e)\
518,91,1,et,et,CON:coord,2542,7,et,ST,Crd,Crd,et,214,,CON:coord,/V\
519,91,2,fere,fere,VER:infi,2543,7,faire|ferir,+MI|+I,Vinf,Vinf,faire,214,,VER,'C/V\.C/(e)\
520,91,3,une,une,DET:ndf:obj:femi:sg,2544,7,un,CS,QIs,QIs,un,214,,DET:ndf,'/V\.C/(e)\
521,91,4,eschace,eschace,NOM:obj:femi:sg,2545,7,eschace,+IT,N,N,,214,,NOM,/V\.'C/V\.C/(e)\
522,91,5,de,de,PRE,2546,7,de,+CIST,Pre,Pre,de,214,,PRE,C/(e)\
523,91,6,fust,fust,NOM:obj:masc:sg,2547,7,estre1|fuster,+I|+M,N,N,,214,,VER,C/V\
524,92,1,de,de,PRE,2546,7,de,+CIST,Pre,Pre,de,214,,PRE,C/(e)\
525,92,2,fust,fust,NOM:obj:masc:sg,2547,7,estre1|fuster,+I|+M,N,N,,214,,VER,C/V\
526,92,3,",",",",PON,2548,7,",",,Pnc,Pnc,,214,,PON,
527,92,4,si,si,PROCON,2549,7,si,C,Adv,Adv,si4,214,,PROCON,C/V\
528,92,5,que,que,PROCON,2550,7,que2|que3|que,T|S|C,Sub,Sub,que,214,,PROCON,C/(e)\
529,92,6,il,il,PRO:pers:suj:3:masc:sg:unb,2551,7,il,CIST,Prn,Prn$,3p,214,s,PRO:pers,/V\
530,92,7,peust,peust,VER:subi:3:sg,2552,7,paistre|pöoir,+MMd|+Id,Vfin,Vfin,pouvoir2,214,,VER,C/(V)\.'/V\
531,92,8,miex,miex,ADV,2553,7,mieus,*I,Adv,Adv,mieux,214,,ADV,C/V\
532,92,9,estre,estre,VER:infi,2554,7,entr'estre|estre1,+M|+IT,Vinf,Vinf,être1|ester,214,,VER,'/V\.C/(e)\
533,93,1,curé,curé,VER:pper:masc:sg,2555,7,curer,+M,Vpp,Vpp,,214,,VER,C/V\.'C/V\
534,93,2,et,et,CON:coord,2556,7,et,ST,Crd,Crd,et,214,,CON:coord,/V\
535,93,3,estre,estre,VER:infi,2557,7,entr'estre|estre1,+M|+IT,Vinf,Vinf,être1|ester,214,,VER,'/V\.C/(e)\
536,93,4,entre,entre,PRE,2558,7,entre2|entre,+ST|CI,PrA,PrA,entre,214,,PRE,'/V\.C/(e)\
537,93,5,les,les,DET:def:obj:femi:pl,2559,7,le,CST,Det,Det,le,214,,DET:def,C/V\
538,93,6,genz,genz,NOM:obj:femi:pl,2560,7,gent1,+I,N,N,,214,,NOM,C/V\
539,94,1,entre,entre,PRE,2558,7,entre2|entre,+ST|CI,PrA,PrA,entre,214,,PRE,'/V\.C/(e)\
540,94,2,les,les,DET:def:obj:femi:pl,2559,7,le,CST,Det,Det,le,214,,DET:def,C/V\
541,94,3,genz,genz,NOM:obj:femi:pl,2560,7,gent1,+I,N,N,,214,,NOM,C/V\
542,94,4,a,a,PRE,2561,7,a3|a,+T|CGIS,Pre,Pre,à,214,,PRE,/V\
543,94,5,gaaignier,gaaignier,VER:infi,2562,7,gäaignier1,+Td,Vinf,Vinf,gagner,214,,VER,C/(V)\./V\.'C/V\
544,95,1,et,et,CON:coord,2631,7,et,ST,Crd,Crd,et,218,,CON:coord,/V\
545,95,2,comme,comme,CON:subord,2632,7,come1|come,*I|CI,Sub,Sub,comme,218,,CON:subord,'C/V\.C/(e)\
546,95,3,les,les,DET:def:suj:masc:pl,2633,7,le,CST,Det,Det,le,218,,DET:def,C/V\
547,95,4,os,os,NOM:suj:masc:pl,2634,7,os2|os7|ost|ues,+IT|+T|+T|+T,N,N,,218,,NOM,/V\
548,95,5,devant,devant,PRE,2635,7,devant,IST,PrA,PrA,devant,218,,PRE,C/V\.'C/V\
549,95,6,diz,diz,VER:pper:masc:pl,2636,7,dit,+I,Vpp,Vpp,dire,218,,NOM,C/V\
550,96,1,devant,devant,PRE,2635,7,devant,IST,PrA,PrA,devant,218,,PRE,C/V\.'C/V\
551,96,2,diz,diz,VER:pper:masc:pl,2636,7,dit,+I,Vpp,Vpp,dire,218,,NOM,C/V\
552,96,3,fussent,fussent,VER:subi:3:pl,2637,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,218,,VER,'C/V\.C/e\
553,96,4,aportez,aportez,VER:pper:masc:pl,2638,7,aporter|porter,+I|+M,Vpp,Vpp,apporter,218,,VER,/V\.C/V\.'C/V\
554,97,1,fussent,fussent,VER:subi:3:pl,2637,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,218,,VER,'C/V\.C/e\
555,97,2,aportez,aportez,VER:pper:masc:pl,2638,7,aporter|porter,+I|+M,Vpp,Vpp,apporter,218,,VER,/V\.C/V\.'C/V\
556,97,3,a,a,PRE,2639,7,a3|a,+T|CGIS,Pre,Pre,à,218,,PRE,/V\
557,97,4,paris,paris,NPR:obj:masc:sg,2640,7,paris,CI|Z,N,N,,218,,NPR,C/V\.'C/V\
558,98,1,que,que,PROCON,2678,7,que2|que3|que,T|S|C,Sub,Sub,que,218,,PROCON,C/(e)\
559,98,2,il,il,PRO:pers:suj:3:masc:sg:unb,2679,7,il,CIST,Prn,Prn$,3p,218,s,PRO:pers,/V\
560,98,3,les,les,PRO:pers:acc:3:masc:pl,2680,7,il,CIST,Prn,Prn$$,3p,218,c,PRO:pers,C/V\
561,98,4,feroit,feroit,VER:cond:3:sg,2681,7,faire|ferir,+MI|+MI,Vfin,Vfin,faire,218,,VER,C/V\.'C/V\
562,98,5,ausi,ausi,ADV,2682,7,aussi,+CI,Adv,Adv,aussi,218,,ADV,/V\.'C/V\
563,98,6,pour,pour,PRE,2683,7,por2|por,+ST|C,Pre,Pre,pour,218,,PRE,C/V\
564,98,7,lui,lui,PRO:pers:obj:3:masc:sg:bet,2684,7,il|loi1,CIST|S,Prn,Prn,3p,218,,PRO:pers,C/V\
565,99,1,delez,delez,PRE,2721,7,dalez,CIS,PrA,PrA,delez,220,,PRE,C/V\.'C/V\
566,99,2,la,la,DET:def:obj:femi:sg,2722,7,le,CST,Det,Det,le,220,,DET:def,C/V\
567,99,3,porte,porte,NOM:obj:femi:sg,2723,7,porte1|porte2,+IT|+T,N,N,,220,,NOM,'C/V\.C/(e)\
568,99,4,du,du,PREDET:de:obj:masc:sg,2724,7,de+le|le,S|C,Pre+Det,Pre+Det,de+le,220,,PREDET:de,C/V\
569,99,5,palais,palais,NOM:obj:masc:sg,2725,7,palais2|palais3|palé,+T|+T|+T,N,N,,220,,NOM,C/V\.'C/V\
570,100,1,et,et,CON:coord,2727,7,et,ST,Crd,Crd,et,221,,CON:coord,/V\
571,100,2,en,en,PRE,2728,7,en1|en,+IST|CI,Pre,Pre,en1,221,,PRE,/V\
572,100,3,apres,aprés,PRE,2729,7,apres|après,C|IdSTd,PrA,PrA,après,221,,PRE,/V\.'C/V\
573,100,4,",",",",PON,2730,7,",",,Pnc,Pnc,,221,,PON,
574,100,5,comme,comme,CON:subord,2731,7,come1|come,*I|CI,Sub,Sub,comme,221,,CON:subord,'C/V\.C/(e)\
575,100,6,les,les,DET:def:suj:masc:pl,2732,7,le,CST,Det,Det,le,221,,DET:def,C/V\
576,100,7,os,os,NOM:suj:masc:pl,2733,7,os2|os7|ost|ues,+IT|+T|+T|+T,N,N,,221,,NOM,/V\
577,101,1,fussent,fussent,VER:subi:3:pl,2737,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,221,,VER,'C/V\.C/e\
578,101,2,portez,portez,VER:pper:masc:pl,2738,7,porter,+MI,Vpp,Vpp,porter,221,,VER,C/V\.'C/V\
579,101,3,a,a,PRE,2739,7,a3|a,+T|CGIS,Pre,Pre,à,221,,PRE,/V\
580,101,4,saint,saint,ADJ:obj:masc:sg,2740,7,saint1|saint,T|CI,N,N,,221,,ADJ,C/V\
581,101,5,denis,denis,NPR:obj:masc:sg,2741,7,denis,Z,N,N,,221,,NPR,C/V\.'C/V\
582,102,1,et,et,CON:coord,2742,7,et,ST,Crd,Crd,et,221,,CON:coord,/V\
583,102,2,ilecques,ilecques,ADV,2743,7,iluec,+Z,Adv,Adv,illuec,221,,ADV,/V\.'C/V\.C/e\
584,102,3,enseveliz,enseveliz,VER:pper:masc:pl,2744,7,ensevelir,+Z,Vpp,Vpp,,221,,VER,/V\.C/e\.C/e\.'C/V\
585,103,1,le,le,DET:def:suj:masc:sg,2746,7,il,CIST,Det,Det,le,221,,PRO:pers,C/(e)\
586,103,2,dit,dit,VER:pper:masc:sg,2747,7,dire,+CMI,Vpp,Vpp,dire,221,,VER,C/V\
587,103,3,guillot,guillot,NPR:suj:masc:sg,2748,7,guillot,Z,N,N,,221,,NPR,C/V\.'C/V\
588,103,4,vint,vint,VER:simp:3:sg,2749,7,venir|voir,+CI|M,Vfin,Vfin,venir,221,,VER,C/V\
589,103,5,a,a,PRE,2750,7,a3|a,+T|CGIS,Pre,Pre,à,221,,PRE,/V\
590,103,6,potences,potences,NOM:obj:femi:pl,2751,7,potence1|potence2,*+T|+T,N,N,,221,,NOM,C/V\.'C/V\.C/e\
591,104,1,vint,vint,VER:simp:3:sg,2749,7,venir|voir,+CI|M,Vfin,Vfin,venir,221,,VER,C/V\
592,104,2,a,a,PRE,2750,7,a3|a,+T|CGIS,Pre,Pre,à,221,,PRE,/V\
593,104,3,potences,potences,NOM:obj:femi:pl,2751,7,potence1|potence2,*+T|+T,N,N,,221,,NOM,C/V\.'C/V\.C/e\
594,104,4,au,au,PREDET:a:obj:masc:sg,2752,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,221,,PREDET:a,/V\
595,104,5,tombel,tombel,NOM:obj:masc:sg,2753,7,tombel,+T,N,N,,221,,NOM,C/V\.'C/V\
596,105,1,com,com,CON:subord,2764,7,come1,ST,Sub,Sub,comme,222,,CON:subord,C/V\
597,105,2,il,il,PRO:pers:suj:3:masc:sg:unb,2765,7,il,CIST,Prn,Prn$,3p,222,s,PRO:pers,/V\
598,105,3,revenoit,revenoit,VER:impf:3:sg,2766,7,revenir,+I,Vfin,Vfin,revenir,222,,VER,C/V\.C/e\.'C/V\
599,105,4,a,a,PRE,2767,7,a3|a,+T|CGIS,Pre,Pre,à,222,,PRE,/V\
600,105,5,potence,potence,NOM:obj:femi:sg,2768,7,potence1|potence2,+T|+T,N,N,,222,,NOM,C/V\.'C/V\.C/(e)\
601,106,1,il,il,PRO:pers:suj:3:masc:sg:unb,2772,7,il,CIST,Prn,Prn$,3p,222,s,PRO:pers,/V\
602,106,2,se,se,PROCON,2773,7,se,C,Prn,Prn$$,soi,222,,PROCON,C/(e)\
603,106,3,senti,senti,VER:simp:3:sg,2774,7,sentir,+IM,Vfin,Vfin,sentir,222,,VER,C/V\.'C/V\
604,106,4,si,si,PROCON,2775,7,si,C,Adv,Adv,si4,222,,PROCON,C/V\
605,106,5,alegié,alegié,VER:pper:masc:sg,2776,7,alegier1|aligier,+I|+M,Vpp,Vpp,,222,,VER,/V\.C/V\.'C/V\
606,107,1,et,et,CON:coord,2780,7,et,ST,Crd,Crd,et,222,,CON:coord,/V\
607,107,2,sanz,sanz,PRE,2781,7,sans|senz,+IS|C,Pre,Pre,sans,222,,PRE,C/V\
608,107,3,baston,baston,NOM:obj:masc:sg,2782,7,baston,+IT,N,N,,222,,NOM,C/V\.'C/V\
609,107,4,",",",",PON,2783,7,",",,Pnc,Pnc,,222,,PON,
610,107,5,la,la,DET:def:obj:femi:sg,2784,7,le,CST,Det,Det,le,222,,DET:def,C/V\
611,107,6,quele,quele,ADJ:obj:femi:sg,2785,7,quel1|quel,I|CI,Qux,Qux,quel,222,,ADJ,'C/V\.C/(e)\
612,107,7,chose,chose,NOM:obj:femi:sg,2786,7,chose,+CIT,N,N,,222,,NOM,'C/V\.C/(e)\
613,108,1,la,la,DET:def:obj:femi:sg,2784,7,le,CST,Det,Det,le,222,,DET:def,C/V\
614,108,2,quele,quele,ADJ:obj:femi:sg,2785,7,quel1|quel,I|CI,Qux,Qux,quel,222,,ADJ,'C/V\.C/(e)\
615,108,3,chose,chose,NOM:obj:femi:sg,2786,7,chose,+CIT,N,N,,222,,NOM,'C/V\.C/(e)\
616,108,4,il,il,PRO:pers:suj:3:masc:sg:unb,2787,7,il,CIST,Prn,Prn$,3p,222,s,PRO:pers,/V\
617,108,5,n,n,PRO:clit,2788,7,en2|ne,S|C,Neg,Neg$$,ne1,222,,PRO:clit,C/\
618,108,6,avoit,avoit,VER:impf:3:sg,2789,7,avoiier|avoir,+MI|+MI,Vfin,Vfin,avoir1,222,,VER,/V\.'C/V\
619,108,7,fet,fet,VER:pper:masc:sg,2790,7,faire|feire|fere,+CMI|M|M,Vpp,Vpp,faire,222,,VER,C/V\
620,109,1,et,et,CON:coord,2820,7,et,ST,Crd,Crd,et,223,,CON:coord,/V\
621,109,2,va,va,VER:impe:2:sg,2821,7,aler,+CMIT,Vfin,Vfin,aller,223,,VER,C/V\
622,109,3,arriere,arriere,ADV,2822,7,ariere,I,PrA,PrA,arrière,223,,ADV,/V\.'C/V\.C/(e)\
623,109,4,au,au,PREDET:a:obj:masc:sg,2823,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,223,,PREDET:a,/V\
624,109,5,dit,dit,VER:pper:masc:sg,2824,7,dire,+CMI,Vpp,Vpp,dire,223,,VER,C/V\
625,109,6,tombel,tombel,NOM:obj:masc:sg,2825,7,tombel,+T,N,N,,223,,NOM,C/V\.'C/V\
626,110,1,apres,aprés,PRE,2888,7,apres|après,C|IdSTd,PrA,PrA,après,225,,PRE,/V\.'C/V\
627,110,2,que,que,PROCON,2889,7,que2|que3|que,T|S|C,Sub,Sub,que,225,,PROCON,C/(e)\
628,110,3,il,il,PRO:pers:suj:3:masc:sg:unb,2890,7,il,CIST,Prn,Prn$,3p,225,s,PRO:pers,/V\
629,110,4,revint,revint,VER:simp:3:sg,2891,7,n/a,n/a,Vfin,Vfin,revenir,225,,VER,C/V\.'C/V\
630,110,5,au,au,PREDET:a:obj:masc:sg,2892,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,225,,PREDET:a,/V\
631,110,6,tombel,tombel,NOM:obj:masc:sg,2893,7,tombel,+T,N,N,,225,,NOM,C/V\.'C/V\
632,111,1,la,la,DET:def:suj:femi:sg,2905,7,le,CST,Det,Det,le,225,,DET:def,C/V\
633,111,2,quele,quele,ADJ:suj:femi:sg,2906,7,quel1|quel,I|CI,Qux,Qux,quel,225,,ADJ,'C/V\.C/(e)\
634,111,3,estoit,estoit,VER:impf:3:sg,2907,7,ester|estre1,+IM|+I,Vfin,Vfin,être1|ester,225,,VER,/V\.'C/V\
635,111,4,sus,sus,ADV,2908,7,sus,I,PrA,PrA,sus,225,,ADV,C/V\
636,111,5,le,le,DET:def:obj:masc:sg,2909,7,le,CST,Det,Det,le,225,,DET:def,C/(e)\
637,111,6,tombel,tombel,NOM:obj:masc:sg,2910,7,tombel,+T,N,N,,225,,NOM,C/V\.'C/V\
638,112,1,et,et,CON:coord,2916,7,et,ST,Crd,Crd,et,225,,CON:coord,/V\
639,112,2,en,en,PRO:clit,2917,7,en2|en,S|C,Prn,Prn$$,en2,225,,PRO:clit,/V\
640,112,3,metoit,metoit,VER:impf:3:sg,2918,7,metre,IM,Vfin,Vfin,mettre,225,,VER,C/V\.'C/V\
641,112,4,es,es,PREDET:en:obj:masc:pl,2919,7,en1+le|le,S|C,Pre+Det,Pre+Det,en1+le,225,,PREDET:en,/V\
642,112,5,nuef,nuef,ADJ:card,2920,7,nuef1|nuef,IT|CI,Adj,Adj,,225,,ADJ:card,C/V\
643,112,6,pertuis,pertuis,NOM:obj:masc:pl,2921,7,pertuis,+IT,N,N,,225,,NOM,C/V\.'C/V\
644,113,1,et,et,CON:coord,2953,7,et,ST,Crd,Crd,et,226,,CON:coord,/V\
645,113,2,furent,furent,VER:simp:3:pl,2954,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,226,,VER,'C/V\.C/e\
646,113,3,reempliz,reempliz,VER:pper:masc:pl,2955,7,UNKNOWN,,Vpp,Vpp,remplir,226,,VER,C/(V)\./V\.'C/V\
647,113,4,de,de,PRE,2956,7,de,+CIST,Pre,Pre,de,226,,PRE,C/(e)\
648,113,5,char,char,NOM:obj:femi:sg,2957,7,char1|char2,+IT|+IT,N,N,,226,,NOM,C/V\
649,114,1,sanz,sanz,PRE,2959,7,sans|senz,+IS|C,Pre,Pre,sans,226,,PRE,C/V\
650,114,2,aucune,aucune,DET:ind:obj:femi:sg,2960,7,aucun,CS,QIs,QIs,aucun,226,,DET:ind,/V\.'C/V\.C/(e)\
651,114,3,autre,autre,ADJ:obj:femi:sg,2961,7,autre,CIId,Adj,Adj,autre,226,,ADJ,'/V\.C/(e)\
652,114,4,medecine,medecine,NOM:obj:femi:sg,2962,7,medecine,+IT,N,N,,226,,NOM,C/V\.C/e\.'C/V\.C/(e)\
653,115,1,ot,ot,VER:simp:3:sg,2969,7,avoir|öir,+IM|+I,Vfin,Vfin,avoir1|ouïr,227,,VER,/V\
654,115,2,ilec,ilec,ADV,2970,7,iluec,+T,Adv,Adv,illuec,227,a,ADV,/V\.'C/V\
655,115,3,esté,esté,VER:pper:masc:sg,2971,7,ester|estre1,+MI|+I,Vpp,Vpp,être1|ester,227,,VER,/V\.'C/V\
656,115,4,par,par,PRE,2972,7,par,CIS,Pre,Pre,par1,227,,PRE,C/V\
657,115,5,nuef,nuef,ADJ:card,2973,7,nuef1|nuef,IT|CI,Adj,Adj,,227,,ADJ:card,C/V\
658,115,6,jours,jours,NOM:obj:masc:pl,2974,7,jor,+C,N,N,,227,,NOM,C/V\
659,116,1,a,a,PRE,2990,7,a3|a,+T|CGIS,Pre,Pre,à,227,,PRE,/V\
660,116,2,potences,potences,NOM:obj:femi:pl,2991,7,potence1|potence2,*+T|+T,N,N,,227,,NOM,C/V\.'C/V\.C/e\
661,116,3,pour,pour,PRE,2992,7,por2|por,+ST|C,Pre,Pre,pour,227,,PRE,C/V\
662,116,4,la,la,DET:def:obj:femi:sg,2993,7,le,CST,Det,Det,le,227,,DET:def,C/V\
663,116,5,feblece,feblece,NOM:obj:femi:sg,2994,7,feblece,+IT,N,N,,227,,NOM,C/V\.'C/V\.C/(e)\
664,117,1,et,et,CON:coord,2996,7,et,ST,Crd,Crd,et,227,,CON:coord,/V\
665,117,2,ilecques,ilecques,ADV,2997,7,iluec,+Z,Adv,Adv,illuec,227,,ADV,/V\.'C/V\.C/e\
666,117,3,il,il,PRO:pers:suj:3:masc:sg:unb,2998,7,il,CIST,Prn,Prn$,3p,227,s,PRO:pers,/V\
667,117,4,les,les,PRO:pers:acc:3:masc:pl,2999,7,il,CIST,Prn,Prn$$,3p,227,c,PRO:pers,C/V\
668,117,5,lessa,lessa,VER:simp:3:sg,3000,7,laissier,+CI,Vfin,Vfin,laisser,227,,VER,C/V\.'C/V\
669,118,1,deca,deca,ADV,3019,7,deça,IdTd,PrA,PrA,deça,227,,ADV,C/e\.'C/V\
670,118,2,et,et,CON:coord,3020,7,et,ST,Crd,Crd,et,227,,CON:coord,/V\
671,118,3,dela,dela,ADV,3021,7,dela,T,PrA,PrA,delà,227,,ADV,C/V\.'C/V\
672,118,4,par,par,PRE,3022,7,par,CIS,Pre,Pre,par1,227,,PRE,C/V\
673,118,5,les,les,DET:def:obj:femi:pl,3023,7,le,CST,Det,Det,le,227,,DET:def,C/V\
674,118,6,voies,voies,NOM:obj:femi:pl,3024,7,voie,+CI,N,N,,227,,NOM,'C/V\./e\
675,119,1,sanz,sanz,PRE,3025,7,sans|senz,+IS|C,Pre,Pre,sans,227,,PRE,C/V\
676,119,2,autre,autre,ADJ:obj:femi:sg,3026,7,autre,CIId,Adj,Adj,autre,227,,ADJ,'/V\.C/(e)\
677,119,3,aide,aide,NOM:obj:femi:sg,3027,7,äie,+IdTd,N,N,,227,,NOM,'/V\.C/(e)\
678,119,4,par,par,PRE,3028,7,par,CIS,Pre,Pre,par1,227,,PRE,C/V\
