wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,BFM_word,sentence,chapter_id,syntag,synfunc
750,170,1,et,et,concoo,2928,13335,334,1.6,Crd,
751,170,2,se,se,proper,2929,13336,334,1.6,Prn,
752,170,3,alla,alla,vcj,2930,13337,334,1.6,Vfin,
753,170,4,loger,loger,vin,2931,13338,334,1.6,Vinf,c
754,171,1,jusques,jusques,pre,2941,13348,334,1.6,Pre,
755,171,2,à,a,pre,2942,13349,334,1.6,Pre,
756,171,3,sa,sa,detpos,2943,13350,334,1.6,Det,
757,171,4,maison,maison,nco,2944,13351,334,1.6,N,
758,172,1,et,et,concoo,3008,13415,335,1.6,Crd,
759,172,2,tout,tout,detind,3009,13416,335,1.6,Det,
760,172,3,le,le,detdef,3010,13417,335,1.6,Det,
761,172,4,demourant,demourant,nco,3011,13418,335,1.6,N,
762,173,1,envoyèrent,envoyerent,vcj,3012,13419,335,1.6,Vfin,
763,173,2,loger,loger,vin,3013,13420,335,1.6,Vinf,
764,174,1,et,et,concoo,3034,13441,336,1.6,Crd,
765,174,2,advindrent,advindrent,vcj,3035,13442,336,1.6,Vfin,
766,174,3,des,des,detndf,3036,13443,336,1.6,Det,
767,174,4,choses,choses,nco,3037,13444,336,1.6,N,
768,175,1,de,de,pre,3059,13466,337,1.6,Pre,
769,175,2,Nantouillet,nantouillét,npr,3060,13467,337,1.6,N,
770,175,3,",",",",pon,3061,13468,337,1.6,Pnc,
771,175,4,grant,grant,adjqua,3062,13469,337,1.6,Adj,
772,175,5,maistre,maistre,nco,3063,13470,337,1.6,N,
773,176,1,se,se,proper,3083,13490,338,1.6,Prn,
774,176,2,veit,veit,vcj,3084,13491,338,1.6,Vfin,
775,176,3,espoventé,espoventé,vpp,3085,13492,338,1.6,Vpp,a
776,177,1,ceste,ceste,detdem,3101,13508,338,1.6,Det,
777,177,2,entreprinse,entreprinse,nco,3102,13509,338,1.6,N,
778,177,3,bonne,bonne,adjqua,3103,13510,338,1.6,Adj,
779,178,1,pourroient,pourroient,vcj,3129,13536,339,1.6,Vfin,
780,178,2,parvenir,parvenir,vin,3130,13537,339,1.6,Vinf,
781,179,1,qui,qui,prorel,3137,13544,339,1.6,Sub,s
782,179,2,sont,sont,vcj,3138,13545,339,1.6,Vfin,
783,179,3,plus,plus,adv,3139,13546,339,1.6,Adv,
784,179,4,desiréz,desirez,vpp,3140,13547,339,1.6,Vpp,
785,180,1,en,en,pre,3141,13548,339,1.6,Pre,
786,180,2,ceste,ceste,detdem,3142,13549,339,1.6,Det,
787,180,3,cité,cité,nco,3143,13550,339,1.6,N,
788,180,4,là,la,adv,3144,13551,339,1.6,Adv,
789,181,1,et,et,concoo,3165,13572,340,1.6,Crd,
790,181,2,non,non,adv,3166,13573,340,1.6,Adv,
791,181,3,pas,pas,adv,3167,13574,340,1.6,Adv,
792,181,4,ce,ce,prodem,3168,13575,340,1.6,Prn,
793,181,5,qu',qu',prorel,3169,13576,340,1.6,Sub,c
794,181,6,ilz,ilz,proper,3170,13577,340,1.6,Prn,s
795,181,7,doyvent,doyvent,vcj,3171,13578,340,1.6,Vfin,
796,182,1,ne,ne,adv,3202,13609,340,1.6,Neg,
797,182,2,sauroient,sauroient,vcj,3203,13610,340,1.6,Vfin,
798,182,3,valoir,valoir,vin,3204,13611,340,1.6,Vinf,c
799,183,1,Entre,entre,pre,3237,13644,342,1.6,Pre,
800,183,2,les,les,detdef,3238,13645,342,1.6,Det,
801,183,3,conseillers,conseillers,nco,3239,13646,342,1.6,N,
