wd_id,line_id,linewd,word,lex_id,old_wd_id,textlineid,syntag,syntag2,lemma,syllabified
462,103,1,et,et,3006,919,Crd,Crd,et,/V\
463,103,2,le,le,3007,919,Prn,Prn$$,le,C/(e)\
464,103,3,pent,pent,3008,919,Vfin,Vfin,pendre,C/V\
465,103,4,a,a,3009,919,Pre,Pre,à,/V\
466,103,5,son,son,3010,919,Det,Det,son4,C/V\
467,103,6,col,col,3011,919,N,N,,C/V\
468,104,1,Je,je,3042,922,Prn,Prn$,je,C/(e)\
469,104,2,vous,vous,3043,922,Prn,Prn$$,vous,C/V\
470,104,3,avoie,avoie,3044,922,Vfin,Vfin,avoir,/V\.'C/V\./(e)\
471,104,4,faite,faite,3045,922,Vpp,Vpp,faire,'C/V\.C/(e)\
472,105,1,assés,assés,3046,922,Adv,Adv,assez,/V\.'C/V\
473,105,2,greigneur,greigneur,3047,922,Adj,Adj,graindre,C/V\.'C/V\
474,105,3,bonté,bonté,3048,922,N,N,,C/V\.'C/V\
475,106,1,et,et,3057,923,Crd,Crd,et,/V\
476,106,2,vous,vous,3058,923,Prn,Prn$,vous,C/V\
477,106,3,me,me,3059,923,Prn,Prn$$,me,C/(e)\
478,106,4,faisiés,faisiés,3060,923,Vfin,Vfin,faire,C/V\.'C/V\
479,106,5,honte,honte,3061,924,N,N,,'C/V\.C/(e)\
480,107,1,de,de,3062,924,Pre,Pre,de,C/(e)\
481,107,2,tout,tout,3063,924,QIs,QIs,tout,C/V\
482,107,3,vostre,vostre,3064,924,Det,Det,votre,'C/V\.C/(e)\
483,107,4,pooir,pooir,3065,924,N,N,pouvoir,C/V\.'C/V\
484,108,1,Force,force,3067,924,N,N,,'C/V\.C/(e)\
485,108,2,me,me,3068,924,Prn,Prn$$,me,C/(e)\
486,108,3,fait,fait,3069,924,Vfin,Vfin,faire,C/V\
487,108,4,jouster,jouster,3070,924,Vinf,Vinf,,C/V\.'C/V\
488,109,1,k',k',3128,1003,Sub,Sub,que,C/\
489,109,2,il,il,3129,1003,Prn,Prn,il,/V\
490,109,3,en,en,3130,1003,Pre,Pre,en,/V\
491,109,4,sele,sele,3131,1004,N,N,,'C/V\.C/(e)\
492,109,5,se,se,3132,1004,Prn,Prn$$,se,C/(e)\
493,109,6,tiengne,tiengne,3133,1004,Vfin,Vfin,tenir,'C/V\.C/(e)\
494,110,1,ains,ains,3135,1004,Crd,Crd,ains,/V\
495,110,2,vole,vole,3136,1004,Vfin,Vfin,voler,'C/V\.C/(e)\
496,110,3,des,des,3137,1004,Pre+Det,Pre+Det,de.le,C/V\
497,110,4,arçons,arçons,3138,1004,N,N,,/V\.'C/V\
498,111,1,a,a,3139,1004,Pre,Pre,à,/V\
499,111,2,tere,tere,3140,1004,N,N,,'C/V\.C/(e)\
500,111,3,",",",",3141,1004,Pnc,Pnc,,
501,111,4,voelle,voelle,3142,1004,Vfin,Vfin,vouloir,'C/V\.C/(e)\
502,111,5,u,u,3143,1004,Crd,Crd,ou,/V\
503,111,6,non,non,3144,1004,NVP,NVP,non,C/V\
504,112,1,plus,plus,3202,1009,Adv,Adv,plus,C/V\
505,112,2,sour,sour,3203,1009,PrA,PrA,sur,C/V\
506,112,3,le,le,3204,1010,Det,Det,le,C/(e)\
507,112,4,cevalier,cevalier,3205,1010,N,N,,C/V\.C/V\.'C/V\
508,113,1,or,or,3394,1025,Adv,Adv,or2,/V\
509,113,2,oi,oi,3395,1025,Vfin,Vfin,ouïr,/V\
510,113,3,je,je,3396,1025,Prn,Prn%,je,C/(e)\
511,113,4,boin,boin,3397,1025,Adj,Adj,bon,C/V\
512,113,5,plait,plait,3398,1025,N,N,,C/V\
513,113,6,metre,metre,3399,1025,Vinf,Vinf,mettre,'C/V\.C/(e)\
514,114,1,Se,se,3432,1028,Sub,Sub,si3,C/(e)\
515,114,2,vous,vous,3433,1028,Prn,Prn,vous,C/V\
516,114,3,en,en,3434,1028,Pre,Pre,en,/V\
517,114,4,tel,tel,3435,1028,Adj,Adj,tel,C/V\
518,114,5,maniere,maniere,3436,1028,N,N,,C/V\.'C/V\.C/(e)\
519,115,1,est,est,3551,1037,Vfin,Vfin,être,/V\
520,115,2,de,de,3552,1037,Pre,Pre,de,C/(e)\
521,115,3,tel,tel,3553,1037,Adj,Adj,tel,C/V\
522,115,4,volenté,volenté,3554,1037,N,N,,C/V\.C/V\.'C/V\
523,116,1,son,son,3575,1039,Det,Det,son4,C/V\
524,116,2,ceval,ceval,3576,1039,N,N,,C/V\.'C/V\
525,116,3,a,a,3577,1039,Pre,Pre,à,/V\
526,116,4,garder,garder,3578,1039,Vinf,Vinf,garder,C/V\.'C/V\
