wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,para_id,ch_id,syntag,syntag2,lemma,verse_id,synfunc,syllabified
421,73,2,grace,grace,NOM,1235,grace_+CIT,4,1,N,N,,20,,'C/V\.C/(e)\
422,73,3,a,a,PRE,1236,a_S,4,1,Pre,Pre,à,20,,/V\
423,73,4,li,li,PRO:pers,1237,il_S,4,1,Prn,Prn,3p,20,,C/V\
424,73,5,s',s',PRO:pers,1238,soi1_S,4,1,Prn,Prn$$,soi,20,,C/\
425,73,6,acumpaigna,acumpaigna,VER,1239,<nolem>,4,1,Vfin,Vfin,,20,,/V\.C/V\.C/V\.'C/V\
426,74,1,rachatá,rachata,VER,1246,racheter_M,4,1,Vfin,Vfin,racheter,20,,C/V\.C/V\.'C/V\
427,74,2,",",",",PON,1247,",",4,1,Pnc,Pnc,,20,,
428,74,3,mundá,munda,VER,1248,monder1|monder2_*+T|+T,4,1,Vfin,Vfin,,20,,C/V\.'C/V\
429,74,4,par,par,PRE,1249,par_S,4,1,Pre,Pre,par1,20,,C/V\
430,74,5,baptesme,baptesme,NOM,1250,batesme_+I,4,1,N,N,,20,,C/V\.'C/V\.C/(e)\
431,75,1,od,od,PRE,1264,o4_+S,5,1,Pre,Pre,o1,21,,/V\
432,75,2,sa,sa,DET:poss,1265,son4_S,5,1,Det,Det,son4,21,,C/V\
433,75,3,maigniéé,maigniee,NOM,1266,<nolem>,5,1,N,N,,21,,C/V\.'C/V\./(e)\
434,75,4,al,al,PREDET:a,1267,a+le_S,5,1,Pre+Det,Pre+Det,à+le,21,,/V\
435,75,5,tabernacle,tabernacle,NOM,1268,tabernacle_+T,5,1,N,N,,21,,C/V\.C/e\.'C/V\.C/(e)\
436,76,1,Mais,mais,CON:coord,1280,mais_S,5,1,Crd,Crd,mais1,22,,C/V\
437,76,2,Anna,annä,NPR,1281,anna_Z,5,1,N,N,,22,s,'/V\.C/(e)\
438,76,3,out,out,VER,1282,avoir|oloir_+MIIdMd|+M,5,1,Vfin,Vfin,avoir1,22,,/V\
439,76,4,essuigne,essuigne,NOM,1283,<nolem>,5,1,N,N,,22,c,/V\.'C/V\.C/(e)\
440,76,5,é,e,CON:coord,1284,et_S,5,1,Crd,Crd,et,22,,/V\
441,76,6,remest,remest,VER,1285,remanoir_+I,5,1,Vfin,Vfin,remanoir,22,,C/V\.'C/V\
442,77,1,é,e,CON:coord,1284,et_S,5,1,Crd,Crd,et,22,,/V\
443,77,2,remest,remest,VER,1285,remanoir_+I,5,1,Vfin,Vfin,remanoir,22,,C/V\.'C/V\
444,77,3,",",",",PON,1286,",",5,1,Pnc,Pnc,,22,,
445,77,4,kar,kar,CON:coord,1287,car_S,5,1,Crd,Crd,car,22,,C/V\
446,77,5,al,al,PREDET:a,1288,a+le_S,5,1,Pre+Det,Pre+Det,à+le,22,,/V\
447,77,6,tabernacle,tabernacle,NOM,1289,tabernacle_+T,5,1,N,N,,22,,C/V\.C/e\.'C/V\.C/(e)\
448,78,1,ne,ne,PRO:clit,1290,en2_S,5,1,Neg,Neg$$,ne1,22,,C/(e)\
449,78,2,volt,volt,VER,1291,valoir|voler|voloir_+M|+I|+CI,5,1,Vfin,Vfin,vouloir,22,,C/V\
450,78,3,returner,returner,VER,1292,retorner_+I,5,1,Vinf,Vinf,retourner,22,,C/V\.C/V\.'C/V\
451,78,4,jesque,jesque,ADV,1293,jesque_I,5,1,PrA,PrA,jusque,22,,'C/V\.C/(e)\
452,78,5,líu,liu,NOM,1294,lieu_+T,5,1,N,N,,22,,C/V\
453,79,1,Mais,mais,CON:coord,1309,mais_S,5,1,Crd,Crd,mais1,24,,C/V\
454,79,2,puis,puis,ADV,1310,puis_IT,5,1,Adv,Adv,puis,24,,C/V\
455,79,3,que,que,PROCON,1311,que3_S,5,1,Sub,Sub,que,24,,C/(e)\
456,79,4,il,il,PRO:pers,1312,il_S,5,1,Prn,Prn$,3p,24,s,/V\
457,79,5,out,out,VER,1313,avoir|oloir_+MIIdMd|+M,5,1,Vfin,Vfin,avoir1,24,,/V\
458,79,6,set,set,ADJ:card,1314,sep|set_T|IT,5,1,QIs,QIs,7,24,,C/V\
459,79,7,anz,anz,NOM,1315,an_+CI,5,1,N,N,,24,,/V\
460,79,8,passed,passéd,VER,1316,passer_M,5,1,Vpp,Vpp,passer,24,,C/V\.'C/V\
461,80,1,fist,fist,VER,1354,faire|feire|fere_+CMI|M|M,5,1,Vfin,Vfin,faire,24,,C/V\
462,80,2,bel,bel,ADJ,1355,bel1|bel_+T|I,5,1,Adj,Adj,beau,24,,C/V\
463,80,3,reguard,reguard,NOM,1356,<nolem>,5,1,N,N,,24,,C/V\.'C/V\
464,80,4,é,e,CON:coord,1357,et_S,5,1,Crd,Crd,et,24,,/V\
465,80,5,si,si,ADV,1358,si_+IT,5,1,Adv,Adv,si4,24,,C/V\
466,80,6,li,li,PRO:pers,1359,il_S,5,1,Prn,Prn$$,3p,24,,C/V\
467,80,7,dist,dist,VER,1360,dire_+CMI,5,1,Vfin,Vfin,dire,24,,C/V\
468,81,1,é,e,CON:coord,1398,et_S,5,1,Crd,Crd,et,28,,/V\
469,81,2,jo,jo,PRO:pers,1399,je_S,5,1,Prn,Prn$,1ps,28,s,C/V\
470,81,3,li,li,PRO:pers,1400,il_S,5,1,Prn,Prn$$,3p,28,,C/V\
471,81,4,rend,rend,VER,1401,rendre_+M,5,1,Vfin,Vfin,rendre,28,,C/V\
472,81,5,pur,pur,PRE,1402,por2_+S,5,1,Pre,Pre,pour,28,,C/V\
473,81,6,lui,lui,PRO:pers,1403,il|loi1_S|S,5,1,Prn,Prn,3p,28,c,C/V\
474,81,7,servir,servir,VER,1404,servir_+MIT,5,1,Vinf,Vinf,servir,28,,C/V\.'C/V\
475,82,1,receif,receif,VER,1411,recevoir_+MI,5,1,Vfin,Vfin,recevoir,28,,C/V\.'C/V\
476,82,2,l',l',DET:def,1412,le_S,5,1,Det,Det,le,28,,C/\
477,82,3,enfant,enfant,NOM,1413,enfant_+CIT,5,1,N,N,,28,,/V\.'C/V\
478,82,4,que,que,PROCON,1414,que3_S,5,1,Qux,Qux,que,28,,C/(e)\
479,82,5,served,served,VER,1415,servir_+M,5,1,Vfin,Vfin,servir,28,,'C/V\.C/e\
480,82,6,Deu,deu,NOM,1416,dieu_+IT,5,1,N,N,,28,c,C/V\
481,83,1,en,en,PRE,1419,en1_+S,5,1,Pre,Pre,en1,28,,/V\
482,83,2,avant,avant,PRE,1420,avant_S,5,1,PrA,PrA,avant,28,,/V\.'C/V\
483,83,3,.,.,PON,1421,.,5,1,Pnc,Pnc,,28,,
484,83,4,’,’,PON:cit,1422,QUOTED,5,1,Pnc,Pnc,,28,,
485,83,5,É,e,CON:coord,1423,et_S,5,2,Crd,Crd,et,1,,/V\
486,83,6,puis,puis,ADV,1424,puis_IT,5,2,Adv,Adv,puis,1,,C/V\
487,83,7,úrad,urad,VER,1425,orer2_+Z,5,2,Vfin,Vfin,orer,1,,/V\.'C/V\
488,83,8,Anna,annä,NPR,1426,anna_Z,5,2,N,N,,1,s,'/V\.C/(e)\
489,84,1,É,e,CON:coord,1423,et_S,5,2,Crd,Crd,et,1,,/V\
490,84,2,puis,puis,ADV,1424,puis_IT,5,2,Adv,Adv,puis,1,,C/V\
491,84,3,úrad,urad,VER,1425,orer2_+Z,5,2,Vfin,Vfin,orer,1,,/V\.'C/V\
492,84,4,Anna,annä,NPR,1426,anna_Z,5,2,N,N,,1,s,'/V\.C/(e)\
493,84,5,",",",",PON,1427,",",5,2,Pnc,Pnc,,1,,
494,84,6,si,si,DET:poss,1428,son4_S,5,2,Adv,Adv,si4,1,,C/V\
495,84,7,dist,dist,VER,1429,dire_+CMI,5,2,Vfin,Vfin,dire,1,,C/V\
496,85,1,est,est,VER,1434,ester|estre1_+M|+I,5,2,Vfin,Vfin,être1|ester,1,,/V\
497,85,2,esléézciez,esleezciez,VER,1435,<nolem>,5,2,Vpp,Vpp,,1,a,/V\.C/V\.C/e\.'C/V\
498,85,3,é,e,CON:coord,1436,et_S,5,2,Crd,Crd,et,1,,/V\
499,85,4,mis,mis,DET:poss,1437,mon1_S,5,2,Det,Det,mon1,1,,C/V\
500,85,5,fiz,fiz,NOM,1438,fil2|fius_+T|C,5,2,N,N,,1,,C/V\
501,86,1,é,e,CON:coord,1436,et_S,5,2,Crd,Crd,et,1,,/V\
502,86,2,mis,mis,DET:poss,1437,mon1_S,5,2,Det,Det,mon1,1,,C/V\
503,86,3,fiz,fiz,NOM,1438,fil2|fius_+T|C,5,2,N,N,,1,,C/V\
504,86,4,en,en,PRE,1439,en1_+S,5,2,Pre,Pre,en1,1,,/V\
505,86,5,Deu,deu,NOM,1440,dieu_+IT,5,2,N,N,,1,,C/V\
506,86,6,eshalciez,eshalciez,VER,1441,essaucier_+M,5,2,Vpp,Vpp,,1,a,/V\.C/V\.'C/V\
507,87,1,Nul,nul,PRO:ind,1457,nul_S,5,2,QIs,QIs,nul,2,,C/V\
508,87,2,n',n',PRO:clit,1458,en2_S,5,2,Neg,Neg$$,ne1,2,,C/\
509,87,3,est,est,VER,1459,ester|estre1_+M|+I,5,2,Vfin,Vfin,être1|ester,2,,/V\
510,87,4,si,si,DET:poss,1460,son4_S,5,2,Adv,Adv,si4,2,,C/V\
511,87,5,sainz,sainz,ADJ,1461,saint_I,5,2,Adj,Adj,saint,2,,C/V\
512,87,6,cume,cume,NPR,1462,<nolem>,5,2,Sub,Sub,comme,2,,'C/V\.C/(e)\
513,87,7,li,li,DET:def,1463,le_S,5,2,Det,Det,le,2,,C/V\
514,87,8,Sires,sires,NOM,1464,seignor_+CI,5,2,N,N,,2,,'C/V\.C/e\
515,88,1,é,e,CON:coord,1466,et_S,5,2,Crd,Crd,et,2,,/V\
516,88,2,nuls,nuls,PRO:ind,1467,nul_S,5,2,QIs,QIs,nul,2,,C/V\
517,88,3,n',n',PRO:clit,1468,en2_S,5,2,Neg,Neg$$,ne1,2,,C/\
518,88,4,est,est,VER,1469,ester|estre1_+M|+I,5,2,Vfin,Vfin,être1|ester,2,,/V\
519,88,5,altres,altres,ADJ,1470,autre_I,5,2,Adj,Adj,autre,2,,'/V\.C/e\
520,88,6,ki,ki,PROCON,1471,qui_S,5,2,Qux,Qux,qui,2,s,C/V\
521,88,7,ne,ne,PRO:clit,1472,en2_S,5,2,Neg,Neg$$,ne1,2,,C/(e)\
522,88,8,change,change,VER,1473,changier_+MI,5,2,Vfin,Vfin,,2,,'C/V\.C/(e)\
523,89,1,kar,kar,CON:coord,1504,car_S,5,2,Crd,Crd,car,3,,C/V\
524,89,2,Deu,deu,NOM,1505,dieu_+IT,5,2,N,N,,3,s,C/V\
525,89,3,est,est,VER,1506,ester|estre1_+M|+I,5,2,Vfin,Vfin,être1|ester,3,,/V\
526,89,4,de,de,PRE,1507,de_+S,5,2,Pre,Pre,de,3,,C/(e)\
527,89,5,science,science,NOM,1508,scïence_+IdTd,5,2,N,N,,3,,C/V\.'C/V\.C/(e)\
528,89,6,sires,sires,NOM,1509,seignor_+CI,5,2,N,N,,3,,'C/V\.C/e\
529,90,1,Li,li,DET:def,1519,le_S,5,2,Det,Det,le,4,,C/V\
530,90,2,arcs,arcs,NOM,1520,arc_*+IT,5,2,N,N,,4,,/V\
531,90,3,des,des,PREDET:de,1521,de+le_S,5,2,Pre+Det,Pre+Det,de+le,4,,C/V\
532,90,4,forz,forz,ADJ,1522,fort_+CI,5,2,Adj,Adj,fort,4,,C/V\
533,90,5,est,est,VER,1523,ester|estre1_+M|+I,5,2,Vfin,Vfin,être1|ester,4,,/V\
534,90,6,surmuntez,surmuntez,VER,1524,sormonter_*+Z,5,2,Vpp,Vpp,surmonter,4,,C/V\.C/V\.'C/V\
535,91,1,é,e,CON:coord,1526,et_S,5,2,Crd,Crd,et,4,,/V\
536,91,2,li,li,DET:def,1527,le_S,5,2,Det,Det,le,4,,C/V\
537,91,3,fieble,fieble,ADJ,1528,foible_+IT,5,2,Adj,Adj,,4,,'C/V\.C/(e)\
538,91,4,sunt,sunt,VER,1529,soner_+I,5,2,Vfin,Vfin,?,4,,C/V\
539,91,5,esforciez,esforciez,VER,1530,esforcier1|esforcier2_*+T|+T,5,2,Vpp,Vpp,,4,a,/V\.C/V\.'C/V\
540,92,1,ore,ore,ADV,1536,or4|or_+IT|I,5,2,Adv,Adv,or2,5,,'/V\.C/(e)\
541,92,2,se,se,PRO:pers,1537,soi1_S,5,2,Prn,Prn$$,soi,5,,C/(e)\
542,92,3,sunt,sunt,VER,1538,soner_+I,5,2,Vfin,Vfin,?,5,,C/V\
543,92,4,pur,pur,PRE,1539,por2_+S,5,2,Pre,Pre,pour,5,,C/V\
544,92,5,pain,pain,NOM,1540,pain_+IT,5,2,N,N,,5,,C/V\
545,92,6,luéz,lüez,ADV,1541,luès_+Z,5,2,Vpp,Vpp,louer,5,,C/V\.'C/V\
546,93,1,é,e,CON:coord,1554,et_S,5,2,Crd,Crd,et,5,,/V\
547,93,2,céle,cele,PRO:demo,1555,cel_S,5,2,Dem,Dem,cil,5,,'C/V\.C/(e)\
548,93,3,ki,ki,PROCON,1556,qui_S,5,2,Qux,Qux,qui,5,s,C/V\
549,93,4,mulz,mulz,PRO:ind,1557,mout_S,5,2,QIs,QIs,moult,5,,C/V\
550,93,5,óut,out,VER,1558,avoir|oloir_+MIIdMd|+M,5,2,Vfin,Vfin,avoir1,5,,/V\
551,93,6,enfanz,enfanz,NOM,1559,enfant_+I,5,2,N,N,,5,,/V\.'C/V\
552,94,1,é,e,CON:coord,1586,et_S,5,2,Crd,Crd,et,5,,/V\
553,94,2,pois,pois,ADV,1587,puis_IT,5,2,Adv,Adv,puis,5,,C/V\
554,94,3,chascun,chascun,DET:ind,1588,chascun_S,5,2,QIs,QIs,chacun,5,,C/V\.'C/V\
555,94,4,an,an,NOM,1589,an_+CIT,5,2,N,N,,5,,/V\
556,94,5,quant,quant,ADV,1590,cant_C,5,2,Sub,Sub,quand,5,,C/V\
557,94,6,enfant,enfant,NOM,1591,enfant_+CIT,5,2,N,N,,5,c,/V\.'C/V\
558,95,1,é,e,CON:coord,1605,et_S,5,2,Crd,Crd,et,6,,/V\
559,95,2,en,en,PRE,1606,en1_+S,5,2,Pre,Pre,en1,6,,/V\
560,95,3,enfer,enfer,NOM,1607,enfer|infer_+IT|+T,5,2,N,N,,6,,/V\.'C/V\
561,95,4,meine,meine,VER,1608,mener_+M,5,2,Vfin,Vfin,mener,6,,'C/V\.C/(e)\
562,95,5,é,e,CON:coord,1609,et_S,5,2,Crd,Crd,et,6,,/V\
563,95,6,remeine,remeine,VER,1610,remanoir_*+I,5,2,Vfin,Vfin,remanoir,6,,C/V\.'C/V\.C/(e)\
564,96,1,Li,li,DET:def,1612,le_S,5,2,Det,Det,le,7,,C/V\
565,96,2,Sires,sires,NOM,1613,seignor_+CI,5,2,N,N,,7,,'C/V\.C/e\
566,96,3,fait,fait,VER,1614,faire|farre_+CMI|M,5,2,Vfin,Vfin,faire,7,,C/V\
567,96,4,póvre,povre,ADJ,1615,povre_+IT,5,2,Adj,Adj,pauvre,7,c,'C/V\.C/(e)\
568,96,5,é,e,CON:coord,1616,et_S,5,2,Crd,Crd,et,7,,/V\
569,96,6,fait,fait,VER,1617,faire|farre_+CMI|M,5,2,Vfin,Vfin,faire,7,,C/V\
570,96,7,riche,riche,ADJ,1618,riche_+IT,5,2,Adj,Adj,riche,7,c,'C/V\.C/(e)\
571,97,1,le,le,DET:def,1633,le_S,5,2,Det,Det,le,8,,C/(e)\
572,97,2,povre,povre,ADJ,1634,povre_+IT,5,2,Adj,Adj,pauvre,8,,'C/V\.C/(e)\
573,97,3,sache,sache,VER,1635,savoir_+IM,5,2,Vfin,Vfin,savoir,8,,'C/V\.C/(e)\
574,97,4,del,del,PREDET:de,1636,de+le_S,5,2,Pre+Det,Pre+Det,de+le,8,,C/V\
575,97,5,femier,femier,NOM,1637,femier_+IT,5,2,N,N,,8,,C/V\.'C/V\
576,98,1,od,od,PRE,1639,o4_+S,5,2,Pre,Pre,o1,8,,/V\
577,98,2,les,les,DET:def,1640,le_S,5,2,Det,Det,le,8,,C/V\
578,98,3,princes,princes,NOM,1641,prince_+C,5,2,N,N,,8,,'C/V\.C/e\
579,98,4,le,le,PRO:pers,1642,il_S,5,2,Prn,Prn$$,3p,8,c,C/(e)\
580,98,5,fait,fait,VER,1643,faire|farre_+CMI|M,5,2,Vfin,Vfin,faire,8,,C/V\
581,98,6,sedeir,sedeir,VER,1644,sëoir_+I,5,2,Vinf,Vinf,seoir,8,c,C/V\.'C/V\
582,99,1,le,le,DET:def,1667,le_S,5,2,Det,Det,le,8,,C/(e)\
583,99,2,son,son,DET:poss,1668,son4_S,5,2,Det,Det,son4,8,,C/V\
584,99,3,pople,pople,NOM,1669,pueple_+T,5,2,N,N,,8,,'C/V\.C/(e)\
585,99,4,qu',qu',PROCON,1670,que1|que2|que3|que4_S|S|S|S,5,2,Qux,Qux,que,8,c,C/\
586,99,5,il,il,PRO:pers,1671,il_S,5,2,Prn,Prn$,3p,8,s,/V\
587,99,6,ad,ad,VER,1672,avoir_+IM,5,2,Vfin,Vfin,avoir1,8,,/V\
588,99,7,levé,levé,VER,1673,laver|lever_+IM|+M,5,2,Vpp,Vpp,lever,8,,C/V\.'C/V\
589,100,1,Les,les,DET:def,1675,le_S,5,2,Det,Det,le,9,,C/V\
590,100,2,piez,piez,NOM,1676,pie|pié_+C|+I,5,2,N,N,,9,,C/V\
591,100,3,as,as,PREDET:a,1677,a+le_S,5,2,Pre+Det,Pre+Det,à+le,9,,/V\
592,100,4,seinz,seinz,ADJ,1678,saint_I,5,2,Adj,Adj,saint,9,,C/V\
593,100,5,guvernerad,guvernerad,VER,1679,guverner_M,5,2,Vfin,Vfin,,9,,C/V\.C/V\.C/e\.'C/V\
594,101,1,é,e,CON:coord,1688,et_S,5,2,Crd,Crd,et,9,,/V\
595,101,2,nuls,nuls,PRO:ind,1689,nul_S,5,2,QIs,QIs,nul,9,s,C/V\
596,101,3,par,par,PRE,1690,par_S,5,2,Pre,Pre,par1,9,,C/V\
597,101,4,sei,sei,DET:poss,1691,son4_S,5,2,Prn,Prn,soi,9,,C/V\
598,101,5,force,force,NOM,1692,force1|force2_+T|+IT,5,2,N,N,,9,c,'C/V\.C/(e)\
599,101,6,n',n',PRO:clit,1693,en2_S,5,2,Neg,Neg$$,ne1,9,,C/\
600,101,7,avrad,avrad,VER,1694,avoir_+M,5,2,Vfin,Vfin,avoir1,9,,/V\.'C/V\
601,102,1,Ses,ses,DET:poss,1696,son4_S,5,2,Det,Det,son4,10,,C/V\
602,102,2,adversaries,adversaries,NOM,1697,<nolem>,5,2,N,N,,10,,/V\.C/V\.'C/V\./e\
603,102,3,le,le,PRO:pers,1698,il_S,5,2,Prn,Prn$$,3p,10,c,C/(e)\
604,102,4,criendrunt,criendrunt,VER,1699,craindre_M,5,2,Vfin,Vfin,craindre,10,,C/V\.'C/V\
605,103,1,é,e,CON:coord,1701,et_S,5,2,Crd,Crd,et,10,,/V\
606,103,2,sur,sur,PRE,1702,sor2_+S,5,2,PrA,PrA,sur,10,,C/V\
607,103,3,els,els,PRO:pers,1703,il_S,5,2,Prn,Prn,3p,10,,/V\
608,103,4,del,del,PREDET:de,1704,de+le_S,5,2,Pre+Det,Pre+Det,de+le,10,,C/V\
609,103,5,ciel,ciel,NOM,1705,ciel_+IT,5,2,N,N,,10,,C/V\
610,103,6,tunerad,tunerad,VER,1706,<nolem>,5,2,Vfin,Vfin,,10,,C/V\.C/e\.'C/V\
611,104,1,É,e,CON:coord,1708,et_S,5,2,Crd,Crd,et,10,,/V\
612,104,2,tute,tute,DET:ind,1709,tot_S,5,2,QIs,QIs,tout,10,,'C/V\.C/(e)\
613,104,3,terre,terre,NOM,1710,terre_+CIT,5,2,N,N,,10,,'C/V\.C/(e)\
614,104,4,jugerad,jugerad,VER,1711,jugier_+M,5,2,Vfin,Vfin,,10,,C/V\.C/e\.'C/V\
615,105,1,é,e,CON:coord,1723,et_S,6,2,Crd,Crd,et,11,,/V\
616,105,2,li,li,DET:def,1724,le_S,6,2,Det,Det,le,11,,C/V\
617,105,3,enfes,enfes,NOM,1725,enfant_+IT,6,2,N,N,,11,,'/V\.C/e\
618,105,4,od,od,PRE,1726,o4_+S,6,2,Pre,Pre,o1,11,,/V\
619,105,5,Deu,deu,NOM,1727,dieu_+IT,6,2,N,N,,11,,C/V\
620,105,6,remaint,remaint,VER,1728,remanoir|remener_+I|+I,6,2,Vfin,Vfin,remanoir,11,,C/V\.'C/V\
621,106,1,Encuntre,encuntre,PRE,1744,encontre1_S,6,2,PrA,PrA,encontre2,12,,/V\.'C/V\.C/(e)\
622,106,2,Deu,deu,NOM,1745,dieu_+IT,6,2,N,N,,12,,C/V\
623,106,3,furent,furent,VER,1746,estre1|estre_+I|CMI,6,2,Vfin,Vfin,être1|ester,12,,'C/V\.C/e\
624,106,4,felun,felun,NOM,1747,felon_I,6,2,N,N,,12,a,C/V\.'C/V\
625,107,1,del,del,PREDET:de,1765,de+le_S,6,2,Pre+Det,Pre+Det,de+le,12,,C/V\
626,107,2,sacrefise,sacrefise,NOM,1766,sacrefise_+T,6,2,N,N,,12,,C/V\.C/e\.'C/V\.C/(e)\
627,107,3,tresturnerent,tresturnerent,VER,1767,trestorner_*+I,6,2,Vfin,Vfin,trestourner,12,,C/V\.C/V\.'C/V\.C/e\
628,108,1,li,li,DET:def,1799,le_S,6,2,Det,Det,le,17,,C/V\
629,108,2,poples,poples,NOM,1800,pueple_*+T,6,2,N,N,,17,,'C/V\.C/e\
630,108,3,del,del,PREDET:de,1801,de+le_S,6,2,Pre+Det,Pre+Det,de+le,17,,C/V\
631,108,4,servise,servise,NOM,1802,servise_+IT,6,2,N,N,,17,,C/V\.'C/V\.C/(e)\
632,108,5,Deu,deu,NOM,1803,dieu_+IT,6,2,N,N,,17,o,C/V\
633,109,1,del,del,PREDET:de,1801,de+le_S,6,2,Pre+Det,Pre+Det,de+le,17,,C/V\
634,109,2,servise,servise,NOM,1802,servise_+IT,6,2,N,N,,17,,C/V\.'C/V\.C/(e)\
635,109,3,Deu,deu,NOM,1803,dieu_+IT,6,2,N,N,,17,o,C/V\
636,109,4,se,se,PRO:pers,1804,soi1_S,6,2,Prn,Prn$$,soi,17,,C/(e)\
637,109,5,retraist,retraist,VER,1805,retraire_+Z,6,2,Vfin,Vfin,retraire,17,,C/V\.'C/V\
638,110,1,de,de,PRE,1840,de_+S,6,2,Pre,Pre,de,19,,C/(e)\
639,110,2,vesture,vesture,NOM,1841,vestëure_+T,6,2,N,N,,19,,C/V\.'C/V\.C/(e)\
640,110,3,le,le,PRO:pers,1842,il_S,6,2,Prn,Prn$$,3p,19,c,C/(e)\
641,110,4,regarda,regarda,VER,1843,regarder_+I,6,2,Vfin,Vfin,regarder,19,,C/V\.C/V\.'C/V\
642,111,1,É,e,CON:coord,1845,et_S,6,2,Crd,Crd,et,19,,/V\
643,111,2,ambedui,ambedui,ADJ:card,1846,ambedos_Z,6,2,QIs,QIs,ambedeux,19,s,/V\.C/e\.'C/V\
644,111,3,firent,firent,VER,1847,faire|feire_+CMI|M,6,2,Vfin,Vfin,faire,19,,'C/V\.C/e\
645,111,4,á,a,PRE,1848,a_S,6,2,Pre,Pre,à,19,,/V\
646,111,5,Deu,deu,NOM,1849,dieu_+IT,6,2,N,N,,19,,C/V\
647,112,1,lur,lur,PRO:pers,1860,lor2_S,6,2,Prn,Prn$$,3p,20,,C/V\
648,112,2,dunad,dunad,VER,1861,doner_*+MI,6,2,Vfin,Vfin,donner,20,,C/V\.'C/V\
649,112,3,beneïçiun,beneiçiun,NOM,1862,<unknown>,6,2,N,N,,20,c,C/V\.C/(V)\./V\.C/{V}\.'/V\
650,113,1,en,en,PRE,1871,en1_+S,6,2,Pre,Pre,en1,20,,/V\
651,113,2,prosprete,prospreté,NOM,1872,<nolem>,6,2,N,N,,20,,C/V\.C/e\.'C/V\
652,113,3,pur,pur,PRE,1873,por2_+S,6,2,Pre,Pre,pour,20,,C/V\
653,113,4,cel,cel,DET:demo,1874,cel_S,6,2,Dem,Dem,cil,20,,C/V\
654,113,5,enfant,enfant,NOM,1875,enfant_+CIT,6,2,N,N,,20,,/V\.'C/V\
655,114,1,suvent,suvent,ADV,1890,sovent_I,6,2,Adv,Adv,souvent,21,,C/V\.'C/V\
656,114,2,cunceut,cunceut,VER,1891,concevoir_+M,6,2,Vfin,Vfin,concevoir,21,,C/V\.'C/V\
657,114,3,é,e,CON:coord,1892,et_S,6,2,Crd,Crd,et,21,,/V\
658,114,4,enfantá,enfanta,VER,1893,enfanter_+Z,6,2,Vfin,Vfin,,21,,/V\.C/V\.'C/V\
659,115,1,esteit,esteit,VER,1896,ester|estre_+M|MI,7,2,Vfin,Vfin,être1|ester,22,,/V\.'C/V\
660,115,2,lores,lores,ADV,1897,lors_+IT,7,2,Adv,Adv,lors,22,,'C/V\.C/e\
661,115,3,de,de,PRE,1898,de_+S,7,2,Pre,Pre,de,22,,C/(e)\
662,115,4,grant,grant,ADJ,1899,grant_+CIT,7,2,Adj,Adj,grand,22,,C/V\
663,115,5,eded,eded,NOM,1900,<unknown>,7,2,N,N,,22,,/V\.'C/V\
664,116,1,Ne,ne,PRO:clit,1941,en2_S,7,2,Neg,Neg$$,ne1,24,,C/(e)\
665,116,2,faites,faites,VER,1942,faire_+CMI,7,2,Vfin,Vfin,faire,24,,'C/V\.C/e\
666,116,3,mais,mais,CON:coord,1943,mais_S,7,2,Adv,Adv,mais1,24,,C/V\
667,116,4,tel,tel,ADJ,1944,tel_+CIT,7,2,Adj,Adj,tel,24,,C/V\
668,116,5,uverainne,uverainne,NOM,1945,<nolem>,7,2,N,N,,24,,/V\.C/e\.'C/V\.C/(e)\
669,117,1,dunt,dunt,PRO:invar,1946,dont_S,7,2,Qux,Qux,dont,24,,C/V\
670,117,2,le,le,DET:def,1947,le_S,7,2,Det,Det,le,24,,C/(e)\
671,117,3,sacrefise,sacrefise,NOM,1948,sacrefise_+T,7,2,N,N,,24,,C/V\.C/e\.'C/V\.C/(e)\
672,117,4,remaigne,remaigne,VER,1949,remanoir_+I,7,2,Vfin,Vfin,remanoir,24,,C/V\.'C/V\.C/(e)\
673,118,1,á,a,PRE,1957,a_S,7,2,Pre,Pre,à,25,,/V\
674,118,2,Deu,deu,NOM,1958,dieu_+IT,7,2,N,N,,25,,C/V\
675,118,3,se,se,PRO:pers,1959,soi1_S,7,2,Prn,Prn$$,soi,25,,C/(e)\
676,118,4,purrad,purrad,VER,1960,poeir|pouvoir_M|M,7,2,Vfin,Vfin,pouvoir2,25,,C/V\.'C/V\
677,118,5,acorder,acorder,VER,1961,acorder_+IT,7,2,Vinf,Vinf,,25,,/V\.C/V\.'C/V\
678,119,1,ki,ki,PROCON,1970,qui_S,7,2,Qux,Qux,qui,25,s,C/V\
679,119,2,purrad,purrad,VER,1971,poeir|pouvoir_M|M,7,2,Vfin,Vfin,pouvoir2,25,,C/V\.'C/V\
680,119,3,pur,pur,PRE,1972,por2_+S,7,2,Pre,Pre,pour,25,,C/V\
681,119,4,lui,lui,PRO:pers,1973,il|loi1_S|S,7,2,Prn,Prn,3p,25,,C/V\
682,119,5,preier,preier,VER,1974,priier_+IT,7,2,Vinf,Vinf,prier,25,,C/{V}\./V\.'C/V\
683,120,1,kar,kar,CON:coord,2018,car_S,7,2,Crd,Crd,car,25,,C/V\
684,120,2,Deus,deus,NOM,2019,dieu_+I,7,2,N,N,,25,s,C/V\
685,120,3,les,les,PRO:pers,2020,il_S,7,2,Prn,Prn$$,3p,25,c,C/V\
