wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,para_id,ch_id,syntag,syntag2,lemma,verse_id,synfunc,syllabified
145,26,4,jesque,jesque,ADV,452,jesque_I,2,1,PrA,PrA,jusque,3,,'C/V\.C/(e)\
146,26,5,Deu,deu,NOM,453,dieu_+IT,2,1,N,N,,3,s,C/V\
147,27,1,ne,ne,PRO:clit,537,en2_S,3,1,Neg,Neg$$,ne1,5,,C/(e)\
148,27,2,li,li,PRO:pers,538,il_S,3,1,Prn,Prn$$,3p,5,,C/V\
149,27,3,volt,volt,VER,539,valoir|voler|voloir_+M|+I|+CI,3,1,Vfin,Vfin,vouloir,5,,C/V\
150,27,4,encore,encore,ADV,540,encore_+IT,3,1,Adv,Adv,encore,5,,/V\.'C/V\.C/(e)\
151,27,5,duner,duner,VER,541,doner_+MI,3,1,Vinf,Vinf,donner,5,,C/V\.'C/V\
152,28,1,le,le,DET:def,542,le_S,3,1,Det,Det,le,5,,C/(e)\
153,28,2,fruit,fruit,NOM,543,fruit_+IT,3,1,N,N,,5,,C/V\
154,28,3,desired,desiréd,VER,544,descirer|desirer_M|M,3,1,Vpp,Vpp,désirer,5,,C/V\.C/V\.'C/V\
155,28,4,de,de,PRE,545,de_+S,3,1,Pre,Pre,de,5,,C/(e)\
156,28,5,sun,sun,DET:poss,546,son4_S,3,1,Det,Det,son4,5,,C/V\
157,28,6,ventre,ventre,NOM,547,ventre1|ventre_+IT|I,3,1,N,N,,5,,'C/V\.C/(e)\
158,29,1,íçó,iço,NPR,551,<unknown>,3,1,Prn,Prn,ce1,6,c,/V\.'C/V\
159,29,2,li,li,PRO:pers,552,il_S,3,1,Prn,Prn$$,3p,6,,C/V\
160,29,3,turna,turna,VER,553,torner_*+I,3,1,Vfin,Vfin,tourner,6,,C/V\.'C/V\
161,29,4,á,a,PRE,554,a_S,3,1,Pre,Pre,à,6,,/V\
162,29,5,repruce,repruce,NOM,555,<nolem>,3,1,N,N,,6,,C/V\.'C/V\.C/(e)\
163,30,1,é,e,CON:coord,561,et_S,3,1,Crd,Crd,et,6,,/V\
164,30,2,amerement,amerement,ADV,562,amerement_Z,3,1,Adv,Adv,,6,,/V\.C/V\.C/e\.'C/V\
165,30,3,rampodnout,rampodnout,VER,563,<unknown>,3,1,Vfin,Vfin,,6,,C/V\.C/V\.'C/V\
166,31,1,nen,nen,PRO:clit,569,en2_S,3,1,Neg,Neg$$,ne1,7,,C/V\
167,31,2,out,out,VER,570,avoir|oloir_+MIIdMd|+M,3,1,Vfin,Vfin,avoir1,7,,/V\
168,31,3,retur,retur,NOM,571,retor1_+Z,3,1,N,N,,7,c,C/V\.'C/V\
169,31,4,",",",",PON,572,",",3,1,Pnc,Pnc,,7,,
170,31,5,mais,mais,CON:coord,573,mais_S,3,1,Crd,Crd,mais1,7,,C/V\
171,31,6,un,un,DET:ndf,574,un_S,3,1,QIs,QIs,un,7,,/V\
172,31,7,duleir,duleir,NOM,575,<nolem>,3,1,N,N,,7,,C/V\.'C/V\
173,32,1,en,en,PRE,605,en1_+S,3,1,Pre,Pre,en1,8,,/V\
174,32,2,tristur,tristur,NOM,606,tristor_+Z,3,1,N,N,,8,,C/V\.'C/V\
175,32,3,?,?,PON,607,?,3,1,Pnc,Pnc,,8,,
176,32,4,Dun,dun,PRO:invar,608,dont_S,3,1,Adv,Adv,donc,8,,C/V\
177,32,5,n',n',PRO:clit,609,en2_S,3,1,Neg,Neg$$,ne1,8,,C/\
178,32,6,as,as,VER,610,avoir_+MI,3,1,Vfin,Vfin,avoir1,8,,/V\
179,32,7,tu,tu,PRO:pers,611,tu_S,3,1,Prn,Prn,2ps,8,s,C/V\
180,32,8,m',m',DET:poss,612,mon1_S,3,1,Det,Det,mon1,8,,C/\
181,32,9,amur,amur,NOM,613,amor|amur_+I|G,3,1,N,N,,8,,/V\.'C/V\
182,33,1,puis,puis,ADV,634,puis_IT,3,1,Adv,Adv,puis,9,,C/V\
183,33,2,que,que,PROCON,635,que3_S,3,1,Sub,Sub,que,9,,C/(e)\
184,33,3,ele,ele,PRO:pers,636,il_S,3,1,Prn,Prn$,3p,9,s,'/V\.C/(e)\
185,33,4,out,out,VER,637,avoir|oloir_+MIIdMd|+M,3,1,Vfin,Vfin,avoir1,9,,/V\
186,33,5,mangied,mangiéd,VER,638,manger_M,3,1,Vpp,Vpp,manger,9,,C/V\.'C/V\
187,33,6,é,e,CON:coord,639,et_S,3,1,Crd,Crd,et,9,,/V\
188,33,7,beüd,beüd,NPR,640,<unknown>,3,1,Vpp,Vpp,boire,9,,C/(V)\.'/V\
189,34,1,requerre,requerre,VER,646,requerre_+IT,3,1,Vinf,Vinf,requérir,9,,C/V\.'C/V\.C/(e)\
190,34,2,tut,tut,DET:ind,647,tot_S,3,1,QIs,QIs,tout,9,,C/V\
191,34,3,sun,sun,DET:poss,648,son4_S,3,1,Det,Det,son4,9,,C/V\
192,34,4,quer,quer,NOM,649,cuer1|cuer2_+T|+T,3,1,N,N,,9,,C/V\
193,34,5,turnad,turnad,VER,650,torner_*+I,3,1,Vfin,Vfin,tourner,9,,C/V\.'C/V\
194,35,1,turnad,turnad,VER,650,torner_*+I,3,1,Vfin,Vfin,tourner,9,,C/V\.'C/V\
195,35,2,.,.,PON,651,.,3,1,Pnc,Pnc,,9,,
196,35,3,Vint,vint,VER,652,venir|voir_+CI|M,3,1,Vfin,Vfin,venir,9,,C/V\
197,35,4,s',s',PRO:pers,653,soi1_S,3,1,Prn,Prn$$,soi,9,,C/\
198,35,5,en,en,PRE,654,en1_+S,3,1,Prn,Prn,en2,9,,/V\
199,35,6,al,al,PREDET:a,655,a+le_S,3,1,Pre+Det,Pre+Det,à+le,9,,/V\
200,35,7,tabernacle,tabernacle,NOM,656,tabernacle_+T,3,1,N,N,,9,,C/V\.C/e\.'C/V\.C/(e)\
201,36,1,parole,parole,NOM,677,parole_+IT,3,1,N,N,,9,,C/V\.'C/V\.C/(e)\
202,36,2,de,de,PRE,678,de_+S,3,1,Pre,Pre,de,9,,C/(e)\
203,36,3,salu,salu,NOM,679,salu_+IT,3,1,N,N,,9,,C/V\.'C/V\
204,36,4,mustrast,mustrast,VER,680,mostrer_+Z,3,1,Vfin,Vfin,montrer,9,,C/V\.'C/V\
205,37,1,é,e,CON:coord,716,et_S,3,1,Crd,Crd,et,11,,/V\
206,37,2,des,des,PREDET:de,717,de+le_S,3,1,Pre+Det,Pre+Det,de+le,11,,C/V\
207,37,3,champiuns,champiuns,NOM,718,champïon_*+IdTd,3,1,N,N,,11,,C/V\.C/{V}\.'/V\
208,37,4,cumbatanz,cumbatanz,VER,719,combatre_+MI,3,1,Vprs,Vprs,combattre,11,,C/V\.C/V\.'C/V\
209,38,1,Usages,usages,NOM,774,usage_+I,3,1,N,N,,11,a,/V\.'C/V\.C/e\
210,38,2,ert,ert,VER,775,estre1|estre_+I|MI,3,1,Vfin,Vfin,être1|ester,11,,/V\
211,38,3,en,en,PRE,776,en1_+S,3,1,Pre,Pre,en1,11,,/V\
212,38,4,cele,cele,DET:demo,777,cel_S,3,1,Dem,Dem,cil,11,,'C/V\.C/(e)\
213,38,5,lei,lei,NOM,778,loi_I,3,1,N,N,,11,,C/V\
214,39,1,en,en,PRE,805,en1_+S,4,1,Pre,Pre,en1,12,,/V\
215,39,2,sa,sa,DET:poss,806,son4_S,4,1,Det,Det,son4,12,,C/V\
216,39,3,préére,preere,NOM,807,priiere_+Z,4,1,N,N,,12,,C/V\.'C/V\.C/(e)\
217,39,4,demurad,demurad,VER,808,demurer_M,4,1,Vfin,Vfin,demeurer,12,,C/V\.C/V\.'C/V\
218,40,1,Ses,ses,DET:poss,810,son4_S,4,1,Det,Det,son4,13,,C/V\
219,40,2,levres,levres,NOM,811,levre|lievre_*+IT|+IT,4,1,N,N,,13,,'C/V\.C/e\
220,40,3,mout,mout,ADV,812,mout_I,4,1,Vfin,Vfin,?,13,,C/V\
221,40,4,",",",",PON,813,",",4,1,Pnc,Pnc,,13,,
222,40,5,li,li,DET:def,814,le_S,4,1,Det,Det,le,13,,C/V\
223,40,6,quers,quers,NOM,815,cuer_I,4,1,N,N,,13,,C/V\
224,40,7,parlad,parlad,VER,816,parler_+M,4,1,Vfin,Vfin,parler,13,,C/V\.'C/V\
225,41,1,Va,va,VER,836,aler_+CMIT,4,1,Vfin,Vfin,aller,14,,C/V\
226,41,2,",",",",PON,837,",",4,1,Pnc,Pnc,,14,,
227,41,3,bone,bone,ADJ,838,bon_+CI,4,1,Adj,Adj,bon,14,,'C/V\.C/(e)\
228,41,4,femme,femme,NOM,839,feme_+CI,4,1,N,N,,14,,'C/V\.C/(e)\
229,41,5,",",",",PON,840,",",4,1,Pnc,Pnc,,14,,
230,41,6,á,a,PRE,841,a_S,4,1,Pre,Pre,à,14,,/V\
231,41,7,tun,tun,DET:poss,842,ton4_S,4,1,Det,Det,ton4,14,,C/V\
232,41,8,ostel,ostel,NOM,843,ostel_+CIT,4,1,N,N,,14,,/V\.'C/V\
233,42,1,á,a,PRE,895,a_S,4,1,Pre,Pre,à,16,,/V\
234,42,2,Deu,deu,NOM,896,dieu_+IT,4,1,N,N,,16,,C/V\
235,42,3,áí,ai,VER,897,aidier|avoir_+Md|+CMI,4,1,Vfin,Vfin,avoir1,16,,/V\
236,42,4,reveled,reveléd,VER,898,reveler_M,4,1,Vpp,Vpp,,16,,C/V\.C/e\.'C/V\
237,42,5,mun,mun,DET:poss,899,mon1_S,4,1,Det,Det,mon1,16,,C/V\
238,42,6,duel,duel,NOM,900,duel_+IT,4,1,N,N,,16,,C/V\
239,43,1,mun,mun,DET:poss,899,mon1_S,4,1,Det,Det,mon1,16,,C/V\
240,43,2,duel,duel,NOM,900,duel_+IT,4,1,N,N,,16,,C/V\
241,43,3,.,.,PON,901,.,4,1,Pnc,Pnc,,16,,
242,43,4,’,’,PON:cit,902,QUOTED,4,1,Pnc,Pnc,,16,,
243,43,5,_,[,PON,903,[,4,1,Pnc,Pnc,,16,,
244,43,6,Belial,belial,NPR,904,<nolem>,4,1,N,N,,16,,C/V\.'C/V\
245,43,7,",",",",PON,905,",",4,1,Pnc,Pnc,,16,,
246,43,8,çó,ço,NPR,906,<unknown>,4,1,Prn,Prn,ce1,16,s,C/V\
247,43,9,est,est,VER,907,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,16,,/V\
248,43,10,senz,senz,PRE,908,sans_+S,4,1,Pre,Pre,sans,16,,C/V\
249,43,11,jú,ju,PRO:pers,909,je_S,4,1,N,N,,16,,C/V\
250,44,1,Belial,belial,NPR,904,<nolem>,4,1,N,N,,16,,C/V\.'C/V\
251,44,2,",",",",PON,905,",",4,1,Pnc,Pnc,,16,,
252,44,3,çó,ço,NPR,906,<unknown>,4,1,Prn,Prn,ce1,16,s,C/V\
253,44,4,est,est,VER,907,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,16,,/V\
254,44,5,senz,senz,PRE,908,sans_+S,4,1,Pre,Pre,sans,16,,C/V\
255,44,6,jú,ju,PRO:pers,909,je_S,4,1,N,N,,16,,C/V\
256,44,7,;,;,PON,910,;,4,1,Pnc,Pnc,,16,,
257,44,8,é,e,CON:coord,911,et_S,4,1,Crd,Crd,et,16,,/V\
258,44,9,cil,cil,PRO:demo,912,cel_S,4,1,Dem,Dem,cil,16,,C/V\
259,45,1,ki,ki,PROCON,916,qui_S,4,1,Qux,Qux,qui,16,s,C/V\
260,45,2,tuz,tuz,DET:ind,917,tot_S,4,1,QIs,QIs,tout,16,,C/V\
261,45,3,jurs,jurs,NOM,918,jor_*+I,4,1,N,N,,16,,C/V\
262,45,4,tirent,tirent,VER,919,tirer_+IM,4,1,Vfin,Vfin,,16,,'C/V\.C/e\
263,45,5,vers,vers,PRE,920,vers2_+S,4,1,Pre,Pre,vers2,16,,C/V\
264,45,6,le,le,DET:def,921,le_S,4,1,Det,Det,le,16,,C/(e)\
265,45,7,mal,mal,NOM,922,mail|mal2|mautrait_+T|+T|+T,4,1,N,N,mal1,16,,C/V\
266,46,1,ostent,ostent,VER,924,oster2|oster_+I|M,4,1,Vfin,Vfin,,16,,'/V\.C/e\
267,46,2,le,le,DET:def,925,le_S,4,1,Det,Det,le,16,,C/(e)\
268,46,3,j́ú,ju,NOM,926,jeu|juene_+T|T,4,1,N,N,,16,,C/V\
269,46,4,de,de,PRE,927,de_+S,4,1,Pre,Pre,de,16,,C/(e)\
270,46,5,la,la,DET:def,928,le_S,4,1,Det,Det,le,16,,C/V\
271,46,6,lei,lei,NOM,929,loi_I,4,1,N,N,,16,,C/V\
272,46,7,Deu,deu,NOM,930,dieu_+IT,4,1,N,N,,16,o,C/V\
273,47,1,vunt,vunt,VER,937,aler_+IM,4,1,Vfin,Vfin,aller,16,,C/V\
274,47,2,cancelant,cancelant,VER,938,chanceler_+IM,4,1,Vprs,Vprs,chanceler,16,,C/V\.C/e\.'C/V\
275,47,3,",",",",PON,939,",",4,1,Pnc,Pnc,,16,,
276,47,4,lur,lur,DET:poss,940,lor2_S,4,1,Det,Det,leur2,16,,C/V\
277,47,5,criatur,criatur,NOM,941,<nolem>,4,1,N,N,,16,,C/V\.C/V\.'C/V\
278,48,1,lur,lur,DET:poss,940,lor2_S,4,1,Det,Det,leur2,16,,C/V\
279,48,2,criatur,criatur,NOM,941,<nolem>,4,1,N,N,,16,,C/V\.C/V\.'C/V\
280,48,3,átariant,atariant,VER,942,<nolem>,4,1,Vprs,Vprs,,16,,/V\.C/V\.C/V\.'C/V\
281,49,1,Vá,va,VER,952,aler_+CMIT,4,1,Vfin,Vfin,aller,17,,C/V\
282,49,2,",",",",PON,953,",",4,1,Pnc,Pnc,,17,,
283,49,3,bóne,bone,ADJ,954,bon_+CI,4,1,Adj,Adj,bon,17,,'C/V\.C/(e)\
284,49,4,femme,femme,NOM,955,feme_+CI,4,1,N,N,,17,,'C/V\.C/(e)\
285,49,5,",",",",PON,956,",",4,1,Pnc,Pnc,,17,,
286,49,6,as,as,PREDET:a,957,a+le_S,4,1,Pre+Det,Pre+Det,à+le,17,,/V\
287,49,7,véies,veies,NOM,958,voie_+I,4,1,N,N,,17,,'C/V\./e\
288,49,8,Deu,deu,NOM,959,dieu_+IT,4,1,N,N,,17,o,C/V\
289,50,1,ad,ad,VER,968,avoir_+IM,4,1,Vfin,Vfin,avoir1,17,,/V\
290,50,2,poeste,poesté,NOM,969,pöeste_+IIdTd,4,1,N,N,,17,,C/V\.C/(V)\.'/V\
291,50,3,",",",",PON,970,",",4,1,Pnc,Pnc,,17,,
292,50,4,furnísse,furnisse,VER,971,furnir_M,4,1,Vfin,Vfin,,17,,C/V\.'C/V\.C/(e)\
293,50,5,en,en,PRO:clit,972,en2_S,4,1,Pre,Pre,en1,17,,/V\
294,50,6,grace,grace,NOM,973,grace_+CIT,4,1,N,N,,17,,'C/V\.C/(e)\
295,51,1,la,la,DET:def,985,le_S,4,1,Det,Det,le,18,,C/V\
296,51,2,chere,chere,NOM,986,chiere_+I,4,1,N,N,,18,,'C/V\.C/(e)\
297,51,3,púis,puis,ADV,987,puis_IT,4,1,Adv,Adv,puis,18,,C/V\
298,51,4,ne,ne,PRO:clit,988,en2_S,4,1,Neg,Neg$$,ne1,18,,C/(e)\
299,51,5,li,li,PRO:pers,989,il_S,4,1,Prn,Prn$$,3p,18,,C/V\
300,51,6,chaï,chaï,VER,990,chëoir_+IM,4,1,Vfin,Vfin,choir,18,,C/V\.'C/V\
301,52,1,Od,od,PRE,992,o4_+S,4,1,Pre,Pre,o1,19,,/V\
302,52,2,sun,sun,DET:poss,993,son4_S,4,1,Det,Det,son4,19,,C/V\
303,52,3,seignur,seignur,NOM,994,seignor_+I,4,1,N,N,,19,,C/V\.'C/V\
304,52,4,le,le,DET:def,995,le_S,4,1,Det,Det,le,19,,C/(e)\
305,52,5,matin,matin,NOM,996,matin2|matin_+IT|I,4,1,N,N,,19,,C/V\.'C/V\
306,52,6,Deu,deu,NOM,997,dieu_+IT,4,1,N,N,,19,o,C/V\
307,53,1,puis,puis,ADV,1000,puis_IT,4,1,Adv,Adv,puis,19,,C/V\
308,53,2,á,a,PRE,1001,a_S,4,1,Pre,Pre,à,19,,/V\
309,53,3,sa,sa,DET:poss,1002,son4_S,4,1,Det,Det,son4,19,,C/V\
310,53,4,maisun,maisun,NOM,1003,maison_+I,4,1,N,N,,19,,C/V\.'C/V\
311,53,5,returnad,returnad,VER,1004,retorner_*+I,4,1,Vfin,Vfin,retourner,19,,C/V\.C/V\.'C/V\
312,54,1,out,out,VER,1007,avoir|oloir_+MIIdMd|+M,4,1,Vfin,Vfin,avoir1,20,,/V\
313,54,2,sa,sa,DET:poss,1008,son4_S,4,1,Det,Det,son4,20,,C/V\
314,54,3,ancele,ancele,NOM,1009,ancele_+GT,4,1,N,N,,20,,/V\.'C/V\.C/(e)\
315,54,4,en,en,PRE,1010,en1_+S,4,1,Pre,Pre,en1,20,,/V\
316,54,5,remembrance,remembrance,NOM,1011,remembrance_+IT,4,1,N,N,,20,,C/V\.C/V\.'C/V\.C/(e)\
317,55,1,en,en,PRE,1010,en1_+S,4,1,Pre,Pre,en1,20,,/V\
318,55,2,remembrance,remembrance,NOM,1011,remembrance_+IT,4,1,N,N,,20,,C/V\.C/V\.'C/V\.C/(e)\
319,55,3,;,;,PON,1012,;,4,1,Pnc,Pnc,,20,,
320,55,4,tost,tost,ADV,1013,tost1|tost_+T|CI,4,1,Adv,Adv,tôt,20,,C/V\
321,55,5,cunceut,cunceut,VER,1014,concevoir_+M,4,1,Vfin,Vfin,concevoir,20,,C/V\.'C/V\
322,56,1,Graces,graces,NOM,1019,grace_+CI,4,1,N,N,,20,c,'C/V\.C/e\
323,56,2,rendit,rendit,VER,1020,rendre_+MI,4,1,Vfin,Vfin,rendre,20,,C/V\.'C/V\
324,56,3,a,a,PRE,1021,a_S,4,1,Pre,Pre,à,20,,/V\
325,56,4,l',l',PRO:pers,1022,il_S,4,1,Det,Det,le,20,,C/\
326,56,5,enfanter,enfanter,VER,1023,enfanter_+T,4,1,Vinf,Vinf,,20,,/V\.C/V\.'C/V\
327,57,1,é,e,CON:coord,1024,et_S,4,1,Crd,Crd,et,20,,/V\
328,57,2,Samuel,samuel,NPR,1025,samuel_I|Z,4,1,N,N,,20,c,C/V\.C/V\.'C/V\
329,57,3,le,le,PRO:pers,1026,il_S,4,1,Prn,Prn$$,3p,20,c,C/(e)\
330,57,4,fist,fist,VER,1027,faire|feire|fere_+CMI|M|M,4,1,Vfin,Vfin,faire,20,,C/V\
331,57,5,numer,numer,VER,1028,nommer_M,4,1,Vinf,Vinf,,20,,C/V\.'C/V\
332,58,1,entend,entend,VER,1034,entendre_+M,4,1,Vfin,Vfin,entendre,20,,/V\.'C/V\
333,58,2,l',l',DET:def,1035,le_S,4,1,Det,Det,le,20,,C/\
334,58,3,estorie,estorie,NOM,1036,estoire1_+T,4,1,N,N,,20,,/V\.'C/V\./(e)\
335,58,4,.,.,PON,1037,.,4,1,Pnc,Pnc,,20,,
336,58,5,Ásez,asez,ADV,1038,assez_+I,4,1,Adv,Adv,assez,20,,/V\.'C/V\
337,58,6,est,est,VER,1039,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
338,58,7,clére,clere,ADJ,1040,cler_+I,4,1,Adj,Adj,clair1,20,,'C/V\.C/(e)\
339,59,1,Ásez,asez,ADV,1038,assez_+I,4,1,Adv,Adv,assez,20,,/V\.'C/V\
340,59,2,est,est,VER,1039,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
341,59,3,clére,clere,ADJ,1040,cler_+I,4,1,Adj,Adj,clair1,20,,'C/V\.C/(e)\
342,59,4,",",",",PON,1041,",",4,1,Pnc,Pnc,,20,,
343,59,5,é,e,CON:coord,1042,et_S,4,1,Crd,Crd,et,20,,/V\
344,59,6,semble,semble,VER,1043,sanler_M,4,1,Vfin,Vfin,sembler,20,,'C/V\.C/(e)\
345,59,7,nue,nue,ADJ,1044,nu_I,4,1,Adj,Adj,nu,20,a,'C/V\./(e)\
346,60,1,mais,mais,CON:coord,1046,mais_S,4,1,Crd,Crd,mais1,20,,C/V\
347,60,2,pleine,pleine,ADJ,1047,plein_+I,4,1,Adj,Adj,plein,20,,'C/V\.C/(e)\
348,60,3,est,est,VER,1048,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
349,60,4,de,de,PRE,1049,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
350,60,5,sens,sens,NOM,1050,sens_+IT,4,1,N,N,,20,,C/V\
351,60,6,é,e,CON:coord,1051,et_S,4,1,Crd,Crd,et,20,,/V\
352,60,7,de,de,PRE,1052,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
353,60,8,meule,meule,NOM,1053,meule|muele_+CT|+T,4,1,N,N,,20,,'C/V\.C/(e)\
354,61,1,é,e,CON:coord,1051,et_S,4,1,Crd,Crd,et,20,,/V\
355,61,2,de,de,PRE,1052,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
356,61,3,meule,meule,NOM,1053,meule|muele_+CT|+T,4,1,N,N,,20,,'C/V\.C/(e)\
357,61,4,.,.,PON,1054,.,4,1,Pnc,Pnc,,20,,
358,61,5,L',l',DET:def,1055,le_S,4,1,Det,Det,le,20,,C/\
359,61,6,estorie,estorie,NOM,1056,estoire1_+T,4,1,N,N,,20,,/V\.'C/V\./(e)\
360,61,7,est,est,VER,1057,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
361,61,8,paille,paille,NOM,1058,paile|paille_+T|+IT,4,1,N,N,,20,a,'C/V\.C/(e)\
362,62,1,le,le,DET:def,1065,le_S,4,1,Det,Det,le,20,,C/(e)\
363,62,2,sen,sen,NOM,1066,sen2|sens_+IT|+C,4,1,N,N,,20,,C/V\
364,62,3,est,est,VER,1067,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
365,62,4,fruit,fruit,NOM,1068,fruit_+IT,4,1,N,N,,20,a,C/V\
366,62,5,",",",",PON,1069,",",4,1,Pnc,Pnc,,20,,
367,62,6,l',l',DET:def,1070,le_S,4,1,Det,Det,le,20,,C/\
368,62,7,estorie,estorie,NOM,1071,estoire1_+T,4,1,N,N,,20,,/V\.'C/V\./(e)\
369,62,8,raims,raims,NOM,1072,raim|reim_*+IT|+T,4,1,N,N,,20,a,C/V\
370,63,1,É,e,CON:coord,1091,et_S,4,1,Crd,Crd,et,20,,/V\
371,63,2,voil,voil,VER,1092,valoir|veillier2_+M|+I,4,1,Vfin,Vfin,?,20,,C/V\
372,63,3,íci,ici,ADV,1093,ici_+IT,4,1,Adv,Adv,ici,20,,/V\.'C/V\
373,63,4,un,un,DET:ndf,1094,un_S,4,1,QIs,QIs,un,20,,/V\
374,63,5,poi,poi,ADV,1095,poi_I,4,1,Adv,Adv,peu,20,,C/V\
375,63,6,tucher,tucher,VER,1096,tochier_+Z,4,1,Vfin,Vfin,,20,,C/V\.'C/V\
376,64,1,çó,ço,NPR,1108,<unknown>,4,1,Prn,Prn,ce1,20,s,C/V\
377,64,2,est,est,VER,1109,ester|estre1_+M|+I,4,1,Vfin,Vfin,être1|ester,20,,/V\
378,64,3,la,la,DET:def,1110,le_S,4,1,Det,Det,le,20,,C/V\
379,64,4,possessiun,possessiun,NOM,1111,possessïon_*+Td,4,1,N,N,,20,,C/V\.C/V\.C/{V}\.'/V\
380,64,5,Deu,deu,NOM,1112,dieu_+IT,4,1,N,N,,20,o,C/V\
381,65,1,é,e,CON:coord,1114,et_S,4,1,Crd,Crd,et,20,,/V\
382,65,2,signefie,signefie,VER,1115,signefier_M,4,1,Vfin,Vfin,,20,,C/V\.C/e\.'C/V\./(e)\
383,65,3,le,le,DET:def,1116,le_S,4,1,Det,Det,le,20,,C/(e)\
384,65,4,fiz,fiz,NOM,1117,fil2|fius_+T|C,4,1,N,N,,20,,C/V\
385,65,5,Deu,deu,NOM,1118,dieu_+IT,4,1,N,N,,20,o,C/V\
386,66,1,me,me,PRO:pers,1129,je_S,4,1,Prn,Prn$$,1ps,20,c,C/(e)\
387,66,2,tint,tint,VER,1130,tinter_+M,4,1,Vfin,Vfin,tenir,20,,C/V\
388,66,3,en,en,PRE,1131,en1_+S,4,1,Pre,Pre,en1,20,,/V\
389,66,4,sa,sa,DET:poss,1132,son4_S,4,1,Det,Det,son4,20,,C/V\
390,66,5,possessiun,possessiun,NOM,1133,possessïon_*+Td,4,1,N,N,,20,,C/V\.C/V\.C/{V}\.'/V\
391,67,1,al,al,PREDET:a,1137,a+le_S,4,1,Pre+Det,Pre+Det,à+le,20,,/V\
392,67,2,cumencement,cumencement,NOM,1138,comencement_*+T,4,1,N,N,,20,,C/V\.C/V\.C/e\.'C/V\
393,67,3,de,de,PRE,1139,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
394,67,4,ses,ses,DET:poss,1140,son4_S,4,1,Det,Det,son4,20,,C/V\
395,67,5,véies,veies,NOM,1141,voie_+I,4,1,N,N,,20,,'C/V\./e\
396,68,1,de,de,PRE,1139,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
397,68,2,ses,ses,DET:poss,1140,son4_S,4,1,Det,Det,son4,20,,C/V\
398,68,3,véies,veies,NOM,1141,voie_+I,4,1,N,N,,20,,'C/V\./e\
399,68,4,é,e,CON:coord,1142,et_S,4,1,Crd,Crd,et,20,,/V\
400,68,5,de,de,PRE,1143,de_+S,4,1,Pre,Pre,de,20,,C/(e)\
401,68,6,ses,ses,DET:poss,1144,son4_S,4,1,Det,Det,son4,20,,C/V\
402,68,7,ovres,ovres,NOM,1145,uevre_*+T,4,1,N,N,,20,,'/V\.C/e\
403,69,1,La,la,DET:def,1161,le_S,4,1,Det,Det,le,20,,C/V\
404,69,2,premiere,premiere,ADJ:ord,1162,premier_C,4,1,Adj,Adj,premier1,20,,C/V\.C/<V>\.'/V\.C/(e)\
405,69,3,fud,fud,VER,1163,estre_M,4,1,Vfin,Vfin,être1|ester,20,,C/V\
406,69,4,Synagoge,synagoge,NOM,1164,sinagogue_+T,4,1,N,N,,20,,C/V\.C/V\.'C/V\.C/(e)\
407,70,1,fud,fud,VER,1163,estre_M,4,1,Vfin,Vfin,être1|ester,20,,C/V\
408,70,2,Synagoge,synagoge,NOM,1164,sinagogue_+T,4,1,N,N,,20,,C/V\.C/V\.'C/V\.C/(e)\
409,70,3,é,e,CON:coord,1165,et_S,4,1,Crd,Crd,et,20,,/V\
410,70,4,Judaïsme,judaisme,NOM,1166,<unknown>,4,1,N,N,,20,,C/V\.C/V\.'C/V\.C/(e)\
411,71,1,par,par,PRE,1182,par_S,4,1,Pre,Pre,par1,20,,C/V\
412,71,2,la,la,DET:def,1183,le_S,4,1,Det,Det,le,20,,C/V\
413,71,3,lei,lei,NOM,1184,loi_I,4,1,N,N,,20,,C/V\
414,71,4,plusurs,plusurs,PRO:ind,1185,plusor_S,4,1,QIs,QIs,plusieurs,20,c,C/V\.'C/V\
415,71,5,éngendrad,engendrad,VER,1186,engendrer1|engendrer2_*+T|+T,4,1,Vfin,Vfin,,20,,/V\.C/V\.'C/V\
416,72,1,é,e,CON:coord,1208,et_S,4,1,Crd,Crd,et,20,,/V\
417,72,2,cele,cele,PRO:demo,1209,cel_S,4,1,Dem,Dem,cil,20,c,'C/V\.C/(e)\
418,72,3,signefiad,signefiad,VER,1210,signefier_M,4,1,Vfin,Vfin,,20,,C/V\.C/e\.C/V\.'C/V\
419,72,4,Anna,annä,NPR,1211,anna_Z,4,1,N,N,,20,,'/V\.C/(e)\
420,73,1,par,par,PRE,1234,par_S,4,1,Pre,Pre,par1,20,,C/V\
