wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,NCA_line,synfunc,NCA_taggerpos,syllabified
925,160,6,mongeu,mongeu,NPR:obj:masc:sg,2947,47,N,N,,UNKNOWN,,543,,NPR,C/V\.'C/V\
926,161,1,de,de,PRE,2946,47,Pre,Pre,de,de,+CIST,542,,PRE,C/(e)\
927,161,2,mongeu,mongeu,NPR:obj:masc:sg,2947,47,N,N,,UNKNOWN,,543,,NPR,C/V\.'C/V\
928,161,3,et,et,CON:coord,2948,47,Crd,Crd,et,et,ST,543,,CON:coord,/V\
929,161,4,par,par,PRE,2949,47,Pre,Pre,par1,par,CIS,543,,PRE,C/V\
930,161,5,moncenis,moncenis,NPR:obj:masc:sg,2950,47,N,N,,UNKNOWN,,543,,NPR,C/V\.C/e\.'C/V\
931,162,1,et,et,CON:coord,2961,47,Crd,Crd,et,et,ST,545,,CON:coord,/V\
932,162,2,se,se,PROCON,2962,47,Prn,Prn$$,soi,se,C,545,,PROCON,C/(e)\
933,162,3,logierent,logierent,VER:simp:3:pl,2963,47,Vfin,Vfin,,logier,+I,545,,VER,C/V\.'C/V\.C/e\
934,162,4,en,en,PRO:clit,2964,47,Pre,Pre,en1,en1|en,+IST|CI,546,,PRE,/V\
935,162,5,une,une,DET:ndf:obj:femi:sg,2965,47,QIs,QIs,un,un,CS,546,,DET:ndf,'/V\.C/(e)\
936,162,6,ysle,ysle,NOM:obj:femi:sg,2966,47,N,N,,isle,+T,546,,NOM,'/V\.C/(e)\
937,163,1,que,que,PROCON,2967,47,Sub,Sub,que,que2|que3|que,T|S|C,546,c,PROCON,C/(e)\
938,163,2,on,on,PRO:invar,2968,47,Prn,Prn$,on,on,CS,546,s,PRO:invar,/V\
939,163,3,apelle,apelle,VER:pres:3:sg,2969,47,Vfin,Vfin,appeler,apeler,+M,547,,VER,/V\.'C/V\.C/(e)\
940,163,4,saint,saint,ADJ:obj:masc:sg,2970,47,Adj,Adj,saint,saint1|saint,T|CI,547,,ADJ,C/V\
941,163,5,nicholas,nicholas,NPR:obj:masc:sg,2971,47,N,N,,nicolas,C|Z,547,,NPR,C/V\.C/V\.'C/V\
942,164,1,par,par,PRE,2983,48,Pre,Pre,par1,par,CIS,550,,PRE,C/V\
943,164,2,mer,mer,NOM:obj:femi:sg,2984,48,N,N,,mer,+IT,550,,NOM,C/V\
944,164,3,u,u,PROCON,2985,48,Qux,Qux,où,o3|où,Z|TdZ,550,,PROCON,/V\
945,164,4,ot,ot,VER:simp:3:sg,2986,48,Vfin,Vfin,avoir1|ouïr,avoir|öir,+IM|+I,550,,VER,/V\
946,164,5,mult,mult,ADV,2987,48,QIs,QIs,moult,mout,I,551,,ADV,C/V\
947,164,6,grant,grant,ADJ:obj:femi:sg,2988,48,Adj,Adj,grand,grant,+CIT,551,,ADJ,C/V\
948,164,7,plente,plenté,NOM:obj:femi:sg,2989,48,N,N,,plante1|plante2,*+T|+T,551,,NOM,C/V\.'C/V\
949,165,1,si,si,PROCON,2997,48,Adv,Adv,si4,si,C,552,,PROCON,C/V\
950,165,2,fu,fu,VER:simp:3:sg,2998,48,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,552,,VER,C/V\
951,165,3,chevetaines,chevetaines,NOM:suj:masc:sg,2999,48,N,N,,chevetaine|kievetaine,*+T|+T,552,a,NOM,C/V\.C/e\.'C/V\.C/e\
952,165,4,johans,johans,NPR:suj:masc:sg,3000,48,N,N,,jehan,Z,553,,NPR,C/V\.'C/V\
953,166,1,qui,qui,PROCON,3008,48,Qux,Qux,qui,qui,CST,554,s,PROCON,C/V\
954,166,2,fu,fu,VER:simp:3:sg,3009,48,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,554,,VER,C/V\
955,166,3,fils,fils,NOM:suj:masc:sg,3010,48,N,N,,fil1|fil2|fils1|fils2,+T|+T|+T|+T,554,,NOM,C/V\
956,166,4,le,le,DET:def:obj:masc:sg,3011,48,Det,Det,le,le,CST,554,,DET:def,C/(e)\
957,166,5,conte,conte,NOM:obj:masc:sg,3012,48,N,N,,conte1|conte2,+IT|+IT,554,,NOM,'C/V\.C/(e)\
958,166,6,phelippe,phelippe,NPR:obj:masc:sg,3013,48,N,N,,felipon,Z,555,,NPR,C/V\.'C/V\.C/(e)\
959,167,1,le,le,DET:def:obj:masc:sg,3011,48,Det,Det,le,le,CST,554,,DET:def,C/(e)\
960,167,2,conte,conte,NOM:obj:masc:sg,3012,48,N,N,,conte1|conte2,+IT|+IT,554,,NOM,'C/V\.C/(e)\
961,167,3,phelippe,phelippe,NPR:obj:masc:sg,3013,48,N,N,,felipon,Z,555,,NPR,C/V\.'C/V\.C/(e)\
962,167,4,de,de,PRE,3014,48,Pre,Pre,de,de,+CIST,555,,PRE,C/(e)\
963,167,5,flandres,flandres,NPR:obj:femi:pl,3015,48,N,N,,flandres,I|Z,555,,NPR,'C/V\.C/e\
964,168,1,que,que,PROCON,3030,48,Sub,Sub,que,que2|que3|que,T|S|C,558,,PROCON,C/(e)\
965,168,2,il,il,PRO:pers:suj:3:masc:pl,3031,48,Prn,Prn$,3p,il,CIST,559,s,PRO:pers,/V\
966,168,3,iroient,iroient,VER:cond:3:pl,3032,48,Vfin,Vfin,aller,aler,+I,559,,VER,/V\.'C/V\./e\
967,168,4,par,par,PRE,3033,48,Pre,Pre,par1,par,CIS,559,,PRE,C/V\
968,168,5,le,le,DET:def:obj:masc:sg,3034,48,Det,Det,le,le,CST,559,,DET:def,C/(e)\
969,168,6,detroiz,detroiz,NOM:obj:masc:sg,3035,48,N,N,,UNKNOWN,,559,,NOM,C/V\.'C/V\
970,169,1,et,et,CON:coord,3038,48,Crd,Crd,et,et,ST,560,,CON:coord,/V\
971,169,2,assembleroient,assembleroient,VER:cond:3:pl,3039,48,Vfin,Vfin,assembler,assembler,*+IT,560,,VER,/V\.C/V\.C/e\.'C/V\./e\
972,169,3,a,a,PRE,3040,48,Pre,Pre,à,a3|a,+T|CGIS,560,,PRE,/V\
973,169,4,l,l,DET:def:obj:femi:sg,3041,48,Det,Det,le,le,CS,560,,DET:def,C/\
974,169,5,ost,ost,NOM:obj:femi:sg,3042,48,N,N,,ost,+IT,560,,NOM,/V\
975,170,1,de,de,PRE,3070,48,Pre,Pre,de,de,+CIST,566,,PRE,C/(e)\
976,170,2,lor,lor,DET:poss:obj:femi:pl,3071,48,Det,Det,leur2,lor2|lor,S|C,566,,DET:poss,C/V\
977,170,3,nes,nés,NOM:obj:femi:pl,3072,48,N,N,,nef2|nés,+I|+I,566,,NOM,C/V\
978,170,4,chargies,chargies,VER:pper:femi:pl,3073,48,Vpp,Vpp,,chargier,+M,566,,VER,C/V\.'C/V\./e\
979,170,5,de,de,PRE,3074,48,Pre,Pre,de,de,+CIST,566,,PRE,C/(e)\
980,170,6,dras,dras,NOM:obj:masc:pl,3075,48,N,N,,drap,+I,566,,NOM,C/V\
