wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,NCA_line,synfunc,NCA_taggerpos,syllabified
700,120,4,une,une,DET:ndf:obj:femi:sg,2342,41,QIs,QIs,un,un,CS,424,,DET:ndf,'/V\.C/(e)\
701,120,5,chose,chose,NOM:obj:femi:sg,2343,41,N,N,,chose,+CIT,425,,NOM,'C/V\.C/(e)\
702,121,1,de,de,PRE,2351,41,Pre,Pre,de,de,+CIST,426,,PRE,C/(e)\
703,121,2,monferat,monferat,NPR:obj:masc:sg,2352,41,N,N,,UNKNOWN,,427,,NPR,C/V\.C/e\.'C/V\
704,121,3,est,est,VER:pres:3:sg,2353,41,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,427,,VER,/V\
705,121,4,mult,mult,ADV,2354,41,QIs,QIs,moult,mout,I,427,,ADV,C/V\
706,121,5,prodom,prodom,NOM:suj:masc:sg,2355,41,N,N,,pro,I,427,,NOM,C/V\.'C/V\
707,122,1,et,et,CON:coord,2374,41,Crd,Crd,et,et,ST,431,,CON:coord,/V\
708,122,2,prist,prist,VER:subi:3:sg,2375,41,Vfin,Vfin,prendre,prendre|prisier,+MI|+M,431,,VER,C/V\
709,122,3,le,le,DET:def:obj:masc:sg,2376,41,Det,Det,le,le,CST,431,,DET:def,C/(e)\
710,122,4,signe,signe,NOM:obj:masc:sg,2377,41,N,N,,signe1|signe2|signe3|signe4|sine|sines|sinne|sisne,+T|+T|+T|+T|+T|+T|+T|+T,431,,NOM,'C/V\.C/(e)\
711,122,5,de,de,PRE,2378,41,Pre,Pre,de,de,+CIST,431,,PRE,C/(e)\
712,122,6,la,la,DET:def:obj:femi:sg,2379,41,Det,Det,le,le,CST,431,,DET:def,C/V\
713,122,7,croiz,croiz,NOM:obj:femi:sg,2380,41,N,N,,croiz,+CIT,432,,NOM,C/V\
714,123,1,et,et,CON:coord,2381,41,Crd,Crd,et,et,ST,432,,CON:coord,/V\
715,123,2,se,se,PROCON,2382,41,Prn,Prn$$,soi,se,C,432,,PROCON,C/(e)\
716,123,3,meist,meist,VER:subi:3:sg,2383,41,Vfin,Vfin,mettre,metre|mettre,IdMMd|MMd,432,,VER,C/(V)\.'/V\
717,123,4,el,el,PREDET:en:obj:masc:sg,2384,41,Pre+Det,Pre+Det,en1+le,en1+le,S,432,,PREDET:en,/V\
718,123,5,leu,leu,NOM:obj:masc:sg,2385,41,N,N,,lieu|lou,+CIT|+T,432,,NOM,C/V\
719,123,6,le,le,DET:def:obj:masc:sg,2386,41,Det,Det,le,le,CST,432,,DET:def,C/(e)\
720,123,7,conte,conte,NOM:obj:masc:sg,2387,41,N,N,,conte1|conte2,+IT|+IT,433,,NOM,'C/V\.C/(e)\
721,124,1,de,de,PRE,2395,41,Pre,Pre,de,de,+CIST,434,,PRE,C/(e)\
722,124,2,l,l,DET:def:obj:femi:sg,2396,41,Det,Det,le,le,CS,434,,DET:def,C/\
723,124,3,ost,ost,NOM:obj:femi:sg,2397,41,N,N,,ost,+IT,434,,NOM,/V\
724,124,4,assez,assez,ADV,2398,41,Adv,Adv,assez,assez,+IT,434,,ADV,/V\.'C/V\
725,124,5,tost,tost,ADV,2399,41,Adv,Adv,tôt,tost1|tost|tot,+T|CI|I,434,,ADV,C/V\
726,124,6,la,la,PRO:pers:acc:3:femi:sg,2400,41,Prn,Prn$$,3p,ele|il,C|IST,434,c,PRO:pers,C/V\
727,124,7,prendroit,prendroit,VER:cond:3:sg,2401,41,Vfin,Vfin,prendre,prendre,+M,434,,VER,C/V\.'C/V\
728,125,1,assez,assez,ADV,2403,42,Adv,Adv,assez,assez,+IT,436,,ADV,/V\.'C/V\
729,125,2,i,i,PRO:clit,2404,42,Prn,Prn$$,y,i2|i|y,S|C|C,436,,PRO:clit,/V\
730,125,3,ot,ot,VER:simp:3:sg,2405,42,Vfin,Vfin,avoir1|ouïr,avoir|öir,+IM|+I,436,,VER,/V\
731,125,4,paroles,paroles,NOM:obj:femi:pl,2406,42,N,N,,parole,+I,436,c,NOM,C/V\.'C/V\.C/e\
732,125,5,dites,dites,VER:pper:femi:pl,2407,42,Vpp,Vpp,dire,dire,+CMI,436,,VER,'C/V\.C/e\
733,126,1,que,que,PROCON,2419,42,Sub,Sub,que,que2|que3|que,T|S|C,438,,PROCON,C/(e)\
734,126,2,tuit,tuit,PRO:ind:suj:masc:pl,2420,42,QIs,QIs,tout,tot,CS,438,s,PRO:ind,C/V\
735,126,3,se,se,PROCON,2421,42,Prn,Prn$$,soi,se,C,438,,PROCON,C/(e)\
736,126,4,accorderent,accorderent,VER:simp:3:pl,2422,42,Vfin,Vfin,,acorder,*+I,439,,VER,/V\.C/V\.'C/V\.C/e\
737,126,5,li,li,DET:def:suj:masc:pl,2423,42,Det,Det,le,le,CST,439,,DET:def,C/V\
738,126,6,grant,grant,ADJ:suj:masc:pl,2424,42,Adj,Adj,grand,grant,+CIT,439,,ADJ,C/V\
739,127,1,et,et,CON:coord,2428,42,Crd,Crd,et,et,ST,440,,CON:coord,/V\
740,127,2,furent,furent,VER:simp:3:pl,2429,42,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,440,,VER,'C/V\.C/e\
741,127,3,les,les,DET:def:suj:femi:pl,2430,42,Det,Det,le,le,CST,440,,DET:def,C/V\
742,127,4,letres,letres,NOM:suj:femi:pl,2431,42,N,N,,letre,+CI,440,,NOM,'C/V\.C/e\
743,127,5,escrites,escrites,VER:pper:femi:pl,2432,42,Vpp,Vpp,écrire,escrire,+CI,441,,VER,/V\.'C/V\.C/e\
744,128,1,eslit,eslit,VER:pper:masc:sg,2436,42,Vpp,Vpp,élire,eslire,+Z,441,,VER,/V\.'C/V\
745,128,2,et,et,CON:coord,2437,42,Crd,Crd,et,et,ST,442,,CON:coord,/V\
746,128,3,fu,fu,VER:simp:3:sg,2438,42,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,442,,VER,C/V\
747,128,4,envoiez,envoiez,VER:pper:masc:pl,2439,42,Vpp,Vpp,envoyer,envoiier,+I,442,,VER,/V\.C/V\.'C/V\
748,128,5,querre,querre,VER:infi,2440,42,Vinf,Vinf,quérir,querre,+IT,442,,VER,'C/V\.C/(e)\
749,129,1,que,que,PROCON,2446,42,Sub,Sub,que,que2|que3|que,T|S|C,443,,PROCON,C/(e)\
750,129,2,il,il,PRO:pers:suj:3:masc:pl,2447,42,Prn,Prn$,3p,il,CIST,443,s,PRO:pers,/V\
751,129,3,li,li,PRO:pers:suj:3:masc:sg:bet,2448,42,Prn,Prn$$,3p,ele|il,C|CIST,444,,PRO:pers,C/V\
752,129,4,orent,orent,VER:simp:3:pl,2449,42,Vfin,Vfin,avoir1,avoir|orer2,+IM|+I,444,,VER,'/V\.C/e\
753,129,5,mis,mis,VER:pper:masc:sg,2450,42,Vpp,Vpp,mettre,manoir|metre|mettre,M|CIM|M,444,,VER,C/V\
754,129,6,par,par,PRE,2451,42,Pre,Pre,par1,par,CIS,444,,PRE,C/V\
755,129,7,campaigne,campaigne,NPR:obj:femi:sg,2452,42,N,N,,campaigne|champaigne,Z|Z,444,,NPR,C/V\.'C/V\.C/(e)\
756,130,1,de,de,PRE,2465,42,Pre,Pre,de,de,+CIST,446,,PRE,C/(e)\
757,130,2,france,france,NPR:obj:femi:sg,2466,42,N,N,,france,CI|Z,447,,NPR,'C/V\.C/(e)\
758,130,3,cui,cui,PROCON,2467,42,Qux,Qux,cui,cui|qui,C|T,447,,PROCON,C/V\
759,130,4,cusin,cusin,NOM:suj:masc:sg,2468,42,N,N,,cosin,+I,447,a,NOM,C/V\.'C/V\
760,130,5,il,il,PRO:pers:suj:3:masc:sg:unb,2469,42,Prn,Prn$,3p,il,CIST,447,s,PRO:pers,/V\
761,130,6,ere,ere,VER:impf:3:sg,2470,42,Vfin,Vfin,être1|ester,arer|estre1,+M|+I,447,,VER,'/V\.C/(e)\
762,131,1,ensi,ensi,ADV,2471,43,Adv,Adv,ainsi,ainsi,+IT,449,,ADV,/V\.'C/V\
763,131,2,vint,vint,VER:simp:3:sg,2472,43,Vfin,Vfin,venir,venir|voir,+CI|M,449,,VER,C/V\
764,131,3,a,a,PRE,2473,43,Pre,Pre,à,a3|a,+T|CGIS,449,,PRE,/V\
765,131,4,un,un,DET:ndf:obj:masc:sg,2474,43,QIs,QIs,un,un,CS,449,,DET:ndf,/V\
766,131,5,parlement,parlement,NOM:obj:masc:sg,2475,43,N,N,,parlement,+IT,449,,NOM,C/V\.C/e\.'C/V\
767,132,1,et,et,CON:coord,2481,43,Crd,Crd,et,et,ST,450,,CON:coord,/V\
768,132,2,illuec,illuec,ADV,2482,43,Adv,Adv,illuec,iluec,*+IT,450,a,ADV,/V\.'C/V\
769,132,3,fu,fu,VER:simp:3:sg,2483,43,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,450,,VER,C/V\
770,132,4,la,la,DET:def:suj:femi:sg,2484,43,Det,Det,le,le,CST,451,,DET:def,C/V\
771,132,5,grant,grant,ADJ:suj:femi:sg,2485,43,Adj,Adj,grand,grant,+CIT,451,,ADJ,C/V\
772,132,6,foisons,foisons,NOM:suj:femi:sg,2486,43,N,N,,foison,*+IT,451,,NOM,C/V\.'C/V\
773,133,1,et,et,CON:coord,2489,43,Crd,Crd,et,et,ST,451,,CON:coord,/V\
774,133,2,des,des,PREDET:de:obj:masc:pl,2490,43,Pre+Det,Pre+Det,de+le,de+le|le,S|C,452,,PREDET:de,C/V\
775,133,3,barons,barons,NOM:obj:masc:pl,2491,43,N,N,,baron,+I,452,,NOM,C/V\.'C/V\
776,133,4,et,et,CON:coord,2492,43,Crd,Crd,et,et,ST,452,,CON:coord,/V\
777,133,5,des,des,PREDET:de:obj:masc:pl,2493,43,Pre+Det,Pre+Det,de+le,de+le|le,S|C,452,,PREDET:de,C/V\
778,133,6,croisiez,croisiez,VER:pper:masc:pl,2494,43,Vpp,Vpp,,croissir,+M,453,,VER,C/V\.'C/V\
779,134,1,si,si,PROCON,2502,43,Adv,Adv,si4,si,C,454,,PROCON,C/V\
780,134,2,alerent,alerent,VER:simp:3:pl,2503,43,Vfin,Vfin,aller,aler,+IM,454,,VER,/V\.'C/V\.C/e\
781,134,3,encontre,encontre,PRE,2504,43,PrA,PrA,encontre2,encontre1|encontre,IST|CI,455,,PRE,/V\.'C/V\.C/(e)\
782,134,4,lui,lui,PRO:pers:obj:3:masc:sg:bet,2505,43,Prn,Prn,3p,il|loi1,CIST|S,455,,PRO:pers,C/V\
783,135,1,en,en,PRE,2516,43,Pre,Pre,en1,en1|en,+IST|CI,457,,PRE,/V\
784,135,2,un,un,DET:ndf:obj:masc:sg,2517,43,QIs,QIs,un,un,CS,457,,DET:ndf,/V\
785,135,3,vergier,vergier,NOM:obj:masc:sg,2518,43,N,N,,vergier1|vergier,+IT|I,457,,NOM,C/V\.'C/V\
786,135,4,a,a,PRE,2519,43,Pre,Pre,à,a3|a,+T|CGIS,457,,PRE,/V\
787,135,5,l,l,DET:def:obj:femi:sg,2520,43,Det,Det,le,le,CS,458,,DET:def,C/\
788,135,6,abaie,abaie,NOM:obj:femi:sg,2521,43,N,N,,abeie,+Id,458,,NOM,/V\.C/V\.'C/V\./(e)\
789,136,1,enqui,enqui,ADV,2528,43,Adv,Adv,encui,encui|iqui,+CIT|+T,459,,ADV,/V\.'C/V\
790,136,2,requistrent,requistrent,VER:simp:3:pl,2529,43,Vfin,Vfin,requérir,requerre,+I,460,,VER,C/V\.'C/V\.C/e\
791,136,3,le,le,DET:def:obj:masc:sg,2530,43,Det,Det,le,le,CST,460,,DET:def,C/(e)\
792,136,4,marchis,marchis,NOM:obj:masc:sg,2531,43,N,N,,marchis,IT,460,,NOM,C/V\.'C/V\
793,137,1,et,et,CON:coord,2546,43,Crd,Crd,et,et,ST,462,,CON:coord,/V\
794,137,2,recoive,recoive,VER:subp:3:sg,2547,43,Vfin,Vfin,recevoir,recevoir,+IdMMd,463,,VER,C/V\.'C/V\.C/(e)\
795,137,3,la,la,DET:def:obj:femi:sg,2548,43,Det,Det,le,le,CST,463,,DET:def,C/V\
796,137,4,seignorie,seignorie,NOM:obj:femi:sg,2549,43,N,N,,seignorie,+CIT,463,,NOM,C/V\.C/V\.'C/V\./(e)\
797,138,1,le,le,DET:def:obj:masc:sg,2557,43,Det,Det,le,le,CST,464,,DET:def,C/(e)\
798,138,2,conte,conte,NOM:obj:masc:sg,2558,43,N,N,,conte1|conte2,+IT|+IT,464,,NOM,'C/V\.C/(e)\
799,138,3,thibaut,thibaut,NPR:obj:masc:sg,2559,43,N,N,,thibaut,Z,465,,NPR,C/V\.'C/V\
800,138,4,de,de,PRE,2560,43,Pre,Pre,de,de,+CIST,465,,PRE,C/(e)\
801,138,5,campaigne,campaigne,NPR:obj:femi:sg,2561,43,N,N,,campaigne|champaigne,Z|Z,465,,NPR,C/V\.'C/V\.C/(e)\
802,139,1,ensi,ensi,ADV,2641,44,Adv,Adv,ainsi,ainsi,+IT,481,,ADV,/V\.'C/V\
803,139,2,fina,fina,VER:simp:3:sg,2642,44,Vfin,Vfin,finer,finer|finir,+IM|M,481,,VER,C/V\.'C/V\
804,139,3,cis,cis,DET:demo:suj:masc:sg,2643,44,Dem,Dem,cist,cel|cest,CS|S,481,,DET:demo,C/V\
805,139,4,parlemenz,parlemenz,NOM:suj:masc:sg,2644,44,N,N,,parlement,*+IT,482,,NOM,C/V\.C/e\.'C/V\
806,140,1,et,et,CON:coord,2645,44,Crd,Crd,et,et,ST,482,,CON:coord,/V\
807,140,2,l,l,DET:def:obj:masc:sg,2646,44,Det,Det,le,le,CS,482,,DET:def,C/\
808,140,3,endemain,endemain,NOM:obj:masc:sg,2647,44,N,N,,endemain|lendemain,+IT|+T,482,,NOM,/V\.C/e\.'C/V\
809,140,4,si,si,PROCON,2648,44,Adv,Adv,si4,si,C,482,,PROCON,C/V\
810,140,5,prist,prist,VER:simp:3:sg,2649,44,Vfin,Vfin,prendre,prendre|prisier,+MI|+M,483,,VER,C/V\
811,140,6,congie,congie,NOM:obj:masc:sg,2650,44,N,N,,congié,*+I,483,c,NOM,C/V\.'C/V\
812,141,1,en,en,PRE,2653,44,Pre,Pre,en1,en1|en,+IST|CI,483,,PRE,/V\
813,141,2,son,son,DET:poss:obj:masc:sg,2654,44,Det,Det,son4,son4|son,S|C,484,,DET:poss,C/V\
814,141,3,pais,pais,NOM:obj:masc:sg,2655,44,N,N,,pais|päis,+CIT|+IdTd,484,,NOM,C/V\
815,141,4,et,et,CON:coord,2656,44,Crd,Crd,et,et,ST,484,,CON:coord,/V\
816,141,5,por,por,PRE,2657,44,Pre,Pre,pour,por2|por,+IST|CI,484,,PRE,C/V\
817,141,6,atorner,atorner,VER:infi,2658,44,Vinf,Vinf,,atorner,+IT,484,,VER,/V\.C/V\.'C/V\
818,142,1,et,et,CON:coord,2656,44,Crd,Crd,et,et,ST,484,,CON:coord,/V\
819,142,2,por,por,PRE,2657,44,Pre,Pre,pour,por2|por,+IST|CI,484,,PRE,C/V\
820,142,3,atorner,atorner,VER:infi,2658,44,Vinf,Vinf,,atorner,+IT,484,,VER,/V\.C/V\.'C/V\
821,142,4,son,son,DET:poss:obj:masc:sg,2659,44,Det,Det,son4,son4|son,S|C,484,,DET:poss,C/V\
822,142,5,afaire,afaire,NOM:obj:masc:sg,2660,44,N,N,,afaire2|afaire,+T|GI,485,,NOM,/V\.'C/V\.C/(e)\
823,143,1,ensi,ensi,ADV,2675,45,Adv,Adv,ainsi,ainsi,+IT,489,,ADV,/V\.'C/V\
824,143,2,s,s,PROCON,2676,45,Prn,Prn$$,soi,se,C,489,,PROCON,C/\
825,143,3,en,en,PRO:clit,2677,45,Prn,Prn$$,en2,en2|en,S|C,489,,PRO:clit,/V\
826,143,4,ala,ala,VER:simp:3:sg,2678,45,Vfin,Vfin,aller,aler,+CIM,489,,VER,/V\.'C/V\
827,143,5,li,li,DET:def:suj:masc:sg,2679,45,Det,Det,le,le,CST,489,,DET:def,C/V\
828,143,6,marchis,marchis,NOM:suj:masc:sg,2680,45,N,N,,marchis,IT,490,,NOM,C/V\.'C/V\
829,144,1,enqui,enqui,ADV,2693,45,Adv,Adv,encui,encui|iqui,+CIT|+T,492,,ADV,/V\.'C/V\
830,144,2,trova,trova,VER:simp:3:sg,2694,45,Vfin,Vfin,trouver,trover,+I,492,,VER,C/V\.'C/V\
831,144,3,mult,mult,ADV,2695,45,QIs,QIs,moult,mout,I,493,,ADV,C/V\
832,144,4,grant,grant,ADJ:obj:femi:sg,2696,45,Adj,Adj,grand,grant,+CIT,493,,ADJ,C/V\
833,144,5,plente,plenté,NOM:obj:femi:sg,2697,45,N,N,,plante1|plante2,*+T|+T,493,,NOM,C/V\.'C/V\
834,145,1,i,i,PRO:clit,2711,45,Prn,Prn$$,y,i2|i|y,S|C|C,496,,PRO:clit,/V\
835,145,2,ala,ala,VER:simp:3:sg,2712,45,Vfin,Vfin,aller,aler,+CIM,496,,VER,/V\.'C/V\
836,145,3,por,por,PRE,2713,45,Pre,Pre,pour,por2|por,+IST|CI,496,,PRE,C/V\
837,145,4,parler,parler,VER:infi,2714,45,Vinf,Vinf,parler,parler,+MIT,496,,VER,C/V\.'C/V\
838,145,5,des,des,PREDET:de:obj:femi:pl,2715,45,Pre+Det,Pre+Det,de+le,de+le|le,S|C,496,,PREDET:de,C/V\
839,145,6,croiz,croiz,NOM:obj:femi:pl,2716,45,N,N,,croiz,+CIT,497,,NOM,C/V\
840,146,1,oedes,oedes,NPR:suj:masc:sg,2732,45,N,N,,odon,Z,500,,NPR,'/V\.C/e\
841,146,2,ses,ses,DET:poss:suj:masc:sg,2733,45,Det,Det,son4,son4|son,S|C,500,,DET:poss,C/V\
842,146,3,freres,freres,NOM:suj:masc:sg,2734,45,N,N,,frere,+CI,500,,NOM,'C/V\.C/e\
843,146,4,guis,guis,NPR:suj:masc:sg,2735,45,N,N,,guion,Z,500,,NPR,C/V\
844,146,5,de,de,PRE,2736,45,Pre,Pre,de,de,+CIST,500,,PRE,C/(e)\
845,146,6,pesmes,pesmes,ADJ:suj:masc:sg,2737,45,Adj,Adj,pesme,pesme,+I,500,,ADJ,'C/V\.C/e\
846,147,1,guis,guis,NPR:suj:masc:sg,2735,45,N,N,,guion,Z,500,,NPR,C/V\
847,147,2,de,de,PRE,2736,45,Pre,Pre,de,de,+CIST,500,,PRE,C/(e)\
848,147,3,pesmes,pesmes,ADJ:suj:masc:sg,2737,45,Adj,Adj,pesme,pesme,+I,500,,ADJ,'C/V\.C/e\
849,147,4,hainmes,hainmes,NPR:suj:masc:sg,2738,45,N,N,,UNKNOWN,,500,,NPR,'C/V\.C/e\
850,147,5,ses,ses,DET:poss:suj:masc:sg,2739,45,Det,Det,son4,son4|son,S|C,501,,DET:poss,C/V\
851,147,6,freres,freres,NOM:suj:masc:sg,2740,45,N,N,,frere,+CI,501,,NOM,'C/V\.C/e\
852,148,1,apres,aprés,PRE,2758,45,PrA,PrA,après,apres|après,C|IdSTd,504,,PRE,/V\.'C/V\
853,148,2,se,se,PROCON,2759,45,Prn,Prn$$,soi,se,C,505,,PROCON,C/(e)\
854,148,3,croisa,croisa,VER:simp:3:sg,2760,45,Vfin,Vfin,,croisier,+M,505,,VER,C/V\.'C/V\
855,148,4,li,li,DET:def:suj:masc:sg,2761,45,Det,Det,le,le,CST,505,,DET:def,C/V\
856,148,5,evesques,evesques,NOM:suj:masc:sg,2762,45,N,N,,evesque,+I,505,,NOM,/V\.'C/V\.C/e\
857,149,1,guigues,guigues,NPR:suj:masc:sg,2765,45,N,N,,UNKNOWN,,506,,NPR,'C/V\.C/e\
858,149,2,li,li,DET:def:suj:masc:sg,2766,45,Det,Det,le,le,CST,506,,DET:def,C/V\
859,149,3,cuens,cuens,NOM:suj:masc:sg,2767,45,N,N,,conte1|conte,+IT|I,506,,NOM,C/V\
860,149,4,de,de,PRE,2768,45,Pre,Pre,de,de,+CIST,506,,PRE,C/(e)\
861,149,5,forois,forois,NPR:obj:masc:sg,2769,45,N,N,,UNKNOWN,,507,,NPR,C/V\.'C/V\
862,149,6,huges,huges,NPR:suj:masc:sg,2770,45,N,N,,UNKNOWN,,507,,NPR,'C/V\.C/e\
863,150,1,de,de,PRE,2768,45,Pre,Pre,de,de,+CIST,506,,PRE,C/(e)\
864,150,2,forois,forois,NPR:obj:masc:sg,2769,45,N,N,,UNKNOWN,,507,,NPR,C/V\.'C/V\
865,150,3,huges,huges,NPR:suj:masc:sg,2770,45,N,N,,UNKNOWN,,507,,NPR,'C/V\.C/e\
866,150,4,de,de,PRE,2771,45,Pre,Pre,de,de,+CIST,507,,PRE,C/(e)\
867,150,5,bergi,bergi,NPR:obj:masc:sg,2772,45,N,N,,UNKNOWN,,507,,NPR,C/V\.'C/V\
868,151,1,de,de,PRE,2771,45,Pre,Pre,de,de,+CIST,507,,PRE,C/(e)\
869,151,2,bergi,bergi,NPR:obj:masc:sg,2772,45,N,N,,UNKNOWN,,507,,NPR,C/V\.'C/V\
870,151,3,le,le,DET:def:obj:masc:sg,2773,45,Det,Det,le,le,CST,507,,DET:def,C/(e)\
871,151,4,pere,pere,NOM:obj:masc:sg,2774,45,N,N,,paire|pere1|piere,+T|+T|+T,508,,NOM,'C/V\.C/(e)\
872,151,5,et,et,CON:coord,2775,45,Crd,Crd,et,et,ST,508,,CON:coord,/V\
873,151,6,le,le,DET:def:obj:masc:sg,2776,45,Det,Det,le,le,CST,508,,DET:def,C/(e)\
874,151,7,fil,fil,NOM:obj:masc:sg,2777,45,N,N,,fil1|fil2|fils1|fils2,+IT|+IT|+T|+T,508,,NOM,C/V\
875,152,1,pierres,pierres,NPR:suj:masc:sg,2784,45,N,N,,pierre,C|Z,509,,NPR,'C/V\.C/e\
876,152,2,bromonz,bromonz,NPR:suj:masc:sg,2785,45,N,N,,UNKNOWN,,509,,NPR,C/V\.'C/V\
877,152,3,et,et,CON:coord,2786,45,Crd,Crd,et,et,ST,509,,CON:coord,/V\
878,152,4,autres,autres,ADJ:suj:femi:pl,2787,45,Adj,Adj,autre,autre,CI,510,,ADJ,'/V\.C/e\
879,152,5,genz,genz,NOM:suj:femi:pl,2788,45,N,N,,gent1,+I,510,,NOM,C/V\
880,153,1,assez,assez,ADV,2789,45,Adv,Adv,assez,assez,+IT,510,,ADV,/V\.'C/V\
881,153,2,dont,dont,PRO:invar,2790,45,Qux,Qux,dont,dont,CS,510,,PRO:invar,C/V\
882,153,3,nos,nos,PRO:pers:1:pl,2791,45,Prn,Prn$,1pp,nos1|nos|noz1,S|CI|T,510,s,PRO:pers,C/V\
883,153,4,ne,ne,PRO:clit,2792,45,Neg,Neg$$,ne1,en2|ne,S|C,511,,PRO:clit,C/(e)\
884,153,5,savonz,savonz,VER:pres:1:pl,2793,45,Vfin,Vfin,savoir,savoir,+Z,511,,VER,C/V\.'C/V\
885,153,6,pas,pas,NOM:obj:masc:pl,2794,45,N,N,,pas|past2,+IT|+T,511,,NOM,C/V\
886,154,1,et,et,CON:coord,2851,46,Crd,Crd,et,et,ST,523,,CON:coord,/V\
887,154,2,menast,menast,VER:subi:3:sg,2852,46,Vfin,Vfin,mener,mener,+MI,524,,VER,C/V\.'C/V\
888,154,3,ses,ses,DET:poss:obj:masc:pl,2853,46,Det,Det,son4,son4|son,S|C,524,,DET:poss,C/V\
889,154,4,homes,homes,NOM:obj:masc:pl,2854,46,N,N,,ome,+CI,524,,NOM,'/V\.C/e\
890,154,5,en,en,PRE,2855,46,Pre,Pre,en1,en1|en,+IST|CI,524,,PRE,/V\
891,154,6,l,l,DET:def:obj:femi:sg,2856,46,Det,Det,le,le,CS,524,,DET:def,C/\
892,154,7,ost,ost,NOM:obj:femi:sg,2857,46,N,N,,ost,+IT,525,,NOM,/V\
893,155,1,fu,fu,VER:simp:3:sg,2895,46,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,532,,VER,C/V\
894,155,2,grant,grant,ADJ:suj:masc:sg,2896,46,Adj,Adj,grand,grant,+CIT,532,,ADJ,C/V\
895,155,3,dielx,dielx,NOM:suj:masc:sg,2897,46,N,N,,UNKNOWN,,533,,NOM,C/V\
896,155,4,par,par,PRE,2898,46,Pre,Pre,par1,par,CIS,533,,PRE,C/V\
897,155,5,tote,tote,DET:ind:obj:femi:sg,2899,46,QIs,QIs,tout,tot,CS,533,,DET:ind,'C/V\.C/(e)\
898,155,6,sa,sa,DET:poss:obj:femi:sg,2900,46,Det,Det,son4,son4|son,S|C,533,,DET:poss,C/V\
899,155,7,terre,terre,NOM:obj:femi:sg,2901,46,N,N,,terre,+CIT,533,,NOM,'C/V\.C/(e)\
900,156,1,encomencierent,encomencierent,VER:simp:3:pl,2908,47,Vfin,Vfin,,encomencier,*+IT,536,,VER,/V\.C/V\.C/V\.'C/V\.C/e\
901,156,2,a,a,PRE,2909,47,Pre,Pre,à,a3|a,+T|CGIS,536,,PRE,/V\
902,156,3,movoir,movoir,VER:infi,2910,47,Vinf,Vinf,mouvoir,movoir,+IT,536,,VER,C/V\.'C/V\
903,157,1,li,li,DET:def:suj:masc:pl,2911,47,Det,Det,le,le,CST,536,,DET:def,C/V\
904,157,2,pelerin,pelerin,NOM:suj:masc:pl,2912,47,N,N,,pelerin,IT,537,,NOM,C/V\.C/e\.'C/V\
905,157,3,de,de,PRE,2913,47,Pre,Pre,de,de,+CIST,537,,PRE,C/(e)\
906,157,4,lor,lor,DET:poss:obj:masc:sg,2914,47,Det,Det,leur2,lor2|lor,S|C,537,,DET:poss,C/V\
907,157,5,pais,païs,NOM:obj:masc:sg,2915,47,N,N,,pais|päis,+CIT|+IdTd,537,,NOM,C/V\.'C/V\
908,158,1,i,i,PRO:clit,2921,47,Prn,Prn$$,y,i2|i|y,S|C|C,538,,PRO:clit,/V\
909,158,2,fu,fu,VER:simp:3:sg,2922,47,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,539,,VER,C/V\
910,158,3,ploree,ploree,VER:pper:femi:sg,2923,47,Vpp,Vpp,pleurer,plorer,+I,539,,VER,C/V\.'C/V\./(e)\
911,158,4,de,de,PRE,2924,47,Pre,Pre,de,de,+CIST,539,,PRE,C/(e)\
912,158,5,pitie,pitié,NOM:obj:femi:sg,2925,47,N,N,,pitié,*+I,539,,NOM,C/V\.'C/V\
913,159,1,de,de,PRE,2931,47,Pre,Pre,de,de,+CIST,540,,PRE,C/(e)\
914,159,2,lor,lor,DET:poss:obj:femi:pl,2932,47,Det,Det,leur2,lor2|lor,S|C,540,,DET:poss,C/V\
915,159,3,genz,genz,NOM:obj:femi:pl,2933,47,N,N,,gent1,+I,541,,NOM,C/V\
916,159,4,et,et,CON:coord,2934,47,Crd,Crd,et,et,ST,541,,CON:coord,/V\
917,159,5,de,de,PRE,2935,47,Pre,Pre,de,de,+CIST,541,,PRE,C/(e)\
918,159,6,lor,lor,DET:poss:obj:masc:pl,2936,47,Det,Det,leur2,lor2|lor,S|C,541,,DET:poss,C/V\
919,159,7,amis,amis,NOM:obj:masc:pl,2937,47,N,N,,ami,+I,541,,NOM,/V\.'C/V\
920,160,1,et,et,CON:coord,2942,47,Crd,Crd,et,et,ST,542,,CON:coord,/V\
921,160,2,parmi,parmi,PRE,2943,47,PrA,PrA,parmi,parmi,CIST,542,,PRE,C/V\.'C/V\
922,160,3,les,les,DET:def:obj:masc:pl,2944,47,Det,Det,le,le,CST,542,,DET:def,C/V\
923,160,4,monz,monz,NOM:obj:masc:pl,2945,47,N,N,,monde1|monde,+I|I,542,,NOM,C/V\
924,160,5,de,de,PRE,2946,47,Pre,Pre,de,de,+CIST,542,,PRE,C/(e)\
