wd_id,line_id,linewd,word,lex_id,old_wd_id,textlineid,syntag,syntag2,lemma,syllabified
831,186,4,avis,avis,2984,918,N,N,,/V\.'C/V\
832,187,1,et,et,3003,1002,Crd,Crd,et,/V\
833,187,2,tenir,tenir,3004,1002,Vinf,Vinf,tenir,C/V\.'C/V\
834,187,3,li,li,3005,1002,Prn,Prn$$,li,C/V\
835,187,4,volloit,volloit,3006,1002,Vfin,Vfin,vouloir,C/V\.'C/V\
836,188,1,acquerre,acquerre,3024,1004,Vinf,Vinf,acquérir,/V\.'C/V\.C/(e)\
837,188,2,et,et,3025,1004,Crd,Crd,et,/V\
838,188,3,pourchachier,pourchachier,3026,1004,Vinf,Vinf,,C/V\.C/V\.'C/V\
839,189,1,et,et,3025,1004,Crd,Crd,et,/V\
840,189,2,pourchachier,pourchachier,3026,1004,Vinf,Vinf,,C/V\.C/V\.'C/V\
841,189,3,amis,amis,3027,1004,N,N,,/V\.'C/V\
842,190,1,amis,amis,3027,1004,N,N,,/V\.'C/V\
843,190,2,et,et,3028,1004,Crd,Crd,et,/V\
844,190,3,confortans,confortans,3029,1004,N,N,,C/V\.C/V\.'C/V\
845,191,1,car,car,3039,1005,Crd,Crd,car,C/V\
846,191,2,de,de,3040,1005,Pre,Pre,de,C/(e)\
847,191,3,esmouvoir,esmouvoir,3041,1005,Vinf,Vinf,émouvoir,/V\.C/V\.'C/V\
848,191,4,guerre,guerre,3042,1005,N,N,,'C/V\.C/(e)\
849,192,1,guerre,guerre,3042,1005,N,N,,'C/V\.C/(e)\
850,192,2,au,au,3043,1005,Pre+Det,Pre+Det,à.le,/V\
851,192,3,roy,roy,3044,1005,N,N,,C/V\
852,192,4,d',d',3045,1005,Pre,Pre,de,C/\
853,192,5,Engleterre,engleterre,3046,1005,N,N,,/V\.C/e\.'C/V\.C/(e)\
854,193,1,d',d',3045,1005,Pre,Pre,de,C/\
855,193,2,Engleterre,engleterre,3046,1005,N,N,,/V\.C/e\.'C/V\.C/(e)\
856,193,3,et,et,3047,1006,Crd,Crd,et,/V\
857,193,4,de,de,3048,1006,Pre,Pre,de,C/(e)\
858,193,5,mettre,mettre,3049,1006,Vinf,Vinf,mettre,'C/V\.C/(e)\
859,194,1,par,par,3122,1011,Pre,Pre,par,C/V\
860,194,2,monseigneur,monseigneur,3123,1011,N,N,,C/V\.C/V\.'C/V\
861,194,3,Robert,robert,3124,1011,N,N,,C/V\.'C/V\
862,195,1,Sur,sur,3138,1012,PrA,PrA,sur,C/V\
863,195,2,ce,ce,3139,1012,Prn,Prn,ce,C/(e)\
864,195,3,",",",",3140,1012,Pnc,Pnc,,
865,195,4,la,la,3141,1012,Det,Det,le,C/V\
866,195,5,bonne,bonne,3142,1012,Adj,Adj,bon,'C/V\.C/(e)\
867,195,6,damme,damme,3143,1013,N,N,,'C/V\.C/(e)\
868,196,1,et,et,3151,1013,Crd,Crd,et,/V\
869,196,2,se,se,3152,1013,Prn,Prn$$,se,C/(e)\
870,196,3,pourvey,pourvey,3153,1013,Vfin,Vfin,pourvoir,C/V\.'C/V\
871,196,4,d',d',3154,1013,Pre,Pre,de,C/\
872,196,5,acquerre,acquerre,3155,1013,Vinf,Vinf,acquérir,/V\.'C/V\.C/(e)\
873,197,1,pronmettoit,pronmettoit,3169,1015,Vfin,Vfin,promettre,C/V\.C/V\.'C/V\
874,197,2,ou,ou,3170,1015,Crd,Crd,ou,/V\
875,197,3,donnoit,donnoit,3171,1015,Vfin,Vfin,donner,C/V\.'C/V\
876,198,1,de,de,3183,1016,Pre,Pre,de,C/(e)\
877,198,2,jovenes,jovenes,3184,1016,Adj,Adj,,'C/V\.C/e\
878,198,3,chevaliers,chevaliers,3185,1016,N,N,,C/V\.C/V\.'C/V\
