wd_id,line_id,linewd,word,lex_id,old_wd_id,page_id,syntag,syntag2,lemma,syllabified
616,135,6,homme,homme,3347,1035,N,N,,'/V\.C/(e)\
617,136,1,qui,qui,3348,1035,Qux,Qux,qui,C/V\
618,136,2,a,a,3349,1035,Vfin,Vfin,avoir,/V\
619,136,3,menty,menty,3350,1035,Vpp,Vpp,mentir,C/V\.'C/V\
620,136,4,sa,sa,3351,1035,Det,Det,son4,C/V\
621,136,5,foy,foy,3352,1035,N,N,,C/V\
622,137,1,a,a,3386,1035,Pre,Pre,à,/V\
623,137,2,Madame,madame,3387,1035,N,N,,C/V\.'C/V\.C/(e)\
624,137,3,merci,merci,3388,1035,N,N,,C/V\.'C/V\
625,138,1,il,il,3456,1035,Prn,Prn$,il,/V\
626,138,2,ne,ne,3457,1035,Neg,Neg$$,ne,C/(e)\
627,138,3,prisa,prisa,3458,1035,Vfin,Vfin,priser,C/V\.'C/V\
628,138,4,pas,pas,3459,1035,Neg,Neg,pas,C/V\
629,138,5,plus,plus,3460,1035,Adv,Adv,plus,C/V\
630,139,1,sa,sa,3461,1035,Det,Det,son4,C/V\
631,139,2,vie,vie,3462,1035,N,N,,'C/V\./(e)\
632,139,3,que,que,3463,1035,Sub,Sub,que,C/(e)\
633,139,4,sa,sa,3464,1035,Det,Det,son4,C/V\
634,139,5,mort,mort,3465,1035,N,N,,C/V\
635,140,1,si,si,3489,1036,Adv,Adv,si4,C/V\
636,140,2,ne,ne,3490,1036,Neg,Neg$$,ne,C/(e)\
637,140,3,seust,seüst,3491,1036,Vfin,Vfin,savoir,C/(V)\.'/V\
638,140,4,plus,plus,3492,1036,Adv,Adv,plus,C/V\
639,140,5,que,que,3493,1036,Qux,Qux,que,C/(e)\
640,140,6,dire,dire,3494,1036,Vinf,Vinf,dire,'C/V\.C/(e)\
641,141,1,a,a,3531,1036,Vfin,Vfin,avoir,/V\
642,141,2,donnee,donnee,3532,1036,Vpp,Vpp,donner,C/V\.'C/V\./(e)\
643,141,3,sa,sa,3533,1036,Det,Det,son4,C/V\
644,141,4,foy,foy,3534,1036,N,N,,C/V\
645,142,1,sa,sa,3533,1036,Det,Det,son4,C/V\
646,142,2,foy,foy,3534,1036,N,N,,C/V\
647,142,3,a,a,3535,1036,Pre,Pre,à,/V\
648,142,4,une,une,3536,1036,QIs,QIs,un,'/V\.C/(e)\
649,142,5,dame,dame,3537,1036,N,N,,'C/V\.C/(e)\
650,143,1,et,et,3543,1036,Crd,Crd,et,/V\
651,143,2,pour,pour,3544,1036,Pre,Pre,pour,C/V\
652,143,3,sy,sy,3545,1036,Adv,Adv,si4,C/V\
653,143,4,peu,peu,3546,1036,N,N,peu,C/V\
654,143,5,de,de,3547,1036,Pre,Pre,de,C/(e)\
655,143,6,chose,chose,3548,1036,N,N,,'C/V\.C/(e)\
656,144,1,Quelle,quelle,3553,1036,Qux,Qux,quel,'C/V\.C/(e)\
657,144,2,pugnicion,pugnicion,3554,1036,N,N,,C/V\.C/V\.C/{V}\.'/V\
658,145,1,Et,et,3559,1036,Crd,Crd,et,/V\
659,145,2,a,a,3560,1036,Pre,Pre,à,/V\
660,145,3,vous,vous,3561,1036,Prn,Prn,vous,C/V\
661,145,4,",",",",3562,1036,Pnc,Pnc,,
662,145,5,dame,dame,3563,1036,N,N,,'C/V\.C/(e)\
663,145,6,Jehanne,jehanne,3564,1036,N,N,,C/(V)\.'/V\.C/(e)\
664,146,1,a,a,3616,1036,Pre,Pre,à,/V\
665,146,2,Madame,madame,3617,1036,N,N,,C/V\.'C/V\.C/(e)\
666,146,3,mercy,mercy,3618,1036,N,N,,C/V\.'C/V\
667,147,1,l',l',3653,1036,Prn,Prn$$,le,C/\
668,147,2,amoit,amoit,3654,1036,Vfin,Vfin,aimer,/V\.'C/V\
669,147,3,trop,trop,3655,1036,Adv,Adv,trop,C/V\
670,147,4,mieulz,mieulz,3656,1036,Adv,Adv,mieux,C/V\
671,147,5,",",",",3657,1036,Pnc,Pnc,,
672,147,6,penssant,penssant,3658,1036,Vprs,Vprs,penser,C/V\.'C/V\
673,148,1,vouloit,vouloit,3724,1037,Vfin,Vfin,vouloir,C/V\.'C/V\
674,148,2,saillir,saillir,3725,1037,Vinf,Vinf,,C/V\.'C/V\
675,148,3,",",",",3726,1037,Pnc,Pnc,,
676,148,4,lui,lui,3727,1037,Prn,Prn$$,lui,C/V\
677,148,5,dist,dist,3728,1037,Vfin,Vfin,dire,C/V\
678,149,1,son,son,3746,1037,Det,Det,son4,C/V\
679,149,2,excusacion,excusacion,3747,1037,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\
680,150,1,qu',qu',3787,1037,Qux,Qux,que,C/\
681,150,2,en,en,3788,1037,Prn,Prn$$,en2,/V\
682,150,3,dictes,dictes,3789,1037,Vfin,Vfin,dire,'C/V\.C/e\
683,150,4,vous,vous,3790,1037,Prn,Prn%,vous,C/V\
684,150,5,?,?,3791,1037,Pnc,Pnc,,
685,150,6,—,—,3792,1037,Pnc,Pnc,,
686,150,7,Hellas,hellas,3793,1037,Exc,Exc,,C/V\.'C/V\
687,151,1,fors,fors,3804,1037,PrA,PrA,hors,C/V\
688,151,2,que,que,3805,1037,Sub,Sub,que,C/(e)\
689,151,3,il,il,3806,1037,Prn,Prn$,il,/V\
690,151,4,s',s',3807,1037,Prn,Prn$$,se,C/\
691,151,5,en,en,3808,1037,Prn,Prn$$,en2,/V\
692,151,6,repent,repent,3809,1037,Vfin,Vfin,,C/V\.'C/V\
693,152,1,j',j',3843,1037,Prn,Prn$,je,C/\
694,152,2,en,en,3844,1037,Prn,Prn$$,en2,/V\
695,152,3,diz,diz,3845,1037,Vfin,Vfin,dire,C/V\
696,152,4,comme,comme,3846,1037,Sub,Sub,comme,'C/V\.C/(e)\
697,152,5,les,les,3847,1037,Det,Det,le,C/V\
698,152,6,aultres,aultres,3848,1037,Adj,Adj,autre,'/V\.C/e\
699,153,1,de,de,3902,1037,Pre,Pre,de,C/(e)\
700,153,2,loyalment,loyalment,3903,1037,Adv,Adv,,C/V\.C/V\.'C/V\
701,153,3,servir,servir,3904,1037,Vinf,Vinf,servir,C/V\.'C/V\
702,154,1,tres,tres,3932,1037,Adv,Adv,très,C/V\
703,154,2,grandement,grandement,3933,1037,Adv,Adv,,C/V\.C/e\.'C/V\
704,154,3,amy,amy,3934,1037,N,N,,/V\.'C/V\
705,155,1,mais,mais,3936,1037,Crd,Crd,mais,C/V\
706,155,2,",",",",3937,1037,Pnc,Pnc,,
707,155,3,sur,sur,3938,1037,PrA,PrA,sur,C/V\
708,155,4,ma,ma,3939,1037,Det,Det,mon,C/V\
709,155,5,foy,foy,3940,1037,N,N,,C/V\
710,155,6,",",",",3941,1037,Pnc,Pnc,,
711,155,7,madame,madame,3942,1037,N,N,,C/V\.'C/V\.C/(e)\
712,156,1,qui,qui,4000,1038,Qux,Qux,qui,C/V\
713,156,2,oncques,oncques,4001,1038,Adv,Adv,onques,'/V\.C/e\
714,156,3,ne,ne,4002,1038,Neg,Neg$$,ne,C/(e)\
715,156,4,le,le,4003,1038,Prn,Prn$$,le,C/(e)\
716,156,5,vist,vist,4004,1038,Vfin,Vfin,voir,C/V\
717,157,1,comment,comment,4015,1038,Qux,Qux,comment,C/V\.'C/V\
718,157,2,puet,puet,4016,1038,Vfin,Vfin,pouvoir2,C/V\
719,157,3,il,il,4017,1038,Prn,Prn%,il,/V\
720,157,4,avoir,avoir,4018,1038,Vinf,Vinf,avoir,/V\.'C/V\
721,158,1,si,si,4019,1038,Adv,Adv,si4,C/V\
722,158,2,tost,tost,4020,1038,Adv,Adv,tôt,C/V\
723,158,3,choisie,choisie,4021,1038,Vpp,Vpp,,C/V\.'C/V\./(e)\
724,158,4,dame,dame,4022,1038,N,N,,'C/V\.C/(e)\
725,159,1,y,y,4032,1038,Prn,Prn$$,y2,/V\
726,159,2,font,font,4033,1038,Vfin,Vfin,faire,C/V\
727,159,3,aucunes,aucunes,4034,1038,QIs,QIs,aucun,/V\.'C/V\.C/e\
728,159,4,fois,fois,4035,1038,N,N,,C/V\
729,160,1,des,des,4036,1038,Pre+Det,Pre+Det,de.le,C/V\
730,160,2,penssemens,penssemens,4037,1038,N,N,,C/V\.C/e\.'C/V\
731,160,3,assez,assez,4038,1038,Adv,Adv,assez,/V\.'C/V\
