wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,textlineid,synfunc,syllabified
650,114,3,respondoit,respondoit,VER,2361,respondre_*M,Vfin,Vfin,répondre,810,,C/V\.C/V\.'C/V\
651,114,4,trésagement,trésagement,ADV,2362,<unknown>,Adv,Adv,,810,,C/V\.C/V\.C/e\.'C/V\
652,115,1,Chils,chils,ADJ,2422,<unknown>,Adj,Adj,,815,,C/V\
653,115,2,chevaliers,chevaliers,NOM,2423,chevalier_+I,N,N,,815,,C/V\.C/V\.'C/V\
654,115,3,a,a,PRE,2424,a_S,Vfin,Vfin,avoir1,815,,/V\
655,115,4,tellement,tellement,ADV,2425,tellement_*Z,Adv,Adv,,815,,C/V\.C/e\.'C/V\
656,116,1,à,à,PRE,2428,a_S,Pre,Pre,à,816,,/V\
657,116,2,soy,soy,PRO:pers,2429,soi1_S,Prn,Prn,soi,816,,C/V\
658,116,3,et,et,CON:coord,2430,et_S,Crd,Crd,et,816,,/V\
659,116,4,à,à,PRE,2431,a_S,Pre,Pre,à,816,,/V\
660,116,5,sa,sa,DET:poss,2432,son4_S,Det,Det,son4,816,,C/V\
661,116,6,vollenté,vollenté,VER,2433,<unknown>,N,N,,816,,C/V\.C/V\.'C/V\
662,117,1,que,que,PROCON,2434,que3_S,Sub,Sub,que,816,,C/(e)\
663,117,2,tout,tout,PRO:ind,2435,tot_S,QIs,QIs,tout,816,,C/V\
664,117,3,che,che,PRO:invar,2436,ce1_S,Prn,Prn,ce1,816,,C/(e)\
665,117,4,qu',qu',PROCON,2437,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,816,c,C/\
666,117,5,il,il,PRO:pers,2438,il_S,Prn,Prn$,3p,816,s,/V\
667,117,6,voelt,voelt,VER,2439,voloir_+I,Vfin,Vfin,vouloir,816,,C/V\
668,117,7,dire,dire,VER,2440,dire_+MIT,Vinf,Vinf,dire,816,,'C/V\.C/(e)\
669,117,8,et,et,CON:coord,2441,et_S,Crd,Crd,et,817,,/V\
670,117,9,faire,faire,VER,2442,faire_+MIT,Vinf,Vinf,faire,817,,'C/V\.C/(e)\
671,118,1,pluiseurs,pluiseurs,DET:ind,2451,plusor_S,QIs,QIs,plusieurs,817,,C/V\.'C/V\
672,118,2,hault,hault,ADJ,2452,haut_+Z,Adj,Adj,haut,817,,C/V\
673,118,3,baron,baron,NOM,2453,baron_+IT,N,N,,817,,C/V\.'C/V\
674,118,4,et,et,CON:coord,2454,et_S,Crd,Crd,et,817,,/V\
675,118,5,seigneur,seigneur,NOM,2455,seignor_+CI,N,N,,818,,C/V\.'C/V\
676,119,1,d',d',PRE,2456,de_+S,Pre,Pre,de,818,,C/\
677,119,2,Engleterre,engleterre,NPR,2457,angleterre_I|Z,N,N,,818,,/V\.C/e\.'C/V\.C/(e)\
678,119,3,se,se,DET:poss,2458,son4_S,Det,Det,son4,818,,C/(e)\
679,119,4,mauvaistié,mauvaistié,NOM,2459,mauvaistié_+IT,N,N,,818,,C/V\.C/V\.'C/V\
680,120,1,car,car,CON:coord,2460,car_S,Crd,Crd,car,818,,C/V\
681,120,2,il,il,PRO:pers,2461,il_S,Prn,Prn$,3p,818,s,/V\
682,120,3,en,en,PRO:clit,2462,en2_S,Prn,Prn$$,en2,818,,/V\
683,120,4,fist,fist,VER,2463,faire|feire|fere_+CMI|M|M,Vfin,Vfin,faire,818,,C/V\
684,120,5,sus,sus,ADV,2464,sus_I,PrA,PrA,sus,818,,C/V\
685,120,6,ung,ung,DET:ndf,2465,un_S,QIs,QIs,un,818,,/V\
686,120,7,jour,jour,NOM,2466,jor_+C,N,N,,818,,C/V\
687,120,8,prendre,prendre,VER,2467,prendre_+MIT,Vinf,Vinf,prendre,819,,'C/V\.C/(e)\
688,121,1,prendre,prendre,VER,2467,prendre_+MIT,Vinf,Vinf,prendre,819,,'C/V\.C/(e)\
689,121,2,et,et,CON:coord,2468,et_S,Crd,Crd,et,819,,/V\
690,121,3,par,par,PRE,2469,par_S,Pre,Pre,par1,819,,C/V\
691,121,4,le,le,DET:def,2470,le_S,Det,Det,le,819,,C/(e)\
692,121,5,coummandement,coummandement,NOM,2471,<unknown>,N,N,,819,,C/V\.C/V\.C/e\.'C/V\
693,122,1,de,de,PRE,2491,de_+S,Pre,Pre,de,821,,C/(e)\
694,122,2,Lancastre,lancastre,NOM,2492,<unknown>,N,N,,821,,C/V\.'C/V\.C/(e)\
695,122,3,duquel,duquel,NOM,2493,<unknown>,Pre+Qux,Pre+Qux,de+lequel,821,,C/V\.'C/V\
696,122,4,seigneur,seigneur,NOM,2494,seignor_+CI,N,N,,821,,C/V\.'C/V\
697,123,1,en,en,PRE,2546,en1_+S,Pre,Pre,en1,825,,/V\
698,123,2,grant,grant,ADJ,2547,grant_+CIT,Adj,Adj,grand,825,,C/V\
699,123,3,especialité,especialité,NOM,2548,especïalité_+Td,N,N,,825,,/V\.C/V\.C/V\.C/V\.C/V\.'C/V\
700,124,1,me,me,PRO:pers,2597,je_S,Prn,Prn$$,1ps,829,c,C/(e)\
701,124,2,feroit,feroit,VER,2598,faire|ferir_+MI|+MI,Vfin,Vfin,faire,829,,C/V\.'C/V\
702,124,3,morir,morir,VER,2599,morir_+IT,Vinf,Vinf,mourir,829,,C/V\.'C/V\
703,124,4,ou,ou,PREDET:en,2600,en1+le_S,Crd,Crd,ou1,829,,/V\
704,124,5,langir,langir,NOM,2601,<unknown>,Vinf,Vinf,,829,,C/V\.'C/V\
705,125,1,cose,cose,NOM,2627,chose_+Z,N,N,,831,,'C/V\.C/(e)\
706,125,2,qui,qui,PROCON,2628,qui_S,Qux,Qux,qui,831,s,C/V\
707,125,3,fuist,fuist,VER,2629,fuir_+M,Vfin,Vfin,fuir,831,,C/V\.'C/V\
708,125,4,à,à,PRE,2630,a_S,Pre,Pre,à,831,,/V\
709,125,5,reprendre,reprendre,VER,2631,reprendre1|reprendre2_+T|+T,Vinf,Vinf,reprendre,832,,C/V\.'C/V\.C/(e)\
710,126,1,et,et,CON:coord,2676,et_S,Crd,Crd,et,835,,/V\
711,126,2,le,le,DET:def,2677,le_S,Det,Det,le,835,,C/(e)\
712,126,3,peril,peril,NOM,2678,peril_+IT,N,N,,835,,C/e\.'C/V\
713,126,4,où,où,PRO:pers,2679,il|vos1_S|S,Qux,Qux,où,836,c,/V\
714,126,5,j',j',PRO:pers,2680,je_S,Prn,Prn$,1ps,836,s,C/\
715,126,6,ay,ay,VER,2681,avoir_+M,Vfin,Vfin,avoir1,836,,/V\
716,126,7,esté,esté,VER,2682,ester|estre1_+MI|+I,Vpp,Vpp,être1|ester,836,,/V\.'C/V\
717,127,1,esgaree,esgaree,VER,2731,esgarer_+I,Vpp,Vpp,,839,,/V\.C/V\.'C/V\./(e)\
718,127,2,et,et,CON:coord,2732,et_S,Crd,Crd,et,839,,/V\
719,127,3,desconseillie,desconseillie,VER,2733,desconseillier_+M,Vpp,Vpp,,839,,C/V\.C/V\.C/V\.'C/V\./(e)\
720,128,1,deviers,deviers,PRE,2734,devers_S,PrA,PrA,devers,840,,C/V\.'C/V\
721,128,2,vous,vous,PRO:pers,2735,vos1_S,Prn,Prn,2pp,840,,C/V\
722,128,3,pour,pour,PRE,2736,por2_+S,Pre,Pre,pour,840,,C/V\
723,128,4,avoir,avoir,VER,2737,avoir_+MIT,Vinf,Vinf,avoir1,840,,/V\.'C/V\
724,128,5,consseil,consseil,NOM,2738,conseil_*+IT,N,N,,840,,C/V\.'C/V\
725,129,1,de,de,PRE,2768,de_+S,Pre,Pre,de,901,,C/(e)\
726,129,2,Franche,franche,NPR,2769,france_Z,N,N,,901,,'C/V\.C/(e)\
727,129,3,eut,eut,VER,2770,avoir|oloir_+MIdMd|+M,Vfin,Vfin,avoir1,901,,/V\
728,129,4,oy,oÿ,VER,2771,ouir|oïr_M|M,Vpp,Vpp,ouïr,901,,/V\.'C/V\
729,129,5,sa,sa,DET:poss,2772,son4_S,Det,Det,son4,901,,C/V\
730,129,6,serour,serour,NOM,2773,seror_*+IT,N,N,,901,,C/V\.'C/V\
731,130,1,sa,sa,DET:poss,2772,son4_S,Det,Det,son4,901,,C/V\
732,130,2,serour,serour,NOM,2773,seror_*+IT,N,N,,901,,C/V\.'C/V\
733,130,3,ensi,ensi,ADV,2774,ainsi_+IT,Adv,Adv,ainsi,901,,/V\.'C/V\
734,130,4,lamenter,lamenter,VER,2775,lamenter_+T,Vinf,Vinf,,902,,C/V\.C/V\.'C/V\
735,131,1,et,et,CON:coord,2776,et_S,Crd,Crd,et,902,,/V\
736,131,2,qui,qui,PROCON,2777,qui_S,Qux,Qux,qui,902,s,C/V\
737,131,3,de,de,PRE,2778,de_+S,Pre,Pre,de,902,,C/(e)\
738,131,4,coer,coer,NOM,2779,cuer_I,N,N,,902,,C/V\
739,131,5,et,et,CON:coord,2780,et_S,Crd,Crd,et,902,,/V\
740,131,6,en,en,PRO:clit,2781,en2_S,Pre,Pre,en1,902,,/V\
741,131,7,plourant,plourant,VER,2782,pleurer_M,Vprs,Vprs,pleurer,902,,C/V\.'C/V\
742,132,1,et,et,CON:coord,2787,et_S,Crd,Crd,et,902,,/V\
743,132,2,pour,pour,PRE,2788,por2_+S,Pre,Pre,pour,903,,C/V\
744,132,3,quoy,quoy,PRO:invar,2789,coi2_S,Qux,Qux,que,903,,C/V\
745,132,4,elle,elle,PRO:pers,2790,il_S,Prn,Prn$,3p,903,s,'/V\.C/(e)\
746,132,5,estoit,estoit,VER,2791,ester|estre1_+IM|+I,Vfin,Vfin,être1|ester,903,,/V\.'C/V\
747,132,6,venue,venue,VER,2792,venir_+I,Vpp,Vpp,venir,903,,C/V\.'C/V\./(e)\
748,133,1,Ma,ma,DET:poss,2806,mon1_S,Det,Det,mon1,904,,C/V\
749,133,2,belle,belle,ADJ,2807,bel|belet_*I|T,Adj,Adj,beau,904,,'C/V\.C/(e)\
750,133,3,soer,soer,NOM,2808,seror_+I,N,N,,904,,C/V\
751,133,4,",",",",PON,2809,",",Pnc,Pnc,,904,,
752,133,5,apaisiez,apaisiez,VER,2810,apaisier_*+IT,Vfin,Vfin,,904,,/V\.C/V\.'C/V\
753,133,6,vous,vous,PRO:pers,2811,vos1_S,Prn,Prn%%,2pp,904,,C/V\
754,134,1,et,et,CON:coord,2821,et_S,Crd,Crd,et,905,,/V\
755,134,2,à,à,PRE,2822,a_S,Pre,Pre,à,905,,/V\
756,134,3,monseigneur,monseigneur,NOM,2823,<unknown>,N,N,,905,,C/V\.C/V\.'C/V\
757,134,4,Saint,saint,ADJ,2824,saint1|saint_T|CI,Adj,Adj,saint,905,,C/V\
758,134,5,Denis,denis,NPR,2825,denis_Z,N,N,,905,,C/V\.'C/V\
759,135,1,s',s',DET:poss,2836,son4_S,Prn,Prn$$,soi,906,,C/\
760,135,2,engenilla,engenilla,NIL,2837,engenoillier_G,Vfin,Vfin,,906,,/V\.C/e\.C/V\.'C/V\
761,135,3,",",",",PON,2838,",",Pnc,Pnc,,906,,
762,135,4,volsist,volsist,VER,2839,voloir_+I,Vfin,Vfin,vouloir,906,,C/V\.'C/V\
763,135,5,ou,ou,PREDET:en,2840,en1+le_S,Crd,Crd,ou1,906,,/V\
764,135,6,nom,nom,NOM,2841,nom_+CIT,N,N,,906,,C/V\
765,136,1,Mon,mon,DET:poss,2854,mon1_S,Det,Det,mon1,908,,C/V\
766,136,2,trés,trés,ADV,2855,très_I,Adv,Adv,très,908,,C/V\
767,136,3,chier,chier,ADJ,2856,chier_+IT,Adj,Adj,cher,908,,C/V\
768,136,4,seigneur,seigneur,NOM,2857,seignor_+CI,N,N,,908,,C/V\.'C/V\
769,136,5,et,et,CON:coord,2858,et_S,Crd,Crd,et,908,,/V\
770,136,6,biau,biau,ADJ,2859,bel_I,Adj,Adj,beau,908,,C/V\
771,136,7,frere,frere,NOM,2860,frere_+CIT,N,N,,908,,'C/V\.C/(e)\
772,137,1,et,et,CON:coord,2914,et_S,Crd,Crd,et,913,,/V\
773,137,2,bien,bien,ADV,2915,bien1|bien2|bien_+IT|C|I,Adv,Adv,bien,913,,C/V\
774,137,3,venue,venue,VER,2916,venir_+I,Vpp,Vpp,venir,913,,C/V\.'C/V\./(e)\
775,137,4,à,à,PRE,2917,a_S,Pre,Pre,à,913,,/V\
776,137,5,ce,ce,PRO:invar,2918,ce1_S,Prn,Prn,ce1,913,,C/(e)\
777,137,6,premier,premier,ADJ:ord,2919,premier_C,Adj,Adj,premier1,913,,C/V\.C/<V>\.'/V\
778,138,1,à,à,PRE,2917,a_S,Pre,Pre,à,913,,/V\
779,138,2,ce,ce,PRO:invar,2918,ce1_S,Prn,Prn,ce1,913,,C/(e)\
780,138,3,premier,premier,ADJ:ord,2919,premier_C,Adj,Adj,premier1,913,,C/V\.C/<V>\.'/V\
781,138,4,dou,dou,PREDET:de,2920,de+le_S,Pre+Det,Pre+Det,de+le,913,,C/V\
782,138,5,roy,roy,NOM,2921,roi_C,N,N,,913,,C/V\
783,138,6,Charlon,charlon,NPR,2922,charle_Z,N,N,,913,,C/V\.'C/V\
784,139,1,et,et,CON:coord,2927,et_S,Crd,Crd,et,914,,/V\
785,139,2,li,li,PRO:pers,2928,il_S,Prn,Prn$$,3p,914,,C/V\
786,139,3,fist,fist,VER,2929,faire|feire|fere_+CMI|M|M,Vfin,Vfin,faire,914,,C/V\
787,139,4,delivrer,delivrer,VER,2930,delivrer_+IT,Vinf,Vinf,,914,,C/V\.C/V\.'C/V\
788,139,5,li,li,DET:def,2931,le_S,Det,Det,le,914,,C/V\
789,139,6,roys,roys,NOM,2932,roi_C,N,N,,914,,C/V\
790,140,1,li,li,DET:def,2931,le_S,Det,Det,le,914,,C/V\
791,140,2,roys,roys,NOM,2932,roi_C,N,N,,914,,C/V\
792,140,3,par,par,PRE,2933,par_S,Pre,Pre,par1,914,,C/V\
793,140,4,le,le,DET:def,2934,le_S,Det,Det,le,914,,C/(e)\
794,140,5,cambre,cambre,NOM,2935,chambre_I,N,N,,914,,'C/V\.C/(e)\
795,140,6,as,as,PREDET:a,2936,a+le_S,Pre+Det,Pre+Det,à+le,914,,/V\
796,140,7,deniers,deniers,NOM,2937,denier_+CI,N,N,,914,,C/V\.C/<V>\.'/V\
797,141,1,assambla,assambla,VER,2969,assembler_+Z,Vfin,Vfin,assembler,917,,/V\.C/V\.'C/V\
798,141,2,pluiseurs,pluiseurs,DET:ind,2970,plusor_S,QIs,QIs,plusieurs,917,,C/V\.'C/V\
799,141,3,grans,grans,ADJ,2971,grant_+I,Adj,Adj,grand,917,,C/V\
800,141,4,seigneurs,seigneurs,NOM,2972,seignor_+C,N,N,,917,,C/V\.'C/V\
801,142,1,de,de,PRE,2977,de_+S,Pre,Pre,de,918,,C/(e)\
802,142,2,France,france,NPR,2978,france_CI|Z,N,N,,918,,'C/V\.C/(e)\
803,142,3,pour,pour,PRE,2979,por2_+S,Pre,Pre,pour,918,,C/V\
804,142,4,avoir,avoir,VER,2980,avoir_+MIT,Vinf,Vinf,avoir1,918,,/V\.'C/V\
805,142,5,conseil,conseil,NOM,2981,conseil_+IT,N,N,,918,,C/V\.'C/V\
806,143,1,et,et,CON:coord,3001,et_S,Crd,Crd,et,1002,,/V\
807,143,2,ayde,ayde,NOM,3002,aie_C,N,N,,1002,,'/V\.C/(e)\
808,143,3,et,et,CON:coord,3003,et_S,Crd,Crd,et,1002,,/V\
809,143,4,tenir,tenir,VER,3004,tenir1|tenir|tenoir_+T|MI|M,Vinf,Vinf,tenir,1002,c,C/V\.'C/V\
810,143,5,li,li,PRO:pers,3005,il_S,Prn,Prn$$,3p,1002,,C/V\
811,143,6,volloit,volloit,VER,3006,voler|voloir_*+I|+CI,Vfin,Vfin,vouloir,1002,,C/V\.'C/V\
812,144,1,acquerre,acquerre,VER,3024,aquerre_+Z,Vinf,Vinf,acquérir,1004,,/V\.'C/V\.C/(e)\
813,144,2,et,et,CON:coord,3025,et_S,Crd,Crd,et,1004,,/V\
814,144,3,pourchachier,pourchachier,VER,3026,<unknown>,Vinf,Vinf,,1004,,C/V\.C/V\.'C/V\
815,144,4,amis,amis,NOM,3027,ami_+I,N,N,,1004,,/V\.'C/V\
816,145,1,et,et,CON:coord,3032,et_S,Crd,Crd,et,1004,,/V\
817,145,2,se,se,PRO:pers,3033,soi1_S,Prn,Prn$$,soi,1004,,C/(e)\
818,145,3,faindist,faindist,VER,3034,faindre_M,Vfin,Vfin,,1005,,C/V\.'C/V\
819,145,4,de,de,PRE,3035,de_+S,Pre,Pre,de,1005,,C/(e)\
820,145,5,cest,cest,DET:demo,3036,cest_S,Dem,Dem,cist,1005,,C/V\
821,145,6,emprise,emprise,NOM,3037,emprise_+T,N,N,,1005,,/V\.'C/V\.C/(e)\
822,146,1,au,au,PREDET:a,3043,a+le_S,Pre+Det,Pre+Det,à+le,1005,,/V\
823,146,2,roy,roy,NOM,3044,roi_C,N,N,,1005,,C/V\
824,146,3,d',d',PRE,3045,de_+S,Pre,Pre,de,1005,,C/\
825,146,4,Engleterre,engleterre,NPR,3046,angleterre_I|Z,N,N,,1005,,/V\.C/e\.'C/V\.C/(e)\
826,146,5,et,et,CON:coord,3047,et_S,Crd,Crd,et,1006,,/V\
827,146,6,de,de,PRE,3048,de_+S,Pre,Pre,de,1006,,C/(e)\
828,146,7,mettre,mettre,VER,3049,manumettre|metre|mettre_M|IMMd|M,Vinf,Vinf,mettre,1006,,'C/V\.C/(e)\
829,147,1,en,en,PRE,3052,en1_+S,Pre,Pre,en1,1006,,/V\
830,147,2,haynne,haynne,NOM,3053,<unknown>,N,N,,1006,,'C/V\.C/(e)\
831,147,3,",",",",PON,3054,",",Pnc,Pnc,,1006,,
832,147,4,ce,ce,PRO:invar,3055,ce1_S,Prn,Prn,ce1,1006,s,C/(e)\
833,147,5,n',n',PRO:clit,3056,en2_S,Neg,Neg$$,ne1,1006,,C/\
834,147,6,estoit,estoit,VER,3057,ester|estre1_+IM|+I,Vfin,Vfin,être1|ester,1006,,/V\.'C/V\
835,147,7,pas,pas,NOM,3058,pas|past2_+IT|+T,Neg,Neg,pas1,1006,,C/V\
836,147,8,cose,cose,NOM,3059,chose_+Z,N,N,,1006,,'C/V\.C/(e)\
837,148,1,et,et,CON:coord,3102,et_S,Crd,Crd,et,1010,,/V\
838,148,2,advis,advis,NOM,3103,<nolem>,N,N,,1010,,/V\.'C/V\
839,148,3,s',s',PRO:pers,3104,soi1_S,Prn,Prn$$,soi,1010,,C/\
840,148,4,acorda,acorda,VER,3105,acorder_*+IT,Vfin,Vfin,,1010,,/V\.C/V\.'C/V\
841,148,5,li,li,DET:def,3106,le_S,Det,Det,le,1010,,C/V\
842,148,6,roys,roys,NOM,3107,roi_C,N,N,,1010,,C/V\
843,149,1,par,par,PRE,3122,par_S,Pre,Pre,par1,1011,,C/V\
844,149,2,monseigneur,monseigneur,NOM,3123,<unknown>,N,N,,1011,,C/V\.C/V\.'C/V\
845,149,3,Robert,robert,NPR,3124,robert_C|Z,N,N,,1011,,C/V\.'C/V\
846,149,4,d',d',PRE,3125,de_+S,Pre,Pre,de,1011,,C/\
847,149,5,Artois,artois,NPR,3126,artois_Z,N,N,,1011,,/V\.'C/V\
848,150,1,et,et,CON:coord,3151,et_S,Crd,Crd,et,1013,,/V\
849,150,2,se,se,PRO:pers,3152,soi1_S,Prn,Prn$$,soi,1013,,C/(e)\
850,150,3,pourvey,pourvey,VER,3153,<unknown>,Vfin,Vfin,pourvoir,1013,,C/V\.'C/V\
851,150,4,d',d',PRE,3154,de_+S,Pre,Pre,de,1013,,C/\
852,150,5,acquerre,acquerre,VER,3155,aquerre_+Z,Vinf,Vinf,acquérir,1013,,/V\.'C/V\.C/(e)\
853,150,6,amys,amys,NOM,3156,ami_*+I,N,N,,1014,c,/V\.'C/V\
854,151,1,parmi,parmi,PRE,3157,parmi_S,PrA,PrA,parmi,1014,,C/V\.'C/V\
855,151,2,le,le,DET:def,3158,le_S,Det,Det,le,1014,,C/(e)\
856,151,3,royaumme,royaumme,NOM,3159,<unknown>,N,N,,1014,,C/V\.'C/V\.C/(e)\
857,151,4,de,de,PRE,3160,de_+S,Pre,Pre,de,1014,,C/(e)\
858,151,5,Franche,franche,NPR,3161,france_Z,N,N,,1014,,'C/V\.C/(e)\
859,152,1,de,de,PRE,3160,de_+S,Pre,Pre,de,1014,,C/(e)\
860,152,2,Franche,franche,NPR,3161,france_Z,N,N,,1014,,'C/V\.C/(e)\
861,152,3,.,.,PON,3162,.,Pnc,Pnc,,1014,,
862,152,4,Les,les,DET:def,3163,le_S,Det,Det,le,1014,,C/V\
863,152,5,aucuns,aucuns,PRO:ind,3164,aucun_S,QIs,QIs,aucun,1014,,/V\.'C/V\
864,152,6,prioit,prioit,VER,3165,priier_*+I,Vfin,Vfin,prier,1014,,C/V\.'C/V\
