lex_id,syll_str,in_el,fin_el,ms,backwards dd
ainmënt,vs,y,n,,
ainnés,vv,y,n,,
ainnez,vv,y,n,,
ainnssy,vv,y,n,,
ainques,vs,y,n,,
ains,v,y,n,,
ainsi,vv,y,n,,
ainsin,vv,y,n,,
ainsinc,vv,y,n,,
ainsinques,vvs,y,n,,
ainsint,vv,y,n,,
ainsis,vv,y,n,,
ainsiz,vv,y,n,,
ainsné,vv,y,n,,
ainsqu,v,y,n,,
ainsque,vs,y,y,,
ainssi,vv,y,n,,
ainssois,vv,y,n,,
ainssy,vv,y,n,,
ainsy,vv,y,n,,
aint,v,y,n,,
ainz,v,y,n,,
ainzçois,vv,y,n,,
ainzné,vv,y,n,,
ainznez,vv,y,n,,
ainzqu,v,y,n,,
ainzque,vs,y,y,,
aiol,vv,y,n,,
aions,vv,y,n,,
aiourduy,vvv,y,n,,
aiques,vs,y,n,,
air,v,y,n,,
aïr,vv,y,n,,
aira,vv,y,n,,
aire,vs,y,y,,
aïre,avs,y,y,,
aïrer,avv,y,n,,
aires,vs,y,n,,
airiés,avv,y,n,odd form -- check,
airme,vs,y,y,,
airoit,vv,y,n,,
airs,v,y,n,,
ais,v,y,n,,
aise,vs,y,y,,
aisé,vv,y,n,,
aisement,vsv,y,n,,
aiser,vv,y,n,,
aises,vs,y,n,,
aisi,vv,y,n,,
aisié,vv,y,n,,
aisiees,vvs,y,n,,
aisier,vv,y,,,
aisiés,vv,y,n,,
aisne,vs,y,y,,
aisnee,vvs,y,y,,
aisnés,vv,y,n,,
aisnez,vv,y,n,,
aisseles,vvs,y,n,,
aist,v,y,n,,
aïst,dd,y,n,3sg imp subj aidier,
ait,v,y,n,,
aït,vv,y,n,,
aitant,vv,y,n,,
aiud,vv,y,n,,
aiude,vvs,y,y,,
aiue,vvs,y,y,,
aixe,vs,y,y,,
aiz,v,y,n,,
ajorne,vvs,y,y,,
ajorné,vvv,y,n,,
ajorner,vvv,y,n,,
ajoste,vvs,y,y,,
ajostees,vvvs,y,n,,
ajosteir,vvv,y,n,,
ajostey,vvv,y,n,,
ajourduy,vvv,y,n,,
ajournee,vvvs,y,y,,
ajue,vvs,y,y,,
ajustant,vvv,y,n,,
ajustez,vvv,y,n,,
ajusticier,vvvv,y,n,,
akeure,vvs,y,y,,
al,v,y,n,,
ala,vv,y,n,,
alad,vv,y,n,,
alai,vv,y,n,,
alaicta,vvv,y,n,,
alaine,vvs,y,y,,
alainne,vvs,y,y,,
alaissent,vvs,y,n,,
alaisses,vvs,y,n,,
alaitire,vvvs,y,y,,
alames,vvs,y,n,,
alane,vvs,y,y,,
alans,vv,y,n,,
alant,vv,y,n,,
alanz,vv,y,n,,
alars,vv,y,n,,
alarz,vv,y,n,,
alas,vv,y,n,,
alascet,vvs,y,y,,
alasque,vvs,y,y,,
alasse,vvs,y,y,,
alassent,vvs,y,n,,
alast,vv,y,n,,
alastes,vvs,y,n,,
alastëz,vvs,y,n,,
alat,vv,y,n,,
alay,vv,y,n,,
albanie,vvvs,y,y,,
albaye,vvvs,y,y,,
albe,vs,y,y,,
albidos,vvv,y,n,,
albion,vvv,y,n,,
alburs,vv,y,n,,
alcanz,vv,y,n,,
alcun,vv,y,n,,
alcune,vvs,y,y,,
alcuns,vv,y,n,,
alçur,vv,y,n,,
ale,vs,y,y,,
alé,vv,y,n,,
alec,vv,y,n,,
aled,vv,y,n,,
aléd,vv,y,n,,
alee,vvs,y,y,,
alees,vvs,y,n,,
aleés,vvs,y,n,,
alegement,vvsv,y,n,,
alegence,vsvs,y,y,,
aleger,vvv,y,n,,
alegez,vvv,y,n,,
aleggance,vvvs,y,y,,
aleggé,vvv,y,n,,
alegger,vvv,y,n,,
alegié,vvv,y,n,,
alegier,vvv,y,n,,
aleine,vvs,y,y,,
aleir,vv,y,n,,
aleire,vvs,y,y,,
aleit,vv,y,n,,
aleiz,vv,y,n,,
alejance,vvvs,y,y,,
alemaigne,vsvs,y,y,,
aleman,vsv,y,n,,
alemans,vsv,y,n,,
alemant,vsv,y,n,,
alemelle,vsvs,y,y,,
alenee,vsvs,y,y,,
alenie,vsvs,y,y,,
alentie,vvvs,y,y,,
aler,vv,y,n,,
alereit,vsv,y,n,,
alerent,vvs,y,n,,
ales,vs,y,n,=eles,
alés,vv,y,n,,
alesne,vvs,y,y,,
alessunt,vsv,y,n,,
alest,vv,y,n,,
alét,vv,y,n,,
aleta,vvv,y,n,,
aletier,vvv,y,n,,
aletoie,vsvs,y,y,,
aleuer,vvv,y,n,to spend,
aleure,vhvs,y,y,,
alevé,vsv,y,n,,
alever,vsv,y,n,,
alevez,vsv,y,n,,
alexandre,vvvs,y,y,,
alexandrine,vvvvs,y,y,,
alexin,vvv,y,n,,
alexis,vvv,y,n,,
aley,vv,y,n,,
aleytat,vvv,y,n,,
alez,vv,y,n,,
alge,vs,y,y,,
algent,vs,y,n,,
ali,vv,y,n,,
aliance,vvvs,y,y,,
alianche,vvvs,y,y,,
aliast,vvv,y,n,,
alie,vvs,y,y,,
aliee,vvvs,y,y,,
aliegement,vvsv,y,n,,
alierent,vvvs,y,n,,
aliét,vv,y,n,,
alieve,vvs,y,y,,
alievent,vvs,y,n,,
aliez,vvv,y,n,,
aligance,vvvs,y,y,,
aligement,vvsv,y,n,,
aligence,vvvs,y,y,,
aligier,vvv,y,n,,
aligné,vvv,y,n,,
alignez,vvv,y,n,,
alignment,vvv,y,n,,
aliierent,vvvs,y,n,,
alimenta,vvvv,y,n,,
alire,vvs,y,y,,
alis,vv,y,n,,
alisandre,vvvs,y,y,,
alissom,vvv,y,n,,
aliste,vvs,y,y,,
alistete,vvvs,y,y,,
alite,vvs,y,y,,
alixandre,vvvs,y,y,,
alixandres,vvvs,y,n,,
aliz,vv,y,n,,
alkes,vs,y,n,,
alkettes,vvs,y,n,,
alla,vv,y,n,,
allans,vv,y,n,,
allar,vv,y,n,,
allas,vv,y,n,,
allassent,vvs,y,n,,
allat,vv,y,n,,
allé,vv,y,n,,
allee,vvs,y,y,,
allegement,vvsv,y,n,,
allegence,vvvs,y,y,,
alleger,vvv,y,n,,
allegua,vvv,y,n,,
alleis,vv,y,n,,
allemaigne,vsvs,y,y,,
allemant,vsv,y,n,,
allent,vs,y,n,,
aller,vv,y,n,,
allerent,vvs,y,n,,
allés,vv,y,n,,
allez,vv,y,n,,
allo·l,vv,y,n,,
alloit,vv,y,n,,
allons,vv,y,n,,
allors,vv,y,n,,
alloy,vv,y,n,,
almacur,vvv,y,n,,
almaçur,vvv,y,n,,
alme,vs,y,y,,
alment,vv,y,n,,
almere,vvs,y,y,,
almes,vs,y,n,,
almifique,vvvs,y,y,,
almone,vvs,y,y,,
almones,vvs,y,n,,
almonesteit,vvsv,y,n,,
almonier,vvv,y,n,,
almoniers,vvv,y,n,,
almosne,vvs,y,y,,
almosners,vvv,y,n,,
almosnes,vvs,y,n,,
alo,vv,y,n,,
aloeces,vvs,y,n,,
aloén,vvv,y,n,,
aloent,vvs,y,n,,
aloés,vv,y,n,,
aloét,vvv,y,n,,
aloete,vvvs,y,y,alouette,
aloez,vv,y,n,?=hallows,
aloie,vvs,y,y,,
aloient,vvs,y,n,,
aloies,vvs,y,n,,
aloit,vv,y,n,,
alom,vv,y,n,,
alomes,vvs,y,n,,
aloms,vv,y,n,,
alon,vv,y,n,,
alongne,vvs,y,y,,
alongnement,vvsv,y,n,,
alons,vv,y,n,,
alors,vv,y,n,,
alosé,vvv,y,n,,
alosés,vvv,y,n,,
alosez,vvv,y,n,,
alotru,vvv,y,n,,
aloua,vvv,y,n,,
aloue,vvs,y,y,,
alouser,vvv,y,n,,
aloux,vv,y,n,,
aloy,vv,y,n,,
alpes,vs,y,n,,
alphasar,vvv,y,n,,
alphis,vv,y,n,,
alqeton,vsv,y,n,,
alquant,vv,y,n,,
alquanz,vv,y,n,,
alques,vs,y,n,,
als,v,y,n,,
alsi,vv,y,n,,
alsis,vv,y,n,,
altä,vs,y,y,,
alte,vs,y,y,,
altel,vv,y,n,,
alter,vv,y,n,,
altier,vv,y,n,,
altitude,vvvs,y,y,,
alto,vv,y,n,Lat.,
altra,vs,y,y,,
alträ,vs,y,y,,
altre,vs,y,y,,
altrement,vsv,y,n,,
altres,vs,y,n,,
altretel,vsv,y,n,,
altrui,vv,y,n,,
alués,vv,y,n,very dubious about this CHECK in DICT (ed. has 'alues'),
alum,vv,y,n,,
aluma,vvv,y,n,,
alume,vvs,y,y,,
alumé,vvv,y,n,,
alumeir,vvv,y,n,,
alumeit,vvv,y,n,,
alumer,vvv,y,n,,
alumés,vvv,y,n,,
alumez,vvv,y,n,,
alumoit,vvv,y,n,,
alyance,vvvs,y,y,,
alz,v,y,n,,
am,v,y,n,,
ama,vv,y,n,,
amad,vv,y,n,,
amai,vv,y,n,,
amain,vv,y,n,,
amaine,vvs,y,y,,
amainent,vvs,y,n,,
amainne,vvs,y,y,,
amaint,vv,y,n,,
amaisce,vvs,y,y,,
amaisnie,vvvs,y,y,,
amaisse,vvs,y,y,,
amande,vvs,y,y,,
amander,vvv,y,n,,
amandoient,vvvs,y,n,,
amandrir,vvv,y,n,,
amanevi,vvsv,y,n,,
amanevis,vvsv,y,n,,
amans,vv,y,n,,
amant,vv,y,n,,
amanvet,vvs,y,y,,
amanz,vv,y,n,,
amarament,vvvv,y,n,,
amarent,vvs,y,n,,
amaresse,vvvs,y,y,,
amas,vv,y,n,,
amasent,vvs,y,n,,
amassa,vvv,y,n,,
amasse,vvs,y,y,,
amassé,vvv,y,n,,
amassei,vvv,y,n,,
amasser,vvv,y,n,,
amasses,vvs,y,n,,
amassés,vvv,y,n,,
amassez,vvv,y,n,,
amassors,vvv,y,n,,
amast,vv,y,n,,
amastes,vvs,y,n,,
amat,vv,y,n,,
amaties,vvvs,y,n,,
amatis,vvv,y,n,,
amauri,vvv,y,n,,
amauris,vvv,y,n,,
amaurri,vvv,y,n,,
amay,vv,y,n,,
amaya,vvv,y,n,,
amayne,vvs,y,y,,
ambagois,vvv,y,n,,
ambdui,vv,y,n,,
ambe,vs,y,y,,
ambedeuls,vsv,y,n,,
ambedeus,vsv,y,n,,
ambedeuz,vsv,y,n,,
ambedoi,vsv,y,n,,
ambedui,vsv,y,n,,
ambes,vs,y,n,,
ambesas,vsv,y,n,,
ambesdous,vsv,y,n,,
ambision,vvdd,y,n,,
ambitions,vvdd,y,n,,
amblant,vv,y,n,,
amblanz,vv,y,n,,
amblaz,vv,y,n,,
amble,vs,y,y,,
amblé,vv,y,n,,
amblee,vvs,y,y,,
ambler,vv,y,n,,
ambleure,vhvs,y,y,,
amboise,vvs,y,y,,
amboyse,vvs,y,y,,
ambure,vvs,y,y,,
amcumbrét,vvv,y,n,,
amdui,vv,y,n,,
ame,vs,y,y,,
amé,vv,y,n,,
amee,vvs,y,y,,
amei,vv,y,n,,
ameient,vvs,y,n,,
ameinent,vvs,y,n,,
ameir,vv,y,n,,
ameire,vvs,y,y,,
ameis,vv,y,n,,
ameit,vv,y,n,,
amelot,vsv,y,n,,
amembrer,vvv,y,n,,
amen,vv,y,n,,
amena,vsv,y,n,,
amenas,vsv,y,n,,
amenaz,vsv,y,n,,
amenda,vvv,y,n,,
amende,vvs,y,y,,
amendé,vvv,y,n,,
amendement,vvsv,y,n,,
amendent,vvs,y,n,,
amender,vvv,y,n,,
amendera,vvsv,y,n,,
amenderai,vvsv,y,n,,
amenderay,vvsv,y,n,,
amendez,vvv,y,n,,
amendout,vvv,y,n,,
amendrissans,vvvv,y,n,,
amendrissant,vvvv,y,n,,
amendriz,vvv,y,n,,
amené,vsv,y,n,,
amenee,vsvs,y,y,,
amener,vsv,y,n,,
amenerent,vsvs,y,n,,
amenés,vsv,y,n,,
amenez,vsv,y,n,,
amenité,vvvv,y,n,,
amenons,vsv,y,n,,
amenrai,vvv,y,n,,
ament,vv,y,n,,
amentasion,vvvdd,y,n,,
amentu,vvv,y,n,,
amenuisant,vsvv,y,n,,
amenuisee,vsvvs,y,y,,
amer,vv,y,n,,
amera,vsv,y,n,,
amerai,vsv,y,n,,
ameraie,vsv,y,n,,
ameras,vsv,y,n,,
amere,vvs,y,y,,
ameré,vsv,y,n,,
amereie,vsvs,y,y,,
amerement,vvsv,y,n,,
ameres,vvs,y,n,,
amereus,vsv,y,n,,
amerez,vsv,y,n,,
ameriez,vsv,y,n,,
ameroie,vsvs,y,n,,
ameroit,vsv,y,n,,
ameront,vsv,y,n,,
amertume,vvvs,y,y,,
ameruelhier,vvvv,y,n,,
amerus,vv,y,n,,
ames,vs,y,n,,
amés,vv,y,n,,
amesir,vvv,y,n,,
amest,vv,y,n,,
amesure,vsvs,y,y,,
amesureement,vvvvsv,y,n,,
amesurer,vsvv,y,n,,
amesurés,vvvv,y,n,,
amét,vv,y,n,,
ameurousement,vvvsv,y,n,,
amez,vv,y,n,,
amfant,vv,y,n,,
amfanz,vv,y,n,,
amferm,vv,y,n,,
amfes,vs,y,n,,
ami,vv,y,n,,
amiable,vvvs,y,y,,
amiablement,vvsv,y,n,,
amiables,vvvs,y,n,,
amic,vv,y,n,,
amics,vv,y,n,,
amicx,vv,y,n,,
amie,vvs,y,y,,
amiens,vv,y,n,,
amies,vvs,y,n,,
amiez,vv,y,n,,
amiëz,vvs,y,n,,
amignoter,vvvv,y,n,,
amile,vvs,y,y,,
amiles,vvs,y,n,,
amin,vv,y,n,,
aministrement,vvvsv,y,n,,
aministroit,vvvv,y,n,,
aminois,vvv,y,n,,
amions,vvv,y,n,,
amiral,vvv,y,n,,
amiraus,vvv,y,n,,
amiré,vvv,y,n,,
amis,vv,y,n,,
amissiés,vvv,y,n,,
amissiez,vvv,y,n,,
amisté,vvv,y,n,,
amistéd,vvv,y,n,,
amistét,vvv,y,n,,
amistez,vvv,y,n,,
amistié,vvv,y,n,,
amistiés,vvv,y,n,,
amistiez,vvv,y,n,,
amitez,vvv,y,n,,
amitié,vvv,y,n,,
amittié,vvv,y,n,,
amix,vv,y,n,,
amiz,vv,y,n,,
ammasser,vvv,y,n,,
ammoneste,vvvs,y,y,,
ammons,vv,y,n,,
amoie,vvs,y,y,,
amoient,vvs,y,n,,
amoier,vvv,y,n,,
amoinne,vvs,y,y,,
amoit,vv,y,n,,
amolie,vvvs,y,y,,
amoliier,vvvv,y,n,,
amolis,vvv,y,n,,
amolit,vvv,y,n,,
amon,vv,y,n,,
amonceler,vvsv,y,n,,
amonesta,vvvv,y,n,,
amonesté,vvsv,y,n,,
amonester,vvvv,y,n,,
amonestet,vvvs,y,n,,
amonicions,vvvdd,y,n,,
amonneste,vvvs,y,y,,
amonnestés,vvsv,y,n,,
amonnestoit,vvsv,y,n,,
amons,vv,y,n,,
amont,vv,y,n,,
amonter,vvv,y,n,,
amor,vv,y,n,,
amordent,vvs,y,n,,
amoretes,vvvs,y,n,,
amoreux,vvv,y,n,,
amorois,vvv,y,n,,
amors,vv,y,n,,
amort,vv,y,n,,
amot,vv,y,n,,
amouent,vvs,y,n,,
amour,vv,y,n,,
amouretes,vvvs,y,n,,
amourettes,vvvs,y,n,,
amoureus,vvv,y,n,,
amoureuse,vvvs,y,y,,
amoureusement,vvvsv,y,n,,
amoureuses,vvvs,y,n,,
amoureux,vvv,y,n,,
amourous,vvv,y,n,,
amourouse,vvvs,y,y,,
amours,vv,y,n,,
amoustrant,vvv,y,n,,
amout,vv,y,n,,
ampairét,vvv,y,n,,
amparliers,vvv,y,n,,
amperedor,vvsv,y,n,,
ampire,vvs,y,y,,
ample,vs,y,y,,
amples,vs,y,n,,
amunt,vv,y,n,,
amur,vv,y,n,,
amurafle,vvvs,y,y,,
amurs,vv,y,n,,
amuse,vvs,y,y,,
amviét,vvv,y,n,,
amy,vv,y,n,,
amyable,vvvs,y,y,,
amye,vvs,y,y,,
amyneir,vvv,y,n,,
amyneis,vv,y,n,,
amyneit,vvv,y,n,,
amynez,vvv,y,n,,
amys,vv,y,n,,
an,v,y,n,,
anames,vs,y,n,,
anapier,vvv,y,n,,
anatemaz,vvsv,y,n,,
anaz,vv,y,n,,
anbat,vv,y,n,,
anbedeus,vsv,y,n,,
anbedui,vsv,y,n,,
anblai,vv,y,n,,
anble,vs,y,y,,
anblé,vv,y,n,,
anbler,vv,y,n,,
anc,v,y,n,,
anceis,vv,y,n,,
anceisur,vvv,y,n,,
anceisurs,vvv,y,n,,
ancele,vvs,y,y,,
ancesor,vsv,y,n,,
ancesserie,vvsvs,y,y,,
ancessor,vsv,y,n,,
ancessors,vvv,y,n,,
ancessozs,vvv,y,n,,
ancestre,vvs,y,y,,
ancestres,vvs,y,n,,
anceynor,vhvv,y,n,,
anchieneté,vvsv,y,n,,
anchis,vv,y,n,,
anchois,vv,y,n,,
anchoisqu,vv,y,n,,
anchoisque,vvs,y,y,,
anciain,vdd,y,n,,
anciainne,vdds,y,y,,
anciaumes,vdds,y,n,,
ancielle,vvs,y,y,,
ancien,vdd,y,n,,
anciene,vdds,y,y,,
ancienement,vddsv,y,n,,
ancienne,vdds,y,y,,
anciennement,vddsv,y,n,,
anciennes,vdds,y,n,,
ancienneté,vvvsv,y,n,,
anciens,vdd,y,n,,
ancienur,vvsv,y,n,,
ancienz,vdd,y,n,,
anciiennes,vvvs,y,n,,
anciiens,vvv,y,n,,
anclinee,vvvs,y,y,,
ancois,vv,y,n,,
ançois,vv,y,n,,
ançoiz,vv,y,n,,
ancomancerai,vvvsv,y,n,,
anconbrier,vvv,y,n,,
anconbriers,vvv,y,n,,
anconbriés,vvv,y,n,,
ancontre,vvs,y,y,,
ancor,vv,y,n,,
ancore,vvs,y,y,,
ancores,vvs,y,n,,
ancori,vvv,y,n,,
ancouan,vvv,y,n,,
ancre,vs,y,y,,
ancui,vv,y,n,,
ancumbrer,vvv,y,n,,
ancumbrét,vvv,y,n,,
ancuntret,vvs,y,y,,
andecrist,vsv,y,n,,
andemain,vsv,y,n,,
andeus,vv,y,n,,
anditét,vvv,y,n,,
andoi,vv,y,n,,
andon,vv,y,n,,
andoulles,vvs,y,n,,
andous,vv,y,n,,
andré,vv,y,n,,
andreit,vv,y,n,,
androit,vv,y,n,,
andromache,vvvs,y,y,,
andry,vv,y,n,,
andui,vv,y,n,,
anduredes,vvvs,y,n,,
anee,vvs,y,y,,
anel,vv,y,n,,
anelét,vsv,y,n,,
anels,vv,y,n,,
aneme,vs,y,y,,
anemi,vsv,y,n,,
anemie,vsvs,y,n,,
anemin,vsv,y,n,,
anemis,vsv,y,n,,
anemy,vsv,y,n,,
anét,vv,y,n,,
aneur,vv,y,n,,
anevoies,vsvs,y,n,,
anez,vv,y,n,,
anfance,vvs,y,y,,
anfans,vv,y,n,,
anfant,vv,y,n,,
anfermetét,vvsv,y,n,,
anfes,vs,y,n,,
anfion,vdd,y,n,,
angandré,vvv,y,n,,
anganer,vvv,y,n,,
ange,vs,y,y,,
angel,vv,y,n,,
angele,vs,y,y,,
angeles,vhs,y,n,Clermont has 3s,
angelicque,vsvs,y,y,,
angelin,vsv,y,n,,
angelis,vsv,y,n,,
angelot,vsv,y,n,,
angelotz,vsv,y,n,,
anges,vs,y,n,,
angevin,vsv,y,n,,
angevins,vsv,y,n,,
angiau,vv,y,n,,
anginez,vvv,y,n,,
angle,vs,y,y,,
anglers,vv,y,n,,
angles,vs,y,n,,
angleterre,vsvs,y,y,,
anglez,vs,y,n,,
anglois,vv,y,n,,
anglon,vv,y,n,,
angneaux,vv,y,n,,
angneax,vv,y,n,,
angoise,vvs,y,y,,
angoisos,vvv,y,n,,
angoisse,vvs,y,y,,
angoisses,vvs,y,n,,
angoisseus,vvv,y,n,,
angoisseuse,vvvs,y,y,,
angoissous,vvv,y,n,,
angoissus,vvv,y,n,,
angou,vv,y,n,,
angousse,vvs,y,n,,
angre,vs,y,y,,
angreget,vvs,y,y,,
angres,vs,y,n,,
anguise,vvs,y,y,,
anguisse,vvs,y,y,,
anguissus,vvv,y,n,,
anguissuse,vvvs,y,y,,
aniaus,vv,y,n,,
anientir,vvvv,y,n,,
anieus,vvv,y,n,,
anieuses,vvvs,y,n,,
anima,vs,y,n,=ame,
anjou,vv,y,n,,
anma,vv,y,n,,
anmä,vs,y,y,,
anmä',vs,y,y,,
anme,vs,y,y,,
anmena,vsv,y,n,,
anmes,vs,y,n,,
anmie,vvs,y,y,,
ann,v,y,n,,
anna,vv,y,n,,
annä,vs,y,y,,
annar,vv,y,n,,
annas,vv,y,n,,
anne,vs,y,y,,
anned,vv,y,n,,
annee,vvs,y,y,,
annees,vvs,y,n,,
annemis,vsv,y,n,,
annexe,vvs,y,y,,
annor,vv,y,n,,
annouent,vvs,y,n,,
annui,vv,y,n,,
annuie,vvs,y,y,,
annuit,vv,y,n,,
annuncaz,vvv,y,n,,
annuncian,vvv,y,n,,
annuncion,vvdd,y,n,,
anoaille,vvvs,y,y,,
anoi,vv,y,n,,
anoie,vvs,y,y,,
anoier,vvv,y,n,,
anoieus,vvv,y,n,,
anois,vv,y,n,,
anonchié,vvv,y,n,,
anoncié,vvv,y,n,,
anoncier,vvv,y,n,,
anor,vv,y,n,,
anóries,vvs,y,n,,
anoy,vv,y,n,,
anoye,vvs,y,y,,
anoyeuse,vvvs,y,y,,
anpirer,vvv,y,n,,
anpires,vvs,y,n,,
anpiriés,vvv,y,n,,
anpiriez,vvv,y,n,,
anquelie,vvvs,y,y,,
anquerre,vvs,y,y,,
anqui,vv,y,n,,
anquist,vv,y,n,,
anracine,vvvs,y,y,,
anracineir,vvvv,y,n,,
anraige,vvs,y,y,,
anraigié,vvv,y,n,,
anromancerai,vvvsv,y,n,,
anruiilié,vvvv,y,n,,
ans,v,y,n,,
ansaigniee,vvvs,y,y,,
anschois,vv,y,n,,
anscois,vv,y,n,,
ansdeus,vv,y,n,,
ansdous,vv,y,n,,
anseigniez,vvv,y,n,,
anseint,vv,y,n,,
anseis,vhv,y,n,,
ansembl',vv,y,n,,
ansemble,vvs,y,y,,
ansesur,vsv,y,n,,
ansi,vv,y,n,,
ansois,vv,y,n,,
ansoiz,vv,y,n,,
anstier,vv,y,n,,
anstiers,vv,y,n,,
ant,v,y,n,,
antailié,vvv,y,n,,
antain,vv,y,n,,
antan,vv,y,n,,
antandre,vvs,y,y,,
antant,vv,y,n,,
antaumai,vvv,y,n,,
ante,vs,y,y,,
antecrist,vsv,y,n,,
antee,vvs,y,y,,
antendoient,vvvs,y,n,,
antendre,vvs,y,y,,
antendue,vvvs,y,y,,
antenduit,vvv,y,n,,
antent,vv,y,n,,
antentis,vvv,y,n,,
anter,vv,y,n,,
antercier,vvv,y,n,,
anterciét,vvv,y,n,,
antes,vs,y,n,,
anthiennes,vdds,y,n,,
anthioce,vvvs,y,y,,
anti,vv,y,n,,
antie,vvs,y,y,,
antien,vdd,y,n,,
antiers,vv,y,n,,
antif,vv,y,n,,
antigonus,vvvv,y,n,,
antigraphe,vvvs,y,y,,
antin,vv,y,n,,
antioce,vvvs,y,y,,
antioche,vvvs,y,y,,
antiocus,vvvv,y,n,,
antipe,vvs,y,y,,
antiquité,vvvv,y,n,,
antiquitét,vvvv,y,n,,
antis,vv,y,n,,
antiue,vvs,y,y,,
antive,vvs,y,y,,
antoiche,vvs,y,y,,
antonius,vvvv,y,n,,
antr',v,y,n,,
antra,vv,y,n,,
antrastes,vvs,y,n,,
antre,vs,y,y,,
antredoner,vsvv,y,n,,
antremis,vsv,y,n,,
antrent,vs,y,n,,
antrer,vv,y,n,,
antrerai,vsv,y,n,,
antrerent,vvs,y,n,,
antro,vs,y,n,,
anuels,vv,y,n,,
anui,vv,y,n,,
anuie,vvs,y,y,,
anuieuse,vvvs,y,y,,
anuieusement,vvvsv,y,n,,
anuious,vvv,y,n,,
anuis,vv,y,n,,
anuit,vv,y,n,,
anuita,vvv,y,n,,
anuitét,vvv,y,n,,
anuitie,vvvs,y,y,,
anuitié,vvv,y,n,,
anuitier,vvv,y,n,,
anuityé,vvv,y,n,,
anunche,vvs,y,y,,
anuncion,vvdd,y,n,,
anuy,vv,y,n,,
anuye,vvs,y,y,,
anuyeux,vvv,y,n,,
anuys,vv,y,n,,
anvels,vv,y,n,,
anvers,vv,y,n,,
anvie,vvs,y,y,,
anviellie,vvvs,y,y,,
anvieus,vvv,y,n,,
anvious,vvv,y,n,,
anvis,vv,y,n,,
anvoiez,vvv,y,n,,
anwa,vv,y,n,,
anymee,vvvs,y,y,,
anz,v,y,n,,
anzdouz,vv,y,n,,
aoevre,avs,y,y,,
aoevrent,avs,y,n,,
aoi,,n,n,,
aombrement,avsv,y,n,,
aonde,avs,y,y,,
aore,avs,y,y,,
aoreir,avv,y,n,,
aoreis,avv,y,n,,
aorent,avs,y,n,,
aorer,avv,y,n,,
aorés,avv,y,n,,
aoret,avs,y,n,,
aorirent,avvs,y,n,,
aornee,avvs,y,y,,
aorner,avv,y,n,,
aornoit,avv,y,n,,
aoroient,avvs,y,n,,
aorons,avv,y,n,,
aouiller,vvv,y,n,,
aour,av,y,n,,
aoure,avs,y,y,,
aouré,avv,y,n,,
aourent,avs,y,n,,
aourer,avv,y,n,,
aourez,avv,y,n,,
aourné,vvv,y,n,,
aournee,avvs,y,y,,
aournement,vvsv,y,n,,
äouroit,avv,y,n,,
aourt,av,y,n,,
aoust,av,y,n,,
apace,vvs,y,y,,
apaces,vvs,y,n,,
apaie,vvs,y,y,,
apaiés,vvv,y,n,,
apaiez,vvv,y,n,,
apaire,vvs,y,y,,
apaiséd,vvv,y,n,,
apaiser,vvv,y,n,,
apaisie,vvvs,y,y,,
apaisier,vvv,y,n,,
apaisiés,vvv,y,n,,
apaisiez,vvv,y,n,,
apalé,vvv,y,n,,
apaler,vvv,y,n,,
apalie,vvvs,y,y,,
apanre,vvs,y,y,,
aparailia,vvvv,y,n,,
aparaillié,vvvv,y,n,,
aparailliee,vvvvs,y,y,,
aparailliés,vvvrr,y,n,,
aparant,vvv,y,n,,
aparceut,vvv,y,n,3rd sing pret --- no 'u',?
aparceuz,vvhv,y,n,,
aparçoit,vvv,y,n,,
aparçoy,vvv,y,n,,
aparegues,vvvvs,y,n,,
apareil,vvv,y,n,,
apareillassent,vvvvs,y,n,,
apareille,vvvs,y,y,,
apareillent,vvvs,y,n,,
apareillez,vvvv,y,n,,
apareillie,vvvvs,y,y,,
apareillié,vvvv,y,n,,
apareillier,vvvv,y,n,,
apareillierent,vvvvs,y,n,,
apareillies,vvvvs,y,n,,
apareilliés,vvvrr,y,n,,
apareilliez,vvvv,y,n,,
aparilhie,vvvvs,y,y,,
aparissant,vvvv,y,n,,
aparla,vvv,y,n,,
aparoille,vvvs,y,y,,
aparoillie,vvvvs,y,y,,
aparoit,vvv,y,n,,
apartenanz,vvsv,y,n,,
apartenoit,vvsv,y,n,,
apartienent,vvvs,y,n,,
apartient,vvv,y,n,,
aparu,vvv,y,n,,
aparut,vvv,y,n,,
aparuz,vvv,y,n,,
apasier,vvv,y,n,,
apatella,vvvv,y,n,,
apel,vv,y,n,,
apela,vsv,y,n,,
apelad,vsv,y,n,,
apelai,vsv,y,n,,
apelas,vsv,y,n,,
apelast,vsv,y,n,,
apelat,vsv,y,n,,
apele,vvs,y,y,,
apelé,vsv,y,n,,
apeled,vsv,y,n,,
apelee,vsvs,y,y,,
apelent,vvs,y,n,,
apeler,vsv,y,n,,
apelerent,vsvs,y,n,,
apelerés,vvsv,y,n,,
apelés,vsv,y,n,,
apelet,vvs,y,y,,
apelét,vsv,y,n,,
apelez,vsv,y,n,,
apell',vv,y,n,,
apella,vsv,y,n,,
apelle,vvs,y,y,,
apellé,vsv,y,n,,
apelléd,vsv,y,n,,
apeller,vsv,y,n,,
apellét,vsv,y,n,,
apelloit,vsv,y,n,,
apeloient,vsvs,y,n,,
apeloit,vsv,y,n,,
apelons,vsv,y,n,,
