id,text,versetype,subtype,lex_id,textlineid,pos_rnn,lemma_rnn,syntag,syntag2,lemma
10625,conon,10s,---,tant,441,ADVgen,tant,QIs,QIs,tant
10626,conon,10s,---,avons,441,VERcjg,avoir,Vfin,Vfin,avoir1
10627,conon,10s,---,esté,441,VERppe,être,Vpp,Vpp,être1|ester
10628,conon,10s,---,preus,441,ADJqua,preux,Adj,Adj,preux
10629,conon,10s,---,par,441,PRE,par,Pre,Pre,par1
10630,conon,10s,---,huiseuse,441,NOMcom,oiseuse,N,N,
10631,conon,10s,---,",",441,PONfbl,",",Pnc,Pnc,
10632,conon,10s,---,or,442,ADVgen,or,Adv,Adv,or2
10633,conon,10s,---,i,442,PROadv,y,Prn,Prn$$,y
10634,conon,10s,---,parra,442,VERcjg,paroir,Vfin,Vfin,paroir
10635,conon,10s,---,ki,442,PROrel,qui,Qux,Qux,qui
10636,conon,10s,---,a,442,PRE,à,Pre,Pre,à
10637,conon,10s,---,certes,442,ADVgen,certes,Adv,Adv,certes
10638,conon,10s,---,iert,442,VERcjg,être,Vfin,Vfin,être1|ester
10639,conon,10s,---,preus,442,ADJqua,preux,Adj,Adj,preux
10640,conon,10s,---,;,442,PONfbl,;,Pnc,Pnc,
10641,conon,10s,---,s',443,ADVgen,si,Adv,Adv,si4
10642,conon,10s,---,irons,443,VERcjg,aller,Vfin,Vfin,aller
10643,conon,10s,---,vengier,443,VERinf,venger,Vinf,Vinf,venger
10644,conon,10s,---,la,443,DETdef,le,Det,Det,le
10645,conon,10s,---,honte,443,NOMcom,honte,N,N,
10646,conon,10s,---,dolereuse,443,ADJqua,douloureux,Adj,Adj,
10647,conon,10s,---,dont,444,PROrel,dont,Qux,Qux,dont
10648,conon,10s,---,chascuns,444,PROind,chacun,QIs,QIs,chacun
10649,conon,10s,---,doit,444,VERcjg,devoir,Vfin,Vfin,devoir2
10650,conon,10s,---,estre,444,VERinf,être,Vinf,Vinf,être1|ester
10651,conon,10s,---,iriés,444,VERppe,irer,Vpp,Vpp,irer
10652,conon,10s,---,et,444,CONcoo,et,Crd,Crd,et
10653,conon,10s,---,honteus,444,ADJqua,honteux,Adj,Adj,
10654,conon,10s,---,;,444,PONfbl,;,Pnc,Pnc,
10655,conon,10s,---,car,445,CONcoo,car,Crd,Crd,car
10656,conon,10s,---,a,445,PRE,à,Pre,Pre,à
10657,conon,10s,---,no,445,DETpos,notre,Det,Det,notre
10658,conon,10s,---,tans,445,NOMcom,temps,N,N,
10659,conon,10s,---,est,445,VERcjg,être,Vfin,Vfin,être1|ester
10660,conon,10s,---,perdus,445,VERppe,perdre,Vpp,Vpp,perdre
10661,conon,10s,---,li,445,DETdef,le,Det,Det,le
10662,conon,10s,---,sains,445,ADJqua,sain,Adj,Adj,saint
10663,conon,10s,---,lieus,445,NOMcom,lieu,N,N,
10664,conon,10s,---,ou,446,PROrel,où,Qux,Qux,où
10665,conon,10s,---,dieus,446,NOMcom,dieu,N,N,
10666,conon,10s,---,soffri,446,VERcjg,souffrir,Vfin,Vfin,souffrir
10667,conon,10s,---,por,446,PRE,pour,Pre,Pre,pour
10668,conon,10s,---,nos,446,PROper,nous,Prn,Prn,1pp
10669,conon,10s,---,mort,446,NOMcom,mort,N,N,
10670,conon,10s,---,angoisseuse,446,ADJqua,angoisseux,Adj,Adj,
10671,conon,10s,---,.,446,PONfrt,.,Pnc,Pnc,
10672,conon,10s,---,s',447,CONsub,si,Sub,Sub,si3
10673,conon,10s,---,or,447,ADVgen,or,Adv,Adv,or2
10674,conon,10s,---,i,447,PROadv,y,Prn,Prn$$,y
10675,conon,10s,---,laissons,447,VERcjg,laisser,Vfin,Vfin,laisser
10676,conon,10s,---,nos,447,DETpos,notre,Det,Det,notre
10677,conon,10s,---,anemis,447,NOMcom,ennemi,N,N,
10678,conon,10s,---,morteus,447,ADJqua,morteux,Adj,Adj,morteux
10679,conon,10s,---,",",447,PONfbl,",",Pnc,Pnc,
10680,conon,10s,---,a,448,PRE,à,Pre,Pre,à
10681,conon,10s,---,tos,448,DETind,tout,QIs,QIs,tout
10682,conon,10s,---,jors,448,NOMcom,jour,N,N,
10683,conon,10s,---,mais,448,ADVgen,mais,Adv,Adv,mais
10684,conon,10s,---,iert,448,VERcjg,être,Vfin,Vfin,être1|ester
10685,conon,10s,---,no,448,DETpos,notre,Det,Det,notre
10686,conon,10s,---,vie,448,NOMcom,vie,N,N,
10687,conon,10s,---,honteuse,448,ADJqua,honteux,Adj,Adj,
10688,conon,10s,---,.,448,PONfrt,.,Pnc,Pnc,
10689,conon,10s,---,l',901,DETdef,le,Det,Det,le
10690,conon,10s,---,autrier,901,NOMcom,autrier,N,N,
10691,conon,10s,---,un,901,DETndf,un,QIs,QIs,un
10692,conon,10s,---,jor,901,NOMcom,jour,N,N,
10693,conon,10s,---,aprés,901,PRE,après,PrA,PrA,après
10694,conon,10s,---,la,901,DETdef,le,Det,Det,le
10695,conon,10s,---,saint,901,ADJqua,saint,Adj,Adj,saint
10696,conon,10s,---,denise,901,NOMcom,denise,N,N,
10697,conon,10s,---,fui,902,VERcjg,être,Vfin,Vfin,être1|ester
10698,conon,10s,---,a,902,PRE,à,Pre,Pre,à
10699,conon,10s,---,betune,902,NOMcom,bitonne,N,N,
10700,conon,10s,---,",",902,PONfbl,",",Pnc,Pnc,
10701,conon,10s,---,ou,902,PROrel,où,Qux,Qux,où
10702,conon,10s,---,j',902,PROper,je,Prn,Prn$,1ps
10703,conon,10s,---,ai,902,VERcjg,avoir,Vfin,Vfin,avoir1
10704,conon,10s,---,esté,902,VERppe,être,Vpp,Vpp,être1|ester
10705,conon,10s,---,sovent,902,ADVgen,souvent,Adv,Adv,souvent
10706,conon,10s,---,.,902,PONfrt,.,Pnc,Pnc,
10707,conon,10s,---,la,903,PROper,il,Adv,Adv,là
10708,conon,10s,---,me,903,PROper,je,Prn,Prn$$,1ps
10709,conon,10s,---,sosvint,903,VERcjg,souvenir,Vfin,Vfin,souvenir
10710,conon,10s,---,de,903,PRE,de,Pre,Pre,de
10711,conon,10s,---,gent,903,NOMcom,gent,N,N,
10712,conon,10s,---,de,903,PRE,de,Pre,Pre,de
10713,conon,10s,---,male,903,ADJqua,mal,Adj,Adj,mal2
10714,conon,10s,---,guise,903,NOMcom,guise,N,N,
10715,conon,10s,---,ki,904,PROrel,qui,Qux,Qux,qui
10716,conon,10s,---,m',904,PROper,je,Prn,Prn$$,1ps
10717,conon,10s,---,ont,904,VERcjg,avoir,Vfin,Vfin,avoir1
10718,conon,10s,---,mis,904,VERppe,mettre,Vpp,Vpp,mettre
10719,conon,10s,---,sus,904,PRE,sus,PrA,PrA,sus
10720,conon,10s,---,mençoigne,904,NOMcom,mençonge,N,N,
10721,conon,10s,---,a,904,PRE,à,Pre,Pre,à
10722,conon,10s,---,entient,904,VERcjg,entendre,N,N,
10723,conon,10s,---,:,904,PONfbl,:,Pnc,Pnc,
10724,conon,10s,---,ke,905,CONsub,que,Sub,Sub,que
10725,conon,10s,---,j',905,PROper,je,Prn,Prn$,1ps
10726,conon,10s,---,ai,905,VERcjg,avoir,Vfin,Vfin,avoir1
10727,conon,10s,---,chanté,905,VERppe,chanter,Vpp,Vpp,chanter
10728,conon,10s,---,des,905,PRE.DETdef,de.le,Pre+Det,Pre+Det,de+le
10729,conon,10s,---,dames,905,NOMcom,dame,N,N,
10730,conon,10s,---,laidement,905,ADVgen,laidement,Adv,Adv,
10731,conon,10s,---,;,905,PONfbl,;,Pnc,Pnc,
10732,conon,10s,---,mais,906,CONcoo,mais,Crd,Crd,mais1
10733,conon,10s,---,il,906,PROper,il,Prn,Prn$,3p
10734,conon,10s,---,n',906,ADVneg,ne,Neg,Neg,ne1
10735,conon,10s,---,ont,906,VERcjg,avoir,Vfin,Vfin,avoir1
10736,conon,10s,---,pas,906,ADVneg,pas,Neg,Neg,pas
10737,conon,10s,---,ma,906,DETpos,mon,Det,Det,mon1
10738,conon,10s,---,chançon,906,NOMcom,chanson,N,N,
10739,conon,10s,---,bien,906,ADVgen,bien,Adv,Adv,bien
10740,conon,10s,---,aprise,906,VERppe,apprendre,Vpp,Vpp,apprendre
10741,conon,10s,---,:,906,PONfbl,:,Pnc,Pnc,
10742,conon,10s,---,je,907,PROper,je,Prn,Prn$,1ps
10743,conon,10s,---,n',907,ADVneg,ne,Neg,Neg,ne1
10744,conon,10s,---,en,907,PROadv,en,Prn,Prn$$,en2
10745,conon,10s,---,chantai,907,VERcjg,chanter,Vfin,Vfin,chanter
10746,conon,10s,---,fors,907,ADVgen,fors,PrA,PrA,hors
10747,conon,10s,---,d',907,PRE,de,Pre,Pre,de
10748,conon,10s,---,une,907,DETndf,un,QIs,QIs,un
10749,conon,10s,---,solement,907,ADVgen,seulement,Adv,Adv,
10750,conon,10s,---,",",907,PONfbl,",",Pnc,Pnc,
10751,conon,10s,---,qui,908,PROrel,qui,Qux,Qux,qui
10752,conon,10s,---,bien,908,ADVgen,bien,Adv,Adv,bien
10753,conon,10s,---,forfist,908,VERcjg,forfaire,Vfin,Vfin,forfaire
10754,conon,10s,---,ke,908,CONsub,que,Sub,Sub,que
10755,conon,10s,---,venjance,908,NOMcom,vengeance,N,N,
10756,conon,10s,---,en,908,PROadv,en,Prn,Prn$$,en2
10757,conon,10s,---,fu,908,VERcjg,être,Vfin,Vfin,être1|ester
10758,conon,10s,---,prise,908,VERppe,prendre,Vpp,Vpp,prendre
10759,conon,10s,---,.,908,PONfrt,.,Pnc,Pnc,
10760,conon,10s,---,si,909,ADVgen,si,Adv,Adv,si4
10761,conon,10s,---,n',909,ADVneg,ne,Neg,Neg,ne1
10762,conon,10s,---,est,909,VERcjg,être,Vfin,Vfin,être1|ester
10763,conon,10s,---,pas,909,ADVneg,pas,Neg,Neg,pas
10764,conon,10s,---,drois,909,ADJqua,droit,Adj,Adj,droit2
10765,conon,10s,---,ke,909,CONsub,que,Sub,Sub,que
10766,conon,10s,---,on,909,PROind,on,Prn,Prn$,on
10767,conon,10s,---,me,909,PROper,je,Prn,Prn$$,1ps
10768,conon,10s,---,desconfise,909,VERcjg,déconfire,Vfin,Vfin,déconfire
10769,conon,10s,---,",",909,PONfbl,",",Pnc,Pnc,
10770,conon,10s,---,et,910,CONcoo,et,Crd,Crd,et
10771,conon,10s,---,vous,910,PROper,vous,Prn,Prn$$,2pp
10772,conon,10s,---,dirai,910,VERcjg,dire,Vfin,Vfin,dire
10773,conon,10s,---,bien,910,ADVgen,bien,Adv,Adv,bien
10774,conon,10s,---,par,910,PRE,par,Pre,Pre,par1
10775,conon,10s,---,raison,910,NOMcom,raison,N,N,
10776,conon,10s,---,coment,910,ADVsub,comment,Qux,Qux,comment
10777,conon,10s,---,:,910,PONfbl,:,Pnc,Pnc,
10778,conon,10s,---,car,911,CONcoo,car,Crd,Crd,car
10779,conon,10s,---,se,911,CONsub,si,Sub,Sub,si3
10780,conon,10s,---,on,911,PROind,on,Prn,Prn$,on
10781,conon,10s,---,fait,911,VERcjg,faire,Vfin,Vfin,faire
10782,conon,10s,---,d',911,PRE,de,Pre,Pre,de
10783,conon,10s,---,un,911,DETndf,un,QIs,QIs,un
10784,conon,10s,---,fort,911,ADJqua,fort,Adj,Adj,fort
10785,conon,10s,---,larron,911,NOMcom,larron,N,N,
10786,conon,10s,---,justise,911,NOMcom,justice,N,N,
10787,conon,10s,---,",",911,PONfbl,",",Pnc,Pnc,
10788,conon,10s,---,doit,912,VERcjg,devoir,Vfin,Vfin,devoir2
10789,conon,10s,---,il,912,PROper,il,Prn,Prn%,3p
10790,conon,10s,---,desplaire,912,VERinf,déplaire,Vinf,Vinf,déplaire
10791,conon,10s,---,as,912,PRE.DETdef,à.le,Pre+Det,Pre+Det,à+le
10792,conon,10s,---,loiaus,912,ADJqua,loyal,Adj,Adj,
10793,conon,10s,---,de,912,PRE,de,Pre,Pre,de
10794,conon,10s,---,noient,912,PROind,néant,Prn,Prn,néant
10795,conon,10s,---,?,912,PONfrt,?,Pnc,Pnc,
10796,conon,10s,---,nenil,913,ADVneg,nenni,NVP,NVP,nenni
10797,conon,10s,---,",",913,PONfbl,",",Pnc,Pnc,
10798,conon,10s,---,par,913,PRE,par,Pre,Pre,par1
10799,conon,10s,---,diu,913,NOMcom,dieu,N,N,
10800,conon,10s,---,!,913,PONfrt,!,Pnc,Pnc,
10801,conon,10s,---,qui,913,PROrel,qui,Qux,Qux,qui
10802,conon,10s,---,raison,913,NOMcom,raison,N,N,
10803,conon,10s,---,i,913,PROadv,y,Prn,Prn$$,y
10804,conon,10s,---,entent,913,VERcjg,entendre,Vfin,Vfin,entendre
10805,conon,10s,---,;,913,PONfbl,;,Pnc,Pnc,
10806,conon,10s,---,mais,914,CONcoo,mais,Crd,Crd,mais1
10807,conon,10s,---,la,914,DETdef,le,Det,Det,le
10808,conon,10s,---,raisons,914,NOMcom,raison,N,N,
10809,conon,10s,---,est,914,VERcjg,être,Vfin,Vfin,être1|ester
10810,conon,10s,---,si,914,ADVgen,si,Adv,Adv,si4
10811,conon,10s,---,arriere,914,ADVgen,arrière,PrA,PrA,arrière
10812,conon,10s,---,mise,914,VERppe,mettre,Vpp,Vpp,mettre
10813,conon,10s,---,ke,915,CONsub,que,Sub,Sub,que
10814,conon,10s,---,çou,915,PROdem,ce,Prn,Prn,ce1
10815,conon,10s,---,c',915,PROrel,que,Qux,Qux,que
10816,conon,10s,---,on,915,PROind,on,Prn,Prn$,on
10817,conon,10s,---,doit,915,VERcjg,devoir,Vfin,Vfin,devoir2
10818,conon,10s,---,loer,915,VERinf,louer,Vinf,Vinf,louer
10819,conon,10s,---,blasmënt,915,VERcjg,blâmer,Vfin,Vfin,blâmer
10820,conon,10s,---,la,915,DETdef,le,Det,Det,le
10821,conon,10s,---,gent,915,NOMcom,gent,N,N,
10822,conon,10s,---,et,916,CONcoo,et,Crd,Crd,et
10823,conon,10s,---,loent,916,VERcjg,louer,Vfin,Vfin,louer
10824,conon,10s,---,çou,916,PROdem,ce,Prn,Prn,ce1
10825,conon,10s,---,que,916,PROrel,que,Qux,Qux,que
10826,conon,10s,---,nus,916,DETind,nul,QIs,QIs,nul
10827,conon,10s,---,autres,916,PROind,autre,Adj,Adj,autre
10828,conon,10s,---,ne,916,ADVneg,ne,Neg,Neg,ne1
10829,conon,10s,---,prise,916,VERcjg,priser,Vfin,Vfin,priser
10830,conon,10s,---,.,916,PONfrt,.,Pnc,Pnc,
10831,conon,10s,---,dame,917,NOMcom,dame,N,N,
10832,conon,10s,---,",",917,PONfbl,",",Pnc,Pnc,
10833,conon,10s,---,lonc,917,ADJqua,long,Adj,Adj,long
10834,conon,10s,---,tans,917,NOMcom,temps,N,N,
10835,conon,10s,---,ai,917,VERcjg,avoir,Vfin,Vfin,avoir1
10836,conon,10s,---,fait,917,VERppe,faire,Vpp,Vpp,faire
10837,conon,10s,---,vostre,917,DETpos,votre,Det,Det,votre
10838,conon,10s,---,servise,917,NOMcom,service,N,N,
10839,conon,10s,---,",",917,PONfbl,",",Pnc,Pnc,
10840,conon,10s,---,la,918,DETdef,le,Det,Det,le
10841,conon,10s,---,merci,918,NOMcom,merci,N,N,
10842,conon,10s,---,deu,918,NOMpro,Dieu,N,N,
10843,conon,10s,---,!,918,PONfrt,!,Pnc,Pnc,
10844,conon,10s,---,c',918,CONsub,que,Crd,Crd,que
10845,conon,10s,---,or,918,ADVgen,or,Adv,Adv,or2
10846,conon,10s,---,n',918,ADVneg,ne,Neg,Neg,ne1
10847,conon,10s,---,en,918,PROadv,en,Prn,Prn$$,en2
10848,conon,10s,---,ai,918,VERcjg,avoir,Vfin,Vfin,avoir1
10849,conon,10s,---,mais,918,ADVgen,mais,Adv,Adv,mais
10850,conon,10s,---,talant,918,NOMcom,talent,N,N,
10851,conon,10s,---,",",918,PONfbl,",",Pnc,Pnc,
10852,conon,10s,---,que,919,CONcoo,que,Sub,Sub,que
10853,conon,10s,---,m',919,PROper,je,Prn,Prn$$,1ps
10854,conon,10s,---,est,919,VERcjg,être,Vfin,Vfin,être1|ester
10855,conon,10s,---,ou,919,PRE.DETdef,en.le,Pre+Det,Pre+Det,en1+le
10856,conon,10s,---,cuer,919,NOMcom,coeur,N,N,
10857,conon,10s,---,une,919,DETndf,un,QIs,QIs,un
10858,conon,10s,---,autre,919,ADJind,autre,Adj,Adj,autre
10859,conon,10s,---,amor,919,NOMcom,amour,N,N,
10860,conon,10s,---,assise,919,VERppe,asseoir,Vpp,Vpp,asseoir
10861,conon,10s,---,que,920,PROrel,que,Qux,Qux,que
10862,conon,10s,---,me,920,PROper,je,Prn,Prn$$,1ps
10863,conon,10s,---,requiert,920,VERcjg,requérir,Vfin,Vfin,requérir
10864,conon,10s,---,et,920,CONcoo,et,Crd,Crd,et
10865,conon,10s,---,alume,920,VERcjg,allumer,Vfin,Vfin,allumer
10866,conon,10s,---,et,920,CONcoo,et,Crd,Crd,et
10867,conon,10s,---,esprant,920,VERcjg,éprendre,Vfin,Vfin,éprendre
10868,conon,10s,---,et,921,CONcoo,et,Crd,Crd,et
10869,conon,10s,---,me,921,PROper,je,Prn,Prn$$,1ps
10870,conon,10s,---,semont,921,VERcjg,semondre,Vfin,Vfin,semondre
10871,conon,10s,---,d',921,PRE,de,Pre,Pre,de
10872,conon,10s,---,amer,921,VERinf,aimer,Vinf,Vinf,aimer
10873,conon,10s,---,si,921,DETpos,son,Det,Det,son4
10874,conon,10s,---,hatement,921,NOMcom,hatement,Adv,Adv,
10875,conon,10s,---,",",921,PONfbl,",",Pnc,Pnc,
10876,conon,10s,---,c',922,CONsub,que,Sub,Sub,que
10877,conon,10s,---,an,922,PRE,en,Pre,Pre,en1
10878,conon,10s,---,li,922,PROper,il,Prn,Prn,3p
10879,conon,10s,---,n',922,ADVneg,ne,Neg,Neg,ne1
10880,conon,10s,---,en,922,PROadv,en,Prn,Prn$$,en2
10881,conon,10s,---,a,922,VERcjg,avoir,Vfin,Vfin,avoir1
10882,conon,10s,---,ne,922,CONcoo,ne,Crd,Crd,ne2
10883,conon,10s,---,orgoil,922,NOMcom,orgueil,N,N,
10884,conon,10s,---,ne,922,CONcoo,ne,Crd,Crd,ne2
10885,conon,10s,---,faintise,922,NOMcom,feintise,N,N,
10886,conon,10s,---,;,922,PONfbl,;,Pnc,Pnc,
10887,conon,10s,---,et,923,CONcoo,et,Crd,Crd,et
10888,conon,10s,---,jel,923,PROper.PROper,je.il,Prn+Prn,Prn$+Prn$$,1ps+3p
10889,conon,10s,---,ferai,923,VERcjg,faire,Vfin,Vfin,faire
10890,conon,10s,---,",",923,PONfbl,",",Pnc,Pnc,
10891,conon,10s,---,ne,923,ADVneg,ne,Neg,Neg,ne1
10892,conon,10s,---,puet,923,VERcjg,pouvoir,Vfin,Vfin,pouvoir
10893,conon,10s,---,estre,923,VERinf,être,Vinf,Vinf,être1|ester
10894,conon,10s,---,autrement,923,ADVgen,autrement,Adv,Adv,
10895,conon,10s,---,",",923,PONfbl,",",Pnc,Pnc,
10896,conon,10s,---,si,924,ADVgen,si,Adv,Adv,si4
10897,conon,10s,---,me,924,PROper,je,Prn,Prn$$,1ps
10898,conon,10s,---,metrai,924,VERcjg,mettre,Vfin,Vfin,mettre
10899,conon,10s,---,dou,924,PRE.DETdef,de.le,Pre+Det,Pre+Det,de+le
10900,conon,10s,---,tout,924,PROind,tout,QIs,QIs,tout
10901,conon,10s,---,an,924,PRE,en,Pre,Pre,en1
10902,conon,10s,---,sa,924,DETpos,son,Det,Det,son4
10903,conon,10s,---,franchise,924,NOMcom,franchise,N,N,
10904,conon,10s,---,.,924,PONfrt,.,Pnc,Pnc,
10905,conon,10s,---,a,925,PRE,à,Pre,Pre,à
10906,conon,10s,---,la,925,DETdef,le,Det,Det,le
10907,conon,10s,---,millor,925,NOMcom,milleur,N,N,
10908,conon,10s,---,del,925,PRE.DETdef,de.le,Pre+Det,Pre+Det,de+le
10909,conon,10s,---,roiaume,925,NOMcom,royaume,N,N,
10910,conon,10s,---,de,925,PRE,de,Pre,Pre,de
10911,conon,10s,---,france,925,NOMcom,france,N,N,
10912,conon,10s,---,",",925,PONfbl,",",Pnc,Pnc,
10913,conon,10s,---,voire,926,ADVgen,voire,Adv,Adv,voire1
10914,conon,10s,---,del,926,PRE.DETdef,de.le,Pre+Det,Pre+Det,de+le
10915,conon,10s,---,mont,926,NOMcom,monde,N,N,
10916,conon,10s,---,",",926,PONfbl,",",Pnc,Pnc,
10917,conon,10s,---,ai,926,VERcjg,avoir,Vfin,Vfin,avoir1
10918,conon,10s,---,mon,926,DETpos,mon,Det,Det,mon1
10919,conon,10s,---,cuer,926,NOMcom,coeur,N,N,
10920,conon,10s,---,atorné,926,VERppe,atourner,Vpp,Vpp,atourner
10921,conon,10s,---,",",926,PONfbl,",",Pnc,Pnc,
10922,conon,10s,---,et,927,CONcoo,et,Crd,Crd,et
10923,conon,10s,---,non,927,ADVneg,non,Neg,Neg,non
10924,conon,10s,---,por,927,PRE,pour,Pre,Pre,pour
10925,conon,10s,---,quant,927,PROind,quant,Qux,Qux,quant
10926,conon,10s,---,pavor,927,NOMcom,peur,N,N,
10927,conon,10s,---,ai,927,VERcjg,avoir,Vfin,Vfin,avoir1
10928,conon,10s,---,et,927,CONcoo,et,Crd,Crd,et
10929,conon,10s,---,dotance,927,NOMcom,doutance,N,N,
10930,conon,10s,---,ke,928,CONsub,que,Sub,Sub,que
10931,conon,10s,---,sa,928,DETpos,son,Det,Det,son4
10932,conon,10s,---,valors,928,NOMcom,valeur,N,N,
10933,conon,10s,---,ne,928,ADVneg,ne,Neg,Neg,ne1
10934,conon,10s,---,me,928,PROper,je,Prn,Prn$$,1ps
10935,conon,10s,---,tiegne,928,VERcjg,tenir,Vfin,Vfin,tenir
10936,conon,10s,---,en,928,PRE,en,Pre,Pre,en1
10937,conon,10s,---,vilté,928,NOMcom,vileté,N,N,
10938,conon,10s,---,",",928,PONfbl,",",Pnc,Pnc,
10939,conon,10s,---,car,929,CONcoo,car,Crd,Crd,car
10940,conon,10s,---,tant,929,ADVgen,tant,QIs,QIs,tant
10941,conon,10s,---,redoc,929,VERcjg,redoucer,Vfin,Vfin,redouter
10942,conon,10s,---,orgelleuse,929,ADJqua,orgueilleux,Adj,Adj,
10943,conon,10s,---,beauté,929,NOMcom,beauté,N,N,
10944,conon,10s,---,;,929,PONfbl,;,Pnc,Pnc,
10945,conon,10s,---,et,930,CONcoo,et,Crd,Crd,et
10946,conon,10s,---,dieus,930,NOMcom,dieu,N,N,
10947,conon,10s,---,m',930,PROper,je,Prn,Prn$$,1ps
10948,conon,10s,---,en,930,PROadv,en,Prn,Prn$$,en2
10949,conon,10s,---,doinst,930,VERcjg,donner,Vfin,Vfin,donner
10950,conon,10s,---,trover,930,VERinf,trouver,Vinf,Vinf,trouver
10951,conon,10s,---,bone,930,ADJqua,bon,Adj,Adj,bon
10952,conon,10s,---,esperance,930,NOMcom,espérance,N,N,
10953,conon,10s,---,",",930,PONfbl,",",Pnc,Pnc,
10954,conon,10s,---,k',931,CONsub,que,Crd,Crd,que
10955,conon,10s,---,en,931,PRE,en,Pre,Pre,en1
10956,conon,10s,---,tot,931,DETind,tout,QIs,QIs,tout
10957,conon,10s,---,le,931,DETdef,le,Det,Det,le
10958,conon,10s,---,mont,931,NOMcom,monde,N,N,
10959,conon,10s,---,n',931,ADVneg,ne,Neg,Neg,ne1
10960,conon,10s,---,a,931,VERcjg,avoir,Vfin,Vfin,avoir1
10961,conon,10s,---,orgoill,931,NOMcom,orgueil,N,N,
10962,conon,10s,---,ne,931,CONcoo,ne,Crd,Crd,ne2
10963,conon,10s,---,fierté,931,NOMcom,fierté,N,N,
10964,conon,10s,---,k',932,PROrel,que,Qux,Qux,que
10965,conon,10s,---,amors,932,NOMcom,amour,N,N,
10966,conon,10s,---,ne,932,ADVneg,ne,Neg,Neg,ne1
10967,conon,10s,---,puist,932,VERcjg,pouvoir,Vfin,Vfin,pouvoir
10968,conon,10s,---,plaissier,932,VERinf,plaisser,Vinf,Vinf,plaisser
10969,conon,10s,---,par,932,PRE,par,Pre,Pre,par1
10970,conon,10s,---,sa,932,DETpos,son,Det,Det,son4
10971,conon,10s,---,poissance,932,NOMcom,puissance,N,N,
10972,conon,10s,---,.,932,PONfrt,.,Pnc,Pnc,
10973,conon,10s,---,l',1001,DETdef,le,Det,Det,le
10974,conon,10s,---,autrier,1001,NOMcom,autrier,N,N,
10975,conon,10s,---,avint,1001,VERcjg,advenir,Vfin,Vfin,avenir
10976,conon,10s,---,en,1001,PRE,en,Pre,Pre,en1
10977,conon,10s,---,cel,1001,DETdem,cil,Dem,Dem,cil
10978,conon,10s,---,autre,1001,ADJind,autre,Adj,Adj,autre
10979,conon,10s,---,païs,1001,NOMcom,pays,N,N,
10980,conon,10s,---,c',1002,CONsub,que,Sub,Sub,que
10981,conon,10s,---,uns,1002,DETndf,uns,QIs,QIs,un
10982,conon,10s,---,chevaliers,1002,NOMcom,chevalier,N,N,
10983,conon,10s,---,eut,1002,VERcjg,avoir,Vfin,Vfin,avoir1
10984,conon,10s,---,une,1002,DETndf,un,QIs,QIs,un
10985,conon,10s,---,dame,1002,NOMcom,dame,N,N,
10986,conon,10s,---,amee,1002,VERppe,aimer,Vpp,Vpp,aimer
10987,conon,10s,---,.,1002,PONfrt,.,Pnc,Pnc,
10988,conon,10s,---,tant,1003,ADVgen,tant,QIs,QIs,tant
10989,conon,10s,---,com,1003,CONsub,comme,Sub,Sub,comme
10990,conon,10s,---,la,1003,DETdef,le,Det,Det,le
10991,conon,10s,---,dame,1003,NOMcom,dame,N,N,
10992,conon,10s,---,fu,1003,VERcjg,être,Vfin,Vfin,être1|ester
10993,conon,10s,---,en,1003,PRE,en,Pre,Pre,en1
10994,conon,10s,---,son,1003,DETpos,son,Det,Det,son4
10995,conon,10s,---,bon,1003,ADJqua,bon,Adj,Adj,bon
10996,conon,10s,---,pris,1003,NOMcom,prix,N,N,
10997,conon,10s,---,",",1003,PONfbl,",",Pnc,Pnc,
10998,conon,10s,---,li,1004,PROper,il,Prn,Prn$$,3p
10999,conon,10s,---,a,1004,VERcjg,avoir,Vfin,Vfin,avoir1
11000,conon,10s,---,s',1004,DETpos,son,Det,Det,son4
11001,conon,10s,---,amor,1004,NOMcom,amour,N,N,
11002,conon,10s,---,escondite,1004,VERppe,escondire,Vpp,Vpp,escondire
11003,conon,10s,---,et,1004,CONcoo,et,Crd,Crd,et
11004,conon,10s,---,veee,1004,VERppe,véer,Vpp,Vpp,véer
11005,conon,10s,---,.,1004,PONfrt,.,Pnc,Pnc,
11006,conon,10s,---,puis,1005,ADVgen,puis,PrA,PrA,puis
11007,conon,10s,---,fu,1005,VERcjg,être,Vfin,Vfin,être1|ester
11008,conon,10s,---,un,1005,DETndf,un,QIs,QIs,un
11009,conon,10s,---,jors,1005,NOMcom,jour,N,N,
11010,conon,10s,---,k',1005,PROrel,que,Qux,Qux,que
11011,conon,10s,---,ele,1005,PROper,elle,Prn,Prn$,3p
11012,conon,10s,---,li,1005,PROper,il,Prn,Prn$$,3p
11013,conon,10s,---,dist,1005,VERcjg,dire,Vfin,Vfin,dire
11014,conon,10s,---,:,1005,PONfbl,:,Pnc,Pnc,
11015,conon,10s,---,«,1005,PONpga,«,Pnc,Pnc,
11016,conon,10s,---,amis,1005,NOMcom,ami,N,N,
11017,conon,10s,---,",",1005,PONfbl,",",Pnc,Pnc,
11018,conon,10s,---,mené,1006,VERppe,mener,Vpp,Vpp,mener
11019,conon,10s,---,vous,1006,PROper,vous,Prn,Prn$$,2pp
11020,conon,10s,---,ai,1006,VERcjg,avoir,Vfin,Vfin,avoir1
11021,conon,10s,---,par,1006,PRE,par,Pre,Pre,par1
