wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,pos,lemma_ofl,lemma_score
1,1,1,on,on,BA501,Prn,Prn$,on,7s,---,/V\,"FroissPoés, ballade 5, v. 1",PRON,on,10
2,1,2,doit,doit,BA501,Vfin,Vfin,devoir,7s,---,C/V\,"FroissPoés, ballade 5, v. 1",VERB,devoir,10
3,1,3,faire,faire,BA501,Vinf,Vinf,faire,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 1",VERB,faire,10
4,1,4,lie,lie,BA501,Adj,Adj,lié,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 1",ADJ,lié,10
5,1,5,chiere,chiere,BA501,N,N,,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 1",NOUN,chère,3
6,2,1,par,par,BA502,Pre,Pre,par,7s,---,C/V\,"FroissPoés, ballade 5, v. 2",ADP,par,10
7,2,2,raison,raison,BA502,N,N,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 2",NOUN,raison,8
8,2,3,as,as,BA502,Pre+Det,Pre+Det,à.le,7s,---,/V\,"FroissPoés, ballade 5, v. 2",ADP.DET,à.le,10
9,2,4,dolereus,dolereus,BA502,Adj,Adj,,7s,---,C/V\.C/e\.'C/V\,"FroissPoés, ballade 5, v. 2",ADJ,douloureux,9
10,2,5,",",",",BA502,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 2",PUNCT,",",9
11,3,1,(,(,BA503,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 3",PUNCT,(,9
12,3,2,j',j',BA503,Prn,Prn$,je,7s,---,C/\,"FroissPoés, ballade 5, v. 3",PRON,je,10
13,3,3,en,en,BA503,Prn,Prn$$,en,7s,---,/V\,"FroissPoés, ballade 5, v. 3",PRON,en,10
14,3,4,prise,prise,BA503,Vfin,Vfin,priser,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 3",VERB,priser,10
15,3,5,bien,bien,BA503,Adv,Adv,bien,7s,---,C/V\,"FroissPoés, ballade 5, v. 3",ADV,bien,10
16,3,6,le,le,BA503,Det,Det,le,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 3",DET,le,10
17,3,7,maniere,maniere,BA503,N,N,,7s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 3",NOUN,manière,8
18,3,8,),),BA503,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 3",PUNCT,),9
19,4,1,et,et,BA504,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 4",CCONJ,et,10
20,4,2,l',l',BA504,Det,Det,le,7s,---,C/\,"FroissPoés, ballade 5, v. 4",DET,le,10
21,4,3,aumosne,aumosne,BA504,N,N,,7s,---,/V\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 4",NOUN,aumône,8
22,4,4,as,as,BA504,Pre+Det,Pre+Det,à.le,7s,---,/V\,"FroissPoés, ballade 5, v. 4",ADP.DET,à.le,10
23,4,5,amoureus,amoureus,BA504,N,N,,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 4",NOUN,amoureux,8
24,4,6,",",",",BA504,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 4",PUNCT,",",9
25,5,1,car,car,BA505,Crd,Crd,car,7s,---,C/V\,"FroissPoés, ballade 5, v. 5",CCONJ,car,10
26,5,2,on,on,BA505,Prn,Prn$,on,7s,---,/V\,"FroissPoés, ballade 5, v. 5",PRON,on,10
27,5,3,perchoit,perchoit,BA505,Vfin,Vfin,percevoir,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 5",VERB,percevoir,10
28,5,4,bien,bien,BA505,Adv,Adv,bien,7s,---,C/V\,"FroissPoés, ballade 5, v. 5",ADV,bien,10
29,5,5,entre,entre,BA505,PrA,PrA,entre,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 5, v. 5",ADP,entre,10
30,5,6,eus,eus,BA505,Prn,Prn,eux,7s,---,/V\,"FroissPoés, ballade 5, v. 5",PRON,eux,10
31,6,1,liquel,liquel,BA506,Qux,Qux,lequel,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 6",PRON,lequel,10
32,6,2,sont,sont,BA506,Vfin,Vfin,être,7s,---,C/V\,"FroissPoés, ballade 5, v. 6",VERB,être,10
33,6,3,liét,liét,BA506,Adj,Adj,lié,7s,---,C/V\,"FroissPoés, ballade 5, v. 6",ADJ,lié,10
34,6,4,en,en,BA506,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 5, v. 6",ADP,en,10
35,6,5,parler,parler,BA506,Vinf,Vinf,parler,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 6",VERB,parler,10
36,6,6,",",",",BA506,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 6",PUNCT,",",9
37,7,1,lesquels,lesquels,BA507,Qux,Qux,lequel,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 7",PRON,lequel,10
38,7,2,il,il,BA507,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 7",PRON,il,10
39,7,3,faut,faut,BA507,Vfin,Vfin,faillir,7s,---,C/V\,"FroissPoés, ballade 5, v. 7",VERB,faillir,10
40,7,4,arester,arester,BA507,Vinf,Vinf,arrêter,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 7",VERB,arrêter,10
41,8,1,souvent,souvent,BA508,Adv,Adv,souvent,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 8",ADV,souvent,10
42,8,2,en,en,BA508,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 5, v. 8",ADP,en,10
43,8,3,un,un,BA508,QIs,QIs,un,7s,---,/V\,"FroissPoés, ballade 5, v. 8",DET,un,10
44,8,4,pas,pas,BA508,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 8",NOUN,pas,8
45,8,5,de,de,BA508,Pre,Pre,de,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 8",ADP,de,10
46,8,6,voie,voie,BA508,N,N,,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 8",NOUN,voie,8
47,8,7,",",",",BA508,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 8",PUNCT,",",9
48,9,1,ou,ou,BA509,Qux,Qux,où,7s,---,/V\,"FroissPoés, ballade 5, v. 9",PRON,où,10
49,9,2,il,il,BA509,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 9",PRON,il,10
50,9,3,n',n',BA509,Neg,Neg,ne,7s,---,C/\,"FroissPoés, ballade 5, v. 9",ADV,ne,10
51,9,4,ont,ont,BA509,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 5, v. 9",VERB,avoir,10
52,9,5,solas,solas,BA509,N,N,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 9",NOUN,soulas,8
53,9,6,ne,ne,BA509,Crd,Crd,ne2,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 9",CCONJ,ne,10
54,9,7,joie,joie,BA509,N,N,,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 9",NOUN,joie,8
55,9,8,.,.,BA509,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 9",PUNCT,.,9
56,10,1,ceste,ceste,BA510,Dem,Dem,cist,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 10",DET,cist,10
57,10,2,ordenance,ordenance,BA510,N,N,,7s,---,/V\.C/e\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 10",NOUN,ordonnance,8
58,10,3,m',m',BA510,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 5, v. 10",PRON,me,10
59,10,4,arriere,arriere,BA510,Vfin,Vfin,arriérer,7s,---,/V\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 10",VERB,arriérer,10
60,11,1,d',d',BA511,Pre,Pre,de,7s,---,C/\,"FroissPoés, ballade 5, v. 11",ADP,de,10
61,11,2,estre,estre,BA511,Vinf,Vinf,être,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 5, v. 11",VERB,être,10
62,11,3,en,en,BA511,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 5, v. 11",ADP,en,10
63,11,4,coer,coer,BA511,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 11",NOUN,coeur,8
64,11,5,liés,liés,BA511,Adj,Adj,lié,7s,---,C/V\,"FroissPoés, ballade 5, v. 11",ADJ,lié,10
65,11,6,et,et,BA511,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 11",CCONJ,et,10
66,11,7,joieus,joieus,BA511,Adj,Adj,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 11",ADJ,joyeux,9
67,11,8,",",",",BA511,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 11",PUNCT,",",9
68,12,1,s',s',BA512,Sub,Sub,si3,7s,---,C/\,"FroissPoés, ballade 5, v. 12",SCONJ,si,10
69,12,2,en,en,BA512,Prn,Prn$$,en,7s,---,/V\,"FroissPoés, ballade 5, v. 12",PRON,en,10
70,12,3,sui,sui,BA512,Vfin,Vfin,être,7s,---,C/V\,"FroissPoés, ballade 5, v. 12",VERB,être,10
71,12,4,nommés,nommés,BA512,Vpp,Vpp,nommer,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 12",VERB,nommer,10
72,12,5,en,en,BA512,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 5, v. 12",ADP,en,10
73,12,6,deriere,deriere,BA512,PrA,PrA,derrière,7s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 12",ADV,derrière,10
74,13,1,aboutis,aboutis,BA513,Vpp,Vpp,aboutir,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 13",VERB,aboutir,10
75,13,2,et,et,BA513,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 13",CCONJ,et,10
76,13,3,soumilleus,soumilleus,BA513,Adj,Adj,,7s,---,C/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 13",ADJ,Sommeilleux,2
77,14,1,et,et,BA514,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 14",CCONJ,et,10
78,14,2,c',c',BA514,Prn,Prn$,ce,7s,---,C/\,"FroissPoés, ballade 5, v. 14",PRON,ce,10
79,14,3,est,est,BA514,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 5, v. 14",VERB,être,10
80,14,4,bien,bien,BA514,Adv,Adv,bien,7s,---,C/V\,"FroissPoés, ballade 5, v. 14",ADV,bien,10
81,14,5,voirs,voirs,BA514,Adj,Adj,voir,7s,---,C/V\,"FroissPoés, ballade 5, v. 14",ADJ,voir,10
82,14,6,:,:,BA514,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 14",PUNCT,:,9
83,14,7,il,il,BA514,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 14",PRON,il,10
84,14,8,n',n',BA514,Neg,Neg,ne,7s,---,C/\,"FroissPoés, ballade 5, v. 14",ADV,ne,10
85,14,9,est,est,BA514,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 5, v. 14",VERB,être,10
86,14,10,jeus,jeus,BA514,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 14",NOUN,jeu,8
87,15,1,qui,qui,BA515,Qux,Qux,qui,7s,---,C/V\,"FroissPoés, ballade 5, v. 15",PRON,qui,10
88,15,2,puist,puist,BA515,Vfin,Vfin,pouvoir,7s,---,C/V\,"FroissPoés, ballade 5, v. 15",VERB,pouvoir,10
89,15,3,mon,mon,BA515,Det,Det,mon,7s,---,C/V\,"FroissPoés, ballade 5, v. 15",DET,mon,10
90,15,4,penser,penser,BA515,Vinf,Vinf,penser,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 15",VERB,penser,10
91,15,5,oster,oster,BA515,Vinf,Vinf,ôter,7s,---,/V\.'C/V\,"FroissPoés, ballade 5, v. 15",VERB,ôter,10
92,15,6,;,;,BA515,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 15",PUNCT,;,3
93,16,1,je,je,BA516,Prn,Prn$,je,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 16",PRON,je,10
94,16,2,m',m',BA516,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 5, v. 16",PRON,me,10
95,16,3,esbas,esbas,BA516,Vfin,Vfin,ébahir,7s,---,/V\.'C/V\,"FroissPoés, ballade 5, v. 16",VERB,ébahir,10
96,16,4,au,au,BA516,Pre+Det,Pre+Det,à.le,7s,---,/V\,"FroissPoés, ballade 5, v. 16",ADP.DET,à.le,10
97,16,5,desirer,desirer,BA516,Vinf,Vinf,désirer,7s,---,C/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 16",VERB,désirer,10
98,17,1,qu',qu',BA517,Sub,Sub,que,7s,---,C/\,"FroissPoés, ballade 5, v. 17",SCONJ,que,10
99,17,2,avoec,avoec,BA517,PrA,PrA,avec,7s,---,/V\.'C/V\,"FroissPoés, ballade 5, v. 17",ADP,avec,10
100,17,3,chiaus,chiaus,BA517,Dem,Dem,cil,7s,---,C/V\,"FroissPoés, ballade 5, v. 17",PRON,cil,10
101,17,4,ou,ou,BA517,Pre+Det,Pre+Det,en.le,7s,---,/V\,"FroissPoés, ballade 5, v. 17",ADP.DET,en.le,10
102,17,5,lieu,lieu,BA517,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 17",NOUN,lieu,3
103,17,6,je,je,BA517,Prn,Prn$,je,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 17",PRON,je,10
104,17,7,soie,soie,BA517,Vfin,Vfin,être,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 17",VERB,être,10
105,18,1,ou,ou,BA518,Qux,Qux,où,7s,---,/V\,"FroissPoés, ballade 5, v. 18",PRON,où,10
106,18,2,il,il,BA518,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 18",PRON,il,10
107,18,3,n',n',BA518,Neg,Neg,ne,7s,---,C/\,"FroissPoés, ballade 5, v. 18",ADV,ne,10
108,18,4,ont,ont,BA518,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 5, v. 18",VERB,avoir,10
109,18,5,solas,solas,BA518,N,N,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 18",NOUN,soulas,8
110,18,6,ne,ne,BA518,Crd,Crd,ne2,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 18",CCONJ,ne,10
111,18,7,joie,joie,BA518,N,N,,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 18",NOUN,joie,8
112,18,8,.,.,BA518,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 18",PUNCT,.,9
113,19,1,et,et,BA519,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 19",CCONJ,et,10
114,19,2,m',m',BA519,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 5, v. 19",PRON,me,10
115,19,3,est,est,BA519,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 5, v. 19",VERB,être,10
116,19,4,vis,vis,BA519,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 19",NOUN,vis,3
117,19,5,que,que,BA519,Sub,Sub,que,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 19",SCONJ,que,10
118,19,6,",",",",BA519,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 19",PUNCT,",",9
119,19,7,se,se,BA519,Sub,Sub,si3,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 19",SCONJ,si,10
120,19,8,la,la,BA519,Adv,Adv,là,7s,---,C/V\,"FroissPoés, ballade 5, v. 19",ADV,là,10
121,19,9,iere,iere,BA519,Vfin,Vfin,être,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 5, v. 19",VERB,être,10
122,19,10,",",",",BA519,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 19",PUNCT,",",9
123,20,1,il,il,BA520,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 20",PRON,il,10
124,20,2,n',n',BA520,Neg,Neg,ne,7s,---,C/\,"FroissPoés, ballade 5, v. 20",ADV,ne,10
125,20,3,en,en,BA520,Prn,Prn$$,en,7s,---,/V\,"FroissPoés, ballade 5, v. 20",PRON,en,10
126,20,4,y,y,BA520,Prn,Prn$$,y,7s,---,/V\,"FroissPoés, ballade 5, v. 20",PRON,y,10
127,20,5,aroit,aroit,BA520,Vfin,Vfin,avoir,7s,---,/V\.'C/V\,"FroissPoés, ballade 5, v. 20",VERB,avoir,10
128,20,6,point,point,BA520,Neg,Neg,point,7s,---,C/V\,"FroissPoés, ballade 5, v. 20",ADV,point,10
129,20,7,deus,deus,BA520,QIs,QIs,deux,7s,---,C/V\,"FroissPoés, ballade 5, v. 20",NUM,deux,10
130,21,1,a,a,BA521,Pre,Pre,à,7s,---,/V\,"FroissPoés, ballade 5, v. 21",ADP,à,10
131,21,2,cui,cui,BA521,Qux,Qux,qui,7s,---,C/V\,"FroissPoés, ballade 5, v. 21",PRON,qui,10
132,21,3,ma,ma,BA521,Det,Det,mon,7s,---,C/V\,"FroissPoés, ballade 5, v. 21",DET,mon,10
133,21,4,dolour,dolour,BA521,N,N,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 21",NOUN,douleur,8
134,21,5,afiere,afiere,BA521,Vfin,Vfin,afférir,7s,---,/V\.'C/V\.C/(e)\,"FroissPoés, ballade 5, v. 21",VERB,afférir,10
135,21,6,.,.,BA521,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 21",PUNCT,.,9
136,22,1,et,et,BA522,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 22",CCONJ,et,10
137,22,2,m',m',BA522,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 5, v. 22",PRON,me,10
138,22,3,en,en,BA522,Prn,Prn$$,en,7s,---,/V\,"FroissPoés, ballade 5, v. 22",PRON,en,10
139,22,4,tieng,tieng,BA522,Vfin,Vfin,tenir,7s,---,C/V\,"FroissPoés, ballade 5, v. 22",VERB,tenir,10
140,22,5,pour,pour,BA522,Pre,Pre,pour,7s,---,C/V\,"FroissPoés, ballade 5, v. 22",ADP,pour,10
141,22,6,euwireus,euwireus,BA522,Adj,Adj,,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 22",ADJ,heureux,8
142,23,1,quant,quant,BA523,Sub,Sub,quand,7s,---,C/V\,"FroissPoés, ballade 5, v. 23",SCONJ,quand,10
143,23,2,uns,uns,BA523,QIs,QIs,un,7s,---,/V\,"FroissPoés, ballade 5, v. 23",DET,un,10
144,23,3,douls,douls,BA523,Adj,Adj,doux,7s,---,C/V\,"FroissPoés, ballade 5, v. 23",ADJ,doux,10
145,23,4,coers,coers,BA523,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 23",NOUN,coeur,8
146,23,5,gratieus,gratieus,BA523,Adj,Adj,,7s,---,C/V\.C/{V}\.'/V\,"FroissPoés, ballade 5, v. 23",ADJ,gracieux,9
147,23,6,",",",",BA523,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 23",PUNCT,",",9
148,24,1,qui,qui,BA524,Qux,Qux,qui,7s,---,C/V\,"FroissPoés, ballade 5, v. 24",PRON,qui,10
149,24,2,poet,poet,BA524,Vfin,Vfin,pouvoir,7s,---,C/V\,"FroissPoés, ballade 5, v. 24",VERB,pouvoir,10
150,24,3,tout,tout,BA524,QIs,QIs,tout,7s,---,C/V\,"FroissPoés, ballade 5, v. 24",DET,tout,10
151,24,4,ce,ce,BA524,Prn,Prn,ce,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 24",PRON,ce,10
152,24,5,amender,amender,BA524,Vinf,Vinf,amender,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 24",VERB,amender,10
153,24,6,",",",",BA524,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 24",PUNCT,",",9
154,25,1,me,me,BA525,Prn,Prn$$,me,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 25",PRON,me,10
155,25,2,fait,fait,BA525,Vfin,Vfin,faire,7s,---,C/V\,"FroissPoés, ballade 5, v. 25",VERB,faire,10
156,25,3,ensi,ensi,BA525,Adv,Adv,ainsi,7s,---,/V\.'C/V\,"FroissPoés, ballade 5, v. 25",ADV,ainsi,10
157,25,4,aleuer,aleuer,BA525,Vinf,Vinf,allouer,7s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 5, v. 25",VERB,allouer,10
158,26,1,le,le,BA526,Det,Det,le,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 26",DET,le,10
159,26,2,tamps,tamps,BA526,N,N,,7s,---,C/V\,"FroissPoés, ballade 5, v. 26",NOUN,temps,8
160,26,3,",",",",BA526,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 26",PUNCT,",",9
161,26,4,et,et,BA526,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 5, v. 26",CCONJ,et,10
162,26,5,pensers,pensers,BA526,Vinf,Vinf,penser,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 26",VERB,penser,10
163,26,6,m',m',BA526,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 5, v. 26",PRON,me,10
164,26,7,envoie,envoie,BA526,Vfin,Vfin,envoyer,7s,---,/V\.'C/V\./(e)\,"FroissPoés, ballade 5, v. 26",VERB,envoyer,10
165,27,1,ou,ou,BA527,Qux,Qux,où,7s,---,/V\,"FroissPoés, ballade 5, v. 27",ADJ|ADV|DET|PRON,où,10
166,27,2,il,il,BA527,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 5, v. 27",PRON,il,10
167,27,3,n',n',BA527,Neg,Neg,ne,7s,---,C/\,"FroissPoés, ballade 5, v. 27",ADV,ne,10
168,27,4,ont,ont,BA527,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 5, v. 27",VERB,avoir,10
169,27,5,solas,solas,BA527,N,N,,7s,---,C/V\.'C/V\,"FroissPoés, ballade 5, v. 27",NOUN,soulas,8
170,27,6,ne,ne,BA527,Crd,Crd,ne2,7s,---,C/(e)\,"FroissPoés, ballade 5, v. 27",CCONJ,ne,10
171,27,7,joie,joie,BA527,N,N,,7s,---,'C/V\./(e)\,"FroissPoés, ballade 5, v. 27",NOUN,joie,8
172,27,8,.,.,BA527,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 5, v. 27",PUNCT,.,9
173,28,1,maniere,maniere,BA2101,N,N,,7s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 21, v. 1",NOUN,manière,8
174,28,2,en,en,BA2101,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 21, v. 1",ADP,en,10
175,28,3,plaisant,plaisant,BA2101,Vprs,Vprs,plaire,7s,---,C/V\.'C/V\,"FroissPoés, ballade 21, v. 1",VERB,plaire,10
176,28,4,arroi,arroi,BA2101,N,N,,7s,---,/V\.'C/V\,"FroissPoés, ballade 21, v. 1",NOUN,arroi,8
177,29,1,est,est,BA2102,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 21, v. 2",VERB,être,10
178,29,2,forment,forment,BA2102,Adv,Adv,fortement,7s,---,C/V\.'C/V\,"FroissPoés, ballade 21, v. 2",ADV,fortement,10
179,29,3,recommendee,recommendee,BA2102,Vpp,Vpp,recommander,7s,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"FroissPoés, ballade 21, v. 2",VERB,recommander,10
180,30,1,en,en,BA2103,Pre,Pre,en,7s,---,/V\,"FroissPoés, ballade 21, v. 3",ADP,en,10
181,30,2,fame,fame,BA2103,N,N,,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 21, v. 3",NOUN,femme,3
182,30,3,",",",",BA2103,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 21, v. 3",PUNCT,",",9
183,30,4,et,et,BA2103,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 21, v. 3",CCONJ,et,10
184,30,5,fust,fust,BA2103,Vfin,Vfin,être,7s,---,C/V\,"FroissPoés, ballade 21, v. 3",VERB,être,10
185,30,6,fille,fille,BA2103,N,N,,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 21, v. 3",NOUN,fille,3
186,30,7,a,a,BA2103,Pre,Pre,à,7s,---,/V\,"FroissPoés, ballade 21, v. 3",ADP,à,10
187,30,8,roi,roi,BA2103,N,N,,7s,---,C/V\,"FroissPoés, ballade 21, v. 3",NOUN,roi,8
188,30,9,;,;,BA2103,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 21, v. 3",PUNCT,;,3
189,31,1,car,car,BA2104,Crd,Crd,car,7s,---,C/V\,"FroissPoés, ballade 21, v. 4",CCONJ,car,10
190,31,2,",",",",BA2104,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 21, v. 4",PUNCT,",",9
191,31,3,quant,quant,BA2104,Sub,Sub,quand,7s,---,C/V\,"FroissPoés, ballade 21, v. 4",SCONJ,quand,10
192,31,4,elle,elle,BA2104,Prn,Prn$,elle,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 21, v. 4",PRON,elle,10
193,31,5,en,en,BA2104,Prn,Prn$$,en,7s,---,/V\,"FroissPoés, ballade 21, v. 4",PRON,en,10
194,31,6,est,est,BA2104,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 21, v. 4",VERB,être,10
195,31,7,paree,paree,BA2104,Vpp,Vpp,parer,7s,---,C/V\.'C/V\./(e)\,"FroissPoés, ballade 21, v. 4",VERB,parer,10
196,31,8,",",",",BA2104,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 21, v. 4",PUNCT,",",9
197,32,1,elle,elle,BA2105,Prn,Prn$,elle,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 21, v. 5",PRON,elle,10
198,32,2,est,est,BA2105,Vfin,Vfin,être,7s,---,/V\,"FroissPoés, ballade 21, v. 5",VERB,être,10
199,32,3,de,de,BA2105,Pre,Pre,de,7s,---,C/(e)\,"FroissPoés, ballade 21, v. 5",ADP,de,10
200,32,4,tous,tous,BA2105,QIs,QIs,tout,7s,---,C/V\,"FroissPoés, ballade 21, v. 5",PRON,tout,10
201,32,5,honneree,honneree,BA2105,Vpp,Vpp,honorer,7s,---,/V\.C/e\.'C/V\./(e)\,"FroissPoés, ballade 21, v. 5",VERB,honorer,10
202,32,6,",",",",BA2105,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 21, v. 5",PUNCT,",",9
203,33,1,amee,amee,BA2106,Vpp,Vpp,aimer,7s,---,/V\.'C/V\./(e)\,"FroissPoés, ballade 21, v. 6",VERB,aimer,10
204,33,2,et,et,BA2106,Crd,Crd,et,7s,---,/V\,"FroissPoés, ballade 21, v. 6",CCONJ,et,10
205,33,3,prisie,prisie,BA2106,Vpp,Vpp,priser,7s,---,C/V\.'C/V\./(e)\,"FroissPoés, ballade 21, v. 6",VERB,priser,10
206,33,4,ossi,ossi,BA2106,Adv,Adv,aussi,7s,---,/V\.'C/V\,"FroissPoés, ballade 21, v. 6",ADV,aussi,10
207,34,1,pour,pour,BA2107,Pre,Pre,pour,7s,---,C/V\,"FroissPoés, ballade 21, v. 7",ADP,pour,10
