wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,pos,lemma_ofl,lemma_score
512,80,3,coer,coer,BA2808,N,N,,7s,---,C/V\,"FroissPoés, ballade 28, v. 8",NOUN,coeur,8
513,80,4,adont,adont,BA2808,Adv,Adv,adonc,7s,---,/V\.'C/V\,"FroissPoés, ballade 28, v. 8",ADV,adonc,10
514,80,5,",",",",BA2808,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 8",PUNCT,",",9
515,81,1,dont,dont,BA2809,Qux,Qux,dont,7s,---,C/V\,"FroissPoés, ballade 28, v. 9",PRON,dont,10
516,81,2,quant,quant,BA2809,Sub,Sub,quand,7s,---,C/V\,"FroissPoés, ballade 28, v. 9",SCONJ,quand,10
517,81,3,ceste,ceste,BA2809,Dem,Dem,cist,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 28, v. 9",DET,cist,10
518,81,4,part,part,BA2809,N,N,,7s,---,C/V\,"FroissPoés, ballade 28, v. 9",NOUN,part,3
519,81,5,chemine,chemine,BA2809,Vfin,Vfin,cheminer,7s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 28, v. 9",VERB,cheminer,10
520,81,6,",",",",BA2809,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 9",PUNCT,",",9
521,82,1,de,de,BA2810,Pre,Pre,de,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 10",ADP,de,10
522,82,2,mi,mi,BA2810,Prn,Prn,moi,7s,---,C/V\,"FroissPoés, ballade 28, v. 10",PRON,moi,10
523,82,3,ne,ne,BA2810,Neg,Neg,ne,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 10",ADV,ne,10
524,82,4,sçai,sçai,BA2810,Vfin,Vfin,savoir,7s,---,C/V\,"FroissPoés, ballade 28, v. 10",VERB,savoir,10
525,82,5,qu',qu',BA2810,Qux,Qux,que,7s,---,C/\,"FroissPoés, ballade 28, v. 10",PRON,que,10
526,82,6,il,il,BA2810,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 28, v. 10",PRON,il,10
527,82,7,diront,diront,BA2810,Vfin,Vfin,dire,7s,---,C/V\.'C/V\,"FroissPoés, ballade 28, v. 10",VERB,dire,10
528,82,8,.,.,BA2810,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 10",PUNCT,.,9
529,83,1,d',d',BA2811,Pre,Pre,de,7s,---,C/\,"FroissPoés, ballade 28, v. 11",ADP,de,10
530,83,2,ire,ire,BA2811,N,N,,7s,---,'/V\.C/(e)\,"FroissPoés, ballade 28, v. 11",NOUN,ire,8
531,83,3,ont,ont,BA2811,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 28, v. 11",VERB,avoir,10
532,83,4,mon,mon,BA2811,Det,Det,mon,7s,---,C/V\,"FroissPoés, ballade 28, v. 11",DET,mon,10
533,83,5,coer,coer,BA2811,N,N,,7s,---,C/V\,"FroissPoés, ballade 28, v. 11",NOUN,coeur,8
534,83,6,reparti,reparti,BA2811,Vpp,Vpp,repartir,7s,---,C/V\.C/V\.'C/V\,"FroissPoés, ballade 28, v. 11",VERB,repartir,10
535,83,7,",",",",BA2811,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 11",PUNCT,",",9
536,84,1,ensi,ensi,BA2812,Adv,Adv,ainsi,7s,---,/V\.'C/V\,"FroissPoés, ballade 28, v. 12",ADV,ainsi,10
537,84,2,l',l',BA2812,Prn,Prn$$,le,7s,---,C/\,"FroissPoés, ballade 28, v. 12",PRON,le,10
538,84,3,ai,ai,BA2812,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 28, v. 12",VERB,avoir,10
539,84,4,je,je,BA2812,Prn,Prn%,je,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 12",PRON,je,10
540,84,5,mal,mal,BA2812,Adv,Adv,mal,7s,---,C/V\,"FroissPoés, ballade 28, v. 12",ADV,mal,10
541,84,6,parti,parti,BA2812,Vpp,Vpp,partir,7s,---,C/V\.'C/V\,"FroissPoés, ballade 28, v. 12",VERB,partir,10
542,84,7,.,.,BA2812,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 12",PUNCT,.,9
543,85,1,més,més,BA2813,Crd,Crd,mais,7s,---,C/V\,"FroissPoés, ballade 28, v. 13",CCONJ,mais,10
544,85,2,esperance,esperance,BA2813,N,N,,7s,---,/V\.C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 28, v. 13",NOUN,espérance,8
545,85,3,benigne,benigne,BA2813,Adj,Adj,,7s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 28, v. 13",ADJ,bénin,8
546,86,1,benignement,benignement,BA2814,Adv,Adv,,7s,---,C/V\.C/V\.C/e\.'C/V\,"FroissPoés, ballade 28, v. 14",ADV,bénignement,9
547,86,2,me,me,BA2814,Prn,Prn$$,me,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 14",PRON,me,10
548,86,3,semont,semont,BA2814,Vfin,Vfin,semondre,7s,---,C/V\.'C/V\,"FroissPoés, ballade 28, v. 14",VERB,semondre,10
549,86,4,",",",",BA2814,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 14",PUNCT,",",9
550,87,1,se,se,BA2815,Sub,Sub,si3,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 15",SCONJ,si,10
551,87,2,m',m',BA2815,Prn,Prn$$,me,7s,---,C/\,"FroissPoés, ballade 28, v. 15",PRON,me,10
552,87,3,ont,ont,BA2815,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 28, v. 15",VERB,avoir,10
553,87,4,chil,chil,BA2815,Dem,Dem,cil,7s,---,C/V\,"FroissPoés, ballade 28, v. 15",DET,cil,10
554,87,5,rai,rai,BA2815,N,N,,7s,---,C/V\,"FroissPoés, ballade 28, v. 15",NOUN,rai,8
555,87,6,qui,qui,BA2815,Qux,Qux,qui,7s,---,C/V\,"FroissPoés, ballade 28, v. 15",PRON,qui,10
556,87,7,sont,sont,BA2815,Vfin,Vfin,être,7s,---,C/V\,"FroissPoés, ballade 28, v. 15",VERB,être,10
557,87,8,digne,digne,BA2815,Adj,Adj,,7s,---,'C/V\.C/(e)\,"FroissPoés, ballade 28, v. 15",ADJ,digne,8
558,88,1,di,di,BA2816,N,N,,7s,---,C/V\,"FroissPoés, ballade 28, v. 16",NOUN,di,8
559,88,2,",",",",BA2816,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 16",PUNCT,",",9
560,88,3,ne,ne,BA2816,Neg,Neg,ne,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 16",ADV,ne,10
561,88,4,sçai,sçai,BA2816,Vfin,Vfin,savoir,7s,---,C/V\,"FroissPoés, ballade 28, v. 16",VERB,savoir,10
562,88,5,s',s',BA2816,Sub,Sub,si3,7s,---,C/\,"FroissPoés, ballade 28, v. 16",SCONJ,si,10
563,88,6,il,il,BA2816,Prn,Prn$,il,7s,---,/V\,"FroissPoés, ballade 28, v. 16",PRON,il,10
564,88,7,le,le,BA2816,Prn,Prn$$,le,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 16",PRON,le,10
565,88,8,tenront,tenront,BA2816,Vfin,Vfin,tenir,7s,---,C/V\.'C/V\,"FroissPoés, ballade 28, v. 16",VERB,tenir,10
566,88,9,:,:,BA2816,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 16",PUNCT,:,9
567,89,1,«,«,BA2817,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 17",PUNCT,«,9
568,89,2,tent,tent,BA2817,Vfin,Vfin,,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",VERB,tendre,3
569,89,3,",",",",BA2817,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 17",PUNCT,",",9
570,89,4,ront,ront,BA2817,Vfin,Vfin,rompre,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",VERB,rompre,10
571,89,5,",",",",BA2817,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 17",PUNCT,",",9
572,89,6,fet,fet,BA2817,Vfin,Vfin,faire,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",VERB,faire,10
573,89,7,tout,tout,BA2817,QIs,QIs,tout,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",PRON,tout,10
574,89,8,a,a,BA2817,Pre,Pre,à,7s,---,/V\,"FroissPoés, ballade 28, v. 17",ADP,à,10
575,89,9,par,par,BA2817,Pre,Pre,par,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",ADP,par,10
576,89,10,ti,ti,BA2817,Prn,Prn,toi,7s,---,C/V\,"FroissPoés, ballade 28, v. 17",PRON,toi,10
577,89,11,.,.,BA2817,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 17",PUNCT,.,9
578,89,12,»,»,BA2817,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 17",PUNCT,»,9
579,90,1,ensi,ensi,BA2818,Adv,Adv,ainsi,7s,---,/V\.'C/V\,"FroissPoés, ballade 28, v. 18",ADV,ainsi,10
580,90,2,l',l',BA2818,Prn,Prn$$,le,7s,---,C/\,"FroissPoés, ballade 28, v. 18",PRON,le,10
581,90,3,ai,ai,BA2818,Vfin,Vfin,avoir,7s,---,/V\,"FroissPoés, ballade 28, v. 18",VERB,avoir,10
582,90,4,je,je,BA2818,Prn,Prn%,je,7s,---,C/(e)\,"FroissPoés, ballade 28, v. 18",PRON,je,10
583,90,5,mal,mal,BA2818,Adv,Adv,mal,7s,---,C/V\,"FroissPoés, ballade 28, v. 18",ADV,mal,10
584,90,6,parti,parti,BA2818,Vpp,Vpp,partir,7s,---,C/V\.'C/V\,"FroissPoés, ballade 28, v. 18",VERB,partir,10
585,90,7,.,.,BA2818,Pnc,Pnc,,7s,---,,"FroissPoés, ballade 28, v. 18",PUNCT,.,9
586,91,1,sus,sus,BA1501,PrA,PrA,sus,8s,---,C/V\,"FroissPoés, ballade 15, v. 1",ADP,sus,10
587,91,2,rachine,rachine,BA1501,N,N,,8s,---,C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 1",NOUN,racine,6
588,91,3,de,de,BA1501,Pre,Pre,de,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 1",ADP,de,10
589,91,4,toute,toute,BA1501,QIs,QIs,tout,8s,---,'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 1",DET,tout,10
590,91,5,honneur,honneur,BA1501,N,N,,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 1",NOUN,honneur,8
591,92,1,se,se,BA1502,Prn,Prn$$,se,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 2",PRON,se,10
592,92,2,doit,doit,BA1502,Vfin,Vfin,devoir,8s,---,C/V\,"FroissPoés, ballade 15, v. 2",VERB,devoir,10
593,92,3,uns,uns,BA1502,QIs,QIs,un,8s,---,/V\,"FroissPoés, ballade 15, v. 2",DET,un,10
594,92,4,vrais,vrais,BA1502,Adj,Adj,vrai,8s,---,C/V\,"FroissPoés, ballade 15, v. 2",ADJ,vrai,10
595,92,5,amans,amans,BA1502,Vprs,Vprs,aimer,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 2",VERB,aimer,10
596,92,6,fonder,fonder,BA1502,Vinf,Vinf,fonder,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 2",VERB,fonder,10
597,92,7,",",",",BA1502,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 2",PUNCT,",",9
598,93,1,et,et,BA1503,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 3",CCONJ,et,10
599,93,2,recongnoistre,recongnoistre,BA1503,Vinf,Vinf,reconnaître,8s,---,C/V\.C/V\.'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 3",VERB,reconnaître,10
600,93,3,se,se,BA1503,Sub,Sub,si3,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 3",SCONJ,si,10
601,93,4,si,si,BA1503,Det,Det,son,8s,---,C/V\,"FroissPoés, ballade 15, v. 3",DET,son,10
602,93,5,meur,meur,BA1503,N,N,,8s,---,C/V\,"FroissPoés, ballade 15, v. 3",PROPN|NOUN,mûr,3
603,94,1,sont,sont,BA1504,Vfin,Vfin,être,8s,---,C/V\,"FroissPoés, ballade 15, v. 4",VERB,être,10
604,94,2,tel,tel,BA1504,Adj,Adj,tel,8s,---,C/V\,"FroissPoés, ballade 15, v. 4",ADJ,tel,10
605,94,3,qu',qu',BA1504,Sub,Sub,que,8s,---,C/\,"FroissPoés, ballade 15, v. 4",SCONJ,que,10
606,94,4,il,il,BA1504,Prn,Prn$,il,8s,---,/V\,"FroissPoés, ballade 15, v. 4",PRON,il,10
607,94,5,s',s',BA1504,Prn,Prn$$,se,8s,---,C/\,"FroissPoés, ballade 15, v. 4",PRON,se,10
608,94,6,en,en,BA1504,Prn,Prn$$,en,8s,---,/V\,"FroissPoés, ballade 15, v. 4",PRON,en,10
609,94,7,puist,puist,BA1504,Vfin,Vfin,pouvoir,8s,---,C/V\,"FroissPoés, ballade 15, v. 4",VERB,pouvoir,10
610,94,8,aquiter,aquiter,BA1504,Vinf,Vinf,acquitter,8s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 15, v. 4",VERB,acquitter,10
611,94,9,.,.,BA1504,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 4",PUNCT,.,9
612,95,1,et,et,BA1505,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 5",CCONJ,et,10
613,95,2,chils,chils,BA1505,Dem,Dem,cil,8s,---,C/V\,"FroissPoés, ballade 15, v. 5",PRON,cil,10
614,95,3,qui,qui,BA1505,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 5",PRON,qui,10
615,95,4,cuide,cuide,BA1505,Vfin,Vfin,cuider,8s,---,'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 5",VERB,cuider,10
616,95,5,avant,avant,BA1505,PrA,PrA,avant,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 5",ADV,avant,10
617,95,6,aler,aler,BA1505,Vinf,Vinf,aller,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 5",VERB,aller,10
618,95,7,",",",",BA1505,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 5",PUNCT,",",9
619,96,1,qui,qui,BA1506,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 6",PRON,qui,10
620,96,2,se,se,BA1506,Prn,Prn$$,se,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 6",PRON,se,10
621,96,3,voit,voit,BA1506,Vfin,Vfin,voir,8s,---,C/V\,"FroissPoés, ballade 15, v. 6",VERB,voir,10
622,96,4,ou,ou,BA1506,Crd,Crd,ou,8s,---,/V\,"FroissPoés, ballade 15, v. 6",CCONJ,ou,10
623,96,5,se,se,BA1506,Prn,Prn$$,se,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 6",PRON,se,10
624,96,6,sent,sent,BA1506,Vfin,Vfin,sentir,8s,---,C/V\,"FroissPoés, ballade 15, v. 6",VERB,sentir,10
625,96,7,meffés,meffés,BA1506,N,N,,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 6",NOUN,méfait,0
626,96,8,",",",",BA1506,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 6",PUNCT,",",9
627,97,1,si,si,BA1507,Det,Det,son,8s,---,C/V\,"FroissPoés, ballade 15, v. 7",DET,son,10
628,97,2,visce,visce,BA1507,N,N,,8s,---,'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 7",NOUN,vice,8
629,97,3,le,le,BA1507,Prn,Prn$$,le,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 7",PRON,le,10
630,97,4,font,font,BA1507,Vfin,Vfin,faire,8s,---,C/V\,"FroissPoés, ballade 15, v. 7",VERB,faire,10
631,97,5,reculer,reculer,BA1507,Vinf,Vinf,reculer,8s,---,C/V\.C/V\.'C/V\,"FroissPoés, ballade 15, v. 7",VERB,reculer,10
632,97,6,",",",",BA1507,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 7",PUNCT,",",9
633,98,1,car,car,BA1508,Crd,Crd,car,8s,---,C/V\,"FroissPoés, ballade 15, v. 8",CCONJ,car,10
634,98,2,tout,tout,BA1508,QIs,QIs,tout,8s,---,C/V\,"FroissPoés, ballade 15, v. 8",ADV,tout,10
635,98,3,vaint,vaint,BA1508,Vfin,Vfin,vaincre,8s,---,C/V\,"FroissPoés, ballade 15, v. 8",VERB,vaincre,10
636,98,4,coers,coers,BA1508,N,N,,8s,---,C/V\,"FroissPoés, ballade 15, v. 8",NOUN,coeur,8
637,98,5,qui,qui,BA1508,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 8",PRON,qui,10
638,98,6,est,est,BA1508,Vfin,Vfin,être,8s,---,/V\,"FroissPoés, ballade 15, v. 8",VERB,être,10
639,98,7,parfés,parfés,BA1508,Vpp,Vpp,parfaire,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 8",VERB,parfaire,10
640,98,8,.,.,BA1508,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 8",PUNCT,.,9
641,99,1,or,or,BA1509,Adv,Adv,or,8s,---,/V\,"FroissPoés, ballade 15, v. 9",ADV,or,10
642,99,2,me,me,BA1509,Prn,Prn$$,me,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 9",PRON,me,10
643,99,3,poroient,poroient,BA1509,Vfin,Vfin,pouvoir,8s,---,C/V\.'C/V\./e\,"FroissPoés, ballade 15, v. 9",VERB,pouvoir,10
644,99,4,li,li,BA1509,Det,Det,le,8s,---,C/V\,"FroissPoés, ballade 15, v. 9",DET,le,10
645,99,5,pluiseur,pluiseur,BA1509,QIs,QIs,plusieurs,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 9",PRON,plusieurs,10
646,100,1,raisonnablement,raisonnablement,BA1510,Adv,Adv,,8s,---,C/V\.C/V\.C/V\.C/e\.'C/V\,"FroissPoés, ballade 15, v. 10",ADV,raisonnablement,9
647,100,2,demander,demander,BA1510,Vinf,Vinf,demander,8s,---,C/V\.C/V\.'C/V\,"FroissPoés, ballade 15, v. 10",VERB,demander,10
648,101,1,comment,comment,BA1511,Qux,Qux,comment,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 11",ADV,comment,10
649,101,2,on,on,BA1511,Prn,Prn$,on,8s,---,/V\,"FroissPoés, ballade 15, v. 11",PRON,on,10
650,101,3,poroit,poroit,BA1511,Vfin,Vfin,pouvoir,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 11",VERB,pouvoir,10
651,101,4,toute,toute,BA1511,QIs,QIs,tout,8s,---,'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 11",DET,tout,10
652,101,5,erreur,erreur,BA1511,N,N,,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 11",NOUN,erreur,8
653,102,1,fuïr,fuïr,BA1512,Vinf,Vinf,fuir,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 12",VERB,fuir,10
654,102,2,et,et,BA1512,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 12",CCONJ,et,10
655,102,3,vertus,vertus,BA1512,N,N,,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 12",NOUN,vertu,8
656,102,4,empetrer,empetrer,BA1512,Vinf,Vinf,empétrer,8s,---,/V\.C/V\.'C/V\,"FroissPoés, ballade 15, v. 12",VERB,empétrer,10
657,102,5,",",",",BA1512,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 12",PUNCT,",",9
658,103,1,et,et,BA1513,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 13",CCONJ,et,10
659,103,2,j',j',BA1513,Prn,Prn$,je,8s,---,C/\,"FroissPoés, ballade 15, v. 13",PRON,je,10
660,103,3,en,en,BA1513,Prn,Prn$$,en,8s,---,/V\,"FroissPoés, ballade 15, v. 13",PRON,en,10
661,103,4,responderoie,responderoie,BA1513,Vfin,Vfin,répondre,8s,---,C/V\.C/V\.C/e\.'C/V\./(e)\,"FroissPoés, ballade 15, v. 13",VERB,répondre,10
662,103,5,au,au,BA1513,Pre+Det,Pre+Det,à.le,8s,---,/V\,"FroissPoés, ballade 15, v. 13",ADP.DET,à.le,10
663,103,6,cler,cler,BA1513,Adj,Adj,clair,8s,---,C/V\,"FroissPoés, ballade 15, v. 13",ADJ,clair,10
664,103,7,:,:,BA1513,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 13",PUNCT,:,9
665,104,1,par,par,BA1514,Pre,Pre,par,8s,---,C/V\,"FroissPoés, ballade 15, v. 14",ADP,par,10
666,104,2,estre,estre,BA1514,Vinf,Vinf,être,8s,---,'/V\.C/(e)\,"FroissPoés, ballade 15, v. 14",VERB,être,10
667,104,3,liés,liés,BA1514,Adj,Adj,lié,8s,---,C/V\,"FroissPoés, ballade 15, v. 14",ADJ,lié,10
668,104,4,",",",",BA1514,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 14",PUNCT,",",9
669,104,5,jolis,jolis,BA1514,Adj,Adj,,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 14",ADJ,jouille,-10
670,104,6,et,et,BA1514,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 14",CCONJ,et,10
671,104,7,gés,gés,BA1514,Adj,Adj,,8s,---,C/V\,"FroissPoés, ballade 15, v. 14",ADJ,gai,5
672,105,1,et,et,BA1515,Crd,Crd,et,8s,---,/V\,"FroissPoés, ballade 15, v. 15",CCONJ,et,10
673,105,2,avoir,avoir,BA1515,Vinf,Vinf,avoir,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 15",VERB,avoir,10
674,105,3,grasce,grasce,BA1515,N,N,,8s,---,'C/V\.C/(e)\,"FroissPoés, ballade 15, v. 15",NOUN,grâce,8
675,105,4,de,de,BA1515,Pre,Pre,de,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 15",ADP,de,10
676,105,5,donner,donner,BA1515,Vinf,Vinf,donner,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 15",VERB,donner,10
677,105,6,",",",",BA1515,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 15",PUNCT,",",9
678,106,1,car,car,BA1516,Crd,Crd,car,8s,---,C/V\,"FroissPoés, ballade 15, v. 16",CCONJ,car,10
679,106,2,tout,tout,BA1516,QIs,QIs,tout,8s,---,C/V\,"FroissPoés, ballade 15, v. 16",ADV,tout,10
680,106,3,vaint,vaint,BA1516,Vfin,Vfin,vaincre,8s,---,C/V\,"FroissPoés, ballade 15, v. 16",VERB,vaincre,10
681,106,4,coers,coers,BA1516,N,N,,8s,---,C/V\,"FroissPoés, ballade 15, v. 16",NOUN,coeur,8
682,106,5,qui,qui,BA1516,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 16",PRON,qui,10
683,106,6,est,est,BA1516,Vfin,Vfin,être,8s,---,/V\,"FroissPoés, ballade 15, v. 16",VERB,être,10
684,106,7,parfés,parfés,BA1516,Vpp,Vpp,parfaire,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 16",VERB,parfaire,10
685,106,8,.,.,BA1516,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 16",PUNCT,.,9
686,107,1,ja,ja,BA1517,Adv,Adv,jà,8s,---,C/V\,"FroissPoés, ballade 15, v. 17",ADV,jà,10
687,107,2,villain,villain,BA1517,Adj,Adj,vilain,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 17",ADJ,vilain,10
688,107,3,ne,ne,BA1517,Crd,Crd,ne2,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 17",CCONJ,ne,10
689,107,4,aver,aver,BA1517,Adj,Adj,,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 17",ADJ,avare,5
690,107,5,dou,dou,BA1517,Pre+Det,Pre+Det,de.le,8s,---,C/V\,"FroissPoés, ballade 15, v. 17",ADP.DET,de.le,10
691,107,6,leur,leur,BA1517,Adj,Adj,leur,8s,---,C/V\,"FroissPoés, ballade 15, v. 17",ADJ,leur,10
692,108,1,ne,ne,BA1518,Neg,Neg,ne,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 18",ADV,ne,10
693,108,2,se,se,BA1518,Prn,Prn$$,se,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 18",PRON,se,10
694,108,3,saront,saront,BA1518,Vfin,Vfin,,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 18",VERB,savoir,3
695,108,4,si,si,BA1518,Adv,Adv,si,8s,---,C/V\,"FroissPoés, ballade 15, v. 18",ADV,si,10
696,108,5,bien,bien,BA1518,Adv,Adv,bien,8s,---,C/V\,"FroissPoés, ballade 15, v. 18",ADV,bien,10
697,108,6,rieuler,rieuler,BA1518,Vinf,Vinf,régler,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 18",VERB,régler,10
698,109,1,qu',qu',BA1519,Sub,Sub,que,8s,---,C/\,"FroissPoés, ballade 15, v. 19",SCONJ,que,10
699,109,2,il,il,BA1519,Prn,Prn$,il,8s,---,/V\,"FroissPoés, ballade 15, v. 19",PRON,il,10
700,109,3,recongnoissent,recongnoissent,BA1519,Vfin,Vfin,reconnaître,8s,---,C/V\.C/V\.'C/V\.C/e\,"FroissPoés, ballade 15, v. 19",VERB,reconnaître,10
701,109,4,le,le,BA1519,Det,Det,le,8s,---,C/(e)\,"FroissPoés, ballade 15, v. 19",DET,le,10
702,109,5,douceur,douceur,BA1519,N,N,,8s,---,C/V\.'C/V\,"FroissPoés, ballade 15, v. 19",NOUN,douceur,8
703,110,1,des,des,BA1520,Pre+Det,Pre+Det,de.le,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",ADP.DET,de.le,10
704,110,2,biens,biens,BA1520,N,N,bien,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",NOUN,bien,10
705,110,3,d',d',BA1520,Pre,Pre,de,8s,---,C/\,"FroissPoés, ballade 15, v. 20",ADP,de,10
706,110,4,amours,amours,BA1520,N,N,,8s,---,/V\.'C/V\,"FroissPoés, ballade 15, v. 20",NOUN,amour,8
707,110,5,",",",",BA1520,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 20",PUNCT,",",9
708,110,6,qui,qui,BA1520,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",PRON,qui,10
709,110,7,sont,sont,BA1520,Vfin,Vfin,être,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",VERB,être,10
710,110,8,sans,sans,BA1520,Pre,Pre,sans,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",ADP,sans,10
711,110,9,per,per,BA1520,N,N,,8s,---,C/V\,"FroissPoés, ballade 15, v. 20",NOUN,pair,3
712,110,10,;,;,BA1520,Pnc,Pnc,,8s,---,,"FroissPoés, ballade 15, v. 20",PUNCT,;,3
713,111,1,car,car,BA1521,Crd,Crd,car,8s,---,C/V\,"FroissPoés, ballade 15, v. 21",CCONJ,car,10
714,111,2,coers,coers,BA1521,N,N,,8s,---,C/V\,"FroissPoés, ballade 15, v. 21",NOUN,coeur,8
715,111,3,qui,qui,BA1521,Qux,Qux,qui,8s,---,C/V\,"FroissPoés, ballade 15, v. 21",PRON,qui,10
