wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref,pos,lemma_ofl,lemma_score
1,1,1,oliver,oliver,1017,N,N,,/V\.C/V\.'C/V\,"Rol, v. 1017",NOUN,olivier,8
2,1,2,est,est,1017,Vfin,Vfin,être,/V\,"Rol, v. 1017",VERB,être,10
3,1,3,desur,desur,1017,PrA,PrA,dessur,C/V\.'C/V\,"Rol, v. 1017",ADP,dessur,10
4,1,4,un,un,1017,QIs,QIs,un,/V\,"Rol, v. 1017",DET,un,10
5,1,5,pui,pui,1017,N,N,,C/V\,"Rol, v. 1017",NOUN,puy,8
6,2,1,guardet,guardet,1018,Vfin,Vfin,garder,'C/V\.C/(e)\,"Rol, v. 1018",VERB,garder,10
7,2,2,su,su,1018,PrA,PrA,sus,C/V\,"Rol, v. 1018",ADP,sus,10
8,2,3,destre,destre,1018,Adj,Adj,dextre,'C/V\.C/(e)\,"Rol, v. 1018",ADJ,dextre,10
9,2,4,par,par,1018,Pre,Pre,par,C/V\,"Rol, v. 1018",ADP,par,10
10,2,5,mi,mi,1018,N,N,,C/V\,"Rol, v. 1018",NOUN,mi,8
11,2,6,un,un,1018,QIs,QIs,un,/V\,"Rol, v. 1018",DET,un,10
12,2,7,val,val,1018,N,N,,C/V\,"Rol, v. 1018",NOUN,val,8
13,2,8,herbus,herbus,1018,Adj,Adj,,C/V\.'C/V\,"Rol, v. 1018",ADJ,herbu,9
14,2,9,",",",",1018,Pnc,Pnc,,,"Rol, v. 1018",PUNCT,",",9
15,3,1,si,si,1019,Adv,Adv,si,C/V\,"Rol, v. 1019",ADV,si,10
16,3,2,veit,veit,1019,Vfin,Vfin,voir,C/V\,"Rol, v. 1019",VERB,voir,10
17,3,3,venir,venir,1019,Vinf,Vinf,venir,C/V\.'C/V\,"Rol, v. 1019",VERB,venir,10
18,3,4,cele,cele,1019,Dem,Dem,cil,'C/V\.C/(e)\,"Rol, v. 1019",DET,cil,10
19,3,5,gent,gent,1019,N,N,,C/V\,"Rol, v. 1019",NOUN,gent,3
20,3,6,paienur,paienur,1019,Adj,Adj,,C/V\.C/e\.'C/V\,"Rol, v. 1019",ADJ,païenor,9
21,3,7,",",",",1019,Pnc,Pnc,,,"Rol, v. 1019",PUNCT,",",9
22,4,1,sin,sin,1020,Adv+Prn,Adv+Prn$$,si.en,C/V\,"Rol, v. 1020",ADV.PRON,si.en,10
23,4,2,apelat,apelat,1020,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,"Rol, v. 1020",VERB,appeler,10
24,4,3,rollant,rollant,1020,N,N,,C/V\.'C/V\,"Rol, v. 1020",PROPN|NOUN,Roland,5
25,4,4,",",",",1020,Pnc,Pnc,,,"Rol, v. 1020",PUNCT,",",9
26,4,5,sun,sun,1020,Det,Det,son,C/V\,"Rol, v. 1020",DET,son,10
27,4,6,cumpaignun,cumpaignun,1020,N,N,,C/V\.C/V\.'C/V\,"Rol, v. 1020",NOUN,compagnon,9
28,4,7,:,:,1020,Pnc,Pnc,,,"Rol, v. 1020",PUNCT,:,9
29,5,1,"""","""",1021,Pnc,Pnc,,,"Rol, v. 1021",PUNCT,"""",9
30,5,2,devers,devers,1021,PrA,PrA,devers,C/V\.'C/V\,"Rol, v. 1021",ADP,devers,10
31,5,3,espaigne,espaigne,1021,N,N,,/V\.'C/V\.C/(e)\,"Rol, v. 1021",NOUN,Espagne,5
32,5,4,vei,vei,1021,Vfin,Vfin,voir,C/V\,"Rol, v. 1021",VERB,voir,10
33,5,5,venir,venir,1021,Vinf,Vinf,venir,C/V\.'C/V\,"Rol, v. 1021",VERB,venir,10
34,5,6,tel,tel,1021,Adj,Adj,tel,C/V\,"Rol, v. 1021",ADJ,tel,10
35,5,7,bruur,bruur,1021,N,N,,C/V\.'C/V\,"Rol, v. 1021",NOUN,bruior,9
36,5,8,",",",",1021,Pnc,Pnc,,,"Rol, v. 1021",PUNCT,",",9
37,6,1,tanz,tanz,1022,QIs,QIs,tant,C/V\,"Rol, v. 1022",DET,tant,10
38,6,2,blancs,blancs,1022,Adj,Adj,blanc,C/V\,"Rol, v. 1022",ADJ,blanc,10
39,6,3,osbercs,osbercs,1022,N,N,,/V\.'C/V\,"Rol, v. 1022",NOUN,haubert,9
40,6,4,",",",",1022,Pnc,Pnc,,,"Rol, v. 1022",PUNCT,",",9
41,6,5,tanz,tanz,1022,QIs,QIs,tant,C/V\,"Rol, v. 1022",DET,tant,10
42,6,6,elmes,elmes,1022,N,N,,'/V\.C/e\,"Rol, v. 1022",NOUN,heaume,8
43,6,7,flambius,flambius,1022,Adj,Adj,,C/V\.C/V\.'C/V\,"Rol, v. 1022",ADJ,flambïos,9
44,6,8,!,!,1022,Pnc,Pnc,,,"Rol, v. 1022",PUNCT,!,9
45,7,1,icist,icist,1023,Dem,Dem,cist,/V\.'C/V\,"Rol, v. 1023",PRON,cist,10
46,7,2,ferunt,ferunt,1023,Vfin,Vfin,faire,C/V\.'C/V\,"Rol, v. 1023",VERB,faire,10
47,7,3,nos,nos,1023,Det,Det,notre,C/V\,"Rol, v. 1023",DET,notre,10
48,7,4,franceis,franceis,1023,Adj,Adj,français,C/V\.'C/V\,"Rol, v. 1023",ADJ,français,10
49,7,5,grant,grant,1023,Adj,Adj,grand,C/V\,"Rol, v. 1023",ADJ,grand,10
50,7,6,irur,irur,1023,N,N,,/V\.'C/V\,"Rol, v. 1023",NOUN,ireur,9
51,7,7,.,.,1023,Pnc,Pnc,,,"Rol, v. 1023",PUNCT,.,9
52,8,1,guenes,guenes,1024,N,N,,'C/V\.C/e\,"Rol, v. 1024",PROPN|NOUN,gent,0
53,8,2,le,le,1024,Prn,Prn$$,le,C/(e)\,"Rol, v. 1024",PRON,le,10
54,8,3,sout,sout,1024,Vfin,Vfin,savoir,C/V\,"Rol, v. 1024",VERB,savoir,10
55,8,4,",",",",1024,Pnc,Pnc,,,"Rol, v. 1024",PUNCT,",",9
56,8,5,li,li,1024,Det,Det,le,C/V\,"Rol, v. 1024",DET,le,10
57,8,6,fel,fel,1024,Adj,Adj,félon,C/V\,"Rol, v. 1024",ADJ,félon,10
58,8,7,",",",",1024,Pnc,Pnc,,,"Rol, v. 1024",PUNCT,",",9
59,8,8,li,li,1024,Det,Det,le,C/V\,"Rol, v. 1024",DET,le,10
60,8,9,traitur,traitur,1024,N,N,,C/V\.C/V\.'C/V\,"Rol, v. 1024",NOUN,traître,9
61,8,10,",",",",1024,Pnc,Pnc,,,"Rol, v. 1024",PUNCT,",",9
62,9,1,ki,ki,1025,Qux,Qux,qui,C/V\,"Rol, v. 1025",PRON,qui,10
63,9,2,nus,nus,1025,Prn,Prn$$,nous,C/V\,"Rol, v. 1025",PRON,nous,10
64,9,3,jugat,jugat,1025,Vfin,Vfin,,C/V\.'C/V\,"Rol, v. 1025",VERB,juger,9
65,9,4,devant,devant,1025,PrA,PrA,devant,C/V\.'C/V\,"Rol, v. 1025",ADP,devant,10
66,9,5,l',l',1025,Det,Det,le,C/\,"Rol, v. 1025",DET,le,10
67,9,6,empereur,empereur,1025,N,N,,/V\.C/V\.C/(V)\.'/V\,"Rol, v. 1025",NOUN,empereur,8
68,9,7,.,.,1025,Pnc,Pnc,,,"Rol, v. 1025",PUNCT,.,9
69,10,1,-,-,1026,Pnc,Pnc,,,"Rol, v. 1026",PUNCT,-,9
70,10,2,tais,tais,1026,Vfin,Vfin,taire,C/V\,"Rol, v. 1026",VERB,taire,10
71,10,3,",",",",1026,Pnc,Pnc,,,"Rol, v. 1026",PUNCT,",",9
72,10,4,oliver,oliver,1026,N,N,,/V\.C/V\.'C/V\,"Rol, v. 1026",NOUN,olivier,8
73,10,5,",",",",1026,Pnc,Pnc,,,"Rol, v. 1026",PUNCT,",",9
74,10,6,li,li,1026,Det,Det,le,C/V\,"Rol, v. 1026",DET,le,10
75,10,7,quens,quens,1026,N,N,,C/V\,"Rol, v. 1026",NOUN,comte,8
76,10,8,rollant,rollant,1026,N,N,,C/V\.'C/V\,"Rol, v. 1026",PROPN|NOUN,Roland,5
77,10,9,respunt,respunt,1026,Vfin,Vfin,répondre,C/V\.'C/V\,"Rol, v. 1026",VERB,répondre,10
78,10,10,",",",",1026,Pnc,Pnc,,,"Rol, v. 1026",PUNCT,",",9
79,11,1,mis,mis,1027,Det,Det,mon,C/V\,"Rol, v. 1027",DET,mon,10
80,11,2,parrastre,parrastre,1027,N,N,,C/V\.'C/V\.C/(e)\,"Rol, v. 1027",NOUN,parâtre,9
81,11,3,est,est,1027,Vfin,Vfin,être,/V\,"Rol, v. 1027",VERB,être,10
82,11,4,",",",",1027,Pnc,Pnc,,,"Rol, v. 1027",PUNCT,",",9
83,11,5,ne,ne,1027,Neg,Neg$$,ne,C/(e)\,"Rol, v. 1027",ADV,ne,10
84,11,6,voeill,voeill,1027,Vfin,Vfin,vouloir,C/V\,"Rol, v. 1027",VERB,vouloir,10
85,11,7,que,que,1027,Sub,Sub,que,C/(e)\,"Rol, v. 1027",SCONJ,que,10
86,11,8,mot,mot,1027,N,N,,C/V\,"Rol, v. 1027",NOUN,mot,8
87,11,9,en,en,1027,Prn,Prn$$,en,/V\,"Rol, v. 1027",PRON,en,10
88,11,10,suns,suns,1027,Vfin,Vfin,être,C/V\,"Rol, v. 1027",VERB,être,10
89,11,11,.,.,1027,Pnc,Pnc,,,"Rol, v. 1027",PUNCT,.,9
90,11,12,"""","""",1027,Pnc,Pnc,,,"Rol, v. 1027",PUNCT,"""",9
91,12,1,oliver,oliver,1028,N,N,,/V\.C/V\.'C/V\,"Rol, v. 1028",NOUN,olivier,8
92,12,2,est,est,1028,Vfin,Vfin,être,/V\,"Rol, v. 1028",VERB,être,10
93,12,3,desur,desur,1028,PrA,PrA,dessur,C/V\.'C/V\,"Rol, v. 1028",ADP,dessur,10
94,12,4,un,un,1028,QIs,QIs,un,/V\,"Rol, v. 1028",DET,un,10
95,12,5,pui,pui,1028,N,N,,C/V\,"Rol, v. 1028",NOUN,puy,8
96,12,6,muntét,muntét,1028,Vpp,Vpp,monter,C/V\.'C/V\,"Rol, v. 1028",VERB,monter,10
97,12,7,.,.,1028,Pnc,Pnc,,,"Rol, v. 1028",PUNCT,.,9
98,13,1,or,or,1029,Adv,Adv,or,/V\,"Rol, v. 1029",ADV,or,10
99,13,2,veit,veit,1029,Vfin,Vfin,voir,C/V\,"Rol, v. 1029",VERB,voir,10
100,13,3,il,il,1029,Prn,Prn%,il,/V\,"Rol, v. 1029",PRON,il,10
101,13,4,ben,ben,1029,Adv,Adv,bien,C/V\,"Rol, v. 1029",ADV,bien,10
102,13,5,d',d',1029,Pre,Pre,de,C/\,"Rol, v. 1029",ADP,de,10
103,13,6,espaigne,espaigne,1029,N,N,,/V\.'C/V\.C/(e)\,"Rol, v. 1029",NOUN,Espagne,5
104,13,7,le,le,1029,Prn,Prn$$,le,C/(e)\,"Rol, v. 1029",PRON,le,10
105,13,8,regnét,regnét,1029,N,N,,C/V\.'C/V\,"Rol, v. 1029",NOUN,régné,8
106,14,1,e,e,1030,Crd,Crd,et,/V\,"Rol, v. 1030",CCONJ,et,10
107,14,2,sarrazins,sarrazins,1030,N,N,,C/V\.C/V\.'C/V\,"Rol, v. 1030",PROPN|NOUN,sarrasin,3
108,14,3,",",",",1030,Pnc,Pnc,,,"Rol, v. 1030",PUNCT,",",9
109,14,4,ki,ki,1030,Qux,Qux,qui,C/V\,"Rol, v. 1030",PRON,qui,10
110,14,5,tant,tant,1030,QIs,QIs,tant,C/V\,"Rol, v. 1030",ADV,tant,10
111,14,6,sunt,sunt,1030,Vfin,Vfin,être,C/V\,"Rol, v. 1030",VERB,être,10
112,14,7,asemblez,asemblez,1030,Vpp,Vpp,assembler,/V\.C/V\.'C/V\,"Rol, v. 1030",VERB,assembler,10
113,14,8,.,.,1030,Pnc,Pnc,,,"Rol, v. 1030",PUNCT,.,9
114,15,1,luisent,luisent,1031,Vfin,Vfin,luire,'C/V\.C/e\,"Rol, v. 1031",VERB,luire,10
115,15,2,cil,cil,1031,Dem,Dem,cil,C/V\,"Rol, v. 1031",DET,cil,10
116,15,3,elme,elme,1031,N,N,,'/V\.C/(e)\,"Rol, v. 1031",NOUN,heaume,8
117,15,4,",",",",1031,Pnc,Pnc,,,"Rol, v. 1031",PUNCT,",",9
118,15,5,ki,ki,1031,Qux,Qux,qui,C/V\,"Rol, v. 1031",PRON,qui,10
119,15,6,ad,ad,1031,Vfin,Vfin,avoir,/V\,"Rol, v. 1031",VERB,avoir,10
120,15,7,or,or,1031,N,N,,/V\,"Rol, v. 1031",NOUN,or,8
121,15,8,sunt,sunt,1031,Vfin,Vfin,être,C/V\,"Rol, v. 1031",VERB,être,10
122,15,9,gemmez,gemmez,1031,Vpp,Vpp,,C/V\.'C/V\,"Rol, v. 1031",VERB,gemmer,8
123,15,10,",",",",1031,Pnc,Pnc,,,"Rol, v. 1031",PUNCT,",",9
124,16,1,e,e,1032,Crd,Crd,et,/V\,"Rol, v. 1032",CCONJ,et,10
125,16,2,cil,cil,1032,Dem,Dem,cil,C/V\,"Rol, v. 1032",DET,cil,10
126,16,3,escuz,escuz,1032,N,N,,/V\.'C/V\,"Rol, v. 1032",NOUN,écu,8
127,16,4,e,e,1032,Crd,Crd,et,/V\,"Rol, v. 1032",CCONJ,et,10
128,16,5,cil,cil,1032,Dem,Dem,cil,C/V\,"Rol, v. 1032",DET,cil,10
129,16,6,osbercs,osbercs,1032,N,N,,/V\.'C/V\,"Rol, v. 1032",NOUN,haubert,9
130,16,7,safrez,safrez,1032,Vpp,Vpp,,C/V\.'C/V\,"Rol, v. 1032",VERB,safrer,8
131,16,8,",",",",1032,Pnc,Pnc,,,"Rol, v. 1032",PUNCT,",",9
132,17,1,e,e,1033,Crd,Crd,et,/V\,"Rol, v. 1033",CCONJ,et,10
133,17,2,cil,cil,1033,Dem,Dem,cil,C/V\,"Rol, v. 1033",DET,cil,10
134,17,3,espiez,espiez,1033,N,N,,/V\.C/<V>\.'/V\,"Rol, v. 1033",NOUN,espiet,3
135,17,4,",",",",1033,Pnc,Pnc,,,"Rol, v. 1033",PUNCT,",",9
136,17,5,cil,cil,1033,Dem,Dem,cil,C/V\,"Rol, v. 1033",DET,cil,10
137,17,6,gunfanum,gunfanum,1033,N,N,,C/V\.C/V\.'C/V\,"Rol, v. 1033",NOUN,gonfalon,9
138,17,7,fermez,fermez,1033,Vpp,Vpp,fermer,C/V\.'C/V\,"Rol, v. 1033",VERB,fermer,10
139,17,8,.,.,1033,Pnc,Pnc,,,"Rol, v. 1033",PUNCT,.,9
140,18,1,sul,sul,1034,Adv,Adv,seul,C/V\,"Rol, v. 1034",ADV,seul,10
141,18,2,les,les,1034,Det,Det,le,C/V\,"Rol, v. 1034",DET,le,10
142,18,3,escheles,escheles,1034,N,N,,/V\.'C/V\.C/e\,"Rol, v. 1034",NOUN,eschelle,3
143,18,4,ne,ne,1034,Neg,Neg$$,ne,C/(e)\,"Rol, v. 1034",ADV,ne,10
144,18,5,poet,poet,1034,Vfin,Vfin,pouvoir,C/V\,"Rol, v. 1034",VERB,pouvoir,10
145,18,6,il,il,1034,Prn,Prn%,il,/V\,"Rol, v. 1034",PRON,il,10
146,18,7,acunter,acunter,1034,Vinf,Vinf,,/V\.C/V\.'C/V\,"Rol, v. 1034",VERB,acompter,9
147,18,8,:,:,1034,Pnc,Pnc,,,"Rol, v. 1034",PUNCT,:,9
148,19,1,tant,tant,1035,QIs,QIs,tant,C/V\,"Rol, v. 1035",ADV,tant,10
149,19,2,en,en,1035,Prn,Prn$$,en,/V\,"Rol, v. 1035",PRON,en,10
150,19,3,i,i,1035,Prn,Prn$$,y,/V\,"Rol, v. 1035",PRON,y,10
151,19,4,ad,ad,1035,Vfin,Vfin,avoir,/V\,"Rol, v. 1035",VERB,avoir,10
152,19,5,que,que,1035,Sub,Sub,que,C/(e)\,"Rol, v. 1035",SCONJ,que,10
153,19,6,mesure,mesure,1035,N,N,,C/V\.'C/V\.C/(e)\,"Rol, v. 1035",NOUN,mesure,8
154,19,7,n',n',1035,Neg,Neg$$,ne,C/\,"Rol, v. 1035",ADV,ne,10
155,19,8,en,en,1035,Prn,Prn$$,en,/V\,"Rol, v. 1035",PRON,en,10
156,19,9,set,set,1035,Vfin,Vfin,savoir,C/V\,"Rol, v. 1035",VERB,savoir,10
157,19,10,;,;,1035,Pnc,Pnc,,,"Rol, v. 1035",PUNCT,;,3
158,20,1,e,e,1036,Crd,Crd,et,/V\,"Rol, v. 1036",CCONJ,et,10
159,20,2,lui,lui,1036,Prn,Prn,lui,C/V\,"Rol, v. 1036",PRON,lui,10
160,20,3,meisme,meisme,1036,Adv,Adv,même,C/(V)\.'/V\.C/(e)\,"Rol, v. 1036",ADV,même,10
161,20,4,en,en,1036,Prn,Prn$$,en,/V\,"Rol, v. 1036",PRON,en,10
162,20,5,est,est,1036,Vfin,Vfin,être,/V\,"Rol, v. 1036",VERB,être,10
163,20,6,mult,mult,1036,QIs,QIs,moult,C/V\,"Rol, v. 1036",ADV,moult,10
164,20,7,esguarét,esguarét,1036,Vpp,Vpp,,/V\.C/V\.'C/V\,"Rol, v. 1036",VERB,égarer,0
165,20,8,.,.,1036,Pnc,Pnc,,,"Rol, v. 1036",PUNCT,.,9
166,21,1,cum,cum,1037,Sub,Sub,comme,C/V\,"Rol, v. 1037",SCONJ,comme,10
167,21,2,il,il,1037,Prn,Prn,il,/V\,"Rol, v. 1037",PRON,il,10
168,21,3,einz,einz,1037,Adv,Adv,onques,/V\,"Rol, v. 1037",ADV,onques,10
169,21,4,pout,pout,1037,Vfin,Vfin,pouvoir,C/V\,"Rol, v. 1037",VERB,pouvoir,10
170,21,5,",",",",1037,Pnc,Pnc,,,"Rol, v. 1037",PUNCT,",",9
171,21,6,del,del,1037,Pre+Det,Pre+Det,de.le,C/V\,"Rol, v. 1037",ADP.DET,de.le,10
172,21,7,pui,pui,1037,N,N,,C/V\,"Rol, v. 1037",NOUN,puy,8
173,21,8,est,est,1037,Vfin,Vfin,être,/V\,"Rol, v. 1037",VERB,être,10
174,21,9,avalét,avalét,1037,Vpp,Vpp,,/V\.C/V\.'C/V\,"Rol, v. 1037",VERB,avaler,0
175,21,10,",",",",1037,Pnc,Pnc,,,"Rol, v. 1037",PUNCT,",",9
176,22,1,vint,vint,1038,Vfin,Vfin,venir,C/V\,"Rol, v. 1038",VERB,venir,10
177,22,2,as,as,1038,Pre+Det,Pre+Det,à.le,/V\,"Rol, v. 1038",ADP.DET,à.le,10
178,22,3,franceis,franceis,1038,Adj,Adj,français,C/V\.'C/V\,"Rol, v. 1038",ADJ,français,10
179,22,4,",",",",1038,Pnc,Pnc,,,"Rol, v. 1038",PUNCT,",",9
180,22,5,tut,tut,1038,QIs,QIs,tout,C/V\,"Rol, v. 1038",PRON,tout,10
181,22,6,lur,lur,1038,Prn,Prn$$,leur,C/V\,"Rol, v. 1038",PRON,leur,10
182,22,7,ad,ad,1038,Vfin,Vfin,avoir,/V\,"Rol, v. 1038",VERB,avoir,10
183,22,8,acuntét,acuntét,1038,Vpp,Vpp,,/V\.C/V\.'C/V\,"Rol, v. 1038",VERB,acompter,0
184,22,9,.,.,1038,Pnc,Pnc,,,"Rol, v. 1038",PUNCT,.,9
185,23,1,dist,dist,1039,Vfin,Vfin,dire,C/V\,"Rol, v. 1039",VERB,dire,10
186,23,2,oliver,oliver,1039,N,N,,/V\.C/V\.'C/V\,"Rol, v. 1039",PROPN|NOUN,olivier,3
187,23,3,:,:,1039,Pnc,Pnc,,,"Rol, v. 1039",PUNCT,:,9
188,23,4,"""","""",1039,Pnc,Pnc,,,"Rol, v. 1039",PUNCT,"""",9
189,23,5,jo,jo,1039,Prn,Prn$,je,C/V\,"Rol, v. 1039",PRON,je,10
190,23,6,ai,ai,1039,Vfin,Vfin,avoir,/V\,"Rol, v. 1039",VERB,avoir,10
191,23,7,paiens,paiens,1039,N,N,,C/V\.'C/V\,"Rol, v. 1039",NOUN,païen,8
192,23,8,veüz,veüz,1039,Vpp,Vpp,voir,C/(V)\.'/V\,"Rol, v. 1039",VERB,voir,10
193,23,9,:,:,1039,Pnc,Pnc,,,"Rol, v. 1039",PUNCT,:,9
194,24,1,unc,unc,1040,Adv,Adv,onques,/V\,"Rol, v. 1040",ADV,onques,10
195,24,2,mais,mais,1040,Adv,Adv,mais,C/V\,"Rol, v. 1040",ADV,mais,10
196,24,3,nuls,nuls,1040,QIs,QIs,nul,C/V\,"Rol, v. 1040",DET,nul,10
197,24,4,hom,hom,1040,N,N,,/V\,"Rol, v. 1040",NOUN,homme,8
198,24,5,en,en,1040,Pre,Pre,en,/V\,"Rol, v. 1040",ADP,en,10
199,24,6,tere,tere,1040,N,N,,'C/V\.C/(e)\,"Rol, v. 1040",NOUN,terre,8
200,24,7,n',n',1040,Neg,Neg$$,ne,C/\,"Rol, v. 1040",ADV,ne,10
201,24,8,en,en,1040,Prn,Prn$$,en,/V\,"Rol, v. 1040",PRON,en,10
202,24,9,vit,vit,1040,Vfin,Vfin,voir,C/V\,"Rol, v. 1040",VERB,voir,10
203,24,10,plus,plus,1040,Adv,Adv,plus,C/V\,"Rol, v. 1040",ADV,plus,10
204,24,11,.,.,1040,Pnc,Pnc,,,"Rol, v. 1040",PUNCT,.,9
205,25,1,cil,cil,1041,Dem,Dem,cil,C/V\,"Rol, v. 1041",PRON,cil,10
206,25,2,devant,devant,1041,PrA,PrA,devant,C/V\.'C/V\,"Rol, v. 1041",ADV,devant,10
207,25,3,sunt,sunt,1041,Vfin,Vfin,être,C/V\,"Rol, v. 1041",VERB,être,10
208,25,4,.c.,.c.,1041,QIs,QIs,cent,C/V\,"Rol, v. 1041",NUM,cent,10
209,25,5,milie,milie,1041,QIs,QIs,mille,'C/V\./(e)\,"Rol, v. 1041",NUM,mille,10
210,25,6,ad,ad,1041,Pre,Pre,à,/V\,"Rol, v. 1041",ADP,à,10
211,25,7,escuz,escuz,1041,N,N,,/V\.'C/V\,"Rol, v. 1041",NOUN,écu,8
212,25,8,",",",",1041,Pnc,Pnc,,,"Rol, v. 1041",PUNCT,",",9
213,26,1,helmes,helmes,1042,N,N,,'C/V\.C/e\,"Rol, v. 1042",NOUN,heaume,9
214,26,2,laciez,laciez,1042,Vpp,Vpp,,C/V\.'C/V\,"Rol, v. 1042",VERB,lacer,9
215,26,3,e,e,1042,Crd,Crd,et,/V\,"Rol, v. 1042",CCONJ,et,10
216,26,4,blancs,blancs,1042,Adj,Adj,blanc,C/V\,"Rol, v. 1042",ADJ,blanc,10
217,26,5,osbercs,osbercs,1042,N,N,,/V\.'C/V\,"Rol, v. 1042",NOUN,haubert,9
218,26,6,vestuz,vestuz,1042,Vpp,Vpp,vêtir,C/V\.'C/V\,"Rol, v. 1042",VERB,vêtir,10
219,26,7,;,;,1042,Pnc,Pnc,,,"Rol, v. 1042",PUNCT,;,3
220,27,1,dreites,dreites,1043,Adj,Adj,droit,'C/V\.C/e\,"Rol, v. 1043",ADJ,droit,10
221,27,2,cez,cez,1043,Dem,Dem,cist,C/V\,"Rol, v. 1043",DET,cist,10
222,27,3,hanstes,hanstes,1043,N,N,,'C/V\.C/e\,"Rol, v. 1043",NOUN,hanste,9
223,27,4,",",",",1043,Pnc,Pnc,,,"Rol, v. 1043",PUNCT,",",9
224,27,5,luisent,luisent,1043,Vfin,Vfin,luire,'C/V\.C/e\,"Rol, v. 1043",VERB,luire,10
225,27,6,cil,cil,1043,Dem,Dem,cil,C/V\,"Rol, v. 1043",DET,cil,10
226,27,7,espiet,espiét,1043,N,N,,/V\.C/<V>\.'/V\,"Rol, v. 1043",NOUN,espiet,3
227,27,8,brun,brun,1043,Adj,Adj,,C/V\,"Rol, v. 1043",ADJ,brun,8
228,27,9,.,.,1043,Pnc,Pnc,,,"Rol, v. 1043",PUNCT,.,9
229,28,1,bataille,bataille,1044,N,N,,C/V\.'C/V\.C/(e)\,"Rol, v. 1044",NOUN,bataille,8
230,28,2,avrez,avrez,1044,Vfin,Vfin,avoir,/V\.'C/V\,"Rol, v. 1044",VERB,avoir,10
231,28,3,",",",",1044,Pnc,Pnc,,,"Rol, v. 1044",PUNCT,",",9
232,28,4,unches,unches,1044,Adv,Adv,onques,'/V\.C/e\,"Rol, v. 1044",ADV,onques,10
233,28,5,mais,mais,1044,Adv,Adv,mais,C/V\,"Rol, v. 1044",ADV,mais,10
234,28,6,tel,tel,1044,Adj,Adj,tel,C/V\,"Rol, v. 1044",ADJ,tel,10
235,28,7,ne,ne,1044,Neg,Neg$$,ne,C/(e)\,"Rol, v. 1044",ADV,ne,10
236,28,8,fut,fut,1044,Vfin,Vfin,être,C/V\,"Rol, v. 1044",VERB,être,10
237,28,9,.,.,1044,Pnc,Pnc,,,"Rol, v. 1044",PUNCT,.,9
238,29,1,seignurs,seignurs,1045,N,N,,C/V\.'C/V\,"Rol, v. 1045",NOUN,seigneur,8
239,29,2,franceis,franceis,1045,Adj,Adj,français,C/V\.'C/V\,"Rol, v. 1045",ADJ,français,10
240,29,3,",",",",1045,Pnc,Pnc,,,"Rol, v. 1045",PUNCT,",",9
241,29,4,de,de,1045,Pre,Pre,de,C/(e)\,"Rol, v. 1045",ADP,de,10
242,29,5,deu,deu,1045,N,N,,C/V\,"Rol, v. 1045",PROPN,Dieu,3
243,29,6,aiez,aiez,1045,Vfin,Vfin,avoir,/V\.'C/V\,"Rol, v. 1045",VERB,avoir,10
244,29,7,vertut,vertut,1045,N,N,,C/V\.'C/V\,"Rol, v. 1045",NOUN,vertu,8
245,29,8,!,!,1045,Pnc,Pnc,,,"Rol, v. 1045",PUNCT,!,9
246,30,1,el,el,1046,Pre+Det,Pre+Det,en.le,/V\,"Rol, v. 1046",ADP.DET,en.le,10
247,30,2,camp,camp,1046,N,N,,C/V\,"Rol, v. 1046",NOUN,champ,3
248,30,3,estez,estez,1046,Vfin,Vfin,être,/V\.'C/V\,"Rol, v. 1046",VERB,être,10
249,30,4,",",",",1046,Pnc,Pnc,,,"Rol, v. 1046",PUNCT,",",9
250,30,5,que,que,1046,Sub,Sub,que,C/(e)\,"Rol, v. 1046",SCONJ,que,10
251,30,6,ne,ne,1046,Neg,Neg$$,ne,C/(e)\,"Rol, v. 1046",ADV,ne,10
252,30,7,seium,seium,1046,Vfin,Vfin,être,C/V\.'C/V\,"Rol, v. 1046",VERB,être,10
253,30,8,vencuz,vencuz,1046,Vpp,Vpp,vaincre,C/V\.'C/V\,"Rol, v. 1046",VERB,vaincre,10
254,30,9,!,!,1046,Pnc,Pnc,,,"Rol, v. 1046",PUNCT,!,9
255,30,10,"""","""",1046,Pnc,Pnc,,,"Rol, v. 1046",PUNCT,"""",9
256,31,1,dient,dient,1047,Vfin,Vfin,dire,'C/V\./e\,"Rol, v. 1047",VERB,dire,10
257,31,2,franceis,franceis,1047,Adj,Adj,français,C/V\.'C/V\,"Rol, v. 1047",ADJ,français,10
258,31,3,:,:,1047,Pnc,Pnc,,,"Rol, v. 1047",PUNCT,:,9
259,31,4,"""","""",1047,Pnc,Pnc,,,"Rol, v. 1047",PUNCT,"""",9
260,31,5,dehet,dehet,1047,N,N,,C/V\.'C/V\,"Rol, v. 1047",NOUN,dehé,3
261,31,6,ait,ait,1047,Vfin,Vfin,avoir,/V\,"Rol, v. 1047",VERB,avoir,10
262,31,7,ki,ki,1047,Qux,Qux,qui,C/V\,"Rol, v. 1047",PRON,qui,10
263,31,8,s',s',1047,Prn,Prn$$,se,C/\,"Rol, v. 1047",PRON,se,10
264,31,9,en,en,1047,Prn,Prn$$,en,/V\,"Rol, v. 1047",PRON,en,10
265,31,10,fuit,fuit,1047,Vfin,Vfin,fuir,C/V\,"Rol, v. 1047",VERB,fuir,10
