wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref,pos,lemma_ofl,lemma_score
1479,184,5,doinst,doinst,930,Vfin,Vfin,donner,10s,---,C/V\,"ConBeth, chanson 9, v. 30",VERB,donner,10
1480,184,6,trover,trover,930,Vinf,Vinf,trouver,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 30",VERB,trouver,10
1481,184,7,bone,bone,930,Adj,Adj,bon,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 9, v. 30",ADJ,bon,10
1482,184,8,esperance,esperance,930,N,N,,10s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 30",NOUN,espérance,8
1483,184,9,",",",",930,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 30",PUNCT,",",9
1484,185,1,k',k',931,Crd,Crd,que,10s,---,C/\,"ConBeth, chanson 9, v. 31",CCONJ,que,10
1485,185,2,en,en,931,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 9, v. 31",ADP,en,10
1486,185,3,tot,tot,931,QIs,QIs,tout,10s,---,C/V\,"ConBeth, chanson 9, v. 31",DET,tout,10
1487,185,4,le,le,931,Det,Det,le,10s,---,C/(e)\,"ConBeth, chanson 9, v. 31",DET,le,10
1488,185,5,mont,mont,931,N,N,,10s,---,C/V\,"ConBeth, chanson 9, v. 31",NOUN,monde,3
1489,185,6,n',n',931,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 9, v. 31",ADV,ne,10
1490,185,7,a,a,931,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 9, v. 31",VERB,avoir,10
1491,185,8,orgoill,orgoill,931,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 9, v. 31",NOUN,orgueil,9
1492,185,9,ne,ne,931,Crd,Crd,ne2,10s,---,C/(e)\,"ConBeth, chanson 9, v. 31",CCONJ,ne,10
1493,185,10,fierté,fierté,931,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 31",NOUN,fierté,8
1494,186,1,k',k',932,Qux,Qux,que,10s,---,C/\,"ConBeth, chanson 9, v. 32",PRON,que,10
1495,186,2,amors,amors,932,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 9, v. 32",NOUN,amour,3
1496,186,3,ne,ne,932,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 9, v. 32",ADV,ne,10
1497,186,4,puist,puist,932,Vfin,Vfin,pouvoir,10s,---,C/V\,"ConBeth, chanson 9, v. 32",VERB,pouvoir,10
1498,186,5,plaissier,plaissier,932,Vinf,Vinf,plaisser,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 32",VERB,plaisser,10
1499,186,6,par,par,932,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 9, v. 32",ADP,par,10
1500,186,7,sa,sa,932,Det,Det,son,10s,---,C/V\,"ConBeth, chanson 9, v. 32",DET,son,10
1501,186,8,poissance,poissance,932,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 32",NOUN,puissance,8
1502,186,9,.,.,932,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 32",PUNCT,.,9
1503,187,1,l',l',1001,Det,Det,le,10s,---,C/\,"ConBeth, chanson 10, v. 1",DET,le,10
1504,187,2,autrier,autrier,1001,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 1",NOUN,autrier,8
1505,187,3,avint,avint,1001,Vfin,Vfin,advenir,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 1",VERB,advenir,10
1506,187,4,en,en,1001,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 1",ADP,en,10
1507,187,5,cel,cel,1001,Dem,Dem,cil,10s,---,C/V\,"ConBeth, chanson 10, v. 1",DET,cil,10
1508,187,6,autre,autre,1001,Adj,Adj,autre,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 1",ADJ,autre,10
1509,187,7,païs,païs,1001,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 1",NOUN,pays,8
1510,188,1,c',c',1002,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 10, v. 2",SCONJ,que,10
1511,188,2,uns,uns,1002,QIs,QIs,un,10s,---,/V\,"ConBeth, chanson 10, v. 2",DET,un,10
1512,188,3,chevaliers,chevaliers,1002,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 2",NOUN,chevalier,8
1513,188,4,eut,eut,1002,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 2",VERB,avoir,10
1514,188,5,une,une,1002,QIs,QIs,un,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 2",DET,un,10
1515,188,6,dame,dame,1002,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 2",NOUN,dame,8
1516,188,7,amee,amee,1002,Vpp,Vpp,aimer,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 2",VERB,aimer,10
1517,188,8,.,.,1002,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 2",PUNCT,.,9
1518,189,1,tant,tant,1003,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 10, v. 3",ADV,tant,10
1519,189,2,com,com,1003,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 10, v. 3",SCONJ,comme,10
1520,189,3,la,la,1003,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 3",DET,le,10
1521,189,4,dame,dame,1003,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 3",NOUN,dame,8
1522,189,5,fu,fu,1003,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 3",VERB,être,10
1523,189,6,en,en,1003,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 3",ADP,en,10
1524,189,7,son,son,1003,Det,Det,son,10s,---,C/V\,"ConBeth, chanson 10, v. 3",DET,son,10
1525,189,8,bon,bon,1003,Adj,Adj,bon,10s,---,C/V\,"ConBeth, chanson 10, v. 3",ADJ,bon,10
1526,189,9,pris,pris,1003,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 3",NOUN,prix,3
1527,189,10,",",",",1003,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 3",PUNCT,",",9
1528,190,1,li,li,1004,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 10, v. 4",PRON,le,10
1529,190,2,a,a,1004,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 4",VERB,avoir,10
1530,190,3,s',s',1004,Det,Det,son,10s,---,C/\,"ConBeth, chanson 10, v. 4",DET,son,10
1531,190,4,amor,amor,1004,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 4",NOUN,amour,8
1532,190,5,escondite,escondite,1004,Vpp,Vpp,escondire,10s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 10, v. 4",VERB,escondire,10
1533,190,6,et,et,1004,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 4",CCONJ,et,10
1534,190,7,veee,veee,1004,Vpp,Vpp,véer,10s,---,C/(V)\.'/V\./(e)\,"ConBeth, chanson 10, v. 4",VERB,véer,10
1535,190,8,.,.,1004,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 4",PUNCT,.,9
1536,191,1,puis,puis,1005,PrA,PrA,puis,10s,---,C/V\,"ConBeth, chanson 10, v. 5",ADV,puis,10
1537,191,2,fu,fu,1005,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 5",VERB,être,10
1538,191,3,un,un,1005,QIs,QIs,un,10s,---,/V\,"ConBeth, chanson 10, v. 5",DET,un,10
1539,191,4,jors,jors,1005,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 5",NOUN,jour,8
1540,191,5,k',k',1005,Qux,Qux,que,10s,---,C/\,"ConBeth, chanson 10, v. 5",PRON,que,10
1541,191,6,ele,ele,1005,Prn,Prn$,elle,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 5",PRON,elle,10
1542,191,7,li,li,1005,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 10, v. 5",PRON,le,10
1543,191,8,dist,dist,1005,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 5",VERB,dire,10
1544,191,9,:,:,1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5",PUNCT,:,9
1545,191,10,«,«,1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5",PUNCT,«,9
1546,191,11,amis,amis,1005,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 5",NOUN,ami,3
1547,191,12,",",",",1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5",PUNCT,",",9
1548,192,1,mené,mené,1006,Vpp,Vpp,mener,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 6",VERB,mener,10
1549,192,2,vous,vous,1006,Prn,Prn$$,vous,10s,---,C/V\,"ConBeth, chanson 10, v. 6",PRON,vous,10
1550,192,3,ai,ai,1006,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 6",VERB,avoir,10
1551,192,4,par,par,1006,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 6",ADP,par,10
1552,192,5,parole,parole,1006,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 10, v. 6",NOUN,parole,8
1553,192,6,mains,mains,1006,QIs,QIs,maint,10s,---,C/V\,"ConBeth, chanson 10, v. 6",DET,maint,10
1554,192,7,dis,dis,1006,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 6",NOUN,di,3
1555,192,8,;,;,1006,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 6",PUNCT,;,3
1556,193,1,ore,ore,1007,Adv,Adv,or,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 7",ADV,or,10
1557,193,2,est,est,1007,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 7",VERB,être,10
1558,193,3,l',l',1007,Det,Det,le,10s,---,C/\,"ConBeth, chanson 10, v. 7",DET,le,10
1559,193,4,amors,amors,1007,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 7",NOUN,amour,3
1560,193,5,coneue,coneue,1007,Vpp,Vpp,connaître,10s,---,C/V\.C/(V)\.'/V\./(e)\,"ConBeth, chanson 10, v. 7",VERB,connaître,10
1561,193,6,et,et,1007,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 7",CCONJ,et,10
1562,193,7,provee,provee,1007,Vpp,Vpp,prouver,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 7",VERB,prouver,10
1563,193,8,.,.,1007,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 7",PUNCT,.,9
1564,194,1,des,des,1008,Pre,Pre,dès,10s,---,C/V\,"ConBeth, chanson 10, v. 8",ADP,dès,10
1565,194,2,or,or,1008,Adv,Adv,or,10s,---,/V\,"ConBeth, chanson 10, v. 8",ADV,or,10
1566,194,3,mais,mais,1008,Adv,Adv,mais,10s,---,C/V\,"ConBeth, chanson 10, v. 8",ADV,mais,10
1567,194,4,sui,sui,1008,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 8",VERB,être,10
1568,194,5,tot,tot,1008,QIs,QIs,tout,10s,---,C/V\,"ConBeth, chanson 10, v. 8",ADV,tout,10
1569,194,6,a,a,1008,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 8",ADP,à,10
1570,194,7,vostre,vostre,1008,Det,Det,votre,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 8",DET,votre,10
1571,194,8,devis,devis,1008,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 8",NOUN,devis,5
1572,194,9,.,.,1008,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 8",PUNCT,.,9
1573,194,10,»,»,1008,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 8",PUNCT,»,9
1574,195,1,li,li,1009,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 9",DET,le,10
1575,195,2,chevalliers,chevalliers,1009,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 9",NOUN,chevalier,8
1576,195,3,le,le,1009,Prn,Prn$$,le,10s,---,C/(e)\,"ConBeth, chanson 10, v. 9",PRON,le,10
1577,195,4,regarda,regarda,1009,Vfin,Vfin,regarder,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 9",VERB,regarder,10
1578,195,5,el,el,1009,Pre+Det,Pre+Det,en.le,10s,---,/V\,"ConBeth, chanson 10, v. 9",ADP.DET,en.le,10
1579,195,6,vis,vis,1009,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 9",NOUN,vis,3
1580,195,7,",",",",1009,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 9",PUNCT,",",9
1581,196,1,si,si,1010,Adv,Adv,si,10s,---,C/V\,"ConBeth, chanson 10, v. 10",ADV,si,10
1582,196,2,la,la,1010,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 10, v. 10",PRON,le,10
1583,196,3,vit,vit,1010,Vfin,Vfin,voir,10s,---,C/V\,"ConBeth, chanson 10, v. 10",VERB,voir,10
1584,196,4,mout,mout,1010,QIs,QIs,moult,10s,---,C/V\,"ConBeth, chanson 10, v. 10",ADV,moult,10
1585,196,5,pale,pale,1010,Adj,Adj,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 10",ADJ,pâle,3
1586,196,6,et,et,1010,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 10",CCONJ,et,10
1587,196,7,descoulouree,descoulouree,1010,Vpp,Vpp,décolorer,10s,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 10",VERB,décolorer,10
1588,196,8,.,.,1010,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 10",PUNCT,.,9
1589,197,1,«,«,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11",PUNCT,«,9
1590,197,2,dame,dame,1011,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 11",NOUN,dame,8
1591,197,3,»,»,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11",PUNCT,»,9
1592,197,4,",",",",1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11",PUNCT,",",9
1593,197,5,fait,fait,1011,Vfin,Vfin,faire,10s,---,C/V\,"ConBeth, chanson 10, v. 11",VERB,faire,10
1594,197,6,il,il,1011,Prn,Prn%,il,10s,---,/V\,"ConBeth, chanson 10, v. 11",PRON,il,10
1595,197,7,",",",",1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11",PUNCT,",",9
1596,197,8,«,«,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11",PUNCT,«,9
1597,197,9,certes,certes,1011,Adv,Adv,certes,10s,---,'C/V\.C/e\,"ConBeth, chanson 10, v. 11",ADV,certes,10
1598,197,10,mal,mal,1011,Adv,Adv,mal,10s,---,C/V\,"ConBeth, chanson 10, v. 11",ADV,mal,10
1599,197,11,sui,sui,1011,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 11",VERB,être,10
1600,197,12,baillis,baillis,1011,Vpp,Vpp,baillir,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 11",VERB,baillir,10
1601,198,1,ke,ke,1012,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 10, v. 12",SCONJ,que,10
1602,198,2,n',n',1012,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 10, v. 12",ADV,ne,10
1603,198,3,eustes,eustes,1012,Vfin,Vfin,avoir,10s,---,/(V)\.'/V\.C/e\,"ConBeth, chanson 10, v. 12",VERB,avoir,10
1604,198,4,piech',piech',1012,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 12",NOUN,pièce,0
1605,198,5,a,a,1012,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 12",VERB,avoir,10
1606,198,6,ceste,ceste,1012,Dem,Dem,cist,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 12",DET,cist,10
1607,198,7,pensee,pensee,1012,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 12",NOUN,pensée,8
1608,198,8,.,.,1012,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 12",PUNCT,.,9
1609,199,1,vostres,vostres,1013,Det,Det,votre,10s,---,'C/V\.C/e\,"ConBeth, chanson 10, v. 13",DET,votre,10
1610,199,2,cler,cler,1013,Adj,Adj,clair,10s,---,C/V\,"ConBeth, chanson 10, v. 13",ADJ,clair,10
1611,199,3,vis,vis,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13",NOUN,vis,3
1612,199,4,",",",",1013,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 13",PUNCT,",",9
1613,199,5,ki,ki,1013,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 10, v. 13",PRON,qui,10
1614,199,6,sambloit,sambloit,1013,Vfin,Vfin,sembler,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 13",VERB,sembler,10
1615,199,7,flors,flors,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13",NOUN,fleur,8
1616,199,8,de,de,1013,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 10, v. 13",ADP,de,10
1617,199,9,lis,lis,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13",NOUN,lis,3
1618,199,10,",",",",1013,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 13",PUNCT,",",9
1619,200,1,est,est,1014,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 14",VERB,être,10
1620,200,2,si,si,1014,Adv,Adv,si,10s,---,C/V\,"ConBeth, chanson 10, v. 14",ADV,si,10
1621,200,3,alés,alés,1014,Vpp,Vpp,aller,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 14",VERB,aller,10
1622,200,4,",",",",1014,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 14",PUNCT,",",9
1623,200,5,dame,dame,1014,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 14",NOUN,dame,8
1624,200,6,",",",",1014,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 14",PUNCT,",",9
1625,200,7,de,de,1014,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 10, v. 14",ADP,de,10
1626,200,8,mal,mal,1014,N,N,mal,10s,---,C/V\,"ConBeth, chanson 10, v. 14",NOUN,mal,10
1627,200,9,em,em,1014,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 14",ADP,en,10
1628,200,10,pis,pis,1014,Adv,Adv,pis,10s,---,C/V\,"ConBeth, chanson 10, v. 14",ADV,pis,10
1629,201,1,k',k',1015,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 10, v. 15",SCONJ,que,10
1630,201,2,il,il,1015,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 10, v. 15",PRON,il,10
1631,201,3,m',m',1015,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 10, v. 15",PRON,me,10
1632,201,4,est,est,1015,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 15",VERB,être,10
1633,201,5,a,a,1015,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 15",ADP,à,10
1634,201,6,vis,vis,1015,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 15",NOUN,vis,3
1635,201,7,ke,ke,1015,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 10, v. 15",SCONJ,que,10
1636,201,8,me,me,1015,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 10, v. 15",PRON,me,10
1637,201,9,soiés,soiés,1015,Vfin,Vfin,être,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 15",VERB,être,10
1638,201,10,emblee,emblee,1015,Vpp,Vpp,embler,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 15",VERB,embler,10
1639,201,11,.,.,1015,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 15",PUNCT,.,9
1640,202,1,a,a,1016,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 16",ADP,à,10
1641,202,2,tart,tart,1016,Adv,Adv,tard,10s,---,C/V\,"ConBeth, chanson 10, v. 16",ADV,tard,10
1642,202,3,avés,avés,1016,Vfin,Vfin,avoir,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 16",VERB,avoir,10
1643,202,4,",",",",1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16",PUNCT,",",9
1644,202,5,dame,dame,1016,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 16",NOUN,dame,8
1645,202,6,",",",",1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16",PUNCT,",",9
1646,202,7,cest,cest,1016,Dem,Dem,cist,10s,---,C/V\,"ConBeth, chanson 10, v. 16",DET,cist,10
1647,202,8,consell,consell,1016,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 16",NOUN,conseil,9
1648,202,9,pris,pris,1016,Vpp,Vpp,prendre,10s,---,C/V\,"ConBeth, chanson 10, v. 16",VERB,prendre,10
1649,202,10,.,.,1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16",PUNCT,.,9
1650,202,11,»,»,1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16",PUNCT,»,9
1651,203,1,quant,quant,1017,Sub,Sub,quand,10s,---,C/V\,"ConBeth, chanson 10, v. 17",SCONJ,quand,10
1652,203,2,la,la,1017,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 17",DET,le,10
1653,203,3,dame,dame,1017,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 17",NOUN,dame,8
1654,203,4,s',s',1017,Prn,Prn$$,se,10s,---,C/\,"ConBeth, chanson 10, v. 17",PRON,se,10
1655,203,5,oï,oï,1017,Vfin,Vfin,ouïr,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 17",VERB,ouïr,10
1656,203,6,si,si,1017,Adv,Adv,si,10s,---,C/V\,"ConBeth, chanson 10, v. 17",ADV,si,10
1657,203,7,ramprosner,ramprosner,1017,Vinf,Vinf,ramprosner,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 17",VERB,ramprosner,10
1658,203,8,",",",",1017,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 17",PUNCT,",",9
1659,204,1,grant,grant,1018,Adj,Adj,grand,10s,---,C/V\,"ConBeth, chanson 10, v. 18",ADJ,grand,10
1660,204,2,honte,honte,1018,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 18",NOUN,honte,8
1661,204,3,en,en,1018,Prn,Prn$$,en,10s,---,/V\,"ConBeth, chanson 10, v. 18",PRON,en,10
1662,204,4,ot,ot,1018,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 18",VERB,avoir,10
1663,204,5,",",",",1018,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 18",PUNCT,",",9
1664,204,6,si,si,1018,Adv,Adv,si,10s,---,C/V\,"ConBeth, chanson 10, v. 18",ADV,si,10
1665,204,7,dist,dist,1018,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 18",VERB,dire,10
1666,204,8,par,par,1018,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 18",ADP,par,10
1667,204,9,sa,sa,1018,Det,Det,son,10s,---,C/V\,"ConBeth, chanson 10, v. 18",DET,son,10
1668,204,10,folie,folie,1018,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 18",NOUN,folie,8
1669,204,11,:,:,1018,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 18",PUNCT,:,9
1670,205,1,«,«,1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19",PUNCT,«,9
1671,205,2,par,par,1019,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 19",ADP,par,10
1672,205,3,dieu,dieu,1019,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 19",NOUN,dieu,8
1673,205,4,",",",",1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19",PUNCT,",",9
1674,205,5,vassal,vassal,1019,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 19",NOUN,vassal,8
1675,205,6,",",",",1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19",PUNCT,",",9
1676,205,7,jel,jel,1019,Prn+Prn,Prn$+Prn$$,je.le,10s,---,C/V\,"ConBeth, chanson 10, v. 19",PRON.PRON,je.le,10
1677,205,8,dis,dis,1019,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 19",VERB,dire,10
1678,205,9,por,por,1019,Pre,Pre,pour,10s,---,C/V\,"ConBeth, chanson 10, v. 19",ADP,pour,10
1679,205,10,vos,vos,1019,Prn,Prn,vous,10s,---,C/V\,"ConBeth, chanson 10, v. 19",PRON,vous,10
1680,205,11,gaber,gaber,1019,Vinf,Vinf,gaber,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 19",VERB,gaber,10
1681,205,12,.,.,1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19",PUNCT,.,9
1682,206,1,quidiés,quidiés,1020,Vfin,Vfin,cuider,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 20",VERB,cuider,10
1683,206,2,vos,vos,1020,Prn,Prn%,vous,10s,---,C/V\,"ConBeth, chanson 10, v. 20",PRON,vous,10
1684,206,3,dont,dont,1020,Adv,Adv,donc,10s,---,C/V\,"ConBeth, chanson 10, v. 20",ADV,donc,10
1685,206,4,k',k',1020,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 10, v. 20",SCONJ,que,10
1686,206,5,a,a,1020,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 20",ADP,à,10
1687,206,6,chertes,chertes,1020,Adv,Adv,certes,10s,---,'C/V\.C/e\,"ConBeth, chanson 10, v. 20",ADV,certes,10
1688,206,7,le,le,1020,Prn,Prn$$,le,10s,---,C/(e)\,"ConBeth, chanson 10, v. 20",PRON,le,10
1689,206,8,vos,vos,1020,Prn,Prn$$,vous,10s,---,C/V\,"ConBeth, chanson 10, v. 20",PRON,vous,10
1690,206,9,die,die,1020,Vfin,Vfin,dire,10s,---,'C/V\./(e)\,"ConBeth, chanson 10, v. 20",VERB,dire,10
1691,206,10,?,?,1020,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 20",PUNCT,?,9
1692,207,1,onques,onques,1021,Adv,Adv,onques,10s,---,'/V\.C/e\,"ConBeth, chanson 10, v. 21",ADV,onques,10
1693,207,2,nul,nul,1021,QIs,QIs,nul,10s,---,C/V\,"ConBeth, chanson 10, v. 21",DET,nul,10
