wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref,pos,lemma_ofl,lemma_score
1,1,1,chançon,chançon,101,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 1",NOUN,chanson,8
2,1,2,legiere,legiere,101,Adj,Adj,,7s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 1",ADJ,léger,9
3,1,3,a,a,101,Pre,Pre,à,7s,---,/V\,"ConBeth, chanson 1, v. 1",ADP,à,10
4,1,4,entendre,entendre,101,Vinf,Vinf,entendre,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 1",VERB,entendre,10
5,2,1,ferai,ferai,102,Vfin,Vfin,faire,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 2",VERB,faire,10
6,2,2,",",",",102,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 2",PUNCT,",",9
7,2,3,car,car,102,Crd,Crd,car,7s,---,C/V\,"ConBeth, chanson 1, v. 2",CCONJ,car,10
8,2,4,bien,bien,102,Adv,Adv,bien,7s,---,C/V\,"ConBeth, chanson 1, v. 2",ADV,bien,10
9,2,5,m',m',102,Prn,Prn$$,me,7s,---,C/\,"ConBeth, chanson 1, v. 2",PRON,me,10
10,2,6,est,est,102,Vfin,Vfin,être,7s,---,/V\,"ConBeth, chanson 1, v. 2",VERB,être,10
11,2,7,mestiers,mestiers,102,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 2",NOUN,métier,8
12,3,1,ke,ke,103,Sub,Sub,que,7s,---,C/(e)\,"ConBeth, chanson 1, v. 3",SCONJ,que,10
13,3,2,chascuns,chascuns,103,QIs,QIs,chacun,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 3",PRON,chacun,10
14,3,3,le,le,103,Prn,Prn$$,le,7s,---,C/(e)\,"ConBeth, chanson 1, v. 3",PRON,le,10
15,3,4,puist,puist,103,Vfin,Vfin,pouvoir,7s,---,C/V\,"ConBeth, chanson 1, v. 3",VERB,pouvoir,10
16,3,5,aprendre,aprendre,103,Vinf,Vinf,apprendre,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 3",VERB,apprendre,10
17,4,1,et,et,104,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 4",CCONJ,et,10
18,4,2,c',c',104,Sub,Sub,que,7s,---,C/\,"ConBeth, chanson 1, v. 4",SCONJ,que,10
19,4,3,on,on,104,Prn,Prn$,on,7s,---,/V\,"ConBeth, chanson 1, v. 4",PRON,on,10
20,4,4,le,le,104,Prn,Prn$$,le,7s,---,C/(e)\,"ConBeth, chanson 1, v. 4",PRON,le,10
21,4,5,chant,chant,104,Vfin,Vfin,chanter,7s,---,C/V\,"ConBeth, chanson 1, v. 4",VERB,chanter,10
22,4,6,volentiers,volentiers,104,Adv,Adv,volontiers,7s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 1, v. 4",ADV,volontiers,10
23,4,7,;,;,104,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 4",PUNCT,;,3
24,5,1,ne,ne,105,Crd,Crd,ne2,7s,---,C/(e)\,"ConBeth, chanson 1, v. 5",CCONJ,ne,10
25,5,2,par,par,105,Pre,Pre,par,7s,---,C/V\,"ConBeth, chanson 1, v. 5",ADP,par,10
26,5,3,autres,autres,105,Adj,Adj,autre,7s,---,'/V\.C/e\,"ConBeth, chanson 1, v. 5",ADJ,autre,10
27,5,4,messaigiers,messaigiers,105,N,N,,7s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 1, v. 5",NOUN,messager,9
28,6,1,n',n',106,Neg,Neg,ne,7s,---,C/\,"ConBeth, chanson 1, v. 6",ADV,ne,10
29,6,2,iert,iert,106,Vfin,Vfin,être,7s,---,/V\,"ConBeth, chanson 1, v. 6",VERB,être,10
30,6,3,ja,ja,106,Adv,Adv,jà,7s,---,C/V\,"ConBeth, chanson 1, v. 6",ADV,jà,10
31,6,4,ma,ma,106,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 6",DET,mon,10
32,6,5,dolors,dolors,106,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 6",NOUN,douleur,8
33,6,6,mostree,mostree,106,Vpp,Vpp,montrer,7s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 6",VERB,montrer,10
34,7,1,a,a,107,Pre,Pre,à,7s,---,/V\,"ConBeth, chanson 1, v. 7",ADP,à,10
35,7,2,la,la,107,Det,Det,le,7s,---,C/V\,"ConBeth, chanson 1, v. 7",DET,le,10
36,7,3,millor,millor,107,Adj,Adj,meilleur,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 7",ADJ,meilleur,10
37,7,4,ki,ki,107,Qux,Qux,qui,7s,---,C/V\,"ConBeth, chanson 1, v. 7",PRON,qui,10
38,7,5,soit,soit,107,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 7",VERB,être,10
39,7,6,nee,nee,107,Vpp,Vpp,naître,7s,---,'C/V\./(e)\,"ConBeth, chanson 1, v. 7",VERB,naître,10
40,7,7,.,.,107,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 7",PUNCT,.,9
41,8,1,tant,tant,108,QIs,QIs,tant,7s,---,C/V\,"ConBeth, chanson 1, v. 8",ADV,tant,10
42,8,2,est,est,108,Vfin,Vfin,être,7s,---,/V\,"ConBeth, chanson 1, v. 8",VERB,être,10
43,8,3,sa,sa,108,Det,Det,son,7s,---,C/V\,"ConBeth, chanson 1, v. 8",DET,son,10
44,8,4,valors,valors,108,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 8",NOUN,valeur,9
45,8,5,doblee,doblee,108,Vpp,Vpp,doubler,7s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 8",VERB,doubler,10
46,9,1,c',c',109,Sub,Sub,que,7s,---,C/\,"ConBeth, chanson 1, v. 9",SCONJ,que,10
47,9,2,orgeus,orgeus,109,N,N,,7s,---,/V\.'C/V\,"ConBeth, chanson 1, v. 9",NOUN,Orgueil,6
48,9,3,et,et,109,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 9",CCONJ,et,10
49,9,4,hardemens,hardemens,109,N,N,,7s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 1, v. 9",NOUN,hardement,9
50,9,5,fiers,fiers,109,Adj,Adj,fier,7s,---,C/V\,"ConBeth, chanson 1, v. 9",ADJ,fier,10
51,10,1,seroit,seroit,110,Vfin,Vfin,être,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 10",VERB,être,10
52,10,2,",",",",110,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 10",PUNCT,",",9
53,10,3,se,se,110,Sub,Sub,si3,7s,---,C/(e)\,"ConBeth, chanson 1, v. 10",SCONJ,si,10
54,10,4,je,je,110,Prn,Prn,je,7s,---,C/(e)\,"ConBeth, chanson 1, v. 10",PRON,je,10
55,10,5,ma,ma,110,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 10",DET,mon,10
56,10,6,pensee,pensee,110,N,N,,7s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 10",NOUN,pensée,8
57,11,1,li,li,111,Prn,Prn$$,le,7s,---,C/V\,"ConBeth, chanson 1, v. 11",PRON,le,10
58,11,2,descovroie,descovroie,111,Vfin,Vfin,découvrir,7s,---,C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 11",VERB,découvrir,10
59,11,3,premiers,premiers,111,Adj,Adj,premier,7s,---,C/V\.C/<V>\.'/V\,"ConBeth, chanson 1, v. 11",ADJ,premier,10
60,11,4,;,;,111,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 11",PUNCT,;,3
61,12,1,mais,mais,112,Crd,Crd,mais,7s,---,C/V\,"ConBeth, chanson 1, v. 12",CCONJ,mais,10
62,12,2,besoins,besoins,112,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 12",NOUN,besoin,8
63,12,3,et,et,112,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 12",CCONJ,et,10
64,12,4,desiriers,desiriers,112,N,N,,7s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 1, v. 12",NOUN,désirier,8
65,13,1,et,et,113,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 13",CCONJ,et,10
66,13,2,çou,çou,113,Prn,Prn,ce,7s,---,C/V\,"ConBeth, chanson 1, v. 13",PRON,ce,10
67,13,3,c',c',113,Qux,Qux,que,7s,---,C/\,"ConBeth, chanson 1, v. 13",PRON,que,10
68,13,4,on,on,113,Prn,Prn$,on,7s,---,/V\,"ConBeth, chanson 1, v. 13",PRON,on,10
69,13,5,ne,ne,113,Neg,Neg,ne,7s,---,C/(e)\,"ConBeth, chanson 1, v. 13",ADV,ne,10
70,13,6,puet,puet,113,Vfin,Vfin,pouvoir,7s,---,C/V\,"ConBeth, chanson 1, v. 13",VERB,pouvoir,10
71,13,7,atendre,atendre,113,Vinf,Vinf,attendre,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 13",VERB,attendre,10
72,14,1,fait,fait,114,Vfin,Vfin,faire,7s,---,C/V\,"ConBeth, chanson 1, v. 14",VERB,faire,10
73,14,2,maint,maint,114,QIs,QIs,maint,7s,---,C/V\,"ConBeth, chanson 1, v. 14",DET,maint,10
74,14,3,hardement,hardement,114,N,N,,7s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 1, v. 14",NOUN,hardement,8
75,14,4,emprendre,emprendre,114,Vinf,Vinf,emprendre,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 14",VERB,emprendre,10
76,14,5,.,.,114,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 14",PUNCT,.,9
77,15,1,tant,tant,115,QIs,QIs,tant,7s,---,C/V\,"ConBeth, chanson 1, v. 15",ADV,tant,10
78,15,2,ai,ai,115,Vfin,Vfin,avoir,7s,---,/V\,"ConBeth, chanson 1, v. 15",VERB,avoir,10
79,15,3,celé,celé,115,Vpp,Vpp,celer,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 15",VERB,celer,10
80,15,4,mon,mon,115,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 15",DET,mon,10
81,15,5,martire,martire,115,N,N,,7s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 15",NOUN,martyre,3
82,16,1,tos,tos,116,QIs,QIs,tout,7s,---,C/V\,"ConBeth, chanson 1, v. 16",DET,tout,10
83,16,2,jors,jors,116,N,N,,7s,---,C/V\,"ConBeth, chanson 1, v. 16",NOUN,jour,8
84,16,3,a,a,116,Pre,Pre,à,7s,---,/V\,"ConBeth, chanson 1, v. 16",ADP,à,10
85,16,4,tote,tote,116,QIs,QIs,tout,7s,---,'C/V\.C/(e)\,"ConBeth, chanson 1, v. 16",DET,tout,10
86,16,5,la,la,116,Det,Det,le,7s,---,C/V\,"ConBeth, chanson 1, v. 16",DET,le,10
87,16,6,gent,gent,116,N,N,,7s,---,C/V\,"ConBeth, chanson 1, v. 16",NOUN,gent,3
88,17,1,ke,ke,117,Crd,Crd,que,7s,---,C/(e)\,"ConBeth, chanson 1, v. 17",CCONJ,que,10
89,17,2,bien,bien,117,Adv,Adv,bien,7s,---,C/V\,"ConBeth, chanson 1, v. 17",ADV,bien,10
90,17,3,le,le,117,Prn,Prn$$,le,7s,---,C/(e)\,"ConBeth, chanson 1, v. 17",PRON,le,10
91,17,4,devroie,devroie,117,Vfin,Vfin,devoir,7s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 17",VERB,devoir,10
92,17,5,dire,dire,117,Vinf,Vinf,dire,7s,---,'C/V\.C/(e)\,"ConBeth, chanson 1, v. 17",VERB,dire,10
93,18,1,a,a,118,Pre,Pre,à,7s,---,/V\,"ConBeth, chanson 1, v. 18",ADP,à,10
94,18,2,ma,ma,118,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 18",DET,mon,10
95,18,3,dame,dame,118,N,N,,7s,---,'C/V\.C/(e)\,"ConBeth, chanson 1, v. 18",NOUN,dame,8
96,18,4,solement,solement,118,Adv,Adv,,7s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 1, v. 18",ADV,seulement,8
97,18,5,",",",",118,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 18",PUNCT,",",9
98,19,1,k',k',119,Crd,Crd,que,7s,---,C/\,"ConBeth, chanson 1, v. 19",CCONJ,que,10
99,19,2,amors,amors,119,N,N,,7s,---,/V\.'C/V\,"ConBeth, chanson 1, v. 19",NOUN,amour,3
100,19,3,ne,ne,119,Neg,Neg,ne,7s,---,C/(e)\,"ConBeth, chanson 1, v. 19",ADV,ne,10
101,19,4,li,li,119,Prn,Prn$$,le,7s,---,C/V\,"ConBeth, chanson 1, v. 19",PRON,le,10
102,19,5,dit,dit,119,Vfin,Vfin,dire,7s,---,C/V\,"ConBeth, chanson 1, v. 19",VERB,dire,10
103,19,6,noient,noient,119,Prn,Prn,néant,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 19",PRON,néant,10
104,19,7,;,;,119,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 19",PUNCT,;,3
105,20,1,ne,ne,120,Crd,Crd,ne2,7s,---,C/(e)\,"ConBeth, chanson 1, v. 20",CCONJ,ne,10
106,20,2,por,por,120,Pre,Pre,pour,7s,---,C/V\,"ConBeth, chanson 1, v. 20",ADP,pour,10
107,20,3,quant,quant,120,Qux,Qux,quant,7s,---,C/V\,"ConBeth, chanson 1, v. 20",PRON,quant,10
108,20,4,",",",",120,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 20",PUNCT,",",9
109,20,5,s',s',120,Sub,Sub,si3,7s,---,C/\,"ConBeth, chanson 1, v. 20",SCONJ,si,10
110,20,6,ele,ele,120,Prn,Prn$,elle,7s,---,'/V\.C/(e)\,"ConBeth, chanson 1, v. 20",PRON,elle,10
111,20,7,m',m',120,Prn,Prn$$,me,7s,---,C/\,"ConBeth, chanson 1, v. 20",PRON,me,10
112,20,8,oblie,oblie,120,Vfin,Vfin,oublier,7s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 20",VERB,oublier,10
113,20,9,",",",",120,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 20",PUNCT,",",9
114,21,1,ne,ne,121,Neg,Neg,ne,7s,---,C/(e)\,"ConBeth, chanson 1, v. 21",ADV,ne,10
115,21,2,l',l',121,Prn,Prn$$,le,7s,---,C/\,"ConBeth, chanson 1, v. 21",PRON,le,10
116,21,3,oublierai,oublierai,121,Vfin,Vfin,oublier,7s,---,/V\.C/V\.C/e\.'C/V\,"ConBeth, chanson 1, v. 21",VERB,oublier,10
117,21,4,je,je,121,Prn,Prn%,je,7s,---,C/(e)\,"ConBeth, chanson 1, v. 21",PRON,je,10
118,21,5,mie,mie,121,Neg,Neg,mie,7s,---,'C/V\./(e)\,"ConBeth, chanson 1, v. 21",ADV,mie,10
119,21,6,.,.,121,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 21",PUNCT,.,9
120,22,1,por,por,122,Pre,Pre,pour,7s,---,C/V\,"ConBeth, chanson 1, v. 22",ADP,pour,10
121,22,2,quant,quant,122,Qux,Qux,quant,7s,---,C/V\,"ConBeth, chanson 1, v. 22",ADJ|ADV|DET|PRON,quant,10
122,22,3,",",",",122,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 22",PUNCT,",",9
123,22,4,se,se,122,Sub,Sub,si3,7s,---,C/(e)\,"ConBeth, chanson 1, v. 22",SCONJ,si,10
124,22,5,je,je,122,Prn,Prn$,je,7s,---,C/(e)\,"ConBeth, chanson 1, v. 22",PRON,je,10
125,22,6,n',n',122,Neg,Neg,ne,7s,---,C/\,"ConBeth, chanson 1, v. 22",ADV,ne,10
126,22,7,ai,ai,122,Vfin,Vfin,avoir,7s,---,/V\,"ConBeth, chanson 1, v. 22",VERB,avoir,10
127,22,8,aïe,aïe,122,N,N,,7s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 22",NOUN,aïe,3
128,23,1,de,de,123,Pre,Pre,de,7s,---,C/(e)\,"ConBeth, chanson 1, v. 23",ADP,de,10
129,23,2,li,li,123,Prn,Prn,li,7s,---,C/V\,"ConBeth, chanson 1, v. 23",PRON,li,10
130,23,3,et,et,123,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 23",CCONJ,et,10
131,23,4,retenement,retenement,123,N,N,,7s,---,C/V\.C/V\.C/e\.'C/V\,"ConBeth, chanson 1, v. 23",NOUN,retenement,6
132,23,5,",",",",123,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 23",PUNCT,",",9
133,24,1,bien,bien,124,N,N,bien,7s,---,C/V\,"ConBeth, chanson 1, v. 24",PROPN|NOUN,bien,10
134,24,2,fera,fera,124,Vfin,Vfin,faire,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 24",VERB,faire,10
135,24,3,et,et,124,Crd,Crd,et,7s,---,/V\,"ConBeth, chanson 1, v. 24",CCONJ,et,10
136,24,4,cortoisie,cortoisie,124,N,N,,7s,---,C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 1, v. 24",NOUN,courtoisie,8
137,25,1,s',s',125,Sub,Sub,si3,7s,---,C/\,"ConBeth, chanson 1, v. 25",SCONJ,si,10
138,25,2,aucune,aucune,125,QIs,QIs,aucun,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 25",DET,aucun,10
139,25,3,pitiés,pitiés,125,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 25",NOUN,pitié,8
140,25,4,l',l',125,Prn,Prn$$,le,7s,---,C/\,"ConBeth, chanson 1, v. 25",PRON,le,10
141,25,5,em,em,125,Prn,Prn$$,en,7s,---,/V\,"ConBeth, chanson 1, v. 25",PRON,en,10
142,25,6,prent,prent,125,Vfin,Vfin,prendre,7s,---,C/V\,"ConBeth, chanson 1, v. 25",VERB,prendre,10
143,25,7,.,.,125,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 25",PUNCT,.,9
144,26,1,au,au,126,Pre+Det,Pre+Det,à.le,7s,---,/V\,"ConBeth, chanson 1, v. 26",ADP.DET,à.le,10
145,26,2,descovrir,descovrir,126,Vinf,Vinf,découvrir,7s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 1, v. 26",VERB,découvrir,10
146,26,3,mon,mon,126,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 26",DET,mon,10
147,26,4,talent,talent,126,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 26",NOUN,talent,8
148,27,1,se,se,127,Prn,Prn$$,se,7s,---,C/(e)\,"ConBeth, chanson 1, v. 27",PRON,se,10
149,27,2,gart,gart,127,Vfin,Vfin,garder,7s,---,C/V\,"ConBeth, chanson 1, v. 27",VERB,garder,10
150,27,3,bien,bien,127,Adv,Adv,bien,7s,---,C/V\,"ConBeth, chanson 1, v. 27",ADV,bien,10
151,27,4,de,de,127,Pre,Pre,de,7s,---,C/(e)\,"ConBeth, chanson 1, v. 27",ADP,de,10
152,27,5,l',l',127,Det,Det,le,7s,---,C/\,"ConBeth, chanson 1, v. 27",DET,le,10
153,27,6,escondire,escondire,127,Vinf,Vinf,escondire,7s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 27",VERB,escondire,10
154,27,7,",",",",127,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 27",PUNCT,",",9
155,28,1,s',s',128,Sub,Sub,si3,7s,---,C/\,"ConBeth, chanson 1, v. 28",SCONJ,si,10
156,28,2,ele,ele,128,Prn,Prn$,elle,7s,---,'/V\.C/(e)\,"ConBeth, chanson 1, v. 28",PRON,elle,10
157,28,3,ne,ne,128,Neg,Neg,ne,7s,---,C/(e)\,"ConBeth, chanson 1, v. 28",ADV,ne,10
158,28,4,me,me,128,Prn,Prn$$,me,7s,---,C/(e)\,"ConBeth, chanson 1, v. 28",PRON,me,10
159,28,5,velt,velt,128,Vfin,Vfin,vouloir,7s,---,C/V\,"ConBeth, chanson 1, v. 28",VERB,vouloir,10
160,28,6,ochirre,ochirre,128,Vinf,Vinf,occire,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 28",VERB,occire,10
161,28,7,.,.,128,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 28",PUNCT,.,9
162,29,1,fols,fols,129,Adj,Adj,fou,7s,---,C/V\,"ConBeth, chanson 1, v. 29",ADJ,fou,10
163,29,2,sui,sui,129,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 29",VERB,être,10
164,29,3,ki,ki,129,Qux,Qux,qui,7s,---,C/V\,"ConBeth, chanson 1, v. 29",PRON,qui,10
165,29,4,ne,ne,129,Neg,Neg,ne,7s,---,C/(e)\,"ConBeth, chanson 1, v. 29",ADV,ne,10
166,29,5,li,li,129,Prn,Prn$$,le,7s,---,C/V\,"ConBeth, chanson 1, v. 29",PRON,le,10
167,29,6,ai,ai,129,Vfin,Vfin,avoir,7s,---,/V\,"ConBeth, chanson 1, v. 29",VERB,avoir,10
168,29,7,dite,dite,129,Vpp,Vpp,dire,7s,---,'C/V\.C/(e)\,"ConBeth, chanson 1, v. 29",VERB,dire,10
169,30,1,ma,ma,130,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 30",DET,mon,10
170,30,2,dolor,dolor,130,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 30",NOUN,douleur,8
171,30,3,",",",",130,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 30",PUNCT,",",9
172,30,4,ki,ki,130,Qux,Qux,qui,7s,---,C/V\,"ConBeth, chanson 1, v. 30",PRON,qui,10
173,30,5,est,est,130,Vfin,Vfin,être,7s,---,/V\,"ConBeth, chanson 1, v. 30",VERB,être,10
174,30,6,si,si,130,Adv,Adv,si,7s,---,C/V\,"ConBeth, chanson 1, v. 30",ADV,si,10
175,30,7,grans,grans,130,Adj,Adj,grand,7s,---,C/V\,"ConBeth, chanson 1, v. 30",ADJ,grand,10
176,30,8,.,.,130,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 30",PUNCT,.,9
177,31,1,bien,bien,131,Adv,Adv,bien,7s,---,C/V\,"ConBeth, chanson 1, v. 31",ADV,bien,10
178,31,2,deust,deust,131,Vfin,Vfin,devoir,7s,---,C/(V)\.'/V\,"ConBeth, chanson 1, v. 31",VERB,devoir,10
179,31,3,estre,estre,131,Vinf,Vinf,être,7s,---,'/V\.C/(e)\,"ConBeth, chanson 1, v. 31",VERB,être,10
180,31,4,petite,petite,131,Adj,Adj,petit,7s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 31",ADJ,petit,10
181,32,1,par,par,132,Pre,Pre,par,7s,---,C/V\,"ConBeth, chanson 1, v. 32",ADP,par,10
182,32,2,droit,droit,132,N,N,droit,7s,---,C/V\,"ConBeth, chanson 1, v. 32",NOUN,droit,10
183,32,3,",",",",132,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 32",PUNCT,",",9
184,32,4,tant,tant,132,QIs,QIs,tant,7s,---,C/V\,"ConBeth, chanson 1, v. 32",ADV,tant,10
185,32,5,sui,sui,132,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 32",VERB,être,10
186,32,6,fins,fins,132,Adj,Adj,fin2,7s,---,C/V\,"ConBeth, chanson 1, v. 32",ADJ,fin,10
187,32,7,amans,amans,132,Vprs,Vprs,aimer,7s,---,/V\.'C/V\,"ConBeth, chanson 1, v. 32",VERB,aimer,10
188,32,8,;,;,132,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 32",PUNCT,;,3
189,33,1,mais,mais,133,Crd,Crd,mais,7s,---,C/V\,"ConBeth, chanson 1, v. 33",CCONJ,mais,10
190,33,2,je,je,133,Prn,Prn$,je,7s,---,C/(e)\,"ConBeth, chanson 1, v. 33",PRON,je,10
191,33,3,sui,sui,133,Vfin,Vfin,être,7s,---,C/V\,"ConBeth, chanson 1, v. 33",VERB,être,10
192,33,4,si,si,133,Adv,Adv,si,7s,---,C/V\,"ConBeth, chanson 1, v. 33",ADV,si,10
193,33,5,meschaans,meschaans,133,Adj,Adj,,7s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 1, v. 33",ADJ,méchoir,0
194,34,1,ke,ke,134,Sub,Sub,que,7s,---,C/(e)\,"ConBeth, chanson 1, v. 34",SCONJ,que,10
195,34,2,quanques,quanques,134,Qux,Qux,quanque,7s,---,'C/V\.C/e\,"ConBeth, chanson 1, v. 34",PRON,quanque,10
196,34,3,drois,drois,134,N,N,droit,7s,---,C/V\,"ConBeth, chanson 1, v. 34",NOUN,droit,10
197,34,4,m',m',134,Prn,Prn$$,me,7s,---,C/\,"ConBeth, chanson 1, v. 34",PRON,me,10
198,34,5,i,i,134,Prn,Prn$$,y,7s,---,/V\,"ConBeth, chanson 1, v. 34",PRON,y,10
199,34,6,avance,avance,134,Vfin,Vfin,avancer,7s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 34",VERB,avancer,10
200,35,1,me,me,135,Prn,Prn$$,me,7s,---,C/(e)\,"ConBeth, chanson 1, v. 35",PRON,me,10
201,35,2,retaut,retaut,135,Vfin,Vfin,retolir,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 35",VERB,retolir,10
202,35,3,ma,ma,135,Det,Det,mon,7s,---,C/V\,"ConBeth, chanson 1, v. 35",DET,mon,10
203,35,4,mescheance,mescheance,135,N,N,,7s,---,C/V\.C/(V)\.'/V\.C/(e)\,"ConBeth, chanson 1, v. 35",NOUN,méchance,8
204,35,5,.,.,135,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 35",PUNCT,.,9
205,36,1,tous,tous,136,QIs,QIs,tout,7s,---,C/V\,"ConBeth, chanson 1, v. 36",PRON,tout,10
206,36,2,i,i,136,Prn,Prn$$,y,7s,---,/V\,"ConBeth, chanson 1, v. 36",PRON,y,10
207,36,3,morrai,morrai,136,Vfin,Vfin,mourir,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 36",VERB,mourir,10
208,36,4,en,en,136,Pre,Pre,en,7s,---,/V\,"ConBeth, chanson 1, v. 36",ADP,en,10
209,36,5,soffrance,soffrance,136,N,N,,7s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 1, v. 36",NOUN,souffrance,9
210,36,6,",",",",136,Pnc,Pnc,,7s,---,,"ConBeth, chanson 1, v. 36",PUNCT,",",9
211,37,1,mais,mais,137,Crd,Crd,mais,7s,---,C/V\,"ConBeth, chanson 1, v. 37",CCONJ,mais,10
212,37,2,sa,sa,137,Det,Det,son,7s,---,C/V\,"ConBeth, chanson 1, v. 37",DET,son,10
213,37,3,beautés,beautés,137,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 37",NOUN,beauté,9
214,37,4,m',m',137,Prn,Prn$$,me,7s,---,C/\,"ConBeth, chanson 1, v. 37",PRON,me,10
215,37,5,est,est,137,Vfin,Vfin,être,7s,---,/V\,"ConBeth, chanson 1, v. 37",VERB,être,10
216,37,6,garans,garans,137,N,N,,7s,---,C/V\.'C/V\,"ConBeth, chanson 1, v. 37",NOUN,garant,8
