wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref,pos,lemma_ofl,lemma_score
1,1,1,bons,bons,1,Adj,Adj,bon,C/V\,"Alexis, v. 1",ADJ,bon,10
2,1,2,fut,fut,1,Vfin,Vfin,être,C/V\,"Alexis, v. 1",VERB,être,10
3,1,3,li,li,1,Det,Det,le,C/V\,"Alexis, v. 1",DET,le,10
4,1,4,secles,secles,1,N,N,,'C/V\.C/e\,"Alexis, v. 1",NOUN,siècle,8
5,1,5,al,al,1,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 1",ADP.DET,à.le,10
6,1,6,tens,tens,1,N,N,,C/V\,"Alexis, v. 1",NOUN,temps,8
7,1,7,ancienur,ancienur,1,Adj,Adj,,/V\.C/V\.C/e\.'C/V\,"Alexis, v. 1",ADJ,anciennour,8
8,1,8,",",",",1,Pnc,Pnc,,,"Alexis, v. 1",PUNCT,",",9
9,2,1,quer,quer,2,Crd,Crd,car,C/V\,"Alexis, v. 2",CCONJ,car,10
10,2,2,feit,feit,2,N,N,,C/V\,"Alexis, v. 2",PROPN|NOUN,faire,0
11,2,3,i,i,2,Prn,Prn$$,y,/V\,"Alexis, v. 2",PRON,y,10
12,2,4,ert,ert,2,Vfin,Vfin,être,/V\,"Alexis, v. 2",VERB,être,10
13,2,5,e,e,2,Crd,Crd,et,/V\,"Alexis, v. 2",CCONJ,et,10
14,2,6,justise,justise,2,N,N,,C/V\.'C/V\.C/(e)\,"Alexis, v. 2",NOUN,justice,8
15,2,7,ed,ed,2,Crd,Crd,et,/V\,"Alexis, v. 2",CCONJ,et,10
16,2,8,amur,amur,2,N,N,,/V\.'C/V\,"Alexis, v. 2",NOUN,amour,8
17,2,9,;,;,2,Pnc,Pnc,,,"Alexis, v. 2",PUNCT,;,3
18,3,1,s',s',3,Adv,Adv,si,C/\,"Alexis, v. 3",ADV,si,10
19,3,2,i,i,3,Prn,Prn$$,y,/V\,"Alexis, v. 3",PRON,y,10
20,3,3,ert,ert,3,Vfin,Vfin,être,/V\,"Alexis, v. 3",VERB,être,10
21,3,4,creance,creance,3,N,N,,C/V\.'C/V\.C/(e)\,"Alexis, v. 3",NOUN,créance,8
22,3,5,",",",",3,Pnc,Pnc,,,"Alexis, v. 3",PUNCT,",",9
23,3,6,dunt,dunt,3,Qux,Qux,dont,C/V\,"Alexis, v. 3",PRON,dont,10
24,3,7,or,or,3,Adv,Adv,or,/V\,"Alexis, v. 3",ADV,or,10
25,3,8,n',n',3,Neg,Neg$$,ne,C/\,"Alexis, v. 3",ADV,ne,10
26,3,9,i,i,3,Prn,Prn$$,y,/V\,"Alexis, v. 3",PRON,y,10
27,3,10,at,at,3,Vfin,Vfin,avoir,/V\,"Alexis, v. 3",VERB,avoir,10
28,3,11,nul,nul,3,QIs,QIs,nul,C/V\,"Alexis, v. 3",DET,nul,10
29,3,12,prut,prut,3,N,N,preu,C/V\,"Alexis, v. 3",NOUN,preu,10
30,3,13,.,.,3,Pnc,Pnc,,,"Alexis, v. 3",PUNCT,.,9
31,4,1,tut,tut,4,QIs,QIs,tout,C/V\,"Alexis, v. 4",PRON,tout,10
32,4,2,est,est,4,Vfin,Vfin,être,/V\,"Alexis, v. 4",VERB,être,10
33,4,3,muez,müez,4,Vpp,Vpp,muer,C/V\.'C/V\,"Alexis, v. 4",VERB,muer,10
34,4,4,",",",",4,Pnc,Pnc,,,"Alexis, v. 4",PUNCT,",",9
35,4,5,perdut,perdut,4,Vpp,Vpp,perdre,C/V\.'C/V\,"Alexis, v. 4",VERB,perdre,10
36,4,6,ad,ad,4,Vfin,Vfin,avoir,/V\,"Alexis, v. 4",VERB,avoir,10
37,4,7,sa,sa,4,Det,Det,son,C/V\,"Alexis, v. 4",DET,son,10
38,4,8,colur,colur,4,N,N,,C/V\.'C/V\,"Alexis, v. 4",NOUN,couleur,8
39,4,9,:,:,4,Pnc,Pnc,,,"Alexis, v. 4",PUNCT,:,9
40,5,1,ja,ja,5,Adv,Adv,jà,C/V\,"Alexis, v. 5",ADV,jà,10
41,5,2,mais,mais,5,Adv,Adv,mais,C/V\,"Alexis, v. 5",ADV,mais,10
42,5,3,n',n',5,Neg,Neg$$,ne,C/\,"Alexis, v. 5",ADV,ne,10
43,5,4,iert,iert,5,Vfin,Vfin,être,/V\,"Alexis, v. 5",VERB,être,10
44,5,5,tel,tel,5,Adj,Adj,tel,C/V\,"Alexis, v. 5",ADJ,tel,10
45,5,6,cum,cum,5,Sub,Sub,comme,C/V\,"Alexis, v. 5",SCONJ,comme,10
46,5,7,fut,fut,5,Vfin,Vfin,être,C/V\,"Alexis, v. 5",VERB,être,10
47,5,8,as,as,5,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 5",ADP.DET,à.le,10
48,5,9,anceisurs,anceisurs,5,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 5",NOUN,ancessor,3
49,5,10,.,.,5,Pnc,Pnc,,,"Alexis, v. 5",PUNCT,.,9
50,6,1,al,al,6,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 6",ADP.DET,à.le,10
51,6,2,tens,tens,6,N,N,,C/V\,"Alexis, v. 6",NOUN,temps,8
52,6,3,noe,noé,6,N,N,,C/V\.'C/V\,"Alexis, v. 6",PROPN|NOUN,noe,3
53,6,4,ed,ed,6,Crd,Crd,et,/V\,"Alexis, v. 6",CCONJ,et,10
54,6,5,al,al,6,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 6",ADP.DET,à.le,10
55,6,6,tens,tens,6,N,N,,C/V\,"Alexis, v. 6",NOUN,temps,8
56,6,7,abraham,abraham,6,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 6",PROPN|NOUN,Abraham,5
57,7,1,ed,ed,7,Crd,Crd,et,/V\,"Alexis, v. 7",CCONJ,et,10
58,7,2,al,al,7,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 7",ADP.DET,à.le,10
59,7,3,david,david,7,N,N,,C/V\.'C/V\,"Alexis, v. 7",NOUN,devi,-10
60,7,4,",",",",7,Pnc,Pnc,,,"Alexis, v. 7",PUNCT,",",9
61,7,5,qui,qui,7,Qux,Qux,qui,C/V\,"Alexis, v. 7",PRON,qui,10
62,7,6,deus,deus,7,N,N,,C/V\,"Alexis, v. 7",PROPN,Dieu,3
63,7,7,par,par,7,Adv,Adv,par,C/V\,"Alexis, v. 7",ADV,par,10
64,7,8,amat,amat,7,Vfin,Vfin,aimer,/V\.'C/V\,"Alexis, v. 7",VERB,aimer,10
65,7,9,tant,tant,7,QIs,QIs,tant,C/V\,"Alexis, v. 7",ADV,tant,10
66,7,10,",",",",7,Pnc,Pnc,,,"Alexis, v. 7",PUNCT,",",9
67,8,1,bons,bons,8,Adj,Adj,bon,C/V\,"Alexis, v. 8",ADJ,bon,10
68,8,2,fut,fut,8,Vfin,Vfin,être,C/V\,"Alexis, v. 8",VERB,être,10
69,8,3,li,li,8,Det,Det,le,C/V\,"Alexis, v. 8",DET,le,10
70,8,4,secles,secles,8,N,N,,'C/V\.C/e\,"Alexis, v. 8",NOUN,siècle,8
71,8,5,;,;,8,Pnc,Pnc,,,"Alexis, v. 8",PUNCT,;,3
72,8,6,ja,ja,8,Adv,Adv,jà,C/V\,"Alexis, v. 8",ADV,jà,10
73,8,7,mais,mais,8,Adv,Adv,mais,C/V\,"Alexis, v. 8",ADV,mais,10
74,8,8,n',n',8,Neg,Neg$$,ne,C/\,"Alexis, v. 8",ADV,ne,10
75,8,9,ert,ert,8,Vfin,Vfin,être,/V\,"Alexis, v. 8",VERB,être,10
76,8,10,si,si,8,Adv,Adv,si,C/V\,"Alexis, v. 8",ADV,si,10
77,8,11,vailant,vailant,8,Vprs,Vprs,valoir,C/V\.'C/V\,"Alexis, v. 8",VERB,valoir,10
78,8,12,.,.,8,Pnc,Pnc,,,"Alexis, v. 8",PUNCT,.,9
79,9,1,velz,velz,9,Adj,Adj,vieux,C/V\,"Alexis, v. 9",ADJ,vieux,10
80,9,2,est,est,9,Vfin,Vfin,être,/V\,"Alexis, v. 9",VERB,être,10
81,9,3,e,e,9,Crd,Crd,et,/V\,"Alexis, v. 9",CCONJ,et,10
82,9,4,fraisles,fraisles,9,Adj,Adj,,'C/V\.C/e\,"Alexis, v. 9",ADJ,frêle,9
83,9,5,",",",",9,Pnc,Pnc,,,"Alexis, v. 9",PUNCT,",",9
84,9,6,tut,tut,9,QIs,QIs,tout,C/V\,"Alexis, v. 9",PRON,tout,10
85,9,7,s',s',9,Prn,Prn$$,se,C/\,"Alexis, v. 9",PRON,se,10
86,9,8,en,en,9,Prn,Prn$$,en,/V\,"Alexis, v. 9",PRON,en,10
87,9,9,vat,vat,9,Vfin,Vfin,aller,C/V\,"Alexis, v. 9",VERB,aller,10
88,9,10,declinant,declinant,9,Vprs,Vprs,,C/V\.C/V\.'C/V\,"Alexis, v. 9",VERB,décliner,9
89,9,11,:,:,9,Pnc,Pnc,,,"Alexis, v. 9",PUNCT,:,9
90,10,1,s',s',10,Adv,Adv,si,C/\,"Alexis, v. 10",ADV,si,10
91,10,2,ist,ist,10,Vfin,Vfin,être,/V\,"Alexis, v. 10",VERB,être,10
92,10,3,ampairét,ampairét,10,Vpp,Vpp,,/V\.C/V\.'C/V\,"Alexis, v. 10",VERB,empirer,9
93,10,4,",",",",10,Pnc,Pnc,,,"Alexis, v. 10",PUNCT,",",9
94,10,5,tut,tut,10,QIs,QIs,tout,C/V\,"Alexis, v. 10",DET,tout,10
95,10,6,bien,bien,10,Adv,Adv,bien,C/V\,"Alexis, v. 10",ADV,bien,10
96,10,7,vait,vait,10,Vfin,Vfin,aller,C/V\,"Alexis, v. 10",VERB,aller,10
97,10,8,remanant,remanant,10,N,N,,C/V\.C/V\.'C/V\,"Alexis, v. 10",PROPN|NOUN,remanant,5
98,10,9,.,.,10,Pnc,Pnc,,,"Alexis, v. 10",PUNCT,.,9
99,11,1,puis,puis,11,PrA,PrA,puis,C/V\,"Alexis, v. 11",ADP,puis,10
100,11,2,icel,icel,11,Dem,Dem,cil,/V\.'C/V\,"Alexis, v. 11",DET,cil,10
101,11,3,tens,tens,11,N,N,,C/V\,"Alexis, v. 11",NOUN,temps,8
102,11,4,que,que,11,Qux,Qux,que,C/(e)\,"Alexis, v. 11",PRON,que,10
103,11,5,deus,deus,11,N,N,,C/V\,"Alexis, v. 11",PROPN,Dieu,3
104,11,6,nus,nus,11,Prn,Prn$$,nous,C/V\,"Alexis, v. 11",PRON,nous,10
105,11,7,vint,vint,11,Vfin,Vfin,venir,C/V\,"Alexis, v. 11",VERB,venir,10
106,11,8,salver,salver,11,Vinf,Vinf,sauver,C/V\.'C/V\,"Alexis, v. 11",VERB,sauver,10
107,11,9,",",",",11,Pnc,Pnc,,,"Alexis, v. 11",PUNCT,",",9
108,12,1,nosträ,nosträ,12,Det,Det,notre,'C/V\.C/(e)\,"Alexis, v. 12",DET,notre,10
109,12,2,anceisur,anceisur,12,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 12",NOUN,ancessor,3
110,12,3,ourent,ourent,12,Vfin,Vfin,avoir,'/V\.C/e\,"Alexis, v. 12",VERB,avoir,10
111,12,4,cristientét,cristientét,12,N,N,,C/V\.C/{V}\./V\.'C/V\,"Alexis, v. 12",NOUN,chrétienté,0
112,12,5,",",",",12,Pnc,Pnc,,,"Alexis, v. 12",PUNCT,",",9
113,13,1,si,si,13,Adv,Adv,si,C/V\,"Alexis, v. 13",ADV,si,10
114,13,2,fut,fut,13,Vfin,Vfin,être,C/V\,"Alexis, v. 13",VERB,être,10
115,13,3,un,un,13,QIs,QIs,un,/V\,"Alexis, v. 13",DET,un,10
116,13,4,sire,sire,13,N,N,,'C/V\.C/(e)\,"Alexis, v. 13",NOUN,sire,11
117,13,5,de,de,13,Pre,Pre,de,C/(e)\,"Alexis, v. 13",ADP,de,10
118,13,6,rome,rome,13,N,N,,'C/V\.C/(e)\,"Alexis, v. 13",NOUN,Rome,5
119,13,7,la,la,13,Det,Det,le,C/V\,"Alexis, v. 13",DET,le,10
120,13,8,citét,citét,13,N,N,,C/V\.'C/V\,"Alexis, v. 13",NOUN,cité,8
121,13,9,;,;,13,Pnc,Pnc,,,"Alexis, v. 13",PUNCT,;,3
122,14,1,rices,rices,14,Adj,Adj,riche,'C/V\.C/e\,"Alexis, v. 14",ADJ,riche,10
123,14,2,hom,hom,14,N,N,,/V\,"Alexis, v. 14",NOUN,homme,8
124,14,3,fud,fud,14,Vfin,Vfin,être,C/V\,"Alexis, v. 14",VERB,être,10
125,14,4,",",",",14,Pnc,Pnc,,,"Alexis, v. 14",PUNCT,",",9
126,14,5,de,de,14,Pre,Pre,de,C/(e)\,"Alexis, v. 14",ADP,de,10
127,14,6,grant,grant,14,Adj,Adj,grand,C/V\,"Alexis, v. 14",ADJ,grand,10
128,14,7,nobilitét,nobilitét,14,N,N,,C/V\.C/V\.C/V\.'C/V\,"Alexis, v. 14",NOUN,nobilité,9
129,14,8,.,.,14,Pnc,Pnc,,,"Alexis, v. 14",PUNCT,.,9
130,15,1,pur,pur,15,Pre,Pre,pour,C/V\,"Alexis, v. 15",ADP,pour,10
131,15,2,hoc,hoc,15,Dem,Dem,hoc,C/V\,"Alexis, v. 15",DET|PRON,hoc,10
132,15,3,vus,vus,15,Prn,Prn$$,vous,C/V\,"Alexis, v. 15",PRON,vous,10
133,15,4,di,di,15,Vfin,Vfin,dire,C/V\,"Alexis, v. 15",VERB,dire,10
134,15,5,",",",",15,Pnc,Pnc,,,"Alexis, v. 15",PUNCT,",",9
135,15,6,d',d',15,Pre,Pre,de,C/\,"Alexis, v. 15",ADP,de,10
136,15,7,un,un,15,QIs,QIs,un,/V\,"Alexis, v. 15",DET,un,10
137,15,8,son,son,15,Det,Det,son,C/V\,"Alexis, v. 15",DET,son,10
138,15,9,filz,filz,15,N,N,,C/V\,"Alexis, v. 15",NOUN,fils,3
139,15,10,voil,voil,15,Vfin,Vfin,vouloir,C/V\,"Alexis, v. 15",VERB,vouloir,10
140,15,11,parler,parler,15,Vinf,Vinf,parler,C/V\.'C/V\,"Alexis, v. 15",VERB,parler,10
141,15,12,.,.,15,Pnc,Pnc,,,"Alexis, v. 15",PUNCT,.,9
142,16,1,eufemien,eufemien,16,N,N,,/V\.C/e\.C/V\.'C/V\,"Alexis, v. 16",NOUN,Euphémien,8
143,16,2,—,—,16,Pnc,Pnc,,,"Alexis, v. 16",PUNCT,—,6
144,16,3,si,si,16,Adv,Adv,si,C/V\,"Alexis, v. 16",ADV,si,10
145,16,4,out,out,16,Vfin,Vfin,avoir,/V\,"Alexis, v. 16",VERB,avoir,10
146,16,5,a,a,16,Pre,Pre,à,/V\,"Alexis, v. 16",ADP,à,10
147,16,6,num,num,16,N,N,,C/V\,"Alexis, v. 16",NOUN,nom,8
148,16,7,li,li,16,Det,Det,le,C/V\,"Alexis, v. 16",DET,le,10
149,16,8,pedre,pedre,16,N,N,,'C/V\.C/(e)\,"Alexis, v. 16",NOUN,père,3
150,16,9,—,—,16,Pnc,Pnc,,,"Alexis, v. 16",PUNCT,—,6
151,17,1,cons,cons,17,N,N,,C/V\,"Alexis, v. 17",NOUN,comte,3
152,17,2,fut,fut,17,Vfin,Vfin,être,C/V\,"Alexis, v. 17",VERB,être,10
153,17,3,de,de,17,Pre,Pre,de,C/(e)\,"Alexis, v. 17",ADP,de,10
154,17,4,rome,rome,17,N,N,,'C/V\.C/(e)\,"Alexis, v. 17",NOUN,Rome,5
155,17,5,des,des,17,Pre+Det,Pre+Det,de.le,C/V\,"Alexis, v. 17",ADP.DET,de.le,10
156,17,6,melz,melz,17,Adv,Adv,mieux,C/V\,"Alexis, v. 17",ADV,mieux,10
157,17,7,ki,ki,17,Qux,Qux,qui,C/V\,"Alexis, v. 17",PRON,qui,10
158,17,8,dune,dune,17,Adv,Adv,donc,'C/V\.C/(e)\,"Alexis, v. 17",ADV,donc,10
159,17,9,i,i,17,Prn,Prn$$,y,/V\,"Alexis, v. 17",PRON,y,10
160,17,10,erent,erent,17,Vfin,Vfin,être,'/V\.C/e\,"Alexis, v. 17",VERB,être,10
161,17,11,;,;,17,Pnc,Pnc,,,"Alexis, v. 17",PUNCT,;,3
162,18,1,sur,sur,18,Pre,Pre,sur,C/V\,"Alexis, v. 18",ADP,sur,10
163,18,2,tuz,tuz,18,QIs,QIs,tout,C/V\,"Alexis, v. 18",DET,tout,10
164,18,3,ses,ses,18,Det,Det,son,C/V\,"Alexis, v. 18",DET,son,10
165,18,4,pers,pers,18,N,N,,C/V\,"Alexis, v. 18",NOUN,pair,3
166,18,5,l',l',18,Prn,Prn$$,le,C/\,"Alexis, v. 18",PRON,le,10
167,18,6,amat,amat,18,Vfin,Vfin,aimer,/V\.'C/V\,"Alexis, v. 18",VERB,aimer,10
168,18,7,li,li,18,Det,Det,le,C/V\,"Alexis, v. 18",DET,le,10
169,18,8,emperere,emperere,18,N,N,,/V\.C/e\.'C/V\.C/(e)\,"Alexis, v. 18",NOUN,empereur,8
170,18,9,.,.,18,Pnc,Pnc,,,"Alexis, v. 18",PUNCT,.,9
171,19,1,dunc,dunc,19,Adv,Adv,donc,C/V\,"Alexis, v. 19",ADV,donc,10
172,19,2,prist,prist,19,Vfin,Vfin,prendre,C/V\,"Alexis, v. 19",VERB,prendre,10
173,19,3,muiler,muiler,19,N,N,,C/V\.'C/V\,"Alexis, v. 19",NOUN,moillier,9
174,19,4,vailante,vailante,19,Vpp,Vpp,valoir,C/V\.'C/V\.C/(e)\,"Alexis, v. 19",VERB,valoir,10
175,19,5,ed,ed,19,Crd,Crd,et,/V\,"Alexis, v. 19",CCONJ,et,10
176,19,6,honurede,honurede,19,Vpp,Vpp,honorer,/V\.C/V\.'C/V\.C/(e)\,"Alexis, v. 19",VERB,honorer,10
177,19,7,",",",",19,Pnc,Pnc,,,"Alexis, v. 19",PUNCT,",",9
178,20,1,des,des,20,Pre+Det,Pre+Det,de.le,C/V\,"Alexis, v. 20",ADP.DET,de.le,10
179,20,2,melz,melz,20,Adv,Adv,mieux,C/V\,"Alexis, v. 20",ADV,mieux,10
180,20,3,gentils,gentils,20,Adj,Adj,gentil,C/V\.'C/V\,"Alexis, v. 20",ADJ,gentil,10
181,20,4,de,de,20,Pre,Pre,de,C/(e)\,"Alexis, v. 20",ADP,de,10
182,20,5,tutä,tutä,20,QIs,QIs,tout,'C/V\.C/(e)\,"Alexis, v. 20",DET,tout,10
183,20,6,la,la,20,Det,Det,le,C/V\,"Alexis, v. 20",DET,le,10
184,20,7,cuntrethä,cuntrethä,20,N,N,,C/V\.'C/V\.C/(e)\,"Alexis, v. 20",NOUN,contrée,0
185,20,8,.,.,20,Pnc,Pnc,,,"Alexis, v. 20",PUNCT,.,9
186,21,1,puis,puis,21,PrA,PrA,puis,C/V\,"Alexis, v. 21",ADV,puis,10
187,21,2,converserent,converserent,21,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,"Alexis, v. 21",VERB,converser,9
188,21,3,ansemble,ansemble,21,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,"Alexis, v. 21",ADV,ensemble,10
189,21,4,longament,longament,21,Adv,Adv,,C/V\.C/V\.'C/V\,"Alexis, v. 21",ADV,longuement,9
190,21,5,:,:,21,Pnc,Pnc,,,"Alexis, v. 21",PUNCT,:,9
191,22,1,n',n',22,Neg,Neg$$,ne,C/\,"Alexis, v. 22",ADV,ne,10
192,22,2,ourent,ourent,22,Vfin,Vfin,avoir,'/V\.C/e\,"Alexis, v. 22",VERB,avoir,10
193,22,3,amfant,amfant,22,N,N,,/V\.'C/V\,"Alexis, v. 22",NOUN,enfant,9
194,22,4,",",",",22,Pnc,Pnc,,,"Alexis, v. 22",PUNCT,",",9
195,22,5,peiset,peiset,22,Vfin,Vfin,peser,'C/V\.C/(e)\,"Alexis, v. 22",VERB,peser,10
196,22,6,lur,lur,22,Prn,Prn%,leur,C/V\,"Alexis, v. 22",PRON,leur,10
197,22,7,en,en,22,Pre,Pre,en,/V\,"Alexis, v. 22",ADP,en,10
198,22,8,forment,forment,22,Adv,Adv,fortement,C/V\.'C/V\,"Alexis, v. 22",ADV,fortement,10
199,22,9,",",",",22,Pnc,Pnc,,,"Alexis, v. 22",PUNCT,",",9
200,23,1,e,e,23,Crd,Crd,et,/V\,"Alexis, v. 23",CCONJ,et,10
201,23,2,deu,deu,23,N,N,,C/V\,"Alexis, v. 23",PROPN,Dieu,3
202,23,3,apelent,apelent,23,Vfin,Vfin,appeler,/V\.'C/V\.C/e\,"Alexis, v. 23",VERB,appeler,10
203,23,4,andui,andui,23,QIs,QIs,ambedeux,/V\.'C/V\,"Alexis, v. 23",NUM,ambedeux,10
204,23,5,parfitement,parfitement,23,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,"Alexis, v. 23",ADV,parfaitement,9
205,23,6,:,:,23,Pnc,Pnc,,,"Alexis, v. 23",PUNCT,:,9
206,24,1,«,«,24,Pnc,Pnc,,,"Alexis, v. 24",PUNCT,«,9
207,24,2,e,e,24,Exc,Exc,,/V\,"Alexis, v. 24",INTJ,hé,8
208,24,3,!,!,24,Pnc,Pnc,,,"Alexis, v. 24",PUNCT,!,9
209,24,4,reis,reis,24,N,N,,C/V\,"Alexis, v. 24",NOUN,roi,3
210,24,5,celeste,celeste,24,Adj,Adj,,C/V\.'C/V\.C/(e)\,"Alexis, v. 24",ADJ,céleste,3
211,24,6,",",",",24,Pnc,Pnc,,,"Alexis, v. 24",PUNCT,",",9
212,24,7,par,par,24,Pre,Pre,par,C/V\,"Alexis, v. 24",ADP,par,10
213,24,8,ton,ton,24,Det,Det,ton,C/V\,"Alexis, v. 24",DET,ton,10
214,24,9,cumandement,cumandement,24,N,N,,C/V\.C/V\.C/e\.'C/V\,"Alexis, v. 24",NOUN,commandement,8
215,25,1,amfant,amfant,25,N,N,,/V\.'C/V\,"Alexis, v. 25",NOUN,enfant,9
216,25,2,nus,nus,25,Prn,Prn$$,nous,C/V\,"Alexis, v. 25",PRON,nous,10
217,25,3,done,done,25,Vfin,Vfin,donner,'C/V\.C/(e)\,"Alexis, v. 25",VERB,donner,10
218,25,4,ki,ki,25,Qux,Qux,qui,C/V\,"Alexis, v. 25",PRON,qui,10
219,25,5,seit,seit,25,Vfin,Vfin,être,C/V\,"Alexis, v. 25",VERB,être,10
220,25,6,a,a,25,Pre,Pre,à,/V\,"Alexis, v. 25",ADP,à,10
221,25,7,tun,tun,25,Det,Det,ton,C/V\,"Alexis, v. 25",DET,ton,10
222,25,8,talent,talent,25,N,N,,C/V\.'C/V\,"Alexis, v. 25",NOUN,talent,8
223,25,9,!,!,25,Pnc,Pnc,,,"Alexis, v. 25",PUNCT,!,9
224,25,10,»,»,25,Pnc,Pnc,,,"Alexis, v. 25",PUNCT,»,9
225,26,1,tant,tant,26,QIs,QIs,tant,C/V\,"Alexis, v. 26",ADV,tant,10
226,26,2,li,li,26,Prn,Prn$$,le,C/V\,"Alexis, v. 26",PRON,le,10
227,26,3,prierent,prierent,26,Vfin,Vfin,prier,C/V\.'C/V\.C/e\,"Alexis, v. 26",VERB,prier,10
228,26,4,par,par,26,Pre,Pre,par,C/V\,"Alexis, v. 26",ADP,par,10
229,26,5,grant,grant,26,Adj,Adj,grand,C/V\,"Alexis, v. 26",ADJ,grand,10
230,26,6,humilitét,humilitét,26,N,N,,/V\.C/V\.C/V\.'C/V\,"Alexis, v. 26",NOUN,humilité,9
231,27,1,que,que,27,Sub,Sub,que,C/(e)\,"Alexis, v. 27",SCONJ,que,10
232,27,2,la,la,27,Det,Det,le,C/V\,"Alexis, v. 27",DET,le,10
233,27,3,muiler,muiler,27,N,N,,C/V\.'C/V\,"Alexis, v. 27",NOUN,moillier,9
234,27,4,dunat,dunat,27,Vfin,Vfin,donner,C/V\.'C/V\,"Alexis, v. 27",VERB,donner,10
235,27,5,fecunditét,fecunditét,27,N,N,,C/V\.C/V\.C/V\.'C/V\,"Alexis, v. 27",NOUN,fécondité,9
236,27,6,:,:,27,Pnc,Pnc,,,"Alexis, v. 27",PUNCT,:,9
237,28,1,un,un,28,QIs,QIs,un,/V\,"Alexis, v. 28",DET,un,10
238,28,2,filz,filz,28,N,N,,C/V\,"Alexis, v. 28",NOUN,fils,3
239,28,3,lur,lur,28,Prn,Prn$$,leur,C/V\,"Alexis, v. 28",PRON,leur,10
240,28,4,dunet,dunet,28,Vfin,Vfin,donner,'C/V\.C/(e)\,"Alexis, v. 28",VERB,donner,10
241,28,5,",",",",28,Pnc,Pnc,,,"Alexis, v. 28",PUNCT,",",9
242,28,6,si,si,28,Adv,Adv,si,C/V\,"Alexis, v. 28",ADV,si,10
243,28,7,l',l',28,Prn,Prn$$,le,C/\,"Alexis, v. 28",PRON,le,10
244,28,8,en,en,28,Prn,Prn$$,en,/V\,"Alexis, v. 28",PRON,en,10
245,28,9,sourent,sourent,28,Vfin,Vfin,savoir,'C/V\.C/e\,"Alexis, v. 28",VERB,savoir,10
246,28,10,bon,bon,28,Adj,Adj,bon,C/V\,"Alexis, v. 28",ADJ,bon,10
247,28,11,grét,grét,28,N,N,,C/V\,"Alexis, v. 28",NOUN,gré,9
248,28,12,.,.,28,Pnc,Pnc,,,"Alexis, v. 28",PUNCT,.,9
249,29,1,de,de,29,Pre,Pre,de,C/(e)\,"Alexis, v. 29",ADP,de,10
250,29,2,saint,saint,29,Adj,Adj,saint,C/V\,"Alexis, v. 29",ADJ,saint,10
251,29,3,batesma,batesma,29,N,N,,C/V\.'C/V\.C/e\,"Alexis, v. 29",NOUN,baptême,9
252,29,4,l',l',29,Prn,Prn$$,le,C/\,"Alexis, v. 29",PRON,le,10
253,29,5,unt,unt,29,Vfin,Vfin,avoir,/V\,"Alexis, v. 29",VERB,avoir,10
254,29,6,fait,fait,29,Vpp,Vpp,faire,C/V\,"Alexis, v. 29",VERB,faire,10
255,29,7,regenerer,regenerer,29,Vinf,Vinf,,C/V\.C/V\.C/V\.'C/V\,"Alexis, v. 29",VERB,régénérer,9
256,29,8,;,;,29,Pnc,Pnc,,,"Alexis, v. 29",PUNCT,;,3
257,30,1,bel,bel,30,Adj,Adj,beau,C/V\,"Alexis, v. 30",ADJ,beau,10
258,30,2,num,num,30,N,N,,C/V\,"Alexis, v. 30",NOUN,nom,8
259,30,3,li,li,30,Prn,Prn$$,le,C/V\,"Alexis, v. 30",PRON,le,10
260,30,4,metent,metent,30,Vfin,Vfin,mettre,'C/V\.C/e\,"Alexis, v. 30",VERB,mettre,10
261,30,5,sur,sur,30,Pre,Pre,sur,C/V\,"Alexis, v. 30",ADP,sur,10
262,30,6,la,la,30,Det,Det,le,C/V\,"Alexis, v. 30",DET,le,10
263,30,7,cristientét,cristientét,30,N,N,,C/V\.C/{V}\./V\.'C/V\,"Alexis, v. 30",NOUN,chrétienté,0
264,30,8,.,.,30,Pnc,Pnc,,,"Alexis, v. 30",PUNCT,.,9
265,31,1,fud,fud,31,Vfin,Vfin,être,C/V\,"Alexis, v. 31",VERB,être,10
266,31,2,baptizét,baptizét,31,Vpp,Vpp,,C/V\.C/V\.'C/V\,"Alexis, v. 31",VERB,baptiser,9
267,31,3,",",",",31,Pnc,Pnc,,,"Alexis, v. 31",PUNCT,",",9
268,31,4,si,si,31,Adv,Adv,si,C/V\,"Alexis, v. 31",ADV,si,10
269,31,5,out,out,31,Vfin,Vfin,avoir,/V\,"Alexis, v. 31",VERB,avoir,10
270,31,6,num,num,31,N,N,,C/V\,"Alexis, v. 31",NOUN,nom,8
271,31,7,alexis,alexis,31,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 31",NOUN,Alexis,5
272,31,8,.,.,31,Pnc,Pnc,,,"Alexis, v. 31",PUNCT,.,9
