wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref,pos,lemma_ofl,lemma_score
727,81,7,citét,citét,81,N,N,,C/V\.'C/V\,"Alexis, v. 81",NOUN,cité,8
728,81,8,mult,mult,81,QIs,QIs,moult,C/V\,"Alexis, v. 81",ADV,moult,10
729,81,9,bele,bele,81,Adj,Adj,beau,'C/V\.C/(e)\,"Alexis, v. 81",ADJ,beau,10
730,81,10,—,—,81,Pnc,Pnc,,,"Alexis, v. 81",PUNCT,—,9
731,82,1,iloec,iloec,82,Adv,Adv,illuec,/V\.'C/V\,"Alexis, v. 82",ADV,illuec,10
732,82,2,arivet,arivet,82,Vpp,Vpp,arriver,/V\.'C/V\.C/(e)\,"Alexis, v. 82",VERB,arriver,10
733,82,3,sainement,sainement,82,Adv,Adv,,C/V\.C/e\.'C/V\,"Alexis, v. 82",ADV,sainement,9
734,82,4,la,la,82,Det,Det,le,C/V\,"Alexis, v. 82",DET,le,10
735,82,5,nacele,nacele,82,N,N,,C/V\.'C/V\.C/(e)\,"Alexis, v. 82",NOUN,nacelle,9
736,82,6,.,.,82,Pnc,Pnc,,,"Alexis, v. 82",PUNCT,.,9
737,83,1,dunc,dunc,83,Adv,Adv,donc,C/V\,"Alexis, v. 83",ADV,donc,10
738,83,2,an,an,83,Prn,Prn$$,en,/V\,"Alexis, v. 83",PRON,en,10
739,83,3,eisit,eisit,83,Vfin,Vfin,issir,/V\.'C/V\,"Alexis, v. 83",VERB,issir,10
740,83,4,danz,danz,83,N,N,,C/V\,"Alexis, v. 83",NOUN,dent,3
741,83,5,alexis,alexis,83,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 83",PROPN|NOUN,Alexis,5
742,83,6,a,a,83,Pre,Pre,à,/V\,"Alexis, v. 83",ADP,à,10
743,83,7,certes,certes,83,Adv,Adv,certes,'C/V\.C/e\,"Alexis, v. 83",ADV,certes,10
744,83,8,.,.,83,Pnc,Pnc,,,"Alexis, v. 83",PUNCT,.,9
745,84,1,ço,ço,84,Prn,Prn,ce,C/V\,"Alexis, v. 84",PRON,ce,10
746,84,2,ne,ne,84,Neg,Neg$$,ne,C/(e)\,"Alexis, v. 84",ADV,ne,10
747,84,3,sai,sai,84,Vfin,Vfin,savoir,C/V\,"Alexis, v. 84",VERB,savoir,10
748,84,4,jo,jo,84,Prn,Prn%,je,C/V\,"Alexis, v. 84",PRON,je,10
749,84,5,cum,cum,84,Sub,Sub,comme,C/V\,"Alexis, v. 84",SCONJ,comme,10
750,84,6,longes,longes,84,Adv,Adv,longues,'C/V\.C/e\,"Alexis, v. 84",ADV,longues,10
751,84,7,i,i,84,Prn,Prn$$,y,/V\,"Alexis, v. 84",PRON,y,10
752,84,8,converset,converset,84,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,"Alexis, v. 84",VERB,converser,9
753,84,9,.,.,84,Pnc,Pnc,,,"Alexis, v. 84",PUNCT,.,9
754,85,1,ou,ou,85,Qux,Qux,où,/V\,"Alexis, v. 85",PRON,où,10
755,85,2,que,que,85,Sub,Sub,que,C/(e)\,"Alexis, v. 85",SCONJ,que,10
756,85,3,il,il,85,Prn,Prn$,il,/V\,"Alexis, v. 85",PRON,il,10
757,85,4,seit,seit,85,Vfin,Vfin,être,C/V\,"Alexis, v. 85",VERB,être,10
758,85,5,",",",",85,Pnc,Pnc,,,"Alexis, v. 85",PUNCT,",",9
759,85,6,de,de,85,Pre,Pre,de,C/(e)\,"Alexis, v. 85",ADP,de,10
760,85,7,deu,deu,85,N,N,,C/V\,"Alexis, v. 85",PROPN,Dieu,3
761,85,8,servir,servir,85,Vinf,Vinf,servir,C/V\.'C/V\,"Alexis, v. 85",VERB,servir,10
762,85,9,ne,ne,85,Neg,Neg$$,ne,C/(e)\,"Alexis, v. 85",ADV,ne,10
763,85,10,cesset,cesset,85,Vfin,Vfin,,'C/V\.C/(e)\,"Alexis, v. 85",VERB,cesser,9
764,85,11,.,.,85,Pnc,Pnc,,,"Alexis, v. 85",PUNCT,.,9
765,86,1,d',d',86,Pre,Pre,de,C/\,"Alexis, v. 86",ADP,de,10
766,86,2,iloc,iloc,86,Adv,Adv,illuec,/V\.'C/V\,"Alexis, v. 86",ADV,illuec,10
767,86,3,alat,alat,86,Vfin,Vfin,aller,/V\.'C/V\,"Alexis, v. 86",VERB,aller,10
768,86,4,an,an,86,Pre,Pre,en,/V\,"Alexis, v. 86",ADP,en,10
769,86,5,alsis,alsis,86,N,N,,/V\.'C/V\,"Alexis, v. 86",PROPN|NOUN,Alsis,6
770,86,6,la,la,86,Det,Det,le,C/V\,"Alexis, v. 86",DET,le,10
771,86,7,ciptét,ciptét,86,N,N,,C/V\.'C/V\,"Alexis, v. 86",NOUN,cité,9
772,87,1,pur,pur,87,Pre,Pre,pour,C/V\,"Alexis, v. 87",ADP,pour,10
773,87,2,une,une,87,QIs,QIs,un,'/V\.C/(e)\,"Alexis, v. 87",DET,un,10
774,87,3,imagine,imagine,87,N,N,,/V\.'C/V\.C/(e)\,"Alexis, v. 87",NOUN,image,8
775,87,4,dunt,dunt,87,Qux,Qux,dont,C/V\,"Alexis, v. 87",PRON,dont,10
776,87,5,il,il,87,Prn,Prn$,il,/V\,"Alexis, v. 87",PRON,il,10
777,87,6,oït,oït,87,Vfin,Vfin,ouïr,/V\.'C/V\,"Alexis, v. 87",VERB,ouïr,10
778,87,7,parler,parler,87,Vinf,Vinf,parler,C/V\.'C/V\,"Alexis, v. 87",VERB,parler,10
779,87,8,",",",",87,Pnc,Pnc,,,"Alexis, v. 87",PUNCT,",",9
780,88,1,qued,qued,88,Qux,Qux,que,C/e\,"Alexis, v. 88",PRON,que,10
781,88,2,anges,anges,88,N,N,,'/V\.C/e\,"Alexis, v. 88",NOUN,ange,8
782,88,3,firent,firent,88,Vfin,Vfin,faire,'C/V\.C/e\,"Alexis, v. 88",VERB,faire,10
783,88,4,par,par,88,Pre,Pre,par,C/V\,"Alexis, v. 88",ADP,par,10
784,88,5,cumandement,cumandement,88,N,N,,C/V\.C/V\.C/e\.'C/V\,"Alexis, v. 88",NOUN,commandement,8
785,88,6,deu,deu,88,N,N,,C/V\,"Alexis, v. 88",PROPN,Dieu,3
786,89,1,el,el,89,Pre+Det,Pre+Det,en.le,/V\,"Alexis, v. 89",ADP.DET,en.le,10
787,89,2,num,num,89,N,N,,C/V\,"Alexis, v. 89",NOUN,nom,8
788,89,3,la,la,89,Det,Det,le,C/V\,"Alexis, v. 89",DET,le,10
789,89,4,virge,virge,89,N,N,,'C/V\.C/(e)\,"Alexis, v. 89",NOUN,vierge,8
790,89,5,ki,ki,89,Qux,Qux,qui,C/V\,"Alexis, v. 89",PRON,qui,10
791,89,6,portat,portat,89,Vfin,Vfin,porter,C/V\.'C/V\,"Alexis, v. 89",VERB,porter,10
792,89,7,salvetét,salvetét,89,N,N,,C/V\.C/e\.'C/V\,"Alexis, v. 89",NOUN,sauveté,9
793,89,8,",",",",89,Pnc,Pnc,,,"Alexis, v. 89",PUNCT,",",9
794,90,1,saintä,saintä,90,Adj,Adj,saint,'C/V\.C/(e)\,"Alexis, v. 90",ADJ,saint,10
795,90,2,marie,marie,90,N,N,,C/V\.'C/V\./(e)\,"Alexis, v. 90",NOUN,marie,-10
796,90,3,ki,ki,90,Qux,Qux,qui,C/V\,"Alexis, v. 90",PRON,qui,10
797,90,4,portat,portat,90,Vfin,Vfin,porter,C/V\.'C/V\,"Alexis, v. 90",VERB,porter,10
798,90,5,damnedeu,damnedeu,90,N,N,,C/V\.C/e\.'C/V\,"Alexis, v. 90",PROPN,Damedieu,3
799,90,6,.,.,90,Pnc,Pnc,,,"Alexis, v. 90",PUNCT,.,9
800,91,1,tut,tut,91,QIs,QIs,tout,C/V\,"Alexis, v. 91",DET,tout,10
801,91,2,sun,sun,91,Det,Det,son,C/V\,"Alexis, v. 91",DET,son,10
802,91,3,aver,aver,91,N,N,,/V\.'C/V\,"Alexis, v. 91",NOUN,avoir,3
803,91,4,qu',qu',91,Qux,Qux,que,C/\,"Alexis, v. 91",PRON,que,10
804,91,5,od,od,91,Pre,Pre,o,/V\,"Alexis, v. 91",ADP,o,10
805,91,6,sei,sei,91,Prn,Prn,soi,C/V\,"Alexis, v. 91",PRON,soi,10
806,91,7,en,en,91,Prn,Prn$$,en,/V\,"Alexis, v. 91",PRON,en,10
807,91,8,ad,ad,91,Vfin,Vfin,avoir,/V\,"Alexis, v. 91",VERB,avoir,10
808,91,9,portét,portét,91,Vpp,Vpp,porter,C/V\.'C/V\,"Alexis, v. 91",VERB,porter,10
809,91,10,",",",",91,Pnc,Pnc,,,"Alexis, v. 91",PUNCT,",",9
810,92,1,tut,tut,92,QIs,QIs,tout,C/V\,"Alexis, v. 92",ADV,tout,10
811,92,2,le,le,92,Prn,Prn$$,le,C/(e)\,"Alexis, v. 92",PRON,le,10
812,92,3,depart,depart,92,Vfin,Vfin,départir,C/V\.'C/V\,"Alexis, v. 92",VERB,départir,10
813,92,4,par,par,92,Pre,Pre,par,C/V\,"Alexis, v. 92",ADP,par,10
814,92,5,alsis,alsis,92,N,N,,/V\.'C/V\,"Alexis, v. 92",NOUN,Alsis,2
815,92,6,la,la,92,Det,Det,le,C/V\,"Alexis, v. 92",DET,le,10
816,92,7,citét,citét,92,N,N,,C/V\.'C/V\,"Alexis, v. 92",NOUN,cité,8
817,92,8,;,;,92,Pnc,Pnc,,,"Alexis, v. 92",PUNCT,;,3
818,93,1,larges,larges,93,Adj,Adj,,'C/V\.C/e\,"Alexis, v. 93",ADJ,large,8
819,93,2,almosnes,almosnes,93,N,N,,/V\.'C/V\.C/e\,"Alexis, v. 93",NOUN,aumône,8
820,93,3,",",",",93,Pnc,Pnc,,,"Alexis, v. 93",PUNCT,",",9
821,93,4,que,que,93,Sub,Sub,que,C/(e)\,"Alexis, v. 93",SCONJ,que,10
822,93,5,gens,gens,93,Adv,Adv,giens,C/V\,"Alexis, v. 93",ADV,giens,10
823,93,6,ne,ne,93,Neg,Neg$$,ne,C/(e)\,"Alexis, v. 93",ADV,ne,10
824,93,7,l',l',93,Prn,Prn$$,le,C/\,"Alexis, v. 93",PRON,le,10
825,93,8,en,en,93,Prn,Prn$$,en,/V\,"Alexis, v. 93",PRON,en,10
826,93,9,remest,remest,93,Vfin,Vfin,remanoir,C/V\.'C/V\,"Alexis, v. 93",VERB,remanoir,10
827,93,10,",",",",93,Pnc,Pnc,,,"Alexis, v. 93",PUNCT,",",9
828,94,1,dunet,dunet,94,Vfin,Vfin,donner,'C/V\.C/(e)\,"Alexis, v. 94",VERB,donner,10
829,94,2,as,as,94,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 94",ADP.DET,à.le,10
830,94,3,povres,povres,94,Adj,Adj,pauvre,'C/V\.C/e\,"Alexis, v. 94",ADJ,pauvre,10
831,94,4,",",",",94,Pnc,Pnc,,,"Alexis, v. 94",PUNCT,",",9
832,94,5,u,u,94,Qux,Qux,où,/V\,"Alexis, v. 94",PRON,où,10
833,94,6,qu',qu',94,Sub,Sub,que,C/\,"Alexis, v. 94",SCONJ,que,10
834,94,7,il,il,94,Prn,Prn$,il,/V\,"Alexis, v. 94",PRON,il,10
835,94,8,les,les,94,Prn,Prn$$,le,C/V\,"Alexis, v. 94",PRON,le,10
836,94,9,pout,pout,94,Vfin,Vfin,pouvoir,C/V\,"Alexis, v. 94",VERB,pouvoir,10
837,94,10,trover,trover,94,Vinf,Vinf,trouver,C/V\.'C/V\,"Alexis, v. 94",VERB,trouver,10
838,94,11,:,:,94,Pnc,Pnc,,,"Alexis, v. 94",PUNCT,:,9
839,95,1,pur,pur,95,Pre,Pre,pour,C/V\,"Alexis, v. 95",ADP,pour,10
840,95,2,nul,nul,95,QIs,QIs,nul,C/V\,"Alexis, v. 95",DET,nul,10
841,95,3,aver,aver,95,N,N,,/V\.'C/V\,"Alexis, v. 95",PROPN|NOUN,avoir,3
842,95,4,ne,ne,95,Neg,Neg$$,ne,C/(e)\,"Alexis, v. 95",ADV,ne,10
843,95,5,volt,volt,95,Vfin,Vfin,vouloir,C/V\,"Alexis, v. 95",VERB,vouloir,10
844,95,6,esträ,esträ,95,Vinf,Vinf,être,'/V\.C/(e)\,"Alexis, v. 95",VERB,être,10
845,95,7,ancumbrét,ancumbrét,95,Vpp,Vpp,,/V\.C/V\.'C/V\,"Alexis, v. 95",VERB,encombrer,9
846,95,8,.,.,95,Pnc,Pnc,,,"Alexis, v. 95",PUNCT,.,9
847,96,1,quant,quant,96,Sub,Sub,quand,C/V\,"Alexis, v. 96",SCONJ,quand,10
848,96,2,sun,sun,96,Det,Det,son,C/V\,"Alexis, v. 96",DET,son,10
849,96,3,aver,aver,96,N,N,,/V\.'C/V\,"Alexis, v. 96",PROPN|NOUN,avoir,3
850,96,4,lur,lur,96,Prn,Prn$$,leur,C/V\,"Alexis, v. 96",PRON,leur,10
851,96,5,ad,ad,96,Vfin,Vfin,avoir,/V\,"Alexis, v. 96",VERB,avoir,10
852,96,6,tot,tot,96,QIs,QIs,tout,C/V\,"Alexis, v. 96",ADV,tout,10
853,96,7,departit,departit,96,Vpp,Vpp,départir,C/V\.C/V\.'C/V\,"Alexis, v. 96",VERB,départir,10
854,96,8,",",",",96,Pnc,Pnc,,,"Alexis, v. 96",PUNCT,",",9
855,97,1,enträ,enträ,97,PrA,PrA,entre,'/V\.C/(e)\,"Alexis, v. 97",ADP,entre,10
856,97,2,les,les,97,Det,Det,le,C/V\,"Alexis, v. 97",DET,le,10
857,97,3,povres,povres,97,Adj,Adj,pauvre,'C/V\.C/e\,"Alexis, v. 97",ADJ,pauvre,10
858,97,4,se,se,97,Prn,Prn$$,se,C/(e)\,"Alexis, v. 97",PRON,se,10
859,97,5,sist,sist,97,Vfin,Vfin,seoir,C/V\,"Alexis, v. 97",VERB,seoir,10
860,97,6,danz,danz,97,N,N,,C/V\,"Alexis, v. 97",NOUN,dent,3
861,97,7,alexis,alexis,97,N,N,,/V\.C/V\.'C/V\,"Alexis, v. 97",PROPN|NOUN,Alexis,5
862,97,8,;,;,97,Pnc,Pnc,,,"Alexis, v. 97",PUNCT,;,3
863,98,1,reçut,reçut,98,Vfin,Vfin,recevoir,C/V\.'C/V\,"Alexis, v. 98",VERB,recevoir,10
864,98,2,l',l',98,Det,Det,le,C/\,"Alexis, v. 98",DET,le,10
865,98,3,almosne,almosne,98,N,N,,/V\.'C/V\.C/(e)\,"Alexis, v. 98",NOUN,aumône,9
866,98,4,",",",",98,Pnc,Pnc,,,"Alexis, v. 98",PUNCT,",",9
867,98,5,quant,quant,98,Sub,Sub,quand,C/V\,"Alexis, v. 98",SCONJ,quand,10
868,98,6,deus,deus,98,N,N,,C/V\,"Alexis, v. 98",PROPN,Dieu,3
869,98,7,la,la,98,Prn,Prn$$,le,C/V\,"Alexis, v. 98",PRON,le,10
870,98,8,li,li,98,Prn,Prn$$,le,C/V\,"Alexis, v. 98",PRON,le,10
871,98,9,tramist,tramist,98,Vfin,Vfin,,C/V\.'C/V\,"Alexis, v. 98",VERB,tramettre,3
872,98,10,;,;,98,Pnc,Pnc,,,"Alexis, v. 98",PUNCT,;,3
873,99,1,tant,tant,99,QIs,QIs,tant,C/V\,"Alexis, v. 99",ADV,tant,10
874,99,2,an,an,99,Prn,Prn$$,en,/V\,"Alexis, v. 99",PRON,en,10
875,99,3,retint,retint,99,Vfin,Vfin,retenir,C/V\.'C/V\,"Alexis, v. 99",VERB,retenir,10
876,99,4,dunt,dunt,99,Qux,Qux,dont,C/V\,"Alexis, v. 99",PRON,dont,10
877,99,5,ses,ses,99,Det,Det,son,C/V\,"Alexis, v. 99",DET,son,10
878,99,6,cors,cors,99,N,N,,C/V\,"Alexis, v. 99",NOUN,corps,3
879,99,7,puet,puet,99,Vfin,Vfin,pouvoir,C/V\,"Alexis, v. 99",VERB,pouvoir,10
880,99,8,guarir,guarir,99,Vinf,Vinf,guérir,C/V\.'C/V\,"Alexis, v. 99",VERB,guérir,10
881,99,9,;,;,99,Pnc,Pnc,,,"Alexis, v. 99",PUNCT,;,3
882,100,1,se,se,100,Sub,Sub,si3,C/(e)\,"Alexis, v. 100",SCONJ,si,10
883,100,2,lui',lui',100,Prn,Prn$$,lui,C/V\,"Alexis, v. 100",PRON,lui,10
884,100,3,n,n,100,Neg,Neg$$,ne,C/\,"Alexis, v. 100",ADV,ne,10
885,100,4,remaint,remaint,100,Vfin,Vfin,remanoir,C/V\.'C/V\,"Alexis, v. 100",VERB,remanoir,10
886,100,5,",",",",100,Pnc,Pnc,,,"Alexis, v. 100",PUNCT,",",9
887,100,6,sil,sil,100,Adv+Prn,Adv+Prn$$,si.le,C/V\,"Alexis, v. 100",ADV.PRON,si.le,10
888,100,7,rent,rent,100,Vfin,Vfin,rendre,C/V\,"Alexis, v. 100",VERB,rendre,10
889,100,8,as,as,100,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 100",ADP.DET,à.le,10
890,100,9,poverins,poverins,100,Adj,Adj,,C/V\.C/e\.'C/V\,"Alexis, v. 100",ADJ,poverin,9
891,100,10,.,.,100,Pnc,Pnc,,,"Alexis, v. 100",PUNCT,.,9
892,101,1,or,or,101,Adv,Adv,or,/V\,"Alexis, v. 101",ADV,or,10
893,101,2,revendrai,revendrai,101,Vfin,Vfin,revenir,C/V\.C/e\.'C/V\,"Alexis, v. 101",VERB,revenir,10
894,101,3,al,al,101,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 101",ADP.DET,à.le,10
895,101,4,pedrä,pedrä,101,N,N,,'C/V\.C/(e)\,"Alexis, v. 101",NOUN,pierre,6
896,101,5,ed,ed,101,Crd,Crd,et,/V\,"Alexis, v. 101",CCONJ,et,10
897,101,6,a,a,101,Pre,Pre,à,/V\,"Alexis, v. 101",ADP,à,10
898,101,7,la,la,101,Det,Det,le,C/V\,"Alexis, v. 101",DET,le,10
899,101,8,medrä,medrä,101,N,N,,'C/V\.C/(e)\,"Alexis, v. 101",NOUN,médreu,-10
900,102,1,ed,ed,102,Crd,Crd,et,/V\,"Alexis, v. 102",CCONJ,et,10
901,102,2,a,a,102,Pre,Pre,à,/V\,"Alexis, v. 102",ADP,à,10
902,102,3,la,la,102,Det,Det,le,C/V\,"Alexis, v. 102",DET,le,10
903,102,4,spuse,spuse,102,N,N,,'C/V\.C/(e)\,"Alexis, v. 102",NOUN,épouse,9
904,102,5,qued,qued,102,Qux,Qux,que,C/e\,"Alexis, v. 102",PRON,que,10
905,102,6,il,il,102,Prn,Prn$,il,/V\,"Alexis, v. 102",PRON,il,10
906,102,7,out,out,102,Vfin,Vfin,avoir,/V\,"Alexis, v. 102",VERB,avoir,10
907,102,8,espusethe,espusethe,102,Vpp,Vpp,,/V\.C/V\.'C/V\.C/(e)\,"Alexis, v. 102",VERB,épouser,9
908,102,9,.,.,102,Pnc,Pnc,,,"Alexis, v. 102",PUNCT,.,9
909,103,1,quant,quant,103,Sub,Sub,quand,C/V\,"Alexis, v. 103",SCONJ,quand,10
910,103,2,il,il,103,Prn,Prn,il,/V\,"Alexis, v. 103",PRON,il,10
911,103,3,ço,ço,103,Prn,Prn,ce,C/V\,"Alexis, v. 103",PRON,ce,10
912,103,4,sourent,sourent,103,Vfin,Vfin,savoir,'C/V\.C/e\,"Alexis, v. 103",VERB,savoir,10
913,103,5,qued,qued,103,Sub,Sub,que,C/e\,"Alexis, v. 103",SCONJ,que,10
914,103,6,il,il,103,Prn,Prn$,il,/V\,"Alexis, v. 103",PRON,il,10
915,103,7,fud,fud,103,Vfin,Vfin,être,C/V\,"Alexis, v. 103",VERB,être,10
916,103,8,si,si,103,Adv,Adv,si,C/V\,"Alexis, v. 103",ADV,si,10
917,103,9,alét,alét,103,Vpp,Vpp,aller,/V\.'C/V\,"Alexis, v. 103",VERB,aller,10
918,103,10,",",",",103,Pnc,Pnc,,,"Alexis, v. 103",PUNCT,",",9
919,104,1,ço,ço,104,Prn,Prn,ce,C/V\,"Alexis, v. 104",PRON,ce,10
920,104,2,fut,fut,104,Vfin,Vfin,être,C/V\,"Alexis, v. 104",VERB,être,10
921,104,3,granz,granz,104,Adj,Adj,grand,C/V\,"Alexis, v. 104",ADJ,grand,10
922,104,4,dols,dols,104,N,N,,C/V\,"Alexis, v. 104",NOUN,deuil,3
923,104,5,quet,quet,104,Qux,Qux,que,C/(e)\,"Alexis, v. 104",PRON,que,10
924,104,6,il,il,104,Prn,Prn$,il,/V\,"Alexis, v. 104",PRON,il,10
925,104,7,unt,unt,104,Vfin,Vfin,avoir,/V\,"Alexis, v. 104",VERB,avoir,10
926,104,8,demenét,demenét,104,Vpp,Vpp,démener,C/V\.C/e\.'C/V\,"Alexis, v. 104",VERB,démener,10
927,105,1,e,e,105,Crd,Crd,et,/V\,"Alexis, v. 105",CCONJ,et,10
928,105,2,granz,granz,105,Adj,Adj,grand,C/V\,"Alexis, v. 105",ADJ,grand,10
929,105,3,deplainz,deplainz,105,N,N,,C/V\.'C/V\,"Alexis, v. 105",NOUN,déplaint,8
930,105,4,par,par,105,Pre,Pre,par,C/V\,"Alexis, v. 105",ADP,par,10
931,105,5,tutä,tutä,105,QIs,QIs,tout,'C/V\.C/(e)\,"Alexis, v. 105",DET,tout,10
932,105,6,la,la,105,Det,Det,le,C/V\,"Alexis, v. 105",DET,le,10
933,105,7,citiét,citiét,105,N,N,,C/V\.'C/V\,"Alexis, v. 105",NOUN,cité,9
934,105,8,.,.,105,Pnc,Pnc,,,"Alexis, v. 105",PUNCT,.,9
935,106,1,ço,ço,106,Prn,Prn,ce,C/V\,"Alexis, v. 106",PRON,ce,10
936,106,2,dist,dist,106,Vfin,Vfin,dire,C/V\,"Alexis, v. 106",VERB,dire,10
937,106,3,li,li,106,Det,Det,le,C/V\,"Alexis, v. 106",DET,le,10
938,106,4,pedres,pedres,106,N,N,,'C/V\.C/e\,"Alexis, v. 106",NOUN,père,3
939,106,5,:,:,106,Pnc,Pnc,,,"Alexis, v. 106",PUNCT,:,9
940,106,6,‘,‘,106,Pnc,Pnc,,,"Alexis, v. 106",PUNCT,‘,3
941,106,7,cher,cher,106,Adj,Adj,cher,C/V\,"Alexis, v. 106",ADJ,cher,10
942,106,8,filz,filz,106,N,N,,C/V\,"Alexis, v. 106",NOUN,fils,3
943,106,9,",",",",106,Pnc,Pnc,,,"Alexis, v. 106",PUNCT,",",9
944,106,10,cum,cum,106,Sub,Sub,comme,C/V\,"Alexis, v. 106",SCONJ,comme,10
945,106,11,t',t',106,Prn,Prn$$,te,C/\,"Alexis, v. 106",PRON,te,10
946,106,12,ai,ai,106,Vfin,Vfin,avoir,/V\,"Alexis, v. 106",VERB,avoir,10
947,106,13,perdut,perdut,106,Vpp,Vpp,perdre,C/V\.'C/V\,"Alexis, v. 106",VERB,perdre,10
948,106,14,!,!,106,Pnc,Pnc,,,"Alexis, v. 106",PUNCT,!,9
949,106,15,’,’,106,Pnc,Pnc,,,"Alexis, v. 106",PUNCT,’,3
950,107,1,respont,respont,107,Vfin,Vfin,répondre,C/V\.'C/V\,"Alexis, v. 107",VERB,répondre,10
951,107,2,la,la,107,Det,Det,le,C/V\,"Alexis, v. 107",DET,le,10
952,107,3,medre,medre,107,N,N,,'C/V\.C/(e)\,"Alexis, v. 107",NOUN,mère,8
953,107,4,:,:,107,Pnc,Pnc,,,"Alexis, v. 107",PUNCT,:,9
954,107,5,‘,‘,107,Pnc,Pnc,,,"Alexis, v. 107",PUNCT,‘,3
955,107,6,lasse,lasse,107,Adj,Adj,las,'C/V\.C/(e)\,"Alexis, v. 107",ADJ,las,10
956,107,7,!,!,107,Pnc,Pnc,,,"Alexis, v. 107",PUNCT,!,9
957,107,8,qu',qu',107,Qux,Qux,que,C/\,"Alexis, v. 107",PRON,que,10
958,107,9,est,est,107,Vfin,Vfin,être,/V\,"Alexis, v. 107",VERB,être,10
959,107,10,devenut,devenut,107,Vpp,Vpp,devenir,C/V\.C/e\.'C/V\,"Alexis, v. 107",VERB,devenir,10
960,107,11,?,?,107,Pnc,Pnc,,,"Alexis, v. 107",PUNCT,?,9
961,107,12,’,’,107,Pnc,Pnc,,,"Alexis, v. 107",PUNCT,’,3
962,108,1,ço,ço,108,Prn,Prn,ce,C/V\,"Alexis, v. 108",PRON,ce,10
963,108,2,dist,dist,108,Vfin,Vfin,dire,C/V\,"Alexis, v. 108",VERB,dire,10
964,108,3,la,la,108,Det,Det,le,C/V\,"Alexis, v. 108",DET,le,10
965,108,4,spuse,spuse,108,N,N,,'C/V\.C/(e)\,"Alexis, v. 108",NOUN,épouse,9
966,108,5,:,:,108,Pnc,Pnc,,,"Alexis, v. 108",PUNCT,:,9
967,108,6,‘,‘,108,Pnc,Pnc,,,"Alexis, v. 108",PUNCT,‘,3
968,108,7,pechét,pechét,108,N,N,,C/V\.'C/V\,"Alexis, v. 108",NOUN,péché,8
969,108,8,le,le,108,Prn,Prn$$,le,C/(e)\,"Alexis, v. 108",PRON,le,10
970,108,9,m',m',108,Prn,Prn$$,me,C/\,"Alexis, v. 108",PRON,me,10
971,108,10,at,at,108,Vfin,Vfin,avoir,/V\,"Alexis, v. 108",VERB,avoir,10
972,108,11,tolut,tolut,108,Vpp,Vpp,tolir,C/V\.'C/V\,"Alexis, v. 108",VERB,tolir,10
973,108,12,.,.,108,Pnc,Pnc,,,"Alexis, v. 108",PUNCT,.,9
974,109,1,e,e,109,Exc,Exc,,/V\,"Alexis, v. 109",INTJ,hé,8
975,109,2,!,!,109,Pnc,Pnc,,,"Alexis, v. 109",PUNCT,!,9
976,109,3,chers,chers,109,Adj,Adj,cher,C/V\,"Alexis, v. 109",ADJ,cher,10
977,109,4,amis,amis,109,N,N,,/V\.'C/V\,"Alexis, v. 109",NOUN,ami,3
978,109,5,",",",",109,Pnc,Pnc,,,"Alexis, v. 109",PUNCT,",",9
979,109,6,si,si,109,Adv,Adv,si,C/V\,"Alexis, v. 109",ADV,si,10
980,109,7,pou,pou,109,Adv,Adv,peu,C/V\,"Alexis, v. 109",ADV,peu,10
981,109,8,vus,vus,109,Prn,Prn$$,vous,C/V\,"Alexis, v. 109",PRON,vous,10
982,109,9,ai,ai,109,Vfin,Vfin,avoir,/V\,"Alexis, v. 109",VERB,avoir,10
983,109,10,oüt,oüt,109,Vpp,Vpp,avoir,/V\.'C/V\,"Alexis, v. 109",VERB,avoir,10
984,109,11,!,!,109,Pnc,Pnc,,,"Alexis, v. 109",PUNCT,!,9
985,110,1,or,or,110,Adv,Adv,or,/V\,"Alexis, v. 110",ADV,or,10
986,110,2,sui,sui,110,Vfin,Vfin,être,C/V\,"Alexis, v. 110",VERB,être,10
987,110,3,si,si,110,Adv,Adv,si,C/V\,"Alexis, v. 110",ADV,si,10
988,110,4,graime,graime,110,Adj,Adj,,'C/V\.C/(e)\,"Alexis, v. 110",ADJ,graim,9
989,110,5,que,que,110,Sub,Sub,que,C/(e)\,"Alexis, v. 110",SCONJ,que,10
990,110,6,ne,ne,110,Neg,Neg$$,ne,C/(e)\,"Alexis, v. 110",ADV,ne,10
991,110,7,puis,puis,110,Vfin,Vfin,pouvoir,C/V\,"Alexis, v. 110",VERB,pouvoir,10
992,110,8,esträ,esträ,110,Vinf,Vinf,être,'/V\.C/(e)\,"Alexis, v. 110",VERB,être,10
993,110,9,plus,plus,110,Adv,Adv,plus,C/V\,"Alexis, v. 110",ADV,plus,10
994,110,10,’,’,110,Pnc,Pnc,,,"Alexis, v. 110",PUNCT,’,3
995,110,11,.,.,110,Pnc,Pnc,,,"Alexis, v. 110",PUNCT,.,9
996,111,1,dunc,dunc,111,Adv,Adv,donc,C/V\,"Alexis, v. 111",ADV,donc,10
