"wd_id","line_id","linewd","word","lex_id","tag","textlineid","lemma"
239,36,2,"sans","sans","NOM",1526,"sanc|sens_+I|+I"
240,36,3,"y","y","PRO:clit",1526,"i2_S"
241,36,4,"mestrise","mestrise","NOM",1526,"maistrise_+Z"
242,36,5,"clamer","clamer","VER",1526,"clamer_+IMT"
243,36,6,".",".","PON",1526,"."
244,37,1,"Ou","ou","PREDET:en",1527,"en1+le_S"
245,37,2,"ciel","ciel","NOM",1527,"ciel_+IT"
246,37,3,"avez","avez","VER",1527,"avoir_+IM"
247,37,4,"la","la","DET:def",1527,"le_S"
248,37,5,"seigneurie","seigneurie","NOM",1527,"<nolem>"
249,37,6,",",",","PON",1527,","
250,38,1,"Sans","sans","PRE",1528,"sans_+S"
251,38,2,"ce","ce","PRO:invar",1528,"ce1_S"
252,38,3,"que","que","PROCON",1528,"que3_S"
253,38,4,"autre","autre","ADJ",1528,"autre_CIId"
254,38,5,"i","i","PRO:clit",1528,"i2_S"
255,38,6,"ait","ait","VER",1528,"aidier|avoir_+MIdMd|+CIM"
256,38,7,"partie","partie","NOM",1528,"partie_+CIT"
257,38,8,".",".","PON",1528,"."
258,39,1,"Les","les","DET:def",1529,"le_S"
259,39,2,"estoiles","estoiles","NOM",1529,"estoile_+I"
260,39,3,"faites","faites","VER",1529,"faire_+CMI"
261,39,4,"tourner","tourner","VER",1529,"torner_*+IT"
262,40,1,"Et","et","CON:coord",1530,"et_S"
263,40,2,"les","les","DET:def",1530,"le_S"
264,40,3,"planetes","planetes","NOM",1530,"planete1|planete2_*+T|+T"
265,40,4,"varier","varier","NOM",1530,"<unknown>"
266,40,5,",",",","PON",1530,","
267,41,1,"Les","les","PRO:pers",1531,"il_S"
268,41,2,"esperés","esperés","VER",1531,"esperer_+M"
269,41,3,"com","com","CON:subord",1531,"come1_S"
270,41,4,"vous","vous","PRO:pers",1531,"vos1_S"
271,41,5,"voulez","voulez","VER",1531,"voler|voloir_*+I|+I"
272,42,1,"Ou","ou","PREDET:en",1532,"en1+le_S"
273,42,2,"tost","tost","ADV",1532,"tost1|tost_+T|CI"
274,42,3,"ou","ou","PRE",1532,"o4_+S"
275,42,4,"tart","tart","ADV",1532,"tart_I"
276,42,5,"vous","vous","PRO:pers",1532,"vos1_S"
277,42,6,"demenez","demenez","VER",1532,"demener_+I"
278,42,7,".",".","PON",1532,"."
279,43,1,"Envis","envis","ADV",1533,"enviz_T"
280,43,2,"voir","voir","ADJ",1533,"voir_+IT"
281,43,3,"vous","vous","PRO:pers",1533,"vos1_S"
282,43,4,"soufferrïez","soufferriez","VER",1533,"<unknown>"
283,44,1,"Et","et","CON:coord",1534,"et_S"
284,44,2,"mont","mont","ADV",1534,"mout_C"
285,44,3,"envis","envis","ADV",1534,"enviz_T"
286,44,4,"vous","vous","PRO:pers",1534,"vos1_S"
287,44,5,"vourrïez","vourriez","VER",1534,"<unknown>"
288,45,1,"Que","que","PROCON",1535,"que3_S"
289,45,2,"de","de","PRE",1535,"de_+S"
290,45,3,"rien","rien","ADV",1535,"rien_Z"
291,45,4,"je","je","PRO:pers",1535,"je_S"
292,45,5,"m'","m'","PRO:pers",1535,"je_S"
293,45,6,"en","en","PRO:clit",1535,"en2_S"
294,45,7,"meslasse","meslasse","VER",1535,"<unknown>"
295,45,8,".",".","PON",1535,"."
296,46,1,"Donc","donc","ADV",1536,"donc_I"
297,46,2,"voir","voir","ADJ",1536,"voir_+IT"
298,46,3,"seroie","seroie","VER",1536,"estre1|estre_+I|CMI"
299,46,4,"je","je","PRO:pers",1536,"je_S"
300,46,5,"lasse","lasse","ADJ",1536,"las_+I"
301,46,6,",",",","PON",1536,","
302,47,1,"Se","se","PRO:pers",1537,"soi1_S"
303,47,2,"en","en","PRE",1537,"en1_+S"
304,47,3,"ma","ma","DET:poss",1537,"mon1_S"
305,47,4,"part","part","NOM",1537,"part1|part2|part3|part4_+IT|+T|+T|+T"
306,47,5,"vous","vous","PRO:pers",1537,"vos1_S"
307,47,6,"clamïez","clamiez","VER",1537,"<unknown>"
308,48,1,"Haussage","haussage","NOM",1538,"haussage_+T"
309,48,2,"ou","ou","PRE",1538,"o4_+S"
310,48,3,"vous","vous","PRO:pers",1538,"vos1_S"
311,48,4,"en","en","PRO:clit",1538,"en2_S"
312,48,5,"meslïez","mesliez","VER",1538,"<unknown>"
313,48,6,";",";","PON",1538,";"
314,49,1,"Aussi","aussi","ADV",1539,"aussi_+CIT"
315,49,2,"tost","tost","ADV",1539,"tost1|tost_+T|CI"
316,49,3,"vourroie","vourroie","VER",1539,"voloir_*+Z"
317,49,4,"mourir","mourir","VER",1539,"morir_*+IT"
318,50,1,"Com","com","CON:subord",1540,"come1_S"
319,50,2,"je","je","PRO:pers",1540,"je_S"
320,50,3,"pourroie","pourroie","VER",1540,"pouvoir_M"
321,50,4,"ce","ce","PRO:invar",1540,"ce1_S"
322,50,5,"soufrir","soufrir","VER",1540,"sofrir|souffrir|soufrir_+M|M|M"
323,50,6,".",".","PON",1540,"."
324,51,1,"De","de","PRE",1549,"de_+S"
325,51,2,"hors","hors","ADV",1549,"hors_IT"
326,51,3,"est","est","VER",1549,"ester|estre1_+M|+I"
327,51,4,"la","la","DET:def",1549,"le_S"
328,51,5,"vostre","vostre","ADJ:poss",1549,"vostre_S"
329,51,6,"partie","partie","NOM",1549,"partie_+CIT"
330,51,7,",",",","PON",1549,","
331,52,1,"Là","là","ADV",1550,"là_+IT"
332,52,2,"avez","avez","VER",1550,"avoir_+IM"
333,52,3,"vous","vous","PRO:pers",1550,"vos1_S"
334,52,4,"la","la","DET:def",1550,"le_S"
335,52,5,"seignourie","seignourie","NOM",1550,"seignorie_*+CIT"
336,52,6,",",",","PON",1550,","
337,53,1,"Là","là","ADV",1551,"là_+IT"
338,53,2,"pouez","pouez","VER",1551,"pouvoir_M"
339,53,3,"vous","vous","PRO:pers",1551,"vos1_S"
340,53,4,",",",","PON",1551,","
341,53,5,"se","se","PRO:invar",1551,"ce1_S"
342,53,6,"vous","vous","PRO:pers",1551,"vos1_S"
343,53,7,"voulés","voulés","VER",1551,"voler_*+IT"
344,53,8,",",",","PON",1551,","
345,54,1,"Faire","faire","VER",1552,"faire_+MIT"
346,54,2,"assez","assez","ADV",1552,"assez_+IT"
347,54,3,"de","de","PRE",1552,"de_+S"
348,54,4,"nouveletés","nouveletés","VER",1552,"<unknown>"
349,54,5,".",".","PON",1552,"."
350,55,1,"Se","se","PRO:invar",1553,"ce1_S"
351,55,2,"de","de","PRE",1553,"de_+S"
352,55,3,"Venus","venus","NPR",1553,"<nolem>"
353,55,4,",",",","PON",1553,","
354,55,5,"beste","beste","NOM",1553,"beste_+IT"
355,55,6,"cornue","cornue","ADJ",1553,"cornu_*+Z"
356,56,1,"Ou","ou","VER",1554,"avoir|oïr_+MMd|M"
357,56,2,"de","de","PRE",1554,"de_+S"
358,56,3,"Mercure","mercure","NPR",1554,"<nolem>"
359,56,4,",",",","PON",1554,","
360,56,5,"une","une","DET:ndf",1554,"un_S"
361,56,6,"tortue","tortue","NOM",1554,"tortüe_+Td"
362,57,1,"Vous","vous","PRO:pers",1555,"vos1_S"
363,57,2,"faisïez","faisiez","VER",1555,"<unknown>"
364,57,3,",",",","PON",1555,","
365,57,4,"bien","bien","ADV",1555,"bien1|bien2|bien_+IT|C|I"
366,57,5,"m'","m'","PRO:pers",1555,"je_S"
367,57,6,"en","en","PRO:clit",1555,"en2_S"
368,57,7,"tairoye","tairoye","VER",1555,"<unknown>"
369,58,1,"Ne","ne","PRO:clit",1556,"en2_S"
370,58,2,"ja","ja","ADV",1556,"ja_+CIT"
371,58,3,"de","de","PRE",1556,"de_+S"
372,58,4,"rien","rien","ADV",1556,"rien_Z"
373,58,5,"n'","n'","PRO:clit",1556,"en2_S"
374,58,6,"en","en","PRO:clit",1556,"en2_S"
375,58,7,"parleroye","parleroye","VER",1556,"<unknown>"
376,58,8,";",";","PON",1556,";"
377,59,1,"La","la","DET:def",1557,"le_S"
378,59,2,"endroit","endroit","NOM",1557,"endroit_Z"
379,59,3,"ne","ne","PRO:clit",1557,"en2_S"
380,59,4,"claim","claim","VER",1557,"clamer_+MI"
381,59,5,"nul","nul","PRO:ind",1557,"nul_S"
382,59,6,"rien","rien","ADV",1557,"rien_Z"
383,59,7,",",",","PON",1557,","
384,60,1,"Mais","mais","CON:coord",1558,"mais_S"
385,60,2,"par","par","PRE",1558,"par_S"
386,60,3,"dedens","dedens","ADV",1558,"dedenz_Z"
387,60,4,"trestout","trestout","PRO:ind",1558,"trestot_S"
388,60,5,"est","est","VER",1558,"ester|estre1_+M|+I"
389,60,6,"mien","mien","PRO:poss",1558,"mien_S"
390,60,7,".",".","PON",1558,"."
391,61,1,"Maistresse","maistresse","NOM",1559,"maistresse_+T"
392,61,2,"soi","soi","VER",1559,"savoir_+IM"
393,61,3,"des","des","PREDET:de",1559,"de+le_S"
394,61,4,"elemens","elemens","NOM",1559,"element_*+T"
395,61,5,",",",","PON",1559,","
396,62,1,"Des","des","PREDET:de",1560,"de+le_S"
397,62,2,"impressions","impressions","NIL",1560,"impressïon_G>T"
398,62,3,"et","et","CON:coord",1560,"et_S"
399,62,4,"des","des","PREDET:de",1560,"de+le_S"
400,62,5,"vens","vens","NOM",1560,"van1|van2_*+T|+T"
401,63,1,"Hommes","hommes","NOM",1591,"ome_+C"
402,63,2,"et","et","CON:coord",1591,"et_S"
403,63,3,"fames","fames","NOM",1591,"feme_+CI"
404,63,4,"fais","fais","VER",1591,"faire_+CMI"
405,63,5,"parler","parler","VER",1591,"parler_+MIT"
406,63,6,",",",","PON",1591,","
407,64,1,"Voler","voler","VER",1592,"voler_+IT"
408,64,2,"oysiaus","oysiaus","NOM",1592,"oisel_*+Z"
409,64,3,",",",","PON",1592,","
410,64,4,"bestes","bestes","NOM",1592,"beste_+I"
411,64,5,"aler","aler","VER",1592,"aler|foraler_+MIT|+T"
412,64,6,",",",","PON",1592,","
413,65,1,"De","de","PRE",1595,"de_+S"
414,65,2,"tout","tout","DET:ind",1595,"tot_S"
415,65,3,"soi","soi","DET:poss",1595,"son4_S"
416,65,4,"dame","dame","NOM",1595,"dam|dame|dan2_+T|+CIT|+T"
417,65,5,"et","et","CON:coord",1595,"et_S"
418,65,6,"mestresse","mestresse","NOM",1595,"<nolem>"
419,65,7,",",",","PON",1595,","
420,66,1,"Mes","mes","DET:poss",1596,"mon1_S"
421,66,2,"avis","avis","NOM",1596,"avis_+IT"
422,66,3,"m'","m'","PRO:pers",1596,"je_S"
423,66,4,"est","est","VER",1596,"ester|estre1_+M|+I"
424,66,5,"que","que","PROCON",1596,"que3_S"
425,66,6,"pour","pour","PRE",1596,"por2_+S"
426,66,7,"baiesse","baiesse","NOM",1596,"baiasse_+T"
427,67,1,"Malement","malement","ADV",1597,"malement_I"
428,67,2,"me","me","PRO:pers",1597,"je_S"
429,67,3,"voulez","voulez","VER",1597,"voler|voloir_*+I|+I"
430,67,4,"tenir","tenir","VER",1597,"tenir1|tenir|tenoir_+T|MI|M"
431,67,5,",",",","PON",1597,","
432,68,1,"Quant","quant","ADV",1598,"cant_C"
433,68,2,"mon","mon","DET:poss",1598,"mon1_S"
434,68,3,"vin","vin","NOM",1598,"vin_+IT"
435,68,4,"faites","faites","VER",1598,"faire_+CMI"
436,68,5,"devenir","devenir","VER",1598,"devenir_+IT"
437,69,1,"Sanc","sanc","NOM",1599,"sanc_+IT"
438,69,2,"pour","pour","PRE",1599,"por2_+S"
439,69,3,"faire","faire","VER",1599,"faire_+MIT"
440,69,4,"nuef","nuef","ADJ:card",1599,"nuef1|nuef_IT|CI"
441,69,5,"bevrage","bevrage","NOM",1599,"bevrage_+IT"
442,69,6,".",".","PON",1599,"."
443,70,1,"A","a","PRE",1600,"a_S"
444,70,2,"bien","bien","ADV",1600,"bien1|bien2|bien_+IT|C|I"
445,70,3,"pou","pou","ADV",1600,"poi_*I"
446,70,4,"que","que","PROCON",1600,"que3_S"
447,70,5,"n'","n'","PRO:clit",1600,"en2_S"
448,70,6,"en","en","PRO:clit",1600,"en2_S"
449,70,7,"errage","errage","VER",1600,"<unknown>"
450,70,8,".",".","PON",1600,"."
451,71,1,"Du","du","PREDET:de",1601,"de+le_S"
452,71,2,"pain","pain","NOM",1601,"pain_+IT"
453,71,3,"si","si","DET:poss",1601,"son4_S"
454,71,4,"grant","grant","ADJ",1601,"grant_+CIT"
455,71,5,"courous","courous","NOM",1601,"corroz_+Z"
456,71,6,"n'","n'","PRO:clit",1601,"en2_S"
457,71,7,"ai","ai","VER",1601,"aidier|avoir_+Md|+CMI"
458,71,8,"mie","mie","ADV",1601,"mie_C"
459,71,9,",",",","PON",1601,","
460,72,1,"Quar","quar","CON:coord",1602,"car_S"
461,72,2,"de","de","PRE",1602,"de_+S"
462,72,3,"crouste","crouste","NOM",1602,"croste_*+T"
463,72,4,"ne","ne","PRO:clit",1602,"en2_S"
464,72,5,"de","de","PRE",1602,"de_+S"
465,72,6,"mie","mie","ADV",1602,"mie_C"
466,73,1,"Fairë","faire","VER",1603,"<unknown>"
467,73,2,"onques","onques","ADV",1603,"onque_+CIT"
468,73,3,"ne","ne","PRO:clit",1603,"en2_S"
469,73,4,"m'","m'","PRO:pers",1603,"je_S"
470,73,5,"entremis","entremis","VER",1603,"entremetre_+I"
471,74,1,"Ne","ne","PRO:clit",1604,"en2_S"
472,74,2,"onques","onques","ADV",1604,"onque_+CIT"
473,74,3,"paine","paine","NOM",1604,"peine_+CT"
474,74,4,"je","je","PRO:pers",1604,"je_S"
475,74,5,"n'","n'","PRO:clit",1604,"en2_S"
476,74,6,"i","i","PRO:clit",1604,"i2_S"
477,74,7,"mis","mis","VER",1604,"manoir|metre|mettre_M|CIM|M"
478,74,8,",",",","PON",1604,","
479,75,1,"Mais","mais","CON:coord",1605,"mais_S"
480,75,2,"bien","bien","ADV",1605,"bien1|bien2|bien_+IT|C|I"
481,75,3,"voirs","voirs","ADJ",1605,"voir_+I"
482,75,4,"est","est","VER",1605,"ester|estre1_+M|+I"
483,75,5,"que","que","PROCON",1605,"que3_S"
484,75,6,"je","je","PRO:pers",1605,"je_S"
485,75,7,"baillai","baillai","VER",1605,"baillier_*+MMd"
486,76,1,"La","la","DET:def",1606,"le_S"
487,76,2,"matierë","matiere","NOM",1606,"<unknown>"
488,76,3,"et","et","CON:coord",1606,"et_S"
489,76,4,"delivray","delivray","VER",1606,"<unknown>"
490,77,1,"Dont","dont","PRO:invar",1607,"dont_S"
491,77,2,"on","on","PRO:invar",1607,"on_S"
492,77,3,"le","le","PRO:pers",1607,"il_S"
493,77,4,"fait","fait","VER",1607,"faire|farre_+CMI|M"
494,77,5,",",",","PON",1607,","
495,77,6,"ce","ce","PRO:invar",1607,"ce1_S"
496,77,7,"savez","savez","VER",1607,"savoir_+MI"
497,77,8,"vous","vous","PRO:pers",1607,"vos1_S"
498,77,9,"!","!","PON",1607,"!"
499,78,1,"Et","et","CON:coord",1608,"et_S"
500,78,2,"pour","pour","PRE",1608,"por2_+S"
501,78,3,"ce","ce","PRO:invar",1608,"ce1_S"
502,78,4,"ai","ai","VER",1608,"aidier|avoir_+Md|+CMI"
503,78,5,"je","je","PRO:pers",1608,"je_S"
504,78,6,"au","au","PREDET:a",1608,"a+le_S"
505,78,7,"cuers","cuers","NOM",1608,"cuer2|cuer_+I|I"
506,78,8,"courous","courous","NOM",1608,"corroz_+Z"
507,78,9,",",",","PON",1608,","
508,79,1,"Et","et","CON:coord",1651,"et_S"
509,79,2,"bien","bien","ADV",1651,"bien1|bien2|bien_+IT|C|I"
510,79,3,"vous","vous","PRO:pers",1651,"vos1_S"
511,79,4,"di","di","VER",1651,"dire_+MI"
512,79,5,",",",","PON",1651,","
513,79,6,"se","se","PRO:pers",1651,"soi1_S"
514,79,7,"ne","ne","PRO:clit",1651,"en2_S"
515,79,8,"fussiez","fussiez","VER",1651,"estre1|estre_+I|MI"
516,80,1,"Si","si","DET:poss",1652,"son4_S"
517,80,2,"grant","grant","ADJ",1652,"grant_+CIT"
518,80,3,"dame","dame","NOM",1652,"dam|dame|dan2_+T|+CIT|+T"
519,80,4,",",",","PON",1652,","
520,80,5,"tost","tost","ADV",1652,"tost1|tost_+T|CI"
521,80,6,"eüssiez","eussiez","VER",1652,"avoir_+IM"
522,81,1,"La","la","DET:def",1653,"le_S"
523,81,2,"guerre","guerre","NOM",1653,"guerre_+IT"
524,81,3,"et","et","CON:coord",1653,"et_S"
525,81,4,"à","à","NOM",1653,"<unknown>"
526,81,5,"vous","vous","PRO:pers",1653,"vos1_S"
527,81,6,"me","me","PRO:pers",1653,"je_S"
528,81,7,"preisse","preisse","VER",1653,"prendre_+IdMMd"
529,82,1,"Et","et","CON:coord",1654,"et_S"
530,82,2,"puis","puis","ADV",1654,"puis_IT"
531,82,3,"ainsi","ainsi","ADV",1654,"ainsi_+CIT"
532,82,4,"vous","vous","PRO:pers",1654,"vos1_S"
533,82,5,"apreisse","apreisse","VER",1654,"aprendre_*+Id"
534,83,1,"A","a","PRE",1655,"a_S"
535,83,2,"mes","mes","DET:poss",1655,"mon1_S"
536,83,3,"usages","usages","NOM",1655,"usage_+I"
537,83,4,"tresmuer","tresmuer","VER",1655,"tresmüer_+Td"
538,83,5,",",",","PON",1655,","
539,84,1,"Sans","sans","PRE",1656,"sans_+S"
540,84,2,"moy","moy","PRO:pers",1656,"je_S"
541,84,3,"sommer","sommer","VER",1656,"estre_*C"
542,84,4,"ne","ne","PRO:clit",1656,"en2_S"
543,84,5,"apeller","apeller","VER",1656,"apeler_+M"
544,84,6,".",".","PON",1656,"."
545,84,7,"»","»","PON:cit",1656,"»"
546,85,1,"Nature","nature","NOM",1660,"nature_+IT"
547,85,2,",",",","PON",1660,","
548,85,3,"trop","trop","ADV",1660,"trop_+IT"
549,85,4,"par","par","PRE",1660,"par_S"
550,85,5,"estes","estes","VER",1660,"ester|estre1_+M|+I"
551,85,6,"fiere","fiere","ADJ",1660,"fier|fiere2_+I|+T"
552,85,7,",",",","PON",1660,","
553,86,1,"Qui","qui","PROCON",1661,"qui_S"
554,86,2,"ainsi","ainsi","ADV",1661,"ainsi_+CIT"
555,86,3,"à","à","VER",1661,"<unknown>"
556,86,4,"moy","moy","PRO:pers",1661,"je_S"
557,86,5,"fierement","fierement","ADV",1661,"fierement_I"
558,87,1,"Parlés","parlés","VER",1662,"parler_+M"
559,87,2,"et","et","CON:coord",1662,"et_S"
560,87,3,"orgueilleusement","orgueilleusement","ADV",1662,"<nolem>"
561,87,4,".",".","PON",1662,"."
562,88,1,"Bien","bien","ADV",1663,"bien1|bien2|bien_+IT|C|I"
563,88,2,"croi","croi","VER",1663,"croire_+IM"
564,88,3,"que","que","PROCON",1663,"que3_S"
565,88,4,"estes","estes","VER",1663,"ester|estre1_+M|+I"
566,88,5,"abevree","abevree","VER",1663,"abevrer_+M"
567,89,1,"De","de","PRE",1664,"de_+S"
568,89,2,"vos","vos","DET:poss",1664,"vostre_S"
569,89,3,"vins","vins","NOM",1664,"vin_+I"
570,89,4,"et","et","CON:coord",1664,"et_S"
571,89,5,"enyvree","enyvree","VER",1664,"enivrer_*+T"
572,90,1,"Et","et","CON:coord",1665,"et_S"
573,90,2,"forsenee","forsenee","VER",1665,"forsaner|forsener_*+T|+IT"
574,90,3,"bien","bien","ADV",1665,"bien1|bien2|bien_+IT|C|I"
575,90,4,"semblez","semblez","VER",1665,"sembler_+M"
576,91,1,"De","de","PRE",1666,"de_+S"
577,91,2,"la","la","DET:def",1666,"le_S"
578,91,3,"grant","grant","ADJ",1666,"grant_+CIT"
579,91,4,"ire","ire","NOM",1666,"ire_+IT"
580,91,5,"que","que","PROCON",1666,"que3_S"
581,91,6,"monstrez","monstrez","VER",1666,"mostrer_*+T"
582,91,7,";",";","PON",1666,";"
583,92,1,"Ne","ne","PRO:clit",1667,"en2_S"
584,92,2,"sai","sai","VER",1667,"savoir_+IM"
585,92,3,"se","se","PRO:pers",1667,"soi1_S"
586,92,4,"estes","estes","VER",1667,"ester|estre1_+M|+I"
587,92,5,"assotee","assotee","VER",1667,"assoter|essoter_*+T|+T"
588,93,1,"Nouvelement","nouvelement","ADV",1668,"novelement_*I"
589,93,2,"et","et","CON:coord",1668,"et_S"
590,93,3,"radotee","radotee","VER",1668,"<unknown>"
591,93,4,",",",","PON",1668,","
592,94,1,"N'","n'","PRO:clit",1669,"en2_S"
593,94,2,"a","a","VER",1669,"avoir_+CMI"
594,94,3,"pas","pas","NOM",1669,"pas|past2_+IT|+T"
595,94,4,"mont","mont","ADV",1669,"mout_C"
596,94,5,"que","que","PROCON",1669,"que3_S"
597,94,6,"dit","dit","VER",1669,"dire_+CMI"
598,94,7,"avïez","aviez","VER",1669,"avoir_+I"
599,95,1,"Que","que","PROCON",1670,"que3_S"
600,95,2,"pas","pas","NOM",1670,"pas|past2_+IT|+T"
601,95,3,"hastive","hastive","ADJ",1670,"hastif_+I"
602,95,4,"n'","n'","PRO:clit",1670,"en2_S"
603,95,5,"estïez","estiez","VER",1670,"estre1_+I"
604,95,6,",",",","PON",1670,","
605,96,1,"Mes","mes","NOM",1671,"mas|mes1|mes2|mes3|mes4|mois_+T|+T|+T|+T|+IT|+T"
606,96,2,"en","en","PRE",1671,"en1_+S"
607,96,3,"vous","vous","PRO:pers",1671,"vos1_S"
608,96,4,"le","le","DET:def",1671,"le_S"
609,96,5,"contraire","contraire","ADJ",1671,"contraire1|contraire_T|I"
610,96,6,"voi","voi","VER",1671,"aler|vëoir_+M|+I"
611,96,7,",",",","PON",1671,","
612,97,1,"Quar","quar","CON:coord",1672,"car_S"
613,97,2,"sans","sans","PRE",1672,"sans_+S"
614,97,3,"avis","avis","NOM",1672,"avis_+IT"
615,97,4,"parlés","parlés","VER",1672,"parler_+M"
616,97,5,"à","à","VER",1672,"<unknown>"
617,97,6,"moy","moy","PRO:pers",1672,"je_S"
618,98,1,"Or","or","ADV",1683,"or4|or_+IT|CI"
619,98,2,"me","me","PRO:pers",1683,"je_S"
620,98,3,"dites","dites","VER",1683,"dire_+CMI"
621,98,4,",",",","PON",1683,","
622,98,5,"dame","dame","NOM",1683,"dam|dame|dan2_+T|+CIT|+T"
623,98,6,"Nature","nature","NOM",1683,"nature_+IT"
624,98,7,",",",","PON",1683,","
625,99,1,"Qui","qui","PROCON",1684,"qui_S"
626,99,2,"ainsi","ainsi","ADV",1684,"ainsi_+CIT"
627,99,3,"de","de","PRE",1684,"de_+S"
628,99,4,"forfaiture","forfaiture","NOM",1684,"forfaiture_+T"
629,100,1,"Me","me","PRO:pers",1685,"je_S"
630,100,2,"reprenez","reprenez","VER",1685,"<nolem>"
631,100,3,"et","et","CON:coord",1685,"et_S"
632,100,4,"me","me","PRO:pers",1685,"je_S"
633,100,5,"blasmez","blasmez","VER",1685,"blasmer_+MI"
634,101,1,"Et","et","CON:coord",1686,"et_S"
635,101,2,"de","de","PRE",1686,"de_+S"
636,101,3,"bonnage","bonnage","NOM",1686,"bonage_*+T"
637,101,4,"me","me","PRO:pers",1686,"je_S"
638,101,5,"arguez","arguez","VER",1686,"argüer_+M"
639,101,6,",",",","PON",1686,","
640,102,1,"Qui","qui","PROCON",1687,"qui_S"
641,102,2,"dites","dites","VER",1687,"dire_+CMI"
642,102,3,"que","que","PROCON",1687,"que3_S"
643,102,4,"mont","mont","ADV",1687,"mout_C"
644,102,5,"mespris","mespris","VER",1687,"mesprendre|mesprisier|prendre_+I|+I|+M"
645,102,6,"ay","ay","VER",1687,"avoir_+M"
646,102,7,",",",","PON",1687,","
647,103,1,"Quant","quant","ADV",1688,"cant_C"
648,103,2,"en","en","PRE",1688,"en1_+S"
649,103,3,"vostre","vostre","DET:poss",1688,"vostre_S"
650,103,4,"courtil","courtil","NOM",1688,"cortil_+C"
651,103,5,"entrai","entrai","VER",1688,"entrer_+M"
652,103,6,".",".","PON",1688,"."
653,104,1,"Se","se","DET:poss",1689,"son4_S"
654,104,2,"Diex","diex","NOM",1689,"dieu_*+CIT"
655,104,3,"vous","vous","PRO:pers",1689,"vos1_S"
656,104,4,"gart","gart","VER",1689,"garder|garir_+MI|+M"
657,104,5,",",",","PON",1689,","
658,104,6,"de","de","PRE",1689,"de_+S"
659,104,7,"qui","qui","PROCON",1689,"qui_S"
660,104,8,"tenez","tenez","VER",1689,"tenir_MI"
661,105,1,"Et","et","CON:coord",1690,"et_S"
662,105,2,"dont","dont","ADV",1690,"donc|dont_I|I"
663,105,3,"vous","vous","PRO:pers",1690,"vos1_S"
664,105,4,"vient","vient","VER",1690,"venir_+I"
665,105,5,"ce","ce","PRO:invar",1690,"ce1_S"
666,105,6,"quë","que","VER",1690,"<unknown>"
667,105,7,"avez","avez","VER",1690,"avoir_+IM"
668,106,1,"Vous","vous","PRO:pers",1691,"vos1_S"
669,106,2,"semblez","semblez","VER",1691,"sembler_+M"
670,106,3,"le","le","DET:def",1691,"le_S"
671,106,4,"porc","porc","NOM",1691,"porc_+CIT"
672,106,5,"sauvage","sauvage","ADJ",1691,"sauvage_+IT"
673,107,1,"Qui","qui","PROCON",1692,"qui_S"
674,107,2,"mengut","mengut","VER",1692,"mangier_+M"
675,107,3,"en","en","PRE",1692,"en1_+S"
676,107,4,"son","son","DET:poss",1692,"son4_S"
677,107,5,"boscage","boscage","NOM",1692,"boschage_Z"
678,108,1,"Le","le","DET:def",1693,"le_S"
679,108,2,"glan","glan","NOM",1693,"glant_+T"
680,108,3,"et","et","CON:coord",1693,"et_S"
681,108,4,"point","point","NOM",1693,"point_+CIT"
682,108,5,"n'","n'","PRO:clit",1693,"en2_S"
683,108,6,"a","a","VER",1693,"avoir_+CMI"
684,108,7,"le","le","DET:def",1693,"le_S"
685,108,8,"regart","regart","NOM",1693,"regart_+IT"
686,109,1,"Dont","dont","PRO:invar",1694,"dont_S"
687,109,2,"il","il","PRO:pers",1694,"il_S"
688,109,3,"li","li","PRO:pers",1694,"il_S"
689,109,4,"vient","vient","VER",1694,"venir_+I"
690,109,5,"ne","ne","PRO:clit",1694,"en2_S"
691,109,6,"de","de","PRE",1694,"de_+S"
692,109,7,"quel","quel","ADJ",1694,"quel_C"
693,109,8,"part","part","NOM",1694,"part1|part2|part3|part4_+IT|+T|+T|+T"
694,109,9,",",",","PON",1694,","
695,110,1,"Aussi","aussi","ADV",1699,"aussi_+CIT"
696,110,2,"cuit","cuit","VER",1699,"coitier|cuire_+M|+MI"
697,110,3,",",",","PON",1699,","
698,110,4,"ne","ne","PRO:clit",1699,"en2_S"
699,110,5,"me","me","PRO:pers",1699,"je_S"
700,110,6,"connoissies","connoissiés","VER",1699,"<unknown>"
701,111,1,"Ou","ou","PREDET:en",1700,"en1+le_S"
702,111,2,"connoistre","connoistre","VER",1700,"conoistre_*+IT"
703,111,3,"ne","ne","PRO:clit",1700,"en2_S"
704,111,4,"me","me","PRO:pers",1700,"je_S"
705,111,5,"daigniez","daigniez","VER",1700,"deignier_+I"
706,111,6,",",",","PON",1700,","
707,112,1,"Pour","pour","PRE",1701,"por2_+S"
708,112,2,"ce","ce","PRO:invar",1701,"ce1_S"
709,112,3,"que","que","PROCON",1701,"que3_S"
710,112,4,"debonnaire","debonnaire","ADJ",1701,"debonaire_*+IT"
711,112,5,"sui","sui","VER",1701,"estre1|savoir|sivre_+I|+M|+MMd"
712,113,1,"Et","et","CON:coord",1702,"et_S"
713,113,2,"tencerresse","tencerresse","VER",1702,"<unknown>"
714,113,3,"point","point","NOM",1702,"point_+CIT"
715,113,4,"ne","ne","PRO:clit",1702,"en2_S"
716,113,5,"sui","sui","VER",1702,"estre1|savoir|sivre_+I|+M|+MMd"
717,113,6,".",".","PON",1702,"."
