"wd_id","line_id","linewd","word","lex_id","tag","textlineid","TT lemma"
"1","1","1","Cist","cist","DET:demo","1","cest_S"
"2","1","2","siecles","siecles","NOM","1","seule|siecle_*+T|+IT"
"3","1","3","est","est","VER","1","ester|estre1_+M|+I"
"4","1","4","culvert","culvert","ADJ","1","culvert_IT"
"5","1","5","e","e","CON:coord","1","et_S"
"6","1","6","perillus","perillus","ADJ","1","<nolem>"
"7","1","7",",",",","PON","1",","
"8","2","1","Fors","fors","ADV","2","fors2|fuer1_+T|+T"
"9","2","2","a","a","PRE","2","a_S"
"10","2","3","ceus","ceus","PRO:demo","2","cel_S"
"11","2","4","ky","ky","PROCON","2","qui_S"
"12","2","5","servent","servent","VER","2","servir_+MI"
"13","2","6","le","le","DET:def","2","le_S"
"14","2","7","haut","haut","ADJ","2","haut_+CIT"
"15","2","8","Roy","roy","NOM","2","roi_C"
"16","2","9","glorius","glorius","ADJ","2","glorïos_+I"
"17","3","1","Qui","qui","PROCON","3","qui_S"
"18","3","2","pur","pur","PRE","3","por2_+S"
"19","3","3","sa","sa","DET:poss","3","son4_S"
"20","3","4","gent","gent","NOM","3","gent1|giant_+IT|+T"
"21","3","5","dona","dona","VER","3","doner|donner_+CI|M"
"22","3","6","le","le","DET:def","3","le_S"
"23","3","7","soen","soen","ADJ:poss","3","son4_S"
"24","3","8","sanc","sanc","NOM","3","sanc_+IT"
"25","3","9","precius","precius","ADJ","3","precïos_+Z"
"26","3","10",".",".","PON","3","."
"27","4","1","Si","si","ADV","4","si_+IT"
"28","4","2","cum","cum","ADV","4","come_I"
"29","4","3","mester","mester","NOM","4","mestier_+I"
"30","4","4","nous","nous","PRO:pers","4","nos1_S"
"31","4","5","est","est","VER","4","ester|estre1_+M|+I"
"32","4","6",",",",","PON","4",","
"33","4","7","il","il","PRO:pers","4","il_S"
"34","4","8","ait","ait","VER","4","aidier|avoir_+MIdMd|+CIM"
"35","4","9","mercy","mercy","NOM","4","merci_*+IT"
"36","4","10","de","de","PRE","4","de_+S"
"37","4","11","nous","nous","PRO:pers","4","nos1_S"
"38","4","12",",",",","PON","4",","
"39","5","1","Car","car","CON:coord","5","car_S"
"40","5","2","vie","vie","NOM","5","vie1|voie_+T|+T"
"41","5","3","d'","d'","PRE","5","de_+S"
"42","5","4","ome","ome","NOM","5","ome_+IT"
"43","5","5","est","est","VER","5","ester|estre1_+M|+I"
"44","5","6","breve","breve","ADJ","5","<nolem>"
"45","5","7","a","a","PRE","5","a_S"
"46","5","8","le","le","DET:def","5","le_S"
"47","5","9","mond","mond","NOM","5","monde1_+T"
"48","5","10","lab[o]rus","laborus","VER","5","<unknown>"
"49","5","11",",",",","PON","5",","
"50","6","1","Deceivables","deceivables","VER","6","<unknown>"
"51","6","2","a","a","PRE","6","a_S"
"52","6","3","toz","toz","PRO:ind","6","tot_S"
"53","6","4","e","e","CON:coord","6","et_S"
"54","6","5","a","a","VER","6","avoir_+CMI"
"55","6","6","multz","multz","ADV","6","mout_Z"
"56","6","7","ennuius","ennuius","VER","6","<unknown>"
"57","6","8",".",".","PON","6","."
"58","7","1","Nequedent","nequedent","ADV","7","nequedent_I"
"59","7","2","n'","n'","PRO:clit","7","en2_S"
"60","7","3","ad","ad","VER","7","avoir_+IM"
"61","7","4","el","el","PREDET:en","7","en1+le_S"
"62","7","5","siecle","siecle","NOM","7","seule|siecle_+T|+IT"
"63","7","6","nul","nul","DET:ind","7","nul_S"
"64","7","7","si","si","DET:poss","7","son4_S"
"65","7","8","bosoignus","bosoignus","NOM","7","<unknown>"
"66","8","1","Qe","qe","PROCON","8","que1|que2|que3|que4_S|S|S|S"
"67","8","2","alcun","alcun","DET:ind","8","aucun_S"
"68","8","3","delit","delit","NOM","8","delit1|delit2_+T|+IT"
"69","8","4","n'","n'","PRO:clit","8","en2_S"
"70","8","5","ait","ait","VER","8","aidier|avoir_+MIdMd|+CIM"
"71","8","6",",",",","PON","8",","
"72","8","7","si","si","ADV","8","si_+IT"
"73","8","8","trop","trop","ADV","8","trop_+IT"
