"wd_id","line_id","linewd","lex_id","tag","NCA_line","NCA_taggerpos","NCA_lemma","NCA_src"
788,133,1,"bevés","VER:impe:2:pl",235,"VER","boivre","+M"
789,133,2,"que","PROCON",235,"PROCON","que2|que3|que","T|S|C"
790,133,3,"bien","ADV",235,"ADV","bien1|bien2|bien","+IT|C|I"
791,133,4,"bon","ADJ:obj:masc:sg",235,"ADJ","bon","+CIT"
792,133,5,"preu","NOM:obj:masc:sg",235,"NOM","pro","IT"
793,133,6,"vous","PRO:pers:2:pl",235,"PRO:pers","ous2|vos1","T|S"
794,133,7,"fache","VER:subp:3:sg",235,"VER","faire|farre","+M|M"
795,134,1,"voire","ADV",236,"ADV","voir","I"
796,134,2,"entruesque","CON:subord",236,"CON:subord","entrues","que_Z"
797,134,3,"nus","PRO:ind:suj:masc:sg",236,"PRO:pers","nos1|nos","S|I"
798,134,4,"ne","PRO:clit",236,"PRO:clit","en2|ne","S|C"
799,134,5,"nos","PRO:pers:1:pl",236,"PRO:pers","nos1|nos|noz1","S|CI|T"
800,134,6,"chace","VER:pres:3:sg",236,"VER","chacier","+IM"
801,135,1,"cortois","NPR:suj:masc:sg",237,"ADJ","cortois","+IT"
802,135,2,"ne","PRO:clit",237,"PRO:clit","en2|ne","S|C"
803,135,3,"soiés","VER:impe:2:pl",237,"VER","estre","M"
804,135,4,"pas","NOM:obj:masc:pl",237,"NOM","pas|past2","+IT|+T"
805,135,5,"honteus","ADJ:suj:masc:sg",237,"ADJ","hontos","+I"
806,136,1,"c'","PRO:invar",238,"PROCON","ce|que1|que2|que3|que4|que|soi1","Z|Z|Z|Z|Z|C|Z"
807,136,2,"est","VER:pres:3:sg",238,"VER","ester|estre1","+M|+I"
808,136,3,"chaiens","ADV",238,"ADV","çaienz","+Z"
809,136,4,"uns","DET:ndf:suj:masc:sg",238,"DET:ndf","un","CS"
810,136,5,"privés","VER:pper:masc:pl",238,"VER","priver","*+MT"
811,136,6,"hosteus","NOM:suj:masc:sg",238,"NOM","UNKNOWN",
812,137,1,"se","PROCON",239,"PROCON","se","C"
813,137,2,"vous","PRO:pers:2:pl",239,"PRO:pers","ous2|vos1","T|S"
814,137,3,"volés","VER:pres:2:pl",239,"VER","voler","*+IT"
815,137,4,"la","ADV",239,"DET:def","le","CST"
816,137,5,"fors","ADV",239,"ADV","fors2|fuer1","+T|+T"
817,137,6,"aler","VER:infi",239,"VER","aler|foraler","+MIT|+T"
818,138,1,"en","PRE",240,"PRE","en1|en","+IST|CI"
819,138,2,"cel","DET:demo:obj:masc:sg",240,"DET:demo","cel","CS"
820,138,3,"cortil","NOM:obj:masc:sg",240,"NOM","cortil","+T"
821,138,4,"por","PRE",240,"PRE","por2|por","+IST|CI"
822,138,5,"estaler","VER:infi",240,"VER","ateler|estaler","+T|+T"
823,139,1,"ja","ADV",241,"ADV","ja","+CIT"
824,139,2,"mar","ADV",241,"ADV","mar","+IT"
825,139,3,"en","PRO:clit",241,"PRO:clit","en2|en","S|C"
826,139,4,"soferés","VER:futu:2:pl",241,"VER","UNKNOWN",
827,139,5,"disete","NOM:obj:femi:sg",241,"NOM","disete","+T"
828,140,1,"car","CON:coord",242,"CON:coord","car","ST"
829,140,2,"mar","ADV",242,"ADV","mar","+IT"
830,140,3,"l","PRO:pers:obj:3:masc:sg:unb",242,"PRO:pers","il","CS"
831,140,4,"i","PRO:clit",242,"PRO:clit","i2|i|y","S|C|C"
832,140,5,"met","VER:pres:3:sg",242,"VER","metre|mettre","IM|M"
833,140,6,"ki","PROCON",242,"PROCON","qui","ST"
834,140,7,"ne","PRO:clit",242,"PRO:clit","en2|ne","S|C"
835,140,8,"l","PRO:pers:obj:3:masc:sg:unb",242,"PRO:pers","il","CS"
836,140,9,"en","PRO:clit",242,"PRO:clit","en2|en","S|C"
837,140,10,"giete","VER:pres:3:sg",242,"VER","geter|jeter","+M|+I"
838,141,1,"por","PRE",243,"PRE","por2|por","+IST|CI"
839,141,2,"nous","PRO:pers:1:pl",243,"PRO:pers","nos1|nos","S|C"
840,141,3,"laissier","VER:infi",243,"VER","laissier","+IMT"
841,141,4,"ne","PRO:clit",243,"PRO:clit","en2|ne","S|C"
842,141,5,"le","PRO:pers:obj:3:masc:sg:unb",243,"PRO:pers","il","CIST"
843,141,6,"convient","VER:pres:3:sg",243,"VER","convivre","*M"
844,142,1,"vous","PRO:pers:2:pl",244,"PRO:pers","ous2|vos1","T|S"
845,142,2,"dites","VER:pres:2:pl",244,"VER","dire","+CMI"
846,142,3,"voir","ADJ:obj:masc:sg",244,"ADJ","voir","+IT"
847,142,4,"or","ADV",244,"ADV","or4|or","+IT|CI"
848,142,5,"me","PRO:pers:obj:1:sg:unb",244,"PRO:pers","je|moi","IS|T"
849,142,6,"sovient","VER:pres:3:sg",244,"VER","sovenir","+I"
850,143,1,"g","PRO:pers:suj:1:sg:unb",245,"PRO:pers","je","S"
851,143,2,"irai","VER:futu:1:sg",245,"VER","aler","+CIM"
852,143,3,"la","ADV",245,"DET:def","le","CST"
853,143,4,"fors","ADV",245,"ADV","fors2|fuer1","+T|+T"
854,143,5,"un","DET:ndf:obj:masc:sg",245,"DET:ndf","un","CS"
855,143,6,"poi","ADV",245,"ADV","poi","I"
856,143,7,"juer","VER:infi",245,"VER","guiier|jöer","+I|+ITd"
857,144,1,"ore","ADV",246,"ADV","or4|or","+IT|I"
858,144,2,"fole","ADJ:suj:femi:sg",246,"ADJ","fol3|fol","I|I"
859,144,3,"de","PRE",246,"PRE","de","+CIST"
860,144,4,"l","DET:def:obj:masc:sg",246,"PRO:pers","il","CS"
861,144,5,"enivrer","VER:infi",246,"VER","enivrer","+IT"
862,145,1,"nous","PRO:pers:1:pl",247,"PRO:pers","nos1|nos","S|C"
863,145,2,"avons","VER:pres:1:pl",247,"VER","avoir","+MI"
864,145,3,"trové","VER:pper:masc:sg",247,"VER","trover","+I"
865,145,4,"fel","NOM:obj:masc:sg",247,"NOM","felon","IT"
866,145,5,"vilain","ADJ:obj:masc:sg",247,"ADJ","vilain","IT"
867,146,1,"ba","EXC",248,"NOM","UNKNOWN",
868,146,2,"il","PRO:pers:suj:3:masc:sg:unb",248,"PRO:pers","il","CIST"
869,146,3,"fait","VER:pres:3:sg",248,"VER","faire|farre","+CMI|M"
870,146,4,"le","DET:def:obj:masc:sg",248,"DET:def","le","CST"
871,146,5,"cortois","ADJ:obj:masc:sg",248,"ADJ","cortois","+IT"
872,146,6,"vilain","ADJ:obj:masc:sg",248,"NOM","vilain","IT"
873,147,1,"il","PRO:pers:suj:3:masc:sg:unb",249,"PRO:pers","il","CIST"
874,147,2,"cuide","VER:pres:3:sg",249,"VER","cuider|cuidier","M|MI"
875,147,3,"avoir","VER:infi",249,"VER","avoir","+MIT"
876,147,4,"trové","VER:pper:masc:sg",249,"VER","trover","+I"
877,147,5,"beloces","NOM:obj:femi:pl",249,"NOM","beloce","*+T"
878,148,1,"mais","CON:coord",250,"CON:coord","mais","S"
879,148,2,"ainsqu","CON:subord",250,"CON:subord","ainz","que_Z"
880,148,3,"il","PRO:pers:suj:3:masc:sg:unb",250,"PRO:pers","il","CIST"
881,148,4,"ait","VER:subp:3:sg",250,"VER","aidier|avoir","+MIdMd|+CIM"
882,148,5,"paié","VER:pper:masc:sg",250,"VER","paiier","+I"
883,148,6,"ses","DET:poss:obj:femi:pl",250,"DET:poss","son4|son","S|C"
884,148,7,"noches","NOM:obj:femi:pl",250,"NOM","noche|nosche","*+T|+T"
885,149,1,"abaissera","VER:futu:3:sg",251,"VER","abaissier","+M"
886,149,2,"mout","ADV",251,"ADV","mout","I"
887,149,3,"sa","DET:poss:suj:femi:sg",251,"DET:poss","son4|son","S|C"
888,149,4,"borsee","NOM:suj:femi:sg",251,"NOM","borsee","+T"
889,150,1,"qu","PROCON",252,"PROCON","que1|que2|que3|que4|que","S|S|S|S|C"
890,150,2,"il","PRO:pers:suj:3:masc:sg:unb",252,"PRO:pers","il","CIST"
891,150,3,"a","VER:pres:3:sg",252,"VER","avoir","+CMI"
892,150,4,"si","PROCON",252,"PROCON","si","C"
893,150,5,"grant","ADJ:obj:femi:sg",252,"ADJ","grant","+CIT"
894,150,6,"au","PREDET:a:obj:masc:sg",252,"PREDET:a","a+le|le","S|C"
895,150,7,"cul","NOM:obj:masc:sg",252,"NOM","cul","+T"
896,150,8,"torsee","VER:pper:femi:sg",252,"VER","torser1|torser2","*+T|+IT"
897,151,1,"bien","ADV",253,"ADV","bien1|bien2|bien","+IT|C|I"
898,151,2,"li","PRO:pers:suj:3:masc:sg:bet",253,"PRO:pers","ele|il","C|CIST"
899,151,3,"sarai","VER:futu:1:sg",253,"VER","savoir","+M"
900,151,4,"rere","VER:infi",253,"VER","rere","+IMT"
901,151,5,"les","DET:def:obj:masc:pl",253,"DET:def","le","CST"
902,151,6,"costes","NOM:obj:masc:pl",253,"NOM","cost1|coste1|coste2|coute","*+T|+T|+T|+I"
903,152,1,"parlés","VER:impe:2:pl",254,"VER","parler","+M"
904,152,2,"a","PRE",254,"PRE","a3|a","+T|CGIS"
905,152,3,"nous","PRO:pers:1:pl",254,"PRO:pers","nos1|nos","S|C"
906,152,4,"un","DET:ndf:obj:masc:sg",254,"DET:ndf","un","CS"
907,152,5,"poi","ADV",254,"ADV","poi","I"
908,152,6,"biaus","ADJ:suj:masc:sg",254,"ADJ","bel","I"
909,152,7,"ostes","NOM:suj:masc:sg",254,"NOM","oste","+I"
910,153,1,"si","PROCON",255,"PROCON","si","C"
911,153,2,"nous","PRO:pers:1:pl",255,"PRO:pers","nos1|nos","S|C"
912,153,3,"soiés","VER:impe:2:pl",255,"VER","estre","M"
913,153,4,"loiaus","ADJ:suj:masc:sg",255,"ADJ","lëal","+Z"
914,153,5,"compaing","NOM:suj:masc:sg",255,"NOM","compagnon","+Z"
915,154,1,"k","PROCON",256,"PROCON","que1|que2|que3|que4","S|S|S|S"
916,154,2,"i","PRO:clit",256,"PRO:clit","i2|i|y","S|C|C"
917,154,3,"a","VER:pres:3:sg",256,"VER","avoir","+CMI"
918,154,4,"dames","NOM:suj:femi:pl",256,"NOM","dame","+CI"
919,154,5,"il","PRO:pers:suj:3:masc:sg:unb",256,"PRO:pers","il","CIST"
920,154,6,"a","VER:pres:3:sg",256,"VER","avoir","+CMI"
921,154,7,"gaaing","NOM:obj:masc:sg",256,"NOM","gäaing","+IIdTd"
922,155,1,"bien","ADV",257,"ADV","bien1|bien2|bien","+IT|C|I"
923,155,2,"me","PRO:pers:obj:1:sg:unb",257,"PRO:pers","je|moi","IS|T"
924,155,3,"doit","VER:pres:3:sg",257,"VER","devoir|dire","+CMI|+M"
925,155,4,"estre","VER:infi",257,"VER","entr'estre|estre1","+M|+IT"
926,155,5,"descovert","VER:pper:masc:sg",257,"VER","descovrir","+IT"
927,156,1,"nous","PRO:pers:1:pl",258,"PRO:pers","nos1|nos","S|C"
928,156,2,"avons","VER:pres:1:pl",258,"VER","avoir","+MI"
929,156,3,"trové","VER:pper:masc:sg",258,"VER","trover","+I"
930,156,4,"un","DET:ndf:obj:masc:sg",258,"DET:ndf","un","CS"
931,156,5,"foubiert","NOM:obj:masc:sg",258,"NOM","UNKNOWN",
932,157,1,"si","PROCON",259,"PROCON","si","C"
933,157,2,"l","PRO:pers:obj:3:masc:sg:unb",259,"PRO:pers","il","CS"
934,157,3,"ai","VER:pres:1:sg",259,"VER","aidier|avoir","+Md|+CMI"
935,157,4,"en","PRE",259,"PRE","en1|en","+IST|CI"
936,157,5,"covent","NOM:obj:masc:sg",259,"NOM","covent1|covent2","+IT|+IT"
937,157,6,"a","PRE",259,"PRE","a3|a","+T|CGIS"
938,157,7,"amer","VER:infi",259,"VER","amer1|amer","+IT|MI"
939,158,1,"mais","CON:coord",260,"CON:coord","mais","S"
940,158,2,"ains","ADV",260,"ADV","ainc|ains3","+T|G"
941,158,3,"je","PRO:pers:suj:1:sg:unb",260,"PRO:pers","je","CIST"
942,158,4,"cuic","VER:pres:1:sg",260,"VER","cuidier","M"
943,158,5,"bien","ADV",260,"ADV","bien1|bien2|bien","+IT|C|I"
944,158,6,"entamer","VER:infi",260,"VER","entamer","+T"
945,159,1,"le","DET:def:obj:femi:sg",261,"DET:def","le","CST"
946,159,2,"borse","NOM:obj:femi:sg",261,"NOM","borse","+T"
947,159,3,"k","PROCON",261,"PROCON","que1|que2|que3|que4","S|S|S|S"
948,159,4,"il","PRO:pers:suj:3:masc:sg:unb",261,"PRO:pers","il","CIST"
949,159,5,"a","VER:pres:3:sg",261,"VER","avoir","+CMI"
950,159,6,"si","PROCON",261,"PROCON","si","C"
951,159,7,"huvee","VER:pper:femi:sg",261,"VER","huver","*+T"
952,160,1,"avés","VER:pres:2:pl",262,"VER","avoir","+M"
953,160,2,"vous","PRO:pers:2:pl",262,"PRO:pers","ous2|vos1","T|S"
954,160,3,"dont","ADV",262,"ADV","donc|dont","I|I"
955,160,4,"borse","NOM:obj:femi:sg",262,"NOM","borse","+T"
956,160,5,"trovee","VER:pper:femi:sg",262,"VER","trover","+I"
957,161,1,"por","PRE",263,"PRE","por2|por","+IST|CI"
958,161,2,"diu","NOM:obj:masc:sg",263,"NOM","dieu","+Z"
959,161,3,"pensés","VER:impe:2:pl",263,"VER","penser","+M"
960,161,4,"del","PREDET:de:obj:masc:sg",263,"PREDET:de","de+le","S"
961,161,5,"bien","ADV",263,"ADV","bien1|bien2|bien","+IT|C|I"
962,161,6,"rescorre","VER:infi",263,"VER","rescorre","+IT"
963,162,1,"nus","DET:ind:suj:masc:sg",264,"DET:ind","nul","S"
964,162,2,"hom","NOM:suj:masc:sg",264,"NOM","ome","+CI"
965,162,3,"ne","PRO:clit",264,"PROCON","ni","C"
966,162,4,"l","PRO:pers:obj:3:masc:sg:unb",264,"PRO:pers","il","CS"
967,162,5,"en","PRO:clit",264,"PRO:clit","en2|en","S|C"
968,162,6,"poroit","VER:cond:3:sg",264,"VER","pouvoir","M"
969,162,7,"rescorre","VER:infi",264,"VER","rescorre","+IT"
970,163,1,"bien","ADV",265,"ADV","bien1|bien2|bien","+IT|C|I"
971,163,2,"li","PRO:pers:suj:3:masc:sg:bet",265,"PRO:pers","ele|il","C|CIST"
972,163,3,"sarai","VER:futu:1:sg",265,"VER","savoir","+M"
973,163,4,"faire","VER:infi",265,"VER","faire","+MIT"
974,163,5,"son","DET:poss:obj:masc:sg",265,"DET:poss","son4|son","S|C"
975,163,6,"giu","NOM:obj:masc:sg",265,"NOM","jeu|jüif","+IT|IIdTd"
976,164,1,"nous","PRO:pers:1:pl",266,"PRO:pers","nos1|nos","S|C"
977,164,2,"le","PRO:pers:obj:3:masc:sg:unb",266,"PRO:pers","il","CIST"
978,164,3,"lairons","VER:futu:1:pl",266,"VER","laissier","+M"
979,164,4,"chi","ADV",266,"ADV","ci|que/","+Z|I"
980,164,5,"en","PRE",266,"PRE","en1|en","+IST|CI"
981,164,6,"no","DET:poss:obj:masc:sg",266,"DET:poss","nostre","S"
982,164,7,"liu","NOM:obj:masc:sg",266,"NOM","lieu","+T"
983,165,1,"por","PRE",267,"PRE","por2|por","+IST|CI"
984,165,2,"no","DET:poss:obj:femi:sg",267,"DET:poss","nostre","S"
985,165,3,"dete","NOM:obj:femi:sg",267,"NOM","dete","+IT"
986,165,4,"et","CON:coord",267,"CON:coord","et","ST"
987,165,5,"por","PRE",267,"PRE","por2|por","+IST|CI"
988,165,6,"nos","DET:poss:obj:masc:pl",267,"DET:poss","nostre","S"
989,165,7,"escos","NOM:obj:masc:pl",267,"NOM","escos","+T"
990,166,1,"et","CON:coord",268,"CON:coord","et","ST"
991,166,2,"vous","PRO:pers:2:pl",268,"PRO:pers","ous2|vos1","T|S"
992,166,3,"ne","PRO:clit",268,"PRO:clit","en2|ne","S|C"
993,166,4,"soiés","VER:impe:2:pl",268,"VER","estre","M"
994,166,5,"mie","ADV",268,"ADV","mie","C"
995,166,6,"sos","ADJ:suj:masc:sg",268,"ADJ","soz","+T"
996,167,1,"ne","PROCON",269,"PROCON","ni","C"
997,167,2,"de","PRE",269,"PRE","de","+CIST"
998,167,3,"gage","NOM:obj:masc:sg",269,"NOM","gage","+IT"
999,167,4,"prendre","VER:infi",269,"VER","prendre","+MIT"
1000,167,5,"laniers","ADJ:suj:masc:sg",269,"ADJ","lanier","*T"
1001,168,1,"mais","CON:coord",270,"CON:coord","mais","S"
1002,168,2,"jetés","VER:impe:2:pl",270,"VER","jeter","*+IT"
1003,168,3,"le","DET:def:obj:femi:sg",270,"DET:def","le","CST"
1004,168,4,"main","NOM:obj:femi:sg",270,"NOM","main2|main3","+IT|+T"
1005,168,5,"as","PREDET:a:obj:masc:pl",270,"PREDET:a","a+le|le","S|C"
1006,168,6,"deniers","NOM:obj:masc:pl",270,"NOM","denier","+CI"
1007,169,1,"mout","ADV",271,"ADV","mout","I"
1008,169,2,"en","PRO:clit",271,"PRO:clit","en2|en","S|C"
1009,169,3,"i","PRO:clit",271,"PRO:clit","i2|i|y","S|C|C"
1010,169,4,"a","VER:pres:3:sg",271,"VER","avoir","+CMI"
1011,169,5,"ne","PRO:clit",271,"PRO:clit","en2|ne","S|C"
1012,169,6,"sai","VER:pres:1:sg",271,"VER","savoir","+IM"
1013,169,7,"qantiel","ADV",271,"ADV","UNKNOWN",
1014,170,1,"puis","ADV",272,"ADV","puis","IT"
1015,170,2,"li","PRO:pers:suj:3:masc:sg:bet",272,"PRO:pers","ele|il","C|CIST"
1016,170,3,"deffublés","VER:impe:2:pl",272,"VER","UNKNOWN",
1017,170,4,"le","DET:def:obj:masc:sg",272,"DET:def","le","CST"
1018,170,5,"mantiel","NOM:obj:masc:sg",272,"NOM","mantel","+Z"
1019,171,1,"et","CON:coord",273,"CON:coord","et","ST"
1020,171,2,"le","DET:def:obj:femi:sg",273,"DET:def","le","CST"
1021,171,3,"cote","NOM:obj:femi:sg",273,"NOM","cote1|cote2|cote3|koute","+IT|+IT|+T|+T"
1022,171,4,"tout","DET:ind:obj:masc:sg",273,"PRO:ind","tot","CS"
1023,171,5,"sans","PRE",273,"PRE","sans|senz","+IST|C"
1024,171,6,"dangier","NOM:obj:masc:sg",273,"NOM","dangier","+IT"
1025,172,1,"li","PRO:pers:suj:3:masc:sg:bet",274,"PRO:pers","ele|il","C|CIST"
1026,172,2,"faites","VER:impe:2:pl",274,"VER","faire","+CMI"
1027,172,3,"a","PRE",274,"PRE","a3|a","+T|CGIS"
1028,172,4,"piour","ADJ:obj:masc:sg",274,"ADJ","pejor","*+Td"
1029,172,5,"cangier","VER:infi",274,"VER","changier","+M"
1030,173,1,"qant","ADV",275,"ADV","cant","I"
1031,173,2,"il","PRO:pers:suj:3:masc:sg:unb",275,"PRO:pers","il","CIST"
1032,173,3,"a","VER:pres:3:sg",275,"VER","avoir","+CMI"
1033,173,4,"misse","VER:pper:femi:sg",275,"VER","metre","M"
1034,173,5,"jus","ADV",275,"ADV","jus1|jus","+T|I"
1035,173,6,"sa","DET:poss:obj:femi:sg",275,"DET:poss","son4|son","S|C"
1036,173,7,"carge","NOM:obj:femi:sg",275,"NOM","UNKNOWN",
1037,174,1,"si","PROCON",276,"PROCON","si","C"
1038,174,2,"le","PRO:pers:obj:3:masc:sg:unb",276,"PRO:pers","il","CIST"
1039,174,3,"boute","VER:impe:2:sg",276,"VER","boter1","+M"
1040,174,4,"la","ADV",276,"DET:def","le","CST"
1041,174,5,"fors","ADV",276,"ADJ","fors","Z"
1042,174,6,"au","PREDET:a:obj:masc:sg",276,"PREDET:a","a+le|le","S|C"
1043,174,7,"large","ADJ:obj:masc:sg",276,"ADJ","large","+IT"
1044,175,1,"siqu","CON:subord",277,"CON:subord","si","que_Z"
1045,175,2,"il","PRO:pers:suj:3:masc:sg:unb",277,"PRO:pers","il","CIST"
1046,175,3,"soit","VER:subp:3:sg",277,"VER","estre1|savoir","+I|+M"
1047,175,4,"defors","ADV",277,"ADV","defors","IT"
1048,175,5,"estalons","NOM:obj:masc:pl",277,"NOM","estalon1|estalon2|estalon3","*+T|+T|+T"
1049,176,1,"puis","ADV",278,"ADV","puis","IT"
1050,176,2,"li","PRO:pers:suj:3:masc:sg:bet",278,"PRO:pers","ele|il","C|CIST"
1051,176,3,"cloés","VER:impe:2:pl",278,"VER","cloer|cloiier|clouer","*M|M|M"
1052,176,4,"l","DET:def:obj:masc:sg",278,"DET:def","le","CS"
1053,176,5,"uis","NOM:obj:masc:sg",278,"NOM","uis","+IT"
1054,176,6,"as","PREDET:a:obj:masc:pl",278,"PREDET:a","a+le|le","S|C"
1055,176,7,"talons","NOM:obj:masc:pl",278,"NOM","talon","+I"
1056,177,1,"ensi","ADV",279,"ADV","ainsi","+IT"
1057,177,2,"ja","ADV",279,"ADV","ja","+CIT"
1058,177,3,"mais","CON:coord",279,"CON:coord","mais","S"
1059,177,4,"n","PRO:clit",279,"PRO:clit","en2|ne","S|C"
1060,177,5,"en","PRO:clit",279,"PRO:clit","en2|en","S|C"
1061,177,6,"arés","VER:futu:2:pl",279,"VER","avoir","+M"
1062,177,7,"cuivre","NOM:obj:masc:sg",279,"NOM","cuevre|cuivre1|cuivre2|cuivre3","+T|+IT|+IT|+T"
1063,178,1,"taisiés","VER:impe:2:pl",280,"VER","taisir","M"
1064,178,2,"bien","ADV",280,"ADV","bien1|bien2|bien","+IT|C|I"
1065,178,3,"en","PRO:clit",280,"PRO:clit","en2|en","S|C"
1066,178,4,"serons","VER:futu:1:pl",280,"VER","estre1|estre","+I|CIM"
1067,178,5,"delivre","ADJ:suj:masc:pl",280,"ADJ","delivre1|delivre","+T|I"
1068,179,1,"dieus","NOM:suj:masc:sg",281,"NOM","dieu","*+CIT"
1069,179,2,"com","CON:subord",281,"CON:subord","come1","ST"
1070,179,3,"la","ADV",281,"DET:def","le","CST"
1071,179,4,"fors","ADV",281,"ADJ","fors","Z"
1072,179,5,"a","VER:pres:3:sg",281,"PRE","a3|a","+T|CGIS"
1073,179,6,"bien","ADV",281,"ADV","bien1|bien2|bien","+IT|C|I"
1074,179,7,"cortil","NOM:obj:masc:sg",281,"NOM","cortil","+T"
1075,180,1,"com","CON:subord",282,"CON:subord","come1","ST"
1076,180,2,"il","PRO:pers:suj:3:masc:sg:unb",282,"PRO:pers","il","CIST"
1077,180,3,"i","PRO:clit",282,"PRO:clit","i2|i|y","S|C|C"
1078,180,4,"fait","VER:pres:3:sg",282,"VER","faire|farre","+CMI|M"
1079,180,5,"biel","ADJ:obj:masc:sg",282,"ADJ","bel","Z"
1080,180,6,"et","CON:coord",282,"CON:coord","et","ST"
1081,180,7,"gentil","ADJ:obj:masc:sg",282,"ADJ","gentil","+IT"
1082,181,1,"soz","PRE",283,"PRE","soz|sus","IS|C"
1083,181,2,"ciel","NOM:obj:masc:sg",283,"NOM","ciel","+IT"
1084,181,3,"n","PRO:clit",283,"PRO:clit","en2|ne","S|C"
1085,181,4,"a","VER:pres:3:sg",283,"VER","avoir","+CMI"
1086,181,5,"erbe","NOM:obj:femi:sg",283,"NOM","erbe","+CIT"
1087,181,6,"qui","PROCON",283,"PROCON","qui","CST"
1088,181,7,"li","PRO:pers:suj:3:masc:sg:bet",283,"DET:def","le","CST"
1089,181,8,"faille","VER:subp:3:sg",283,"NOM","faille1|faille2|faille3","+T|+T|+IT"
1090,182,1,"lekét","NPR:suj:masc:sg",284,"NPR","UNKNOWN",
1091,182,2,"aporte","VER:impe:2:sg",284,"VER","aporter|porter","+I|+M"
1092,182,3,"le","DET:def:obj:femi:sg",284,"DET:def","le","CST"
1093,182,4,"toaille","NOM:obj:femi:sg",284,"NOM","töaille","+IIdTd"
1094,183,1,"et","CON:coord",285,"CON:coord","et","ST"
1095,183,2,"l","DET:def:obj:femi:sg",285,"DET:def","le","CS"
1096,183,3,"euve","NOM:obj:femi:sg",285,"NOM","aigue","+G"
1097,183,4,"caude","ADJ:obj:femi:sg",285,"ADJ","chaut","+Z"
1098,183,5,"et","CON:coord",285,"CON:coord","et","ST"
1099,183,6,"les","DET:def:obj:masc:pl",285,"DET:def","le","CST"
1100,183,7,"bouclers","NOM:obj:masc:pl",285,"NOM","UNKNOWN",
1101,184,1,"vé","VER:impe:2:pl",286,"VER","UNKNOWN",
1102,184,2,"les","PRO:pers:acc:3:masc:pl",286,"PRO:pers","il","CIST"
1103,184,3,"chi","ADV",286,"ADV","ci|que/","+Z|I"
1104,184,4,"mout","ADV",286,"ADV","mout","I"
1105,184,5,"biaus","ADJ:obj:masc:pl",286,"ADJ","bel","I"
1106,184,6,"et","CON:coord",286,"CON:coord","et","ST"
1107,184,7,"mout","ADV",286,"ADV","mout","I"
1108,184,8,"clers","ADJ:obj:masc:pl",286,"ADJ","cler","+I"
1109,185,1,"et","CON:coord",287,"CON:coord","et","ST"
1110,185,2,"l","DET:def:obj:femi:sg",287,"DET:def","le","CS"
1111,185,3,"iauve","NOM:obj:femi:sg",287,"NOM","aigue","+G"
1112,185,4,"caude","ADJ:obj:femi:sg",287,"ADJ","chaut","+Z"
1113,185,5,"de","PRE",287,"PRE","de","+CIST"
1114,185,6,"saison","NOM:obj:femi:sg",287,"NOM","saison","+IT"
1115,186,1,"le","DET:def:obj:femi:sg",288,"DET:def","le","CST"
1116,186,2,"coustume","NOM:obj:femi:sg",288,"NOM","costume","+C"
1117,186,3,"de","PRE",288,"PRE","de","+CIST"
1118,186,4,"la","DET:def:obj:femi:sg",288,"DET:def","le","CST"
1119,186,5,"maison","NOM:obj:femi:sg",288,"NOM","maison|mason","+CIT|+T"
1120,187,1,"ne","PRO:clit",289,"PRO:clit","en2|ne","S|C"
1121,187,2,"vuel","VER:pres:1:sg",289,"VER","voloir","+I"
1122,187,3,"effraindre","VER:infi",289,"VER","UNKNOWN",
1123,187,4,"ne","PROCON",289,"PRO:clit","en2|ne","S|C"
1124,187,5,"brisier","VER:infi",289,"VER","brisier","+IT"
1125,188,1,"car","CON:coord",290,"CON:coord","car","ST"
1126,188,2,"ele","PRO:pers:suj:3:femi:sg",290,"PRO:pers","ele|il","C|IST"
1127,188,3,"fait","VER:pres:3:sg",290,"VER","faire|farre","+CMI|M"
1128,188,4,"mout","ADV",290,"ADV","mout","I"
1129,188,5,"a","PRE",290,"PRE","a3|a","+T|CGIS"
1130,188,6,"prisier","VER:infi",290,"VER","prisier","+IMT"
1131,189,1,"de","PRE",291,"PRE","de","+CIST"
1132,189,2,"qanque","PRO:invar",291,"PRO:invar","cant2","S"
1133,189,3,"cors","NOM:obj:masc:sg",291,"NOM","cors1|cors2","+IT|+IT"
1134,189,4,"d","PRE",291,"PRE","de","+CS"
1135,189,5,"ome","NOM:obj:masc:sg",291,"NOM","ome","+IT"
1136,189,6,"delite","VER:pres:3:sg",291,"VER","delitier","+IM"
1137,190,1,"i","PRO:clit",292,"PRO:clit","i2|i|y","S|C|C"
1138,190,2,"sont","VER:pres:3:pl",292,"VER","estre1|estre","+I|CMI"
1139,190,3,"li","DET:def:suj:masc:pl",292,"DET:def","le","CST"
1140,190,4,"souhait","NOM:suj:masc:pl",292,"NOM","sohait","+I"
1141,190,5,"de","PRE",292,"PRE","de","+CIST"
1142,190,6,"melite","NPR:obj:masc:sg",292,"NPR","UNKNOWN",
1143,191,1,"si","PROCON",293,"PROCON","si","C"
1144,191,2,"com","CON:subord",293,"CON:subord","come1","ST"
1145,191,3,"je","PRO:pers:suj:1:sg:unb",293,"PRO:pers","je","CIST"
1146,191,4,"pens","VER:pres:1:sg",293,"VER","pendre|penser","+M|+M"
1147,191,5,"et","CON:coord",293,"CON:coord","et","ST"
1148,191,6,"adevin","VER:pres:1:sg",293,"VER","adeviner","+M"
1149,192,1,"manchevaire","NPR:suj:femi:sg",294,"NPR","UNKNOWN",
