"wd_id","line_id","linewd","lex_id","tag","textlineid","TT lemma"
581,89,6,"nature","NOM",89,"nature_+IT"
582,89,7,",","PON",89,","
583,90,1,"vos","PRO:pers",90,"vos1_S"
584,90,2,"qui","PROCON",90,"qui_S"
585,90,3,"ensi","ADV",90,"ainsi_+IT"
586,90,4,"de","PRE",90,"de_+S"
587,90,5,"forfaiture","NOM",90,"forfaiture_+T"
588,91,1,"me","PRO:pers",91,"je_S"
589,91,2,"repreneis","VER",91,"<unknown>"
590,91,3,"et","CON:coord",91,"et_S"
591,91,4,"me","PRO:pers",91,"je_S"
592,91,5,"blameis","VER",91,"<unknown>"
593,92,1,"et","CON:coord",92,"et_S"
594,92,2,"de","PRE",92,"de_+S"
595,92,3,"bonnage","NOM",92,"bonage_*+T"
596,92,4,"m'","PRO:pers",92,"je_S"
597,92,5,"arguez","VER",92,"<unknown>"
598,93,1,"et","CON:coord",93,"et_S"
599,93,2,"dites","VER",93,"dire_+CMI"
600,93,3,"qui","PROCON",93,"qui_S"
601,93,4,"mult","ADV",93,"mout_I"
602,93,5,"mespris","VER",93,"mesprendre|mesprisier|prendre_+I|+I|+M"
603,93,6,"ay","VER",93,"avoir_+M"
604,93,7,",","PON",93,","
605,94,1,"quant","ADV",94,"cant_C"
606,94,2,"en","PRE",94,"en1_+S"
607,94,3,"vostre","DET:poss",94,"vostre_S"
608,94,4,"porpris","NOM",94,"porpris_+CIT"
609,94,5,"entray","VER",94,"entrer_*+M"
610,94,6,",","PON",94,","
611,95,1,"se","DET:poss",95,"son4_S"
612,95,2,"dieu","NOM",95,"dieu_+CIT"
613,95,3,"vus","PRO:pers",95,"vos1_S"
614,95,4,"garde","VER",95,"garder_+MI"
615,95,5,",","PON",95,","
616,95,6,"de","PRE",95,"de_+S"
617,95,7,"qui","PROCON",95,"qui_S"
618,95,8,"teneis","VER",95,"<nolem>"
619,96,1,"ne","PRO:clit",96,"en2_S"
620,96,2,"dont","PRO:invar",96,"dont_S"
621,96,3,"vient","VER",96,"venir_+I"
622,96,4,"ce","PRO:invar",96,"ce1_S"
623,96,5,"que","PROCON",96,"que3_S"
624,96,6,"vus","PRO:pers",96,"vos1_S"
625,96,7,"aueiz","VER",96,"avoir_*+M"
626,96,8,"?","PON",96,"?"
627,97,1,"vos","PRO:pers",97,"vos1_S"
628,97,2,"resembleis","VER",97,"<unknown>"
629,97,3,"le","DET:def",97,"le_S"
630,97,4,"porc","NOM",97,"porc_+CIT"
631,97,5,"sauage","VER",97,"<unknown>"
632,97,6,",","PON",97,","
633,98,1,"qui","PROCON",98,"qui_S"
634,98,2,"va","VER",98,"aler_+CMIT"
635,98,3,"mengant","VER",98,"<unknown>"
636,98,4,",","PON",98,","
637,98,5,"par","PRE",98,"par_S"
638,98,6,"le","DET:def",98,"le_S"
639,98,7,"boscage","NOM",98,"boschage_Z"
640,98,8,",","PON",98,","
641,99,1,"le","DET:def",99,"le_S"
642,99,2,"glan","NOM",99,"glant_+T"
643,99,3,",","PON",99,","
644,99,4,"ne","PRO:clit",99,"en2_S"
645,99,5,"point","VER",99,"peindre1|poindre_+I|+MI"
646,99,6,"ne","PRO:clit",99,"en2_S"
647,99,7,"regarde","VER",99,"regarder_+I"
648,100,1,"dont","PRO:invar",100,"dont_S"
649,100,2,"il","PRO:pers",100,"il_S"
650,100,3,"luy","PRO:pers",100,"il|loi1_S|S"
651,100,4,"vient","VER",100,"venir_+I"
652,100,5,"ne","PRO:clit",100,"en2_S"
653,100,6,"de","PRE",100,"de_+S"
654,100,7,"queil","ADJ",100,"quel_C"
655,100,8,"part","NOM",100,"part1|part2|part3|part4_+IT|+T|+T|+T"
656,100,9,".","PON",100,"."
657,101,1,"ainsi","ADV",101,"ainsi_+CIT"
658,101,2,"croy","VER",101,"croire_+M"
659,101,3,"que","PROCON",101,"que3_S"
660,101,4,"ne","PRO:clit",101,"en2_S"
661,101,5,"cognissiés","VER",101,"<unknown>"
662,102,1,"moy","PRO:pers",102,"je_S"
663,102,2,"ou","PRO:pers",102,"il|vos1_S|S"
664,102,3,"cognoistre","VER",102,"conoistre_+Z"
665,102,4,"ne","PRO:clit",102,"en2_S"
666,102,5,"daingniés","VER",102,"<unknown>"
667,102,6,",","PON",102,","
668,103,1,"por","PRE",103,"por2_+S"
669,103,2,"ce","PRO:invar",103,"ce1_S"
670,103,3,"que","PROCON",103,"que3_S"
671,103,4,"debonnaire","ADJ",103,"debonaire_*+IT"
672,103,5,"suy","VER",103,"sivre_+M"
673,104,1,"et","CON:coord",104,"et_S"
674,104,2,"qu'","PROCON",104,"que1|que2|que3|que4_S|S|S|S"
675,104,3,"à","VER",104,"<unknown>"
676,104,4,"tenchier","VER",104,"tenchier_M"
677,104,5,"ie","PRO:pers",104,"je_S"
678,104,6,"ne","PRO:clit",104,"en2_S"
679,104,7,"m'","PRO:pers",104,"je_S"
680,104,8,"esmuy","VER",104,"<unknown>"
681,104,9,".","PON",104,"."
682,105,1,"ouureis","VER",105,"<unknown>"
683,105,2,"unc","ADV",105,"onque_+I"
684,105,3,"pau","ADV",105,"poi_Z"
685,105,4,"discretement","ADV",105,"<nolem>"
686,106,1,"les","DET:def",106,"le_S"
687,106,2,"oeulle","GDF",106,"oeulle_G"
688,106,3,"de","PRE",106,"de_+S"
689,106,4,"vostre","DET:poss",106,"vostre_S"
690,106,5,"entendement","NOM",106,"entendement_+T"
691,106,6,",","PON",106,","
692,107,1,"car","CON:coord",107,"car_S"
693,107,2,",","PON",107,","
694,107,3,"se","DET:poss",107,"son4_S"
695,107,4,"bien","NOM",107,"bien2|bien_+IT|CI"
696,107,5,"ouureis","VER",107,"<unknown>"
697,107,6,"vus","PRO:pers",107,"vos1_S"
698,107,7,"paupire","NOM",107,"<unknown>"
699,107,8,",","PON",107,","
700,108,1,"moy","PRO:pers",108,"je_S"
701,108,2,"maistres","NOM",108,"maistre_CI"
702,108,3,"et","CON:coord",108,"et_S"
703,108,4,"vus","VER",108,"aler_+MI"
704,108,5,"chanzberiere","NOM",108,"<unknown>"
705,109,1,"trouereis","VER",109,"<unknown>"
706,109,2,"tout","PRO:ind",109,"tot_S"
707,109,3,"apertement","ADV",109,"apertement_I"
708,110,1,"et","CON:coord",110,"et_S"
709,110,2,"lors","ADV",110,"lors_+CIT"
710,110,3,"parlereis","VER",110,"<unknown>"
711,110,4,"vus","PRO:pers",110,"vos1_S"
712,110,5,"douchement","ADV",110,"doucement_Z"
713,111,1,"à","VER",111,"<unknown>"
714,111,2,"moy","PRO:pers",111,"je_S"
715,111,3,"et","CON:coord",111,"et_S"
716,111,4,"honeure","VER",111,"onorer_+Z"
717,111,5,"me","PRO:pers",111,"je_S"
718,111,6,"feriés","VER",111,"<unknown>"
719,112,1,"de","PRE",112,"de_+S"
720,112,2,"tout","PRO:ind",112,"tot_S"
721,112,3,"ce","PRO:invar",112,"ce1_S"
722,112,4,"que","PROCON",112,"que3_S"
723,112,5,"de","PRE",112,"de_+S"
724,112,6,"moy","PRO:pers",112,"je_S"
725,112,7,"teneis","VER",112,"<nolem>"
726,112,8,".","PON",112,"."
727,113,1,"car","CON:coord",113,"car_S"
728,113,2,",","PON",113,","
729,113,3,"iadis","ADV",113,"jadis_*+CIT"
730,113,4,",","PON",113,","
731,113,5,"par","PRE",113,"par_S"
732,113,6,"ma","DET:poss",113,"mon1_S"
733,113,7,"cortoisie","NOM",113,"cortoisie_+IT"
734,113,8,",","PON",113,","
735,114,1,"de","PRE",114,"de_+S"
736,114,2,"ce","PRO:invar",114,"ce1_S"
737,114,3,"monde","NOM",114,"monde1|monde_+IT|CI"
738,114,4,"i","PRO:clit",114,"i2_S"
739,114,5,"grande","ADJ",114,"grant_+IT"
740,114,6,"partie","NOM",114,"partie_+CIT"
741,115,1,"vos","PRO:pers",115,"vos1_S"
742,115,2,"bailhaie","VER",115,"<unknown>"
743,115,3,",","PON",115,","
744,115,4,"por","PRE",115,"por2_+S"
