"wd_id","line_id","linewd","word","lex_id","tag","textline","NCA_line","NCA_taggerpos","NCA_src","NCA_lemma"
1481,195,9,"denis","denis","NPR:obj:masc:sg",6262,196,"NPR","Z","denis"
1482,196,1,"""","""","PON:cit",6263,197,"PON:cit",,"QUOTES"
1483,196,2,"singnor","singnor","NOM:suj:masc:pl",6263,197,"NOM","+Z","seignor"
1484,196,3,"""","""","PON:cit",6263,197,"PON:cit",,"QUOTED"
1485,196,4,"dist","dist","VER:simp:3:sg",6263,197,"VER","+CMI","dire"
1486,196,5,"il","il","PRO:pers:suj:3:masc:sg:unb",6263,197,"PRO:pers","CIST","il"
1487,196,6,"""","""","PON:cit",6263,197,"PON:cit",,"QUOTES"
1488,196,7,"entendés","entendés","VER:impe:2:pl",6263,197,"VER","+M","entendre"
1489,196,8,"anvers","anvers","PRE",6263,197,"PRE","+S|I","entre2|envers"
1490,196,9,"mi","mi","PRO:pers:obj:1:sg:bet",6263,197,"PRO:pers","S|T","je|moi"
1491,197,1,"je","je","PRO:pers:suj:1:sg:unb",6264,198,"PRO:pers","CIST","je"
1492,197,2,"vous","vous","PRO:pers:2:pl",6264,198,"PRO:pers","T|S","ous2|vos1"
1493,197,3,"dirai","dirai","VER:futu:1:sg",6264,198,"VER","+IM","dire"
1494,197,4,"conme","conme","CON:subord",6264,198,"CON:subord","*I|CI","come1|come"
1495,197,5,"ybers","ybers","NPR:suj:masc:sg",6264,198,"NPR",,"UNKNOWN"
1496,197,6,"m","m'","PRO:pers:obj:1:sg:unb",6264,198,"PRO:pers","S","je"
1497,197,7,"a","a","VER:pres:3:sg",6264,198,"VER","+CMI","avoir"
1498,197,8,"baillit","baillit","VER:pper:masc:sg",6264,198,"VER","+MI","baillir"
1499,198,1,"il","il","PRO:pers:suj:3:masc:sg:unb",6265,199,"PRO:pers","CIST","il"
1500,198,2,"tint","tint","VER:simp:3:sg",6265,199,"VER","+M","tinter"
1501,198,3,"l","l'","DET:def:obj:femi:sg",6265,199,"DET:def","CS","le"
1502,198,4,"onor","onor","NOM:obj:femi:sg",6265,199,"NOM","+IT","onor"
1503,198,5,"de","de","PRE",6265,199,"PRE","+CIST","de"
1504,198,6,"moi","moi","PRO:pers:obj:1:sg:bet",6265,199,"PRO:pers","S|CT","je|moi"
1505,198,7,"de","de","PRE",6265,199,"PRE","+CIST","de"
1506,198,8,"sain","sain","ADJ:obj:masc:sg",6265,199,"ADJ","+IT","sain"
1507,198,9,"quentin","quentin","NPR:obj:masc:sg",6265,199,"NPR","Z","quentin"
1508,199,1,"sans","sans","PRE",6266,200,"PRE","+IST|C","sans|senz"
1509,199,2,"mon","mon","DET:poss:obj:masc:sg",6266,200,"DET:poss","S|C","mon1|mon"
1510,199,3,"congiet","congiét","NOM:obj:masc:sg",6266,200,"NOM","+Z","congié"
1511,199,4,"l","l'","PRO:pers:obj:3:masc:sg:unb",6266,200,"PRO:pers","CS","il"
1512,199,5,"a","a","VER:pres:3:sg",6266,200,"VER","+CMI","avoir"
1513,199,6,"donee","donee","VER:pper:femi:sg",6266,200,"VER","+CMI","doner"
1514,199,7,"a","a","PRE",6266,200,"PRE","+T|CGIS","a3|a"
1515,199,8,"son","son","DET:poss:obj:masc:sg",6266,200,"DET:poss","S|C","son4|son"
1516,199,9,"fil","fil","NOM:obj:masc:sg",6266,200,"NOM","+IT|+IT|+T|+T","fil1|fil2|fils1|fils2"
1517,200,1,"doit","doit","VER:pres:3:sg",6267,201,"VER","+CMI|+M","devoir|dire"
1518,200,2,"dont","dont","ADV",6267,201,"PRO:invar","CS","dont"
1519,200,3,"bastars","bastars","NOM:suj:masc:sg",6267,201,"NOM",,"UNKNOWN"
1520,200,4,"nulle","nulle","DET:ind:obj:femi:sg",6267,201,"DET:ind","CS","nul"
1521,200,5,"honor","honor","NOM:obj:femi:sg",6267,201,"NOM","+IT","onor"
1522,200,6,"maintenir","maintenir","VER:infi",6267,201,"VER","+IT","maintenir"
1523,201,1,"je","je","PRO:pers:suj:1:sg:unb",6268,202,"PRO:pers","CIST","je"
1524,201,2,"ne","ne","PRO:clit",6268,202,"PRO:clit","S|C","en2|ne"
1525,201,3,"dis","dis","VER:pres:1:sg",6268,202,"VER","+CMI","dire"
1526,201,4,"mie","mie","ADV",6268,202,"ADV","c'","mie"
1527,201,5,"et","et","CON:coord",6268,202,"CON:coord","ST","et"
1528,201,6,"si","si","PROCON",6268,202,"PROCON","c'","si"
1529,201,7,"n","n","PRO:clit",6268,202,"PRO:clit","S|C","en2|ne"
1530,201,8,"en","en","PRO:clit",6268,202,"PRO:clit","S|C","en2|en"
1531,201,9,"quier","quier","VER:pres:1:sg",6268,202,"VER","+I","querre"
1532,201,10,"mentir","mentir","VER:infi",6268,202,"VER","+MIT","mentir"
1533,202,1,"que","que","PROCON",6269,203,"PROCON","T|S|C","que2|que3|que"
1534,202,2,"il","il","PRO:pers:suj:3:masc:sg:unb",6269,203,"PRO:pers","CIST","il"
1535,202,3,"ne","ne","PRO:clit",6269,203,"PRO:clit","S|C","en2|ne"
1536,202,4,"soit","soit","VER:subp:3:sg",6269,203,"VER","+I|+M","estre1|savoir"
1537,202,5,"et","et","CON:coord",6269,203,"CON:coord","ST","et"
1538,202,6,"vaillans","vaillans","ADJ:suj:masc:sg",6269,203,"ADJ","Z","vaillant"
1539,202,7,"et","et","CON:coord",6269,203,"CON:coord","ST","et"
1540,202,8,"hardis","hardis","ADJ:suj:masc:sg",6269,203,"ADJ","+I","hardi"
1541,203,1,"et","et","CON:coord",6270,204,"CON:coord","ST","et"
1542,203,2,"ceste","ceste","DET:demo:suj:femi:sg",6270,204,"DET:demo","CS","cest"
1543,203,3,"dame","dame","NOM:suj:femi:sg",6270,204,"NOM","+T|+CIT|+T","dam|dame|dan2"
1544,203,4,"est","est","VER:pres:3:sg",6270,204,"VER","+M|+I","ester|estre1"
1545,203,5,"fille","fille","NOM:suj:femi:sg",6270,204,"NOM","+CIT","fille"
1546,203,6,"au","au","PREDET:a:obj:masc:sg",6270,204,"PREDET:a","S|C","a+le|le"
1547,203,7,"sor","sor","ADJ:obj:masc:sg",6270,204,"PRE","+IST|+T","sor2|sur1"
1548,203,8,"guerri","guerri","NPR:obj:masc:sg",6270,204,"NPR",,"UNKNOWN"
1549,204,1,"doner","doner","VER:infi",6271,205,"VER","+MIT|M","doner|donner"
1550,204,2,"la","la","PRO:pers:acc:3:femi:sg",6271,205,"ADV","+IIdTd","là"
1551,204,3,"vuel","vuel","VER:pres:3:sg",6271,205,"VER",0,"voloir"
1552,204,4,"a","a","PRE",6271,205,"PRE","+T|CGIS","a3|a"
1553,204,5,"un","un","DET:ndf:obj:masc:sg",6271,205,"DET:ndf","S","un"
1554,204,6,"de","de","PRE",6271,205,"PRE","+CIST","de"
1555,204,7,"mes","mes","DET:poss:obj:masc:pl",6271,205,"DET:poss","S|C","mon1|mon"
1556,204,8,"norris","norris","VER:pper:masc:pl",6271,205,"VER","*+I","norrir"
1557,205,1,"par","par","PRE",6272,206,"PRE","CIS","par"
1558,205,2,"celle","celle","DET:demo:obj:femi:sg",6272,206,"DET:demo","CS","cel"
1559,205,3,"foit","foit","NOM:obj:femi:sg",6272,206,"NOM","+Z","foi"
1560,205,4,"que","que","PROCON",6272,206,"PROCON","T|S|C","que2|que3|que"
1561,205,5,"je","je","PRO:pers:suj:1:sg:unb",6272,206,"PRO:pers","CIST","je"
1562,205,6,"dois","dois","VER:pres:1:sg",6272,206,"VER","+IM","devoir"
1563,205,7,"saint","saint","ADJ:obj:masc:sg",6272,206,"ADJ","T|CI","saint1|saint"
1564,205,8,"denis","denis","NPR:obj:masc:sg",6272,206,"NPR","Z","denis"
1565,206,1,"n","n","PRO:clit",6273,207,"PRO:clit","S|C","en2|ne"
1566,206,2,"a","a","VER:pres:3:sg",6273,207,"VER","+CMI","avoir"
1567,206,3,"arcevesque","arcevesque","NOM:obj:masc:sg",6273,207,"NOM","+IT","arcevesque"
1568,206,4,"an","an","PRE",6273,207,"PRE","+IS|CI","en1|en"
1569,206,5,"trestot","trestot","DET:ind:obj:masc:sg",6273,207,"DET:ind","S","trestot"
1570,206,6,"mon","mon","DET:poss:obj:masc:sg",6273,207,"DET:poss","S|C","mon1|mon"
1571,206,7,"pais","païs","NOM:obj:masc:sg",6273,207,"NOM","+CIT|+IdTd","pais|päis"
1572,207,1,"ne","ne","PROCON",6274,208,"PROCON","c'","ni"
1573,207,2,"nul","nul","DET:ind:obj:masc:sg",6274,208,"DET:ind","CS","nul"
1574,207,3,"evesque","evesque","NOM:obj:masc:sg",6274,208,"NOM","+IT","evesque"
1575,207,4,"ne","ne","PROCON",6274,208,"PROCON","c'","ni"
1576,207,5,"abbet","abbét","NOM:obj:masc:sg",6274,208,"NOM","*+GIT","abet"
1577,207,6,"beneit","beneit","VER:pper:masc:sg",6274,208,"VER","+MMd","benëir"
1578,208,1,"se","se","PROCON",6275,209,"PROCON","c'","se"
1579,208,2,"il","il","PRO:pers:suj:3:masc:sg:unb",6275,209,"PRO:pers","CIST","il"
1580,208,3,"me","me","PRO:pers:obj:1:sg:unb",6275,209,"PRO:pers","IS|T","je|moi"
1581,208,4,"vuelt","vuelt","VER:pres:3:sg",6275,209,"VER","+Z","voloir"
1582,208,5,"desfendre","desfendre","VER:infi",6275,209,"VER","+T|+T","defendre|desfendre"
1583,208,6,"et","et","CON:coord",6275,209,"CON:coord","ST","et"
1584,208,7,"contredir","contredir","VER:infi",6275,209,"VER","*+MI","contredire"
1585,209,1,"que","que","PROCON",6276,210,"PROCON","T|S|C","que2|que3|que"
1586,209,2,"ne","ne","PRO:clit",6276,210,"PRO:clit","S|C","en2|ne"
1587,209,3,"li","li","PRO:pers:suj:3:masc:sg:bet",6276,210,"PRO:pers","C|CIST","ele|il"
1588,209,4,"face","face","VER:subp:1:sg",6276,210,"VER","+CMI|M|M","faire|farre|feire"
1589,209,5,"tos","tos","DET:ind:obj:masc:pl",6276,210,"DET:ind","S","tot"
1590,209,6,"les","les","DET:def:obj:masc:pl",6276,210,"DET:def","CST","le"
1591,209,7,"menbres","menbres","NOM:obj:masc:pl",6276,210,"NOM","*+I","membre"
1592,209,8,"tolir","tolir","VER:infi",6276,210,"VER","+MIT","tolir"
1593,209,9,"""","""","PON:cit",6276,210,"PON:cit",,"QUOTED"
1594,210,1,"adont","adont","ADV",6277,211,"ADV","+GT","adonc"
1595,210,2,"se","se","PROCON",6277,211,"PROCON","c'","se"
1596,210,3,"taissent","taissent","VER:pres:3:pl",6277,211,"VER","*+I","taire"
1597,210,4,"li","li","DET:def:suj:masc:pl",6277,211,"DET:def","CST","le"
1598,210,5,"grans","grans","ADJ:suj:masc:pl",6277,211,"ADJ","+I","grant"
1599,210,6,"et","et","CON:coord",6277,211,"CON:coord","ST","et"
1600,210,7,"li","li","DET:def:suj:masc:pl",6277,211,"DET:def","CST","le"
1601,210,8,"petis","petis","ADJ:suj:masc:pl",6277,211,"ADJ","*+CI","petit"
1602,211,1,"li","li","DET:def:suj:masc:sg",6278,212,"DET:def","CST","le"
1603,211,2,"rois","rois","NOM:suj:masc:sg",6278,212,"NOM","+I|+T|+T|+T","roi2|rois1|rois2|roix"
1604,211,3,"parole","parole","VER:pres:3:sg",6278,212,"VER","+MI","parler"
1605,211,4,"con","con","CON:subord",6278,212,"CON:subord","T","come1"
1606,211,5,"ja","ja","ADV",6278,212,"ADV","+CIT","ja"
1607,211,6,"porrés","porrés","VER:futu:2:pl",6278,212,"VER","m'","pouvoir"
1608,211,7,"oir","oïr","VER:infi",6278,212,"VER","+M|+Td|+IdTd","devoir|os3|öir"
1609,212,1,"""","""","PON:cit",6279,213,"PON:cit",,"QUOTES"
1610,212,2,"venés","venés","VER:impe:2:pl",6279,213,"VER","*+TM|+T","vaner|vener"
1611,212,3,"avant","avant","PRE",6279,213,"PRE","IST","avant"
1612,212,4,"herchanbaus","herchanbaus","NPR:suj:masc:sg",6279,213,"NPR",,"UNKNOWN"
1613,212,5,"de","de","PRE",6279,213,"PRE","+CIST","de"
1614,212,6,"pontis","pontis","NPR:obj:masc:sg",6279,213,"NPR",,"UNKNOWN"
1615,213,1,"prenés","prenés","VER:impe:2:pl",6280,214,"VER","+Z","prendre"
1616,213,2,"la","la","DET:def:obj:femi:sg",6280,214,"DET:def","CST","le"
1617,213,3,"dame","dame","NOM:obj:femi:sg",6280,214,"NOM","+T|+CIT|+T","dam|dame|dan2"
1618,213,4,"que","que","PROCON",6280,214,"PROCON","T|S|C","que2|que3|que"
1619,213,5,"je","je","PRO:pers:suj:1:sg:unb",6280,214,"PRO:pers","CIST","je"
1620,213,6,"la","la","PRO:pers:acc:3:femi:sg",6280,214,"PRO:pers","C|IST","ele|il"
1621,213,7,"vos","vos","PRO:pers:2:pl",6280,214,"PRO:pers","T|S","ous2|vos1"
1622,213,8,"ostri","ostri","VER:pres:1:sg",6280,214,"VER","+Z","otroiier"
1623,213,9,"""","""","PON:cit",6280,214,"PON:cit",,"QUOTED"
1624,214,1,"et","et","CON:coord",6281,215,"CON:coord","ST","et"
1625,214,2,"sil","sil","PRO:demo:suj:masc:sg",6281,215,"PRO:demo","S","cel"
1626,214,3,"respont","respont","VER:pres:3:sg",6281,215,"VER","+I|IM|M|M","respondre1|respondre|respundre|répondre"
1627,214,4,"""","""","PON:cit",6281,215,"PON:cit",,"QUOTES"
1628,214,5,"sire","sire","NOM:suj:masc:sg",6281,215,"NOM","+CIT|+T","seignor|sire2"
1629,214,6,"vostre","vostre","DET:poss:obj:femi:sg",6281,215,"DET:poss","S","vostre"
1630,214,7,"mercit","mercit","NOM:obj:femi:sg",6281,215,"NOM","+I","merci"
1631,214,8,"""","""","PON:cit",6281,215,"PON:cit",,"QUOTED"
1632,215,1,"passa","passa","VER:simp:3:sg",6282,216,"VER","IM","passer"
1633,215,2,"avant","avant","PRE",6282,216,"PRE","IST","avant"
1634,215,3,"par","par","PRE",6282,216,"PRE","CIS","par"
1635,215,4,"la","la","DET:def:obj:femi:sg",6282,216,"DET:def","CST","le"
1636,215,5,"main","main","NOM:obj:femi:sg",6282,216,"NOM","+IT|+T","main2|main3"
1637,215,6,"la","la","PRO:pers:acc:3:femi:sg",6282,216,"PRO:pers","C|IST","ele|il"
1638,215,7,"saisit","saisit","VER:simp:3:sg",6282,216,"VER","+I","saisir"
1639,216,1,"il","il","PRO:pers:suj:3:masc:sg:unb",6283,217,"PRO:pers","CIST","il"
1640,216,2,"fit","fit","VER:simp:3:sg",6283,217,"VER","+M|M","faire|fire"
1641,216,3,"que","que","PROCON",6283,217,"PROCON","T|S|C","que2|que3|que"
1642,216,4,"fox","fox","ADJ:suj:masc:sg",6283,217,"ADJ","Z","fol3"
1643,216,5,"quant","quant","ADV",6283,217,"ADV","CI","cant"
1644,216,6,"il","il","PRO:pers:suj:3:masc:sg:unb",6283,217,"PRO:pers","CIST","il"
1645,216,7,"s","s","PROCON",6283,217,"PROCON","c'","se"
1646,216,8,"en","en","PRO:clit",6283,217,"PRO:clit","S|C","en2|en"
1647,216,9,"entremist","entremist","VER:simp:3:sg",6283,217,"VER","+I","entremetre"
1648,217,1,"voit","voit","VER:pres:3:sg",6284,218,"VER","+M|+I","aler|vëoir"
1649,217,2,"le","le","PRO:pers:obj:3:masc:sg:unb",6284,218,"PRO:pers","CIST","il"
1650,217,3,"la","la","DET:def:suj:femi:sg",6284,218,"DET:def","CST","le"
1651,217,4,"dame","dame","NOM:suj:femi:sg",6284,218,"NOM","+T|+CIT|+T","dam|dame|dan2"
1652,217,5,"si","si","PROCON",6284,218,"PROCON","c'","si"
1653,217,6,"a","a","VER:pres:3:sg",6284,218,"PRE","+T|CGIS","a3|a"
1654,217,7,"getét","getét","VER:pper:masc:sg",6284,218,"VER",0,"jeter"
1655,217,8,"un","un","DET:ndf:obj:masc:sg",6284,218,"DET:ndf","S","un"
1656,217,9,"crit","crit","NOM:obj:masc:sg",6284,218,"NOM",,"UNKNOWN"
1657,218,1,"de","de","PRE",6285,219,"PRE","+CIST","de"
1658,218,2,"la","la","DET:def:obj:femi:sg",6285,219,"DET:def","CST","le"
1659,218,3,"foret","forét","NOM:obj:femi:sg",6285,219,"NOM","+T","foret"
1660,218,4,"le","le","PRO:pers:obj:3:masc:sg:unb",6285,219,"PRO:pers","CIST","il"
1661,218,5,"puet","puet","VER:pres:3:sg",6285,219,"VER","+I","pöoir"
1662,218,6,"on","on","PRO:invar",6285,219,"PRO:invar","CS","on"
1663,218,7,"bien","bien","ADV",6285,219,"ADV","+IT|C|I","bien1|bien2|bien"
1664,218,8,"oir","oïr","VER:infi",6285,219,"VER","+M|+Td|+IdTd","devoir|os3|öir"
1665,219,1,"bernier","bernier","NPR:suj:masc:sg",6286,220,"NPR","Z","bernier"
1666,219,2,"l","l'","PRO:pers:obj:3:masc:sg:unb",6286,220,"PRO:pers","CS","il"
1667,219,3,"entent","entent","VER:pres:3:sg",6286,220,"VER","+MI","entendre"
1668,219,4,"si","si","PROCON",6286,220,"PROCON","c'","si"
1669,219,5,"a","a","VER:pres:3:sg",6286,220,"VER","+CMI","avoir"
1670,219,6,"dit","dit","VER:pper:masc:sg",6286,220,"VER","+CMI","dire"
1671,219,7,"a","a","PRE",6286,220,"PRE","+T|CGIS","a3|a"
1672,219,8,"guerri","guerri","NPR:obj:masc:sg",6286,220,"NPR",,"UNKNOWN"
1673,220,1,"""","""","PON:cit",6287,221,"PON:cit",,"QUOTES"
1674,220,2,"sire","sire","NOM:suj:masc:sg",6287,221,"NOM","+CIT|+T","seignor|sire2"
1675,220,3,"on","on","PRO:invar",6287,221,"PRO:invar","CS","on"
1676,220,4,"la","la","PRO:pers:acc:3:femi:sg",6287,221,"PRO:pers","C|IST","ele|il"
1677,220,5,"done","done","VER:pres:3:sg",6287,221,"VER","+CIM|M","doner|donner"
1678,220,6,"par","par","PRE",6287,221,"PRE","CIS","par"
1679,220,7,"le","le","DET:def:obj:masc:sg",6287,221,"DET:def","CST","le"
1680,220,8,"cors","cors","NOM:obj:masc:sg",6287,221,"NOM","+IT|+IT","cors1|cors2"
1681,220,9,"saint","saint","ADJ:obj:masc:sg",6287,221,"ADJ","T|CI","saint1|saint"
1682,220,10,"denis","denis","NPR:obj:masc:sg",6287,221,"NPR","Z","denis"
1683,221,1,"se","se","PROCON",6288,222,"PROCON","c'","se"
1684,221,2,"plus","plus","ADV",6288,222,"ADV","CI","plus"
1685,221,3,"il","il","PRO:clit",6288,222,"PRO:pers","CIST","il"
1686,221,4,"sui","sui","VER:pres:1:sg",6288,222,"VER","+I|+M|+MMd","estre1|savoir|sivre"
1687,221,5,"diex","diex","NOM:suj:masc:sg",6288,222,"NOM","*+CIT","dieu"
1688,221,6,"me","me","PRO:pers:obj:1:sg:unb",6288,222,"PRO:pers","IS|T","je|moi"
1689,221,7,"puist","puist","VER:subp:3:sg",6288,222,"VER","+I","pöoir"
1690,221,8,"maleir","maleir","VER:infi",6288,222,"VER","+MIdMdTd","malëir"
1691,222,1,"alés","alés","VER:impe:2:pl",6289,223,"VER","+M","aler"
1692,222,2,"a","a","PRE",6289,223,"PRE","+T|CGIS","a3|a"
1693,222,3,"dieu","dieu","NOM:obj:masc:sg",6289,223,"NOM","+CIT","dieu"
1694,222,4,"""","""","PON:cit",6289,223,"PON:cit",,"QUOTED"
1695,222,5,"guerris","guerris","NPR:suj:masc:sg",6289,223,"NPR",,"UNKNOWN"
1696,222,6,"li","li","PRO:pers:suj:3:masc:sg:bet",6289,223,"PRO:pers","C|CIST","ele|il"
1697,222,7,"respondi","respondi","VER:simp:3:sg",6289,223,"VER","+I|IM|M","respondre1|respondre|respundre"
1698,223,1,"""","""","PON:cit",6290,224,"PON:cit",,"QUOTES"
1699,223,2,"je","je","PRO:pers:suj:1:sg:unb",6290,224,"PRO:pers","CIST","je"
1700,223,3,"vois","vois","VER:pres:1:sg",6290,224,"VER","+MI|M","aler|voir"
1701,223,4,"dont","dont","ADV",6290,224,"PRO:invar","CS","dont"
1702,223,5,"sire","sire","NOM:suj:masc:sg",6290,224,"NOM","+CIT|+T","seignor|sire2"
1703,223,6,"par","par","PRE",6290,224,"PRE","CIS","par"
1704,223,7,"dieu","dieu","NOM:obj:masc:sg",6290,224,"NOM","+CIT","dieu"
1705,223,8,"qui","qui","PROCON",6290,224,"PROCON","CST","qui"
1706,223,9,"ne","ne","PRO:clit",6290,224,"PRO:clit","S|C","en2|ne"
1707,223,10,"menti","menti","VER:simp:3:sg",6290,224,"VER","+M","mentir"
1708,223,11,"""","""","PON:cit",6290,224,"PON:cit",,"QUOTED"
1709,224,1,"adont","adont","ADV",6291,225,"ADV","+GT","adonc"
1710,224,2,"c","c'","PROCON",6291,225,"PROCON","Z|Z|Z|Z|Z|C|Z","ce|que1|que2|que3|que4|que|soi1"
1711,224,3,"eslaissent","eslaissent","VER:pres:3:pl",6291,225,"VER","+Z","eslaissier"
1712,224,4,"sens","sens","PRE",6291,225,"PRE","+ST|C","sans|senz"
1713,224,5,"plus","plus","ADV",6291,225,"ADV","CI","plus"
1714,224,6,"de","de","PRE",6291,225,"PRE","+CIST","de"
1715,224,7,"contredit","contredit","NOM:obj:masc:sg",6291,225,"NOM","+CIT","contredit"
1716,225,1,"berniers","berniers","NPR:suj:masc:sg",6292,226,"NPR",,"UNKNOWN"
1717,225,2,"devant","devant","PRE",6292,226,"PRE","IST","devant"
1718,225,3,"qui","qui","PROCON",6292,226,"PROCON","CST","qui"
1719,225,4,"volentiers","volentiers","ADV",6292,226,"ADV","+IT","volentiers"
1720,225,5,"le","le","PRO:pers:obj:3:masc:sg:unb",6292,226,"PRO:pers","CIST","il"
1721,225,6,"fit","fit","VER:simp:3:sg",6292,226,"VER","+M|M","faire|fire"
1722,226,1,"a","a","PRE",6293,227,"PRE","+T|CGIS","a3|a"
1723,226,2,"haute","haute","ADJ:obj:femi:sg",6293,227,"ADJ","+I","haut"
1724,226,3,"vois","vois","NOM:obj:femi:sg",6293,227,"NOM","+T","voiz"
1725,226,4,"a","a","PRE",6293,227,"PRE","+T|CGIS","a3|a"
1726,226,5,"escrier","escrier","VER:infi",6293,227,"VER","+IIdTd","escrïer"
1727,226,6,"c","c'","PROCON",6293,227,"PROCON","Z|Z|Z|Z|Z|C|Z","ce|que1|que2|que3|que4|que|soi1"
1728,226,7,"est","est","VER:pres:3:sg",6293,227,"PRO:pers","CS","il"
1729,226,8,"pris","pris","VER:pper:masc:sg",6293,227,"VER","+CMI|+IM","prendre|prisier"
1730,227,1,"""","""","PON:cit",6294,228,"PON:cit",,"QUOTES"
1731,227,2,"biax","biax","ADJ:suj:masc:sg",6294,228,"ADJ","I","bel"
1732,227,3,"sire","sire","NOM:suj:masc:sg",6294,228,"NOM","+CIT|+T","seignor|sire2"
1733,227,4,"rois","rois","NOM:suj:masc:sg",6294,228,"NOM","+I|+T|+T|+T","roi2|rois1|rois2|roix"
1734,227,5,"par","par","PRE",6294,228,"PRE","CIS","par"
1735,227,6,"dieu","dieu","NOM:obj:masc:sg",6294,228,"NOM","+CIT","dieu"
1736,227,7,"qui","qui","PROCON",6294,228,"PROCON","CST","qui"
1737,227,8,"ne","ne","PRO:clit",6294,228,"PRO:clit","S|C","en2|ne"
1738,227,9,"menti","menti","VER:simp:3:sg",6294,228,"VER","+M","mentir"
1739,228,1,"si","si","PROCON",6295,229,"PROCON","c'","si"
1740,228,2,"m","m'","PRO:pers:obj:1:sg:unb",6295,229,"PRO:pers","S","je"
1741,228,3,"aist","aïst","VER:subp:3:sg",6295,229,"VER","+MIdMd|+M","aidier|avoir"
1742,228,4,"diex","diex","NOM:suj:masc:sg",6295,229,"NOM","*+CIT","dieu"
1743,228,5,"veés","veés","VER:impe:2:pl",6295,229,"VER","MMd","voir"
1744,228,6,"ci","ci","ADV",6295,229,"ADV","+CIT","ci"
1745,228,7,"le","le","DET:def:obj:masc:sg",6295,229,"PRO:pers","CIST","il"
1746,228,8,"sor","sor","ADJ:obj:masc:sg",6295,229,"PRE","+IST|+T","sor2|sur1"
1747,228,9,"guerri","guerri","NPR:obj:masc:sg",6295,229,"NPR",,"UNKNOWN"
1748,229,1,"qui","qui","PROCON",6296,230,"PROCON","CST","qui"
1749,229,2,"vient","vient","VER:pres:3:sg",6296,230,"VER","+I","venir"
1750,229,3,"as","as","PREDET:a:obj:femi:pl",6296,230,"PREDET:a","S|C","a+le|le"
1751,229,4,"noces","noces","NOM:obj:femi:pl",6296,230,"NOM","+CIT","noce"
1752,229,5,"herchanbaut","herchanbaut","NPR:obj:masc:sg",6296,230,"NPR",,"UNKNOWN"
1753,229,6,"de","de","PRE",6296,230,"PRE","+CIST","de"
1754,229,7,"pontif","pontif","NPR:obj:masc:sg",6296,230,"NPR","Z","ponthieu"
1755,230,1,"et","et","CON:coord",6297,231,"CON:coord","ST","et"
1756,230,2,"je","je","PRO:pers:suj:1:sg:unb",6297,231,"PRO:pers","CIST","je"
1757,230,3,"meismes","meismes","ADV",6297,231,"ADV","+Td","mëismes"
1758,230,4,"vos","vos","PRO:pers:2:pl",6297,231,"PRO:pers","T|S","ous2|vos1"
1759,230,5,"il","il","PRO:clit",6297,231,"PRO:pers","CIST","il"
1760,230,6,"vaurai","vaurai","VER:futu:1:sg",6297,231,"VER","+M","valoir"
1761,230,7,"servir","servir","VER:infi",6297,231,"VER","+MIT","servir"
1762,231,1,"d","d","PRE",6298,232,"PRE","+CS","de"
1763,231,2,"un","un","DET:ndf:obj:masc:sg",6298,232,"DET:ndf","CS","un"
1764,231,3,"tel","tel","ADJ:obj:masc:sg",6298,232,"ADJ","+CIT","tel"
1765,231,4,"servise","servise","NOM:obj:masc:sg",6298,232,"NOM","+IT","servise"
1766,231,5,"le","le","DET:def:obj:masc:sg",6298,232,"DET:def","CST","le"
1767,231,6,"cuer","cuer","NOM:obj:masc:sg",6298,232,"NOM","+T|+IT","cuer1|cuer2"
1768,231,7,"aurés","aurés","VER:futu:2:pl",6298,232,"VER","+M","avoir"
1769,231,8,"marrit","marrit","VER:pper:masc:sg",6298,232,"VER","*+Id","marïer"
1770,232,1,"alés","alés","VER:impe:2:pl",6299,233,"VER","+M","aler"
1771,232,2,"avant","avant","PRE",6299,233,"PRE","IST","avant"
1772,232,3,"""","""","PON:cit",6299,233,"PON:cit",,"QUOTED"
1773,232,4,"ce","ce","PRO:invar",6299,233,"PRO:invar","S|C","ce1|ce"
1774,232,5,"dist","dist","VER:simp:3:sg",6299,233,"VER","+CMI","dire"
1775,232,6,"li","li","DET:def:suj:masc:sg",6299,233,"PRO:pers","C|CIST","ele|il"
1776,232,7,"sor","sor","ADJ:suj:masc:sg",6299,233,"PRE","+IST|+T","sor2|sur1"
1777,232,8,"guerris","guerris","NPR:suj:masc:sg",6299,233,"NPR",,"UNKNOWN"
1778,233,1,"""","""","PON:cit",6300,234,"PON:cit",,"QUOTES"
1779,233,2,"si","si","PROCON",6300,234,"PROCON","c'","si"
1780,233,3,"m","m'","PRO:pers:obj:1:sg:unb",6300,234,"PRO:pers","S","je"
1781,233,4,"aist","aïst","VER:subp:3:sg",6300,234,"VER","+MIdMd|+M","aidier|avoir"
1782,233,5,"diex","diex","NOM:suj:masc:sg",6300,234,"NOM","*+CIT","dieu"
1783,233,6,"mar","mar","ADV",6300,234,"ADV","+IT","mar"
1784,233,7,"en","en","PRO:clit",6300,234,"PRO:clit","S|C","en2|en"
1785,233,8,"ira","ira","VER:futu:3:sg",6300,234,"VER","+CMI","aler"
1786,233,9,"uns","uns","ADJ:card",6300,234,"ADJ:card","*I|C","deus|ii"
1787,233,10,"vis","vis","ADJ:suj:masc:sg",6300,234,"NOM","+IT|+T","vis|viz"
1788,234,1,"ne","ne","PROCON",6301,235,"PROCON","c'","ni"
