"wd_id","line_id","linewd","word","lex_id","tag","textline","NCA_line","NCA_taggerpos","NCA_src","NCA_lemma"
313,42,4,"an","an","PRO:clit",6109,42,"PRO:clit","S|C","en2|en"
314,42,5,"torne","torne","VER:pres:3:sg",6109,42,"VER","+I","torner"
315,42,6,"ne","ne","PRO:clit",6109,42,"PRO:clit","S|C","en2|ne"
316,42,7,"s","s","PROCON",6109,42,"PROCON","c'","se"
317,42,8,"i","i","PRO:clit",6109,42,"PRO:clit","S|C|C","i2|i|y"
318,42,9,"vaut","vaut","VER:pres:3:sg",6109,42,"VER","+M|+CMI","aler|valoir"
319,42,10,"atargier","atargier","VER:infi",6109,42,"VER","+IT|+T","atargier|estargier"
320,43,1,"de","de","PRE",6110,43,"PRE","+CIST","de"
321,43,2,"sain","sain","ADJ:obj:masc:sg",6110,43,"ADJ","+IT","sain"
322,43,3,"quentin","quentin","NPR:obj:masc:sg",6110,43,"NPR","Z","quentin"
323,43,4,"se","se","PROCON",6110,43,"PROCON","c'","se"
324,43,5,"part","part","VER:pres:3:sg",6110,43,"NOM","+IT|+T|+T|+T","part1|part2|part3|part4"
325,43,6,"sens","sens","PRE",6110,43,"PRE","+ST|C","sans|senz"
326,43,7,"delaier","delaier","VER:infi",6110,43,"VER","+I|I","delaiier1|delaiier"
327,44,1,"puis","puis","ADV",6111,44,"ADV","IT","puis"
328,44,2,"est","est","VER:pres:3:sg",6111,44,"VER","+M|+I","ester|estre1"
329,44,3,"entrés","entrés","VER:pper:masc:pl",6111,44,"VER","+M","entrer"
330,44,4,"en","en","PRE",6111,44,"PRE","+IST|CI","en1|en"
331,44,5,"son","son","DET:poss:obj:masc:sg",6111,44,"DET:poss","S|C","son4|son"
332,44,6,"chemin","chemin","NOM:obj:masc:sg",6111,44,"NOM","+CIT","chemin"
333,44,7,"plaingnier","plaingnier","ADJ:obj:masc:sg",6111,44,"ADJ","+Z","plenier2"
334,45,1,"de","de","PRE",6112,45,"PRE","+CIST","de"
335,45,2,"ces","ces","DET:demo:obj:femi:pl",6112,45,"DET:demo","S|CS","cel|cest"
336,45,3,"jornees","jornees","NOM:obj:femi:pl",6112,45,"NOM","+I","jornee"
337,45,4,"ne","ne","PRO:clit",6112,45,"PROCON","c'","ni"
338,45,5,"vous","vous","PRO:pers:2:pl",6112,45,"PRO:pers","T|S","ous2|vos1"
339,45,6,"sai","sai","VER:pres:1:sg",6112,45,"VER","+IM","savoir"
340,45,7,"plus","plus","ADV",6112,45,"ADV","CI","plus"
341,45,8,"plaidier","plaidier","VER:infi",6112,45,"VER","+T|IM","plaidier2|plaidier"
342,46,1,"tant","tant","ADV",6113,46,"ADV","CI","tant"
343,46,2,"a","a","VER:pres:3:sg",6113,46,"PRE","+T|CGIS","a3|a"
344,46,3,"tenut","tenut","VER:pper:masc:sg",6113,46,"VER","IM","tenir"
345,46,4,"le","le","DET:def:obj:masc:sg",6113,46,"DET:def","CST","le"
346,46,5,"chemin","chemin","NOM:obj:masc:sg",6113,46,"NOM","+CIT","chemin"
347,46,6,"droiturier","droiturier","ADJ:obj:masc:sg",6113,46,"ADJ","+IT|I","droiturier2|droiturier"
348,47,1,"qu","qu","PROCON",6114,47,"PROCON","S|S|S|S|C","que1|que2|que3|que4|que"
349,47,2,"a","a","PRE",6114,47,"PRE","+T|CGIS","a3|a"
350,47,3,"paris","paris","NPR:obj:masc:sg",6114,47,"NPR","CI|Z","paris"
351,47,4,"vint","vint","VER:simp:3:sg",6114,47,"VER","+CI|M","venir|voir"
352,47,5,"un","un","DET:ndf:obj:masc:sg",6114,47,"DET:ndf","S","un"
353,47,6,"soir","soir","NOM:obj:masc:sg",6114,47,"NOM","+IT","soir"
354,47,7,"a","a","PRE",6114,47,"PRE","+T|CGIS","a3|a"
355,47,8,"l","l'","DET:def:obj:masc:sg",6114,47,"PRO:pers","CS","il"
356,47,9,"anuitier","anuitier","VER:infi",6114,47,"VER","+IT","anuitier"
357,48,1,"en","en","PRE",6115,48,"PRE","+IST|CI","en1|en"
358,48,2,"la","la","DET:def:obj:femi:sg",6115,48,"DET:def","CST","le"
