"wd_id","line_id","linewd","lex_id","tag","textlineid","TT lemma"
563,83,6,"les","DET:def",84,"le_S"
564,83,7,"champs","NOM",84,"champ_*+CIT"
565,83,8,",","PON",84,","
566,84,1,"que","PROCON",85,"que3_S"
567,84,2,"i'","PRO:clit",85,"i2_S"
568,84,3,"aime","VER",85,"amer_M"
569,84,4,"tant","ADV",85,"tant_CI"
570,84,5,"come","ADV",85,"come1|come_I|I"
571,84,6,"ie","PRO:pers",85,"je_S"
572,84,7,"fay","VER",85,"faire|farre_+M|M"
573,84,8,"vus","PRO:pers",85,"vos1_S"
574,84,9,".","PON",85,"."
575,85,1,"de","PRE",86,"de_+S"
576,85,2,"faire","VER",86,"faire_+MIT"
577,85,3,"vus","PRO:pers",86,"vos1_S"
578,85,4,"plaisir","VER",86,"plaire|plaisir_+MT|MI"
579,85,5,"suy","VER",86,"sivre_+M"
580,85,6,"tous","PRO:ind",86,"tot_S"
581,86,1,"entalenté","VER",87,"entalenter_*+I"
582,86,2,":","PON",87,":"
583,86,3,"comandés","VER",87,"comander_*+I"
584,86,4,"moy","PRO:pers",87,"je_S"
585,86,5,"!","PON",87,"!"
586,87,1,"coment","ADV",88,"coment1|coment_+T|I"
587,87,2,"aueis","VER",88,"avoir_*+M"
588,87,3,"vos","PRO:pers",88,"vos1_S"
589,87,4,"à","PRE",88,"a_S"
590,87,5,"non","NOM",88,"nom_+CIT"
591,87,6,"?","PON",88,"?"
592,87,7,"/","PON",88,"/"
593,87,8,"foy","NOM",88,"foi_+C"
594,87,9,".","PON",88,"."
595,88,1,"et","CON:coord",89,"et_S"
596,88,2,"i'","PRO:clit",89,"i2_S"
597,88,3,"aie","VER",89,"aidier|avoir_+MIdMd|+CMIMd"
598,88,4,"à","PRE",89,"a_S"
599,88,5,"nom","NOM",89,"nom_+CIT"
600,88,6,"loyalté","VER",89,"<unknown>"
601,88,7,";","PON",89,";"
602,89,1,"se","PRO:invar",90,"ce1_S"
603,89,2,"vus","PRO:pers",90,"vos1_S"
604,89,3,"dich","VER",90,"<unknown>"
605,89,4,"que","PROCON",90,"que3_S"
606,89,5,",","PON",90,","
607,89,6,"por","PRE",90,"por2_+S"
608,89,7,"verité","NOM",90,"verité_+IT"
609,89,8,",","PON",90,","
610,90,1,"vos","PRO:pers",91,"vos1_S"
611,90,2,"perdeis","VER",91,"<unknown>"
612,90,3,"à","PRE",91,"a_S"
613,90,4,"moy","PRO:pers",91,"je_S"
614,90,5,"vos","DET:poss",91,"vostre_S"
615,90,6,"laingage","NOM",91,"<unknown>"
616,90,7,",","PON",91,","
617,91,1,"car","CON:coord",92,"car_S"
618,91,2,"à","PRE",92,"a_S"
619,91,3,"vos","PRO:pers",92,"vos1_S"
620,91,4,"ne","PRO:clit",92,"en2_S"
621,91,5,"responderaie","VER",92,"<unknown>"
622,91,6,"ie","PRO:pers",92,"je_S"
623,91,7,",","PON",92,","
624,92,1,"sens","PRE",93,"sans_+S"
625,92,2,"prudence","NOM",93,"prudence_+T"
626,92,3,"et","CON:coord",93,"et_S"
627,92,4,"sens","PRE",93,"sans_+S"
628,92,5,"honeur","NOM",93,"onor_*+IT"
629,92,6,",","PON",93,","
630,92,7,"riens","ADV",93,"riens_Z"
631,92,8,".","PON",93,"."
632,93,1,"ce","PRO:invar",94,"ce1_S"
633,93,2,"n'","PRO:clit",94,"en2_S"
634,93,3,"est","VER",94,"ester|estre1_+M|+I"
635,93,4,"que","PROCON",94,"que3_S"
636,93,5,"tos","DET:ind",94,"tot_S"
637,93,6,"bien","NOM",94,"bien2|bien_+IT|CI"
638,93,7,",","PON",94,","
639,94,1,"ie","PRO:pers",95,"je_S"
640,94,2,"vos","PRO:pers",95,"vos1_S"
641,94,3,"suy","VER",95,"sivre_+M"
642,94,4,"venus","VER",95,"venir_*+I"
643,94,5,"veioir","VER",95,"voir_M"
644,94,6,".","PON",95,"."
645,95,1,"foy","NOM",96,"foi_+C"
646,95,2,",","PON",96,","
647,95,3,"que","PROCON",96,"que3_S"
648,95,4,"loyalté","VER",96,"<unknown>"
649,95,5,"vault","VER",96,"valoir_+M"
650,95,6,"auoir","VER",96,"avoir_*+MIT"
651,95,7,",","PON",96,","
652,96,1,"prudence","NOM",97,"prudence_+T"
653,96,2,"et","CON:coord",97,"et_S"
654,96,3,"honeur","NOM",97,"onor_*+IT"
655,96,4,"luy","PRO:pers",97,"il|loi1_S|S"
656,96,5,"couient","VER",97,"covenir_*+I"
657,96,6,",","PON",97,","
658,97,1,"et","CON:coord",98,"et_S"
659,97,2,"qui","PROCON",98,"qui_S"
660,97,3,"aultrement","ADV",98,"<nolem>"
661,97,4,"se","PRO:pers",98,"soi1_S"
662,97,5,"maintient","VER",98,"tenir_M"
663,97,6,",","PON",98,","
664,98,1,"point","NOM",99,"point_+CIT"
665,98,2,"n'","PRO:clit",99,"en2_S"
666,98,3,"est","VER",99,"ester|estre1_+M|+I"
667,98,4,"tenus","VER",99,"tenir_M"
668,98,5,"sage","ADJ",99,"sage_+IT"
669,98,6,"pastuur","NOM",99,"<unknown>"
670,98,7,".","PON",99,"."
671,99,1,"por","PRE",100,"por2_+S"
672,99,2,"accomplir","NIL",100,"acomplir_C"
673,99,3,"le","DET:def",100,"le_S"
674,99,4,"dieu","NOM",100,"dieu_+CIT"
675,99,5,"d'","PRE",100,"de_+S"
676,99,6,"amour","NOM",100,"amor_+G"
677,99,7,",","PON",100,","
678,100,1,"en","PRE",101,"en1_+S"
679,100,2,"vers","PRE",101,"vers2_+S"
680,100,3,"luy","PRO:pers",101,"il|loi1_S|S"
681,100,4,"ie","PRO:pers",101,"je_S"
682,100,5,"retouneraie","VER",101,"<unknown>"
683,101,1,"et","CON:coord",102,"et_S"
684,101,2,"tant","ADV",102,"tant_CI"
685,101,3,"à","PRE",102,"a_S"
686,101,4,"amor","NOM",102,"amor_+GIT"
687,101,5,"ie","PRO:pers",102,"je_S"
688,101,6,"feraie","VER",102,"faire_*+M"
689,102,1,"qui","PROCON",103,"qui_S"
690,102,2,"à","PRE",103,"a_S"
691,102,3,"honuer","VER",103,"<unknown>"
692,102,4,"parlere","VER",103,"parler_*+IM"
693,102,5,"me","PRO:pers",103,"je_S"
694,102,6,"menrat","VER",103,"<unknown>"
695,102,7,".","PON",103,"."
696,103,1,"adieu","NOM",104,"<unknown>"
697,103,2,",","PON",104,","
698,103,3,"foy","NOM",104,"foi_+C"
699,103,4,"!","PON",104,"!"
700,103,5,"/","PON",104,"/"
701,103,6,"adieu","NOM",104,"<unknown>"
702,103,7,"iusqu'","ADV",104,"jusque_*I"
703,103,8,"à","PRE",104,"a_S"
704,103,9,"ià","ADV",104,"ja_*+CIT"
705,104,1,"que","PROCON",105,"que3_S"
706,104,2,"sur","PRE",105,"sor2_+S"
707,104,3,"les","DET:def",105,"le_S"
708,104,4,"champs","NOM",105,"champ_*+CIT"
709,104,5,"ie","PRO:pers",105,"je_S"
710,104,6,"vus","PRO:pers",105,"vos1_S"
711,104,7,"veiraie","VER",105,"<unknown>"
712,104,8,".","PON",105,"."
713,105,1,"ie","PRO:pers",106,"je_S"
714,105,2,"croy","VER",106,"croire_+M"
715,105,3,"que","PROCON",106,"que3_S"
716,105,4,"apointier","VER",106,"apointier1|apointier2_+T|+IT"
717,105,5,"m'","PRO:pers",106,"je_S"
718,105,6,"en","PRO:clit",106,"en2_S"
719,105,7,"yraie","VER",106,"<unknown>"
720,106,1,"por","PRE",107,"por2_+S"
721,106,2,"mes","DET:poss",107,"mon1_S"
722,106,3,"berbis","NOM",107,"brebiz_+Z"
723,106,4,"au","PREDET:a",107,"a+le_S"
724,106,5,"champ","NOM",107,"champ_+CIT"
725,106,6,"myneir","NOM",107,"<unknown>"
726,106,7,".","PON",107,"."
727,107,1,"amor","NOM",108,"amor_+GIT"
728,107,2,",","PON",108,","
729,107,3,"il","PRO:pers",108,"il_S"
730,107,4,"vos","PRO:pers",108,"vos1_S"
731,107,5,"fault","VER",108,"falir_+M"
732,107,6,"laboreir","VER",108,"<unknown>"
733,108,1,"por","PRE",109,"por2_+S"
734,108,2,"moy","PRO:pers",109,"je_S"
735,108,3,"ou","PRO:pers",109,"il|vos1_S|S"
736,108,4,"ie","PRO:pers",109,"je_S"
737,108,5,"ne","PRO:clit",109,"en2_S"
738,108,6,"feraie","VER",109,"faire_*+M"
739,108,7,"riens","ADV",109,"riens_Z"
740,108,8,",","PON",109,","
741,109,1,"veyut","VER",110,"voir_M"
742,109,2,"que","PROCON",110,"que3_S"
743,109,3,"ce","PRO:invar",110,"ce1_S"
744,109,4,"n'","PRO:clit",110,"en2_S"
745,109,5,"est","VER",110,"ester|estre1_+M|+I"
746,109,6,"que","PROCON",110,"que3_S"
747,109,7,"tout","PRO:ind",110,"tot_S"
748,109,8,"bien","ADV",110,"bien1|bien2|bien_+IT|C|I"
749,110,1,"que","PROCON",111,"que3_S"
750,110,2,"ie","PRO:pers",111,"je_S"
751,110,3,"voy","VER",111,"aler|voir_+M|M"
752,110,4,"loyalté","VER",111,"<unknown>"
753,110,5,"veioir","VER",111,"voir_M"
754,110,6,".","PON",111,"."
755,111,1,"se","PRO:invar",112,"ce1_S"
756,111,2,"m'","PRO:pers",112,"je_S"
757,111,3,"estuet","VER",112,"estovoir1|estovoir_+IT|MI"
758,111,4,"il","PRO:pers",112,"il_S"
759,111,5,"honeur","NOM",112,"onor_*+IT"
760,111,6,"auoir","VER",112,"avoir_*+MIT"
761,111,7,",","PON",112,","
762,112,1,"qui","PROCON",113,"qui_S"
763,112,2,"soit","VER",113,"estre1|savoir_+I|+M"
764,112,3,"mon","DET:poss",113,"mon1_S"
765,112,4,"moyen","NOM",113,"<nolem>"
766,112,5,"aueuc","PRE",113,"avuec_S"
767,112,6,"vus","PRO:pers",113,"vos1_S"
768,113,1,"et","CON:coord",114,"et_S"
769,113,2,"vus","PRO:pers",114,"vos1_S"
770,113,3,"saueis","VER",114,"savoir_*+Z"
771,113,4,"que","PROCON",114,"que3_S"
772,113,5,"ie","PRO:pers",114,"je_S"
773,113,6,"suy","VER",114,"sivre_+M"
774,113,7,"tous","PRO:ind",114,"tot_S"
775,114,1,"desirans","VER",115,"desirer_M"
776,114,2,"de","PRE",115,"de_+S"
777,114,3,"vos","PRO:pers",115,"vos1_S"
778,114,4,"voloir","VER",115,"voloir_+IT"
779,114,5,"faire","VER",115,"faire_+MIT"
