"wd_id","line_id","linewd","lex_id","tag","TT lemma"
2780,417,4,"ne","PRO:clit","en2_S"
2781,417,5,"biestes","NOM","beste_+Z"
2782,417,6,"courir","VER","corir_+T"
2783,417,7,".","PON","."
2784,418,1,"ou","PREDET:en","en1+le_S"
2785,418,2,"ventre","NOM","ventre1|ventre_+IT|I"
2786,418,3,"li","PRO:pers","il_S"
2787,418,4,"doit","VER","devoir|dire_+CMI|+M"
2788,418,5,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2789,418,6,"pourir","VER","porrir_*+T"
2790,419,1,"li","DET:def","le_S"
2791,419,2,"coers","NOM","cuer_I"
2792,419,3,"qui","PROCON","qui_S"
2793,419,4,"en","PRE","en1_+S"
2794,419,5,"ce","DET:demo","cel|cist_S|S"
2795,419,6,"point","NOM","point_+CIT"
2796,419,7,"se","PRO:pers","soi1_S"
2797,419,8,"trueve","VER","trover_+I"
2798,419,9,",","PON",","
2799,420,1,"quant","ADV","cant_C"
2800,420,2,"il","PRO:pers","il_S"
2801,420,3,"ne","PRO:clit","en2_S"
2802,420,4,"peut","VER","paistre|poeir|pouvoir_+M|M|M"
2803,420,5,"faire","VER","faire_+MIT"
2804,420,6,"nulle","DET:ind","nul_S"
2805,420,7,"oevre","NOM","uevre_+IT"
2806,420,8,",","PON",","
2807,421,1,"ne","PRO:clit","en2_S"
2808,421,2,"pain","NOM","pain_+IT"
2809,421,3,"wagnier","VER","<unknown>"
2810,421,4,",","PON",","
2811,421,5,"ne","PRO:clit","en2_S"
2812,421,6,"mestier","NOM","mestier_+CIT"
2813,421,7,"faire","VER","faire_+MIT"
2814,421,8,".","PON","."
2815,422,1,"par","PRE","par_S"
2816,422,2,"dieu","NOM","dieu_+CIT"
2817,422,3,",","PON",","
2818,422,4,"il","PRO:pers","il_S"
2819,422,5,"li","PRO:pers","il_S"
2820,422,6,"doit","VER","devoir|dire_+CMI|+M"
2821,422,7,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2822,422,8,"desplaire","VER","desplaire_+IT"
2823,422,9,",","PON",","
2824,423,1,"quant","ADV","cant_C"
2825,423,2,"perdut","VER","perdre_+MI"
2826,423,3,"a","PRE","a_S"
2827,423,4,"trestous","DET:ind","trestot_S"
2828,423,5,"solas","NOM","solaz_+Z"
2829,423,6,".","PON","."
2830,424,1,"il","PRO:pers","il_S"
2831,424,2,"poet","VER","pöoir_+I"
2832,424,3,"dire","VER","dire_+MIT"
2833,424,4,"moult","ADV","mout_I"
2834,424,5,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2835,424,6,":","PON",":"
2836,424,7,"olas","NPR","<unknown>"
2837,424,8,"!","PON","!"
2838,425,1,"souffrir","VER","sofrir|souffrir|soufrir_+M|M|M"
2839,425,2,"estoet","VER","estovoir|estre_MI|M"
2840,425,3,",","PON",","
2841,425,4,"mes","VER","manoir1_+T"
2842,425,5,"au","PREDET:a","a+le_S"
2843,425,6,"coer","NOM","cuer_I"
2844,425,7,"dieut","VER","devoir|doloir_+M|+M"
2845,425,8,",","PON",","
2846,426,1,"sicomme","NOM","<unknown>"
2847,426,2,"j'","PRO:pers","je_S"
2848,426,3,"ai","VER","aidier|avoir_+Md|+CMI"
2849,426,4,"trouvét","VER","<unknown>"
2850,426,5,"et","CON:coord","et_S"
2851,426,6,"lieut","VER","<unknown>"
2852,426,7,".","PON","."
2853,427,1,"nuls","PRO:ind","nul_S"
2854,427,2,"ne","PRO:clit","en2_S"
2855,427,3,"se","PRO:pers","soi1_S"
2856,427,4,"doit","VER","devoir|dire_+CMI|+M"
2857,427,5,"desconforter","VER","desconforter_+IT"
2858,427,6,",","PON",","
2859,428,1,"anscois","ADV","ainçois_+G"
2860,428,2,"doit","VER","devoir|dire_+CMI|+M"
2861,428,3,"au","PREDET:a","a+le_S"
2862,428,4,"plus","ADV","plus_CI"
2863,428,5,"biel","ADJ","bel_Z"
2864,428,6,"porter","VER","porter_+MIT"
2865,429,1,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
2866,429,2,"il","PRO:pers","il_S"
2867,429,3,"poet","VER","pöoir_+I"
2868,429,4,"chou","PRO:invar","ce1_S"
2869,429,5,"que","PROCON","que3_S"
2870,429,6,"diex","NOM","dieu_*+CIT"
2871,429,7,"li","PRO:pers","il_S"
2872,429,8,"envoie","VER","envoiier_+IM"
2873,430,1,"et","CON:coord","et_S"
2874,430,2,"toudis","ADV","toz_dis_Z"
2875,430,3,"tenir","VER","tenir1|tenir|tenoir_+T|MI|M"
2876,430,4,"celle","DET:demo","cel_S"
2877,430,5,"voie","NOM","voie_+CIT"
2878,430,6,",","PON",","
2879,431,1,"dont","PRO:invar","dont_S"
2880,431,2,"en","PRO:clit","en2_S"
2881,431,3,"ara","VER","avoir_+M"
2882,431,4,"cescuns","PRO:ind","chascun_S"
2883,431,5,"pitét","NOM","pitié_+I"
2884,431,6,";","PON",";"
2885,432,1,"et","CON:coord","et_S"
2886,432,2,"ensi","ADV","ainsi_+IT"
2887,432,3,"de","PRE","de_+S"
2888,432,4,"necessitét","NOM","<unknown>"
2889,433,1,"fera","VER","faire_+CMI"
2890,433,2,"viertut","NOM","<unknown>"
2891,433,3,"et","CON:coord","et_S"
2892,433,4,"soufferra","VER","soufrir_M"
2893,433,5,",","PON",","
2894,434,1,"tout","PRO:ind","tot_S"
2895,434,2,"chou","PRO:invar","ce1_S"
2896,434,3,"que","PROCON","que3_S"
2897,434,4,"diex","NOM","dieu_*+CIT"
2898,434,5,"envoyera","VER","envoyer_M"
2899,434,6,":","PON",":"
2900,435,1,"quar","CON:coord","car_S"
2901,435,2,",","PON",","
2902,435,3,"s'","PRO:invar","ce1_S"
2903,435,4,"il","PRO:pers","il_S"
2904,435,5,"soefre","VER","sofrir_+Z"
2905,435,6,"patiaument","NOM","<unknown>"
2906,436,1,"et","CON:coord","et_S"
2907,436,2,"prie","VER","priier_+I"
2908,436,3,"dieu","NOM","dieu_+CIT"
2909,436,4,"diligaument","ADV","<nolem>"
2910,436,5,",","PON",","
2911,437,1,"le","DET:def","le_S"
2912,437,2,"salut","NOM","salu_+CT"
2913,437,3,"de","PRE","de_+S"
2914,437,4,"s'","DET:poss","son4_S"
2915,437,5,"ame","NOM","ame_+CGIT"
2916,437,6,"fere","VER","faire|ferir_+MI|+I"
2917,437,7,".","PON","."
2918,438,1,"et","CON:coord","et_S"
2919,438,2,"en","PRE","en1_+S"
2920,438,3,"boin","ADJ","bon_+Z"
2921,438,4,"point","NOM","point_+CIT"
2922,438,5,"ensi","ADV","ainsi_+IT"
2923,438,6,"sera","VER","estre1|estre|saveir|seoir_+I|CMI|M|M"
2924,438,7,".","PON","."
2925,439,1,"on","PRO:invar","on_S"
2926,439,2,"mesoffre","VER","offrir_M"
2927,439,3,"quant","ADV","cant_C"
2928,439,4,"il","PRO:pers","il_S"
2929,439,5,"meskiét","VER","<nolem>"
2930,439,6,",","PON",","
2931,440,1,"et","CON:coord","et_S"
2932,440,2,"ciertes","ADV","certes_+Z"
2933,440,3,"chil","PRO:demo","cel_S"
2934,440,4,"font","VER","faire|fondre_+MI|+MI"
2935,440,5,"grand","ADJ","grant_+I"
2936,440,6,"pekiét","NOM","<nolem>"
2937,440,7,",","PON",","
2938,441,1,"qui","PROCON","qui_S"
2939,441,2,"de","PRE","de_+S"
2940,441,3,"riens","ADV","riens_Z"
2941,441,4,"autrui","PRO:invar","autrui_S"
2942,441,5,"contrarient","VER","contrariier_+Z"
2943,441,6,",","PON",","
2944,442,1,"ne","PRO:clit","en2_S"
2945,442,2,"de","PRE","de_+S"
2946,442,3,"leur","DET:poss","lor2_S"
2947,442,4,"meseschanche","NOM","<unknown>"
2948,442,5,"rient","VER","rire_+M"
2949,442,6,";","PON",";"
2950,443,1,"car","CON:coord","car_S"
2951,443,2,"nuls","PRO:ind","nul_S"
2952,443,3,"se","PRO:invar","ce1_S"
2953,443,4,"set","VER","savoir|sëoir_+IM|+I"
2954,443,5,"chou","PRO:invar","ce1_S"
2955,443,6,"k'","PROCON","que1|que2|que3|que4_S|S|S|S"
2956,443,7,"avenir","VER","avenir|esvenir_+IT|+T"
2957,444,1,"li","PRO:pers","il_S"
2958,444,2,"poet","VER","pöoir_+I"
2959,444,3,",","PON",","
2960,444,4,"se","PRO:invar","ce1_S"
2961,444,5,"s'","PRO:pers","soi1_S"
2962,444,6,"en","PRO:clit","en2_S"
2963,444,7,"doit","VER","devoir|dire_+CMI|+M"
2964,444,8,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2965,444,9,"tenir","VER","tenir1|tenir|tenoir_+T|MI|M"
2966,445,1,"de","PRE","de_+S"
2967,445,2,"faire","VER","faire_+MIT"
2968,445,3,"plus","ADV","plus_CI"
2969,445,4,"affliction","NOM","afliction_G"
2970,445,5,".","PON","."
2971,446,1,"a","PRE","a_S"
2972,446,2,"l'","DET:def","le_S"
2973,446,3,"afflit","NOM","afi_+G"
2974,446,4,"trop","ADV","trop_+IT"
2975,446,5,"a","PRE","a_S"
2976,446,6,"passion","NOM","passïon_+Td"
2977,446,7,".","PON","."
2978,447,1,"on","PRO:invar","on_S"
2979,447,2,"trouvera","VER","trover_*+I"
2980,447,3,"par","PRE","par_S"
2981,447,4,"escripture","NOM","escriture_+Z"
2982,447,5,",","PON",","
2983,448,1,"quant","ADV","cant_C"
2984,448,2,"au","PREDET:a","a+le_S"
2985,448,3,"lire","VER","lire1|lire_+T|MI"
2986,448,4,"metteras","VER","<unknown>"
2987,448,5,"cure","NOM","cure|curé_+CIT|+C"
2988,448,6,":","PON",":"
2989,449,1,"vos","DET:poss","vostre_S"
2990,449,2,"amis","NOM","ami_+I"
2991,449,3,",","PON",","
2992,449,4,"diex","NOM","dieu_*+CIT"
2993,449,5,"loés","VER","loer_M"
2994,449,6,"soyés","VER","seoir_M"
2995,449,7,",","PON",","
2996,450,1,"vous","PRO:pers","vos1_S"
2997,450,2,"argués","VER","<unknown>"
2998,450,3,"et","CON:coord","et_S"
2999,450,4,"castyés","VER","<unknown>"
3000,450,5,".","PON","."
3001,451,1,"chescuns","PRO:ind","chascun_S"
3002,451,2,"se","PRO:invar","ce1_S"
3003,451,3,"doit","VER","devoir|dire_+CMI|+M"
3004,451,4,"tenir","VER","tenir1|tenir|tenoir_+T|MI|M"
3005,451,5,"pour","PRE","por2_+S"
3006,451,6,"fis","NOM","fil2_+T"
3007,451,7,".","PON","."
3008,452,1,"moult","ADV","mout_I"
3009,452,2,"yert","VER","estre_M"
3010,452,3,"sen","DET:poss","son4_S"
3011,452,4,"ame","NOM","ame_+CGIT"
3012,452,5,"pourfis","NOM","porfi_*+T"
3013,453,1,"s'","PRO:pers","soi1_S"
3014,453,2,"il","PRO:pers","il_S"
3015,453,3,"avoit","VER","avoiier|avoir_+MI|+MI"
3016,453,4,"vivans","VER","vivre_M"
3017,453,5,"a","PRE","a_S"
3018,453,6,"souffrir","VER","sofrir|souffrir|soufrir_+M|M|M"
3019,454,1,"et","CON:coord","et_S"
3020,454,2,"diex","NOM","dieu_*+CIT"
3021,454,3,"le","PRO:pers","il_S"
3022,454,4,"vaulsist","VER","valoir_+M"
3023,454,5,"ensi","ADV","ainsi_+IT"
3024,454,6,"frir","VER","ferir|frir_+MT|M"
3025,455,1,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
3026,455,2,"il","PRO:pers","il_S"
3027,455,3,"enkeist","VER","<unknown>"
3028,455,4,"en","PRE","en1_+S"
3029,455,5,"meladies","NOM","<unknown>"
3030,455,6,".","PON","."
3031,456,1,"s'","PRO:pers","soi1_S"
3032,456,2,"en","PRO:clit","en2_S"
3033,456,3,"doit","VER","devoir|dire_+CMI|+M"
3034,456,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
3035,456,5,"dieu","NOM","dieu_+CIT"
3036,456,6,",","PON",","
3037,456,7,"toutes","DET:ind","tot_S"
3038,456,8,"les","DET:def","le_S"
3039,456,9,"fies","NOM","fie1|fie2|fief|foie1|foiiee_*+T|+T|+C|+T|+T"
3040,457,1,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
3041,457,2,"ensi","ADV","ainsi_+IT"
3042,457,3,"sera","VER","estre1|estre|saveir|seoir_+I|CMI|M|M"
3043,457,4,",","PON",","
3044,457,5,"regratyer","VER","<unknown>"
3045,458,1,"et","CON:coord","et_S"
3046,458,2,"loer","VER","löer1|löer2|löer3_+IIdTd|+IdTd|+Td"
3047,458,3,"et","CON:coord","et_S"
3048,458,4,"remierchyer","VER","<unknown>"
3049,458,5,";","PON",";"
3050,459,1,"car","CON:coord","car_S"
3051,459,2,"diex","NOM","dieu_*+CIT"
3052,459,3,"done","VER","doner|donner_+CIM|M"
3053,459,4,",","PON",","
3054,459,5,"puis","ADV","puis_IT"
3055,459,6,"il","PRO:pers","il_S"
3056,459,7,"reprent","VER","reprendre_*I"
3057,459,8,",","PON",","
3058,460,1,"et","CON:coord","et_S"
3059,460,2,"ensi","ADV","ainsi_+IT"
3060,460,3,"ses","DET:poss","son4_S"
3061,460,4,"amis","NOM","ami_+I"
3062,460,5,"aprent","VER","aprendre_*+I"
3063,461,1,"a","PRE","a_S"
3064,461,2,"luy","PRO:pers","il|loi1_S|S"
3065,461,3,"recognoistre","VER","reconoistre_+MT"
3066,461,4,"et","CON:coord","et_S"
3067,461,5,"amer","VER","amer1|amer_+IT|MI"
3068,462,1,"et","CON:coord","et_S"
3069,462,2,"souvent","ADV","sovent_*IT"
3070,462,3,"sen","DET:poss","son4_S"
3071,462,4,"non","NOM","nom_+CIT"
3072,462,5,"reclamer","VER","reclamer_+IT"
3073,462,6,".","PON","."
3074,463,1,"quand","ADV","cant1_Z"
3075,463,2,"li","DET:def","le_S"
3076,463,3,"jovene","ADJ","juene_T"
3077,463,4,"gent","NOM","gent1|giant_+IT|+T"
3078,463,5,"sont","VER","estre1|estre_+I|CMI"
3079,463,6,"haitiét","VER","haitier_+M"
3080,464,1,"et","CON:coord","et_S"
3081,464,2,"espinchiét","NOM","<unknown>"
3082,464,3,"et","CON:coord","et_S"
3083,464,4,"afaitiét","NOM","<unknown>"
3084,464,5,",","PON",","
3085,465,1,"et","CON:coord","et_S"
3086,465,2,"que","PROCON","que3_S"
3087,465,3,"chescuns","PRO:ind","chascun_S"
3088,465,4,"a","PRE","a_S"
3089,465,5,"sen","DET:poss","son4_S"
3090,465,6,"voloir","NOM","<nolem>"
3091,465,7,",","PON",","
3092,466,1,"on","PRO:invar","on_S"
3093,466,2,"met","VER","metre|mettre_IM|M"
3094,466,3,"chiertes","ADV","certes_+Z"
3095,466,4,"en","PRE","en1_+S"
3096,466,5,"non","NOM","nom_+CIT"
3097,466,6,"caloir","VER","chaloir_+M"
3098,467,1,"l'","DET:def","le_S"
3099,467,2,"ame","NOM","ame_+CGIT"
3100,467,3,"qui","PROCON","qui_S"
3101,467,4,"tousjours","GDF","toxique_G"
3102,467,5,"doit","NOM","doi|doit_+T|+T"
3103,467,6,"durer","VER","durer_+IT"
3104,467,7,",","PON",","
3105,468,1,"et","CON:coord","et_S"
3106,468,2,"se","PRO:pers","soi1_S"
3107,468,3,"ne","PRO:clit","en2_S"
3108,468,4,"voelt","VER","voloir_+I"
3109,468,5,"nuls","PRO:ind","nul_S"
3110,468,6,"endurer","VER","endurer_+IMT"
3111,469,1,"ne","PRO:clit","en2_S"
3112,469,2,"castoi","NOM","<nolem>"
3113,469,3,",","PON",","
3114,469,4,"ne","PRO:clit","en2_S"
3115,469,5,"faire","VER","faire_+MIT"
3116,469,6,"penance","NOM","penëance_+T"
3117,469,7,":","PON",":"
3118,470,1,"c'","PRO:invar","ce1_S"
3119,470,2,"est","VER","ester|estre1_+M|+I"
3120,470,3,"chou","PRO:invar","ce1_S"
3121,470,4,"qui","PROCON","qui_S"
3122,470,5,"l'","DET:def","le_S"
3123,470,6,"ame","NOM","ame_+CGIT"
3124,470,7,"moult","ADV","mout_I"
3125,470,8,"avance","VER","avancier_+MI"
3126,470,9,".","PON","."
3127,471,1,"dous","ADJ:card","deus_CIT"
3128,471,2,"diex","NOM","dieu_*+CIT"
3129,471,3,",","PON",","
3130,471,4,"chou","PRO:invar","ce1_S"
3131,471,5,"que","PROCON","que3_S"
3132,471,6,"je","PRO:pers","je_S"
3133,471,7,"dis","VER","dire_+CMI"
3134,471,8,"de","PRE","de_+S"
3135,471,9,"bouke","NOM","<nolem>"
3136,471,10,",","PON",","
3137,472,1,"souvent","ADV","sovent_*IT"
3138,472,2,"au","PREDET:a","a+le_S"
3139,472,3,"cuer","NOM","cuer1|cuer2_+T|+IT"
3140,472,4,"forment","ADV","forment|fortment_I|I"
3141,472,5,"me","PRO:pers","je_S"
3142,472,6,"touke","VER","<nolem>"
3143,472,7,".","PON","."
3144,473,1,"vous","PRO:pers","vos1_S"
3145,473,2,"ne","PRO:clit","en2_S"
3146,473,3,"m'","PRO:pers","je_S"
3147,473,4,"avés","VER","avoir_+M"
3148,473,5,"pas","NOM","pas|past2_+IT|+T"
3149,473,6,"oblyét","VER","<unknown>"
3150,473,7,",","PON",","
3151,474,1,"biaus","ADJ","bel_I"
3152,474,2,"sires","NOM","seignor_+CI"
3153,474,3,"diex","NOM","dieu_*+CIT"
3154,474,4,",","PON",","
3155,474,5,"car","CON:coord","car_S"
3156,474,6,"envoyét","VER","<unknown>"
3157,475,1,"m'","PRO:pers","je_S"
3158,475,2,"avés","VER","avoir_+M"
3159,475,3,"de","PRE","de_+S"
3160,475,4,"vo","DET:poss","vostre_S"
3161,475,5,"castiement","NOM","<nolem>"
3162,475,6,";","PON",";"
3163,476,1,"car","CON:coord","car_S"
3164,476,2,"j'","PRO:pers","je_S"
3165,476,3,"avoie","VER","avoiier|avoir_+MIMd|+IM"
3166,476,4,"trop","ADV","trop_+IT"
3167,476,5,"longhement","ADV","longement_Z"
3168,477,1,"en","PRE","en1_+S"
3169,477,2,"pais","NOM","pais|päis_+CIT|+IdTd"
3170,477,3,"et","CON:coord","et_S"
3171,477,4,"en","PRE","en1_+S"
3172,477,5,"santét","NOM","<nolem>"
3173,477,6,"estét","VER","ester|estre_+M|IM"
3174,477,7,":","PON",":"
3175,478,1,"s'","PRO:pers","soi1_S"
3176,478,2,"en","PRO:clit","en2_S"
3177,478,3,"gracie","VER","graciier_+Md"
3178,478,4,"vo","DET:poss","vostre_S"
3179,478,5,"majestét","NOM","<unknown>"
3180,478,6,".","PON","."
3181,479,1,"or","ADV","or4|or_+IT|CI"
3182,479,2,"ay","VER","avoir_+M"
3183,479,3,"par","PRE","par_S"
3184,479,4,"vo","DET:poss","vostre_S"
3185,479,5,"grace","NOM","grace_+CIT"
3186,479,6,"pleniere","ADJ","plenier2_+I"
3187,480,1,"empaichement","NOM","<unknown>"
3188,480,2,"en","PRE","en1_+S"
3189,480,3,"me","DET:poss","mon1_S"
3190,480,4,"lumiere","NOM","lumiere_+IT"
3191,481,1,"des","PREDET:de","de+le_S"
3192,481,2,"ioelx","NOM","<unknown>"
3193,481,3,"du","PREDET:de","de+le_S"
3194,481,4,"corps","NOM","cors_C"
3195,481,5,",","PON",","
3196,481,6,"et","CON:coord","et_S"
3197,481,7,"de","PRE","de_+S"
3198,481,8,"nouviel","ADJ","<nolem>"
3199,482,1,"ore","NOM","ore1|ore2|ore3_+T|+T|+IT"
3200,482,2,"ont","VER","avoir|devoir_+CIM|+M"
3201,482,3,"pris","VER","prendre|prisier_+CMI|+IM"
3202,482,4,"fin","NOM","fin1|fin_+IT|CI"
3203,482,5,"tout","DET:ind","tot_S"
3204,482,6,"mi","DET:poss","mon1_S"
3205,482,7,"reviel","NOM","<nolem>"
3206,482,8,",","PON",","
3207,483,1,"mi","PRO:pers","je_S"
3208,483,2,"penser","VER","penser_+IMT"
3209,483,3,"et","CON:coord","et_S"
3210,483,4,"mes","DET:poss","mon1_S"
3211,483,5,"vanités","NOM","<unknown>"
3212,484,1,"ou","PREDET:en","en1+le_S"
3213,484,2,"lonc","ADJ","lonc_+CIT"
3214,484,3,"temps","NOM","tens_+CT"
3215,484,4,"me","PRO:pers","je_S"
3216,484,5,"sui","VER","estre1|savoir|sivre_+I|+M|+MMd"
3217,484,6,"delités","VER","<unknown>"
3218,484,7,".","PON","."
3219,485,1,"mes","DET:poss","mon1_S"
3220,485,2,"estas","NOM","esta_*+T"
3221,485,3,"vorai","VER","<nolem>"
3222,485,4,"recorder","VER","recorder_+IT"
3223,485,5,",","PON",","
3224,486,1,"quand","ADV","cant1_Z"
3225,486,2,"mes","DET:poss","mon1_S"
3226,486,3,"coers","NOM","cuer_I"
3227,486,4,"s'","PRO:pers","soi1_S"
3228,486,5,"i","PRO:clit","i2_S"
3229,486,6,"voelt","VER","voloir_+I"
3230,486,7,"accorder","VER","acorder_*+IT"
3231,486,8,",","PON",","
3232,487,1,"quels","ADJ","quel_C"
3233,487,2,"j'","PRO:pers","je_S"
3234,487,3,"ay","VER","avoir_+M"
3235,487,4,"estét","VER","ester|estre_+M|IM"
3236,487,5,"et","CON:coord","et_S"
3237,487,6,"de","PRE","de_+S"
3238,487,7,"quelle","ADJ","quel_C"
3239,487,8,"vie","NOM","vie1|voie_+T|+T"
3240,487,9,";","PON",";"
3241,488,1,"car","CON:coord","car_S"
3242,488,2,"qui","PROCON","qui_S"
3243,488,3,"dist","VER","dire_+CMI"
3244,488,4,"voir","ADJ","voir_+IT"
3245,488,5,",","PON",","
3246,488,6,"il","PRO:pers","il_S"
3247,488,7,"ne","PRO:clit","en2_S"
3248,488,8,"ment","VER","mentir_+M"
3249,488,9,"mie","ADV","mie_C"
3250,488,10,".","PON","."
3251,489,1,"nul","DET:ind","nul_S"
3252,489,2,"angle","NOM","angele|angle|angle_+IT|+G|+GIT"
3253,489,3,"ne","PRO:clit","en2_S"
3254,489,4,"quert","VER","querre_+Z"
3255,489,5,"verités","VER","<unknown>"
3256,490,1,"et","CON:coord","et_S"
3257,490,2,"ausi","ADV","aussi_+CI"
3258,490,3,"ne","PRO:clit","en2_S"
3259,490,4,"fait","VER","faire|farre_+CMI|M"
3260,490,5,"equités","VER","<unknown>"
3261,490,6,".","PON","."
3262,491,1,"bien","ADV","bien1|bien2|bien_+IT|C|I"
3263,491,2,"faire","VER","faire_+MIT"
3264,491,3,"a","PRE","a_S"
3265,491,4,"sen","DET:poss","son4_S"
3266,491,5,"lieu","NOM","lieu_+CIT"
3267,491,6,"tous","DET:ind","tot_S"
3268,491,7,"jours","NOM","jor_+C"
3269,491,8,",","PON",","
3270,492,1,"et","CON:coord","et_S"
3271,492,2,"en","PRO:clit","en2_S"
3272,492,3,"lui","PRO:pers","il|loi1_S|S"
3273,492,4,"est","VER","ester|estre1_+M|+I"
3274,492,5,"boin","ADJ","bon_+Z"
3275,492,6,"li","DET:def","le_S"
3276,492,7,"sejours","NOM","<unknown>"
3277,492,8,";","PON",";"
3278,493,1,"mes","VER","manoir1_+T"
3279,493,2,"qui","PROCON","qui_S"
3280,493,3,"fait","VER","faire|farre_+CMI|M"
3281,493,4,"mal","ADV","mal_I"
3282,493,5,"il","PRO:pers","il_S"
3283,493,6,"het","VER","häir_+I"
3284,493,7,"lumiere","NOM","lumiere_+IT"
