"wd_id","line_id","linewd","lex_id","tag","TT lemma"
2168,329,2,"avoir","VER","avoir_+MIT"
2169,329,3,"grandes","ADJ","grant_+I"
2170,329,4,"possessions","NOM","possession_C"
2171,329,5,".","PON","."
2172,330,1,"la","PRO:pers","il_S"
2173,330,2,"mettent","VER","metre_M"
2174,330,3,"leurs","DET:poss","lor2_S"
2175,330,4,"entencions","NOM","entencïon|intencïon_*+IdTd|+Td"
2176,330,5,".","PON","."
2177,331,1,"de","PRE","de_+S"
2178,331,2,"ces","DET:demo","cel|cest_S|S"
2179,331,3,"estas","NOM","esta_*+T"
2180,331,4,"me","PRO:pers","je_S"
2181,331,5,"vorai","VER","<nolem>"
2182,331,6,"taire","VER","taire|taisir_+MIT|M"
2183,331,7,",","PON",","
2184,332,1,"car","CON:coord","car_S"
2185,332,2,"a","PRE","a_S"
2186,332,3,"pluseurs","PRO:ind","plusor_S"
2187,332,4,"poroit","VER","pouvoir_M"
2188,332,5,"desplaire","VER","desplaire_+IT"
2189,332,6,".","PON","."
2190,333,1,"comment","ADV","coment1|coment_*+T|I"
2191,333,2,"il","PRO:pers","il_S"
2192,333,3,"est","VER","ester|estre1_+M|+I"
2193,333,4,",","PON",","
2194,333,5,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2195,333,6,"on","PRO:invar","on_S"
2196,333,7,"le","PRO:pers","il_S"
2197,333,8,"voit","VER","aler|vëoir_+M|+I"
2198,333,9,";","PON",";"
2199,334,1,"mes","NOM","mas|mes1|mes2|mes3|mes4|mois_+T|+T|+T|+T|+IT|+T"
2200,334,2,",","PON",","
2201,334,3,"se","PRO:invar","ce1_S"
2202,334,4,"cescuns","PRO:ind","chascun_S"
2203,334,5,"s'","PRO:pers","soi1_S"
2204,334,6,"apercevoit","VER","apercevoir_+Z"
2205,335,1,"que","PROCON","que3_S"
2206,335,2,"c'","PRO:invar","ce1_S"
2207,335,3,"est","VER","ester|estre1_+M|+I"
2208,335,4,"tous","DET:ind","tot_S"
2209,335,5,"fiens","NOM","fiens_+T"
2210,335,6,"de","PRE","de_+S"
2211,335,7,"ces","DET:demo","cel|cest_S|S"
2212,335,8,"rikaices","NOM","<unknown>"
2213,336,1,"et","CON:coord","et_S"
2214,336,2,"aussi","ADV","aussi_+CIT"
2215,336,3,"de","PRE","de_+S"
2216,336,4,"ces","DET:demo","cel|cest_S|S"
2217,336,5,"grans","ADJ","grant_+I"
2218,336,6,"noblaices","GDF","noblesse_G"
2219,336,7,",","PON",","
2220,337,1,"et","CON:coord","et_S"
2221,337,2,"de","PRE","de_+S"
2222,337,3,"le","DET:def","le_S"
2223,337,4,"mort","NOM","mort_+CIT"
2224,337,5,"li","PRO:pers","il_S"
2225,337,6,"souvenroit","VER","<unknown>"
2226,337,7,",","PON",","
2227,338,1,"trestout","PRO:ind","trestot_S"
2228,338,2,"pour","PRE","por2_+S"
2229,338,3,"vanitét","NOM","<nolem>"
2230,338,4,"tenroit","VER","tenir|tenoir_CM|M"
2231,338,5,".","PON","."
2232,339,1,"or","ADV","or4|or_+IT|CI"
2233,339,2,"ay","VER","avoir_+M"
2234,339,3,"souvent","ADV","sovent_*IT"
2235,339,4,"moult","ADV","mout_I"
2236,339,5,"grant","ADJ","grant_+CIT"
2237,339,6,"mervelles","NOM","merveille_+Z"
2238,340,1,"de","PRE","de_+S"
2239,340,2,"chou","PRO:invar","ce1_S"
2240,340,3,"que","PROCON","que3_S"
2241,340,4,"j'","PRO:pers","je_S"
2242,340,5,"oc","VER","avoir|oïr_+M|M"
2243,340,6,"a","PRE","a_S"
2244,340,7,"mes","DET:poss","mon1_S"
2245,340,8,"orelles","NOM","oreille_+Z"
2246,340,9,",","PON",","
2247,341,1,"quant","ADV","cant_C"
2248,341,2,"on","PRO:invar","on_S"
2249,341,3,"va","VER","aler_+CMIT"
2250,341,4,"dou","PREDET:de","de+le_S"
2251,341,5,"siecle","NOM","seule|siecle_+T|+IT"
2252,341,6,"disant","VER","dire_+CMI"
2253,342,1,"et","CON:coord","et_S"
2254,342,2,"on","PRO:invar","on_S"
2255,342,3,"le","PRO:pers","il_S"
2256,342,4,"va","VER","aler_+CMIT"
2257,342,5,"si","DET:poss","son4_S"
2258,342,6,"desprisant","VER","desprendre_*+I"
2259,343,1,"et","CON:coord","et_S"
2260,343,2,"que","PROCON","que3_S"
2261,343,3,"chescun","DET:ind","chascun_S"
2262,343,4,"jour","NOM","jor_+C"
2263,343,5,"il","PRO:pers","il_S"
2264,343,6,"empire","VER","empirier_+Z"
2265,343,7,".","PON","."
2266,344,1,"par","PRE","par_S"
2267,344,2,"dieu","NOM","dieu_+CIT"
2268,344,3,",","PON",","
2269,344,4,"se","PRO:invar","ce1_S"
2270,344,5,"je","PRO:pers","je_S"
2271,344,6,"l'","PRO:pers","il_S"
2272,344,7,"osoie","VER","oser_+I"
2273,344,8,"dire","VER","dire_+MIT"
2274,345,1,"les","DET:def","le_S"
2275,345,2,"causes","NOM","cause_*+CIT"
2276,345,3,"et","CON:coord","et_S"
2277,345,4,"chou","PRO:invar","ce1_S"
2278,345,5,"que","PROCON","que3_S"
2279,345,6,"je","PRO:pers","je_S"
2280,345,7,"pense","VER","penser_+M"
2281,345,8,",","PON",","
2282,346,1,"on","PRO:invar","on_S"
2283,346,2,"diroit","VER","dire_+CIM"
2284,346,3,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2285,346,4,"que","PROCON","que3_S"
2286,346,5,"me","DET:poss","mon1_S"
2287,346,6,"sentense","NOM","<nolem>"
2288,347,1,"vraie","ADJ","verai_*+C"
2289,347,2,"seroit","VER","estre1|estre_+I|CMI"
2290,347,3,",","PON",","
2291,347,4,"a","PRE","a_S"
2292,347,5,"men","DET:poss","mon1_S"
2293,347,6,"avis","NOM","avis_+IT"
2294,347,7,";","PON",";"
2295,348,1,"mes","NOM","mas|mes1|mes2|mes3|mes4|mois_+T|+T|+T|+T|+IT|+T"
2296,348,2,"je","PRO:pers","je_S"
2297,348,3,"doutte","VER","<unknown>"
2298,348,4,"trop","ADV","trop_+IT"
2299,348,5,"les","DET:def","le_S"
2300,348,6,"lavis","NOM","lavis_+T"
2301,349,1,"des","PREDET:de","de+le_S"
2302,349,2,"langes","NOM","lange_I"
2303,349,3,"qui","PROCON","qui_S"
2304,349,4,"souvent","ADV","sovent_*IT"
2305,349,5,"parollent","VER","parler_+M"
2306,350,1,"et","CON:coord","et_S"
2307,350,2,"qui","PROCON","qui_S"
2308,350,3,"les","DET:def","le_S"
2309,350,4,"autres","ADJ","autre_CI"
2310,350,5,"gens","NOM","gent1|giens_+I|+T"
2311,350,6,"escollent","VER","<unknown>"
2312,350,7,";","PON",";"
2313,351,1,"et","CON:coord","et_S"
2314,351,2,"a","PRE","a_S"
2315,351,3,"present","NOM","present2_+IT"
2316,351,4,"je","PRO:pers","je_S"
2317,351,5,"m'","PRO:pers","je_S"
2318,351,6,"en","PRO:clit","en2_S"
2319,351,7,"tairai","VER","taire_+Z"
2320,351,8,",","PON",","
2321,352,1,"mes","VER","manoir1_+T"
2322,352,2,"chi","ADV","ci_+Z"
2323,352,3,"apriés","VER","<unknown>"
2324,352,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2325,352,5,"en","PRO:clit","en2_S"
2326,352,6,"parai","VER","<unknown>"
2327,352,7,",","PON",","
2328,353,1,"car","CON:coord","car_S"
2329,353,2,",","PON",","
2330,353,3,"amy","NOM","ami_*+GIT"
2331,353,4,",","PON",","
2332,353,5,"dou","PREDET:de","de+le_S"
2333,353,6,"tout","PRO:ind","tot_S"
2334,353,7,"voel","VER","voloir_+I"
2335,353,8,"entendre","VER","entendre_+MIT"
2336,354,1,"a","PRE","a_S"
2337,354,2,"dieu","NOM","dieu_+CIT"
2338,354,3,"loer","VER","löer1|löer2|löer3_+IIdTd|+IdTd|+Td"
2339,354,4,"et","CON:coord","et_S"
2340,354,5,"mi","PRO:pers","je_S"
2341,354,6,"reprendre","VER","reprendre1|reprendre2_+T|+T"
2342,354,7,".","PON","."
2343,355,1,"dous","ADJ:card","deus_CIT"
2344,355,2,"diex","NOM","dieu_*+CIT"
2345,355,3,",","PON",","
2346,355,4,"loés","VER","loer_M"
2347,355,5,"et","CON:coord","et_S"
2348,355,6,"gracyés","VER","<unknown>"
2349,356,1,"soit","VER","estre1|savoir_+I|+M"
2350,356,2,"vos","PRO:pers","vos1_S"
2351,356,3,"sains","ADJ","sain_+I"
2352,356,4,"nons","NOM","noinz|nom_+T|+I"
2353,356,5,",","PON",","
2354,356,6,"qui","PROCON","qui_S"
2355,356,7,"m'","PRO:pers","je_S"
2356,356,8,"envoyés","VER","envoiier|envoyer_*+M|M"
2357,357,1,"a","PRE","a_S"
2358,357,2,"souffrir","VER","sofrir|souffrir|soufrir_+M|M|M"
2359,357,3,",","PON",","
2360,357,4,"anschois","ADV","ainçois_+G"
2361,357,5,"que","PROCON","que3_S"
2362,357,6,"je","PRO:pers","je_S"
2363,357,7,"muire","VER","morir|muire1_+I|+T"
2364,357,8,".","PON","."
2365,358,1,"pour","PRE","por2_+S"
2366,358,2,"chou","PRO:invar","ce1_S"
2367,358,3,"vorai","VER","<nolem>"
2368,358,4,"tous","DET:ind","tot_S"
2369,358,5,"mes","DET:poss","mon1_S"
2370,358,6,"sens","NOM","sens_+IT"
2371,358,7,"duire","VER","duire_+IT"
2372,359,1,"a","PRE","a_S"
2373,359,2,"reconnoistre","VER","reconoistre_+M"
2374,359,3,"vo","DET:poss","vostre_S"
2375,359,4,"poiscance","NOM","<nolem>"
2376,360,1,"que","PROCON","que3_S"
2377,360,2,"j'","PRO:pers","je_S"
2378,360,3,"ai","VER","aidier|avoir_+Md|+CMI"
2379,360,4,"cremut","VER","criembre_+M"
2380,360,5,"tres","ADV","tres|très_I|IIdTd"
2381,360,6,"men","DET:poss","mon1_S"
2382,360,7,"enfance","NOM","enfance_+IT"
2383,361,1,"et","CON:coord","et_S"
2384,361,2,"crienc","VER","criembre_+M"
2385,361,3,"et","CON:coord","et_S"
2386,361,4,"tous","DET:ind","tot_S"
2387,361,5,"jours","NOM","jor_+C"
2388,361,6,"cremerai","VER","<unknown>"
2389,362,1,"par","PRE","par_S"
2390,362,2,"tout","DET:ind","tot_S"
2391,362,3,"le","DET:def","le_S"
2392,362,4,"temps","NOM","tens_+CT"
2393,362,5,"que","PROCON","que3_S"
2394,362,6,"viverai","VER","vivre_M"
2395,362,7,".","PON","."
2396,363,1,"dous","ADJ:card","deus_CIT"
2397,363,2,"diex","NOM","dieu_*+CIT"
2398,363,3,",","PON",","
2399,363,4,"je","PRO:pers","je_S"
2400,363,5,"me","PRO:pers","je_S"
2401,363,6,"sui","VER","estre1|savoir|sivre_+I|+M|+MMd"
2402,363,7,"trop","ADV","trop_+IT"
2403,363,8,"meffais","NOM","<nolem>"
2404,364,1,"en","PRO:clit","en2_S"
2405,364,2,"pensers","VER","penser_*+IMT"
2406,364,3,",","PON",","
2407,364,4,"en","PRO:clit","en2_S"
2408,364,5,"dis","VER","dire_+CMI"
2409,364,6,",","PON",","
2410,364,7,"et","CON:coord","et_S"
2411,364,8,"en","PRE","en1_+S"
2412,364,9,"fais","NOM","fais_+IT"
2413,364,10,".","PON","."
2414,365,1,"se","PRO:invar","ce1_S"
2415,365,2,"sui","VER","estre1|savoir|sivre_+I|+M|+MMd"
2416,365,3,"en","PRE","en1_+S"
2417,365,4,"grans","ADJ","grant_+I"
2418,365,5,"peckiés","VER","<unknown>"
2419,365,6,"keus","VER","<unknown>"
2420,366,1,"tres","ADV","tres|très_I|IIdTd"
2421,366,2,"tous","DET:ind","tot_S"
2422,366,3,"les","DET:def","le_S"
2423,366,4,"jours","NOM","jor_+C"
2424,366,5,"et","CON:coord","et_S"
2425,366,6,"rekeus","VER","<unknown>"
2426,366,7,".","PON","."
2427,367,1,"s'","PRO:pers","soi1_S"
2428,367,2,"il","PRO:pers","il_S"
2429,367,3,"m'","PRO:pers","je_S"
2430,367,4,"est","VER","ester|estre1_+M|+I"
2431,367,5,"venu","VER","venir_+I"
2432,367,6,"remortions","NOM","<unknown>"
2433,368,1,"et","CON:coord","et_S"
2434,368,2,"j'","PRO:pers","je_S"
2435,368,3,"aye","VER","aidier|avoir_+M|+M"
2436,368,4,"fait","VER","faire|farre_+CMI|M"
2437,368,5,"confessions","NOM","confessïon_*+IIdTd"
2438,369,1,"et","CON:coord","et_S"
2439,369,2,"my","DET:poss","mon1_S"
2440,369,3,"des","PREDET:de","de+le_S"
2441,369,4,"defautes","NOM","<unknown>"
2442,369,5,"repris","VER","reprendre_I"
2443,369,6,",","PON",","
2444,370,1,"elas","INT","<nolem>"
2445,370,2,"!","PON","!"
2446,370,3,"apriés","VER","<unknown>"
2447,370,4,"les","PRO:pers","il_S"
2448,370,5,"ay","VER","avoir_+M"
2449,370,6,"repris","VER","reprendre_I"
2450,370,7,".","PON","."
2451,371,1,"se","PRO:pers","soi1_S"
2452,371,2,"ne","PRO:clit","en2_S"
2453,371,3,"sai","VER","savoir_+IM"
2454,371,4,"ciertes","ADV","certes_+Z"
2455,371,5,"k'","PROCON","que1|que2|que3|que4_S|S|S|S"
2456,371,6,"esperer","VER","esperer_+MIT"
2457,371,7,",","PON",","
2458,372,1,"fors","ADV","fors2|fuer1_+T|+T"
2459,372,2,"que","PROCON","que3_S"
2460,372,3,"nuls","PRO:ind","nul_S"
2461,372,4,"ne","PRO:clit","en2_S"
2462,372,5,"doit","VER","devoir|dire_+CMI|+M"
2463,372,6,"desperer","VER","desperer_+IT"
2464,372,7,",","PON",","
2465,373,1,"ains","ADV","ainc|ains3_+T|G"
2466,373,2,"doit","VER","devoir|dire_+CMI|+M"
2467,373,3,"en","PRO:clit","en2_S"
2468,373,4,"vous","PRO:pers","vos1_S"
2469,373,5,"avoir","VER","avoir_+MIT"
2470,373,6,"dance","NOM","dance_+IT"
2471,374,1,"et","CON:coord","et_S"
2472,374,2,"toudis","ADV","toz_dis_Z"
2473,374,3,"pryer","VER","priier_*+IId"
2474,374,4,"repentance","NOM","repentance_+IT"
2475,374,5,".","PON","."
2476,375,1,"ch'","PRO:invar","ce1_S"
2477,375,2,"est","VER","ester|estre1_+M|+I"
2478,375,3,"que","PROCON","que3_S"
2479,375,4,"li","DET:def","le_S"
2480,375,5,"homs","NOM","ome_+C"
2481,375,6,"a","PRE","a_S"
2482,375,7,"celle","DET:demo","cel_S"
2483,375,8,"tecke","NOM","<unknown>"
2484,376,1,"il","PRO:pers","il_S"
2485,376,2,"ne","PRO:clit","en2_S"
2486,376,3,"poet","VER","pöoir_+I"
2487,376,4,"vivre","VER","vivre1|vivre_+IT|MI"
2488,376,5,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
2489,376,6,"il","PRO:pers","il_S"
2490,376,7,"ne","PRO:clit","en2_S"
2491,376,8,"pecke","VER","<unknown>"
2492,376,9,".","PON","."
2493,377,1,"dous","ADJ:card","deus_CIT"
2494,377,2,"diex","NOM","dieu_*+CIT"
2495,377,3,",","PON",","
2496,377,4,"a","PRE","a_S"
2497,377,5,"vous","PRO:pers","vos1_S"
2498,377,6,"me","PRO:pers","je_S"
2499,377,7,"recognois","VER","connaotre_M"
2500,377,8,",","PON",","
2501,378,1,"car","CON:coord","car_S"
2502,378,2,"au","PREDET:a","a+le_S"
2503,378,3,"primes","ADV","prime_Z"
2504,378,4,"je","PRO:pers","je_S"
2505,378,5,"me","PRO:pers","je_S"
2506,378,6,"cognois","VER","cognoistre|connaotre|connoistre_M|M|M"
2507,379,1,"et","CON:coord","et_S"
2508,379,2,"voi","VER","aler|vëoir_+M|+I"
2509,379,3,"que","PROCON","que3_S"
2510,379,4,"j'","PRO:pers","je_S"
2511,379,5,"ay","VER","avoir_+M"
2512,379,6,"esté","VER","ester|estre1_+MI|+I"
2513,379,7,"dechius","VER","<unknown>"
2514,379,8,";","PON",";"
2515,380,1,"car","CON:coord","car_S"
2516,380,2,"de","PRE","de_+S"
2517,380,3,"vos","DET:poss","vostre_S"
2518,380,4,"biens","NOM","bien2|bien_+I|CI"
2519,380,5,"que","PROCON","que3_S"
2520,380,6,"j'","PRO:pers","je_S"
2521,380,7,"ay","VER","avoir_+M"
2522,380,8,"rechius","VER","<nolem>"
2523,380,9,",","PON",","
2524,381,1,"dont","PRO:invar","dont_S"
2525,381,2,"ne","PRO:clit","en2_S"
2526,381,3,"m'","PRO:pers","je_S"
2527,381,4,"avés","VER","avoir_+M"
2528,381,5,"nul","PRO:ind","nul_S"
2529,381,6,"refusét","VER","<nolem>"
2530,381,7,",","PON",","
2531,382,1,"sire","NOM","seignor|sire2_+CIT|+T"
2532,382,2,",","PON",","
2533,382,3,"j'","PRO:pers","je_S"
2534,382,4,"en","PRO:clit","en2_S"
2535,382,5,"ay","VER","avoir_+M"
2536,382,6,"trop","ADV","trop_+IT"
2537,382,7,"mal","ADV","mal_I"
2538,382,8,"usét","VER","user_+I"
2539,382,9,",","PON",","
2540,383,1,"et","CON:coord","et_S"
2541,383,2,"vous","PRO:pers","vos1_S"
2542,383,3,"trop","ADV","trop_+IT"
2543,383,4,"pau","ADV","poi_Z"
2544,383,5,"regratyét","VER","<unknown>"
2545,383,6,",","PON",","
2546,384,1,"ne","PRO:clit","en2_S"
2547,384,2,"vous","PRO:pers","vos1_S"
2548,384,3,"loét","VER","loer_M"
2549,384,4,",","PON",","
2550,384,5,"ne","PRO:clit","en2_S"
2551,384,6,"vous","PRO:pers","vos1_S"
2552,384,7,"pryét","VER","<unknown>"
2553,385,1,"de","PRE","de_+S"
2554,385,2,"tous","DET:ind","tot_S"
2555,385,3,"vos","DET:poss","vostre_S"
2556,385,4,"biens","NOM","bien2|bien_+I|CI"
2557,385,5,"spiritueuls","ADJ","<unknown>"
2558,386,1,"et","CON:coord","et_S"
2559,386,2,"autresi","ADV","autresi_+IT"
2560,386,3,"des","PREDET:de","de+le_S"
2561,386,4,"temporeuls","NOM","<unknown>"
2562,386,5,".","PON","."
2563,387,1,"j'","PRO:pers","je_S"
2564,387,2,"ai","VER","aidier|avoir_+Md|+CMI"
2565,387,3,"estét","VER","ester|estre_+M|IM"
2566,387,4,"en","PRE","en1_+S"
2567,387,5,"religion","NOM","religïon_+Td"
2568,388,1,"ou","PRO:pers","il|vos1_S|S"
2569,388,2,"j'","PRO:pers","je_S"
2570,388,3,"entray","VER","entrer_*+M"
2571,388,4,"par","PRE","par_S"
2572,388,5,"devotion","NOM","devocïon_*+IIdTd"
2573,388,6,".","PON","."
2574,389,1,"sire","NOM","seignor|sire2_+CIT|+T"
2575,389,2,",","PON",","
2576,389,3,"petit","ADV","petit_I"
2577,389,4,"ay","VER","avoir_+M"
2578,389,5,"pourfitét","VER","<unknown>"
2579,389,6,",","PON",","
2580,390,1,"dous","ADJ:card","deus_CIT"
2581,390,2,"dieus","NOM","dieu_*+CIT"
2582,390,3,",","PON",","
2583,390,4,"ayés","VER","avoir_+M"
2584,390,5,"de","PRE","de_+S"
2585,390,6,"mi","DET:poss","mon1_S"
2586,390,7,"pitét","NOM","pitié_+I"
2587,390,8,".","PON","."
2588,391,1,"or","ADV","or4|or_+IT|CI"
2589,391,2,"ay","VER","avoir_+M"
2590,391,3,"lonc","ADJ","lonc_+CIT"
2591,391,4,"temps","NOM","tens_+CT"
2592,391,5,"esté","VER","ester|estre1_+MI|+I"
2593,391,6,"prelas","NOM","<nolem>"
2594,391,7,",","PON",","
2595,392,1,"dont","PRO:invar","dont_S"
2596,392,2,"dire","VER","dire_+MIT"
2597,392,3,"moult","ADV","mout_I"
2598,392,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2599,392,5,"puis","ADV","puis_IT"
2600,392,6,":","PON",":"
2601,392,7,"helas","INT","<nolem>"
2602,392,8,"!","PON","!"
2603,393,1,"quant","ADV","cant_C"
2604,393,2,"l'","PRO:pers","il_S"
2605,393,3,"osay","VER","<unknown>"
2606,393,4,"ciertes","ADV","certes_+Z"
2607,393,5,"entreprendre","VER","entreprendre_+IT"
2608,394,1,"de","PRE","de_+S"
2609,394,2,"defautes","NOM","<unknown>"
2610,394,3,"autruy","PRO:invar","autrui_S"
2611,394,4,"reprendre","VER","reprendre1|reprendre2_+T|+T"
2612,394,5,",","PON",","
2613,395,1,"et","CON:coord","et_S"
2614,395,2,"on","PRO:invar","on_S"
2615,395,3,"povoit","VER","pouvoir_M"
2616,395,4,"sur","PRE","sor2_+S"
2617,395,5,"mi","PRO:pers","je_S"
2618,395,6,"tant","ADV","tant_CI"
2619,395,7,"dire","VER","dire_+MIT"
2620,395,8,":","PON",":"
2621,396,1,"s'","PRO:pers","soi1_S"
2622,396,2,"en","PRO:clit","en2_S"
2623,396,3,"doubte","VER","doter2_+Z"
2624,396,4,"moult","ADV","mout_I"
2625,396,5,"vo","DET:poss","vostre_S"
2626,396,6,"courouc","NOM","<nolem>"
2627,396,7,",","PON",","
2628,396,8,"sire","NOM","seignor|sire2_+CIT|+T"
2629,396,9,".","PON","."
2630,397,1,"or","ADV","or4|or_+IT|CI"
2631,397,2,"voi","VER","aler|vëoir_+M|+I"
2632,397,3,"ge","PRO:pers","je_S"
2633,397,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2634,397,5,"que","PROCON","que3_S"
2635,397,6,"pour","PRE","por2_+S"
2636,397,7,"mes","DET:poss","mon1_S"
2637,397,8,"visces","NOM","vice1_*+T"
2638,397,9,",","PON",","
2639,398,1,"pour","PRE","por2_+S"
2640,398,2,"chou","PRO:invar","ce1_S"
2641,398,3,"ausi","ADV","aussi_+CI"
2642,398,4,"que","PROCON","que3_S"
2643,398,5,"grans","ADJ","grant_+I"
2644,398,6,"delisces","NOM","<unknown>"
2645,399,1,"j'","PRO:pers","je_S"
2646,399,2,"ay","VER","avoir_+M"
2647,399,3,"quis","VER","querre_+I"
2648,399,4,"en","PRO:clit","en2_S"
2649,399,5,"mangier","VER","mangier|mignier_+IMT|+T"
2650,399,6,"et","CON:coord","et_S"
2651,399,7,"en","PRO:clit","en2_S"
2652,399,8,"boire","VER","boivre_+MT"
2653,399,9,",","PON",","
2654,400,1,"je","PRO:pers","je_S"
2655,400,2,"tienc","VER","tenir_M|M"
2656,400,3,",","PON",","
2657,400,4,"et","CON:coord","et_S"
2658,400,5,"s'","PRO:pers","soi1_S"
2659,400,6,"est","VER","ester|estre1_+M|+I"
2660,400,7,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2661,400,8,"cose","NOM","chose_+Z"
2662,400,9,"voire","ADJ","voir_+IT"
2663,400,10,",","PON",","
2664,401,1,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
2665,401,2,"il","PRO:pers","il_S"
2666,401,3,"m'","PRO:pers","je_S"
2667,401,4,"est","VER","ester|estre1_+M|+I"
2668,401,5,"venus","VER","venir_*+I"
2669,401,6,"empaichemens","NOM","<unknown>"
2670,402,1,"par","PRE","par_S"
2671,402,2,"ces","DET:demo","cel|cest_S|S"
2672,402,3,"mauvais","ADJ","mauvais_+IT"
2673,402,4,"consentemens","NOM","<unknown>"
2674,402,5,",","PON",","
2675,403,1,"par","PRE","par_S"
2676,403,2,"mes","DET:poss","mon1_S"
2677,403,3,"pekiés","VER","<unknown>"
2678,403,4,",","PON",","
2679,403,5,"par","PRE","par_S"
2680,403,6,"mes","DET:poss","mon1_S"
2681,403,7,"outrages","NOM","outrage_*+IT"
2682,404,1,"que","PROCON","que3_S"
2683,404,2,"j'","PRO:pers","je_S"
2684,404,3,"ai","VER","aidier|avoir_+Md|+CMI"
2685,404,4,"fais","VER","faire_+CMI"
2686,404,5,"en","PRE","en1_+S"
2687,404,6,"tous","DET:ind","tot_S"
2688,404,7,"mes","DET:poss","mon1_S"
2689,404,8,"eages","NOM","aigue|ëage_*+G|+IdTd"
2690,404,9,".","PON","."
2691,405,1,"nul","DET:ind","nul_S"
2692,405,2,"homs","NOM","ome_+C"
2693,405,3,"ne","PRO:clit","en2_S"
2694,405,4,"set","VER","savoir|sëoir_+IM|+I"
2695,405,5,",","PON",","
2696,405,6,"ne","PRO:clit","en2_S"
2697,405,7,"poet","VER","pöoir_+I"
2698,405,8,"savoir","VER","savoir_+MIT"
2699,406,1,"s'","PRO:pers","soi1_S"
2700,406,2,"il","PRO:pers","il_S"
2701,406,3,"seroit","VER","estre1|estre_+I|CMI"
2702,406,4,"dignes","ADJ","digne_*+T"
2703,406,5,"pour","PRE","por2_+S"
2704,406,6,"avoir","VER","avoir_+MIT"
2705,407,1,"de","PRE","de_+S"
2706,407,2,"dieu","NOM","dieu_+CIT"
2707,407,3,"l'","DET:def","le_S"
2708,407,4,"amour","NOM","amor_+G"
2709,407,5,"ou","PRE","o4_+S"
2710,407,6,"le","DET:def","le_S"
2711,407,7,"hayne","NOM","häine_*+IdTd"
2712,407,8,",","PON",","
2713,408,1,"tant","ADV","tant_CI"
2714,408,2,"est","VER","ester|estre1_+M|+I"
2715,408,3,"no","DET:poss","nostre_S"
2716,408,4,"cars","NOM","char_*I"
2717,408,5,"a","PRE","a_S"
2718,408,6,"mal","NOM","mail|mal2|mautrait_+T|+T|+T"
2719,408,7,"encline","VER","encliner_+I"
2720,408,8,".","PON","."
2721,409,1,"moult","ADV","mout_I"
2722,409,2,"de","PRE","de_+S"
2723,409,3,"gent","NOM","gent1|giant_+IT|+T"
2724,409,4,"dient","VER","dire_+CMIIdMd"
2725,409,5,"ensement","ADV","ensement_+IT"
2726,409,6,",","PON",","
2727,410,1,"et","CON:coord","et_S"
2728,410,2,"se","PRO:pers","soi1_S"
2729,410,3,"dist","VER","dire_+CMI"
2730,410,4,"on","PRO:invar","on_S"
2731,410,5,"communement","ADV","comunement_*I"
2732,410,6,":","PON",":"
2733,411,1,"«","PON:cit","«"
2734,411,2,"il","PRO:pers","il_S"
2735,411,3,"est","VER","ester|estre1_+M|+I"
2736,411,4,"moult","ADV","mout_I"
2737,411,5,"povres","ADJ","povre_+I"
2738,411,6,",","PON",","
2739,411,7,"qui","PROCON","qui_S"
2740,411,8,"ne","PRO:clit","en2_S"
2741,411,9,"voit","VER","aler|vëoir_+M|+I"
2742,411,10,".","PON","."
2743,411,11,"»","PON:cit","»"
2744,412,1,"ciertes","ADV","certes_+Z"
2745,412,2,",","PON",","
2746,412,3,"cescuns","PRO:ind","chascun_S"
2747,412,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
2748,412,5,"l'","PRO:pers","il_S"
2749,412,6,"apiercoit","VER","<unknown>"
2750,412,7,".","PON","."
2751,413,1,"quant","ADV","cant_C"
2752,413,2,"ensi","ADV","ainsi_+IT"
2753,413,3,"le","PRO:pers","il_S"
2754,413,4,"vir","VER","vëoir_+T"
2755,413,5,"a","PRE","a_S"
2756,413,6,"pierdut","VER","<unknown>"
2757,413,7,";","PON",";"
2758,414,1,"souvent","ADV","sovent_*IT"
2759,414,2,"a","PRE","a_S"
2760,414,3,"le","DET:def","le_S"
2761,414,4,"vis","NOM","vis|viz_+IT|+T"
2762,414,5,"espierdut","VER","<unknown>"
2763,415,1,"et","CON:coord","et_S"
2764,415,2,"le","DET:def","le_S"
2765,415,3,"coer","NOM","cuer_I"
2766,415,4,"moult","ADV","mout_I"
2767,415,5,"tristre","ADJ","triste_+T"
2768,415,6,"et","CON:coord","et_S"
2769,415,7,"dolant","ADJ","dolent_+I"
2770,415,8,",","PON",","
2771,416,1,"quant","ADV","cant_C"
2772,416,2,"il","PRO:pers","il_S"
2773,416,3,"ne","PRO:clit","en2_S"
2774,416,4,"puet","VER","pöoir_+I"
2775,416,5,"vir","VER","vëoir_+T"
2776,416,6,"envolant","VER","<unknown>"
2777,417,1,"les","DET:def","le_S"
2778,417,2,"oyseaus","NOM","oisel_*+Z"
2779,417,3,",","PON",","
